,UKF248,UKF259,UKF260,UKF266,UKF269,UKF334,ZH1007inf,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916inf
TGFB2,0.0536322304739155,-0.005712185116680526,0.016515323376556847,0.03921498838544435,0.150039967478689,0.02936654459471935,-0.003094808665689056,0.05424267171832746,-0.006422625170840791,-0.03679583199862838,0.03176286367536981,-0.03893505397076096,0.06042005702376443
COL18A1,0.044862515910406436,-0.05315336686890586,0.01284590751951786,0.13371725625686245,0.0817767741200484,-0.025309485799517504,0.015761024029577464,-0.10756245668831026,0.023615086855925567,-0.027500965240735115,-0.0747115870030873,0.011612703751552865,-0.0031968910115856984
NODAL,-0.026279828258087595,0.030338240624582572,-0.013302048095904358,-0.025799724656811955,0.024293662860053973,0.02712755727825463,0.03699018388522161,-0.0698577349319594,-0.023879474877941766,0.009301517482555755,-0.018840788306441675,0.10968093981098387,
INHBB,0.061456643223129354,0.009771418583059768,0.0069788811357132845,0.02104668507699786,0.10507404403627282,0.0394573239392769,-0.0024119211352987826,0.1049721497736843,0.0597402498852189,0.05521815845124125,-0.02433351970356366,0.03868447335416273,0.0023497259141031022
LCN1,-0.017669043779834397,,,,-0.016651623925754897,,0.05768935206344147,,0.047187488352129235,-0.015175137972246554,,0.06997728527612287,
ARF4,0.09811325604055812,-0.011768656782967431,0.020554794075361378,-0.008312067428177939,0.05327834943391209,-0.011533771033564882,-0.044811002413214604,0.11968200078347423,0.030662831300017054,-0.00856806033717916,0.012423669614365564,0.014613033462296351,0.034262074611844565
CXCL14,0.046293630292234905,-0.03394543069409837,-0.03571696050710468,-0.04821944173882415,-0.007117907232406519,-0.011461643560326274,0.05342909509490083,0.04946984095561633,0.0010977681631271481,0.002550557236669205,-0.1080111382749718,-0.020189955981804564,-0.09330266646324925
LIF,0.052893454531058696,0.031391122836488136,0.03897579916829804,-0.01950307136455888,0.14230120676389654,0.06380474660349503,0.07510691756143446,0.007481445359097077,0.0010067492254811033,-0.010753636984017973,-0.021102105069521596,-0.01772000430943941,
IL17B,,,,,0.029755536631179465,,-0.041594722209456245,-0.04367492257520334,0.018773423041247395,-0.024297770096370856,-0.02343969137739697,0.05443353834603104,
MMP1,-0.024359694570432456,,-0.014475183616083022,,,,-0.01043313501810832,,0.05146142429799691,-0.025012434121202357,0.027896189631438126,0.03411749743416889,
MATN1,-0.008227481335606116,,,-0.01882808521337148,-0.017458095625827046,-0.015402906796733156,,-0.026208775430021324,-0.03196013595177084,0.12898030617364642,-0.009041186372674308,0.0341148069506462,
ADAM28,0.03785026117140104,0.011936479993501531,-0.0032117686377699313,-0.04208914266946663,0.05444253273982167,0.020771514868515643,-0.04596218236231952,0.0327430797639312,0.021113457820766485,-0.018776879757307293,0.04893842921962323,0.03500883531675025,-0.04627952287589245
TCN2,0.00893461329857577,-0.07231981370847618,0.018056535846760355,0.018513758871734797,0.09856261049007198,0.00890178744877443,0.07624173540560175,-0.050974958094787096,0.009966555976018532,-0.06331006960412236,-0.034488816478107365,0.085694920483834,-0.0070262436160507145
THPO,-0.00731729632245847,-0.02278399088088253,,-0.02677435812922535,0.09131160251483919,0.07463824350407369,,0.14696478432325405,,,-0.020955181249386327,-0.02922583289124165,
CUBN,0.0364730454879658,-0.00836406861336638,0.07746139886459165,-0.03349461962777208,0.06836143000216822,-0.029844857064089965,-0.05478953280920146,-0.012375383537462998,-0.025977958824458344,0.026733759814185395,-0.04212960038421711,0.1215740639815996,
TIMP3,0.06032733255681743,-0.0059719101413975755,-0.05280937114044303,0.027313863553093898,0.0248525540947908,-0.03777335243350165,0.021805558449636418,0.0031262085502391118,-0.010725775059536806,-0.03182645099588806,-0.08164840305703844,0.029739772203593338,-0.06982982922044925
PIGF,-0.03453347442586862,0.023001890539517834,-0.010206567209541674,0.059586503044070156,0.041549203176594746,0.01859449152538127,-0.01843328645016789,-0.023579086158172582,0.04042514780561382,0.013281878947441074,0.023141345580508305,0.02553321218308925,0.15350093485691377
CRH,-0.020701388438057015,-0.012667394497567711,-0.014709425013989868,-0.01586658347820965,-0.025605818824061346,-0.005159317141813964,,,0.04434020508007823,0.037455260983835344,0.019411576664659345,0.02947455955079739,0.06962772505506942
BDNF,-0.04863375147768848,-0.014663752551913307,-0.008785332088069683,-0.02376671874526642,-0.05108762311524872,-0.017347631082414702,0.040549526085445056,,0.021246231403022058,0.03462391416040993,0.008482394647804257,0.050207653815529246,0.23291964556452238
CCL5,0.012788601311895343,-0.012484885447433971,0.1278508749285213,-0.0231771734109078,-0.014571606966354855,0.05878381276708154,-0.03640003639121276,-0.04759720229934892,0.02735918247099246,0.06141132625972457,-0.04270970437867558,0.021338027007428255,
GAD1,0.003909515469550072,-0.006760929577239909,-0.0065900619278692705,0.016718137929630717,-0.0964989807671738,0.01028990517432927,0.02062285012877278,0.07969872237518512,0.006294819992155477,-0.032129466349987694,0.041736833645037615,-0.0015728619493769248,0.07706135437176859
COL14A1,0.0004372531090330659,0.024623605984809865,0.027176645065163672,0.09514241155061973,-0.029539018143767408,0.023975953757581995,0.015395207906381957,-0.01888930978429869,0.042529388729829705,-0.01921247132385158,-0.056059663017530785,0.0581282985744028,
HLA-A,0.11013993294194342,0.020319689267476047,0.053889742588211526,-0.08064149569153332,0.14107955967759558,-0.02068763359974935,0.024250379697757802,0.045811489019748665,0.04375472392740902,-0.008434503066339874,-0.12027024886186234,0.0048534829559823255,0.028875503138889327
CD5L,0.07759311762901921,,,,,,,,,,,,
FGF18,0.1099586540658225,-0.010064150198627931,0.015385819590270671,-0.022013841139175153,,,,,-0.02613115431625646,-0.00632578120599259,-0.0161552495252451,-0.003148596405637808,
ADM,0.050489204424583684,-0.021886870053929672,-0.019527663629501958,-0.013493074631151092,0.03166127060464036,0.05147902156034326,0.08924430135249717,0.040926939264778216,0.016847448902445394,-0.0020552127298324122,0.020945613681233797,0.026580021343714542,0.04318433144323625
CCL15,-0.013136557061821817,,,,,,-0.026376994437992587,,,,,0.11176865527044867,
GNAI2,0.05887525077073412,0.025816854770781827,0.04409340446881082,-0.044110346880139796,0.09932120819214661,0.026101000958676752,-0.04069298925128507,-0.06730940964348149,0.021956684069812656,-0.028687122296609708,-0.06168061241724033,-0.026741988075100857,0.015237396107661547
HDC,,,,,-0.016934368932061652,,,0.002750460472164956,,,,-0.03625684480810669,
COL11A1,0.0365035027151179,-0.03028384109807132,-0.05478477275304767,0.0753260720532188,0.020710300654453947,0.026974232254451905,0.01236340312093155,,0.051242427415629184,0.033112569714535224,-0.051525047368380164,-0.013964902081518332,-0.028589789131774627
NUCB2,0.043795586319469636,-0.040738331070829595,-0.007051300185670893,0.07036010603073412,0.042623501486015854,-0.03168950966190425,0.03437612018949557,0.029765661119847332,-0.0049722726140151025,0.003763763399507494,-0.010947615178737907,-0.002595843121251886,0.03447901767283086
CXCL1,-0.053303067444030024,0.003960764487134638,0.008810549837694623,,0.002679022831799826,0.028154599017719863,-0.028249015718318136,-0.016694079733870354,-0.014115621365369401,0.014954418859992793,-0.04841702238980652,0.006928483569221868,0.10706561469894174
VCAN,0.031095296927781443,-0.018663879662574642,-0.0012689041858736632,0.07955900653743357,0.04096786519886675,0.1017456929313147,0.0043770829373786,-0.13813681862027385,-0.0349690386723879,-0.03233372567767503,0.024847361978362233,-0.03682896705199857,-0.09836395600072992
MMP7,-0.005915454775011328,-0.020008215187014705,,-0.01950306589014341,-0.01215431221590052,-0.023806764412004074,-0.007394414357795069,,0.02729500987047415,0.036081280677991386,-0.04942611780478906,-0.012078696149895657,
PTPN6,-0.017848898097204018,-0.019463393887041797,-0.04805864340345111,-0.0004592556147619288,0.12085958830228664,0.02644538850769219,-0.0003585336873223519,-0.004331859871484541,0.03239107546034473,0.027845698011306205,-0.051146768708547626,0.047277363311805855,-0.06945156464130091
PTGS2,0.009726919840874641,-0.003383387271806202,0.015648102373169298,-0.03188856926512273,-0.07007888242831983,0.045671152842756094,0.049725349537334124,-0.03928881371158037,0.044587783508214116,0.030857728283710084,0.03436194849814419,-0.0012850396703798068,0.05526226470837855
XCL1,-0.02268501645040109,-0.010950155594941634,-0.015391720069009822,,,,,,,,,,
CD58,0.013705084797542318,0.034981681917134196,0.016253695186254805,0.00484945544584437,0.10391196601491748,0.012499075145817422,0.00941399177953285,-0.0458892531767721,-0.0335562142487541,0.021597269357794508,-0.032365800751117606,0.06320888049631224,0.013812310331040134
TNFSF14,-0.007494959478191511,-0.006195498910191823,-0.043322552352685825,,-0.025325295716427543,,-0.03361839796219127,,-0.020903549028847862,-0.02582532193548088,-0.024508710264983094,0.03495603353190254,-0.03760090625498803
CNTN4,0.03817789555544134,0.010446312246007493,-0.026451397743591173,0.011523459794535009,-0.04315745234727068,-0.04844071011413314,-0.03136767724808068,,-0.031260701264503254,-0.03599751649981773,0.05237995589895916,-0.007386056580232195,0.04484434946065798
NTF4,,-0.01385146729467109,,,,,,,,,,,
INSL3,0.01392903549374477,-0.01006414822460361,,,,,,,-0.023247353579265013,-0.014990408636151321,0.03539066896782565,0.06873515717248974,
BTLA,,0.020608820101466717,0.028302399275584783,,,,,,,,,0.07357811892324354,
MFNG,0.03434004630441791,0.037411732988990136,-0.023751342532282522,0.004100538787706887,0.08074774411160446,-0.02808142057779759,0.018424428265678378,-0.009285671174364388,0.03213106901027228,0.0310476946420241,0.016184639598767737,0.01655359802848983,0.13005744898994528
ICAM1,0.04985589899981732,-0.01365118892250569,-0.0015519288409100733,0.025958587312372203,0.09296897930729406,-0.03421490558134642,0.014522273533932848,0.07694255867274034,0.00913341861921005,0.028023668221860788,0.03393070847887373,0.01118728964706445,-0.0209149635077305
PROS1,0.07823601535445006,-0.03783537781164405,0.00022232734244914993,0.02546606759725462,0.1174766303485993,0.013792407334425329,0.024804358498635874,0.053071289307776985,0.06364219285577073,0.021998590080632003,-0.07893359036848388,0.04099977462193555,-0.029013056257866328
CLCF1,0.03182159399804984,0.02467704532987779,0.01823093348431952,0.08311448170796028,0.07784131354518098,0.013463563965065557,-0.007164149461855957,-0.03188496417654893,0.018166340769613296,0.05208320655779987,-0.043352421152825546,-0.010026922601302701,
PSAP,0.08957615243517436,-0.03551002441864549,-0.043475952871406,-0.0896102344096583,-0.0898586808648015,-0.04182029624330568,0.02872298810444243,-0.0022275408519082693,0.07752753625460214,0.0049435634723816275,-0.10951072732812477,0.08508361609947586,0.04485018717375596
EFEMP1,0.1262216100523054,-0.0227319163625154,0.03141991761141634,0.0012658838511337232,0.03633584113433163,-0.01807614782172428,-0.03258406294261211,-0.014033772784692925,-0.006532342966202534,0.0036260395430456095,-0.06425527354197652,-0.013585480216135853,0.027525823213638376
C1QTNF1,0.10525641530639047,-0.041845365722829535,-0.017694663080692948,0.03341784858551303,0.10238440963590342,0.016067027531187987,0.08576538646823781,-0.0019748246239764855,0.07788691831054795,-0.024636911663877884,-0.062275651819206926,-0.06373841980564034,-0.005775579922442183
ALB,0.023209439129976327,0.04855305321848664,0.03897415327664561,-0.018655840014611538,0.016402391962347197,-0.023127390486348084,-0.03574826938042278,-0.029321860511191906,-0.034460450022333715,0.044542428093582095,-0.031403121313541144,0.05552146091893395,-0.039651008863324795
CCL13,,,,,,,,,-0.015517352315846345,,-0.027491608720362843,,
EFNA3,0.04368955560015994,0.01857007513241822,0.02605027005941927,0.01604724804411622,-0.044301240687304524,0.03300542807386167,-0.042892863755209405,0.07868728031111707,0.05480238052156385,0.10470270897713561,0.10088585985562719,0.06553833055075195,0.01169598399711273
DRAXIN,0.06687516453700941,0.03496346309080105,0.11590695897204849,0.08688871442157076,0.09992525637934427,0.06514537241859795,0.06584630223253353,0.10307776788541688,0.08819067359496915,-0.04741410380572801,0.05721580774380479,-0.008329926462875016,-0.04887279604660002
RAET1L,0.06892343150887632,,,,,,,,,-0.01517512802709657,0.033347947095900464,,
NPTX2,-0.0025519861886868157,-0.04288703165101216,0.01735276962320559,-0.00463015733908626,-0.08391878715731606,0.005060409083582556,0.024722628762918468,,-0.021212180117933722,-0.01743113615474868,-0.08066837762731112,-0.011010741189248644,0.06545377106956628
FGF11,0.0498588515166648,0.03927205204163983,0.0670648463379724,0.012677919672858046,0.16733758163654697,0.11410133742519636,-0.001853026317828502,-0.046030568315944646,0.06143885993310288,0.04339283287638972,0.0021236420108053083,0.05838240672399698,0.07858963216706098
CD59,0.027755755001420107,-0.01858929369982147,0.030396772088845673,-0.0663408571979068,-0.0010795258899086045,-0.0407835093217896,0.12822179318669302,-0.04308753579294234,0.02954209932948628,-0.020330967962918185,-0.13899995874157095,-0.004868835284985227,0.095303554816243
COL9A2,-0.0012934974398980384,-0.012064077019214513,-0.025474766685648936,0.03254006051422532,0.016655628393379727,0.04873066442668482,0.015775293897887982,0.005263160070627836,0.011015483974556848,-0.0186115545378333,0.013411151725442154,0.08148918949223755,-0.0871709337685956
DLL3,-0.05067971079515588,-0.009318189577474024,-0.04571715247338987,0.0016666253712031868,0.07234223706332271,0.10894963372570704,-0.0337514490000497,-0.0191828783814042,-0.0171439273606424,0.022191608809882104,0.06208970637812715,0.0693935047764274,-0.06404434757867199
FGF5,,,,,-0.016234315746029886,,,,,,,0.0533949003749804,
LIN7C,0.07891842762479499,-0.017555363618269152,0.006101646775204598,-0.03678659675928691,0.006743322374782954,-0.0037923670512392876,-0.05105225934297319,-0.04153541259605202,0.028829232024226593,-0.005966079792002113,0.060305967509417746,0.05751708120112921,-0.0002446040718598766
GDF7,0.018909040577194083,-0.0012761418262130352,,0.06840707323821373,-0.0006188288648860545,,,,,-0.01300885880327228,-0.019924148959711504,0.2598936419362137,
PSPN,-0.03672240251791427,0.001452364802936308,-0.03522043864908413,0.008323734685468749,0.022864613169929122,0.005621665828267709,-0.02690116878897729,-0.07780646674210051,-0.05405350092605293,-0.040561359595821765,0.060246198320112423,0.038176890220800265,0.10940334670957437
ANGPT1,0.0779368924843059,0.03279445340198591,0.02093634407998173,-0.0321117208675582,0.0496629971322301,0.06022929547991995,0.08905884986219532,-0.030317830839249035,0.057779806806594045,-0.02309387847309559,-0.03221698354279547,0.02422755875731727,0.058439386362179005
PNOC,0.014394155394927003,0.07444636519747655,0.004394065964830163,-0.007449726583666033,-0.06964703847799056,-0.030477197149051134,,,,-0.013833677673373259,-0.02362089235795564,0.12620103435662658,0.14049784853876446
L1CAM,-0.026338320699057612,-0.03520808356834128,-0.03152789599363939,0.041485479028783835,-0.06208025894915896,-0.02204357337154884,-0.04106664500471627,-0.07427558885064056,0.11692298954186779,0.031121771491654685,0.05652871474164103,0.018039258755884816,0.016678191814899726
APOA1,0.04946546877286099,-0.015673248035474315,0.014396080719943014,0.02879198399804314,0.01990711122239413,0.019692032764764847,-0.08015310913745369,-0.031387736422652114,0.006415013414391583,0.035650608899517294,-0.015487753247908522,0.020097397545433247,-0.03141039626049449
PSEN1,0.04194315058812174,-0.045186529251254624,0.06735469601681639,-0.00031805108884222223,0.03244326859879395,0.03728175830230765,-0.05895602351610466,0.00886269235303467,-0.025193829092340404,0.01012749493031892,-0.04177551683878807,-0.005499383377291707,0.03034112065683155
CALM2,-0.016170067653359304,0.017876784157361634,0.015315230160254606,-0.04397736434529255,-0.09477244620874412,-0.02034187916082466,-0.10281869819422995,-0.0162688026438437,0.03943838593823378,0.023504479949994096,0.10631116812977516,0.016172025243490165,0.005864391172057821
CLEC2B,0.14235465597780408,-0.004524714434088547,0.059233693653961375,-0.003318943390064394,0.13216393486129174,-0.007698410570398946,0.03252792360783577,0.005107699358439422,-0.03122645210611373,0.025115870358140495,-0.020162919969574162,0.06821337755304982,-0.05883033113325424
NTNG1,0.0591623316281711,-0.040380792104599134,0.03791306485840528,0.01154909823961389,0.01417948917784784,0.010916253371522737,0.01000163014005911,-0.01822833638163486,0.04196718342516341,0.04804048892720258,-0.007043481006454944,0.06842903734670555,-0.0580130078196683
LRIG1,0.021168848091875053,0.01028429329868242,-0.022042427331315586,-0.003043830408644544,0.09740415576202213,0.0961688083512748,-0.05837572565118596,0.10605647847751429,-0.0053267075158612105,0.012569650164036938,0.05100833583659739,0.02104778786604583,-0.023571725736829082
CPAMD8,0.04514793511846022,0.03574248520237996,-0.019542298082338594,-0.026440636453745087,-0.014686123350952044,0.0080362543941309,0.07522799153942729,-0.054465924950837,,-0.014614402263296678,,0.0027795038951773945,0.016606741474318235
GHRL,0.00828034020468291,-0.0225960798341462,0.001821129767743924,-0.019832644566187416,-0.031232112557324637,-0.019658281245044224,0.0024714353127266017,0.03212752336722375,,,-0.021551835399144823,0.04011114079537617,
NPY,0.032356534894029676,-0.0521309431435409,-0.03282709664719346,-0.03641936514959184,-0.045296375586403446,0.010582719506505875,-0.032988728669371484,,0.027286705053122726,-0.020810188159851983,-0.027161006270508655,0.03318097740182742,0.06250604398795656
MMP2,-0.03378597907947367,0.00588468660260516,0.04436430637659461,0.11804435751769221,0.10540179035996054,0.08199715287223946,0.10939889076335196,-0.08616305820949961,0.08252755842584972,-0.01633622602442141,-0.04844012937257745,0.04847087642366475,0.18776702254391667
LHB,,-0.010367564734636698,,,,,,,,,,,
PPY,0.06293193876939068,-0.018046906469724924,,,,,,,0.07862762483121646,0.028607221071580147,-0.043696672863174545,0.014550552864443688,
ALKAL2,0.10995690448163103,-0.010216940189667402,,0.04164478741899879,0.16791807528320998,0.06574328058970356,-0.013116089814358965,,-0.015557720130573697,0.014757484767794624,0.021097213460430777,-0.05230892223877558,0.028445048515360727
CSF1,0.04972500806095329,-0.06169235259645794,0.01283161638878229,0.06013487498283715,0.04281556225655572,-0.054301315552645786,0.0333187704495817,-0.023435302119135762,0.04554757854561698,0.026044938479229545,-0.03729585397066114,0.019909100194119986,-0.050214489405279006
SEMA4C,-0.022858642857135434,-0.005918598368686932,-0.01219795936113724,0.015707933673780896,0.046549640816542365,0.054385856804373,0.10149419460370258,-0.14473530199103626,0.05139060949299969,-0.07718500552350824,-0.021546831745404883,0.028304979844857168,-0.0333156174344514
BMP8A,,,,,,,,,,,,-0.02366031748983956,
ICAM2,-0.048551869153927056,0.02106689412152161,0.048906941360483465,-0.051012938937209845,0.1069507245677635,0.016017718197961182,0.05422057126295509,-0.031095702059771194,-0.031407125815113485,-0.014404707270355366,0.003225693511117211,0.03787286466612739,-0.0020258904369318004
SYTL3,-0.0028740957274858967,0.023964391675199943,0.07030640286325873,0.06278952335434156,0.004025575738531201,-0.03246017108046101,0.014268646803168167,0.021455006349779537,-0.039104680955138214,-0.002457077218809062,0.00640496982729606,0.019631119319367646,
IL1A,0.019881566335873624,0.019606776214603498,0.01586528073695459,0.0018954786217649244,0.02886215278767144,0.007218903530465758,0.0596180536464846,0.12890257094090524,0.005767409857778494,0.07976831043882741,0.037765988053226146,0.09008708866095876,-0.03835231959560884
HLA-G,-0.02435968941035901,-0.010950154606050613,,-0.01439330172581169,,,,-0.04772390575347482,-0.00788044081635157,-0.013193494666036788,-0.0361353106985391,,
PGF,0.02763650638754374,0.0059915680494172195,0.02162050667161793,-0.0043128827110809256,0.050786550913584166,0.008878222855181618,-0.02439130195210892,0.069912974837966,0.02023081479722584,-0.028090589402514552,-0.008130503792680209,0.06253987714146493,0.05673444924642514
LGALS8,-0.0020778254373379976,0.08894393644453397,-0.02943652486766449,0.04483786011703753,0.0051714805384269836,0.008539157119585868,0.004285263603992227,0.00938809276106691,-0.01003096807965144,-0.009450807750968473,0.0764840504002737,0.11716223819034445,-0.034374313972413445
DKK3,-0.04335164003888697,0.0051820403997329305,-0.046699809009635156,-0.05304674056741211,-0.08050179708452714,-0.03901556155528511,0.002757418542375054,-0.07960820234228591,0.027106664373625383,-0.06524327052750176,-0.005083755666113476,0.05619136626151695,-0.056611409358626796
COL16A1,-0.005114508714678673,0.007792622706329196,-0.02051678968160322,0.04733326694414463,0.01652813411288967,0.08644355953677137,-0.016746812881181128,0.019482575438223546,0.0474376210043954,-0.009161625563595264,-0.018760096718363744,0.07297120726905597,0.008701708584414016
TPH1,0.019884503942288273,0.15717027821498628,0.0554626270433052,-0.015251710332843449,0.06971494733867935,-0.01853672615561494,,0.0379280424813767,0.0740718562611323,0.003571596762520773,0.03209701839677363,-0.002604487590651999,0.09437370535660786
TNC,0.06994020875685558,0.0314977543592169,0.01611990950424126,-0.0018279086112450336,0.12446943680984233,-0.01646479892441001,0.030066596993786245,-0.050048948258762826,0.07943379073449179,-0.0009808822286042134,-0.10104770806203006,-0.006045260255410434,-0.09534847698174483
TNFSF9,-0.031805538881144534,-0.017957379876574385,-0.015676406246239,-0.007917452173841306,-0.039409987852677006,-0.031449792703828965,,0.0572191445054626,0.02067985770825733,-0.032681023264252526,0.018621482882948435,-0.03744419322656777,-0.04678433659505105
C4A,,-0.012291349599003179,,,,-0.016294486462242463,,,-0.01727571415638618,,-0.020134281909397613,0.07695294425787484,
CNTN2,-0.03754668767398971,-0.012750059675594966,0.008328710709025525,0.012182451625697917,-0.044817409218740285,0.018377086438173623,-0.042632416362296865,-0.12260575729016306,0.029813892666758216,0.0611057965497908,0.05289439989568068,0.07462847536448827,-0.1203400340894304
F7,-0.017449334730040716,,,-0.013246153945899551,-0.01468611481488588,,,,0.058061929737215225,,0.05376596439480308,,
LUM,-0.009835677294344355,-0.039969234074448426,0.058012480827791146,0.03838928554629771,0.14437631933683512,-0.052350138854334434,-0.02457354891641509,0.05812300582206252,-0.011279843993796624,-0.02789054369287485,0.012177266573851127,0.00304044075563317,
BTC,-0.015830707830672027,-0.028139739511298355,0.06357372727065329,,,,,0.015898628307602886,0.0933874006229113,-0.02216839739054451,-0.01928098536690414,0.08895532221949372,
APOC1,0.11323589647381667,0.091792219337105,-0.05254219159712832,-0.012907014555391526,0.13053500262172535,-0.07039731376966461,0.05592799178325062,0.027811827146107578,-0.04694996264553548,-0.028893433512475437,-0.0604155595198186,0.11952493385210765,-0.040630804002110665
PKM,0.06020392321096218,-0.012527760502538076,0.0035413294266548943,0.022656504046793362,0.07393777397994165,0.05387041728795053,-0.02607514014926012,0.06786089104819192,0.06121796800730855,0.03288582983528901,-0.04790438093733206,-0.006146620522120109,0.04028104872480512
TNF,-0.040717422176068524,-0.006342299092532822,-0.032557376166053635,0.046664447225121045,0.050277650277022336,-0.0027090571654538862,-0.03830597577434594,0.1010444599249636,-0.015284237935657462,-0.015175132166116151,,0.12679716583716347,0.050159589949703744
GNAS,-0.0689256227804286,-0.009961555092054118,-0.009546232423383549,-0.0390800825396405,-0.07143970769180363,0.04237270748285063,0.057728318164340174,-0.06355142719592147,0.03573542461905108,-0.04100933383578023,0.0959362084390865,-0.029792463657275586,0.08180315768994538
BMP8B,0.04236490439119414,0.0024034477781415555,-0.012100332382485878,0.04659009787220872,0.20119888597096783,0.056921364499210265,0.0036935133590088962,-0.04160385111449736,0.053109215458993574,-0.01945130731038352,-0.04094226504775002,0.06153582130809867,0.020079212415453723
LIPH,-0.01788619416970476,0.0035429676964899575,,,,,,,-0.015517358022751051,-0.01691896682930446,-0.031640432852515464,0.11880718023047429,
CCL28,-0.025159157014659712,,,0.025101469970517962,,-0.01470042907951543,,,,,,0.073554095138638,
PTPN11,0.016434835912359936,-0.022996797502817887,-0.02490261246299283,0.03538375147460433,-0.007958070288948538,0.061400531245387135,-0.056792796372757436,-0.042122940406066046,-0.01315990236562029,0.015097344580735547,-0.021668274764711244,-0.004471315699001939,-0.09941636405604018
ADAM12,0.04440677445293375,-0.02472648223925273,0.04499886109271552,0.0339445792927502,-0.03142412076562626,0.0010675788752825723,0.011945864976724485,-0.0802022453002251,0.016953804093792824,0.009468432777539757,-0.01994851568799268,-0.027464977725773748,
EPO,-0.02403322952059025,0.021499691869762243,0.05059434150688421,,,-0.01853672887779596,,-0.003985668721150452,-0.01685224710630359,-0.017571636845861254,0.060217515016022106,0.022816146574198316,
EDN3,-0.031156902462611845,-0.005324103569487854,-0.0033322598300105154,0.05794289471454872,-0.02602172309764506,0.05299563243205356,,,0.012541973317266492,0.04498779486480567,0.05658331102219647,0.027752518293182166,0.1192864601798996
CCL22,,,,,,,,,-0.019073114046682594,-0.016068992846367952,-0.01672614025268172,-0.016334534063701694,
CCL2,0.054140669644761365,0.030898081374159753,0.033136432536247255,-0.03864366108811589,-0.0013592022900349016,-0.04548720763593871,-0.03054168543724099,0.03045467108898359,0.03510233164306683,0.03483067238386708,-0.0424727237205304,-0.03684120824209604,-0.1579681723783313
DSCAM,-0.03373388567015812,0.005844051658012191,0.013293404498962363,0.0913526079546352,-0.010242083596537993,0.04794233495058638,0.0033816842881634235,-0.032110385955165285,0.057459144529766346,0.052700658006194945,0.08854812272554839,-0.028548646478235493,-0.004365655756524587
GPHA2,-0.019935072246666515,,,,,,,,,,,,
ANG,0.05874214578225003,0.016614779814152877,-0.00010814165040626725,-0.031015289100613956,0.07570772991856957,0.0029686403717162245,0.0009582637748777703,0.04584759016638217,0.04680480720561448,0.06495684249062614,0.02618357349989383,-0.008500677271475314,
FBLN2,0.00046878491479603594,-0.02407092644362892,0.0027641819188668633,0.029028412581045007,0.03266397094285316,0.0005657185417097435,-0.06127714623135244,,-0.001946817154205036,0.016249582806653475,0.025572385249187278,0.1042808160003452,-0.03073145924482414
VTN,0.01800046182505347,0.06504014646965996,-0.020753710232572588,0.03309039723127877,-0.009528278172771755,-0.015402905666302195,-0.023958083841005225,0.020555026246817352,0.09414340670385661,-0.012356020797315457,0.0062662093565682055,0.007747263582969182,
VEGFA,0.04577715208203604,0.017602862015835337,-0.014451001457105359,0.06472732702282605,0.041001462568281924,0.07465730774481634,-0.08098143462342831,-0.009185947011994136,0.04632147784638313,0.013457525529615813,-0.05007382246530046,-0.07602405931086066,-0.03314708648435589
F10,,,0.00020632275589144904,-0.02652236909117292,0.040912335526435174,,-0.025988058531327782,-0.018727947281523456,,-0.021102954761726116,0.015600888955743901,-0.009238795192676317,
SERPINA1,0.039558620177019936,-0.008589526586782534,0.01967801228974189,0.05631460448487086,0.12832155179880583,-0.008450592406922879,0.024878121471352238,-0.041346883403046764,0.0035329466844996075,0.05276939695896471,-0.08382606805605086,0.014959195402416279,-0.02510811862493357
VWF,0.027934501342635455,0.008724964138754851,0.0010636853607334873,-0.023013240741338814,0.09587079189763674,-0.01337590615960841,-0.05857749595475665,-0.08145512122516464,-0.01783790899712738,-0.05464536545129538,-0.03366284682311658,0.01856000878971254,-0.03478657205774348
GDNF,-0.028011075686917318,-0.01291235027772672,,0.0075669109393903455,,-0.01853672743421497,,0.04566767671444276,0.04783073456195714,0.04886515536777732,-0.011913141479967457,,0.09530215196729068
VASP,0.10325748615880533,-0.01366875205265148,0.05530565709500166,0.0208144770658034,0.09428972101447908,0.015403497000061746,0.007474947496351596,-0.007480685212061742,0.023484940597077064,-0.02792478160555424,0.011408284297706631,-0.023655739140363726,0.01984683820878158
ADAM15,0.018686552944019084,-0.007805135467745966,-0.022086492095737365,0.05127989866810978,0.042185807696586815,-0.041965303213370816,-0.015206331570271582,-0.06784158866982289,0.05351671426912199,0.006736667999742632,-0.04001664676200444,-0.02705273509348873,0.0586227750750449
WNT2,0.022531577496842686,,-0.016676690205879564,0.07584026801516582,-0.037697013135200415,-0.017347628580200922,,,-0.02090353955560087,-0.01804695122541855,-0.022888281572420434,-0.03888615437022114,
CALCB,,,0.004306801978301927,-0.015459234963076988,-0.016234315569606295,,,,0.030194298640439998,-0.021373654262189536,-0.029775789026677258,,
OLFM2,0.007461024305168908,0.012455757695018934,0.003011845075758445,-0.02931316556757488,-0.0323061184246272,-0.03536771995691607,0.010285047810852807,-0.021795512475479374,0.06658540936647357,-0.01501239486043072,0.0664308518334028,0.007733969808202563,0.06537049978964554
