,UKF251,UKF269,ZH1019T1
IGFL3,,-0.016803101969424625,
BMP1,0.017924918396564116,0.099222554109953,0.05256348369791063
NDP,0.05872408051021721,0.014183359682773988,0.08378851842555808
TNFSF18,-0.027734215053584452,0.03566601227531913,-0.019641767573887955
RTN4,-0.03522897564032992,-0.13677831608187385,0.04711448676524142
HEBP1,-0.009790026797685251,0.021531520542095298,-0.03584669110809453
WNT7B,0.0015154442635438778,-0.0586026297370819,
PTMA,-0.024230291856010104,-0.01315594134654801,-0.07903570860152424
CEACAM1,-0.013221173433017479,0.07069369553549361,-0.037970830573631896
PDAP1,0.03855571420151109,0.10948352952980697,-0.01236818649568705
QDPR,-0.022751177605906028,-0.09969137297507256,-0.03498929608550528
POMC,-0.02349191585011957,-0.04232683795386337,-0.03322177535345267
VEGFD,-0.01893667838715236,0.02899136043060048,-0.015003784711572469
WNT5A,0.02561471749800173,0.07797813309968771,0.024594138678645638
CXCL8,0.11088026196488733,0.03175736583993513,-0.044647656524015415
GRN,-0.008634744230418817,0.12045106068546042,0.010591503091776673
MIA,-0.01684095746214641,0.15098685582935895,-0.0773425501986344
COL4A4,-0.028321474430512295,-0.01655820977781597,-0.04041987758386229
TAC1,-0.04663765859388319,-0.08607959490653679,
RARRES2,0.02817298736543377,0.12373675569098044,-0.08663680402447524
FGF7,0.0692583268491715,0.0769409753747362,0.026726002565695364
HBEGF,0.09977490951184514,0.04517729167129071,0.02361812091096725
CSF3,,-0.017518267238967086,
PI3,,-0.0002198665046991215,
PCSK1N,-0.002753659092418927,-0.00031573943877731927,0.010105304877703652
NTS,,0.11929209424388187,
SFRP1,-0.027110867017304537,0.0034505138901334675,-0.020993467677541303
CXCL13,0.011728201373229283,,
MICA,-0.01975757984709031,0.04100241618121542,0.08464758644374473
TG,-0.01797813200996083,-0.003216917504236153,-0.010824728276388402
ADA,0.051818828902374915,0.09641726242829823,0.0004092985571712257
LAMC3,0.009283402802990932,0.08839443507036897,0.00859646915122786
NGF,,,0.04584371421084965
TNFSF15,,,-0.025849715076780307
HMGB1,-0.027097200977355938,0.0982252834359961,-0.002727239789722164
ITGB3BP,-0.008755592554104134,0.07773642301439254,0.01163778341252248
AANAT,,-0.015801951127504772,
RELN,0.0028079522257289974,-0.046367882629014756,0.010509578086894492
IL15,0.08161543654142257,-0.0015368449826725604,0.07045583139597372
UTS2,,0.11247205647410378,
BSG,0.05192308770555879,0.024091161001973223,0.07074497534987875
ADAMTS3,-0.021507435389111818,0.1255477552893585,
CD34,0.0411202078262325,0.046079901322012264,0.05808166033094369
CCL23,,-0.017980111988459325,
PLAT,0.05807043138428248,0.0818951942405835,-0.030033643687393377
LTA,-0.01322117478974669,,
CKLF,0.017165910012319558,0.12681878595626542,-0.058933140976468824
CD24,0.062452991542921166,0.028643865721638392,-0.02056654266122189
HSP90AA1,0.011439096186640752,-0.10024375359764302,0.023021974420316622
BMP4,0.07652535303922219,-0.04840191534080384,0.04564597016807165
SCGB3A1,,,0.1275529512289146
IGFBP4,0.012786915080660434,0.0837712079097506,0.05151744947620566
RSPO4,-0.021373539044177676,,0.06432846941127544
LEFTY2,0.0822753407024301,0.08071149653019813,
PF4,-0.01202645541687226,,
ANGPTL2,0.046745944658132386,0.11190261083417444,-0.021090323657639964
LRIG2,0.03927293536748026,0.02949358377831214,-0.014654814699469087
ICOSLG,0.021863729214113527,0.10199683592098786,-0.0036270650301867343
WIF1,,-0.07422766657756949,
NPPC,,-0.005574081681848833,-0.003001446525122695
LYZ,0.073785636922425,0.05268926666496842,0.056858113544189
SPTAN1,0.0026943839887959686,-0.028630397406740445,0.030121671303870588
LIPC,-0.01810045815117237,0.1000019206119728,0.054984436896749374
COL8A1,-0.007030518083412245,-0.018245030646793545,0.08432640293235337
GSTM2,-0.026353070016240213,0.03750331747097108,0.0718161624765003
SPX,-0.011425907919381076,-0.05541888902520083,
MFGE8,-0.019225271307151907,0.09152433101122415,0.024073285819338104
TGFA,0.017394514899377374,0.08272834587005522,-0.021332830207256407
SLIT2,-0.020904826378658207,-0.02291867681558505,0.027360249343587002
PLTP,-0.0158113749706977,0.10471795553649897,0.021489199035889923
APOD,0.020601506361319646,0.056852023442576664,0.02999480381997557
B2M,-0.02968312558534086,0.12622007600431884,-0.002384226831814708
OMG,0.0034202636201212683,-0.049680218312287534,0.048565705219374804
CXCL3,-0.011498171710674389,0.015596764828628422,
CXCL10,-0.022167193786878606,0.10119701787002468,0.0885491837355722
RSPO3,,-0.02594764163996046,
CORT,-0.021478487804142785,-0.028069267564479028,
NCAN,0.005220743534126575,0.06315835792724787,0.03928435009465464
PRG4,,-0.022477707294065064,
ZG16B,-0.01447188445088894,-0.024268297174544786,
TGM2,0.02001878150422126,0.020252310596267024,0.06875136998284753
VEGFC,-0.01858245694033264,0.09986248518561038,0.025656633980657352
WNT6,-0.013383551283074547,-0.004422801468167368,
NRG4,,-0.0007811531989769663,0.006434553616975469
COL9A1,0.030176996255034748,0.05844451395350512,0.06541958857684908
GDF11,0.04401299305795376,0.08975574356057128,0.04361095771257277
SORBS1,0.018006348814874316,-0.017352745903795996,0.013888052303952871
DLL1,0.004805430701244739,0.058144614246655485,-0.03588606786560095
TLN1,0.02472483590040113,0.059858594931173285,0.02589293222575719
COL2A1,,0.09241625576231521,
SHH,,0.07567039077179553,
PON2,0.0032610944093807125,0.12205369813293787,-0.004471890630230739
ICAM5,-0.01722763622959499,-0.04054208268921009,
HPX,,0.02071119891553835,-0.052582410215811504
SFRP2,,-0.0165582049020248,
CD70,,,-0.04386725412225973
HP,,-0.008548744639715694,0.08469632909634038
CXCL2,-0.012301605050155639,-0.014741476665728474,-0.039820027373212906
CCK,0.008231083926121764,-0.07045926013646019,
SEMA6A,0.04020489639427297,0.05693648746374988,-0.08032689466429324
IRAK4,0.017553586283041944,0.07710746024883071,0.008593015342476189
GSTP1,0.020384160680193057,0.15539287632920398,0.09499530792779444
VCAM1,-0.03463544439512984,0.10090480378082023,0.03934109627217333
NXPH3,0.041255673798791456,0.03454030310215866,0.04826292070708406
MTMR4,-0.03940887101522374,0.025485440665097597,-0.03212199577501111
LAMC2,,,-0.0404198572290464
IL10,-0.01916955075267198,0.014386105927890606,0.16853759126661752
SEMA4D,0.00754206202906547,-0.016328939278785738,-0.06453339652766246
TRH,,0.01589962342828371,
SEMA6D,0.027777040702262175,0.0924182121576066,0.012496919808840587
CEL,,,0.035503159598471855
PDCD1LG2,-0.03455083949996906,0.04633103501441545,0.010216833232407322
SPINT1,0.027810912185633325,0.053292802589935094,0.06622541636208712
CTHRC1,-0.020076837223663758,0.04899174952015639,0.06453899140935536
PODXL,0.07886788603244627,0.08024474216794983,0.013540061724882212
JAM3,0.0075954990065311406,0.07856376978561844,-0.04260556079973616
TGFB2,-0.046443848775619544,0.07695713056558537,0.018723246700016703
COL18A1,-0.019655329419432512,0.09573726738116656,-0.008376480099817625
NODAL,0.0889507788028353,0.06893250327339877,0.06219039571664467
INHBB,-0.002608940111140282,0.060202108323691564,0.01220361965460727
LCN1,,-0.01820688330534453,
ARF4,-0.05201225446854729,0.08295080971083199,-0.007830982597798054
CXCL14,-0.04028545831528058,-0.05560150313022797,0.03963725555400036
LIF,-0.01631231960986491,0.025262991357273036,-0.01922677194840142
IL17B,,0.07555370145815013,0.058793865275287356
MATN1,,-0.019088679351048275,-0.042174110506012975
ADAM28,0.01862111687148647,0.049813277431923736,-0.0845421781252281
TCN2,-0.00940480765852575,0.08083935990292668,0.09102179585309973
THPO,,-0.015992120824845746,0.06136041942412728
CUBN,0.04353005548461705,0.10418421297176818,0.00351054616039827
TIMP3,0.06078030476274864,0.05219410579327606,-0.1298685087975253
PIGF,-0.0007786557817307431,0.06267451256232796,-0.004723179844666884
CRH,-0.016177673749151043,-0.027997398773005503,
BDNF,-0.014471881692424134,-0.06088143029533931,
CCL5,-0.004277136387800533,0.005640036851927425,-0.04907977692247307
GAD1,-0.010760606963264923,-0.0469255900081527,-0.044419309958772926
COL14A1,0.011517015680506336,-0.03229795836706338,0.12126815242397239
HLA-A,-0.0018682864582528261,0.10541951282137399,0.056880894535377584
CD5L,0.021196774779628565,,
ADM,-0.02067490186816794,-0.01278168468520689,0.00038846231843368356
GNAI2,-0.028246764418857557,0.09864237272570639,0.1560183141433856
HDC,,0.08856443545614655,-0.04813211011941535
COL11A1,0.05003212781390911,-0.03310164640732932,
NUCB2,0.026283590698147192,0.055257699673979366,0.03350483756348792
CXCL1,0.07444764319654168,-0.003173733567653008,0.05011357370207738
VCAN,0.030132835090620567,0.04214698440533947,-0.006956395984485969
MMP7,,0.10079833911532125,
PTPN6,-0.005759387568429978,0.09799690938826917,0.08156250867613524
PTGS2,0.005176825609397916,-0.06989443334826302,0.05865274020892948
CD58,-0.021629842511098923,0.10828386814091182,-0.04677527179836849
TNFSF14,-0.01810045824766698,0.014932280688211513,
CNTN4,-0.014168980975443165,-0.047188352448159346,
MFNG,-0.006142264727278691,0.12113487357935393,-0.010185324290281964
ICAM1,-0.04407590005791088,0.08292496414536195,-0.05144245007006978
PROS1,-0.036765161373249755,0.08616426716864126,0.011607317586105488
CLCF1,0.028141882257623544,0.021502463901550573,-0.07154319557043555
PSAP,-0.002827631892722296,-0.1294996029851614,0.02839490778186271
EFEMP1,0.036695286398249975,0.004227783767178389,0.04286839581319588
C1QTNF1,-0.017946890338379127,0.04301074210594793,-0.022209435787062567
ALB,-0.023877102898987635,-0.022291503312999037,0.05095243794318853
EFNA3,-0.029022493952471938,-0.03181955213439153,-0.03379470210294012
DRAXIN,-0.02050811138988263,0.09289454776986086,-0.02866940708033611
NPTX2,-0.026360940625480347,-0.10957545382187217,
FGF11,0.02263120178431555,0.09666261147986402,-0.04276891021385121
CD59,-0.044408073846941724,-0.07087371336460632,-0.002175398982632402
COL9A2,-0.021219326220674618,-0.004893947985869444,0.04889657731197218
DLL3,0.04163405366788222,0.05389489709193464,-0.0032344326071562937
FGF5,,-0.017750598599150357,
LIN7C,-0.01976095454329078,0.05469632373089752,0.021624896475814837
GDF7,0.005938944318683694,-0.006271298250039315,
PSPN,-0.02739416995291248,-0.011234021482748026,-0.013762498628735988
ANGPT1,0.04521459719655574,0.11255685064071815,-0.02591917631576661
PNOC,0.022290262965154392,-0.07292821206955467,
L1CAM,0.03948584369258135,-0.02238912156112767,0.039485421834821476
APOA1,0.08842715010613272,0.04609142416822178,-0.053978223081425566
PSEN1,-0.032170957378225985,-0.018952270807070536,-0.02440504562354806
CALM2,0.002902793618187157,-0.13654318191807452,0.06568390981168884
CLEC2B,0.018214747013045613,0.09894834930480433,0.001316038678773864
NTNG1,-0.012321002370747782,-0.026728124041708812,-0.0373363598735256
LRIG1,-0.039066424888329496,0.029174813880512216,-0.010856546822642574
CPAMD8,,-0.01605780524775798,0.05127829971242736
GHRL,-0.002043924271132146,-0.034149187565489424,0.01076188813533418
NPY,-0.01358647638686826,-0.04680585044949902,
MMP2,-0.0021666547963005304,0.11697024696964013,0.01384473158629281
ALKAL2,-0.012203961760256957,0.06550317911460553,
CSF1,0.061318171944711335,0.06450027531661011,0.06010430758419626
SEMA4C,-0.04382648680780149,0.058185913565666346,0.020278320178333847
ICAM2,0.04921798548580626,0.07395903080685892,-0.012618966956387593
SYTL3,0.038921034147582884,0.01932782675350069,-0.00501938365568486
IL1A,-0.02435134964746138,0.01947420147000576,-0.00949176477951839
HLA-G,,,0.026649646032878782
PGF,0.012874889723401346,0.08379429190081149,-0.07862497682614729
LGALS8,0.013144407699738079,0.044040616136173036,-0.03647510399320552
