,UKF251,UKF269,ZH1007nec,ZH1019T1
IGFL3,,-0.003087205878744874,,
BMP1,-0.04465352431074958,0.07111574954591317,0.058149017343717746,-0.06458745076041796
NDP,0.002931596049967949,-0.0084477603042982,0.0013447053474743716,-0.09745625728472175
TNFSF18,0.014822486940364595,0.04135302099889594,,-0.043138280853936624
RTN4,-0.005298411168382328,-0.11820777131545937,0.013307440051963439,-0.03596151750557435
HEBP1,-0.03778392846049776,0.024961307748692346,-0.06780856730596224,0.046071759211374574
WNT7B,-0.015709239525174813,-0.08053545406125111,-0.05167834762543884,
PTMA,0.030571668218355608,-0.07007824325119211,-0.07820064549039056,0.10942355969760206
CEACAM1,-0.012055896488437145,0.1605596571710225,0.15048735588909556,-0.04158868299009652
PDAP1,-0.01180059328085934,0.09913851869710391,0.006752838775326436,0.061442842441841374
QDPR,-0.011708952911140295,-0.07409566595104145,-0.015580141105474878,0.04041559039756452
POMC,-0.021421404630910947,-0.010606558898854663,-0.0730361911966236,0.05989816482183498
CCL18,,,-0.044493026307145654,
VEGFD,0.06001462982886557,0.16083476803704058,0.11190673075238497,-0.00579083619597408
WNT5A,0.0052470245087989096,0.05955210002708522,0.04806816189779187,-0.05859033198108515
CXCL8,-0.016168406738585335,0.022405061483134505,-0.06338303704633584,0.06473670894450233
GRN,0.07004079306033842,0.08866535168085912,-0.011822427962444483,-0.06227877536070123
MIA,0.027738891198717527,-0.021578630657308213,0.02617962444884785,0.025790912910343907
COL4A4,0.024144997318215494,-0.021367658761895607,,-0.04427107466279923
TAC1,-0.018720717683907696,-0.0876124838248136,,
RARRES2,0.010037510821910255,0.11078977494186198,0.019812172277862524,-0.09378374414599958
FGF7,0.16283585196732472,0.09045356857723265,0.07254051105124776,0.05810485027438491
HBEGF,0.01432368847712671,0.09623246511670386,0.012890541092217645,0.07942210112759562
CSF3,,-0.022606571693725527,,
PI3,,-0.02545529810158508,-0.03532508408604022,
PCSK1N,-0.05596283133861518,-0.04260056981438801,0.023855480943626686,-0.08365881399502625
NTS,,0.00078441981011866,,
SFRP1,0.022435630020619216,0.03294298854065895,0.0874995775175109,-0.02410755185468908
CXCL13,-0.02915219202316253,,,
MICA,0.005037303154497071,0.10861679696321523,-0.02349461996312884,0.0024506091989542544
TG,-0.016393590150347106,-0.027284109470127223,0.06942560514464896,0.05148396770324913
ADA,0.02776708391995795,0.09567704041387984,0.09746841724838784,0.13645795286180917
LAMC3,-0.01818943435794765,0.09165891083012312,0.04766887532197452,-0.034488768450272066
NGF,,,,-0.007141091941435028
TNFSF15,,,,0.0005882159336800429
HMGB1,0.009722617849810994,0.14777463567301705,-0.01974637036870727,0.024899218075054085
ITGB3BP,-0.046654807430721854,0.03728782126087748,0.019198554897298617,0.035511455515998394
AANAT,,-0.020391739444987855,-0.039013079005951544,
RELN,-0.020135266696683175,-0.0464454134379112,,0.0856843310600649
IL15,-0.020885183044233493,0.037613819442930935,0.023329689511221243,0.05511986708388708
UTS2,,0.09834929183434277,-0.05656236664163823,
BSG,0.045974550665129704,-0.006958420645543287,0.058844099594622445,-0.06147705557222647
ADAMTS3,-0.01779769607415851,0.12782916793172527,0.11905730242350382,
CD34,0.06336421775560368,0.11941411769271404,-0.01402430296765378,-0.04993549145419628
CCL23,,0.09585726145249772,,
PLAT,0.014652169812013591,0.12792680392853242,0.055928636817307815,0.003796307098800628
LTA,-0.012055897725588065,,,
CKLF,0.06502840840977844,0.15084060333129234,-0.03825954084485713,0.09391837858314442
CD24,0.09333231274444743,-0.03807433036437913,-0.006843169418997167,-0.17582509561537074
HSP90AA1,0.010756481530682151,-0.11563106602884411,-0.13606837770173794,-0.0775260501955628
BMP4,0.08607320640408224,-0.04310378521957943,-0.0457952698715478,0.0282307603827069
SCGB3A1,,,-0.05012631889890692,-0.04343484913909258
IGFBP4,-0.0035134048761079647,0.09703234534065908,-0.024305709693773065,-0.020594837864162177
RSPO4,0.013687893208177173,,,0.014691251932258455
LEFTY2,-0.012203962492385409,0.11080171173882004,0.09155396670034911,
PF4,-0.010966477549302144,,,
ANGPTL2,0.033058771025118894,0.1146279521108727,0.1291259541117583,0.0794454388853318
LRIG2,-0.0012944713619603588,0.10323990537219847,0.029857244716118777,0.007962672555847318
ICOSLG,0.0615042341729893,-0.004735135913693452,-0.08621331993098336,0.099242802567959
WIF1,,-0.08569216737798908,,
NPPC,,0.040444058470650704,-0.02473296370709159,-0.01090355289289557
LYZ,0.05404045606550375,0.07053184203265508,-0.11849292786941565,-0.016079443070699646
SPTAN1,0.04216639636260186,-0.042109392041791524,0.17080506780176044,-0.010431065728567704
LIPC,-0.01650513481041437,0.009607774622028806,-0.04514814305855545,0.01571361594700651
COL8A1,0.03533778528018187,0.09810765137325293,0.07349160464992348,0.08756298841317924
GSTM2,0.03150721586966005,-0.008117610217737417,0.060860375677340976,-0.048786748224111505
IL4,,,-0.0431573159108274,
SPX,-0.02232014399934037,-0.05012953287832257,,
MFGE8,-0.04311533438581387,0.061990008045697785,0.0883794098502507,-0.08472876822740603
TGFA,-0.00861916675613352,0.035863976513126165,-0.10206841995995374,0.0819276499205449
SLIT2,0.018088987506387717,-0.044324591912498046,0.01789295043932614,0.059865941333544025
PLTP,0.004810536133639613,0.1282335080114354,0.004053226031516044,-0.11331691811887795
APOD,-0.03582692589690421,0.03451657528531617,-0.07063676144841222,0.13720885180984874
B2M,-0.04382932278801209,0.15596795503594482,0.013741984207346864,0.04018458680961854
OMG,0.012518017447024216,-0.02249452132767095,-0.017612836815559176,-0.06812774293189396
CXCL3,0.03779455481450205,0.0013838578223829287,0.06670617608627764,
CXCL10,0.0428543255591,0.07979040180289286,-0.027685853722722746,0.034199294533360874
RSPO3,,-0.03348431742792905,,
CORT,0.03090052917325934,-0.038383813564384764,,
NCAN,0.0598337382903782,0.06052680464175198,0.01981462203002992,0.18433421012735293
PRG4,,0.02673452069835298,,
ZG16B,-0.013196373364018434,-0.03131719550097076,,
TGM2,0.027246491293763424,-0.015287909221091292,-0.10486802621515165,-0.07404224949281046
VEGFC,-0.01694465158546525,-0.02834400117982086,-0.048921840863565116,-0.012542854793687313
WNT6,-0.012203962812672341,-0.0013718320123716518,-0.014953156897237873,
NRG4,,0.01684258704106494,,-0.044271025827888805
COL9A1,0.02588860072989959,-0.015852494765842124,0.09576047314003372,-0.0681826803090238
GDF11,0.019426727389943155,0.06585784468162666,-0.008636617898469817,0.006961855346907617
SORBS1,-0.019999972654130217,-0.022825567510945447,0.03642507058066694,0.04942807822890376
DLL1,0.038081379488883016,0.06082354204860649,0.09528772250339705,0.03220522778410655
TLN1,0.03507555072491101,0.045706958463053365,0.035544998446740805,-0.09676712926135006
