,MGH258,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
TNFSF14,0.01684351200694732,,0.008766122891947658,0.029331380046342063,-0.015917989102578786,0.05071285395340671,,-0.019687360584638405,-0.03905297480191634,-0.025594380425965544,0.015822430502446336,0.03948038927402966,0.07847470675221749,0.04458789250875643,0.13346621669861733,0.012181500185448994,0.03409170378544888
CNTN4,,0.051549547123396364,0.007030992276560564,-0.01077635650704362,-0.030697321707474863,-0.04261421742307597,0.04668163444494706,-0.035869505025352896,-0.05078454409660554,-0.052265218228135436,-0.0476562404975801,-0.0032393349080894517,0.06971659665666012,-0.09235286871653667,-0.01114829222395398,-0.0141682420800922,-0.08819555801737555
INSL3,,,,0.03196485604628051,,,,,,-0.028464143126294517,-0.019845439035358074,,0.03849116149548,,-0.021987436269536836,,
BTLA,,,,,0.007616719299343856,,,,-0.03669442050837856,,,,,,0.0017054661304952872,,
MFNG,-0.006526328146132449,0.03188423116475302,0.0062313465261150955,0.0011370377424099385,-0.03273866972663197,-0.010976901516894831,0.05241400186069974,-0.01891851364760953,0.03791018865172835,0.052421234159572484,0.005171041981972716,0.07152748674834784,0.004567743516415348,0.0011391846336360311,-0.006840981540456592,0.03193582557859154,0.1891070149154905
ICAM1,-0.04050679815882237,0.04348855307597655,0.037340905661618566,-0.06432724849680903,-0.06093952969570529,0.03282330742232968,-0.0536527877601154,0.018188256494066624,-9.539331486265418e-05,0.011933773692136931,0.02456677471793329,-0.000871373248145232,-0.008660102891840361,0.04451784492110533,0.09621531793575804,0.04311766484054013,0.003344104837879777
PROS1,0.014980352326755375,-0.000620095506473359,0.009141350438738026,-0.05477259401564689,-0.008650439764928153,0.042086415382730544,0.015291222732659903,-0.08157878535161847,-0.028951593870601644,0.06730723225903669,0.09359130276981342,-0.020209535667008324,0.004850278057653242,-0.13135191886450295,0.10715117725269084,0.0039020101442792604,0.07643640694405707
CLCF1,-0.017528240615605716,0.05889305184507523,-0.01147332326241457,-0.004889678213114726,0.042847892325980505,0.04885934862955412,0.028331810727016987,-0.03831284950831453,-0.03452523630899071,0.055481227010763655,-0.006068067028895123,-0.015848328173465702,-0.013501320838432071,-0.019086482406775948,0.11412354286655894,0.06235680928089602,
PSAP,0.09534127916875974,0.0016649521968395654,0.005079661225474456,0.022009303841670384,-0.037839423278541555,-0.04031797481480243,0.06839364230742746,0.0070444306064690165,-0.03415239869104568,0.05632021110733463,0.03515641830400377,0.07667198751377484,0.09950036961562089,-0.05306847623373343,0.1145811895846725,0.020206248544187465,0.024915688675926927
EFEMP1,0.05380254983337615,-0.03590269166733736,0.024912343109609315,0.008528029219437374,-0.008285991558471935,0.007318586424596023,0.0044113555953657745,-0.03304092310313484,0.010490938345240978,0.04457960886645329,0.0627287287635915,0.047611153643520046,0.020952946169491376,-0.07098151425992266,0.14157554750090728,0.06267077382271535,0.06723074592776256
C1QTNF1,-0.008168824879642626,0.007767142765417915,0.013102776846047813,0.0033107359901959326,0.000136593672998032,-0.012621037608962896,0.02338364786571272,-0.0037866099830826264,-0.03494591260440025,0.05769424316119644,0.026361231368798844,0.01698023115385079,-0.05128991789375514,-0.0022338959440393272,0.03229882235610675,0.04868148752430496,-0.009628819248788025
ALB,-0.028419697455804742,-0.005197377221290013,-0.024988341108746023,-0.013490779964005514,-0.01807947362472095,-0.001647234579644756,-0.004628008691125297,-0.04087879118519059,-0.008572786411901253,0.03489172035723144,-0.010257050798830122,0.05141249493743724,-0.0179606839187447,-0.08260554397456868,0.06008922710143011,-0.028154780374548685,-0.013707722260489807
CCL13,,,,,,,,,,-0.018999501846667936,,,-0.03259437371411886,,,,
EFNA3,-0.03159146537570002,0.03305708926661272,-0.037326723009782584,-0.030068658447601523,0.027679248600462673,-0.06289143542809449,-0.004378560549222612,0.06514174126494875,-0.039986479079081726,0.005621547938865818,0.07536251863016684,0.016535012121007865,0.06047524393193472,-0.014629527539641224,-0.02932806052420589,0.02621202801370684,-0.035523768239888454
DRAXIN,0.0029071339655668406,0.024046552595445945,-0.004269429812871009,-0.027962755889658027,0.12696659730037635,-0.031955277359388516,-0.002910422045460934,-0.07607322155600632,0.05448248318256426,0.031737980302616264,-0.028308539857940882,-0.023210635219186773,0.07827438771852123,-0.059727817270340995,-0.008173966117074685,0.014880789756510209,0.0918050873380033
RAET1L,,,,,-0.017387290882237404,,,,,,-0.020089984564478056,,-0.02462884016748504,,,,
NPTX2,0.028544463711780734,0.0374981034355092,-0.018010700655675397,0.05467852770582825,0.011261402316635428,0.058759541982102675,0.0022518574761398987,-0.055988865128015215,-0.015563924237441839,-0.03417682334534119,0.0026488741073820415,-0.010409262257804352,0.037948383835256665,0.06677615232898634,0.0836818459870497,-0.007366401633901598,0.01049521564622034
FGF11,-0.0815374529566988,0.0014916142476141434,0.0719534324995302,0.01816908773670596,0.020767554553745234,0.04247627726083657,-0.02041922758963562,-0.030012121352532787,-0.07876813883639376,-0.025042632225942222,0.05691695490317103,0.04170487025891949,0.0414814075929595,0.011433020123397968,0.09049898544690806,0.05607770124486982,-0.03507486581026191
CD59,0.10156542894281247,0.015902888429147354,0.028644451968399157,0.013392073858777089,0.01486997977577966,-0.054397571589545994,0.04940511004353444,0.09392573429032763,-0.006563325239796597,0.06676596418143815,0.039525857052755714,0.011358433255534036,0.07070957175229173,-0.03297523299811432,-0.01431316860078957,0.008738119492961759,-0.003110680351594483
COL9A2,0.02108084060565417,0.03409358040387712,0.014915718772562597,-0.02337006417114195,0.021602812923355967,-0.07331678667271381,0.017661938730419685,-0.07076154947995093,-0.040302150600700165,0.0376017892092018,0.0200195395941725,0.049296975527893354,-0.032967547257180305,0.01698971292240182,-0.05200218799367422,-0.02283049242980238,0.11209833879286916
DLL3,-0.03234362166756293,0.017274911641606928,-0.037945216671446805,0.022458540170388248,-0.02613706204702876,-0.03182906392471482,0.031683148608155506,-0.05393833394752696,-0.023612008691017317,0.02643688967627388,0.019657279462869163,-0.06401695909218764,-0.018170646265325312,-0.012978642931181663,-0.019812873510079782,-0.02712053579439259,0.045849743201148846
FGF5,,,-0.019898075354179572,,,-0.022449594462669357,,,,,,,,,0.05403196421188232,0.024853158553980723,
LIN7C,0.026934435499797096,0.019257021043364485,0.025616671715099907,0.07309557794078628,0.030880497845467494,0.03114679930983479,0.04134262861412476,0.03494131135622794,0.12987740307923393,0.04020646073017993,0.0060538348486934,0.03795626958984809,0.03382296083349559,-0.07167342190044569,0.05509080438027928,0.03561687387642215,0.1275419980239483
GDF7,-0.019553444918276115,0.012173654181480463,0.010111673714918194,0.00865024597123212,0.055255447669426555,-0.041265846431340625,,,-0.041609997858407306,,0.030047427116752314,0.03442826727198204,-0.023622304672465087,,0.04931410217720835,0.03471113072058536,
PSPN,-0.061724978544098696,0.016903437075869634,0.055928549804855864,-0.028324215007444236,0.01211532270546954,-0.02062661965755271,0.027752771591591306,-0.030433772743375952,0.013822528768439393,0.09238443546502907,0.09661954345441386,0.011727219872535458,0.00019846516835850925,0.05670124695221074,-0.021942994489741165,0.00047427494029063166,-0.04290257796817285
ANGPT1,-0.03571459583013627,-0.028575205057352716,-0.014257713438695014,-0.006224481239813759,-0.009308223645750761,0.06387193531497186,-0.024997613864275764,0.08327238841604784,-0.02730850648116296,-0.0358460111681362,0.10913121756084258,0.11347234318150334,0.0556607868717588,0.007304575162817444,0.10027247804346519,0.09343236714746266,0.08965779388317374
PNOC,-0.027613529328189317,0.07004649329604111,-0.06045438117991387,0.06071935340494595,0.009597869146894897,-0.037662952247189296,0.03403756657704215,,,,-0.018314070921298654,,-0.015005908239536845,0.03742595491989845,0.052009910567755634,0.015396403027703008,-0.03476593621048726
L1CAM,-0.029362511671647055,-0.0015184629150227988,0.043896530606489334,-0.016073634233010486,0.014867047483794475,-0.02763674014606466,0.026783467392251827,0.03371862383247829,0.020560590886058747,0.01695419736758899,0.06477870109238591,0.0034063558817458697,0.04254489927468915,0.037741226255961234,-0.04642780614737372,-0.059186117624450835,-0.15945718233415904
APOA1,-0.04118328324060084,0.05232992716759714,-0.011815967905838377,-0.01609117472774283,0.10786039018428198,0.023664238956101712,-0.019478383012233234,-0.03223704485110513,-0.023999372635328156,0.02406357950832323,0.011743004262638551,0.018033481795868122,-0.021997551933554328,,0.027541143872247157,0.02762088249537567,0.11199170960876166
PSEN1,0.05589307252227596,0.013289176116034498,-0.03849501099792134,-0.026823691295017816,0.015255139145324653,-0.002913076357319611,0.005874193245709125,-0.016310342805228497,-0.09692376769657615,0.031092564580011875,-0.00904154511810582,-0.00045157085014332476,0.0036888428793151588,0.052578030179191056,0.023873861436037088,0.04791330774025632,0.1017573843643708
CALM2,0.03150136842517781,0.07890593905652325,-0.047522257539765696,0.06886377520671934,0.01396237133622278,-0.030819381578924752,0.01052742749823986,0.10019509753077518,0.033648591696679976,0.036716145569382956,0.04576747150399727,0.023219495371511994,0.08765472463711929,0.025240393642629946,0.035231151572959016,-0.010420800932119495,0.011491533913182209
CLEC2B,0.010538847804008588,0.03583088757648989,0.05422347572991985,-0.03825997441760419,-0.03737089106571459,0.05645104676319301,-0.0588249529757732,0.09087671401803261,0.12606928289986358,-0.042265836685192605,0.026018924168998956,0.02249849173594068,0.009082551371232673,0.15142218050641773,0.07470908556491934,-0.016717011430665896,0.09535300578105928
NTNG1,0.050913963666799004,0.03315537652956142,0.026719263973836737,0.04281630138081984,-0.022668943758674644,-0.03601943454632574,-0.03311094679435611,0.016946503103147777,-0.031923941301629045,0.04738283313777254,0.01586611406646275,-0.01570221123126336,-0.017219620875925448,-0.04144004464199976,0.07148236790056987,-0.011666177996564529,0.01013018660069155
LRIG1,0.05542097110703698,-0.07638984622565564,0.04502865050358925,-0.004481386541065533,0.027811375055192083,0.034888540800666355,-0.028305155301670274,0.025189444496912027,-0.09254192210763186,0.09099586616274273,0.014021365560155166,0.03853470157395838,0.00977202496534297,-0.12780656644594676,0.007285198628259786,0.047071971461049474,0.030664240178792452
CPAMD8,-0.017205353440275094,-0.01900350788831381,-0.018000486972756084,-0.013706945903563677,0.040111499987934396,0.004124433915253723,-0.029132847466128844,0.037324163915044575,0.07895874171951764,,-0.01934765330245968,0.052101278610249546,,0.017790236058511162,0.0028847664505461178,-0.02155457263365477,0.07489803523020086
GHRL,-0.027449904508337414,0.016683205408760105,0.005351811127702714,-0.02403313879211088,-0.014516930127668652,0.06040395149017972,-0.0034816417561759354,0.008435299897609091,0.00017964590010498995,,,0.026326155516343253,-0.025552108804188987,,-0.00016760394656137358,-0.019000580052844225,
NPY,0.052534710594547014,0.05771769870621496,-0.021262517629068153,-0.031527186879483894,-0.05234778505735714,-0.06687174239495336,0.012043714428376338,-0.0377232065806985,-0.03703909178233855,0.07404677512495908,0.02574416641832642,0.03768446138995457,0.02528915826879956,0.007088262422820464,0.08009343732674298,-0.048271576297688225,0.08851922513865525
MMP2,-0.03871553649548881,-0.0031203919771615866,-0.008754495952146508,0.007084417780954217,0.051586244348093724,-0.02391332544257672,0.023119454855504776,-0.0967316107841139,-0.06584131259815722,0.10796820737964453,0.004693529118541706,-0.023896063638013172,0.04747947710873895,-0.05533025510233737,-0.029690011947648885,0.04291194427422721,-0.09985818173631052
PPY,,,,-0.010017547490269904,,,,,,-0.02359049578881654,0.05768587105766473,,0.05497885693036006,,0.011066232249420185,0.11708628236527881,
ALKAL2,-0.025765158355461754,-0.007854140014624646,-0.020409558316324433,0.04391887272965716,-0.008931688776080828,0.01892941846974841,-0.044566024028663255,-0.021800874304067665,0.011479189294640814,-0.011226195143824162,-0.01182686828851511,-0.009124728312231423,0.05395338767299257,,0.06045632002979627,-0.01001541515065647,-0.08035428702111809
CSF1,-0.0014293171711012697,-0.03180426284770487,0.08197777372534326,-0.017843289246961512,0.004529067369455263,0.07131083440693943,0.018918847572312186,0.0053580347921009935,-0.021863953232797335,0.028423389829203508,0.0045100587379313176,-0.026543142113352024,0.0008061526355168829,-0.007639821397947979,0.058784636847622966,0.06328015099879786,0.04019845511098422
SEMA4C,0.04655987135026406,0.05366717734415701,-0.05758362014331845,0.02262961239692446,0.011047699334818898,-0.02520678339860598,0.05289345525383911,0.021063714612174402,-0.04181527307123261,-0.015687825940840658,-0.0014935042944924266,-0.0341431772290724,0.04215002446178377,0.03316658450773846,-0.0014452222864306814,0.04681189601814861,0.02206643232458367
BMP8A,,,,,,,,,,,,,,,-0.03872145652499409,,
ICAM2,-0.033635165185930266,0.03631866808733989,0.004658911205984454,-0.0021100003112096964,0.03233850651734739,-0.05338315389513469,0.0036923549820814558,0.02104080623859289,0.006610533849725362,0.03129210774676967,-0.021730500477702273,0.005069973840415814,-0.04019829204344804,0.006218345520143963,0.01986921937616779,-0.040327268706636055,0.09108142952198844
SYTL3,-0.026330957805000697,0.03110164141701652,0.02537812932682428,-0.021808811699349274,-0.014711293852346355,0.046448136132688736,0.037249169502707825,0.03575610248749394,-0.01291083670479178,-0.030447861465651295,-0.020154044563079246,-0.039903415268252446,-0.02116422141882311,-0.09020706257186989,0.0666315173769613,0.07822764045964314,
IL1A,-0.01999234417803573,-0.0071047656012092324,-0.01582796808580307,-0.028933229303064936,-0.013604850897836028,-0.03314343106393948,-0.030316010142831713,-0.04892761686156275,-0.02603511491256636,0.01711791333103635,-0.009239434176190532,0.01938981337116211,-0.007063475871696188,-0.06711894639084032,0.005017080229468383,0.05660902905380688,0.03020898046178954
HLA-G,,-0.023102614801464975,,,,,,,,0.04442062105594391,0.1335031908202212,,0.020933502228632363,,,,
PGF,-0.09571298379834244,0.04700113388087602,0.008646906831237306,-0.04209102189746696,-0.02624915942593585,-0.04554397532466747,-0.021089428196606617,0.0015343270516688212,-0.15929073135145233,-0.016813828970680376,0.049679581865111774,0.04859715425118116,-0.020165234759336008,-0.025277447014617836,0.03205339826779561,0.008998173973475082,0.10452736912979912
LGALS8,-0.054409911409875056,0.061466708464114415,0.015359353921461316,0.05170810957129788,0.05861375859250276,0.0071631070377936945,-0.005681265589182915,0.020068903235385894,0.04004109659459593,0.010791271683839145,0.03845249111358962,0.05637601156458281,0.03521533777349117,-0.015005630383180976,0.05153239091030351,0.0305937807163659,-0.05428735599409639
DKK3,-0.03016436728081721,0.03526401688433781,0.002013723586720859,0.05351413660597371,-0.019092300332810258,-0.037573824418021304,0.029506073186431836,-0.09227189695339827,0.016143859353824216,0.05228571286208702,0.009299717066953575,-0.039098974679177806,0.056752541272476593,-0.019558684097829324,0.009526957669170234,-0.030381805889933885,-0.11016719517679786
COL16A1,-0.05707829302217433,0.04336897095631255,0.02180839261762131,0.01631271624743535,0.020870596035590636,0.00931493691194608,-0.015483402894632297,-0.10043775077709394,-0.034247245714857176,-0.02124812595287469,-0.01966905298847292,0.022322760016423228,0.02513008461309647,0.035835767249937464,-0.016853377997175727,0.10297123833283216,-0.03386180704631852
TPH1,-0.032052673374473824,-0.00958262613063259,-0.021398037617260675,0.0024051208149899594,,,-0.01898232913266212,,,-0.008803446537750254,-0.009285464691895727,-0.03770470692010187,-0.05536051031691359,,0.07476206890787021,-0.04487697259820485,0.06812333127867858
TNC,-0.06284665643311231,-0.04680892425004409,0.033400983979063575,-0.06318287656946393,-0.02598105530985991,-0.019330285755764294,-0.025302180328730318,0.001014851875712375,-0.08485150151172417,0.03851398616510781,-0.0009990213807474215,0.03271531620385613,0.004156190462241857,-0.048830655561993945,0.17055910863675552,0.0611881517103417,0.10180730060620127
TNFSF9,-0.01720534527433442,0.09734675158069248,0.027396855601740513,-0.004414877996953065,0.02231565727947754,-0.007287091564140049,-0.03220581192419694,,0.01632638769562653,-0.028444301119473703,0.006127098705250543,-0.03509169046370385,0.037335469793240976,-0.0005075873452251612,0.03926426870471013,0.02281638552635983,-0.09701410524372765
C4A,,,,-0.011875300082497386,,0.07526914462319594,-0.016686188406592046,,,-0.021152446392647642,,-0.04899642770973432,-0.02387144076200378,-0.02962624909859707,0.09342210677321264,,
CNTN2,0.0673698385442148,0.039999836228749655,-0.0050274732183842276,0.012212638404574165,-0.03437100869856553,0.05589356287858356,0.062060292726475945,0.1022278237892708,0.057806499950644116,0.0467963292858762,0.026272433656727975,0.00940941931350079,0.06429001899994256,0.02893326837938267,0.0717302371261085,0.01378185903325443,0.1352010463796525
F7,,0.08507070898146746,-0.018000476510270914,,,,,,,-0.026650861191564134,,,-0.023622306956684228,,,0.03141039833555219,
LUM,0.01841509396977422,-0.020487498268930718,0.024169644626274068,-0.023637247308173622,-0.005482161992520327,-0.06547126478867375,0.10256775504167119,-0.07045054866304462,-0.05769843869771104,0.042105207226449504,-0.004711169536476262,0.03140654427149695,0.014287654947947868,0.052196343566853085,0.016949983090703273,0.06565238550226705,
IZUMO1,-0.016440252452626123,,,,,,,,,,,,,,,,
BTC,,,,,0.019987375942261104,-0.032925674532878806,,,,0.06835056059184681,0.028331902544954917,0.0026928454527622415,-0.02285976237395816,,0.017570164238261573,0.07310738439136819,
APOC1,0.09329314609603162,-0.05243310141910306,0.046528063602572105,-0.07568228134970538,-0.0003833809857708097,0.07199337696599202,-0.029376762753963555,0.03018450602033879,-0.06049823291505083,0.04781085728800506,-0.033977779301355836,-0.09188002509156759,0.06897463259058109,-0.07080930584109017,-0.014419274825282978,-0.009523346221636909,0.055122952371593995
PKM,-0.046449315766519186,0.05222558294471499,-0.023387900263124546,-0.04695365969248806,0.015352875178188544,-0.12536132237570058,-0.009663032652258605,-0.11941798609561398,-0.047848702447775546,-0.02386037942613697,0.03259097480949823,-0.0004157035630755519,0.01659862808084516,-0.06573760623597426,0.1405192019586737,0.020243685282369705,0.06773043140014468
TNF,,0.02152027768840419,-0.026417932846562343,-0.027092648219735,0.006813266462405543,-0.029259601627805207,-0.0050600715470272345,-0.07348943949230446,-0.04580119205024643,0.07286942943439782,-0.02008999004402587,,,,-0.014177476139401717,0.0739277318235854,-0.016157166730139987
GNAS,0.02029061095146204,0.06860480455270877,-0.018756680516284485,0.006058498629598913,0.021913633596577962,-0.06061373553724473,-0.010517403802568976,-0.07626411652441224,-0.00016893921734108716,-0.014381921451755207,0.0011049856560894262,-0.00913299534135001,0.022202095002088657,0.05148058983065359,-0.03636925619882006,-0.01796149513383618,-0.0651385937035022
BMP8B,0.0673477906621517,0.0015017719317376285,0.00550205404245506,-0.010891957042595983,-0.014092140044370448,-0.05755876999556068,-0.010884523287664224,-0.09558507435911043,-0.0738543263940213,0.017943262051142356,0.05787540821162868,0.02289352414139613,0.019262545315180957,0.042929321935262256,0.1153896512039076,0.05180386708915862,0.13925912377198393
LIPH,,,,0.047350960593433813,,,,,,0.07422970907177151,0.014761086526918708,,-0.026872106259599435,,-0.005385106547051107,-0.03306466995104169,
CCL28,,0.026140395903269192,,0.11471863812929718,0.050923707807481886,0.03094159294436489,-0.015053811597372754,,,,,-0.022557897542007307,,,0.06378651907364309,0.03612156159311068,
PTPN11,-0.0243227031061669,0.026914368028401064,0.013038439165182488,-0.028000118505032565,0.04730351621433972,0.026004787551163075,-0.00621075013959503,0.029571895922019833,0.10149814769646102,-0.04894323517734969,-0.019690785463176593,0.010733964082918119,-0.028914663888054172,-0.004533890096165308,-0.006679999385219172,-0.022137920791819355,0.08146134528341768
ADAM12,-0.06954555859658497,-0.020566749670887435,-0.032157074954240285,-0.03765210388566951,0.05549300340755625,0.006326280093887893,0.022927077798482992,-0.048427299580152336,0.05499850032884867,-0.04499043062043915,0.012107079607573087,-0.0016027857213884707,-0.027874615689427232,-0.065931385985244,0.017254555638615096,0.04446030096507189,
EPO,,,,-0.010017547927537831,,,-0.018982331920281443,,0.04288543083713131,-0.02063395181726632,0.048780599788200284,,-0.02260021868051514,,0.03478182547171683,,
EDN3,-0.024162877745105206,0.03271388472899772,-0.03189430433303975,0.05460490931879045,0.021201324973615085,-0.027225336029373725,-0.019178201335700508,,-0.0030642992149207686,0.049526667084986854,0.00909686885724139,-0.0186117128518313,-0.013272324829292683,,-0.011879728522058255,-0.0022288643671833494,-0.021029682130876973
CCL22,,,,-0.020170549695625414,,,,,,-0.023353189266804974,-0.021273350555844117,0.02826778896521014,0.01729691167633338,-0.024150025944130557,-0.0068396842251192205,,
CCL2,0.06675114687357185,-0.01915681585046252,0.05679908266637293,-0.015746674975298695,-0.0324117813177023,0.03270526318227887,-0.004563088923790037,0.05102426819358898,-0.02334378213800089,0.07779213993544262,-0.013407741314943303,0.020218732477703814,-0.020202568210496343,0.09435850726796566,0.11704468049513136,0.03958321989633993,0.08760315743430466
DSCAM,-0.049013210734088784,0.06737867915692262,0.018735475736247117,0.014191529823278957,-0.023272368099696766,-0.06722086136466743,0.08095862750357244,0.06959553751870359,0.08240486561691962,0.00765074578420195,0.03992847285919088,-0.01668386841485579,-0.01849845022942884,-0.019543893778872973,-0.0282905180978681,0.08078525190282197,0.05763483383656792
ANG,-0.06076858166653991,0.0863293506059032,0.09419006101353881,-0.049244771146729045,-0.018954045658483906,-0.05681112901355776,0.004219589686925069,-0.02129013714871391,0.012986697373700538,0.01593484363033532,0.06524234183494318,0.019239207653391047,-0.027067359625642537,-0.04779532657928281,0.021639453454398543,0.016528464744219058,
FBLN2,-0.022655670616473278,0.03455620462307672,-0.034147253968755474,0.009357112790896911,0.0487950259696607,0.0058158734469666235,-0.020294971883269605,-0.009622870389143303,0.05589407697964233,0.049392089995846454,0.07929595708324558,-0.025814449357327424,-0.01923641765675018,0.010568487388567974,-0.032118199999129037,0.07824572164023713,0.046194028034847436
VTN,,-0.02448043405017496,0.12618525823543109,-0.01645770625347544,-0.02222626943574443,,-0.015773174966418176,-0.027396501243500446,,0.014218778656544242,-0.01635783676112624,,-0.029264232840092417,,-0.03502861174506114,-0.0184919736391252,
VEGFA,-0.0294000729121587,0.023884647353269298,0.05256422254075946,-0.014959685622527075,-0.03685374762268384,-0.02205778959772916,-0.02893447959899078,0.027365481844679955,0.014904572945819159,-0.06104421319394388,-0.00041318528925157007,0.04953790892454635,-0.016722423595034792,0.09643213733405823,0.016984282271659528,0.006789792833413944,-0.02836260204110954
F10,,0.02607346126882005,0.051892044594815945,0.03888091486717647,0.0523858430695611,0.09799482781325608,,-0.02971781393681819,,,-0.02793769084985252,0.008784086726626016,-0.029266619540596773,0.022484986741430707,-0.02404708335691014,-0.027299691631613422,
SERPINA1,0.02789619980865814,-0.03398061399006317,0.01586165469435366,0.04389815791028575,0.0012965768939576154,-0.01569789982309311,-0.019654402519388808,0.05866855661697879,-0.06028834460869806,0.0328110434201456,-0.04801963391115084,-0.03536884982598864,0.008910507439794005,-0.004936273004723791,0.06838308874747887,-0.018915056880832535,0.08991593538149845
VWF,-0.050843696553396656,0.05941318556583954,0.018798299742143917,-0.02857022025522651,0.01457408641694115,-0.03749316735766347,0.03150818569936283,0.0345837284855465,0.026123202352815476,0.050272593668713186,0.007129414683746485,0.05856547440633371,0.0014980957367069763,-0.008686837297470402,-0.040392725635328974,-0.025793834002948858,0.05358917518312142
GDNF,,0.038585301591776054,,,,,0.050993153654701515,,-0.03192393238759059,0.06704066188517144,0.008889989900610223,,-0.007057658226251506,,,,0.05518415913826064
VASP,0.024739423587202495,3.3255416002461204e-05,0.0324071207774353,-0.006408746376637011,0.0010047271228002328,-0.004546782601991517,0.028310458848770814,0.005011182515885174,-0.054396051115511164,0.010263413148161931,0.030883006331195235,0.05070976028637677,-0.032841927064021094,-0.01153229413297744,0.061146819019415016,0.014442249037652805,0.06972982476627684
ADAM15,-0.050764393189895916,-0.026894954122494496,0.03880948086993556,-0.028043841019007767,0.035214368244803076,0.05479837671479213,0.036051330242296085,0.08635522324591506,-0.06307565950937144,0.05123423006139248,0.04413331444056726,0.0023711977265535966,0.01732964201325359,0.06548975519981237,0.006495247385304248,0.028232404451783173,0.1499089781290931
WNT2,,-0.04028483791736244,-0.046204473272928176,,-0.018911125580517683,-0.03800763377912782,0.09945344490460223,,,0.04069648579382075,-0.0071263128577299,,0.028606900824829022,,0.06834041380945009,0.012340202009156635,
CALCB,,-0.024813538775250433,-0.019898075137940712,,,0.08175531854527077,,,,0.03467203387930936,-0.028296063364154307,,-0.014095627779386798,,,0.02934810643485958,
OLFM2,0.0032839931947890176,0.05119723233039706,-0.00075877390569278,0.035037623964466316,0.00842085621201914,0.06512901520872907,0.04446155632239135,0.014575999726077562,-0.042723096784592296,0.012990995261079758,0.007194579767449651,0.02076567793470658,-0.07009932619812603,-0.03220696211344867,0.02942848433134266,0.02820114268270421,-0.024969981016716332
MFAP2,-0.00892995615753275,0.08065064118843142,0.006669002341635193,0.020101606195202876,0.034879824326729494,-0.010845202687103771,0.02953884414158713,-0.019675318507817105,-0.04477930691546964,-0.0015446897134427091,0.0014945329784219025,-0.03591658454673456,-0.024207631470006683,,0.05247426959912092,0.0220999897946636,
HLA-C,-0.10999155685248029,-0.01878835881713367,0.014993675493308474,0.05637099746440863,-0.04237466307085986,0.019915949967048294,0.010705409726928395,0.03509584778449218,0.006209182445216632,0.02445029143799582,0.059941927160217644,0.05668082804480377,0.059549524734898454,-0.08786578569187649,0.04494076003411586,-0.007014944668307829,0.1306617667709697
THBS1,0.002068518700344568,0.026897710193534735,-0.0061352343722023955,-0.032203654379974224,-0.01182653337826034,-0.02271484427272003,-0.00788055836794519,0.06351702947857107,-0.044120734755625834,0.02509898022216125,-0.04236047511259588,0.014731052327431026,0.0015480110710058255,-0.03279868823405587,0.010848395400654347,0.013504830333091872,0.02916260509234474
HSPA4,-0.012875141850150526,0.011409070221414318,0.06534508745853553,0.007055383429603817,0.0256430163728997,-0.020424651497368437,0.017812435473552064,0.010398387196515734,-0.06079592798830482,0.005103240196515598,-0.012987034877653092,0.01328517110473398,0.0026133567515299063,0.018348685418499853,0.030058111134539548,-0.03053948974556248,0.024973321573360366
LMAN1,-0.037956633032231124,0.03232473520581358,0.06319097717362294,-0.010113663227023256,0.018470710457101622,0.03276348838642045,0.06522748360061244,0.12857006564024542,-0.025330719656646867,-0.006531676263931044,-0.008846074255213303,0.08120259729683477,-0.007168096236379629,0.05072523639738113,0.07410353392612166,0.006038452922798041,-0.05222301811271907
LYPD3,,-0.030766953784861127,0.020321998538168278,-0.01402537285856003,-0.022085558732910005,-0.030618553076037,,0.026490047865935687,-0.04066673861368251,0.03498673489384626,-0.01463560005941271,,-0.03599498443180996,,-0.0012272518472569319,-0.03020014445021746,
APOE,-0.03064363014045237,-0.10136370431092133,0.05423482477253535,0.012422662446003735,0.0010864420550676598,0.0639172558440492,-0.010949935270898301,-0.008081058515086156,0.04711357506934224,0.04097525819707806,-0.06110365903934552,-0.052182957494431366,0.07428241428535405,-0.016334669207880972,-0.042525223821112394,-0.024178827813244857,0.03085402932829394
SOSTDC1,-0.01720535201123464,0.11778204740729684,0.04253153540564805,-0.02422912805063916,-0.034083642338560496,-0.03278355992698864,0.006887153998620814,,,0.024868936129930873,0.033091094784498905,,0.0230753328118365,,0.028476942289061394,0.08744517318989094,-0.0010388897562641137
ANXA1,0.09374075525426907,-0.012487469209992644,0.012797106542955034,0.011293884280940353,-0.016234395632462883,-0.04683291241576692,-0.04746310239428772,0.05555917050809923,-0.03586618696518504,-0.012536314876366129,-0.014580016120049286,0.07920591175513943,-0.03576384094097933,-0.026861094863034576,0.024969495616136494,-0.0020765922221414584,0.15752869946242762
WNT2B,0.01370087997118372,0.0002862004578916856,-0.02759005318105674,-0.011101866293202844,-0.012335457723468082,-0.015526343597032666,-0.0310834769636482,0.003108321274094267,0.07921639126712322,0.08995267163816045,-0.05388312204290193,-0.009898475194107609,0.05977204179712072,-0.06692522442149591,0.07994534930857371,0.029168236009507704,-0.046273760083699364
