,UKF251,UKF259,UKF266,UKF269,UKF296,UKF304,ZH916T1,ZH916bulk
IGFL3,,,,-0.012238775979832809,,,-0.01880732168538789,
BMP1,0.01488222137643365,0.010740352656335527,0.03890341743681059,0.005171068445960182,0.04838624702351093,-0.06358307025149951,0.011089960218263922,-0.06280606255209249
NDP,0.039410654246953634,-0.008908787538126302,-0.01317378287297728,0.014895646867287584,0.017668766696161013,0.014325048418835347,0.05687847237549953,0.044907322780707956
TNFSF18,-0.027734213002312793,,-0.018930536852895783,0.003092052493723316,,,-0.031724589279275024,-0.028861148393898486
RTN4,-0.023900667473971973,0.020806074662939534,0.10078880771335413,-0.06641533072469279,-0.036825651002084764,0.05596450684343389,-0.00830379162932215,0.03767847069470303
HEBP1,-0.0011391755379593688,-0.01238774165730182,-0.023067527693346083,-0.02264673008094512,0.0017041781222681073,0.002250327752407419,0.016534167344377744,-0.06412194586153759
WNT7B,-0.017227633390921288,0.051773572339453615,0.02210750499546823,-0.01936345155843549,-0.01746065105806711,,0.017985060986109847,0.033052292492359546
PTMA,-0.03559425288660411,-0.03800011522962437,-0.07830611203508434,-0.03701958034825726,0.0015715166839547694,-0.03067483491128118,0.061091907825777995,-0.012279060607428694
FASLG,,,,,,,-0.016311583681526406,
CEACAM1,-0.01322117245515608,-0.028461486972361245,,-0.023916231698215596,,,-0.02269517295727798,
PDAP1,-0.0299526789721594,-0.007451324616881504,0.04121173507312068,0.031458103325302696,0.021596939233393193,-0.010017137102282688,-0.015586024704542624,0.037387137284292854
QDPR,0.014557433084503597,-0.04788711096935585,-0.04686739916433188,-0.02561073083892481,-0.01677438274458849,0.03566047411915191,-0.027801750572978075,-0.01237134456537964
POMC,-0.009991806860786602,0.0316165328808463,-0.004644525838804112,0.01856410077828141,-0.01671838108841961,0.060004150015580925,-0.011312963287885582,0.007563423874141629
CCL18,,,,,,-0.02519625463556947,,
CCL17,,-0.016496629872846152,,,-0.026006615586844077,,-0.014784618496440569,
VEGFD,0.04883874748649165,-0.018379067396576194,,0.056381116747557754,-0.025242081326093554,-0.02042609378225299,,
TNFSF13,,-0.011379006080810666,0.0013580666189942137,,,,0.04469567575317373,0.08753730400090197
WNT5A,0.001607101335451401,0.09878849079202803,-0.08802604755928112,0.013574460269117147,-0.004874955899195338,-0.017443757389930675,-0.022352398177248656,-0.05216224493640139
CXCL8,-0.017731181917575976,-0.02392412478997619,0.09103058758378227,0.06406220816817129,0.04779167680821111,-0.046544237851277245,0.0300163974713194,0.011422713416536152
