,MGH258,UKF248,UKF251,UKF269,UKF334,ZH8811Abulk,ZH8811Bbulk
GRN,-0.06847174660398618,0.013250065150040801,-0.032162293246495756,0.10068144109646042,-0.030787138846624342,0.07326766926945688,0.008928579727824605
MIA,-0.02318099050376154,-0.013134559049488743,0.04775207426172634,-0.0008937618416062528,-0.0353717974581187,-0.06541528860924677,0.10766250999552762
COL4A4,0.07008101015628923,-0.02469228902097353,-0.02214185019935405,-0.01377418856089904,-0.024389845943355474,0.04725552612748945,-0.03136614449844955
TAC1,0.03605640716716111,-0.01598719793234268,-0.03626521366525091,-0.06035880940792113,-0.06080796655427903,,
RARRES2,0.06324332148117663,-0.05098236262859081,0.0052678503358351385,0.056163634854628976,0.08410370685148465,0.03327395586225636,-0.025060800054036932
FGF7,-0.05845300757008568,,0.0021430449010085774,0.04516587841262268,0.040077910281771524,0.08724953302535175,-0.004492426708695084
EFNA2,,,,,,,-0.024403995186206007
HBEGF,-0.010739354647473746,0.012800536783520484,0.01864789787461715,0.03345127887434796,0.029652618826227932,0.02220316756897196,0.01377753112800926
CSF3,,,,0.0369015066187303,,0.06362822827741978,-0.046364711806326675
PI3,,-0.021629895801937266,,-0.01640919484124254,,0.02453234329257547,-0.1252175509850565
PCSK1N,0.06819576081655462,0.01971166303193182,-0.025946030758396726,-0.04687414937962853,-0.06922278319123076,-0.11305762254873555,0.05257263659440553
NTS,,,,-0.017911756602781256,,0.04309760225734038,-0.029731637148710407
SFRP1,0.05124540144699742,0.034553706941837424,0.005741745422043117,-0.014733294567763929,-0.020863700630951148,-0.047475249588038754,0.05158792952214032
CXCL13,,,-0.027436372925384468,,,-0.014616585697344059,-0.028273415487239613
MICA,-0.06639992521219874,-0.024573616197843907,-0.04887947103730931,0.03336114424237867,0.07108945419150668,0.0529396502962923,0.07683746251353969
TG,-0.02051044660981495,0.020299093417743646,0.041609831451759165,-0.017588097636037102,-0.01769041131668649,-0.017430119117837282,-0.013433061529253415
ADA,0.050854440456865,-0.02394980973362224,0.08898548971151263,0.11418861523501228,0.05984428176242783,0.06909829291524071,0.1347964118715429
LAMC3,0.09224628281207255,-0.011169613559492345,0.00663817804163432,0.0636608431292007,-0.013028723799437503,0.022103753798089043,0.11424917105841237
CCL7,,-0.01307784181610203,,,,-0.019660380949051006,
NGF,,-0.006979999641537271,,,,-0.02270616606365485,0.04409434181951384
TNFSF15,,,,,,-0.01916666375494951,
HMGB1,-0.09340132585722918,0.03388141480297537,-0.05248209815908931,0.027127679488805755,0.07669711123751269,-0.0742158879535691,0.03176195963261202
ITGB3BP,0.015235102732729414,0.0041579104483176685,0.029808469703405775,0.09681443323099716,0.041958411566628634,-0.024571803107280007,0.038906574262921476
AANAT,,0.05180823731074979,,-0.013145083760925222,0.009822659957781732,-0.017247701562277604,0.0038514641387543177
RELN,-0.01700370401562124,0.023647024229389968,0.03479158355861366,0.001055927316756495,0.0219008848337052,,
IL15,0.07169098588429501,0.007289722133367332,-0.026505684136414062,0.016738000674656296,-0.007471395032395675,0.0516804440581527,0.13091375309050504
UTS2,,,,0.03358346260587178,,-0.014687680197960448,
BSG,0.0853097388083266,0.04357144284871147,0.03879009298340467,-0.03170614981617117,0.06053565241564066,0.02044032335360788,0.025015753801651396
ADAMTS3,0.034229926804900404,0.03450017903878358,0.025629804003628576,0.10322359311332173,-0.04981882040752962,-0.03371592405769053,0.05772456620433601
CD34,0.049451788524466044,0.020745790518421462,-0.030001222121789153,0.03457637860924031,-0.01500590989935222,0.04780544572627961,0.056081813412490314
CCL23,,,,-0.014957018675227028,,,
PLAT,0.007774550125133423,-0.0027125947698942612,-0.002003372944356798,0.0679003668555983,0.056165886452658735,-0.08620543758387235,0.08969563433181638
NTF3,,,,,,-0.03650903634738821,0.05615023555480276
LTA,,,0.027629631554421198,,-0.018585403811664243,,
CKLF,-0.04097621276229499,0.05453868482544966,-0.014429799641535493,0.08796487361894699,0.03714660534203235,0.03014890400644944,0.09893745316973047
CD24,0.008181604098377072,-0.014882720930173845,0.027410269803398713,-0.002639471426475957,0.012531333172707762,-0.03253643726422536,-0.012284472452896178
HSP90AA1,-0.04411448574473578,-0.004570260703977873,0.01835051120295149,-0.0801955850671118,-0.08861614899816363,-0.0008353733043646456,-0.09938662039661776
BMP4,0.0005205053552561303,0.012290648372074262,-0.01621922764170825,-0.0005441450082468712,0.05392584910197403,0.05449864774336889,0.10810184669917677
SCGB3A1,,-0.013077840508335322,,,-0.020920379204194973,-0.029923930944793134,0.009253901002984335
IGFBP4,0.007218426664557219,-0.019029845063829307,0.006954285937617333,0.062355241834366006,0.05075872227103924,0.02662434782802243,0.0605253972044867
RSPO4,,,0.05732425094399119,,0.07793516018364653,,
LEFTY2,-0.020307654114932974,-0.01327540817388685,-0.015488223126927539,0.04947292508605425,0.03157370025772977,-0.016689437063417273,-0.028060209867761136
PF4,,-0.013566160226926374,-0.013917713308772527,,,,0.051104329664265515
ANGPTL2,-0.04228199991396295,-0.019321635471906996,0.0005511940244198786,0.04707079337272179,0.0968566868844384,0.014078699270858943,0.07255708258891887
LRIG2,0.0002881232605490585,-0.019389086624578666,-0.049545222737112114,0.059468770026623576,0.09272773186214464,0.039889945585207975,0.03543810343626128
ICOSLG,-0.04818922287955482,0.014286151163321813,0.05863332533235576,0.1158960672724534,0.030786106988249854,0.03179200777868962,0.05456397386293166
WIF1,,0.032874371220760173,,-0.06920265769021884,-0.07367551115231352,,
NPPC,0.06655127015381304,0.003561479615751536,,-0.02390778334258981,0.009510661348952475,0.0005066060536926063,0.057118115289425585
LYZ,-0.04931734294867424,-0.017395761448093704,-0.05431794002439193,0.05397269426428994,-0.033815526626715914,-0.01929523619823701,0.06457023831338202
EREG,,,,,,0.02305183884911735,-0.03361995069682652
SPTAN1,0.07759653562501975,0.03491941735795925,0.0587867999089599,0.019846911097486236,0.010534196374541704,-0.04973099833112232,0.022214248825008616
LIPC,-0.02625951144270822,-0.016608545912318917,-0.020946902355953544,0.011000446023826478,0.02765883942481387,,
COL8A1,-0.021903936685269024,-0.02309045396527339,0.05959957933610933,0.02992282927701903,0.031505342427437404,-0.01869332129177307,0.07211990492068919
GSTM2,0.05177338392503952,0.042728844618083836,-0.030497304532263278,0.03829294223582099,0.028041848186169727,-0.007018122462700642,0.009438297161427966
SPX,0.04432686852778194,-0.02686169904905182,-0.020178421533196975,-0.037624097952826036,-0.07317602741364387,-0.019822501716570667,-0.027772670399408752
MFGE8,0.04300552264155701,-0.05482096726011695,0.04764303462960263,0.016046184529219028,-0.050920861691957545,0.0836303302764176,0.01688748302051324
TGFA,-0.05722517847283217,0.03287985191964395,-0.010994042284694567,0.06508453508099178,0.032512534036945547,0.04422844846261164,0.039712224251807655
SLIT2,-0.021108223795854045,0.043138153695530736,0.07684760645377735,-0.04367909969465957,-0.0674388998223246,-0.01912790877694016,0.0643207700966879
PLTP,0.038437489097855077,0.03419669046870837,-0.015421184654616943,0.08509737702101425,0.0006489188242768793,-0.038493180543854484,0.0682173921744845
APOD,-0.09141502563727075,0.027291419609451577,0.0079475399213726,0.049673652558972735,-0.013050415958816636,-0.027225877976888302,0.10428479069441197
B2M,0.028929780423099894,0.030598114165574772,-0.08090853513075506,0.09797518722564934,0.03493625581278667,-0.005242048427730676,0.17375830986146526
OMG,0.026292229255326954,0.030922400889951074,0.002063668773141745,-0.018578119750722873,-0.05098333091500883,0.041515379748413954,0.07717515935383372
CXCL3,-0.01651712770663289,-0.03350122424755297,0.06426640291505954,-0.01725886660914409,-0.0215917841249,0.07890011054974505,-0.009760358508750662
CXCL10,0.010832779444447813,0.032640498486409805,-0.0466761333780316,0.12547088771104695,-0.03431195796384061,0.1526644589668024,0.0803057808936279
RSPO3,,0.06075220429168691,,-0.021584924545302697,-0.022562998269645303,-0.011559976176873528,0.06995967508077976
CORT,0.0019847158377039953,0.03585679855085954,0.027404485655242478,-0.016617372063540675,0.013516986946140199,-0.022418037151171438,-0.00568101884955072
NCAN,-0.013732396110209846,-0.009022577271714322,-0.00805293786748591,0.05244448368840185,0.15455476332733334,-0.041811795833517976,0.06377683717860258
PRG4,,-0.0196675122634139,,-0.01869840899708579,0.10527276051659584,0.01805016294771685,0.14482903342199635
ZG16B,,0.020119424089274918,-0.016747705940237678,-0.020187937332571015,,,
TGM2,0.09324637866972416,-0.0009465244355479993,-0.06034963432691436,0.03342446514217714,0.0021065239214925523,0.09538660426907021,0.003905757081200671
VEGFC,-0.020510452222376473,-0.024971819521065905,-0.006537092598604192,-0.00890250883484016,-0.001882513924318242,0.048348860973856496,0.024593009589075336
WNT6,,-0.00511688913633728,-0.015488223533408261,0.002852791233141322,-0.02349591226192496,0.0014556964839122855,-0.004399979096825062
NRG4,,-0.012045151443424018,,0.009948761495037083,-0.03140731916951292,,
PMCH,,-0.013882685259536207,,,,0.06747038469909335,-0.006662878360495749
COL9A1,0.03939108147237654,-0.02687607233626352,0.02662662536626956,0.05256303279385198,0.003093550630436656,-0.026282507213586714,0.0888733960079015
GDF11,0.038214745078593196,0.00434914592966066,-0.0014192877798149114,0.06846794152366312,0.01838429723555113,0.041308702464636686,0.028037622082676652
IL24,,,,,,-0.014899159322579058,-0.02201130554656464
SORBS1,0.04335105574600824,0.07793039880347959,-0.006426585210788928,-0.015493144200250381,0.003600082317450017,0.0012410942873343077,0.002961839027204172
DLL1,0.047817225353569734,-0.0233112489381482,0.016780616968042984,0.0127401762363621,0.026233094952786737,0.02764784349745976,0.056892424043267775
TLN1,-0.061927933733431494,0.04537204171822345,-0.04145907850684652,0.08136286263488447,0.09326144615307826,0.0059610800579820026,0.013975207074849933
COL2A1,-0.019264558758693394,-0.01998302353908751,,-0.017258872482527676,-0.0064765727882917425,-0.01886425614149005,0.0711620933953907
SHH,,,,-0.013567570833939403,-0.020920377375623595,-0.05299540656409468,0.033540549537149356
PON2,0.04946551582990639,0.013247406127440468,0.07997602504066584,0.08414983834098617,0.07509131560576586,-0.0018698041387006988,0.11547185614341322
ICAM5,,0.03886726773029219,-0.019936822090983408,-0.0337255234174475,-0.04085636695912575,-0.04164724858192267,-0.07025202676995126
HPX,-0.02188226764136661,0.00881629720965963,,-0.025132514023939446,0.09870435268729087,-0.012548197120545855,0.02679644522168744
SFRP2,,-0.017387023807492515,,-0.013774184504900967,-0.04104042660358405,-0.007976318984553055,0.08881214508933777
CD70,,0.08982127137974862,,,,0.05541259467306446,0.04861832304762819
HP,-0.03822517219810795,0.0012554744525289903,,0.03799572630365547,-0.016937531893498413,0.03238905586495424,0.0785786069055608
CXCL2,-0.0308105123670926,0.0032342025360681073,0.09444610924848888,0.05427213388699558,0.027665875711845693,0.033658717148654795,-0.011626988283402025
NPPB,,-0.016871679989464285,,,-0.000660943914447667,-0.027574532216000515,0.016404417759770255
CCK,-0.01919279442849923,0.051766143376165114,0.03922037971734338,-0.08909626347723688,-0.04658000591982745,-0.023792617532001983,0.057941969218471924
SEMA6A,0.04333566094979474,0.019931372069100794,-0.0019312730429528226,0.06335853389089421,0.12781909591603813,-0.007247106085189343,0.022222841436579335
IRAK4,0.007955995140984742,0.035209994218088424,0.022653825716551147,0.0541859971794482,0.05038016295743297,0.10350844769280065,0.0004914858434361157
GSTP1,0.07550808835861281,0.03928725613236619,-0.023447683669217283,0.06178839819702033,0.057442987973604205,-0.034366009093828406,0.06977034178053973
VCAM1,0.015398959790221727,0.009854577113875034,0.08721684442536634,0.04289086370193632,0.020147104337466644,0.05841537542655077,-0.009596482159877743
NXPH3,0.029584540792870914,-0.012921270903359879,0.06569478128115827,-0.03246557026492807,-0.0007404524566007651,-0.009516765354698448,0.027556326168136747
MTMR4,0.008356659609273684,-0.019775145742014427,0.01834771402568224,-0.04433980350666411,0.062055579394354354,-0.043962971078925814,0.053904673289151016
LAMC2,,-0.013242504635480717,,,,0.07384857341816883,-0.028907020436458545
IL10,-0.021304114593264156,-0.0033484274445963473,-0.022184118460985353,0.13558251701283242,0.004125712538217856,0.04411258528155759,0.0790588698468056
SEMA4D,-0.053920807082552126,-0.020858125498128047,-0.018289837381766903,-0.07238762357238138,0.031729139125195586,-0.021149774498530616,0.07072642460243785
TRH,-0.018832530984100492,-0.016818627845519123,,0.007972718193743492,0.04962980306814431,-0.07303119037606698,0.07794071807921735
SEMA6D,0.008733212993668185,-0.015829776970406488,0.011591547915339558,0.03909525766534073,0.10732478386056869,-0.012651055133789465,0.024716944101056085
CEL,,,,,,-0.022562499392188566,-0.024520004604896714
PDCD1LG2,-0.038064934404653854,-0.007672163448399143,-0.005599614601242832,-0.011561082574984076,0.009765329643345264,-0.04755379080593325,0.06717521864400448
SPINT1,0.06455747937291116,0.042252222935080276,0.002753399540361642,-0.01414568919730571,0.013494269285632212,-0.03263766324159727,0.039343049276877824
CTHRC1,0.0327413338861909,-0.007888796332285158,0.03414879666966522,0.07039682770802301,-0.007753454882027954,0.04449987264086013,0.062177499232069756
PODXL,-0.051815872088144456,0.011345201309249283,-0.04122545077765473,0.05818827494940178,-0.01143739328341336,-0.014310398137960475,0.05154724854418731
JAM3,-0.08608548669703539,-0.030988409294967892,-0.05561273368873281,0.0950476912631944,0.05247911057138556,-0.031555424964358265,0.032954211900679715
TGFB2,-0.0715807215092305,-0.005702423430255433,-0.01779151468431841,0.1047121355407872,0.05460643978691523,-0.02717846315543461,0.03479109985253305
COL18A1,-0.00010631094132337185,0.04547129372720564,0.04684908923017658,0.08317807243468696,-0.0009377184934720129,0.020494038720819546,0.04612713129034389
NODAL,-0.013819010158435565,0.03502090038240029,-0.014917756023697984,0.08159627512507266,-0.018990011933240906,0.01626608669811221,0.03414323615258448
INHBB,-0.04516116059882486,-0.030021407191630267,-0.0038727888456627246,0.11270153542710012,0.07963656992227752,-0.04181619921853255,0.01013745537972719
LCN1,,-0.013242507615098178,,-0.01514566170614001,,-0.02369067693438571,-0.025676710731930546
ARF4,-0.020792088371695258,0.011360571038347436,0.01741534096446016,0.06924604469976266,0.022862234148663788,0.005181932242880543,0.03955539563580463
CXCL14,-0.009225377617987291,0.011940899835819361,0.03515021479695677,-0.011086341925849577,-0.03794182208490671,-0.007328507840653442,-0.028749302511552867
LIF,0.05020075917030431,-0.01873212700878688,0.04977273163559565,0.06980798091357324,-0.04458558991810586,-0.04619693228892289,-0.021648077838770742
IL17B,,,,-0.025013285312624704,,-0.020615900967838406,0.05205999678411583
MMP1,,-0.01825698350572772,,,,-0.0036014174791087032,-0.002822460085207733
MATN1,,0.0024315928827186354,,-0.015879196621372892,0.009110084600861974,-0.0298097147428929,0.10848907624119723
ADAM28,-0.03877986660137284,-0.020541464840657258,-0.04784255055744238,0.03767571873090363,0.03254192815372405,-0.06032093259485378,0.04680913413182058
TCN2,0.013967385089566386,-0.007185470102859868,-0.024249020926995914,0.10595043247190018,-0.07443567877302533,0.028300303147146395,0.05898790170561933
THPO,,-0.02265601502398957,,-0.03090299636160533,-0.02192009353534813,,
CUBN,0.017749137331807142,-0.02956343292474202,-0.03593241000931017,0.06945634912712503,-0.008500454389819181,0.03496478062396455,0.012874786693949623
TIMP3,0.056357758361384916,-0.0073685803782468475,-0.05778235028585979,0.043575224329800905,-0.07299983381698871,0.042026583363358835,0.00012116257581936307
PIGF,0.042174805411943385,-0.024851920145986386,0.009367174617543052,0.03851607136224272,0.026404893194163975,0.016757270987496676,0.028839511698472767
CRH,,-0.015515174304279455,-0.0014226614827307182,-0.023290044943791475,-0.029981042099099412,-0.01761119555480595,0.07004157348513226
BDNF,,-0.025973104015355814,-0.016747702747981857,-0.053789394889638686,-0.024687655212085005,-0.04263175269488693,0.06268801742610988
CCL5,-0.04876525335229144,-0.02136401966159764,-0.012074658314722216,0.05256036366914643,0.03913081195796655,0.007096760729915159,0.03929441835386682
GAD1,0.008739351165781771,0.05232415731588667,0.014192220092915252,-0.037222840996620175,-0.0765931401390036,-0.07993625729205722,0.02794130566734774
COL14A1,-0.010393025439975258,0.02653528315520723,-0.023362374565374017,-0.011720140209806667,-0.03591968630385899,0.010370690155809202,-0.03736669392187781
HLA-A,0.05137482210696534,0.01209087897685646,-0.022285608821588365,0.11017463352992388,0.02737880334350232,-0.00213243163163191,-0.0321677362081176
CD5L,-0.03600700592097519,-0.015515172509291969,-0.012613285814083145,,,,
FGF18,,-0.014038426846203366,,,,-0.024372933120359864,-0.008274033293916195
ADM,-0.00963613742515898,-0.044512391025290116,0.0636286784406328,0.03928523427453395,-0.009656840748374779,0.00035277115416616176,-0.12106839222975903
CCL15,,0.04181802942883375,,,,,
GNAI2,-0.0344271359260082,0.006682377150604264,0.0005963813138076924,0.1189094548178612,0.0842616523474794,-0.06094076826929985,-0.029808583628472766
HDC,,,,0.06996988806713085,,,
COL11A1,0.015561882302008069,-0.04498211908484356,0.01749800926899979,-0.027536087862688026,-0.02846568104875252,-0.05377833858488983,0.04258825759222522
NUCB2,0.03215643067619,0.036653807780176226,-0.05761699936479847,0.05078252746967173,-0.020620133281219852,0.04068261758092326,0.0079850863244819
CXCL1,,-0.04063524886462757,-0.004016012723738732,-0.018350434647907806,-0.02973724793615152,0.046187716128532105,-0.06163153446599986
VCAN,0.021852817812660106,-0.031617852832336195,-0.008454975976232966,0.05714956027521889,0.15338285808714522,-0.002296571002161642,0.002397876968413704
MMP7,,-0.0008788108024459669,,-0.011055083991424507,0.015443696151352127,0.06227461650822173,0.00866300513080244
PTPN6,-0.00021044502654136475,0.010866636133916491,-0.005476980295074293,0.07506804811215043,0.09778541015154052,0.08552168917477278,0.09187666654421038
PTGS2,0.09367999888054641,-0.03747805905271914,0.018252859893813093,-0.04858687561994549,-0.05059692359271113,0.030024305311226022,-0.05778500604908731
XCL1,0.03173866323032752,-0.017001854024263418,,,,,
CD58,0.010627233621224799,0.03278459017152089,0.012149343142986777,0.11059341031304329,0.07399705229539949,-0.013459470928439913,0.04592140688979587
TNFSF14,-0.030085014612397477,-0.017131120659891846,-0.020946902467622715,0.04415474096161604,,-0.01949706454954878,-0.04369708678162057
CNTN4,,0.049256158266318094,0.022283313373013404,-0.039254319954922165,-0.033934367627981306,0.016350424482359873,0.038091126340564115
INSL3,,-0.01523052336012868,,,,0.07820675470343316,0.0709454988558785
MFNG,0.007066708433692363,0.06679432375298155,0.0318987409156487,0.06394454224520217,0.002063195263501788,-0.053282375606166686,0.14199627801883802
ICAM1,-0.08368031757505123,0.03919365572948848,-0.0064699479575893995,0.07963956168890733,-0.013028316973177932,0.04988402570999489,0.003435823441512359
PROS1,-0.029359387803231957,-0.011371441961828956,0.03681367076765245,0.09126454585499261,0.0028608492842060592,-0.026593830300086004,0.05061966331139732
CLCF1,0.05255229456008297,-0.0029339943707076656,0.04362906350407704,0.012564532646355849,-0.05915537773196478,0.06179681588288224,0.04053441214848875
PSAP,-0.11369878220083651,-0.03972431083134372,-0.04588339623714678,-0.0485876770863587,-0.0925691219524118,-0.04953140542918703,0.05569650356177784
EFEMP1,-0.05045966027642793,-0.004303810260853981,0.038876230125559054,0.07813008669485005,0.02735183700198637,-0.06398545974252451,0.05650849263511742
C1QTNF1,0.061544852032919206,-0.011414770108379966,0.021841745833220336,0.099296255746967,-0.044199656449254936,-0.02049818175091197,-0.011021098512960079
ALB,0.02247571277259636,-0.023546786554119223,-0.027631971455692374,-0.018543512496775126,-0.017602518434387666,-0.032141796475073106,0.0596929401764615
CCL13,,,,,,-0.014473275295148361,
EFNA3,0.02567209676941197,-0.020990854411797235,0.10150230502678462,-0.06268499714867709,0.03585401779727401,0.007671541432696817,0.03150278413059145
DRAXIN,0.003110321636429041,0.029375633198944737,-0.03334435957620974,0.07397811244527132,-0.005533321803214119,0.0013409665897517035,-0.07124451103521166
RAET1L,,-0.011864725614661788,,,,,0.005441665380396118
NPTX2,-0.026254401214940083,0.03794851221094737,0.052682685817690825,-0.07770107754657556,0.01107613411153806,0.06999667584534998,0.15661016387182683
FGF11,0.01647360252615752,-0.008778132932983908,0.03599535939224151,0.07668244801598792,0.030846408534997198,-0.01407466354547072,-0.003385409939458234
CD59,0.005066225302705028,0.035226335548041394,-0.024073232146392357,-0.00289986410916992,-0.11546582110291431,0.001067704702791161,0.06649838240077935
COL9A2,0.03810059451564099,0.022165447771674316,0.007675018158687555,0.07053734929594552,0.00046021529968188465,-0.019947482290182488,0.06797570651391913
DLL3,-0.08688695592642667,0.014370472983930125,0.014865621278458077,0.0040155265565214125,0.014646283476597403,-0.024018704827869043,0.05658783715047106
FGF5,,,,-0.014766094611332858,,,
LIN7C,-0.016836718165990992,-0.0013403753700579185,-0.0067485711048010585,0.0692248574157683,-0.019879431667861325,0.016646236332666382,-0.037868256246193936
GDF7,-0.01904967279390258,0.008813834426968162,0.09186829752877891,0.050137999694674786,,,-0.003473767431621443
PSPN,-0.005308005142304375,0.004393286588788519,0.0006936277908816207,0.10711379865329937,0.028915127168229818,0.04548883827563519,0.022345562850978204
ANGPT1,0.005767378442680085,0.009138759568648387,-0.014312219717836692,0.0942029236070185,0.031835677812325776,0.10254457106433605,0.03693079754507063
PNOC,0.04453670640288035,0.024014401783273256,0.018977020131059372,-0.06251827700475127,-0.028059072637813324,,-0.0056128058870521386
L1CAM,-0.028606020171372207,0.05189118410224241,0.04671518981629793,-0.040909870633338424,-0.0852508929922802,-0.06373815977886556,-0.0056224492632002965
APOA1,0.08523423593050694,0.019671771054031065,0.028605542104651372,-0.031601675806642776,-0.030741079608115698,-0.0538878551591051,-0.03605585200846373
PSEN1,-0.015904401822519995,0.07857954434371989,0.02615217438992089,0.019407273450876207,0.05481495040363561,0.024430476024521794,-0.0025196934839380332
CALM2,0.024836770989168633,0.11699443776512027,-0.07789015108624497,-0.10408191513196147,-0.05376556811214497,-0.077297720901254,0.07698671907858183
CLEC2B,-0.0357148222228693,-0.018265774686724814,0.017155473421954857,0.10411803731452492,0.021096410796300136,0.005374255408029331,0.03732158597752456
NTNG1,0.022990092508021462,0.008662076544191958,-0.03897361876045525,0.024779575347887033,0.030988001641654335,0.017595851190593988,0.11314810579458116
LRIG1,0.04428888524418883,-0.03866742640176068,-0.025294044392319626,0.08164024625846639,0.15041219134297137,-0.012759226751657568,0.08971499463001553
CPAMD8,-0.016762077204837755,-0.009402857685864593,,-0.013357919746441736,-0.01525052769733825,,0.009257418943497945
GHRL,-0.009413748593005302,-0.010502899375021043,0.06705991625626108,0.027388698048036862,-0.027975973614738373,,
NPY,-0.024590621452421597,0.04024225456725891,-0.004421228585415877,-0.06056030318034055,0.04367146425308024,0.04716389934571807,0.04818693332360215
MMP2,-0.01544233216185801,-0.0011599138163022387,0.05692691085908752,0.06504331919534495,0.1085001129978797,-0.053703568408995185,0.0062757983581481665
PPY,,-0.020006272050057547,,,,0.01697200527754296,0.056256814261316665
ALKAL2,-0.025101348545282495,-0.02225042916989559,-0.01412313396781815,0.08500858397143761,0.024427581180944187,-0.01667882438741473,0.007886667808656045
CSF1,0.006098189134459096,0.021792401966047193,0.011836991665197714,0.05604258646825621,0.011695873350510255,0.013976865470931361,-0.026095435129031664
SEMA4C,0.05786800009288512,0.04261044911735968,0.010786174290606867,0.015441186857491405,0.07998870341869631,-0.02350424872040468,0.020792263280990035
ICAM2,-0.042069343966108244,0.01916162584687122,-0.07689026744455851,0.03370206102752274,-0.016002404518340486,-0.0012358622676234123,0.10610877138938793
SYTL3,-0.034899676995395375,-0.03324985730039396,-0.008596054051742432,-0.004542847063284039,0.08271372091884693,0.0714085156176158,0.07260883947305094
IL1A,0.0746759837913381,0.0034426359393003956,0.00697258110807863,0.021575517537293077,-0.026375750382371117,0.15421363235648497,-0.0246050546546924
HLA-G,,-0.018256979638381375,,,,0.026692344032277174,0.034442943944570856
PGF,0.09638769916244616,-0.014770502446945215,0.04832448601681846,0.09199599545887155,0.010889903242250741,0.059493235676334216,0.0861892539359724
LGALS8,0.013097500930267073,-0.02513191704339233,-0.04821678031214573,-0.013495485389976527,-0.009745554508497142,-0.0034631238144311907,-0.008324108194925274
DKK3,0.002017577772639291,0.04675924779022565,-0.020319233700938646,-0.07320969628760814,-0.09043146147890117,0.00012148998680047322,0.03657956351043265
COL16A1,0.12623985305545418,0.05106403610043334,0.0700057053250802,0.009684964060504314,0.15474731564024743,0.015359709871726308,0.024176890928964904
TPH1,-0.031226872937507477,-0.013405259716452936,,0.03211214514040818,0.0009040958758388335,-0.035067556116371676,-0.0409101676532116
TNC,0.043290895656247906,0.002444741333735499,-0.02538350220659667,0.10408023302972032,0.12250622265250552,-0.025313230166785262,0.024541125784721243
TNFSF9,0.09429449649790916,-0.023837458103791356,0.03147572760781799,0.006141396608714273,0.016256471646961805,-0.0355715688800834,0.013955435253784678
C4A,,,-0.013917715477289563,,-0.02318891044700695,-0.016113326669159378,
CNTN2,-0.037851281003697716,0.05433332456961544,-0.02925185770699142,-0.035143677255482064,0.052113490033312025,0.026353850998300652,0.031134562516481945
F7,,-0.013077841162218627,,0.04373321530000751,,-0.020301861279901957,
LUM,-0.005248831332818663,-0.00937635119676094,0.04449797139247709,0.07887575636317319,-0.019826508353560538,0.0019342670023866537,0.11767982095977494
IZUMO1,-0.016016688168280734,,,,,,
BTC,,-0.011864720672622247,-0.021778752805749618,,,0.045502620514971094,0.04916441554075082
APOC1,-0.10209156481136011,-0.003906738329964981,0.0025679707728028843,0.09002060705860557,0.07602351024257904,-0.09189569992687581,0.0964659224131618
PKM,0.053923716295387704,0.001246956621851948,-0.012629972467523265,0.034717106296927785,0.02956240235214244,-0.016062638713218336,-0.09790592828666687
