,MGH258,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
COL4A4,0.059018643344960306,0.10122201987950442,0.005294334228900864,-0.014470626017897264,-0.017297853200340003,-0.013662890617051088,-0.019508340837772923,,0.0528004836240116,,0.02209022608315604,,0.00184600251474607,-0.0022433195343835293
TAC1,0.003092286181653671,-0.03120506012615655,0.0013165564210836193,-0.04278970164946553,-0.026158879781109926,-0.0032006927888528734,-0.003820198420544074,0.16806592346179886,0.04240333214295875,,-0.025580214067182718,0.06872799508576272,-0.01813097409099953,0.09216066170386278
RARRES2,0.0010941272376849788,0.034014956099933075,-0.012340477608959082,0.05053063420821965,0.0719188717109263,-0.0347399131216573,-0.02567475380851572,0.0007363355513999385,-0.02950463670340417,0.01257678171287368,-0.044713126478657855,0.010037408939039788,-0.06700406928388158,0.09070114554861988
FGF7,-0.007934049054437347,-0.010554814752963585,-0.04458711108834876,0.07015241683633573,-0.03388942882800449,0.01829188149570816,-0.02662852247730648,-0.009121783541727154,-0.01156354766366836,-0.11823434758421293,-0.024145002948672944,0.01784483720133481,0.007405492789042338,-0.04502555446398752
HBEGF,-0.01591174896710979,0.0029873561120173178,0.0781041883167315,0.09573330226804196,0.06158791882783918,-0.029069178868722994,-0.026222364770394413,-0.01179558493455258,-0.04688164200356906,-0.040228144217256886,0.05056734193901563,-0.017573293058044417,0.005884493853702674,0.07853265567883512
CSF3,,-0.024449436374920093,0.007184542169429605,,-0.018300795743629465,,,,,,-0.02125604383401487,0.044708595901732595,-0.014520838451074257,0.05849771724988542
PI3,,-0.04219234566856505,0.0017916255035633029,,0.017930504708315545,,,,,-0.06714763595154304,-0.0370947209013151,,-0.0315489578785332,0.05705608412298365
PCSK1N,0.0285581980202253,0.04444979445962475,0.021518621320868486,0.030260740926870575,0.025387204763051906,-0.020600348254757844,-0.054643233606916954,0.08265119275511042,0.03775004952897001,0.04265003406217797,0.023781414829701086,0.006006052173784454,-0.009020671474649366,-0.02556947242868017
NTS,,,-0.02452370334241811,-0.017665346523283998,-0.0058223536359459606,-0.015608264320693234,-0.0029296365116546603,-0.017847604331126542,,,0.03163962893417023,,0.01785631065347661,
SFRP1,-0.029027411575227927,-0.0178981869906929,0.014649257697654376,0.00943851227070134,-0.04580607038735371,0.035265045394894695,-0.013920452277209104,-0.02140560757509806,0.005998529418529492,0.03063813413859769,0.05719316176509239,-0.026456603787562063,-0.02100369755446135,0.004985669931249778
CXCL13,,,0.00283450737416869,,,,,,,,-0.03467303078819964,,,0.025033858045590673
MICA,-0.007043468972931802,-0.052016041207509744,0.04515658936778433,0.05493749091011051,0.021125904892973457,-0.02991127275031608,-0.038436636023086425,0.0037043921698744543,0.03262406339348154,0.008471316506230306,-0.010736772693870737,-0.04654097516323174,0.005888831517969817,0.05888275137631182
TG,-0.02310426575982453,-0.019314979448674503,0.001083867610210792,0.10841050498764539,0.10384019480891496,-0.013184326953647869,-0.010074170760310875,,0.03179778182189147,0.041266689819985984,0.025731405158060792,,0.12111520301098083,-0.004206693927522751
ADA,-0.05305508942437976,-0.010986848208024777,-0.0007829667133077287,0.06619357945905313,0.0240275717950154,-0.0017473831741993903,-0.01636126348009664,-0.037938580188995326,0.01888686080654323,0.04438306758169691,0.09842243461516392,0.1407401248191349,0.05341764611097895,-0.04473066539711573
LAMC3,0.0175012480410195,0.022751060356056545,-0.01578250732905325,0.09274021499741077,0.011435505963923067,0.040109693581086577,-0.004454995960730982,0.0389396009094282,0.03396029217618463,0.06862745886539964,0.04792262949373655,-0.054993923107098996,0.08869402901005834,-0.0013915039010946497
CCL7,,-0.013964699281282958,-0.013995104322795257,,,,,,,,,,-0.015216431123748103,0.02664652084170157
NGF,,-0.03199669280507986,-0.03725753169593642,-0.019457974309456744,,,,0.09990609726544973,,,-0.0031402577009584033,,-0.02748159279365639,0.05679390719495789
TNFSF15,,-0.015550375654401247,0.09038388459661764,-0.023626246642882827,,,,,,,-0.013199638299676601,,-0.04020444549766263,0.004791429058179936
HMGB1,-0.002756354340130915,0.025436673075375893,-0.03362238277768476,0.007862171779233772,0.04859344272968547,0.006279512543460727,-0.025102068933254385,0.03812735207030565,0.05407443775303641,-0.033395023035371375,0.08863591139605859,-0.031940967885548274,-0.03371830158025325,-0.006576776082650236
ITGB3BP,-0.05448432162016675,0.017921711477366226,0.029820578329658155,0.1216709690252397,0.036321626094487275,-0.01104095850031965,-0.025861266573683515,0.025445492760535107,-0.009552674668732355,0.05259171984186858,0.03450569275203336,-0.02175036234766945,0.006806240555888577,-0.010651689065804706
AANAT,,0.006144678820073281,-0.02328662655655989,,0.00728213095499171,-0.011856742278862074,0.03668121969662569,-0.016779383898649105,0.010317867783045958,-0.057127286324109676,,,-0.016099618687247724,0.07685878400969835
RELN,0.005676250897399799,0.047292224041855124,0.01114061321633015,-0.02585146910488014,0.06828769403071688,0.017182322856129133,0.01820122702966817,0.05348773018817779,-0.024109155868052394,,-0.015943732590478505,-0.050723723678945835,,0.05777784084482042
IL15,-0.03449308424209582,0.03552509761141278,-0.05097177272813834,-0.01681147905054421,0.012753247493463004,0.004282610503384621,0.009673462433582497,-0.03438470554766586,-0.02019727593692603,-0.06584513484140447,0.01351133179443536,-0.0295904148103847,0.023192581202769038,-0.008014058256748766
UTS2,,,,,0.005252041261315574,,,,,-0.026070554597387947,,,,
BSG,0.018608214715471295,-0.016322613111341696,0.000989448952621254,0.06375924084364866,0.022898904515450548,0.00117240451370799,-0.0062292535121057525,0.047161054066445204,-0.04295869590395074,-0.018043406480304305,0.0015176991648382496,0.01151170487048012,0.054127080733230526,0.006096350809661033
ADAMTS3,-0.0383148717201199,0.02772334317221007,0.01395493332689129,0.0004085713787140923,0.08782374829938361,-0.0063317845036899014,-0.05767043862676209,-0.026943747819053915,-0.033561354091019985,-0.07115208036800087,0.039709847631748826,-0.003609384719378327,0.08970294354444008,0.054919437483086114
CD34,-0.01750077546130203,-0.021881723418174993,0.005747573291431204,0.04235760602125923,0.015705641698353034,0.01970070542364807,-0.021726967817755502,-0.0023419273867377024,0.05977853953024039,0.023643458209781552,0.002228205981276993,0.002597200148362776,0.049895458522318414,0.06243269219629522
CCL23,,,,,-0.018783270768723534,,,,,,,,,
PLAT,-0.003468081666024885,0.07309640159598767,0.03943959320086733,0.08083173203355848,0.03274335972684348,0.030748419594434858,-0.029923614075627172,-0.0015521740986326616,0.06563957300552573,0.03873331721213085,0.08957056957195818,0.04086777130819359,0.06621274012492909,0.014645713870749779
NTF3,,,,,,,-0.0029073220648735618,,,,-0.06625297921654033,,,
LTA,,-0.0018642271022322062,,,,-0.011419278480337938,,,-0.0201972784300872,,,,0.05601298902148901,
CKLF,0.025862802774488255,-0.004381762845208686,-0.03196813809795944,0.053627817981477165,0.009937031981808161,-0.050945482844619756,0.032863451503058104,0.0027739199271021,0.01920359896115801,0.005458416398840655,0.048435474367705365,-0.01511825007339932,0.03991503877530503,-0.04161681469558166
CD24,0.030291342738489897,0.08988598313973961,-0.044758701709172746,0.09033224951691463,0.008419955387921436,-0.05454266192868876,-0.025793340965153656,0.036223503836731626,-0.011897564175728386,-0.09544003256281716,-0.01711539856278086,0.04894211043276879,-0.027237351317237455,0.07453766409890171
HSP90AA1,0.09011466553488276,0.02005981309934064,0.0010690821674211994,-0.07086127995344646,-0.022244806559200508,-0.03518836385611258,0.03424410766649521,0.09313585757638822,0.006889837468776601,-0.027104238153423058,0.013845095717076518,-0.06061363521188205,-0.05585695261029707,-0.0032122256059569504
BMP4,0.01629628214377868,0.0019463722945893803,-0.028170966311493992,0.09130201979524827,-0.0416845365188941,-0.023105244267769883,-0.025585264104431304,0.09647206191086624,-0.017210167286733007,-0.04317566070853671,0.018831701149550958,,0.02926836060446263,0.01550587923090742
SCGB3A1,,,-0.0014845781943533204,-0.02146015034111028,,,0.13444699523722714,0.04289716704773145,-0.014093393790678362,-0.0472589624085115,0.08617326667131546,,0.06409684635236147,0.007025027706081533
IGFBP4,0.022909837780004643,0.024610899246876056,0.04299975068249815,0.10432633997365454,0.05723388916404849,0.0030986011358217725,0.0057053164897025435,-0.025384797636735814,0.036303710551303915,-0.020644990625498894,0.026894766293290174,0.02298599738401847,0.05127186377230043,0.00600086284525188
RSPO4,,0.039305805767348725,0.05002048281051856,,,-0.013281316060611944,0.047013386771830236,,-0.028016804877015248,,-0.018460467690813387,,-0.028577376071721595,0.01955896746691224
LEFTY2,-0.022875827452995615,0.10200466323503131,-0.026607257972623238,0.10065944648196122,0.01796208130258911,0.05275684959711965,-0.010740764028967736,0.15827074165423524,-0.02493331466612254,0.01003570923620107,-0.02510501645304191,-0.045816482145424046,-0.03168074965212879,-0.028065187029847224
PF4,,-0.012183925001938701,,,,,,,,,,,-0.021667655468211224,-0.03320639753281116
ANGPTL2,-0.01280297680583339,0.044429779432796516,-0.07031404427979628,0.0950987005895765,0.07090396141492539,-0.00032551034141423634,0.04626808939481374,0.006938603585316555,0.0004894473633321587,-0.019578180024411744,0.055245970670927916,-0.014491914921928572,0.07290075666279935,-0.03611763767921364
LRIG2,0.052330477495002775,-0.033643552524278864,-0.06511222944995892,0.053000904857185574,0.007424646399252215,-0.005172775494682224,-0.03813769297032131,0.04606489075151774,-0.005964933895068852,-0.0018034056996710803,0.0018110001896625657,0.02135262231374644,0.0214730224173271,-0.012004390389987357
ICOSLG,-0.044510574045489956,0.009153431770856087,0.021121072220033205,0.039872079240961214,0.06172665220215801,0.01899419815380778,-0.018589819441668598,-0.05256853422506201,-0.042258924913588576,-0.09094180620505594,0.022531215109546848,0.035365297767938515,0.036023976903292926,-0.04176094088264132
WIF1,,,0.02706156394664069,-0.06791516368925803,0.03859813177013723,-0.010248877026937876,-0.018432894335573876,0.27280962151337973,0.009241325390496609,,-0.01716079283469864,0.03723268106148467,,0.005725448288983232
NPPC,0.00418208595530178,-0.01890027231220009,-0.02977070463210103,-0.021950817865269045,0.011055193126750825,0.0757241198049697,0.007646619631519747,-0.04431056876678315,-0.057042602696928804,0.025838366967146427,-0.04041769321618664,-0.02999928917294117,,0.061814477537990783
LYZ,-0.05277270290679232,-0.044914025111790386,-0.006842597270273834,0.03852615715092043,0.058333278479385936,-0.0013404320321766887,-0.04220541322882997,-0.06318238923043709,-0.022424390812745342,0.1177350620081883,0.040141768287790286,-0.042110669223568056,0.00714850807532922,-0.008252136678425658
EREG,,,-0.0100962150152353,,,,,0.011323733388265535,,,-0.022992823753694432,,-0.03272317877544297,-0.009393215753455638
SPTAN1,0.005641943617264302,0.008512072997832439,-0.007127856495392192,-0.009615186610824458,-0.024526102123334812,-0.000656743291303011,-0.009823901184849281,0.10229063078442409,0.008212895031901387,0.03500982348683925,0.010525152896209694,0.0064623593410056655,0.05939673097953124,-0.031075675462548497
PTH2,,,,,,,,,,,-0.0031382545316049042,,,
LIPC,0.034804757588306076,-0.02189542065496352,0.05739735707901919,-0.026070293319259717,-0.007237295363002046,-0.01247314654767921,,-0.03288239168084193,-0.031728035672677374,0.06522776602221765,,,-0.02739611767007925,-0.05178338925180942
COL8A1,0.007715982393089547,-0.0026648868101806452,0.008887050038019846,0.10390586768001854,-0.009620870799690038,0.06597834817543606,0.008690483109969631,-0.03721684053021805,0.009990829736481579,-0.025763523572582405,-0.023645550058952986,0.03991857877254695,-0.026976056299380748,0.07220265071545597
GSTM2,-0.03283116167792454,0.013000168849001263,-0.03922238554705199,0.038207853931786016,0.017482937802161185,-0.03157689902413243,0.01206829235503374,-0.02920177628067257,-0.04920257164101756,-0.04109067798821246,-0.008699435330831872,-0.01383675256995991,-0.00014414366234957764,0.09833161581305043
IL4,,,,,,,,,,-0.04068860461099057,,,,
SPX,-0.010700078573846042,-0.03587810827384311,0.04566647411359519,-0.05514631770923561,-0.0202245129426422,-0.03717765376168761,-0.03489547719521154,-0.0332928287109819,-0.014573477579881536,,-0.04543020570890702,-0.01346965150044029,0.0400624029367022,-0.007764322809362009
MFGE8,-0.0002479742522976774,0.015471930124192231,-0.007275092019000954,0.04269081082112298,-0.018996306108707225,0.023448940499349195,-0.026146898874378505,0.020148582317128745,0.004405612941079769,-0.018905904982993316,0.00037794195716941905,0.052488113368534595,0.05288435889051199,0.0475144085476393
TGFA,-0.01615140201141155,0.033361687174544456,-0.028806425761903825,0.07248721172043972,0.04131528344678058,-0.0031104206708344653,0.07248006485992635,-0.030393207497464075,-0.012015588124031487,-0.029006342807986103,0.03190905043373476,0.04105486891312638,0.03556429970229318,0.0481498512932158
SLIT2,-0.0237776398327615,-0.01928939095836128,0.014663931753901046,0.0543587942021955,-0.01781389984706637,0.034060721064464165,0.0058204642573528725,0.08861371457716852,-0.021826476497344892,0.1665145559267817,0.06658223429053138,-0.043837414498082546,-0.02145829168565987,0.07614699366479451
PLTP,0.020651371976622254,-0.03397864665139409,0.014553569295270666,0.03832384899257502,0.08770637184372572,-0.05107361258369813,0.016154800612362654,-0.07510730583734612,0.009706185622020316,0.03204495528532101,-0.006098819679629558,0.013028723329643355,0.02449878359690432,-0.06391511837000752
APOD,0.03617075947505221,-0.007866074926599256,-0.017523099795762827,-0.01851796009156119,-0.04645414827610479,-0.07268001488836094,-0.042549285243572835,-0.053726028574314376,-0.025903040390204322,0.02599676343896988,0.08942970600820214,0.08776627378491421,-0.06826535370402642,-0.03408646688537297
B2M,-0.012564839425207794,0.03417754517433347,-0.010865192047319836,0.0760733114632113,0.03485947364444098,-0.06561274689414268,0.030716583352924997,-0.09220764471143227,-0.0013871203100557338,-0.03208818809936802,0.07239714142226618,0.043977374585003524,0.03997368625238235,-0.0984162531015443
OMG,0.03886930253990981,0.010010751466551678,-0.04022770076421627,-0.05508771176645156,-0.037844087416007116,-0.0303344926615398,-0.0143394906071407,-0.04294157007863578,0.020808790923021424,-0.05450523582005505,0.028541297040202782,-0.0056988385096534006,0.06972556713682204,-0.013184871565726739
CXCL3,-0.018605938494795676,0.021676021165816323,0.0011567969883622838,,-0.02167396937317217,-0.0005409506938460231,-0.010478995898708616,-0.025846168001811057,-0.014545697921886348,0.16734398868345635,-0.051785261176714406,-0.014824703904902524,0.06581163869878412,-0.021369248108428923
CXCL10,-0.043631390054451935,0.029128569931174048,0.020160468098703133,0.12421206087422437,0.021727729014055605,-0.04534466150318138,0.056250300888181747,-0.04073234335380175,-0.023114874285674606,0.02172307819105012,0.08224783987207505,,0.04012291018236953,-0.03112881870598011
RSPO3,,-0.014149251918584758,0.041653565384846394,0.03927136993801271,-0.02710670428782716,-0.006497727607891589,-0.025446183359278843,-0.025653701363150375,0.03049528485236438,,0.01963502478674097,-0.011592942154629223,-0.015441702162683278,0.02943763060047472
CORT,-0.02310427059455823,0.005491653400900253,-0.037608242820565664,-0.0007646521825892254,0.007122227189664008,-0.038428853581158856,0.059006365378083306,-0.020683715874620864,0.031419035159550045,,-0.03070223362797584,0.063480765848599,,
NCAN,-0.022130982939987373,-0.031524342754721574,0.02075751499214539,0.05414151689209067,0.03550548323650471,0.06451538313297167,0.00800715286679659,0.07551094277825046,0.039070370348349266,-0.08573902480321659,0.053172271896347406,0.055395318759096264,0.10481047451195562,0.024995284114643575
PRG4,,-0.013964701457474044,-0.0221870761588881,,-0.02348177044923477,-0.016972994677272625,,,0.0010004944258850304,,0.041767426085386465,,-0.0103853718011968,0.08787626399252636
ZG16B,,0.03773775573911417,,,0.1569392385067095,0.020864811068889082,,,,,,,-0.019254140762713895,-0.028328462737365712
TGM2,0.0070121958269903075,0.036691636730910186,0.004493562773530066,-0.042415821754656115,0.005745648749619133,0.01064996118136892,0.024793763627100236,-0.024237060889112455,-0.019503840445826457,0.00625250641920556,0.03211702223316976,0.03322960826341491,0.0446546889547616,0.05331689403089351
VEGFC,-0.02310427208216921,0.15671499820524537,-0.011273291557433542,-0.012382990336414181,-0.005391365038072705,-0.00077881395689692,0.00500572692976214,-0.020746698803934184,-0.01813630188657964,0.004395394813619419,0.027990796236689423,,-0.0073902165997368355,0.0335695845889416
WNT6,,-0.019314980250642697,0.019485066523551774,-0.01724339752160151,-0.023091246432033356,0.0634397709849977,,,-0.015828448459105218,0.0607818540306535,-0.024500053355816485,,0.011860608742040544,0.007688358876589785
NRG4,,-0.016995680501206787,0.03893202425938504,-0.02110910620785783,-0.02924803473721781,0.01562535864363877,-0.02367882990678985,-0.023113050098499198,0.010376850197130376,,0.1585191150411949,,-0.01544170389332968,-0.009100835840930436
PMCH,,-0.023549171113516225,,,,-0.013281315419644994,,,,,-0.014035573300032798,,0.048001346130819196,-0.027053270253621035
COL9A1,0.01463699759498116,-0.017750747841420868,0.043753114493524314,0.12073250519114978,0.12231981843124598,-0.02431857612808963,0.036113879832510735,0.35902424841181174,-0.024109165115446293,-0.02032488956633159,0.04201244004590971,,0.12384358989627836,0.026259768911316404
GDF11,0.013420151297080287,0.0512494239009862,-0.04412409979367987,0.034561911302959866,0.03908218852247276,0.024240437677465747,-0.009398542432114576,0.03317039344982263,-0.015067374359765622,0.046309014701191566,0.01069785714010618,-0.02919914602213179,0.04864896199913595,-0.0007268454051334307
RAET1E,,,,,,,,,,,,,0.0318919323585562,
IL24,,,,,,,,,,,,,,0.0314811233210626
SORBS1,0.04258295021663514,0.033729768634616464,-0.026908259220338158,0.01740079555357453,-0.060291225761709276,0.027411329045438183,-0.023890020088431507,0.056206288467574604,-0.009184734499952038,-0.04780503051343144,0.011236460992641169,0.008649182834569811,0.018514711413640708,0.020464454221472375
DLL1,0.00047531450030465936,0.04202652372793221,-0.01923121650509654,0.07514075931549109,0.009499748472853902,0.010707649649675004,-0.0032464824120556615,-0.00016990216898797857,-0.0423984772768434,0.018102228486979708,-0.013555306311608468,0.043499491139579904,0.012604017176771568,0.01036793055369775
TLN1,0.06267938289956164,-0.03752150410677079,-0.0102947290382472,0.06556421591343058,-0.010438923039234778,-0.03139842981096077,0.02127969850154806,-0.08370016018236817,-0.01909653059151952,-0.04536244262739271,0.021169753870666788,-0.05963782722468107,0.016258264413615286,0.01467365981888806
COL2A1,-0.021700818796096578,,-0.019816424829150425,-0.018681075226508272,0.048645720960313076,,,,0.09765512338930374,,0.07104977288565344,,-0.022472895797923713,0.03804134868812862
SHH,,-0.014511617623709923,0.01863827736941958,-0.020390468887534256,-0.017038379250659843,-0.022081472683328794,0.08987433344678003,,-0.01409339255882801,0.009448456374923272,-0.020096152680479457,,0.08601582747252291,0.005475463911771773
PON2,0.06693433220475899,0.05773099949684498,-0.043349583689057794,0.047421996276607634,0.03312512637447232,0.014138237376612682,-0.03434372976198967,0.00562339038046269,0.0042267269220850915,-0.004739876282132523,0.013654757594041065,-0.008257865597778562,-0.014211735054857845,0.04048633455904263
ICAM5,,-0.02261738604573429,0.007728828791440128,-0.007630754510328286,0.015867876512625563,0.05034851434263856,0.053643471973324613,0.08654305318425592,0.0965472014424103,,-0.011900448227217022,-0.0445428915938462,0.004659229878845238,0.015350525206096692
HPX,-0.024649571831937025,-0.0270277340046671,-0.01996817722293572,-0.01724339868479037,-0.005143039404605541,-0.017806482387427852,-0.009795389607665647,,0.006426067763546139,-0.08765952377382048,0.030984166480547064,,0.09605032031177005,-0.019288213040482192
SFRP2,,0.0010440427833189755,,-0.031106851385935285,-0.01729784810675072,-0.014840538655564195,-0.019290185635040643,-0.04831359746854913,0.02295871947818766,-0.04068862855966361,0.05274921232154826,-0.05106097342083115,0.017435961074628626,0.006001393113923659
CFC1,,,,-0.02913712387835634,,-0.011419279170463925,,-0.01885945163526963,,,,,,0.05238639092817307
CD70,,0.01507369030677158,,,,-0.021300953910711646,,,,,0.0411539952448579,,-0.023559109392807667,0.0770724981575837
HP,-0.04305925433907995,-0.05413602746543932,0.1166300950781387,,0.001835331774901167,0.006452126998499792,-0.011852901662342671,0.009552362021785606,0.014343279915994205,-0.05893765898851741,-0.015354925402277978,,0.01309779974600739,0.07663389379253843
CXCL2,0.03174741230423577,0.004315140299049488,0.0038688358519171446,-0.026650419144368227,0.015935609877811018,0.010928600189703644,-0.01361319274596327,-0.04887047850300996,-0.02789421114318484,-0.057609813390628414,-0.04134262570437351,-0.010990944288998578,0.003516297888434682,0.004656002144575869
NPPB,,0.015604301928108799,,,,0.21195148623458965,,,-0.018136303205684885,,-0.020977614938758753,,-0.01566388885381682,
CCK,0.03358442245958442,0.044525271012377576,-0.016467997503215447,-0.06969344818154434,0.0038561994892788356,-0.0012162992335914208,0.009839154228779779,0.0955988168206374,0.014982106491869476,,-0.034789924019611534,0.0004038652895598206,0.041581958431847595,-0.023612835965763343
SEMA6A,-0.018181012493879545,-0.034464955919225916,0.010632647678373793,0.0746844931947945,0.033260766356674784,0.010585730576512752,0.01777442393145846,-0.0624536096980599,0.016892421188283206,-0.007566289840579689,0.017575883439145297,0.007674780758458506,0.0346359553113217,0.029856538438833354
IRAK4,0.005867077677533518,-0.02107038636733203,-0.0046927646286765295,0.13344961061746333,0.016265751037149452,0.056595629760530404,0.030581590417456728,0.04648506737590515,-0.005760287677093298,0.01735789466106064,0.011544975598451626,-0.07225403553794821,0.1286090612382227,0.009742524807307003
GSTP1,0.037123357538034744,0.0027510481223571516,-0.0222604814482713,0.10023853873409976,0.029062619492948975,-0.010937436218503146,0.021342313546091028,-0.05799767474312132,-0.044242341985521225,0.03212512752909173,0.026187364742172793,-0.055772179751658955,-0.031066377890734583,-0.041886364998898154
VCAM1,0.015830113004831916,-0.043255679146088924,-0.0014294366776822643,0.16344208791608172,0.02865454282918341,-0.06413175360659483,-0.037554069852065254,0.006435845861164063,-0.010583320359123037,0.03676355049611168,-0.08125520124147398,0.12270162017115298,0.02486226060419954,0.04783284527759389
NXPH3,0.07324152245362693,0.0390766301357819,0.08433930714100697,0.0013630142283866426,0.0051688173879222265,0.01644451164333976,-0.012561042017419666,0.10233420675526529,0.06842788344199048,0.0061572113731597385,-0.028436050908851675,-0.02311832548296347,0.01955144442213687,-0.0070911072048192945
MTMR4,0.057282708037396254,-0.000784582200136819,-0.03840307897322675,-0.035257738078110855,0.02605860617743633,-0.013400046084712975,-0.007533227928473629,0.0764251398952097,0.04532977153889027,-0.06295680880035547,-0.005924283761433941,0.0027391343767760087,0.051669317389951105,0.03379908316121143
LAMC2,,-0.03243601313779636,,0.025097397303345467,,-0.01258785867723266,,,,,0.20282507401860872,,0.026817922319155602,0.008292925652643321
IL10,0.05722549829759497,-0.0283541892731556,0.07086847353094912,,0.011248866281541498,-0.03935791722875138,,0.0010143980277810324,-0.01623456981919217,0.011189501048696232,0.012308803847964045,,-0.03525087191697473,-0.04404459918944002
SEMA4D,-0.026688649236059295,0.012638303075983915,-0.002465100091525481,-0.004223600824370327,-0.06574491795902686,0.042851678993495866,-0.009438613982420655,-0.01680937957804294,-0.008456477053171752,0.004632268191394535,-0.03516784669189087,-0.0211119349173788,0.016940388329442238,0.07026741393917829
