,UKF243,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
LAMC3,0.008883571898354517,0.10095324423140936,0.019073750282761166,-0.015201564010948826,-0.044847475679760475,-0.006234522513467215,-0.03386622007380269,-0.03330304896221206,0.07791822842647748,0.026577860038988568,-0.008335099047777864,-0.03993305914360055,0.016826748793710655,-0.0129962713805387,0.022581525195095733,-0.10088726791924114
CCL7,,,-0.01036756340398213,0.012225663322633668,,,,,,,,,,,-0.012045422757974116,-0.02128337965432223
NGF,-0.033176920751362214,,0.02494573153141519,-0.023265923491526275,-0.014194966305757341,,,,-0.023173332683296858,,,0.027990961785873496,,0.012845589799949389,0.09775815289774387,-0.014852618213583909
TNFSF15,-0.041043991562155976,,-0.011544788921364697,-0.01613835175932151,-0.01723580110105499,,,,,,0.04915161774523968,0.01827415460950917,,-0.01427536359396378,0.02885552434134029,-0.02964835986689787
HMGB1,-0.05653379722976965,-0.022147654529483734,0.04192506754105029,0.012337879180782673,0.03957992517571501,0.08228467467785143,-0.0299586457794016,0.02764360151059678,0.030995724584088526,0.02642516893982797,0.03567679631520765,0.0877443047476604,0.019317609381743938,-0.01529387110576928,-0.028207223844988756,0.0681279202444391
ITGB3BP,-0.005407365545267399,0.031980010156440294,-0.05136578122710116,0.035100183746826864,-0.0004061280023371219,0.013280841570855328,-0.009907940562819639,-0.0764037647313812,-0.024453110945644,-0.00582367376935703,0.02061655413484124,0.012552920993517394,0.013005086879885268,0.003821700367073806,0.04392750494692415,0.035389590123363936
AANAT,0.07663996500200619,,-0.010504578313435669,-0.014541620101466821,,-0.01797171559955117,-0.018532991156510633,-0.02109421458288424,-0.021786340736198062,-0.02019291743916901,,,-0.006299207036339919,,0.12338882248396218,0.08479592555837726
RELN,-0.02234088043824124,-0.0022337739749780884,-0.0182335955038965,0.007381278721238291,0.0211073212311337,-0.0010826609385452784,-0.005540832843101576,-0.0309129154283873,0.06477510101871374,-0.00677598083004917,,0.035147594687102345,0.049526188195012456,0.0037586968196436704,,0.06218678396280051
IL15,-0.024894514606287766,-0.020581410508833452,0.012321205705583257,-0.04871522342837491,-0.012264297139936101,0.007883555345992313,0.0017192656596308326,-0.017301476549540815,0.015314870165933378,-0.018727997623367344,0.06866339501693647,0.0635454422723115,-0.011151357177043521,0.009480179263393642,0.10110325726938738,0.06158866835999722
UTS2,,,,,,-0.030946435836167924,,,,,-0.027972706553545577,,,,,
BSG,0.06146918648570601,0.04089339007702057,0.03166687724926831,-0.043622693160232026,0.008763078715657218,0.04650174005287739,-0.011754631838757489,0.025243546521554295,-0.007968487779265492,-0.08313687338350821,-0.003793817300860642,0.09399647678950836,0.0755388105035649,-0.016573720099214557,-0.023342866795385577,-0.01064766500510057
ADAMTS3,-0.03385109719296497,0.01805573829674773,-0.0262915318238901,-0.02136171422241047,0.03944755534189332,0.0533324040412958,-0.043053243834719014,-0.025818447584737572,-0.03498374399451946,-0.007915187367138686,-0.0284629529249179,,0.05115046088621166,-0.031008520995118957,0.07621306720862396,0.04440560423734232
CD34,-0.06711587631796732,-0.01566089693530578,-0.016558355801060107,0.03577867966980744,0.040372050885464195,-0.0271106675587182,0.010995021637426721,-0.039466702732510815,0.004122859930356807,0.029738004475920385,-0.03826920865120827,0.05958853341737774,0.03959837753325792,-0.03006100006023752,0.0073530788136361045,-0.0191027359830729
CCL23,,,,,,0.07387710412327884,,,,,0.011763791322495587,,,,,
PLAT,0.040464016864339314,0.0815241364696587,-0.030335001690530404,-0.028072941215355838,-0.028404305476760868,0.08291752583866431,0.020294537317528154,-0.04024490853566976,0.03132664511053037,0.0096478736025343,0.010798782491965888,-0.06591669997767827,-0.026812808627044857,-0.0406155486004096,0.039940514536575565,-0.051961307776748865
NTF3,,,,,,,,0.016202700456362358,,,,,,-0.0075376422363997555,,
LTA,,-0.01188054610856517,-0.013287832127558213,,,,-0.0019365609813176182,,,-0.018727999935160108,,,,,0.018769753151945578,
CKLF,-0.06845348682588384,0.01820621301831877,-0.007226545154935371,-0.0007679889592817057,0.0035134394112485345,0.05140550236723568,0.01478727158815096,-0.00164342558175256,0.017606522250088887,0.01172300323593356,0.04908041489452719,-0.026063601066144,-0.04038848061904629,0.02159885218125627,0.013745616870809912,-0.027666091876133416
CD24,-0.016711521260179763,0.05794770977928165,0.03420227321771455,0.006665863073438805,-0.0023384739654534856,0.061063014601865764,0.060462857483932014,0.03129200712419621,0.008411119559781027,-0.009420949604763914,-0.041854738881943174,-0.003756301362074618,-0.031039932515252066,0.05804651632909898,0.041107476519927674,0.012434996373386135
HSP90AA1,-0.0007176147666763274,0.008520327688649165,-0.008311411781025695,0.02940535446331263,-0.011850808826641687,-0.062249638561085306,0.05840340979473153,0.013982894960441231,0.00248754613023211,0.020349959218193277,-0.08429845039794154,0.0716719500575606,0.05739526545363176,0.0527210705043277,-0.0177363842046334,-0.013087419064731492
BMP4,-0.044155155299035534,-0.012594075312759604,-0.012827263398706741,-0.028220362837571133,-0.03348386375702781,-0.011660295509226601,-0.0016931106648568983,0.011366733541187004,0.028791784233580052,-0.015958190255469924,-0.004735455631908811,0.011583835202607185,-0.008438228298812524,0.02063222164079934,0.07859673325017069,-0.012704746205010385
SCGB3A1,,,,-0.01731727438362779,-0.015655592209333755,,,-0.017793176316625223,0.07209088885962713,-0.013068150687313701,-0.021939933740530902,-0.03936834457515206,,-0.01637147446472577,0.0387262355146335,0.03002616448825584
IGFBP4,0.027034642654559782,-0.018123082248892787,0.036306298064303924,-0.02048770350230224,-0.02250231804660566,0.07866539478897977,-0.0005751450274446879,0.03623322202802527,0.010515564827392321,0.0034534695253311994,-0.02079978484916893,-0.022540042716788965,0.06798671787419433,-0.03035987981196447,0.01950650356972107,-0.13010867978683727
RSPO4,0.03350726530897401,-0.019206259667219477,-0.00624757011717989,-0.019986949651066177,,,-0.02075970846873858,0.0454443684789999,,-0.012569636808050328,,0.04847456476188161,,0.016885001310522084,0.08188185241996201,-0.055580185102440144
LEFTY2,0.014233842540566893,-0.01202645729071266,-0.02969050525186518,-0.03102283544532001,-0.035154800156026615,0.07583980213628802,-0.039332273786400265,0.06858747271011012,-0.023173332683296858,-0.02311950677250002,-0.05086265991696681,,0.02699935983822314,-0.027150989274334646,0.043898457769111394,0.0345285082458323
PF4,,-0.010806971420842384,-0.009045494816796198,,,,,,,,,,,,-0.008834589343246432,-0.043539103978227064
ANGPTL2,-0.011289053224854753,0.05955972249605321,-0.02888743284157697,-0.01248802196140342,0.001116503842197472,0.06506529380371928,0.0037190220431527346,-0.0008046184660747469,-0.006378920999659868,0.056729228660100876,0.042506120615300035,-0.027887686606426355,0.020848871858595533,-0.027910328627134978,0.012314013554665128,-0.06919458318994248
LRIG2,0.07998993729845008,0.008010595243902793,0.028132664462245962,-0.01294267607574633,0.011395622308269442,-0.007311935980590922,-0.0053996854246052125,-0.007348367531284946,-0.04616264008703434,-0.022780716553642992,0.019347786398914695,0.049276282449323756,0.013109622924919098,-0.015827452503337426,0.025271569609878218,0.02060487630379956
ICOSLG,0.11273297891338598,-0.012671892180304197,0.04777927504619084,-0.019365275451329062,0.013536719071371375,-5.599110800297632e-06,-0.03390445690303976,0.03647280328589549,0.07058363683126523,0.01163758445374643,0.09230935751584861,0.004517342689704607,0.020274195724209743,-0.010923440112871672,0.0584278516778774,-0.006800063055044192
WIF1,0.023298259168098415,,,-0.0026067162717388678,0.06162375598575793,-0.009842534109882912,0.0016891510629850398,-0.02506646321868552,-0.053083532305160615,0.04575488765293993,,,,-0.018559338651121485,,0.04833278855013038
NPPC,0.007416071581091775,,0.046598339073728304,0.03751741532646973,-0.01612186915997584,-0.014986407231481773,-0.031249491572952197,0.05939663001731673,0.0034154691158372005,-0.03141878901152889,-0.02926702445666253,-0.05851002796695572,-0.026630712064026143,0.01426315524240269,,-0.055556647929610896
LYZ,-0.028404003155951037,-0.036376555789735594,0.01139251532432522,0.04276714485253224,0.02549797344084958,0.0654887389911206,0.04263624379941414,-0.028611058742465893,0.020440107598276223,0.05565538864359132,-0.003982181091757616,-0.04556102240537326,0.013326009233176178,-0.011720943452930652,0.08025791607275286,-0.07143219691101528
EREG,,,,0.0245314725424657,,,,,-0.023838587194312137,,,,,0.06895995075877104,-0.010262263639776701,-0.0031751737909065953
SPTAN1,-0.0476964672574181,-0.04358544559817189,-0.035764159432845555,0.023237609977621365,0.0553758458881743,-0.05558393953678062,0.0442396139032855,-0.014415333189992462,-0.04214017786562377,-0.005727469833896263,0.0008947323343532046,-0.019098363892675222,-0.0012532703259709676,0.042927911339274205,-0.010655852018404624,-0.10265349524306261
PTH2,,,,,,,,,,,,,,0.06495588680234202,,
LIPC,0.022026300208059714,-0.01626506956234543,-0.01625542787029061,0.01761998963252836,0.0009341182630745318,-0.04700477040602598,0.052088339277675005,,0.07286964929516791,0.06862234296086417,0.06418964608124003,-0.051988212710419285,-0.049441642814095584,,0.03489672388298174,-0.01068844929230005
COL8A1,0.03968721579647589,-0.01523339496662872,0.03944509913297568,-0.016237359260502876,-0.028370708411382176,0.013602024630085328,-0.0008798441674924491,0.041314718830627976,0.0007356791667944911,0.04067078529170064,-0.044664573288108717,0.09388606324594428,0.06016762790019851,0.037177679520071324,0.051543626287913334,0.10845595851051121
GSTM2,-0.0357175614479403,-0.023680865612108498,0.002558609479650185,0.010822839042467837,-0.010371114651451772,0.011639687139434963,0.043533893422590786,0.001997538351248134,0.0047763453033975575,-0.030461276837270183,0.08715893025149474,0.03491900548031671,0.011049261706396323,0.03867297707623719,-0.039865246017399214,-0.015230865685036338
SPX,0.005779143681154369,0.02747706992551465,0.03210116629131785,-0.020083270927988412,-0.039799943380526795,0.04563765510209224,-0.02008007310953783,-0.020032721641881666,-0.038969313330833796,-0.00576492447721531,-0.03879905513260658,,0.017963013954883388,-0.001999028977661655,-0.025408906959846517,-0.0144450203370627
MFGE8,0.0603171273210362,0.030963493313479494,0.01415872237990897,0.06304438475428081,-0.030686013808839528,0.008513617584295769,-0.0019530362912807398,-0.020350936933593324,-0.11656859085709886,0.053077516040573446,0.02954243853741467,0.07920869691970454,0.007506623347126907,0.05083985147148757,-0.009848258884352035,0.0161041933303096
TGFA,0.06410934720587454,0.017383481142589717,-0.027884311669634728,-0.035475489014206316,-0.01448667621451255,0.025233260580962796,-0.022096450364643146,-0.016193523671379065,0.030110268721183987,-0.03322655693436554,0.02223541344023641,-0.012802812884087288,0.023556644458165837,-0.024471177411527784,0.09275151509157971,0.0034924963942994207
SLIT2,-0.041229710930821284,-0.016598761165326846,-0.030786175097915373,0.0342788686771548,-0.04318577463524807,-0.01533632989632719,-0.00814777612026263,-0.0063614398904601474,-0.08895319799368369,-0.005900349330638798,0.0359001499512271,0.001718969553061036,-0.0598864382879386,-0.0019672395484797043,0.10226261830339885,-0.004021355243185737
PLTP,-0.03867093842124765,0.05320012460732982,-0.0140893321937031,-0.038307876576049144,0.029436133965676715,0.02223684790608621,0.03915189003347469,0.019604375109468174,0.043511375436912025,-0.035562243424605795,0.029866716477515393,-0.006095109816616468,0.09611763342177262,-0.0374297946727544,-0.0004163504446068502,-0.026082623906212472
APOD,-0.03331413551816219,0.043345483423056726,-0.03651492759965985,-0.053186468706945086,-0.008023395066967242,0.04795394036186226,0.05018234580010593,0.032563040393421436,0.05143497499193701,0.033498522914277795,-0.06693837868428243,0.08865144142796683,-0.004400628897178236,-0.06851251490693198,-0.025964350598244226,-0.200878622626633
B2M,-0.07029804242459961,-0.04546122967937951,-0.023726481925454696,-0.005696087034250607,-0.03265174180292274,0.05523844508741927,0.03445904409068925,0.06280708658925102,0.033332710517692994,0.01769806943515972,-0.06373640193095388,-0.04016318058496739,0.02529102421933929,-0.045233884878325824,0.06758852910741363,-0.10400662631038103
OMG,-0.037958298774036794,0.03649197492196887,0.006218263188091506,0.013881058563954924,0.0311445610854566,-0.04232097521497389,-0.0020317592717403903,-0.03935570323734203,-0.012031513004909353,0.03173817416111267,-0.05595052797749663,-0.0453917503804937,0.0007154847113415344,-0.015807955951670657,-0.0020928897924421246,-0.061249773787134636
CXCL3,0.03179983667272973,-0.02221810476109376,0.012026406544377677,0.05078817372837704,,-0.006507442047337026,-0.01684342243863875,-0.003903783114961921,0.0006989285888482986,-0.013487551339201398,-0.003993313279821291,,0.1112219255746285,0.006842521435347695,0.026057214630097643,-0.04289920396544139
CXCL10,-0.03824231375943856,-0.026848969105455877,-0.02089764091515164,-0.002875785571533835,-0.01676390479282345,0.049912184274627965,0.07912641218001587,-0.019093647277318437,-0.010659621536668641,-0.0055467848154683716,0.07223801958767916,0.09163864930102365,0.06594434170996041,-0.027280243111606043,0.029214046443913743,-0.026043834133212308
RSPO3,,,-0.010504577537266264,0.09277511512537666,-0.03075140525305581,-0.029510509953467778,-0.0030688572379469316,-0.04622260053687363,0.014064425441440253,-0.014094231202376972,,,,0.019574782796017185,0.01369196428389871,-0.024944723875885588
CORT,-0.018386784201792166,-0.01930056661056079,-0.023557321722760653,0.007216715200356387,-0.02821641429900682,-0.0359021676878424,0.1260278631359766,0.03516018905223472,-0.017452377725421825,0.03137750840636677,,,,0.03731313709598589,,
NCAN,-0.022979024753431998,0.08502658989473023,-0.001813615946687385,0.0997198533217512,-0.018226283954807545,0.023890522317032238,0.0009530119541214805,-0.02025830543350937,0.0008789351544367541,0.016362036600539934,-0.06707330053270573,0.0896665147720813,-0.006275511046540882,-0.028294213564141094,-0.02962888452570171,-0.026868188225778158
PRG4,-0.051719304708053845,,-0.010367565019612987,-0.013854992344263592,,0.0496573173919357,-0.026530083293974143,,,0.0034880014923774536,,,,0.006844779499848935,0.06620220385479952,-0.04402390298289074
ZG16B,,-0.01300443366272957,-0.012032827155778336,,,-0.02760057485225116,-0.014182811251646757,,,,,,,,0.013008795632827991,-0.037143321055732745
TGM2,0.02831360799947041,0.0005074789650113988,-0.0005605404451271747,-0.01479211028894695,0.07209565260206245,0.04875804203412276,0.016332371201811472,0.03993379168420977,0.024613309712150536,0.022498065920680026,0.03306739035300131,0.001049623679463232,-0.0541268166198586,0.009914411832343033,0.07729650879942808,-0.04982804094793715
VEGFC,0.06561079434230745,-0.016698193617503684,0.0426532323256619,-0.021327424318487928,-0.02514195707502529,-0.033704686152237755,0.031138767902321146,0.0738710988083653,-0.02693749973323947,0.06206636963868433,-0.03456818190626924,0.05465240917002686,-0.039436925513179226,-0.03407448414546151,0.020426059829566957,0.06899225092894497
WNT6,0.018307805734766053,0.19993905789079677,-0.014339677379490526,-0.019090845567281182,-0.012579389967482533,-0.025138963794152962,-0.03156334057327118,,,-0.014676986443590254,,,,-0.02649672375752612,-0.030675613879626244,-0.02352085670079649
NRG4,0.03146736803638211,,-0.012617800902182839,-0.019734624741904475,-0.015399498765889828,0.015451119283727038,-0.02724747681602423,-0.02624591974152844,-0.030009968657982736,-0.019618935946890015,,-0.011702481257714763,-0.03166728156042036,0.06139394230845842,0.04632292495755865,-0.030699965179107173
PMCH,,,0.01666627038065077,,,,0.006620243185623699,,,,,,,-0.01517942443260792,0.03312204854256838,-0.04946897946242782
COL9A1,-0.0098019747943819,0.0035904090536390304,0.07427416944057214,0.017461707014886203,-0.03452369589400856,0.003911112970622446,0.01624528721191845,-0.021764216962377677,-0.0235081182901734,0.07160596767177857,0.061721578866920465,-0.03526105839925768,0.036487931089497105,0.019374123580418488,0.0041263024379513315,-0.011579751567262094
GDF11,-0.028940450300823966,-0.01696973687937217,-0.0205593096144301,-0.026473028748070216,-0.04876303586547139,0.038011954829111634,-0.007362864051346483,-0.019193860160178707,0.05271993506969208,-0.006082496471233915,0.04353950034116019,-0.034077826372066654,0.10063451284280699,0.03401626819574146,0.07285929866741427,0.01831586928419435
RAET1E,,,,,,,,,,,,,,,0.04314675417954611,
IL24,,,,,,,,,,,,,,,,0.04026318651006176
SORBS1,-0.02731110834187798,-0.0190701665790999,-0.04777007003564129,0.053544559326976375,-0.0053419115390736386,-0.032444953800384105,0.005613823814693693,0.019131553244002817,0.05778367355529207,0.015898198917279362,-0.10204965000243833,-0.03489147001024499,-0.059105503975485585,0.06561624485162738,0.03358968650703685,0.03467249928044519
DLL1,-0.006171480700100502,0.04846963536121494,-0.015153783769562137,0.0012276761501722306,-0.03923774696788861,-0.008554580816855386,0.05553286251982131,-0.009520582944466888,0.0014490255720635433,0.07064784580105853,0.02977222474824429,-0.03901541950390819,-0.02648820729502467,0.0015422712137117941,0.07041886187675886,0.019055592972912233
TLN1,0.054706997611576554,0.016419778003782075,0.013447041154392655,-0.04277787855497212,-0.04055936117389465,0.02623637209768505,-0.025153205005656668,-0.0028544978047668522,0.05569802795546314,0.007519071253748358,0.03310859283991146,0.03881616485867159,-0.01171681708704661,0.022731008419024656,0.021549961676888277,0.033935279293089524
COL2A1,-0.027694555483505513,,,-0.012374609990625882,0.013644483164491598,-0.023596011517774868,,,,0.036004875275475245,,,,-0.03197790302308896,0.023690571404942906,0.02983361841443716
SHH,,,-0.010773602265091888,-0.008677282639297193,-0.014875239026113363,0.023860091011268163,0.04943768620504159,-0.00617888278508446,,-0.013068149545075979,0.03321018044712974,,-0.03001951659516586,0.02507025505747499,-0.003006249879021928,0.01386971439452496
PON2,-0.007616840892871539,0.019263387276199122,-0.014142605017459493,-0.08922215893692531,-0.04076389365834177,0.015577904416422537,-0.028110181617479326,-0.01801729047269292,-0.010010304675524629,0.022109395531852215,-0.03539210873068634,0.026588138335973198,0.031032719411875048,-0.0167831730233196,0.017768086104241347,0.09120799339146113
ICAM5,-0.015069882672529289,-0.015480751886437513,0.0008918220171825903,0.0792956176574528,-0.03346890792213904,0.03662751935183585,-0.04608373278563366,0.030949961370239223,-0.0043791286017675745,0.042709421109226924,,,,-0.016588037126590596,0.07099357117473627,-0.07584640470231935
HPX,-0.01745181551269115,,-0.01419444182210176,-0.03510583552835404,-0.012579390816051169,-0.03436070872995181,0.002303284322676715,0.04612728651724625,,0.040340597445188635,-0.030162587897749386,0.023754606227739956,0.0170845819015718,-0.04201733851282195,0.060713565053446,-0.06227860403364284
