,UKF248,ZH8812bulk,ZH881T1
IGFL3,,0.048214307298214916,
BMP1,0.028189164637283937,0.03938195687964269,0.016066838392521682
NDP,0.008184870787430088,-0.03275325032314479,0.02688634602373714
TNFSF18,0.04108270375106545,0.04621784144539352,
RTN4,0.015194826488131656,-0.0007740511020652821,0.027661937023042437
HEBP1,0.01957136155913292,-0.01956033685765456,0.015814866074172106
WNT7B,0.06069466231564313,-0.018448330215665,-0.028343104638357083
PTMA,0.049547786344786016,0.0279109500367485,0.010186940311410445
CEACAM1,-0.021302257605526072,-0.023131915823809815,-0.018811730762101197
PDAP1,0.04256145378839503,-0.05800981199598023,0.038735661530693195
QDPR,0.025759605071939543,0.03815454463533351,0.03095999017996986
POMC,0.0013483003647514974,0.043212364503304256,-0.030773520311905847
CCL18,-0.026583204768610192,,0.014786176293808564
CCL17,,-0.020581162939458802,
VEGFD,-0.026583213210022782,-0.021706774539207593,
TNFSF13,-0.020060545738591264,0.13955963283736592,-0.021124312835951498
WNT5A,0.004940859194608277,-0.006401837950247705,-0.016411534179019225
CXCL8,-0.03141564085699263,0.007757534633679387,-0.06480564715338877
GRN,-0.0024323319409884324,-0.002264252307963882,0.018436743596849575
MIA,-0.038530874753740285,0.04660290871319498,0.028286579850116268
COL4A4,-0.02046286751018821,-0.031703617829396936,-0.01819854404915744
TAC1,0.015930259791633875,,0.012570921896602387
RARRES2,-0.02295273591949667,-0.057214181193159484,-0.03233619935167082
FGF7,,-0.022052535655786826,0.0387055030216622
HBEGF,0.03590742696647653,-0.02306768715567701,0.030520474619465714
CSF3,,,0.029391768010351083
PI3,-0.02796665221112328,-0.017487054628910977,-0.042928903726598515
PCSK1N,0.02037721752493285,0.022818134144391045,-0.010251321538540213
NTS,,,-0.021309754419023903
SFRP1,0.010249628440950695,0.00632542109743354,0.036371661148179385
CXCL13,,,0.019376283499303554
MICA,0.02736244925221762,-0.02879655454143503,-0.025371777759343784
TG,-0.033059612588697274,,0.010998411476580325
ADA,-0.03544574627066701,6.867194728079927e-05,0.07517167045164927
LAMC3,-0.0056019563562868645,0.008266615850662209,0.02899394639261588
CCL7,0.06251843858401991,,
NGF,0.030768626492932112,,-0.011339362191400498
TNFSF15,,,-0.016747401318888466
HMGB1,0.0099254931854278,-0.05110323345292121,-0.017926338844880763
ITGB3BP,0.014430420767799252,0.016820966178990072,-4.803479217415321e-06
AANAT,0.03434020561252495,-0.025458238269635065,
RELN,0.09582015087289944,-0.01649860978901936,-0.02022904583834898
IL15,-0.0030558559844429743,-0.031703613811712064,0.008232222924934881
BSG,0.06257480323243322,0.060969103903032326,-0.03776045764649915
ADAMTS3,0.045372018819932435,0.08336170892465919,-0.01902533340932101
CD34,0.035982133306052946,-0.022931158166782904,0.078279834669677
PLAT,0.0024698737748705085,0.06278091887324691,0.032319175523413894
NTF3,,,-0.008053779346303925
CKLF,-0.021374643251719942,0.04546595068051741,0.005748092704009863
CD24,0.03863355349342072,-0.021434560880623222,0.017470906766525043
HSP90AA1,0.024084359272726372,0.06047976123776268,-0.06504026033569169
BMP4,-0.006627411605506647,0.03935509223156207,-0.02218789287635935
SCGB3A1,-0.016909162231673627,,-0.024031613983215374
IGFBP4,0.020766055895191135,0.0296477896186506,0.004929321820482363
RSPO4,,,-0.02342222218013358
LEFTY2,-0.04178435356029545,-0.02562859099119264,-0.007665221077256941
PF4,0.02082010892415782,,
ANGPTL2,0.027900751147315633,-0.0028457512095780577,-0.01208429982286131
LRIG2,-0.013842504891983872,0.05865257627179437,0.04530724003064994
ICOSLG,0.06054022967535499,0.008218655833360863,0.06434921553909616
WIF1,0.06883995647335364,,-0.0048536158856916116
NPPC,-0.009462571908162588,0.018334107361118155,0.020762922805832834
LYZ,-0.04194821678123936,-0.02041948272240059,0.04509692872887953
EREG,,,0.08803916139178021
SPTAN1,0.014225080665513704,0.05423138719204867,0.017786427703686443
PTH2,,,-0.004930230425947115
LIPC,-0.021474233233277754,-0.02964590607173384,
COL8A1,0.0033720927512000116,0.025595615768032133,-0.010548986377111528
GSTM2,0.021762281643875142,0.030566068315050345,-0.01007105762527875
SPX,0.0075606988750702535,-0.025406315963885283,0.014104572762036522
MFGE8,0.054446243657621594,0.07131744843045021,-0.003563711782738986
TGFA,0.021911083776674833,-0.053811256497263496,0.05281487027092
SLIT2,0.05740759117350109,0.04286215468545026,0.020063058557109797
PLTP,-0.055228831238157826,0.014471089211840784,0.03742746436256693
APOD,0.04161538202454431,-0.02175668796887038,-0.004729966935185095
B2M,0.0023345311611916936,0.040858883656878536,0.03525661465132674
OMG,0.031315588250048175,0.03619008702571149,0.0787181270690457
