,UKF259,UKF266,UKF275,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,-0.01586388878746936,,0.06359336482437086,
BMP1,0.021541798835558852,0.08619750302373136,0.039588985037871574,-0.007905682687654807,0.029529142485156444,0.05279431392396761,0.015271069302734535,0.21275224976690912,0.14480887014967636
NDP,0.01818239160197759,-0.012585669471090546,0.008683063331980058,0.0424574170474261,0.07811990423050226,0.0011840909946793817,0.06776027667078945,-0.027706219221712396,-0.023738589646706765
TNFSF18,,0.006281226408771723,0.01514039311548325,,,-0.01636014849243621,,0.044347467389384866,0.05648651318571763
RTN4,0.04134248062802719,-0.08578979957135405,-0.00895819853568488,-0.07899991677278631,-0.07024433735972523,0.021390143660177642,0.023524509277924252,-0.006627570704656323,-0.13686309095813715
HEBP1,0.004169179850811464,0.037514290576733125,-0.04030604083893124,0.07252307579054283,0.08716876757881435,0.022066323515566262,-0.007549225395487727,-0.01271471024027802,0.03207406279691043
WNT7B,-0.02464809766774347,-0.04024064970276077,-0.020325965426701408,0.00021729293773827555,-0.01528093705363145,-0.034210393999259195,0.044278768590644536,0.059090766677784255,-0.044664681925063204
PTMA,0.014973088987966112,0.11442424035500345,-0.02313418308964929,-0.027838833856004528,-0.04807759663443793,-0.013281266804646785,-0.009934767692497515,0.17165455349173428,0.09102335246956557
FASLG,,,,,,,,0.04273739416911872,
CEACAM1,0.01425907532405884,,0.0154291364058004,-0.034110474658207386,-0.011719233006439289,0.018245377195105678,0.05569069830894632,0.035098332124418354,
PDAP1,-0.035979442214831486,0.062208240225445424,0.05190779965227205,0.0050334578752816075,-0.04673113963218128,0.038446486968900566,0.03294853121585019,-0.00693039837717505,-0.11559264259913872
QDPR,0.01866901447321682,-0.02795842011729296,-0.0032596043706582456,-0.006699961622422316,0.03758703154638131,-0.040451682294966214,-0.0030466618482743553,-0.014248217704028066,-0.07444547577920962
