,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,ZH8811Bbulk,ZH8812bulk
COL14A1,-0.01719050473678275,-0.04024224705799145,-0.02182932853511736,-0.015398658646625324,0.01577028071433367,0.07009855132252543,-0.037066958468586896,-0.01582844740446212,-0.010866781496226661,-0.03961026597883557,0.01464178643866966
HLA-A,-0.047185285754149514,-0.01552857993596612,0.023740617436127057,-0.06155414613806049,0.004512180571453757,0.08808693654771385,0.06622064228033557,0.02023695721091677,-0.027373508237658113,-0.0880009065877097,0.0010980803820612671
CD5L,,-0.01989737813821049,-0.027466118968523988,,,,,,-0.03149048289671823,,
FGF18,,-0.018003530882897103,,-0.01058657179596161,0.01020496581667051,,-0.0031248773335314003,,,0.009063002072152628,
ADM,0.1219549425842252,0.044570211694585686,-0.024658004081928264,0.02175954691757537,0.0017682146560256632,0.09927054628977212,-0.03833238333933359,-0.007497371267863178,-0.04379733636776702,-0.09312037527768219,0.0805621877889734
CCL15,,-0.03319701293637018,,,,,,0.034666545810409,,,
GNAI2,-0.09640455088150701,-0.021529144289429692,-0.036459031353111244,-0.03332011630312116,0.03222904340579395,0.04547827530099555,-0.010564335223068719,0.0002993256400951165,-0.00030612859638775306,-0.0019924336986063833,0.03659153223498054
HDC,,,,,,-0.04508254344486276,,-0.014710807262912108,,,
COL11A1,,0.04451194554604223,-0.03010116181178464,0.013554623002938216,-0.07510615656126125,-0.03544038746545597,0.05727452161277548,0.029707036998028218,-0.03822425743182308,0.02625730413616759,-0.05020529889144173
NUCB2,-0.017985117607845925,-0.0167107420622514,-0.055080108595263286,-0.03987140300116468,0.029126341945038235,-0.009833638524175532,0.034271739500626855,0.0015288274991985798,-0.014290251206059729,-0.04121395808024449,-0.003953916589146715
CXCL1,-0.01893704218221469,-0.02338625795546778,-0.018766039421810245,0.00019767852438005916,-0.001457408476689131,0.018777816011829988,-0.024574273008772886,-0.010996580565641564,-0.016664362670667166,-0.05461487014383715,0.1101110192933425
VCAN,-0.11459767076057242,0.03212275569046666,0.0010820677819256734,-0.0397615714763262,-0.04812837399591332,0.0336278640069655,0.060977862787028304,-0.01484286912991157,0.02934032803516361,0.06081373550244621,-0.03673963914323809
MMP7,0.03343225584318501,-0.055982259376793006,,-0.02104682485911809,,0.013217640709057545,-0.016852464817285577,-0.021243011392464897,-0.018531697726400877,-0.02216472791690317,
PTPN6,-0.10065651096317525,-0.017676706458832462,-0.0004930256574271908,-0.009341682800339998,-0.002172177149669272,0.06933475962925542,-0.0370766187081958,-0.023235203181654594,-0.08198232276865983,0.05166418097822912,-0.018333811800540886
PTGS2,-0.012654814347206824,-0.022970248564948243,-0.016747705789269575,0.035228370050085854,0.012263133793616812,0.0430565679965092,-0.008631221995575906,0.02675752545379982,-0.01869586974918867,-0.08062763765249117,0.014624327391443051
XCL1,,-0.021803967591647672,,-0.011518568989421937,-0.0171122633249983,,-0.017722119786191246,,-0.02430831456548002,,
CD58,-0.05634630625558303,-0.015688280895016705,0.056734197009369984,0.010491623326293978,-0.00401538681360504,0.05490650383963251,-0.003012298748339438,0.0018935662146190519,-0.04544989834169441,0.019535680391804748,0.03791421528715102
TNFSF14,0.1815663717775628,0.04198405263587924,-0.019572360441327267,-0.01593622819300978,-0.006850749902293854,0.13540963642314963,0.06135117504848568,0.09450333014572924,-0.030397333770220122,-0.017034672495441838,-0.04227677870994323
CNTN4,0.030510102751969147,0.007495999464307342,-0.015321181317242456,0.05196222788477236,0.036710265669634735,-0.019824918671570074,0.025364287090152104,-0.02132856786077832,-0.052333043568125064,0.06686504376478114,0.014328082028438442
NTF4,,,,0.004970092498517022,,,,,,,
INSL3,,-0.019532330843104375,,-0.010586569719467342,,,0.06669345544519657,,,-0.022600330448801813,
BTLA,,,,0.05089051982931085,-0.017840104181850593,,,-0.013716325032730212,,,
MFNG,-0.04405348849710866,-0.07704363832809341,0.04893475390678709,0.039349193614301996,-0.01796728050463144,-0.007088528519599526,0.004449255521445288,0.0598578372389294,-0.01669255969207074,0.0990737125173535,-0.028228411409058452
ICAM1,-0.0046929340194898465,-0.031097641340698194,-0.01570031409991447,0.00894434836383339,0.01798756559417957,0.14779800110295685,-0.002710665459721327,0.008079616329263828,-0.050004349691048985,-0.01992294070761638,0.0030587263289087777
PROS1,0.08153657491737601,0.010168459836185034,-0.004411571720790778,-0.003703615922424728,0.0322909645878016,0.05200736569497351,0.013422307894808295,-0.05401864405119905,0.007474637022125529,-0.03866426988263744,-0.03729274418699812
CLCF1,-0.001765081102486846,-0.02862424348793357,-0.025537363974770026,0.06038719530513293,-0.020622851495211026,0.0742534565035249,-0.00636960949227236,-0.010184390075082383,-0.04262553463940789,0.018992944631081473,0.07597856510112296
PSAP,-0.033161755687345515,-0.04247760192675092,0.00977609257618714,-0.03721547711213555,0.0076551743751887055,-0.017116684440020593,0.03277716806055762,-0.01969414335802267,-0.0712302094209488,-0.06811077144823133,0.03423954347938702
EFEMP1,0.03900838204020948,-0.03569158738532986,-0.010879195331314949,-0.018265727955315177,0.04353612559457133,0.07936838989366009,0.06663556522269655,0.03784219786077687,0.03767724413383425,-0.023555299102861624,0.06633428613538044
C1QTNF1,0.08615498348117681,0.09491058902469167,0.027241263256354852,0.006397591607840388,0.00012949492000548373,0.08967423000617133,-0.031265286293245244,-0.02383614466015315,-0.053044919302535395,-0.06601587564074679,-0.04095139775265371
ALB,-0.011591650448325379,-0.030197493178142,-0.02581875319614529,0.04512119259505625,0.035691971649100825,-0.023866471923440533,-0.0212153726463105,-0.012199241193343502,-0.047266084321962304,-0.016459772079045195,0.004382589277685483
EFNA3,-0.0018015323379405137,-0.0027083679075385328,-0.017400027937057697,0.00386700224017983,0.03724535090900426,-0.030800236657432208,-0.01394667140318865,0.07950081545456845,-0.04714770509498006,0.006805404646365282,0.015430041305558674
DRAXIN,-0.03351284178076931,0.04415314479141625,-0.04692255355132853,0.006441000724882614,-0.025391005448542937,0.007947925385021383,0.022923413091728042,-0.0097953920390798,-0.025369540155441458,-0.014890283719795163,0.040234576918246834
RAET1L,,0.028505202519847363,,,,,,-0.011732186432751321,,0.04825964614572307,
NPTX2,-0.05358183982284563,0.03155566152688554,0.0027131930528604266,-0.026884526100464236,0.02679534738706482,-0.07216986672168667,-0.03330899623257853,-0.05501083762019132,-0.06490863691465858,0.032999366189275535,0.012446866178008262
FGF11,0.1053697277003386,-0.01371568253559411,-0.014509287038371952,-0.003211500563082436,-0.042001717103730664,0.07032470147485656,-0.01773330401637378,-0.009584581588985354,0.03283032899143276,-0.05789873268238553,-0.015976561816195264
CD59,-0.06223700687708442,-0.058698389028005254,-0.006584943707114233,-0.0003806399669302201,0.04131346567877525,-0.008790122255056721,0.00260396547625828,-0.01420015424356142,0.06928525549753496,-0.08775499815831801,0.03692711660753669
COL9A2,-0.0016311142360504868,0.004197548711901996,0.026941471917812775,-0.04569155230390103,0.02232515613436843,-0.001633583958099071,0.022203039775139998,0.004662492193745365,0.10647898052425145,0.0675667662799809,0.003745985336147094
DLL3,-0.0837520353740687,0.023249601814550432,-0.017617624803266785,0.013436412957110865,0.02144887135883968,0.09011246926006161,0.007009372274460904,-0.03366574829842863,-0.024149983876557743,0.09296246141359056,-0.020397918205904815
FGF5,,,,,,-0.019004737237431693,,,0.10150347398822249,,
LIN7C,-0.0588835199046419,0.04622095002730276,0.023164707096811676,0.0071592278756302755,0.013768834965007705,-0.019693313763218923,-0.00637960787568829,-0.009819469200953978,-0.019162170725222184,-0.03152067664903521,-0.041018190368037166
GDF7,-0.02810688164802476,-0.03588280380220558,-0.016440717790687776,-0.0188895311368581,,0.0033129076804934497,0.055010530330712064,0.042290849576357016,0.037586169682257115,0.0009929235439149857,-0.033199480200727986
PSPN,0.014064982728736523,0.06958092910391296,-0.0066566271771172055,0.03959893663551792,-0.02846987500673148,-0.0059625167857127355,0.0256257707227108,0.07286337599253394,-0.027246980871520023,-0.026242362229085624,-0.011235031003121754
ANGPT1,0.08842014652512714,0.019462599852180816,-0.006242429105993384,5.815392871431094e-05,0.019309358099917726,0.035866520727843056,0.010330301047853376,-0.006488603718757042,0.042742393306287645,-0.01642515468069386,-0.00908004448395612
PNOC,-0.05352750579323438,0.05313721783793284,-0.013652822616662598,0.0008706228373714525,0.016174771187640484,-0.00532271493327279,0.03553767108585897,-0.019638610774449183,-0.05899393163427721,-0.020856381859161714,
L1CAM,-0.0639251560340195,-0.04375600206497876,0.016060445179184125,0.003778315126389717,-0.0007239165959589168,-0.04298456150199144,-0.020702163348855534,0.03143378348947882,-0.03379201095824233,-0.102530655047034,0.029415938086595334
APOA1,-0.020881918265586837,-0.02721660529186309,-0.008195300448107052,-0.016486833197907176,0.02476018255344614,0.06786934086862026,-0.025304709518410955,-0.0008507681049764404,-0.010161632943447877,0.038766093205375454,0.009378338164821618
PSEN1,0.07789653551294774,-0.008575598435868796,0.043611163639774325,0.018763970266386633,0.06835221876498915,-0.03577767057128694,-0.01444657642252979,-0.005507207453047487,-0.008327081603462978,-0.014596323689228054,0.02820368402411792
CALM2,-0.07254413116664124,-0.04936329402837817,0.026048687449378213,-0.007836126982263289,0.051266808000032596,-0.0547766059285006,-0.03396441139153397,0.03328500685610211,-0.027599409440034212,0.11603639620114542,-0.07340986953118415
CLEC2B,0.048724388805245426,-0.035833633648935576,0.0414952555322777,-0.005019868899769757,0.007347457119585592,0.023032535770715113,-0.009959668365387525,0.01992076136779149,-0.02220951371684509,-0.07564938206314205,0.029249745800967397
NTNG1,-0.05678481612845211,0.04617337238469004,0.013252080394932786,0.04276096558246554,0.07955480093751832,0.009258149697042604,-0.002277258292732557,0.01880679125837965,-0.06511794385477554,0.08507976716009025,0.006610783130581419
LRIG1,-0.007493949244371509,0.023682708871707273,-0.009919453171303919,-0.005288320264042683,-0.030156654631911823,0.0035507717422328736,0.024101588860350236,-0.014526285438497556,0.009816070144039027,0.05663540977151789,-0.04620792568173035
CPAMD8,,0.003121093505057977,,-0.01252202295356872,-0.005292412192354263,-0.0171923424237704,-0.021555311550762447,-0.019880268235847157,-0.04020615622752257,-0.022033443415657397,-0.015044530678930834
GHRL,,-0.040540090396350856,-0.005661603185027085,-0.013876972164995002,-0.01591428191190697,-0.036561940879276084,-0.01487804213893694,-0.0097953920390798,-0.019877635731806575,,-0.016006690459945648
NPY,-0.07472369614154986,0.00026055092048607513,-0.0010361393337949643,-0.008126998737447686,0.014884996921044906,-0.005765034326779718,-0.015446038155811526,0.0027075694733270437,0.018276128131285634,-0.0255158345497555,0.04758389254048523
MMP2,-0.03391813876427427,0.02607118060005251,-0.004244613726349009,0.05750112426749213,0.023025720661803934,0.026699871620200027,0.08527675465931461,-0.03345926422426307,-0.06784624066173658,-0.027287887891678055,-0.007205060917857792
LHB,,,,-0.010905736326100786,,,,,,,
PPY,,0.040446129372572436,,-0.018983706251005074,,,-0.015753425937953553,,,-0.07442166929417378,
ALKAL2,-0.0367380088759304,-0.005102254975934704,-0.013196369678359464,-0.0107472929873111,,-0.019493256811509218,-0.008830895251728513,-0.01400822688312517,-0.014442766227106621,0.039749920622823856,0.05343082493100238
CSF1,0.027949878768915658,-0.059221304599909534,-0.0007026269248960303,0.00979827193008394,-0.01823047024017864,0.06817850545228618,0.049128604632033404,0.0014589719329091263,-0.0534169436834083,-0.019950165195355144,0.0521392592853038
SEMA4C,0.013954083465553794,0.03313172003194637,-0.013621257909382102,-0.009127415952840126,-0.025619779573791964,0.026355082900847343,-0.03282386982799313,-0.0064554315861809885,0.006507517529687443,0.02127347203032341,0.04979533612130466
ICAM2,-0.020103973747151355,-0.013442630047334524,0.03966314455152293,-0.0005385312316986504,0.025404260088318045,0.003489630773347221,-0.005796048075700138,-0.02979183211701137,-0.06148412959057355,0.02284732769753489,-0.02948402229724844
SYTL3,-0.04894049173232231,-0.011858548969741874,0.01608664771297134,-0.02434674671777806,0.0352614073616274,0.028762809435895778,-0.0022285790415273016,0.06022527014520714,-0.03928761369298242,0.008019756093243806,0.045148610093310004
IL1A,0.016083201196674047,-0.030005587772657508,0.059894159215816735,0.05181327304338751,-0.02078899340521343,0.01935657914126143,0.04816610797942318,-0.027611855999225783,-0.043963155107263605,0.011818681585499877,-0.013565554515697454
HLA-G,-0.01804902140391517,-0.009161205500462389,,-0.011518567949198415,,,,,,-0.016371288403364086,
PGF,0.06992066763997475,-0.045394134934690786,-0.002107399552561549,-0.00017256457013685252,0.04996814441484985,0.09923845911241902,0.011713058971455812,-0.001779519273070865,-0.04555714640035602,0.10885448370783149,-0.014881969191412952
LGALS8,-0.019335708902668235,0.03392935154042121,-0.01423342372586901,0.033148589143992636,0.03246820528825862,0.06492876440906666,0.0049884898994170725,0.007815107155507352,0.01195335509549787,-0.025945828191477137,0.06200881686529633
DKK3,-0.09927475936768926,0.018600764394630712,0.0233724008554258,-0.048865617121253445,0.045430801640372886,-0.005645294528630819,-0.039163791516265194,0.01996778731924152,0.015166471223791934,0.008754021877980874,0.07930427124495851
COL16A1,0.020726991583716745,-0.049024009724430676,-0.030259751892713956,-0.0026927525015575005,0.009266110997347955,0.01971173485146804,0.024494660518232552,-0.015421367553071079,-0.0010323934502049325,0.023775218193550038,-0.034685383879492146
TPH1,-0.03743322298596319,0.021685916878502912,,-0.006861323662675111,-0.02132767882834917,-0.02043735763757165,0.01244472076019148,,,0.003415715596855821,-0.039421195712037296
TNC,0.0779800321423655,0.01210290024264487,-0.0038020464303483584,-0.03291482677507263,-0.004070420012845436,0.08947628334558896,0.038358032919708414,-0.014070899210312793,0.007977888879512295,-0.10582921423157102,-0.030313257727651425
TNFSF9,-0.052754231709667004,0.014945165337118317,0.007307894013142944,0.04167207226701609,0.0052102417669694975,-0.02037607124454804,-0.004283714138264809,-0.016361262901553448,-0.020729655090677875,0.0013958103770008892,-0.03579799476044138
C4A,,,-0.013004430810827458,-0.012929383249551573,,,0.14666198257610738,,-0.02144857353178749,,0.047128757486475534
CNTN2,0.07538291620522458,-0.0269565983285926,0.0012755472604012285,-0.04012735625788895,-0.027727339919739486,-0.0913921096281917,-0.017416767994360764,-0.02867067355475466,0.007852750273175961,0.11368192869615779,-0.02091812284001659
F7,,-0.016771631168153417,,,,-0.017192332431005874,,,,,
LUM,-0.021425059848092193,-0.0020764596650288073,-0.01917305700884039,0.017601123271851583,-0.04660111810928026,0.0833504149376195,-0.029274063318100087,-0.014717833224215342,-0.015346607230323798,0.050049065751942914,-0.01703879284777003
BTC,,-0.015215869084666806,-0.003965125587714304,-0.01916784642574942,0.03197815736669416,,,-0.036898487657223894,0.05926062200192959,0.015092433243819758,-0.023749503758916272
APOC1,-0.03873564760661206,-0.09104041996635795,0.005061739973073014,0.0707138065016154,0.02226041216455964,0.06308678467951583,0.026742722970362173,-0.05197280422259687,0.028974404051138006,0.057842970635687094,0.0587081664468439
PKM,0.13319521396369133,0.03662463988476895,-0.07848768346583834,-0.023471866005282165,-0.02790579966229119,0.11212954492924929,-0.02561847922937914,-0.00702454980327784,0.012798104308342379,-0.09275531628860029,-0.02077364172816921
TNF,-0.047478249064692106,-0.0016584653580676003,-0.02887524444858257,0.08623226939668586,-0.0048727839574620796,-0.02523188113264305,0.04930179165135782,-0.014320646677748643,-0.03818402295247185,-0.02287882938236699,
GNAS,-0.02556041287589004,0.06600244122214596,-0.029546674838786497,0.017334589608497382,0.0011620674270713001,-0.03857960056081826,-0.040036737851873845,-0.0037693508776896647,0.010475547339035187,0.001404784631041763,-0.07940977857528332
BMP8B,0.07251354204215386,0.02691266921901628,-0.0360242881982465,-0.01669895649084065,-0.018245443229242833,-0.02239193511639137,-0.006345404560688046,-0.009508762196294469,0.03909523227007147,-0.019787900364375246,-0.010000351147043661
LIPH,0.09652247759883166,0.06106934387942464,,0.05306666388993705,,,0.00290490852053233,,,-0.025507926466557574,
CCL28,-0.028106856976136272,0.06331827144654482,,,,,-0.02318541305332786,-0.011246857831777594,0.07741627997964613,,-0.01913269008238875
PTPN11,0.07283445986979481,-0.017817692431827924,0.02554475232494383,-0.01793514032854837,0.0023515707987767608,-0.0227352287652745,-0.018035681541019144,0.01902099650057515,-0.01932115060988894,-0.0052740307591718,0.019152829568851653
ADAM12,-0.07616624972063253,-0.008775457003991618,-0.01548576381223749,0.011816667898824686,0.056650574434186994,0.033996016156692045,-0.009658783961529875,0.015550373889396138,-0.045755694755071796,0.022257918348125617,-0.03380073664422934
EPO,0.055582461740009095,0.051932786749747294,,-0.016698956958429014,0.009326504614218427,,-0.015753426625593706,,,0.0053789219981449496,
EDN3,-0.03879069020694397,0.018678604000415776,-0.0021703645747553346,0.0063796777157456895,-0.0234454058939371,0.10928149206465561,-0.024417034313232482,-0.021339045974872906,0.10654196073106047,-0.004573297239286729,-0.0470468121721798
CCL22,,,-0.016440717392569245,,,,0.013910830482752275,,,-0.02422646087389036,-0.023749504809977322
CCL2,-0.03773285939506038,-0.05694431193299841,-0.004471481186772706,-0.011127552808047772,-0.0048967877685499464,0.07117653512853422,0.025401616910586542,-0.02297072850782309,-0.016392224228006645,-0.05974458061330712,0.004040297592062352
DSCAM,0.02775009093348361,-0.0038523008477380598,0.04524028562156593,0.045853246819938666,-0.030196874884752038,-0.01603322870493715,-0.011066545078042852,0.007721801845350425,-0.042628197674940985,0.08772612653595847,0.04681986350991058
GPHA2,,-0.0191608267136957,,,,,,,,,
ANG,0.061598188382833784,0.0228797985023069,0.008330237536492032,0.03158927529036217,-0.06499580145102565,0.07911421287310964,0.004813088462818778,-0.037522949350706325,0.029604124641721453,-0.00060358200871502,0.00450771256062097
FBLN2,-0.051476673269289265,0.001033785039327979,-0.029897930370205213,-0.025320428050202372,0.024760539703568778,0.027219119404688515,0.010810243617117462,-0.011722826471019238,-0.029838012284739424,0.024149100031566888,-0.0469283785661818
VTN,-0.019725521041946442,0.011228096978676239,,-0.021472420521266477,-0.02307363653173176,-0.02898066343236345,-0.025881110803272562,-0.014997318356887182,,-0.01862858844142173,
VEGFA,0.145657750662037,0.025241792879858636,0.024567265773661442,-0.058595897969342434,-0.012172180785851961,0.07032649068285254,-0.023044558637962297,0.014452804150723477,-0.08569388687283822,-0.10369887493182,0.05698188694382349
F10,,,-0.0017107833747887157,,0.09835354125245531,0.0003040544328970093,-0.017273291808911687,-0.00878956794730765,0.04271462099797397,-0.03181592727972326,0.030349405341825748
SERPINA1,-0.02335358003225647,0.007485616603562667,-0.03115222086165046,0.014483405036868034,-0.05469505152607842,0.0588607526875358,0.015470546848136984,0.0065235811291515615,-0.05107777425629002,-0.08656036996993415,0.06459907376515146
VWF,-0.07980902137174567,-0.006242858255804565,-0.04141669424373566,-0.03148954181912159,0.011360074169545278,0.08056872606589853,0.008877488776521517,-0.03118988141402388,-0.09775738118359421,0.01994178377117564,-0.03743846698101176
GDNF,,-0.026923171416696794,,0.07002800011153902,,,,,,-0.050803827091976894,
VASP,-0.032811106026742726,-0.033372415038197836,0.01597198240019152,0.036576914880524704,0.03148757933270491,0.05794780888788493,0.030385689982073444,0.008370380190845593,-0.04971018870006935,0.012615203966892533,0.019254110863069038
ADAM15,0.006965498514853778,0.0025710140229091107,0.007547292865921229,-0.017802008719131145,-0.013796394434320028,0.004835981836186701,-0.04448712970203435,-0.0487951200874359,0.03083238493320111,0.005835002279906447,-0.008543182458923495
WNT2,-0.03268214091357803,-0.03007237186024292,,,0.09807883820888474,0.0028611369644883024,,-0.012760403703285591,-0.030174552407369486,-0.02720853521659467,
CALCB,-0.03420686209652951,,-0.02378544510681733,,-0.027870573310870242,-0.01900473703090103,,,-0.02020094575593923,0.07985080652755683,
OLFM2,0.0019673500812372713,-0.03918284740753362,-0.05598179736056321,-0.029074658436506667,0.013396452327805723,-0.006460898358419354,-0.016038096092196166,-0.005686100391560781,0.04791030396038433,0.043370989437957114,0.03329812640219181
MFAP2,-0.0438548520349505,0.007042745960268103,0.032495022761449666,-0.004225053984170399,-0.03729468066204207,0.08786924839063705,-0.026350700539110386,-0.02703934412897864,-0.023483958651153942,0.045637905313956915,-0.01606152547799284
HLA-C,-0.057854458753640654,0.03168552363936792,-0.007382230200975546,-0.010083666532302997,-0.0339991507137627,0.0961337075766342,0.06089363023665746,0.022171687208482335,-0.06982285704248417,-0.03447619754525831,-0.031951177875730034
THBS1,-0.04687057444726576,-0.034811751471565025,0.020153703257638808,-0.03244010122731406,-0.038126071501871896,0.05559944851939353,0.025355015961627127,-0.03729695888336201,-0.06029912841895522,-0.04247945207086375,-0.020586037128079496
HSPA4,-0.030758264289015243,-0.005057963523511315,0.04432822915848977,0.047029025553562684,0.019335814982612005,-0.0002674791066803363,-0.016096766879765335,0.03665583095411907,-0.07878868728092964,-0.025329784909149465,0.008092748422021364
LMAN1,0.010131225828921198,0.02511073502951208,-0.012071880481351356,0.02008157338370008,0.003997003369293834,0.05210240636713707,-0.039518613204498156,0.019252427933485076,-0.03860495123159329,-0.07616998062411734,0.01961524005659913
LYPD3,,0.00024644680891799486,-0.015154919965165747,0.034609250881899326,0.009185577177427184,0.009180621495646161,-0.022056064400405084,-0.01490237290449221,-0.02430830447903521,0.04189399658643495,
APOE,-0.020524758197433615,0.0006111340107037009,0.01594257411355647,-0.041471846581628356,-0.07303318493350129,-0.005237879383042703,0.03582952231925733,-0.007693489381384537,0.0077699120438920214,-0.02245129174919339,0.008098188962318016
SOSTDC1,-0.02734199826909067,-0.0011082927342325884,,,0.04797896905917733,0.052435269111001034,-0.015764654129699508,-0.02299815704076791,0.03500156338755067,-0.008519230390937015,
ANXA1,0.07766004527478156,-0.045927011028697944,0.022002341566283685,-0.036978524197375004,0.032242571598138675,0.08304147739694527,-0.024654943665892385,0.001679163782505601,-0.029687108281638203,-0.01850254348337505,0.031114184142194374
WNT2B,0.01659108346100422,-0.019050981719827113,0.009332428883281393,0.013374860837368323,0.0010479441386626927,0.006044143178910259,0.00031239697141631197,-0.02117312850276877,-0.007510613660790852,0.03680811379036804,0.004617164179507627
AMH,0.017549503435967395,0.009868588518239706,-0.020349626651314616,-0.01701261721099844,-0.003496416917158392,0.03355798778159173,-0.010292734988185375,-0.012650041376009164,,0.018809959198954694,-0.019132687642564074
GDF10,-0.031895167040614306,-0.01989737905106269,0.05981003199533798,,-0.008789567291496604,0.03426386894183911,-0.021215372053883203,-0.0021168913489078346,0.019851041747400627,0.034024425922557444,-0.024147600504976295
EFNB3,-0.019317334018429378,0.028552301974492725,0.03916199543747276,-0.04673310612051328,0.012523462846494245,0.023339686710394308,0.007821429731902921,-0.03348321892679339,-0.031452261815159505,0.03007846464807149,-0.0797230762413967
LTB,-0.03879068170851488,-0.023606070881577994,0.013763959284000291,-0.029009545477425864,0.09152942639910194,-0.018232936554632286,-0.027409745154389382,0.0216841885559562,-0.004983306868169851,-0.011191593627407648,-0.046094192013342215
ANGPT2,-0.05799053444577804,-0.01716479905223733,-0.011061222298865254,-0.021947904295525556,0.014117389694397305,0.09275327127919653,-0.01905756186157734,-0.03849192342698952,0.008733641199591241,-0.0012480179287260272,0.04564908640944359
NRTN,,,,,,,,,,,-0.02414760916781424
ADAM17,0.011890936041696814,-0.043052042270156785,-0.012935610731613676,-0.015955798154237134,0.015276167079475515,0.03831866590908406,-0.0026861541962903213,-0.0076632129361801065,-0.006705810815299045,-0.02962434579907049,-0.0016392239315635704
LRPAP1,0.026915668337377022,0.06206542221729775,0.0520004806277531,-0.028954392267229342,-0.026397908897465957,0.005150490008195184,-0.030601151491284152,-0.0050834469287043375,-0.02542596561106344,-0.02109341830447582,-0.051123644673082655
NID1,-0.05471560316823252,0.014755401112637052,0.016287075552199284,-0.011491746003575257,-0.02385580330275444,0.09279271331846621,0.059704568821523744,-0.0036371828371363274,-0.010442323734673385,-0.020196938692728914,0.0022928340947355043
MST1,-0.007405038105027772,0.039669498496826106,0.0489366488605344,0.018689642306377065,0.007989839122551419,0.10943865478658672,-0.03904959821824071,-0.003459817142985482,0.12839322242667445,0.03894580565325303,-0.04419093006798001
IL13,,,,,,-0.01925046303977226,,,,,
DCN,-0.13701630887428637,-0.009943938599884294,0.014847062265561414,-0.010408825862942324,-0.004301409099161987,0.09004045261044004,-0.02716325063388742,-0.015370994725381903,-0.05420481903484664,-0.003088808914966572,0.006951823981309782
IGFL2,,,,,,,-0.01867489825401789,,,-0.02624908814316872,
COL7A1,0.05871000454210626,-0.02657090502221582,0.005657930949915248,-0.036290533462305596,-0.020026319398285614,0.08593346072648192,-0.006819361213127328,-0.022932685091792603,-0.04687088351234432,-0.007863392202572197,0.006036536632498062
CALR,-0.05972443998063273,0.05067254004574128,0.011989340493020424,-0.01852667981127443,0.0032612493958837224,0.019700620464194348,0.024539404167957617,0.017401436536763817,-0.08630140311754382,-0.14523302599804225,-0.029652875690577847
PIGA,-0.06389828581443804,0.04405609731701427,-0.02011220645217406,-0.014801381906245335,0.04485000426426223,0.04698313927475536,0.027991023679700664,-0.045499004270183344,-0.07529647014387289,-0.03080462376186684,-0.05309806440775889
CD200,-0.10027860067765806,-0.013155558996469354,0.0481052809474927,-0.020865620737235146,0.022502740501555554,0.009367023707225275,-0.015005763004786175,-0.010986142610499924,-0.033777525514275944,0.04188728929279816,-0.019026524414483135
GRP,,-0.03190590265863822,-0.014471883210736433,,,,0.0958392773080391,-0.015647213389689666,-0.02234179666669162,-0.024746412449549626,0.10618131990523552
CDH1,,0.03853343115785864,0.04715605367876013,0.019544306746993596,,-0.03421806489411518,-0.02312514726999368,,-0.02179681074710047,0.02381430574478328,-0.03683125404822151
LPL,0.07186260045959349,0.020474856674090547,-0.022959162826351017,-0.018302707156159233,-0.040183730279964705,0.03897071480888144,0.043524692844092515,0.011434157096734347,0.011962923293809482,0.05773773605118799,-0.032078739826110536
SEMA5A,0.001446688278403001,0.0017927597328838416,-0.05902201188881917,0.02119763290763572,-0.023219459072168713,0.0034079211415021294,-0.013663450880119799,-0.011689619858104836,-0.005900732231126799,0.04856112713315471,-0.05444845838482699
SEMA7A,-0.020472602212627127,-0.010662198334326859,-0.021352089469450962,-0.015655289860704094,0.06655452417186417,-0.020367249871899685,0.026478345077397776,-0.021053255353630392,-0.05466522104429111,0.02380974355945297,0.07336896908066125
SEMA4G,-0.009289842336509136,-0.05393983178103117,-0.023562692248074453,0.057423034255927694,0.020756299265562494,-0.029448337318252558,0.03092248995937022,0.08957174104560628,-0.03188428669168958,0.04114881628175133,0.041787920845717724
SEMA3B,0.0609001154505648,0.021131739290497147,0.005239943597544001,-0.01984505291787501,-0.014782651439426659,0.019125241321805247,0.03789336026121903,0.015751923377046746,-0.02950074904372597,0.02444836129684584,0.010985177511625916
RPH3A,-0.11870462982602858,0.009019568747850074,-0.01742674340173026,-0.0027476325932825185,0.00261653327492063,0.03304409010100103,0.005056216966920316,-0.031110364930997912,-0.034073818750701895,0.04554382231265701,-0.011111213095223239
JAG2,-0.08475424739077096,0.0007846323656910203,0.02049150037092274,0.038996661452017724,0.04942311938022507,0.03625462514212046,0.030158904062912828,-0.024512142232814647,-0.025663539520364386,-0.06441419688319579,0.06165118500609059
CGN,0.07102657472689171,0.0559260527370293,0.04801722508518943,0.14844309690711982,0.03015263368209352,0.012198755411943563,0.04719100138784181,-0.011850579446130004,0.1559205493352274,-0.0015770065869398987,0.015366100246391607
GDF15,0.005640710457869648,0.03576710511067767,-0.02265270440531449,0.06698957113638547,0.03488118344717482,0.053352752257477425,0.0454431631932154,,-0.02219099763117752,-0.05830075709396935,0.06730946991415364
SEMA4F,-0.031032897871522865,-0.049471555654933365,0.008000506066718899,-0.0027796040618052013,0.04611636371557904,-0.030244147552986562,0.031609378252447556,0.009339753030498176,-0.06490686724012637,0.05992281343950435,-0.06731473650779263
