,UKF266,UKF313,ZH1019T1,ZH1019inf,ZH881T1,ZH916T1,ZH916bulk
MFGE8,-0.03102132799228889,-0.009488594117756212,0.04283932797101664,0.08723657619229615,-0.04019304803302055,0.038058140428202034,-0.026439166807481013
TGFA,-0.07482254023784392,0.06347624960791073,-0.0033656103311814536,0.08468947621074695,0.04859503097892346,0.1150777412306283,0.01470607885824846
SLIT2,0.051134899396678354,0.028193623309886645,0.05979233673647173,-0.02118249692342968,0.0338639293363592,0.022408394343654162,-0.019113292141801325
PLTP,-0.015018359865068703,-0.0001713742458242618,-0.09353370167753304,0.01963452251379301,-0.02822353600735458,0.01423334069121254,0.08799723353391521
APOD,-0.039470869866542954,-0.041766105327726226,0.09275172016703323,-0.08373191519429368,-0.049447376223767624,-0.09565236618240949,-0.017455580212200467
B2M,-0.10011549277693892,0.110077442150332,0.07459251242982294,-0.0035265663319503132,-0.06392441335516509,-0.05837176357786957,0.04841949413170463
OMG,-0.026626692433399147,-0.012229729796219831,0.028683676030926804,-0.04111779394739821,-0.007929044335987165,0.1313434685480711,-0.024377048205716328
CXCL3,,0.07706692179930111,,,-0.01745463776756519,0.04796268328308363,-0.09310934877033902
CXCL10,-0.01843661663233625,0.16972202194796335,0.0331915878430786,0.1029649539357761,0.037806294001327394,0.03705175675851055,0.02062259436994533
RSPO3,0.021030090310055274,,,,-0.011049777307074283,0.012248627812071838,-0.03690964272518218
CORT,0.00653353717209563,,,,-0.056851181301077754,,
NCAN,-0.00801835067150592,,0.1141517263320034,0.06790161369720737,0.060349849542944006,0.07292786737817304,0.013345089008887073
PRG4,,,,,-0.051551676788212715,0.03593700495961908,-0.007157344252493172
ZG16B,,-0.021785419862213776,,-0.04163614465190753,,0.016520410787344505,-0.021609326293774694
TGM2,0.008054228542988318,-0.020066782998044857,0.011526309430070927,0.08818389441751794,-0.0585130864428123,-0.02777657001988364,-0.029824460519653106
VEGFC,-0.027650635678707236,-0.0003059019748753697,0.1477263596034057,0.03789480076594095,-0.044385124103099256,0.06883174227116515,-0.0690669356809339
WNT6,0.01263876377068768,-0.02436055256193115,,0.03000237320473079,-0.02015814420732153,-0.015630444197895214,-0.022328917327181542
NRG4,0.004792253031996685,,0.16327400761487454,,-0.020463847634838207,0.052796191964417885,-0.033579266874657496
PMCH,,,,,0.0030099036849774346,0.028843987437123093,0.04531784872602801
COL9A1,-0.010266667176931733,,0.022466627718544293,0.0029246351072342277,-0.042104787323714664,0.11707491483480048,0.05929772219367737
GDF11,-0.0793557850318917,-0.0067886767179426545,-0.05123536579428737,0.05272552083390532,0.021485712734072737,0.1390605856617666,0.0011147928537673637
RAET1E,,,,,,-0.011889286101007073,
IL24,,-0.013737811185819094,,,,,-0.037540503294192666
SORBS1,-0.018747348607233722,0.00361007183946734,0.03779289949686533,0.032078899890338713,-0.006051700168264693,0.10198237884152349,-0.0010473157209508134
DLL1,0.010203925821109499,-0.004327920388432238,-0.005667825096583327,0.04097047915174448,0.1312961625353049,0.10012759415590289,0.11236424157636556
TLN1,0.016306730931681744,0.06434451648870478,0.006204081462232324,0.004065571009449332,-0.028789329164810244,0.042515135043309914,-0.009998474344570261
COL2A1,-0.014988033291809746,,,,-0.04727445253233674,0.04257154295701044,0.08516548328520762
SHH,-0.016359498734222332,,,,-0.0011165309820082364,0.04073328455219966,0.022042078494376588
PON2,-0.016463736137422007,0.026213170018435563,0.0661371266295723,0.12533329013235206,-0.03645645002651926,0.10693712473756765,0.09847837559932601
ICAM5,0.017870032004509012,-0.013004526234718946,,,0.053094889906971525,0.07464017172254774,-0.02524696357353842
HPX,-0.0138345694997714,0.14396978135807212,-0.013292168125065888,0.0524962270472325,-0.04348913890387734,0.03723085655920697,-0.02496636006366516
SFRP2,-0.008904687580114982,-0.013558006172071478,,0.06528169904449413,-0.0014866823312544544,-0.001103664949465051,-0.039991195360884066
CFC1,0.042841957620660676,,,,,,-0.029712367737182888
CD70,,0.11052333920122223,-0.042102249253100237,,-0.06009599882964741,0.01806090584796096,-0.04192807188634112
HP,,,0.05333353638835376,0.13506506538101126,0.028016911196583394,0.024610242169296696,0.06824431135464613
CXCL2,0.033534155645628075,0.09341765234248992,0.06573903387474458,,0.005151790953380279,0.0412994568268335,-0.05500449417262933
NPPB,,,,,-0.00018989372522687823,-0.01140333874644373,
CCK,0.0338970549264082,,,-0.05182132828297264,0.09502750685612671,0.03950464191373349,-0.05497451375889512
SEMA6A,-0.07008475696041269,0.034331764525798315,0.08401482031987978,-0.003791754145297998,0.016271187643265808,0.09516647316167784,0.1308669411057615
IRAK4,-0.019547233039451068,0.06114450823296191,0.04691387658929986,0.045835201882531346,-0.050508281192836416,0.12043395678258292,0.052492907214136984
GSTP1,-0.041190967543231954,0.007314181956798312,0.06211003645661149,0.04408970128176015,0.03900824984041683,0.11787289157228945,0.0579322350358766
VCAM1,-0.04756201613897401,-0.003802635077208471,0.02832670416035474,0.01531632568987592,0.029306606869678745,0.139661595228018,-0.0018965593134669257
NXPH3,-0.018620819891055122,-0.0259237245411347,0.08555300552617141,0.0390138993228249,0.010743086852373553,0.19661519756525314,0.07684459700111582
MTMR4,-0.00499290910007912,0.032652223261821205,-0.05523165657212585,-0.05863572812177834,0.022471246608331885,0.0940862724301909,0.031213129823275433
LAMC2,0.0013932062023401732,-0.01995479617985812,-0.03879355883751346,,-0.02522696538270913,-0.013256505925525058,0.03283828283981207
IL10,,0.17478522797484553,-0.03802057379849492,0.07543696175571961,-0.02498123841274239,0.0832123011885118,0.00870948117296227
SEMA4D,-0.01592833591000602,-0.017951282482521123,0.06314526454176685,-0.012085152859155247,0.018550292539799076,0.13546478820919744,-0.008797697524609172
TRH,-0.02593162154647067,,,,0.025750577488786223,0.02704632942900851,-0.0013489553691582031
SEMA6D,-0.09091852435778244,-0.018512133792053426,0.04854472218880365,0.048583555237551326,0.09583883036671369,0.1083084882319744,0.07275754349672578
CEL,,,-0.05483887512818338,0.06778745718325424,-0.028634951939362135,0.024342301986545887,-0.03454616108515258
PDCD1LG2,-0.01331158075904728,0.022558928138391207,0.05383313271213038,0.05391987175057769,-0.014997497685930486,0.08263056283797054,0.02841689902218762
SPINT1,-0.01721772125740672,-0.016603557468071257,0.020924233077066024,0.04432172067746155,0.03804681385174752,0.16840744530805213,-0.010625628454405855
CTHRC1,-0.06828839254169887,-0.07645744603436101,0.12030389908452153,0.006496252095512422,-0.04509678555155184,0.014867016132819766,0.013969928223886891
PODXL,-0.035778108845782815,0.02818605128599754,-0.029717654686244287,0.06015699339356866,0.0184923710453698,0.07604842306720712,0.07508953040669922
JAM3,-0.047976320979404,0.050532147357840736,0.10766673255106408,-0.053112483998243136,-0.04991298003232927,0.0025939599038982864,0.12585174971746055
TGFB2,-0.011332357124863529,-0.0018577567913421631,0.0797960259003355,-0.023847798749895482,0.04290257433337966,0.040129245065347534,0.016313399684468998
COL18A1,-0.06177309347804227,0.041157924474631895,0.016053369213961607,0.08763383548456256,-0.06955849319415984,-0.026283848323290233,-0.04202963641119835
NODAL,-0.03725153357713236,,0.05386430873192511,0.03834345735648171,-0.015615258933208387,-0.033455392577641345,0.03239623661663705
INHBB,-0.021938736403099828,0.019903033747182056,-0.04767781818216022,0.03884934702927322,0.025642466489050903,0.11500198316690882,0.047967180413438795
LCN1,,,,,,-0.05863286580841115,-0.022680654096682074
ARF4,-0.018784251993412923,0.09494837044096748,0.0007525474728733802,0.06809092545234142,0.07353530100560708,-0.042009710980308174,0.038808463845735136
CXCL14,0.07383560814977592,-0.042740810664781866,-0.0023015354118218986,0.07649923499850485,-0.029320154212027983,0.13446077963311828,0.04736575966862896
LIF,-0.016793630330453304,0.035324135390704614,-0.0009150283485534078,-0.025933140228609694,0.0029701143587094435,0.011667399904860192,0.02265063338791663
IL17B,,-0.033009720524031276,-0.009510082844426278,,-0.03589074585447573,0.0168854065410374,-0.025643597547719225
MMP1,,-0.04013136051758621,,,-0.010858772962787634,0.008834354841260557,-0.05738840528040313
MATN1,0.05188036532819735,-0.01373781316596408,0.08063612312320248,,0.002420592124549199,-0.045424701170701055,-0.023369267946662955
ADAM28,-0.011551079164209239,0.09831139402858363,-0.029569345484345717,0.06422070924619389,0.052547988645673865,0.11626082933780188,0.08241925080950487
TCN2,-0.03140428243759038,0.06271517279872406,0.032432384199635095,0.051543016130616834,0.0010680808748428025,0.10132010806827205,0.033019838448920286
THPO,-0.023054762214246134,,0.01046399734140123,0.0735868910557444,0.02628318959448953,-0.011002815619915625,-0.035020972761279495
CUBN,-0.02884141936280467,0.06657947654429616,-0.015355686466585588,0.0823028104483565,-0.03242259772399978,0.09492914699785805,0.04585476373713474
TIMP3,0.006145183965242736,-0.002321616363320676,-0.0461664786273412,-0.044528606394332315,-0.05786884379112136,-0.0037426828310507367,-0.010503793889908714
PIGF,-0.06508203853487078,-0.04649400429419496,0.1026197531526928,0.016997994295039336,0.010654747649207133,0.1436597284451128,0.0065957379539308735
CRH,-0.013662337206258673,,,,-0.026892562097589407,0.058590352853664415,6.191256793651971e-05
BDNF,-0.01285502366346563,-0.02119055076875899,,,0.04994950853305095,0.07079995672087147,0.08426808540373783
CCL5,-0.019957312112127455,0.0009515795425630096,0.017505013968530114,-0.0661136122120258,-0.059875605398182145,0.06593221497152271,-0.016754000243609322
GAD1,0.04008862341996307,-0.020580799005527877,-0.04263209304878732,0.017824235841444352,-0.002190166942433189,0.06130399207933374,-0.05923599871588613
COL14A1,-0.021150320372814706,0.027812999701837125,0.0793827368450843,0.09903808072044823,0.0048051204975056005,0.10448277630867897,0.00371747092251658
HLA-A,-0.0977014497703277,0.006873897203855611,-0.02171375956685902,-0.05876083417013051,-0.11392315473238203,-0.02399999664543363,0.01608660607665472
CD5L,,,,0.08412322263804366,,,
FGF18,-0.01895559439506744,-0.014264398598535866,,,-0.036436096393035085,-0.028091671358446407,0.035968323990850384
ADM,-0.010934525838668312,0.014516873559025804,-0.09710555193829148,0.026728940250297907,0.01871571690455029,0.06252274988682444,0.03190496481670425
CCL15,,,,,,0.0023169108159762563,
GNAI2,-0.028332092793469262,0.036033854945923496,0.07702223064963465,0.016601489922512726,-0.05220259090564804,0.015218683795621468,0.0013312268831672692
HDC,,,-0.04619550819564505,,,0.12275149615081,0.019661210981345996
COL11A1,-0.06184795688679383,0.004100354912616116,,0.03763699429830189,-0.024169421449726253,0.05743952884560865,0.0486568459211668
NUCB2,-0.015293923549626135,-0.034638507044412785,0.044051067510830606,0.05722511684728963,0.02525066980842923,-0.01849403289479454,-0.07535182310425709
FGF16,,,,,,,-0.023027365146710894
CXCL1,,0.11776255499860726,0.024536337686898762,,-0.011341413451646494,0.011827459379246842,0.009520084605927234
VCAN,-0.08044160057949018,0.059798150953629135,-0.06807153404666934,0.010002035933194488,-0.008487034915769557,-0.13992392347820046,-0.0008484479295545535
MMP7,-0.016793625616564504,0.0006290455043852489,,,-0.011853406648017676,0.009114973681454353,0.0020299054423933895
PTPN6,-0.0002854464595113939,0.11713634808718208,-0.02090864618631389,0.011560039439253173,0.01566470044284324,0.16861375215309218,0.07561358493681947
PTGS2,-0.041182455314149186,0.047386830441318126,-0.04688763561197532,0.09096657708648777,-0.05493227425298262,0.06960025613805818,0.050617671250403375
XCL1,,-0.025617352924401985,,,,,-0.04158982793456758
CD58,-0.011353590092085645,0.02881059323053747,-0.007601572498688977,0.062288913641652024,0.01581146509894981,0.09555061262951423,0.07600730385281076
TNFSF14,,,,-0.032720842291007746,0.005256148965738035,3.091201685080516e-05,-0.026473414310632472
CNTN4,0.019215506217644354,,,-0.008261909912670336,0.03948188099945311,-0.05706787651509002,-0.03573576030354672
INSL3,,,,,0.003631499733394971,-0.05001037376619278,
BTLA,,,,0.01423860440975832,,0.037083731719052285,
MFNG,-0.01517598719146815,0.04521108696095054,0.0214583624246575,-0.06229785992520689,0.0208683230508374,0.10471952026146783,-0.0026042331718029396
ICAM1,-0.03901762593950744,0.03952784822929526,0.03229798863697548,-0.02672731997064158,0.006808125100695943,0.0808824489918919,-0.0001695815374993511
PROS1,-0.0390330619254869,0.009531408074569406,-0.0013713680324155557,-0.006004009299971084,-0.05670781487519667,0.07646357734026056,0.06601136127356662
CLCF1,-0.015611352029009479,0.08048319363012077,-0.03943733554308147,0.10456030354973246,0.0020465868953914506,0.0935361310458801,0.025319179454838157
PSAP,0.02670193129028227,-0.0491966459292024,-0.008463268077760709,-0.04490529123463712,-0.050230820699557165,0.1419800693251768,-0.04110984030789069
EFEMP1,-0.022891889247142635,0.06903636689005745,-0.009176849032016819,0.01110434230941123,-0.02644282224311478,0.04828714760243236,0.024512199413405364
C1QTNF1,0.06408020277103882,0.0022096551828903336,-0.035727530484106464,0.08314155996007826,0.013291145738048122,0.023946137573830687,0.05526592731053922
ALB,-0.016064099589913537,-0.013004530510102417,-0.01476765666266227,-0.004006634150032008,0.02569623020569831,0.04783605003328859,-0.017024528919985668
CCL13,,-0.024785314575141125,,,-0.04209502274695931,,
EFNA3,0.04242838749790686,-0.020290550181282785,-0.11776950490121264,-0.011342843348184759,0.06882501275312475,0.08411268307958414,0.03491139540656479
DRAXIN,-0.05292938355965686,0.012454517025377579,-0.08136205469023014,0.028436020134130137,0.03304839349948485,0.1059177620225086,0.08832549280747462
RAET1L,,,,,-0.004176570912229476,,
NPTX2,0.016881449388587468,0.0508005645188846,,-0.02681022721515915,-0.03154362349912929,0.03694658654437683,-0.009816921697677403
FGF11,0.024114058852774324,-0.01929218448415877,0.007524892858503641,0.008117809109354134,0.030162802124090754,0.10337328984039326,0.05757171623273604
CD59,0.05571099818970902,0.05646711281716844,0.009881993437901143,0.04424767971066968,-0.061493565622836296,-0.026640936224165402,-0.0009890988845709925
COL9A2,-0.0418590234315206,0.00401565228092632,0.04539591917376047,0.028872980974569726,0.048850493796281626,0.1201278740358186,0.09554886248779644
DLL3,-0.06140842508643004,0.14291922889913097,0.025147788881904408,0.0722058302342094,0.0968526272075278,0.055427868058521276,-0.03690725742831244
FGF5,,-0.03137454671973705,,,,-0.005460853931043258,0.06654169317223071
LIN7C,-0.005987109512660232,0.01501613476409883,0.015814365080830502,0.05665774054050802,0.056605281180829074,0.12510062830944918,-0.027059032030538388
GDF7,0.011122614998026439,,,0.04841767266231779,-0.03050776373998211,0.007766782390850205,-0.03572302518271684
PSPN,-0.027716026183088136,0.09412519458730986,0.08909105268980982,0.0459136640163544,0.11483338667890408,0.13749062035822782,-0.006628297575513066
ANGPT1,-0.013455241389092843,0.041687314063505475,0.06227256681277924,0.001724591940993242,0.01147556177865277,0.081257184245743,0.004862375997224701
PNOC,0.04380646328082004,-0.013004530510102417,,,0.017330722984656835,0.08079979043633784,-0.04800124634127196
L1CAM,0.10335930008433233,-0.042092778432017114,-0.0025916951996846297,0.007715004404281941,0.02232357213344843,0.06741541739895301,-0.04746679964681918
APOA1,-0.0371010311775982,-0.017330725258100137,-0.04922493843878483,0.028641022135973193,0.03230343280563851,0.10888275453861267,0.0745194820400208
PSEN1,0.034033256278805726,-0.012247614996407223,0.0587437135635288,0.002342800713795491,-0.03345608467115136,0.03971766780536244,0.03158940407100706
CALM2,0.048920075845230414,0.022387447235963507,0.044740770811163344,-0.058439433638326654,0.12735612034567456,0.1268021485927751,-0.08507473593244395
CLEC2B,-0.017522843043167705,-0.010286192658128614,-0.022597849700632236,0.001979424066792413,-0.043189620577156904,0.05662241135897031,0.015758999593392616
NTNG1,0.0022575044426889983,0.08646960360485823,-0.035834126412780574,-0.017239322894428588,0.028930750493863414,0.14825419391813735,-0.0006979317888184205
LRIG1,-0.013450947203656092,-0.056339844190167875,0.10521381436057614,0.08176666107252421,0.017911593988131486,0.09564691345551958,0.027019904813145573
CPAMD8,0.0064017170709862094,,0.039380722995184705,0.0012778732202678416,,0.04513996981674043,-0.025330302282351214
GHRL,-0.017077417966334663,,0.08286802195796719,-0.020112349596995045,-0.03300006960646683,0.04380976573174619,0.02191772984677308
NPY,0.014797121862150915,,,-0.005830665798658105,-0.038124229918243054,0.05153194219822943,-0.030067298806025124
MMP2,-0.007055995022915245,-0.05459745919026966,0.13243914897666498,0.08611280220676272,0.021476230706364816,0.051607474935282,0.06679215245357922
PPY,,-0.01202861081966198,,,0.06926955309873722,0.16629211622958753,0.06883987177509561
ALKAL2,0.017826694379881877,-0.03066720130908056,,0.03592738643684708,0.04524331701932163,0.030537660734734396,-0.0741543892042189
CSF1,-0.050554387880647055,0.08523522492840216,-0.01696767309876566,0.015406900498469113,-0.005946424086897417,0.1098909515391544,0.05092525007655398
SEMA4C,-0.04710758557985132,0.047384166695854435,0.021295677234329145,0.05203427910707548,0.034510062863142704,0.09139092237120361,0.015359376719931922
BMP8A,,,,,,0.02741015019175567,
ICAM2,0.004874395227443953,0.007694108154914771,0.07226627044944872,0.06265274583503291,-0.021240720296706633,0.06837981328238703,-0.01669284182302969
SYTL3,-0.022064099244458905,0.040333545434086605,-0.02810561207813593,0.03984512014558256,0.042714587419779966,0.12032207808047547,-0.014751650149110505
IL1A,0.09261534012381009,,-0.009227088375413042,0.027105438529748425,-0.018467501708310338,0.023570755543881407,0.07200912501151137
HLA-G,-0.012393729372144162,,-0.040477196328684587,,-0.017896087573074794,,
PGF,-0.057136494738654925,0.02134232455900828,-0.023908703183612646,0.11702245909996607,-0.02636536621447354,0.07375647092349401,-0.0020314977482475435
LGALS8,0.027539517989463712,0.024100637763647778,-0.03855572373173005,0.06800509156359186,0.037302793308169734,0.028207593919286747,0.014942827662582519
DKK3,0.04560249847370088,0.05918836663924538,0.04677876741030212,0.07020281073689968,-0.030884444554295554,0.12225302671004187,-0.0502724461555832
COL16A1,0.0398566931122015,0.045295721620496575,-0.0575683553216069,0.006175534858419734,-0.022202893722927487,0.06945898155518504,0.09904354666324634
TPH1,-0.013132884582598203,,-0.03879350302099856,,-0.01698611158410332,0.10291720879489406,0.14841246792066876
TNC,-0.09826045713460467,-0.06367525642314383,-0.00276084800323619,0.06900060589211739,-0.001580583180937451,0.06623047973408056,0.013182981945330853
TNFSF9,-0.0036874895390033562,-0.01493609208626409,-0.03936169022403576,0.012089254953949694,-0.038462750166013984,0.011238221261628871,0.011499751448358766
C4A,,-0.014264406339421946,,,0.07205707770239464,0.10726348685210016,
CNTN2,-0.030759570514826154,0.0349146624146614,0.036753693338475175,-0.11417886633453721,0.05565661185576659,0.05064437854456327,-0.07246482341825378
F7,-0.011405947735593688,-0.013004532334962496,,,0.10331727466681158,,0.00064939603146796
LUM,0.038051804812402404,0.048863045445313266,0.08532800210443908,0.16251006596323725,-0.017767850973592902,-0.023282632715205843,-0.02605503201050709
BTC,,,0.04430519849021892,,-0.016414352820868023,0.0054734759716443225,0.0382553579510371
APOC1,-0.05455123227735074,0.09038606499145994,-0.0059041100123800785,0.11251127490092944,0.0495303404301368,0.12875398981097563,0.11746631774756872
PKM,-0.005576930139349784,0.04056179095445569,-0.04798710780661834,0.015863849256482567,-0.04566337728426608,0.06430071867553169,0.011199076770734956
TNF,-0.028021216203576095,0.022853504374738574,0.07266711083741292,0.04592964604457305,,0.13700520523992676,0.015774423458026165
