,UKF259,UKF269,UKF275,ZH1019inf,ZH8812bulk,ZH881inf,ZH916T1,ZH916inf
ICAM2,0.04040180393740024,0.07994310965173962,0.0009653782559040792,-0.001110334073259336,-0.013480254810267496,-0.020330197991627254,-0.0029928565447676666,0.001969948602771139
SYTL3,0.06335737760696404,0.045429559786842925,0.0063121413114524865,0.06646564283625125,-0.051949834745578,0.07373508850510119,0.09228877518789944,
IL1A,-0.03929568780256314,0.09777638064347603,-0.018129178428464548,0.02004911420896277,-0.006118811359849206,0.047364905875192244,0.0574404490642969,0.06306521394764464
HLA-G,-0.013447202769797151,,,,,,,
PGF,-0.008669240717418885,0.04520749788829666,-0.03809104276374528,0.007321220095457683,0.017345027251624137,0.003361353755103383,-0.04620525380466551,-0.03017566974166052
LGALS8,0.012095549559056383,0.0031633939877783747,-0.002779466775828141,0.05513107466631297,-0.01347143254824431,-0.05789101613982476,-0.003696821114150197,0.05193051177697197
DKK3,-0.009865204917229394,-0.11399963831401709,-0.06558114804730426,0.018613205108784354,0.03792934334785829,0.02610537506555294,-0.0026196246218391332,-0.09273335165761419
COL16A1,-0.010547876431010373,0.04764897840068203,0.018795829242976337,0.015974666534692438,-0.06578086258803939,0.026215648939300874,0.031019002025978053,0.10969178882520456
TPH1,-0.02447043632897805,-0.0028720885736340687,-0.0076975944602424564,,0.03787768744148801,,-0.009143027399563295,-0.060263718166731754
TNC,0.0543749188320084,0.17099233091331895,0.04848481512900981,0.014312671769174055,-0.05108348626991344,0.018424744502909193,0.005837350496158534,0.05760141766753866
TNFSF9,0.030595948810445014,-0.03116323246254036,-0.028497925968825166,0.05363121172339683,-0.028699311772979328,-0.07226404110735636,-0.040303085147685706,0.024354081661882594
C4A,-0.015094240795552896,,-0.010746770757350935,,-0.024456457468425823,0.04236311191077963,0.002650885590080905,
CNTN2,-0.010589379240240405,-0.012718740615252003,-0.02663204214415098,-0.010911990692271601,0.03237099615274811,0.030385486739188314,0.027015992340852436,0.06115664485482083
F7,,-0.01773479532775863,,,,,,
LUM,0.027814522471665538,0.060948446896993455,0.03254300377294599,0.015459787882223387,0.04349902983263388,-0.05400158332199162,-0.011290668002440727,
BTC,-0.007908249803506916,,,,0.027625231061917492,,0.014245234918353979,
APOC1,0.036482909511555056,0.08689315694218025,0.002652821119741047,0.004483192952356021,-0.04025187243813211,-0.027231899296826897,0.04448218744432275,0.08986515013223548
PKM,0.021843771344044964,0.043838035325449935,0.03667335603753563,-0.0001856494255687998,0.035024049833012265,-0.03586532331658792,-0.029164854701666756,-0.0022474149637810113
TNF,0.036332736803701304,0.12517192915186598,-0.02451798923853494,-0.03401866619154396,,,0.06833101585578855,0.07996806349806697
GNAS,-0.03117164942552176,-0.059164918615330575,-0.02148645629152746,0.022060622843566854,-0.003186841045294231,0.14601258046224427,-0.04649497118360915,-0.008286267341658916
BMP8B,-0.01949498018909385,-0.034447337152801086,0.014668126483212486,-0.03156810604610589,-0.003716631089923658,0.015157450246039922,-0.04540698562137444,0.033985171036995804
LIPH,-0.019122422221183356,,-0.008664835037512645,,,,0.034432014718736775,
CCL28,,,-0.013342420503417596,,-0.016905243739682548,,-0.01977502548202573,
PTPN11,-0.035907568742899,0.03318477817986462,0.010705105734021033,-0.036642369475914774,-0.013505698216598642,-0.04522096076807628,0.05937019251006703,-0.10603735914707757
ADAM12,0.016953694585959113,0.04038885632345531,0.04624485360618186,-0.030122750254893912,-0.05467185787093113,-0.0005019819853713487,-0.026310125451832273,
EPO,-0.019494980734973823,,-0.009065563849346097,0.07929663493394788,,,-0.021029096138863692,
EDN3,-0.024268541293288995,0.09778591092234062,-0.014051176854352558,-0.021275887934003933,0.006867818988979467,,0.01901589047009579,0.0448018513597731
CCL22,,,0.06126837231592993,,-0.020984564417263728,0.10535668924198063,-0.01925708660052775,
CCL2,0.010907810608975084,-0.01009374208375437,-0.048334109664704084,0.06430680134289907,-0.06791081827510975,-0.16044735732861054,-0.018967725508022483,0.10979157860147087
DSCAM,-0.007610708110421135,0.02649668430338246,-0.024395884223149922,0.005423697162486991,-0.03178330084263436,0.01443593260679601,-0.013704670109739117,-0.07662835750474069
ANG,-0.0013234382342022456,0.027549549028468706,0.04865804732914654,0.07201533864353142,0.023911211702885352,-0.08949231832701751,0.08971400356210918,
FBLN2,-0.029560005350563193,-0.03818360213253227,0.003160087616820699,0.021225691608738512,0.013306471473405662,0.11747887448696945,0.07867139700165757,0.012261619992558016
VTN,-0.01331097886824297,-0.02989507889625853,-0.014893703322798572,,,,-0.009840391081326155,
VEGFA,0.03357999251992315,0.05749117336961486,0.04409580151404656,0.03028285484098555,0.0007812395149378378,-0.09302028498703396,-0.04513209931764686,0.11971487684877263
F10,,-0.0017305435112093407,-0.009940194822608906,,-0.018155600137329867,-0.05238504824028577,0.021350739987194018,
SERPINA1,-0.037597110945266056,0.06127416264623071,-0.002439709658793943,-0.05384751712631925,-0.0032871877899658306,0.002317462791382456,0.04035968241472067,0.01325270967639059
VWF,0.015321867755017515,0.06987024610267398,-0.042692849612831575,-0.007980392913984554,-0.014985651020585505,0.05562209866336295,-0.08961772781435291,-0.0019308520994521794
GDNF,0.057439786852604764,,,-0.02371138284399783,,,,-0.009535436133132067
VASP,-0.026819627160887483,0.067589337789282,0.006759354577206226,-0.010147857556192286,0.0446940553221431,0.03871741265535348,-0.03967358400888213,-0.06247169750975762
ADAM15,0.01918114184050556,0.06040659930013162,0.03790904494088632,0.005213137625578643,0.01678650670800811,-0.16608286396492541,0.016518062092503238,0.049366808366941815
WNT2,,-0.04552251026547644,,,,,-0.04210966946620342,
CALCB,,-0.019604386016469407,,,,,,
OLFM2,-0.0021620249811454243,-0.05492311911637642,0.02091569219216083,0.021777317399995666,0.00047142299256072045,-0.04636614019208721,0.04837205518336113,0.03216331765060484
MFAP2,0.0097003291497435,0.06779325704991206,-0.0238079046604311,0.04974058598046583,-0.005587051360827889,,0.012861644590965471,
HLA-C,0.06681025134660107,0.08611736093309616,-0.016386595787100267,-0.04190850709248042,0.032099462771518386,-0.012454615985455608,0.010382769640169405,0.08303705920389857
THBS1,0.012753363367944075,-0.011328465184238874,-0.046830803947915334,0.025601220519582375,0.027959697154836906,-0.04780234870145033,-0.06270079293195473,-0.02632605148517774
HSPA4,-0.023417836054778277,0.020390986771958056,0.04648563570408235,0.04170387815545414,0.058455850910163726,-0.1094366776602045,-0.00621219783962286,0.07646281461538004
LMAN1,0.03364129322105315,0.13248769137854505,0.04680718410699147,0.03762083944972771,0.0003821959380861775,-0.043387953789461614,-0.0013095717606339706,0.11406725841186917
LYPD3,-0.014293304633628762,-0.004376294081246181,0.008831406696973063,-0.030205069869795955,,,-0.00261569966139783,
APOE,-0.03824409701728279,0.06542369318070686,-0.01986604277563058,-0.027898325883732183,-0.004704644777190814,-0.031635811445086426,0.022055710605297804,0.09650122059789833
SOSTDC1,,0.019481856419005437,-0.021926594107250636,,,,0.0020969797818385554,0.026017651627095458
ANXA1,0.02375742239275103,0.08371688856136131,-0.02312668039444478,0.023423264609250625,-0.004088676044378703,-0.1038994254449275,-0.02621464753658387,0.05362638527842613
WNT2B,-0.01876471063607014,-0.022015897386148855,0.01642796803345153,-0.02137370861256683,-0.0042774529632999955,0.11046981463420892,-0.033123934648850634,-0.08967658927778835
AMH,-0.01986115932902556,0.12786993651052012,-0.013067551357954132,-0.005544313248431738,-0.016905241583904627,,0.08532538527386015,
GDF10,,-0.019062979563453136,-0.01220872858414463,,-0.02133631342520228,0.05033678510684083,0.0393965202771383,-0.07084093807787853
EFNB3,0.018181471292750575,-0.01828820228474522,-0.024996994696201758,0.053273928495031486,-0.016837911470207946,-0.09716702054554457,0.014093868184402008,-0.062085415741883414
LTB,-0.03386681764739207,-0.008514104991003793,-0.015773380655337708,-0.040232129490834094,-0.040727861456688066,,0.015620153003673325,-0.03024855913085922
ANGPT2,-0.04095544028097014,0.13044255083423426,0.041613770277824834,0.019850340553548406,-0.04062678456022234,-0.006830121296852921,-0.037408501264872156,-0.019766323852528415
NRTN,,,,-0.02428591313744226,-0.021336321079504224,,,-0.028356334049414414
ADAM17,-0.0008560651197587377,0.09204096834993097,-0.014206396082195923,-0.040185990451315705,-0.011602647194170064,0.06188865205301101,0.010697662936171602,0.13897674488383008
LRPAP1,0.00954359962602631,0.10502388612251255,-0.03710764626772588,0.011188654843088246,0.04478402681594109,0.07412531713282114,0.0823411186375233,-0.03500290204006014
NID1,-0.02703406941496108,0.08439812323483743,0.010590922181454358,0.014531529251263518,-0.03281541406692566,0.0342626093023164,-0.06310289346011497,0.0009111832667569998
MST1,0.014633162734631782,0.061190291245540755,0.005487659480173362,-0.0390884690279887,-0.05524466909804344,0.03299547578168743,0.05927700850071254,0.033285431460177275
IL13,,0.060116579020684256,,,,,,
DCN,-0.03124534447896881,0.004708772057148156,-0.014289967781688334,0.004449763816167782,-0.029050601703152927,0.0314973597957169,-0.03531345558012928,-0.06102183072987447
IGFL2,,,0.015244802286194068,,,,0.006513325262161469,-0.035662344331890805
COL7A1,-0.026424407315539657,0.091255011716643,0.014890093680237741,0.008777028560869014,0.036866794020124674,-0.04429378329993271,-0.0012717055658880813,0.006383766828625063
CALR,0.046832629627881414,0.09605865138772322,-0.011774896865052665,-0.024835912887326977,0.031975225977378834,-0.030368082396370177,-0.0737360575585088,-0.03404220737816651
PIGA,-0.010590397098186082,0.06593489632379927,-0.008868547632042789,-0.003820213679823373,-0.0533767641812835,-0.058789705402137925,0.042920676721552836,-0.019796465003229208
CD200,0.007252916210025209,-0.07557024074855732,0.040380950584029116,0.04885442697573856,-0.005850709168116701,-0.02448178767759435,0.0593360451283698,0.054245485317486256
GRP,,,-0.016685663769329215,,-0.023348869738850794,,0.009652080201353556,
CDH1,0.01355058512449927,0.06865208072080058,0.06282379309701915,-0.06682201146311102,0.01872001030504531,-0.05553018942735184,-0.011679291551425315,-0.0011620668024536188
LPL,0.013938659001113596,0.11985338463740756,0.02352105088955854,0.01398601446724952,0.011925500949898487,-0.10605265781204776,-0.01255368155490103,-0.03472924539426395
SEMA5A,-0.03689471092348317,0.13221614742990817,-0.006608555089185083,0.010489335986939893,-0.014432090481109978,0.018387249426416123,-0.01909350040540169,-0.08681865896561089
SEMA7A,0.03384926590179748,-0.009821228707661682,0.03436106924357853,0.010615139236445251,0.03985036625181329,-0.1772243877852611,-0.007797676999264145,0.05564662280790888
SEMA4G,0.04474352668557445,0.13464252080154127,-0.024711561551399863,-0.039853157301207455,0.05223720907323553,0.09151140398687814,0.04673227428836332,-0.07658057495486437
SEMA3B,0.013382291331368116,0.020326671150957883,-0.03845873489750535,-0.05871849164935123,-0.012114983670830498,-0.03581136966133459,0.028842097865477867,-0.01468756799155153
RPH3A,-0.009053915832730536,-0.09075015372651306,0.00998625243957334,0.1547027903572738,-0.040744486306118904,0.03354544442598205,-0.03435297630570978,-0.10367156036168514
JAG2,-0.009667035129575202,-0.03529341504855618,0.010888984518455795,0.05706648571070736,-0.024248164955519014,0.010462215289908542,-0.03212845825096983,0.15190430618412903
CGN,-0.04452886200748227,0.027003189027515084,-0.020725984038189815,0.060204973014807636,-0.005177680321454062,-0.0683560411574713,-0.020981408153979635,-0.03127707006835437
GDF15,-0.009099467362502488,0.11838059327170211,0.0340101229880646,0.05994848947407615,-0.008487955285206421,-0.00832537916664762,0.013942146857987097,
SEMA4F,0.007966001416209331,-0.020400572438257016,-0.005274551166034869,0.034070871681357265,0.04551788374977543,-0.1006446380344202,0.014885248582575098,-0.04747461209911457
NXPH1,-0.025994653737810416,0.03542679532098278,-0.01686605092141533,0.006873208720534298,0.01030544733004685,-0.0513565680727865,-0.0016186669861732062,-0.05318991088689625
ARF1,0.011121317110136272,-0.031050253273791194,-0.0123937707213183,0.013380676576475964,0.0149673921383314,-0.06399589310587,-0.052500834651291815,-0.08009929709036447
DSC3,,,,,,,-0.021029102522025472,
EBI3,-0.010453104124289927,0.035129579509818834,-0.014325299803450047,0.023018852921560896,-0.05519575189769853,-0.006166373066268271,0.043875208255800255,0.10783055305401629
TIMP1,0.040290375253663135,0.05164626348929853,0.014459726094125762,0.015148211384096036,-0.011483164607348311,-0.00504306285075543,-0.08268266346293764,-0.07712246217528192
SEMA3C,-0.02981676884473234,-0.02027416384563433,0.010092915176792531,0.07377814266430027,-0.04080445917964076,-0.01278737216764887,-0.0029734484315972953,-0.06537563692754002
GNRH2,,,,,,,0.01359892967310368,
GAS6,-0.0076650147001224665,0.03481796060978426,0.07103076475055715,0.013030947287256355,0.02627254769412573,0.037012001683838135,0.04760716132936912,0.02996800792037942
MEPE,-0.025048383191039497,-0.03125690453563491,-0.03199250455725639,,,,-0.029058894170784423,-0.00662710851800488
SERPINE1,0.03411967416783594,-0.10915217188341389,0.028880261044334842,-0.09354318402912705,-0.03801514151175304,-0.03620987938569157,-0.05701168751819893,0.0393877386039433
RSPO2,-0.016152394958163275,-0.030661002215996328,0.048312676425572826,,-0.04037670788099807,0.0018676598155923782,0.05327595238083603,-0.015969485442947417
SHBG,-0.002855273402227014,0.13325563295750018,-0.0033008213784921515,0.09984998183456609,0.041065801355459036,,-0.0023724169984284177,
LGALS3BP,0.04702983623379153,0.06512801224653574,0.030745744289648068,-0.012287224764096185,0.0278987167662938,0.020373830585755308,0.0207997019058321,0.09811356425155356
LAMB1,-3.9382696114815886e-05,0.04504350889839141,0.020553878841249696,0.03328592257763372,-0.008417023839386504,-0.05926273769537273,-0.017006695464780442,-0.03442965027744601
SPTBN2,-0.01296553814478209,-0.03246789501028594,-0.06142745752999192,0.02263511335982399,0.05951555902840498,0.06940898631341778,0.06624372540766188,-0.0012472229991023435
COL1A2,-0.026110045144299023,0.013433913194116647,0.029394705618612404,0.05877206544450649,-0.023299346564139282,0.015022220235539991,-0.0831652236205691,-0.00036356021062925576
DEFB1,,,-0.00957474084049622,,,,0.09219293324928801,
SCT,,,-0.008800366744433564,,,,,
WNT11,0.004287814772173581,-0.019347798699219772,,,,,-0.027908251639424175,
LGALS1,-0.0019261794382233472,-0.06395511706784425,-0.005247579500108585,0.14809114029557202,0.008990220092735025,-0.07969641790232718,-0.07539428006345193,0.07338322847060547
BCAN,-0.028186899526610746,0.17644611130651647,-0.05256949982806685,-0.035813249227173875,-0.0675722271177212,-0.009983676957461215,0.05028875287311612,-0.10401799123982496
ANOS1,0.0007605240038168885,0.1139500062463582,-0.019342632004234618,0.04608537176826889,-0.05745307236617872,-0.07777075940291171,0.09282120351878285,0.011799939466254737
EDA,-0.029986963297012836,-0.0231334539849363,-0.01378930830126864,-0.005019879895090422,-0.031034704930797595,0.059292664865363665,-0.028320605817870437,-0.08935878954064061
FGF22,,-0.017734803293077913,,-0.004583031383103875,0.022133410783776713,-0.0523850256441872,0.034401141042265534,-0.02276105499755214
SHANK1,-0.026321830035714318,-0.01687353895326887,-0.012881299194570494,-0.03067362421276122,,,-0.014032496530710236,
RAET1G,,,,,,,0.005939844504696652,
TGFB1,0.056330441584737975,0.005433859816159492,-0.020966744778310037,0.061745466627608186,-0.011043057276758134,0.020833204571473054,-0.054501149497119955,0.0006461870494830176
MSTN,-0.016485402507809995,0.07640770441404014,0.023935334724146735,-0.024072183248901455,-0.04822548385467788,,0.037464597262830496,-0.07771147572792483
WNT4,,-0.02010832465385104,0.04903657407947065,-0.02428590795194318,-0.01646909868353304,,0.072421925733292,0.07113019682494412
TNFSF4,-0.0019460941083554776,-0.031918986895377796,0.028982260091060412,0.036761471951976335,0.053874517195628954,,0.010293030334897995,0.014218855755465774
NTN1,-0.04082434330887464,0.10305081917972547,0.016853352095083398,-0.031681569407350806,0.013954630099803975,-0.09902855071135416,0.018580056920461063,-0.03915654115036196
CXCL12,-0.036680916373737577,-0.02565552675510292,-0.04403741484563565,0.026512793285859104,0.0078149992179959,0.09960723270776446,0.0034547191337193288,0.1607103613049605
GNRH1,-0.035832613371257954,-0.022409913311865787,0.03358205373411478,-0.03136557892580223,0.10437523956625039,,-0.0070005387641316145,
RIMS1,-0.036348433670736,-0.0226868287083682,0.0074069952218061815,0.023655143083980316,-0.03576181645791746,-0.010308159229974558,-0.02599556234964697,0.02211661389427928
FGF14,0.037216839721410176,0.06397774790659892,0.03379706617039705,-0.04542178081975042,0.04367667662667483,0.07831345689886288,0.0007191378333945054,-0.09823194283518658
IGF1,0.021802721732790322,-0.032882397839788524,-0.02291089703260047,0.06661691067683366,0.0826128037975897,-0.047714654807700145,0.06680609547709124,-0.043448934977976174
TNFSF10,0.03366916113097401,0.05318034177588459,-0.01143256498215435,-0.005196040317574911,0.02519807358476446,-0.057114592308713116,0.012151967957003969,0.06621818927001835
GDF5,,0.046919320386942735,,0.06932866641841422,-0.04913027347715199,,-0.038014667281386805,
CHAD,,,,,-0.01855520982774217,-0.033002159244217205,,0.03224708754790685
RGMA,-0.0273405274107378,0.10546097979760852,-0.04090288058360133,-0.022593242734004725,0.028581176025464897,-0.07322375084288626,0.03699920337516602,0.06193268339994086
WNT16,0.032378785113977675,0.10682038742535294,0.003642726514807989,,-0.015328579252997672,,0.06392701775041917,
CX3CL1,-0.0022863358865678027,0.006491944147371537,-0.016624373855222013,-0.009909445168464669,0.03570961068376985,-0.015886862600532358,0.011933380822652216,0.046383623913146425
FGF1,-0.02055397556954017,-0.05411172172835979,-0.0024851123497522487,-0.05161867513328646,-0.026108662297835043,-0.08210206280289235,0.05428965320435215,-0.00938749778532007
ALOX5AP,0.02108667141991269,0.059464731486130754,-0.03313221381794882,0.02693574865021756,-0.005075904890613574,-0.05675402437742218,0.057218951289080125,0.07871441758981916
IL1RN,0.05210534996328279,-0.01801315623843452,0.07143198151397666,-0.03249208391879858,,-0.03435223475192023,0.030525641098114953,
FGF23,,,,,,,,0.002279660446025339
NPW,-0.018094744905845252,,-0.01220872973475603,-0.03569993520008944,-0.01711944818715632,,0.0076822048697793265,0.10774337245650448
CXCL9,-0.006249813520207129,0.08228402317185358,-0.023752611097632503,-0.030905659311052883,0.00431100513113328,,-0.04282109933666315,
ANGPTL4,0.00592140943520674,-0.018970200173279567,0.035351306923352754,0.05425159915106385,0.019037183344253007,-0.11435715703202065,-0.06036195873814465,0.018144073383733302
UCN2,-0.012546788761995421,-0.01908794244780767,0.025524126921907486,,,,,
OBP2A,,,,,,,-0.023621178972313445,
COL4A3,-0.018904159847707932,,0.10697829976330077,,0.10164068443203132,,0.039204180496140044,
NRG3,-0.01979197327800951,-0.06251714379907997,-0.03181242674232331,0.038446308757934325,-0.0003047744103883736,0.00418206247849683,0.05417727127427701,-0.0996029890078436
IL23A,-0.019739788800629016,-0.023351052781391723,,,,,-0.021585797572694236,
COLQ,0.017354914105580183,0.0060946657513402626,-0.023689308113222892,-0.042250114261306565,0.02106648105327778,,0.025546631000170968,0.023815325322621102
TNFSF12,0.005466988984592679,0.045799767202530796,0.055865852992806,-0.018369760166885563,0.04233032702441739,0.05163695496473567,0.050368830141272615,-0.05791216490401666
DKK2,-0.012731761486191151,-0.03399445038980982,-0.014137480178444184,0.14572293451682256,,-0.06569514427141901,-0.027736147796792808,
FYN,0.0004376279883331062,0.11757470667501724,0.01704905743741719,0.02881164818152098,-0.026143580489509412,0.06511202681811934,0.08288282957948113,0.03739222201302419
ACE,-0.009932835309002474,0.04103512984072177,-0.030680010364152223,-0.015053152230084651,-0.0018439051004031746,,-0.028721710948543366,-0.04899562582277864
IL18,0.026009158672403106,0.10843515562728541,-0.00019208964897728676,0.015172429045349146,-0.009408260973741775,-0.024667174097752907,0.016390572484994106,0.12178965953431584
PPBP,,,,,-0.019709832098711196,,,
CCL27,-0.029560009746988993,-0.014730698216772942,0.008156598024761602,-0.03712270670182185,-0.021161093142859192,,0.022692885990745114,
SERPING1,0.03235542226624944,0.07254980785253992,-0.04678217840316866,0.04541245332619983,0.0127619316278157,-0.07085370732074922,0.04161608912780221,-0.11301474830764216
AZGP1,-0.009337988151965687,0.02221687924931836,0.013946394791492967,0.03708641220775041,0.011380348537325601,-0.021355970964804558,0.04592600131693947,0.01913698758752382
INHA,-0.047171384219182835,0.00043131926328995597,0.03334179654428101,0.066273911928948,-0.017119448085685298,,-0.045965788078397615,-0.05438592812565845
SEMA3G,0.02587560068238846,-0.015964856289756725,-0.021867601302643428,0.046006392798023724,-0.015794005027582735,,-0.027608429467864695,
COL6A1,0.057685351973643995,0.13399502575925237,0.011605375982712255,-0.013865202234504818,-0.009696766420417004,0.0013726411524741197,-0.0886824383843001,-0.0015513927939647398
FGF17,0.1133122679320428,-0.02811249061566419,-0.020033130156621313,,,,0.015917090483840594,0.06084923584455371
TNFSF8,-0.016005266339782314,-0.018013156392319315,-0.011289368215304362,,-0.015328585212286501,,-0.035379714957213385,
FGF20,-0.017078178934613993,0.03956898096241558,-0.025685654827160117,-0.020294906236250295,0.017195328946415855,,0.04993257943598669,
ICAM3,0.048345262449944755,0.02684354998075378,0.0014817012546223375,-0.07282791424130935,-0.038528088281065034,0.024920723230254432,0.06060382728955081,-0.09232656218748725
LAMA4,0.02676023541704287,0.08605908910322922,-0.05063097250086988,0.008649441159268825,-0.014998794368622328,-0.0798241632415627,-0.07988030388721035,-0.01005004652936677
DLL4,0.008682453107196392,0.0640984244890975,-0.03429630443662277,-0.027132153823055807,0.024103191043112825,-0.019513660623830368,-0.02204491071839336,-0.08631015321686379
SEMA3A,0.00960037870651603,-0.0234116533888781,-0.035603290409630034,,-0.008399380989943379,-0.005752976846004813,0.055184247768761116,0.023058300152277514
RLN2,-0.016152398600459597,-0.006389012170697496,0.012687439504538238,,-0.02552312017570035,,-0.02597183930369468,
C5,-0.007433023614333266,0.10396475607367976,-0.005269622449579006,-0.027879822027857142,-0.04188548438355312,-0.005828212569986997,-0.009396118355380055,0.06698149561474767
COMP,,,,,-0.018356391820806776,,0.08529374974628139,
EDN2,,0.0417176047781853,-0.013964384522150491,,,,,
C1QA,0.013730598702415971,0.06655166503767307,-0.03446078821639981,-0.010234808161333042,0.03275667777410168,0.0687520954975544,0.008474089195198304,-0.013091112844701564
UTS2B,0.05576399374046413,,-0.00994019458110314,,,,0.0827102621406667,
COL9A3,-0.008696468597660786,0.16141614144597466,-0.0015468035824562313,-0.1070270719818163,-0.10461337089742606,0.02607008853199359,0.02674973091923836,-0.050230504121301714
DLK1,0.03978952620541591,,-0.03067202209097935,,,,,
HGF,0.05228507841693374,-0.05292818130576608,-0.0351371440238601,-0.03486714245607933,-0.04269627613087857,0.02594669663736018,0.11926180073845581,-0.0503887022923823
P4HB,0.025352032356313964,0.061766853457418565,0.011548107202901416,0.05443049108684724,0.03658716996898565,-0.09349291798451233,-0.0664316750757591,0.02092235564312091
ADCYAP1,0.05690561167846426,-0.056075417780468956,-0.0190618796804475,0.0073212056120258795,0.02034169411288005,,0.07978053100160286,0.04789005886743085
GREM1,-0.013960736188150247,0.024447292884175312,-0.022773291608808647,0.08039228904734771,0.05987340346839865,0.05084015813878589,-0.0035214193398514556,-0.06619048590059452
EGF,0.027962059622554106,0.006253559746823909,-0.026232668472002722,0.017971281844652676,-0.033520726414490234,,0.0035529120061820116,-0.003919976664598486
VEGFB,4.643157636537668e-05,0.11358402712532753,0.06520112733489418,0.03556909809022476,0.010506947004181288,-0.012856387336160053,0.07684868016473133,-0.008129808634789753
FARP2,0.03056455813614781,0.08497211687151426,-0.02618837167369553,-0.0007190536313158107,-0.05034735832174587,0.09210385403508434,0.09569824942107621,-0.023627381986615688
LAMA2,0.041826909655420255,-0.012216082400637191,-0.006208322940045683,-0.0023607253494092304,0.040643146462605494,0.04642548783210516,-0.009843275066233097,0.013254725510195796
SERPINC1,,,-0.01063511023631352,,,,,
NRG1,-0.017993927454074417,-0.001037201969032914,0.021812025863068477,0.04905494351572718,,,0.11661502308278437,
SPINK1,0.005445966551790472,,,-0.02190763158069776,,,-0.013452544799977659,
EFEMP2,-0.035456444172194686,0.065503938164438,0.0157034577849819,0.06142201169720893,0.012231280632628691,0.001960607868625431,-0.014657812736630665,0.06367891591335348
SELPLG,-0.0028959282221521217,0.06271650581380642,-0.05961526074230071,0.03255179351936285,0.03474738920615898,-0.05299483995267886,0.044102081969236956,0.04964388113953785
GDF6,-0.01809474647138244,0.06326556512874203,,,,,,
HLA-E,0.05109369225659117,0.07223526818666925,0.004202304722464845,-0.010916681442160537,0.04755241370872924,0.0023625531723387013,-0.050606587182515074,0.029217101924177064
PTN,-0.0015180015738390617,0.16701686919686848,0.010059323776671908,0.0018355910134709792,-0.03274689744524742,-0.006783110278883696,0.061512247826190664,-0.10337418772033291
CD274,-0.004303310075423726,0.008431753346339202,-0.033059578651633025,0.038081008680026646,-0.002141047333988515,-0.03352804857281196,-0.0422598910629471,
CD14,0.014666687573962384,0.004777427454256218,0.07002341286526695,0.10457394021134309,-0.00028625399431347307,-0.11045613977381347,0.009648238560355862,0.04863587539425992
SFTPD,,,-0.018253709216844275,0.0304678125216821,-0.016628123292542193,-0.054001517306870125,0.02685235079120192,0.03497831794794149
SLIT1,-0.006715903257968199,0.0548796302257581,-0.0130534366768797,0.033664040905609795,0.02962341439165137,0.02063771960973709,-0.03706525230701222,-0.03241592655640839
CNTF,-0.0127317601773631,0.19796095586560458,-0.00906556298254487,,-0.015794011259997107,,,-0.04041879642915946
BST1,-0.01602537667115502,0.060743982146465356,-0.0348387059694716,-0.028993350119818472,0.028679316593463726,-0.002512621369422643,0.04068913761359865,-0.07882890627121891
AGTRAP,0.037171180337153636,0.12069969411643068,-0.025544867098714334,0.05450856615918879,0.022913420145018414,0.053156353622277386,0.028032454524544823,0.05698940097866705
LAMC1,-0.015076160863573631,0.07105098388924788,0.051449707683247754,0.033224811973650674,-0.0008441977168565592,-0.006640886986807033,-0.07264795427255245,0.01759405110735644
COL6A3,-0.025927331172135706,0.016358911248997035,-0.018795775031330043,-0.012149685920619782,0.0036798823824776387,-0.05187847005217187,-0.04455461002290401,-0.00698966315653718
FN1,-0.012237566804223391,0.09348593438851815,0.02637143826767168,0.044102379331229104,0.016193919055339037,0.011124184907658968,-0.08861185577663061,0.061596497724998006
MIF,-0.002124652952970649,0.030510407206999157,-0.007150715892318014,0.058626945413325096,-0.07407707812083714,0.08040673946353369,0.06704140172966025,-0.11490712787072654
JAG1,0.04655881358606883,0.17155106977035212,0.017264600705135223,0.042618649803706235,0.05299539902779018,-0.037830995983009756,-0.07882939032877588,0.05625052527930876
NID2,-0.0524227298918872,0.005253210202875306,-0.0238630972899267,0.08601277840527932,0.007868045748173152,0.02380486936792815,-0.02899974010657402,0.1287818857641725
EFNB1,0.013786995476808483,0.08311265443143896,-0.02543884762207079,0.012092776891984054,-0.01859274527384133,0.04519630172757645,0.023753788630440514,0.07697780371636896
COL4A2,-0.05137219984765254,0.09580926323207417,0.010119120748439608,0.019630159191962468,-0.05032812891278193,-0.07031567956983945,-0.10640748307594926,0.005448403908198095
SPP1,0.05018567426250934,0.09366530999545103,0.01855550520906573,0.06933099467368141,-0.03241322155568144,-0.1688286201175709,-0.063361934498776,0.05389687778082418
PODXL2,-0.03757981675599219,0.0037244672805430445,-0.03190254469662803,-0.04718268817413848,-0.012946765483320872,-0.06752990962756586,0.07477124311327044,-0.03063538477762425
FGF9,0.026422925090294355,-0.05618285997526076,-0.03172214174206672,,,,0.05736578965603503,-0.048126869833486435
ITIH2,-0.017010123094469295,0.04296087545791017,,0.0255666777079279,-0.001682064311980714,0.15489610100182064,0.07342726902271415,
ADAM10,-0.026267209818516414,0.037958271130228885,0.018095688570064907,-0.004457773812373888,0.02802679059018588,0.056776582760193144,-0.04363016946535358,0.11105512447618739
CFH,0.0699010480383952,0.020703417447009497,-0.0015675735671086047,0.08551939082333072,0.0285210161762541,0.0003716477953948035,0.0015733753443217687,-0.11370402578509849
