,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
RELN,-0.026633363375709762,0.045500001450816535,-0.015084121200774172,0.02942889247536435,-0.009098907481555904,-0.037329187169988204,0.004374687756777843,0.03407250827820588,0.01751541695788865,0.01021873311577843,,0.02375233483883184,,,-0.05532093836280816,,,-0.030435958319604127,-0.020383151208875617,,-0.007650033547143052
IL15,-0.0024903989928834,0.0378774522720691,-0.029061341679647922,0.05301748792735552,0.046681809073899794,-0.015321701512550117,-0.022223880927510518,-0.011531214326472689,0.04280195099239432,-0.04337653375225382,0.032638916197800974,-0.019105177500515463,0.05249334770272633,-0.059884488471589524,0.08733954223906437,0.05417103932667462,0.005047464314610151,-0.042080341072854154,0.009321628716340435,0.15978714802396735,0.013240666332518535
UTS2,,,,,,,-0.0038669621288400175,,,,,,-0.010395280292987544,-0.007717440581136825,,,0.14001061957401661,,,,
BSG,-0.029900584957817538,-0.0016695479353360464,-0.030175256478157126,-0.061996383582060485,-0.012897854219923252,0.045112735420421476,0.0012292114982514052,0.002260667416177636,-0.0276243893517149,0.05728677973925052,0.0931474859529181,-0.030594806922676906,-0.018623696042850874,-0.05917778590998958,-0.0015759221203690314,0.0523470056963488,0.051602802496764896,0.08279359821452648,0.04728766564733144,-0.007028929530383111,0.020929211289571478
ADAMTS3,-0.08597588285789418,0.03750797873351259,0.023985882664468227,0.04383412188571282,0.011060248097379944,-0.009959486305245081,0.015775225184118932,-0.02202278662569721,-0.022191024209097913,0.06489580381584734,-0.007204608250963244,-0.0317466389561134,0.014996695806493729,0.07359992146410582,,0.006465429921614255,0.010674455024734611,-0.013612623776561621,-0.02556310830358928,0.08455249538982249,-0.05175967494079886
CD34,0.01508924999621045,0.10288557688971475,-0.008624973263064897,-0.0007183926778265663,0.03838420156644561,0.014070318385178818,0.038634735953986574,0.009777711630879862,-0.013314094267598262,0.033617350143431445,6.885425988229052e-06,0.04812065919865874,0.06686378204465689,0.07402769761787181,0.06500783729962177,0.016992461549955925,-0.017952168350583875,0.058782938077599246,-0.0007495249769279426,0.21140223988082021,0.009021303850347948
CCL23,,,,,,,-0.020594356118990877,,,,,,0.09971588821944617,,,,,,,,
PLAT,-0.016698762179655487,0.056042850657093884,-0.012314257368183687,0.017580622662330472,0.04278790677556258,0.006442227919347056,-0.0005707611066921952,-0.003079694127578647,0.04865389525517776,0.03569486251737686,0.0239711757914025,0.007079496773517501,0.042671176014178046,0.05674101573903658,0.05135126341618616,0.11807866458680247,-0.04134139280717605,0.059688419215481535,-0.013397413966276866,0.09357332532932167,-0.002186325786299573
NTF3,,,,,,,,,-0.017055848508205153,,-0.028199716452991127,,,,,,0.008180377174724451,,-0.012331733826425564,,
LTA,,,0.008373429939819895,0.05178902448351858,,,,0.0007384167634763192,,,,0.04977670133222414,,,,,,,,0.04330342925934579,
CKLF,-0.006909494942670152,0.00010238840750890699,-0.02303472357451154,0.05384567024105258,-0.05517199278804575,3.522400903445729e-05,0.02224688920919568,0.07434148552644786,0.04119492182666365,0.03504141378385236,0.018875035381293266,-0.07674769775217186,0.06711015400324556,-0.02451949513261156,0.029429030826499662,0.12338119445720563,-0.041021122655637614,0.03857873555356283,-0.03903476799316584,0.033720941324720005,0.01578984179781546
APELA,,,,,,,,,,,0.03373970188803255,,,,,,,,,,
CD24,0.04778395944593626,0.032210528513393816,-0.028984069653374165,-0.026873942920686535,0.04377025659637475,0.10631080244427676,-0.025491866554924917,0.07086957957260608,-0.03981873454380538,-0.03592354350789021,0.039144895868738164,0.021163014111817653,0.15032250314873197,-0.07324365356219757,-0.07526749919460474,0.014559440507844726,-0.01628538736262964,-0.023390138047189566,-0.015578593908152544,-0.029251632678962115,0.03540949255946307
HSP90AA1,0.022618505164462222,-0.11478947221511195,0.0001319437035655519,-0.01613248396931552,0.004865915568306363,0.04224750909969502,-0.001880370732711498,0.04884574227712489,-0.049426649640318704,-0.008326758492530577,-0.04851743821816124,0.05306491840654878,-0.021331243356549876,-0.07070254971476267,-0.018697416473109473,-0.059652163047118636,-0.001657121484787188,-0.04204856096599684,-0.029056435164908783,-0.12044147588744294,0.00462833248722378
BMP4,0.05349961960134416,0.029544855591795257,-0.02314210728990444,-0.03484637821356744,-0.02014657137681332,0.017045654432520128,-0.024913290447226247,-0.04294020433974798,-0.01631963348637905,-0.017931918144900787,0.023673295501515645,-0.01627958650728033,0.04633359123894924,-0.039267173834197866,0.007873918688252414,-0.01889272314127483,0.008630426966746388,0.1292699683825964,0.023459977730396982,0.16847642441870303,0.0637271057496382
SCGB3A1,,0.03214679811138681,,,-0.02378412784832948,0.018910084043115005,,,0.04373003838071591,-0.037260378500987505,-0.018697901597685106,0.012124091408337971,0.049383450009011294,0.11683054152221224,0.026158706345037506,,0.020641630537012668,,-0.0023955752315128606,0.06887240824376821,0.009964638369604097
IGFBP4,-0.09488013027628531,0.11631589144639141,0.010193778632417343,-0.04112548471113647,-0.03402359255294726,0.020592146336668397,0.05183167310244106,0.07006371773467368,0.046082641684946926,-0.06960066218772074,0.09328191252090218,0.017263621023261976,0.016468099901781587,0.020468261340069516,0.16383172878096108,0.004599000984113093,0.05810459577231161,0.08675780285701493,-0.014725997405711646,0.2733375158994347,0.13841298771354518
RSPO4,,,-0.016226144015821703,0.04915627555710942,-0.02745074976975081,,,-0.027034116668531945,-0.014614161251819706,,,-0.026501892227657985,,,0.019667565561666506,,,,-0.02360065324685172,0.020689728101790265,0.054323442144271705
LEFTY2,-0.0007156817151791915,0.016608012156200266,-0.022099086914078577,0.0023034927082209444,-0.016201414065390107,-0.04391864846213245,-0.0280582295596544,0.03526083180484947,-0.016024606547739524,0.06980357637605189,-0.013017448050281561,-0.023585131176109317,0.037459657447157575,0.12240465005221472,,0.13390371288772884,-0.021518568298672987,0.10304064487985437,0.042681405300337774,0.1377920943779826,0.03832870768673937
PF4,,-0.012523682951854754,-0.01985823380353159,-0.017949296246824693,,,,,,,,,,,,,,,,0.01591675407227523,0.13147105675099902
ANGPTL2,0.05902069841275147,0.04465245358306184,0.03736446257982329,0.012873653896118364,-0.012596592389492461,-0.0015947812925309183,0.0006614677492868843,0.05166575754848316,-0.01147870563548363,-0.014347831663423355,-0.0024589823493306245,-0.09256014584483838,0.11443293438130202,0.04659705678347585,0.06307296132942293,-0.017319335827913764,0.0027091230611409685,0.03919793651798243,0.04155660196902877,0.16857572913954136,0.02589234907324295
LRIG2,-0.035679252654203485,-0.04673993508977625,0.03584450937194825,-0.02249853340438137,0.05104985629010747,0.08179777546727361,0.03850792925731359,-0.04071524811039925,-0.03171483158285169,0.08131517891831963,-0.05329134325885192,-0.024702940933017763,-0.10234001251304253,0.05558270492760792,0.000867578457830165,0.06968137961773002,0.03435784406821819,0.006506553006103848,-0.0034672532895158622,0.0428723455006641,-0.00702526737498849
ICOSLG,0.012082876875979892,0.1398038847698363,-0.013333986277900356,-0.008473078219672796,0.001335446151825775,0.04388828054294944,-0.048356569885422376,0.003798076494160603,-0.0056332239345081156,0.08631409761532374,0.00022163930080172043,-0.02220433227268075,0.10115914742474197,0.11832922159661921,-0.02380978297993694,0.04003001101785876,-0.0040291909071012155,0.004558773169160408,0.015552359469887941,0.10468502238071811,0.04579254375891829
WIF1,,-0.03810130478262536,,,0.05642475407503245,0.01883185928504387,-0.024960333496164947,-0.020861587511600055,0.004322225231702628,0.022175843232952228,,0.025281140483368762,,,,,,,-0.021939093197206817,,-0.0414582451698296
NPPC,-0.017108956348469217,-0.041319637858934374,,-0.027843784890612587,0.03556953329774672,0.002291617729428492,-0.02102292135917784,-0.026946232701071337,-0.020310107744388642,-0.002711166138987155,,0.0019345104896003103,-0.03797103302737968,-0.007716530435339292,-0.008458027298230175,0.041332443653507515,-0.03784172813353355,0.030716168029342277,-0.031143940521508887,,0.004249725980135097
LYZ,0.006700880537456904,0.030614030382740923,-0.03296535637111346,0.07250917528275867,0.022836818350626977,0.03617148008976002,-0.006344536782449842,0.024743731187298425,0.022124033685591713,-0.042908050057050784,0.061067752340508256,-0.03550469522896569,0.15392399098274837,0.1044940770120528,-0.020215044490524338,0.08893169381065347,-0.04516884997573677,0.05867869921757363,-0.027150587885839496,0.16439701377565835,0.007676773707552396
EREG,,,,,0.02599154374801422,,,,,0.07340864466836763,-0.0069093956500496,,,,,,0.006867247612525733,,-0.02939501152763093,0.04787216954398713,-0.04135569334598672
SPTAN1,-0.011185355583637136,0.011486039850344564,-0.005561372208451425,0.031745714632005366,-0.007949476393306029,0.04480801920971478,0.007915924387605997,-0.005887706453783907,-0.0444384810465106,0.02062411645060315,-0.015408074726662833,0.06954332215705092,0.02015248380005423,0.02264727781816438,-0.012580586921479566,0.05264373337795304,-0.005410084838043309,0.06635696128590861,0.05636362404265907,-0.02213032772245797,0.03376852690433975
PTH2,,,,,,,,,,,,,,,,,,,-0.037532901029939565,,
LIPC,-0.01840260776504482,0.002523352546177389,0.014280482772179734,-0.02329422462622295,-0.026576843912053904,0.040223493378290655,0.0031518240903995777,-0.007522841767698243,,-0.014250039148584644,0.011254380117493705,-0.03001245094448341,0.07141145347672022,-0.038712294670262014,0.14219372351349271,-0.030890133499305004,,-0.0393491368624828,,0.09135282238119037,-0.056016624068813275
COL8A1,-0.04526385271482473,0.120934107559582,-0.019058398926771244,0.07471699685702293,0.011717371686103595,-0.004383980854754105,-0.03833688240213875,-0.049102909575700494,0.00830455248529318,-0.08429351164849912,-0.028673110391358645,0.00438461523504564,0.13854881463846794,0.13722626806644664,0.05122575453463611,0.07823418737213457,-0.023520003475558177,0.09307068263121407,0.04533343899542327,0.07457200088313667,-0.09120168096168532
GSTM2,-0.06231731631232283,0.06357990427160315,0.07845018544386309,0.037274237535405985,-0.020770000948955467,-0.012956561735979531,0.037187221126601736,-0.009882218680084423,-0.028763198964726868,-0.022022305129637005,-0.012769226899137157,0.052446824333112284,0.1517741127929246,0.08194082774333478,-0.009794836569162645,-0.03793841861186865,-0.044808045889104024,-0.019008454225672693,-0.02417329501271202,-0.03948395223123824,0.04588836938904791
IL4,,,,,,,,,,,,,,0.14431297176760982,,,,,,,
SPX,0.004198984694370537,-0.009816952439509394,-0.0045817844063563,0.029024341962025246,-0.003115204503189548,-0.008135686866420876,-0.0051226340137367635,-0.01718149846331543,-0.05845747612310746,-0.05332448080992791,,0.08333903267904505,-0.034777458568903345,,,0.09394005082135903,-0.025558193210337626,-0.03454226083864706,0.07465469933308774,-0.09919344640287135,0.02809371800142163
MFGE8,-0.01882650719161756,0.13143294739638803,0.007427539410191095,-0.005650826744814922,-0.07037579261341215,-0.04737335364516831,0.000834063542684857,0.024317834737339342,-0.031833857537611705,-0.049992067520547565,0.015647040310898887,0.011852386560519386,-0.03652739071978006,0.07019325152999373,0.00020259760985785253,-0.0028839897506911564,0.011537186493473054,0.0935122482610426,0.04878197631294148,0.1906548078995478,0.02259057012057736
TGFA,0.049871866500316595,0.016806849878893224,0.04785835977277067,0.0056080340735398075,0.007192157316996753,-0.003924925155390301,0.07051618927433818,0.004494417467642746,0.017589410154668264,-0.007299849530415605,0.06948956332233075,-0.0059899909272062134,-0.028693371478377527,0.05685632259880633,0.007777043874155293,-0.054769263750740614,-0.010912169370565444,0.0004397616093910971,-0.04900975615844721,0.08781673878116011,0.011087151254873714
SLIT2,-0.004574356596113147,-0.00038103766015858283,-0.01186889617105963,-0.014223002184109117,-0.008585642152626433,-0.004995209682712612,0.007056991581173099,0.0011896017885004236,-0.06338517013305073,0.07082937970589669,-0.008283974587937042,0.02318074552319248,0.06115881831364791,-0.015969241333203373,0.11111974242038015,0.04817931509429364,-0.039083751754309455,-0.03732360651362481,0.03595826184043988,0.09770947239239637,-0.016665683206246455
PLTP,-0.04839449675407383,0.07410680717301554,-0.012128409027536587,-0.010946788499023632,0.04361075339702466,-0.009297837928990586,-0.02250918379152053,0.012122778757491019,-0.0579879648627402,-0.0660514375431435,0.04670050351928554,-0.020216018611015886,0.037502801797262716,-0.0004965305163234744,0.0630490168121311,0.043196920829338174,-0.020025173582726315,0.08450682200963591,-0.023260036157831298,0.09852309875404866,0.06601080299565498
APOD,0.12270185636491462,0.010614582087769657,-0.005607289319064061,0.015613021440783513,-0.013434525498566706,-0.04275376595425369,-0.007846905116575854,0.015217730270545331,0.021641888270657255,0.061794057967844915,0.01622076846111236,0.08169321356342014,-0.01970997885685909,0.06818092871004679,0.020633057022412638,-0.09038297686167061,0.02079756882828782,-0.10769031327927225,-0.025926480313139714,-0.10813175339203154,0.09478093873807694
B2M,0.016712291148049865,0.10623009461824238,-0.015651322955310413,0.07821994712477887,0.07461461809332433,-0.05357694005665078,0.01020481826830875,0.1630008858742729,0.04962727455736674,-0.04087867108901729,0.05792158833917064,-0.07612894340426556,0.1738038185843218,0.056312848771556796,0.038697097505976503,0.044647959157805395,-0.008863552617876925,0.12515057608067814,-0.022450021743849802,0.24439430369591741,0.06942213398544274
OMG,0.06904235054062788,-0.08008781420603343,-0.015228052599356777,0.04225071448416126,0.018998153663278457,-0.045806756929564034,-0.03191927905533781,0.030145518567035005,-0.02909447798320139,0.04335575268270857,-0.020337386948522832,0.06766169390721119,0.0548337416829378,0.13612825840749185,-0.05514368941916658,-0.018922754409075506,0.020686959853313043,-0.10198661241093698,0.02505527560361171,0.0193490550615051,0.05917051942488879
CXCL3,-0.025871225688803852,-0.008573037732769254,0.009471153717628161,-0.010379225490648406,-0.04648670380069536,,-0.023763776249579288,-0.05155957117443205,-0.01563406344644555,0.0805721717635943,0.02291458324216069,-0.013759189186421196,-0.0005134696902138036,0.047057282760912214,,,0.10301736218054525,-0.023795517088586314,-0.028680845823342953,0.04681914337219485,-0.04874776726445553
