,UKF243,UKF251,UKF259,UKF334,ZH916T1,ZH916bulk
IGFL3,,,,,-0.018395385236022507,
BMP1,0.0013072369907687928,0.02374729908407254,-0.016614806467247663,-0.020381644804390142,0.03823675036145249,-0.039223361089366325
NDP,0.050226966400584605,-0.04575018406995443,-0.04960856160558853,0.08597813558643887,0.022724625573428595,0.07218497816063278
TNFSF18,-0.024578335773806956,0.11213205720161733,,,0.009835212649416216,-0.002757720379128517
IL36G,,,,-0.015082911827151576,,
RTN4,-0.04732024482602796,-0.060846757849443205,0.03800668946960228,-0.0006525281769193144,-0.06609939155041974,0.020371899272282737
HEBP1,0.006241996898332945,0.014683218245838679,0.01640857667698872,0.009661005189492916,0.014558707688270231,0.05880521374403969
WNT7B,-0.03583212226944669,0.006820446377131936,-0.004887629780756815,0.06388028630358199,-0.03926339916245042,0.07368082202937791
PTMA,0.03367252199333203,0.03358754325948717,0.014110877316096754,-0.00483109583288088,-0.019613448858212246,-0.0379899973607001
FASLG,,,,,-0.01595431133952596,
CEACAM1,,-0.01152218542228738,-0.021133201900196685,,-0.003671241647595727,
PDAP1,0.017962242255267193,-0.0032248834376793593,-0.03496095548475883,0.04260986262487033,0.036665852066120684,-0.004204829344883563
QDPR,-0.039757706823200525,-0.03713059901209598,-0.03966933739364182,-0.08818108394742781,-0.017958458573303204,0.041624276471022764
POMC,-0.04640799973796321,-0.02047308521601266,-0.007774718068198879,0.1780415249803048,-0.023046627955220444,0.02955978195591041
CCL18,-0.014431463053943239,,,,,
CCL17,,,-0.017677478821897585,-0.013778668157824551,-0.014460791247110468,
VEGFD,0.02679030891760938,-0.016503218928669124,-0.019694663526638855,-0.014767025436069533,,
TNFSF13,,,0.011594634304042218,,0.011366382063046807,0.04848126552858298
WNT5A,0.022995408286330045,0.04890996858770167,-0.02165998329486866,0.010904750885035874,0.0005586861328472889,-0.00605903284583534
CXCL8,0.014463910712159007,0.1297173749668325,0.13231972164241387,0.11159040551699781,0.016316261253940097,0.02604005800759677
GRN,0.04644048759068383,-0.020865052829286766,-0.008499678027199253,0.0450966191821416,0.06262066987962533,-0.02429486458120194
MIA,-0.07016998527357547,-0.014676808798462166,0.0459158090365089,0.04800962776031225,0.0223421710941841,0.07119170973988519
COL4A4,-0.0036862261165882663,-0.024682020962375047,0.04246697761732549,-0.019618144825848317,-0.002712318359144652,0.013225044824710746
TAC1,-0.04682296650759619,-0.0021263167068913545,0.009003520525406174,0.029452309976811288,-0.019010180529471454,0.11683345966844177
RARRES2,-0.04416143315947928,0.003083972697424642,-0.005368806440054808,-0.0008953877305395894,-0.024341521316418716,-0.015405421825899318
FGF7,0.007153763560082487,-0.001279479029353695,-0.03133497137876112,0.047139095915846314,0.038711393112665436,-0.017430536297883645
HBEGF,-0.04116329573669789,-0.00950679349207319,0.033754783465019755,0.00938561670675653,0.008551260583858172,-0.03467093488912623
CSF3,0.04192149939333713,,0.13031480813958118,,-0.015224982342854064,0.005169548657312229
PI3,-0.04428917766649773,,0.02223697958018695,,-0.008034707155047496,0.009748854373640993
PCSK1N,-0.05378693978148544,-0.026429015399468896,-0.07615259506393486,-0.019599777880980017,0.04985267583651571,0.049505777711235766
NTS,,,,,-0.003345814098150032,
SFRP1,0.032780505005713896,-0.02449246723506267,-0.015424283570132901,0.049429952353753734,-0.0029940199343002037,0.09609598233461242
CXCL13,,-0.00510476041598961,,,,0.0544122896910187
MICA,0.14767598047782696,-0.000995434611019532,-0.00521646200144738,-0.01583459769753411,0.04459149403894652,-0.04074704297891858
TG,-0.02980253228521949,0.02485169924028456,-0.016645245706873205,0.12513667855644203,-0.015767805066388228,0.01958069671059492
ADA,-0.0440730765262531,0.008486712432552312,-0.01850002685758433,-0.034282954494114594,0.11005105522548145,0.07511234106041056
LAMC3,-0.06986443221717281,0.042392315551147704,-0.038266164525266086,-0.015729728458049402,0.04668633687381065,0.006112937664128312
CCL7,,,-0.012034486051472457,,-0.015954305666363286,0.013592309820468915
NGF,-0.0215390817314166,,0.07933940060191262,,0.008583304002682993,0.012904842330714905
TNFSF15,-0.026646532252531375,,0.029162681381165734,,0.02971446942324605,-0.013141472302309684
HMGB1,-0.07324694429454874,-0.0319212393893337,-0.09446275226280466,-0.025765985172179852,-0.035680134918050735,-0.05728379432690778
ITGB3BP,-0.0040046321900600226,0.10862444844355842,0.06169569465660687,0.005703609448402756,-0.015401688410508825,0.009688370226629307
AANAT,-0.023080178212742483,,0.011143422190907741,-0.0005158075817404976,-0.01688032072431025,-0.025643603886960697
RELN,-0.02170552029221145,-0.02800965237934796,-0.007636749986150192,-0.020462016599502926,,-0.012358769223624543
IL15,-0.03787758564013928,0.14060075469447386,-0.028853670686185193,-0.01714191063959085,0.06875391288131642,0.12477239288541156
BSG,0.06780475483330795,-0.041241001211346315,0.05331747170822663,0.08199514713699128,0.011025601138275878,0.01584565618957161
ADAMTS3,0.0031916348383174537,-0.0038010897246202667,0.01705378383418763,0.10240365510042657,-0.01700136563545792,0.04800442993464608
CD34,0.053381924923911896,-0.03010578081325771,-0.054750526880155644,0.025561005610105804,0.06799827952591231,0.008053545029965203
PLAT,0.019963383824110708,0.02805106822493636,-0.04706700992649312,-0.014928495764116593,0.07711940433167777,0.0033802324804141637
LTA,,0.10134827140334482,-0.015424282848560672,-0.0171419127555963,0.013221685535072613,
CKLF,0.04183679540795571,0.022724440670626966,-0.0022496803448875742,0.022078304562652876,0.0049886219249214775,0.015730742614026162
CD24,0.0811123404785808,0.034889761382399756,-0.016602350229376665,-0.02091745917784231,0.010272479435630378,0.05998065607550715
HSP90AA1,-0.09663001976097345,-0.03473991113196867,-0.010702478753437876,-0.027904475660187524,-0.11697047441119854,-0.0047954050449213964
BMP4,-0.01888243254903518,-0.012214193231594547,-0.011021660253209655,-0.01460668016037847,0.039860603796191926,0.020231001817157375
SCGB3A1,,,,0.10181526530456791,-0.008154671166938444,-0.041027139607460454
IGFBP4,0.007784080934287079,-0.02935516768727735,-0.0315721883156051,-0.045680023102893055,0.05257850953034322,0.0180827175183863
RSPO4,0.061270919130679745,-0.018626930600766478,-0.010692157418346903,-0.008940101232950373,0.013674774886509795,-0.032335568735155286
LEFTY2,-0.017468139384748956,-0.011663696586875204,-0.006719157388166164,-0.02116149986217014,0.03968255498883503,0.04711856863170734
PF4,,-0.010480994745898925,-0.010499851986397158,,0.10235898451173688,-0.02533028068834598
ANGPTL2,-0.0018682065631984532,0.05979184581167263,-0.03422999720356698,0.02251873324193322,0.10427269407963731,0.0370503121274397
LRIG2,0.08018762031712501,-0.02407129715287154,-0.0429434606716929,0.0043014316755973616,0.06837422689746694,0.0658482520618566
ICOSLG,0.07331006368341726,0.0818939206363898,0.04105332813823085,-0.010930226529769174,0.08817028671744807,-0.04329834298466881
WIF1,-0.06123268680574559,,,0.03878645019544847,,0.021180934995121123
NPPC,-0.05369936787532718,,-0.016287859761868525,0.01103406713344125,,0.010457002166676893
LYZ,0.004964642494332619,0.00832784533752562,0.004573373879874899,0.008475351615554516,0.005424555263043921,-0.022244309629554315
EREG,,,,,-0.03430998979410299,-0.02916265673200606
SPTAN1,-0.06535757927758308,-0.00019658522648221207,-0.05798282511813262,0.03148801594148754,-0.013564802507347951,0.022121683176965327
LIPC,0.012450489060279742,-0.015774457244871185,0.04227953371750644,-0.02692834191943823,0.06232318604362099,0.09730389243451987
COL8A1,0.005316751901420958,0.021271235410365,0.0286505928503001,0.058167152558926065,0.057026313491203094,-0.015047400536615798
GSTM2,-0.028464687849714808,0.03452062409245391,0.05749002989950197,0.02971231356624633,0.019731899117496343,0.00752720681057637
SPX,-0.018792932371810175,0.022931539914472308,0.026976211497870557,0.01807667569795444,-0.036002445785278774,0.031412256097591455
MFGE8,0.04135870392692148,0.010697862242465791,-0.008934115642921632,-0.015135781235293728,0.05295287868102364,0.015564556336215864
TGFA,0.05881086631995027,0.019991158774169442,0.048666943371639064,-0.008858750543296115,0.03545250442490735,-0.0024768151498503472
SLIT2,-0.053323443819699536,-0.0273288673577431,0.06407650998897081,0.035168734275083,0.07523559058449539,0.016135440300162292
PLTP,0.08144632713722635,0.03834951883700873,-0.053026154805188734,-0.0004219537100993687,0.01834366526718511,-0.0010316551783952806
APOD,-0.14266946667233946,-0.011519100505073588,-0.041505792102255565,-0.033740479450641944,-0.029887126706850366,0.05836820279206942
B2M,-0.06379888203265435,-0.026153857719155627,-0.044749457692314955,-0.01708615635157401,0.023978002775373902,-0.034570384475344565
OMG,-0.028407867920775914,-0.01624885638988371,-0.045633924816063064,0.033941820332139314,0.01690477809018636,0.030383038351553954
CXCL3,0.014250984928047553,-0.006888967851065137,0.09318753616784625,-0.01234528135111507,-0.030375784611348718,-0.02733272658483743
CXCL10,0.02397342667712445,-0.035150336685385614,0.03788206268188875,-0.019618146065232,0.012864190360887508,-0.04052666934842471
RSPO3,,,0.08340764944373541,-0.012900581079924254,-0.016190500539111193,0.022669426580373263
CORT,-0.029500608296728688,-0.01871839291145195,0.01618083567411138,0.05876473788971984,,
NCAN,-0.04626614443048125,0.01548510571299361,-0.10095547325670007,-0.010918798432708217,-0.013285881250790263,0.09259698174808036
PRG4,-0.011303450392583708,,0.03561905217148349,-0.015082911827151576,0.07216272944751204,-0.03525629979004525
ZG16B,,-0.01261217371497735,-0.013967495053888262,,-0.0201878117525272,-0.021609327295976515
TGM2,-0.011034715745459823,-0.022455392671892876,-0.004947561250795684,-0.028570571300259088,0.04196077328164144,0.020898824901592093
VEGFC,-0.008867611750788217,-0.016194516738845702,0.006192111196819466,-0.015392712722412197,0.08358906068877942,-0.029028412914271343
WNT6,0.10919999372549717,-0.011663696892983128,0.0518857462483419,-0.013433982379439964,-0.007431404570415603,0.06959221750115793
NRG4,0.10394484119252322,,0.08406510902696275,0.019720023999938666,-0.01619050235368003,-0.033579268432003706
PMCH,,,-0.02029418361118568,,0.05158235587415748,0.03366927678548374
COL9A1,-0.04253628763186045,-0.028969754574922877,-0.015297223591996928,-0.02046202444798707,-0.035795996249239535,0.03133175844192951
GDF11,-0.0243824049878336,0.06901184067040506,-0.005083169255720439,-0.0440623051756609,0.048499777144685764,0.0061730057010485175
RAET1E,,,,,-0.01776086604536471,
IL24,,,,,,-0.03754050503525392
SORBS1,0.028997782173693483,-0.014103700637691636,-0.011548652842131813,0.017184890119764543,-0.004723414649298916,0.04622115517183639
DLL1,-0.007877770371786825,-0.0030379268401191416,-0.07300101536629884,0.01212590145678958,0.09012015677094377,0.02497287651577727
TLN1,0.059936001405848996,0.05821199979137625,0.002949154601475554,0.030456037771936416,0.01312271861647173,0.005823254116526679
COL2A1,-0.027947483098203312,,,-0.01253299509488094,-0.023562650522489313,-0.012823382997981221
SHH,,,-0.0125058088512447,0.18527922076046693,-0.034765455875159466,0.06802500587516484
PON2,-0.00645514565666435,-0.0019248329169783294,-0.09379029042601439,-0.025409586981997356,0.022975248156836367,0.02874617543464682
ICAM5,-0.025539006109902024,-0.015013797378180635,0.011361895958873817,-0.023359966095305017,-0.022973346988807063,0.017804047087547216
HPX,0.063445021463554,,0.02708816459531149,-0.030403488939230505,0.006612729238417383,0.09002099797163665
SFRP2,-0.03638600587199777,,-0.014242761028809434,0.06264134477510347,-0.036408270461367284,-0.04513819151492808
CFC1,,,,,,0.058718139784017354
CD70,,,-0.012443924179837602,,0.00880419887437953,0.02272281107191713
HP,-0.04156063563283872,,-0.054486857120980156,0.02934603982107357,0.009108493747954789,-0.04633455788324023
CXCL2,-0.023442403517930976,-0.01790879417481432,0.03886240077042519,-0.023674483443787045,0.029537310830038993,-0.011180197584794145
NPPB,,,0.1243920867296692,0.006281421545070291,-0.016423461497992675,
CCK,-0.04826238155412943,-0.04573810769793164,-0.0387452233444135,-0.004339757513766389,-0.02130566316513246,0.012916392623762991
