,UKF248,UKF259,UKF260,UKF275,UKF334,ZH8811Bbulk
BMP1,0.06630081261287935,-0.014571004870915921,-0.005474718406864398,0.030376288442265104,0.03090439863172274,-0.0245448925951106
NDP,0.024948811562593477,-0.01900236137560461,0.026460258096384262,0.04445411003349878,-0.011286313702299497,0.0468860615948751
TNFSF18,-0.03151831741086978,,,-0.010647508884629552,,
IL36G,,,,,-0.01293468473795883,
RTN4,-0.007152974117774966,-0.006066316020751263,0.07576098697133496,0.01181576658716145,-0.0751370891629161,0.02411624396452902
HEBP1,0.03606229797772075,0.04342604190331769,-0.005783137573756424,-0.041879950644962124,0.025754810326243608,0.014843126051209361
WNT7B,-0.008788570757480926,-0.02340167862215674,0.030458261877051668,-0.030520093066062348,-0.014216709138187855,0.12497796800381417
PTMA,0.022150655096587386,0.033724261077086544,-0.049144257211685964,0.0018612006375130542,0.005063463240130831,-0.015580905942806898
CEACAM1,-0.020060545250560093,-0.015069081946376134,-0.017160922065084513,-0.01674599487649224,,-0.015839922066240457
PDAP1,0.024135569745462316,0.07611411432621029,-0.023164574037934444,-0.04859092913777913,0.059974485566294346,-0.05282373451401459
QDPR,-0.0026729586500312845,0.027796765639976306,0.011049927200515253,0.023383140869686396,-0.003174010300581508,-0.007576713387918645
POMC,0.01858115785723225,0.009157275139238873,0.09996559505038348,-0.012354527324555078,-0.027712700686753564,0.047596616012575324
CCL18,-0.025033665071596527,,,,,-0.03868004077202338
CCL17,,-0.015662418527687134,,-0.013279516585438347,-0.011816201723700596,-0.0049934040752026565
VEGFD,0.030949178128948204,-0.01744966383634339,-0.01641859861206669,-0.01414820172481845,0.013906154143178844,-0.015839922066240457
TNFSF13,-0.018891212987469753,0.04253283361549866,,,,0.039130415306551154
WNT5A,0.026810211778699893,0.03291656036925202,-0.04699597457510905,0.013351727200919487,0.013084106416080083,0.02740752053919573
CXCL8,-0.022725794443757562,-0.018947883392727776,-0.07612488187936162,-0.011634945027561723,0.04350993195580784,-0.03486482710143536
GRN,0.10028182313719827,-0.0071186396029139214,-0.05480178924330922,-0.006193029924148433,0.0041308503975448115,0.0022838115999486842
MIA,-0.03602536353202311,0.035405090354989135,0.047450550336650923,-0.026101065508912797,0.021896080997949048,0.07495675510344714
