,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
NTF3,,,,-0.051167538215490964,0.03425166155270176,,
LTA,,,,,,0.0964326850886213,
CKLF,-0.01000001730871755,0.0005862444539154835,0.076321843022935,-0.08931109699312413,0.061352363848705474,-0.05187605155254957,-0.033089899844311606
CD24,-0.03487879974431618,0.048950367696072444,0.047494865441529185,0.033741245032446625,0.041502582205447155,-0.0014603514325998443,0.04605300555401443
HSP90AA1,0.08924844078645076,0.00019499932792490398,-0.06667682979825061,0.06072026693746745,-0.012720536099568382,-0.056502953776373224,0.03098751204790235
BMP4,-0.06835225973678745,-0.08766638784463647,0.07073804489250902,-0.011573204826670399,0.03948048452323658,-0.047634873229369545,0.08941384083760272
SCGB3A1,-0.07481661705755815,-0.03980145126152699,,-0.02808494005287726,0.09432028402296903,0.013530458394977057,-0.036456747264633216
IGFBP4,-0.12132409694944786,0.04283311592928055,0.14674534190732813,0.12361561582751616,0.01458928742079146,0.098687925588293,-0.03428098747543985
RSPO4,,-0.036392608461353435,,,,0.05232887349463881,0.08931769855408359
LEFTY2,0.05338428454537809,,0.11149210738242976,-0.01566377894358499,-0.018009127764527635,-0.03600207964239302,0.008768122985775227
PF4,,,,,-0.01435581886549242,-0.028057263115947827,-0.023176215370625815
ANGPTL2,0.04691942259720047,0.10501100543439236,0.04027356643105694,-0.06700770691684493,0.0968727213989127,0.029480376846226505,-0.047008657687325636
LRIG2,0.04055186962769454,-0.029268939459746634,0.04536093409547999,-0.033239460993684716,0.009208494863758417,0.014503845813284077,-0.052949417522803306
ICOSLG,0.10349741427206967,0.09436414809229754,-0.05216352701150251,0.0023408823788762427,0.06795732097573574,0.07749647051202674,0.06368357654774293
WIF1,,,,,,,0.10518959827473214
NPPC,0.08502691716134626,-0.002791296652808407,-0.02416064514901373,-0.027545720333237222,-0.027162171707688386,,0.011054695273232584
LYZ,-0.06447739661231092,0.0507727599618363,0.03816852434136301,-0.0526671230511825,0.03543033873578208,0.08091264369558779,0.08860644892635348
EREG,,,,-0.03745453941688268,-0.04561623037958647,-0.0423729663894549,0.0661961733374104
SPTAN1,-0.06481713932244636,0.10451449201859693,-0.003528633480587405,-0.023347301245277348,0.0227521810599015,-0.049096555680438476,-0.052879485905646326
LIPC,-0.0024604992638995646,-0.0035852872149584633,0.05969653383991655,,,-0.011979584506164532,-0.036141920566210975
COL8A1,-0.10621883424280683,0.07928351408612742,0.12442440175527872,0.04425583437003402,0.012945227009967353,0.09019592627532796,0.010281021272182729
GSTM2,0.04289889796231653,0.011423734129465287,0.013660852126400858,-0.04439503959734574,-0.0036963541534487322,-0.03415511155072222,0.04351982219170804
IL4,-0.02396226966477774,,,,,,
SPX,,,0.02005093407806216,-0.018604299463029397,-0.017824584061992756,-0.03261458329741287,-0.03966381222942357
MFGE8,-0.021278717718990568,0.04329725130891815,0.06273328162128561,0.037817585257989984,0.05511883964776439,0.0028123536675459465,-0.021134053419503075
TGFA,0.08688652606351588,-0.05436422373819827,-0.04453551817332825,-0.07222934138779354,-0.019470164088842903,0.030748595678381112,0.04393183858236244
SLIT2,-0.059604578810946496,0.03142187305816486,0.13176801260976084,-0.020765831142140073,-0.018508497412373412,0.08819629157148154,0.08780348501492408
PLTP,-0.03118921500443509,-0.05494223559420583,0.059267612512759575,0.06993236499655112,-0.043161106926021924,0.004860108870323461,0.07458837183529882
APOD,0.0898556391620372,-0.01610158044918538,-0.11945451904441821,-0.05642159490484564,0.04267895260532077,0.024352446214703654,-0.10988959606471695
B2M,-0.08522576926084033,0.10494614211648154,0.08445486921989517,-0.07875917816277937,0.023924879347470746,0.0815394284545135,-0.006272720544007282
OMG,-0.11003317232073791,-0.09680209093904023,-0.02246350622527819,0.012370949107775293,0.04180268323683504,0.031731409971176204,-0.06236963716716279
CXCL3,-0.039979560154746976,,,-0.056935655471934424,0.027107246383978406,0.063031997970711,0.006608367011235405
CXCL10,-0.04214185776908718,0.00815205954769985,0.1393114897943106,-0.01905420370544652,-0.019255314800104457,-0.021425299417087113,0.1265134127996222
RSPO3,,,,0.0077504348903678485,-0.017694368263965105,0.04321414425170188,0.01840446098817948
CORT,,,,-0.021040324904351485,0.03822579714186486,,
NCAN,-0.18040895161960135,-0.03145129116706484,-0.020819519471411026,-0.07021495457195927,0.032545910284138,-0.0687138859747589,-0.05020632580998186
PRG4,,,,-0.02021020162080138,0.12441578458672832,0.024711552069661115,0.09604269852979182
ZG16B,,,-0.022430800638568397,,,0.04568565000647141,-0.019771688659427866
TGM2,0.21112051722038727,0.04648980980616845,0.12188020038845414,-0.026017634644507664,0.021837182800283836,0.06648563804805516,0.021683307105470076
VEGFC,0.07816952373262814,-0.005912545508377821,-0.004985345435667286,-0.023746846611048446,-0.030099884999912452,-0.003289921593075067,-0.025841428578867565
WNT6,0.07610010696954515,,-0.02133169404073736,-0.027545724049648942,-0.012701057733149336,0.08174981089608262,0.0771919116808976
NRG4,,-0.02904561169851504,,,,-0.019995331277504105,-0.013962574445326411
PMCH,,,,-0.018755332091568527,-0.0011616144577072268,0.03812612344447478,0.012579425628910014
COL9A1,-0.03118377315978107,0.04931843950932693,0.11384841984527624,0.04273014875835446,0.017437352616378975,-0.009329883381573695,0.03535264194064673
GDF11,0.015137286954627106,-0.02745330351824808,0.07627389673057505,0.05802797777288468,0.0054811304812453585,0.006638985972267704,0.0095816290163107
RAET1E,,,,,,-0.021934736340760985,
IL24,,,,-0.01398352366154322,-0.014126922632448817,,0.01276092046608845
SORBS1,-0.0612578215633139,-0.06260715802533554,0.026718747498504378,-0.019168500766310024,-0.04017455659862148,-0.02178876130443493,-0.031628656629498465
DLL1,0.05226537448006893,-0.04751603947655428,0.04570419234827161,-0.04490874352767773,0.006662580118627671,0.005253230594784318,-0.01514281599769107
TLN1,0.08377247402346429,0.10199099640107452,0.04543748568761105,0.03077772658236932,0.03565861787897418,0.04741332297102533,0.03722943878654579
COL2A1,,,,-0.030569815858392,0.03384495716653355,0.07283657421026256,0.04638299565751383
SHH,0.07317140008206127,,,-0.0034696090885245646,-0.026219691771197363,-0.0333045399518735,-0.01833404964149428
PON2,-0.060649721713530835,-0.020408996154459423,-0.04006402686006958,-0.0864697087828575,0.06967194569397636,-0.019707550655451912,-0.05391814010370209
ICAM5,,,,-0.013475580476251563,-0.014458266812340184,-0.033663089765188586,0.008265998095728908
HPX,0.10006675564898253,-0.03778561552710265,0.06073182588736988,-0.03541404811322107,-0.0010000123011388374,-0.036718012631857075,-0.027670611479719342
SFRP2,0.08161732993359737,,-0.05546454517341976,0.009403113123094064,0.05135967237537608,0.06764759070271308,-0.03288573853399823
CFC1,,,,,,,-0.027185654760706182
CD70,,-0.03152292167077175,,-0.053650637035848936,-0.054866533886133724,-0.03050649074521083,0.019453516359840238
HP,-0.025725860708778733,0.007512131159718228,0.08582968278447128,-0.018226430039739578,0.02842029677912737,0.013373741805862786,0.02306330605095225
CXCL2,0.05104472839910392,-0.028614592568647342,,0.005690974763793361,0.01469774467529889,0.025295401714309877,0.07966764026580854
NPPB,,,,-0.03684136506521951,0.003938808935556319,-0.02028303669657633,
CCK,,,-0.00350937996946342,-0.016452319838479938,0.03665513257957864,-0.026312574110889723,-0.09547159911963901
SEMA6A,-0.1293372883061153,-0.08702463749781526,0.06070720119565003,-0.008224651660162093,0.08565208080058241,-0.039993932986673336,0.08086030071553138
IRAK4,-0.037328005029146794,-0.018601039336695366,-0.0007427459202812101,-0.022718177473339828,-0.017273716863196505,0.02803831050449666,-0.0067771390311689075
GSTP1,0.07588737823546958,0.10345321392306676,-0.04385891537514745,-0.03791424681041893,0.030837752423624996,0.02035851376334846,0.04919639879714577
VCAM1,-0.02112465078611162,-0.022019450074432855,0.07535615277312172,-0.06829953689042603,0.03153872153413482,0.13367706345229244,-0.005463566681881341
NXPH3,-0.07616349449937086,-0.04545103428860768,0.0057924393592032886,-0.07866645329569692,0.019139665056924236,0.015494070088651552,-0.04351657633719331
MTMR4,0.18506503123363383,0.035237168743557375,0.034072737999542316,-0.06468922732996282,0.012370972539141545,0.0087162574462184,-0.0035701512510184995
LAMC2,,0.16518152155840016,,-0.017191466729546214,0.003789574550028478,-0.03864540494999242,-0.02958579602451766
IL10,-0.025608333986006513,0.01604445072284928,0.038288344145861346,-0.032721897228723526,-0.04329932368478186,0.10491483520615091,0.04292420954546849
SEMA4D,-0.05107681038453741,0.006002680205769751,-0.021458360530377012,0.0022938952851584457,0.04438091361344029,0.0757201081800579,-0.045846692874365456
TRH,0.0616535831791522,,,-0.020399053756861383,0.005015361560221227,0.014940674226764074,-0.04323587209759648
SEMA6D,0.03786351266573754,-0.05634330220530982,0.05564593992117246,0.017514158511406887,0.026988311932312884,-0.05592612621297792,0.004744341333440935
CEL,-0.009578369680363344,-0.009401975190097745,-0.031009417372481744,-0.021175909142477006,-0.02306407447341468,0.012976106382219518,-0.031608386678433895
PDCD1LG2,0.0071446032806620555,0.02910721010035039,0.06139682256960833,0.07516624777632012,-0.05187391044659133,0.06419927356805467,0.0843156738927059
SPINT1,-0.016480045126344236,0.013322043523832282,0.10314461267473926,0.009930173541310797,-0.04349680747230887,0.009075051686127482,0.00891246732712884
CTHRC1,-0.10003744850692116,0.06298013505072562,0.16985496890041468,-0.04769577557342119,-0.008364116932653648,0.07515919469016276,-0.03288831707464257
PODXL,-0.09435408674494636,0.07156236382363645,0.102233904357046,0.05818538899530163,-0.011446260448917493,-0.026980576718153116,0.01938897098297873
JAM3,0.022048322425813723,-0.020340878512742744,-0.015834220632235423,-0.06802977215860939,-0.017140151759867196,0.007731595037318745,0.004990283034471528
TGFB2,0.05372314077751721,-0.09384405054021187,0.014761852658841189,-0.03207212643194039,-0.01734734897776465,0.03151163524777391,-0.02874025982628919
COL18A1,-0.13686038149764548,-0.050605792824544825,0.10214793353441515,-0.012497123264681699,-0.029420303470385524,0.05488667187042802,-0.04842502130149539
NODAL,-0.06080780019573376,0.06094094118744043,0.2056000916913915,-0.020903972803295787,-0.01745007722609769,-0.01722670607207669,-0.025536966430217852
INHBB,0.2371084478690958,0.004415112403398387,0.06466347311940678,-0.03310571821023231,0.015391677073273432,0.007592736461449008,-0.06676334074816125
LCN1,,,,-0.022234753941312583,0.031790645519866156,0.013021117479969788,0.0031204990166407245
ARF4,-0.13371283111482518,-0.054190565761421276,0.031891510411814164,-0.06606706225759985,0.015830412434571527,0.045649706948340876,0.0005787611377535677
CXCL14,-0.06941040596934461,0.12371725437321736,0.08607480582297554,0.008215778450523875,0.030702410769559926,-0.026005069196306838,-0.012820722961130076
LIF,0.1277829095028313,-0.005066634457060589,0.15177509808194964,0.024502070220253625,0.0772079972580982,0.027861247135820694,0.05160841993253916
IL17B,-0.0718674201055233,-0.027734973321582198,,-0.01934893994662634,-0.026386082917244685,0.0064497631896022235,-0.023462889121501032
MMP1,0.03794550539079969,,,0.03286811868479724,-0.027162169946728612,0.025115194776271634,-0.032054552394221274
MATN1,,-0.030306232031535135,,-0.027977743067649833,-0.02914747124572573,-0.027630381979280597,-0.021381966460161064
ADAM28,0.13578109596144328,0.0036010756695532297,0.05331979290358499,0.007449848079941404,-0.028560685570698165,0.10653039012365575,0.04780470282025435
TCN2,-0.057787655796100866,0.078866312515564,0.00451626821184146,0.0257805536540373,0.006456825459368447,0.06715624816414395,0.0010714231680301236
THPO,0.06225990705152232,-0.02904564373842871,-0.023136885611898285,,,0.0824964570723811,0.00014414637308919612
CUBN,-0.03737524347097361,0.0024886769727148843,0.08174890517617743,-0.023117464853469865,-0.0016548173499402322,0.01207972465007977,0.056554694970432244
TIMP3,-0.07568312941712997,0.039471648849122576,-0.05199553446088511,-0.07976276974620668,-0.026642180949401375,0.08463407211381134,-0.03347993234014788
PIGF,0.03796718277989697,-0.04983522051094015,0.04143267108443405,-0.042217735168434654,0.03619823387989408,0.011545933835164904,0.013874397311932067
CRH,,,,0.014080924461930839,-0.0462280640607007,-0.034067566112086486,0.13356379027623477
BDNF,0.08543353820415954,,,0.02212420278248661,-0.016133603678360996,0.008368624455661442,0.0825698211406386
CCL5,0.04134197349916768,0.018048498616395483,0.01951954596351503,0.005871487501549611,0.013263559505254274,0.09513592878864591,0.052026947179392685
GAD1,0.042193249845181496,-0.0319196278982415,-0.0006731290959954031,0.0382447114927581,-0.03468681747375924,0.0015157889094290268,-0.03890131215564994
COL14A1,-0.07377614174501795,-0.04606610511018766,0.05177972635469206,0.015050857432758467,0.04262099355950295,0.10123340133265356,0.06573559095398504
HLA-A,-0.005379174084878233,0.09559425213340264,0.06467349350545779,0.05160411914463708,-0.009358526779493826,0.013792394625124956,0.07956852273399243
CD5L,,,-0.02641011911685105,,,,
FGF18,,,,-0.022875081715064607,-0.025724388894524552,-0.02271836313318131,0.04153808501138711
ADM,0.21961365593302565,-0.03571830093218491,0.017877145835625188,0.024783819181032916,0.02013194309372301,0.018082125853146346,0.09910122850300279
CCL15,,,,,,-0.019703634581707846,
GNAI2,0.2013704611466861,-0.06543483632176643,0.07039247182943574,-4.328757052448441e-05,-0.06247285799128495,0.08036666136297745,0.09752212723851475
HDC,,0.019473306056255888,,,,-0.011668640755086827,0.02641864850571264
COL11A1,-0.05496468504624844,,-0.04166128570023996,-0.023248238469327914,0.01957078434260703,0.021687584054888,0.03161721626142377
NUCB2,-0.041178874585146595,-0.04340964754783828,0.0769214573871227,0.054233658435071566,-0.019234563833178668,0.03291538642577506,0.06448620269078652
FGF16,,,,,,,0.17060354293675012
CXCL1,0.08617908807776417,0.02577964066774163,,0.03674644986962051,0.0045864137778777025,0.010368325059623068,0.007874432224613344
VCAN,-0.1311094044126344,-0.08947003344094565,-0.06406437597050393,-0.006850007247094422,0.021220510530258998,0.05351953824180329,0.1066133087528431
MMP7,0.10068646277841409,,,-0.0716755012285157,-0.0056456520778505855,0.06890776829318426,0.024460056428553697
PTPN6,0.07409591931881451,0.041736476653902024,0.08177444995373608,-0.04684030781987668,0.02325667839595413,0.04359638545538097,0.03928342907829331
PTGS2,-0.05405070268090529,0.02100286375242689,-0.023596821374638168,-0.012143481193518064,0.026549804468132484,0.021457611835131167,0.13117644775260437
XCL1,,,,,,,0.1262381250092407
CD58,0.011456914223474663,-0.010636721527863184,0.14685945920810842,0.001245000429612964,-0.00488380000080617,-0.035496678951235074,0.007536349831352765
TNFSF14,0.11443323580305459,,-0.008479621438255354,-0.018298862208022692,-0.028044922774864662,0.029814754473812703,0.0756789167047766
CNTN4,,,0.04518255042836405,0.0581236194963707,0.01427437348132932,-0.033526959565782,-0.07105767406043946
INSL3,,,,0.13094919382630887,0.009192409677871273,0.04942798996631227,
BTLA,,,0.06526745770855472,,,-0.02608709749207965,
MFNG,0.03918512591765019,0.051600372646070515,0.036920529358333565,0.006932068859001096,0.021331000599749517,-0.006483941904693469,0.01808408485784233
ICAM1,0.17545537558556984,0.04560078561810071,0.07015229681435284,-0.030185631609451116,0.0007958941325230316,0.013213656830745506,0.09541163539899039
PROS1,-0.003727560572838119,-0.03586002759739073,0.04831470979171429,-0.01835553703497045,0.05942783278569854,0.07918785675829969,0.07718733703505179
CLCF1,0.13297096942265604,-0.03362052700378909,0.17021455609053943,-0.0779445650007102,0.0934375893619607,-0.021596472090086315,0.08813500519307722
PSAP,0.08189789525080528,0.051343488159109454,0.032637919027489554,-0.033164498277614085,-0.008248999843769958,0.08154480126719708,0.05318139311228212
EFEMP1,0.08622287553613951,0.0732152876481142,0.17370760553685083,-0.05527435938534912,0.002198696381899861,0.08627161112896857,0.04154765767562508
C1QTNF1,0.04220809102713278,0.09697520469548358,0.03753421848334231,-0.0184963236137465,-0.03550538718940994,-0.061175348759519924,0.1071372841996113
ALB,0.06375198475784752,-0.038803941010760505,-0.025939195215253567,-0.030166505492196467,0.09267874148994158,-0.030506500265915216,0.05464002229649259
CCL13,,,,-0.013583812560687664,,,
EFNA3,0.031080759492126908,0.05977061254233833,0.027985171883997177,-0.10133225073674067,-0.016878591685333445,0.001140023368535897,-0.05243558753387036
DRAXIN,0.07983611714091712,-0.048885702872590406,0.030706491334534604,-0.03428176073478916,-0.018299872586137404,0.05898811271266973,0.013208179459096485
RAET1L,,,,,-0.016479379993087507,,
NPTX2,0.06889367260019778,,-0.005904189757657247,0.014677017211006593,0.03511919688189036,0.017406729688888765,0.0582545831281411
FGF11,0.08622452325250342,-0.031234888463392365,0.030005839430813096,0.008837512003543118,-0.022660902789797457,-0.01966338705556057,0.03336706763923716
CD59,-0.15148469524475988,0.04376997581684035,0.047649443549405764,0.011699890639114488,-0.006788489448368654,0.06485985958846993,-0.03703913929029184
COL9A2,-0.03418722724506181,0.027924285850686643,0.01445650147775022,0.01601258080764215,-0.023487316695532237,0.04210626755990077,-0.054357603010616026
DLL3,0.017176892110293225,-0.008249242982033635,-0.04082092410119964,0.04370778945538327,0.023150563914342847,-0.032465798885358034,-0.0948457125795797
FGF5,,,,,,0.11941762573230508,0.10520064051873393
LIN7C,0.020916625227391017,-0.06222813413217405,0.027448436907934245,0.02801583099368244,-0.008880192885474593,0.03136726536650385,-0.04083006923730417
GDF7,,,-0.03360891138709485,,-0.014126927108143948,0.07444038123461826,0.031599681054177264
PSPN,0.01924100782929637,0.017237344806804836,0.009075096274536211,-0.007585151883855432,-0.06739366314542075,-0.046583186286499184,0.01610915234348752
ANGPT1,-0.039916579490352724,-0.050309206503393024,0.1802701686437906,-0.009434519265373732,0.016877765808304794,0.07621232600901966,0.041731251568617164
PNOC,,,,,0.03855656501668464,0.033091450890318716,0.0002823239670850182
L1CAM,0.0034900054833889574,0.0027316606397228926,0.028507537537539554,-0.05359726836122786,0.015594719774516888,0.014327489464741126,-0.01937647359988661
APOA1,0.05265167473506967,0.048569384661504074,-0.007932749606005037,-0.0395106326215006,0.005279946149268786,-0.011643380483877875,-0.04086464430603344
PSEN1,-0.028158650156529356,0.03451566458218604,-0.06827947134943425,0.018336319542816955,0.05215546809893618,0.0418566617787372,0.05797604458832966
CALM2,-0.08521386332192807,0.01165252915658174,-0.03156886127194702,-0.09079601327463008,0.034742829279870414,-0.009425549668418739,-0.12087544309499117
CLEC2B,0.10500390108876353,0.03317958087128623,0.08978931274341989,0.006243493016882828,0.03210200000588575,0.08605943913669628,0.05648864915876999
NTNG1,0.02056937148382943,-0.02682983403713132,-0.025785363363494677,0.034475872683223836,-0.0200867596091619,-0.03033059904354382,0.03950145100085246
LRIG1,-0.10703130005343152,-0.06447933018584669,0.026463721151251177,0.03180039574843472,-0.04123435241293026,-0.06749311764329516,0.0001194464602459449
CPAMD8,,-0.03458760511471219,0.03063137073735114,,-0.015870461708044178,0.06007718258562954,-0.023176236203167635
GHRL,0.00788803810491688,0.052338424537442745,0.036194702285099425,,,0.0933646786316628,0.028741162443793333
NPY,-0.005288486974910955,,-0.029916933853424088,-0.031164582805759993,0.008237076990795573,-0.0340675565881272,-0.06376694463033215
MMP2,-0.04372201447421208,0.05049029967994949,0.07594570630269647,-0.07499337589677206,-0.0181455293396772,-0.0020078152283335275,0.0077301946729766355
PPY,,,,-0.044483760054277406,-0.010934836013713914,-0.05397308802108163,-0.004182853998441386
ALKAL2,-0.030944041667142964,,-0.04144809908722581,-0.005825168114595841,0.002970368313764319,0.005616058256133911,0.08804155957699569
CSF1,0.028780760973102854,0.01859158703856716,0.03944672119227058,-0.06814276760511348,-0.004609062420707086,0.04390462900319668,0.06779307081718872
SEMA4C,-0.0799802614614752,0.04162128449491359,0.039739931782793066,-0.11642307854020842,-0.017298411367631637,0.01405135832717387,-0.004206154403983778
BMP8A,,,,,,0.043893601980630095,
ICAM2,-0.14523137981388773,0.0298110952804859,0.06424659668925178,0.009978515462651473,0.0589237209369927,0.10011186913554912,-0.002007955526564885
SYTL3,0.13139871666314526,-0.020938043163484445,0.08407347664579562,-0.04923442910598039,-0.033220525616259454,0.04644997999087138,0.010993230006320045
IL1A,0.05028950065819406,0.08505027934005903,0.014700042884621985,0.03558122689939846,0.05621685151718276,0.0020025659863187116,-0.02301285701576639
HLA-G,0.06356592155341777,0.03183839691650878,,-0.029963320941032632,0.005805285438532376,,
PGF,-0.12045789398294192,0.08995244759036151,0.11937665492123153,-0.029639752263270917,-0.05135315925763154,0.05905918184483062,0.022901932274209263
LGALS8,0.13504927639901135,0.021760155685071052,0.08095405364664299,-0.05328730492800483,0.010577214117682409,0.04208916896460842,0.07654213103474503
DKK3,-0.17113091161362853,-0.08573230893559158,0.021735962077048386,-0.012165583005757109,0.02773789129497531,-0.012143669789603748,-0.12370885811098163
COL16A1,-0.09358416451134233,0.08579609334375266,0.015244813013274445,0.027864447070326384,-0.005691378312880845,0.049162990157743704,-0.03876312095493398
TPH1,0.021562550627269306,-0.02904558732039089,,-0.03291246103816379,-0.00437718463411721,-0.00010184951838843066,0.006676297994477545
TNC,0.19721994845341667,0.03804448866853783,0.09558007033701084,-0.025071576432545442,0.04912389747231898,0.03507825203280452,0.05244127869278481
TNFSF9,,0.09840698190963465,0.08670505432169434,-0.03338549943277991,-0.03548984891415066,0.007145124496991508,0.06474150502647834
C4A,-0.08574877983950895,,,-0.015123073716172749,,-0.032609031082407584,
CNTN2,-0.03763960478695777,-0.014362165198860858,-0.0907963458775818,-0.09432824421984695,0.06191914718877237,0.001461845900142131,-0.05144153994476805
F7,,,,-0.019054199732642045,,,-0.028647137653899774
LUM,-0.15049675118868916,0.0011702281149894966,0.12265163462619626,0.042066575660404934,0.018533622194057367,0.10940547247926086,-0.033567675466239656
BTC,,-0.024157500035558596,,-0.013785043631497074,-0.024073697683751855,-0.00021286549867802662,0.1031615657435006
APOC1,-0.05966350838859126,0.11325498156863618,0.07573458342335401,-0.009438497156416124,0.016060274658523128,0.03806459679686447,0.08532668844430272
