,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.037956408491571246,,,,,,,,,,0.008822104941550517,,,,
BMP1,-0.03900681396925252,-0.07580960452676727,0.027060411744389164,-0.028300694644906588,0.12233767351176103,-0.017686205415744942,-0.06642078154488178,0.09712190433410532,-0.20004135542297172,-0.03689927033785794,0.08034155963350141,-0.07161214138648898,-0.06559756461553501,-0.012445598757387025,0.004136559934372334,0.01653556401936347,0.09835781638607657,0.09752292412323316,-0.05392646116582331,0.1145155646331401,0.017864997011486614,0.05081392294157314,0.010517932157899222
NDP,0.06299493205434582,-0.03433530156986604,0.040192980931975805,0.017007416370380564,0.028031636786287378,-0.06493270671089782,0.048040303564788396,-0.015389783837643185,-0.05565361330834726,0.024341606555614178,0.014979727580876146,-0.07347703328073968,-0.006894408384513044,-0.1381772481421297,0.07086711329521393,0.07895403529589524,0.06999916194638774,0.07080108215032493,0.014267822860615379,-0.07962947203719675,-0.04806723768390451,0.007843829580810186,-0.008034484973948989
TNFSF18,-0.004136631741311981,-0.019581134115205207,-0.002077741861870571,-0.039046063258110525,,,,0.030449495874358783,-0.05636412712737511,-0.02292645056776552,,,,-0.033370025497643875,-0.06702396703976103,,,,0.0050582373620724885,,-0.01200396690053896,-0.03811430291068668,
IL36G,,,,,,,,,,,,,-0.029522279440013885,,,,,,,,,,
RTN4,0.08874785141975859,0.18367420368591114,0.0534759934245844,0.03897597501909086,0.08740720300420451,0.0200379957207485,0.10771480261003606,-0.09493302119624189,0.3077035684205604,0.0943666696811703,-0.025076750372337385,0.15132667168874575,0.09867603465618488,-0.0020209395885290794,-0.10028272003024172,-0.01448238392072096,-0.02591457930771432,-0.03214338801835194,0.12672406087270813,-0.07421537518051541,-0.022291177366830145,0.15638845018862513,-0.023518450344928523
HEBP1,-0.022481226657735172,-0.07707552221050969,-0.023969245079668997,-0.010670292774088552,-0.005501365838174674,-0.014503756076476328,-0.02605270438429394,0.012183331123592094,-0.11134664164604598,-0.049300362096131645,0.03386639113363149,-0.10679467190525169,-0.059376068484107605,0.07439500912929457,-0.027067169665510964,0.0005591148135610574,0.05130420441038409,0.05522060098518567,-0.05004547410921842,-0.04572532781616767,0.0016605912781718364,0.015342189702731985,0.034780875071034945
WNT7B,0.0011565269674985216,0.08905248176233757,0.06972500047239107,-0.005578141399195446,-0.03364623798990721,0.017293359504320895,0.00020828860189456045,-0.024171042285654323,0.2622983317527983,0.0014070655693746855,-0.03981099297382257,,0.01001754149046187,-0.036737140977890055,,-0.04000161828354783,0.02904893986951098,0.02812654107882346,0.02152797590872368,0.044971030646093854,0.07336658830390815,0.12011613431592853,0.054099564486526294
PTMA,0.04635421698652273,0.030977304170743,-0.037830279230483564,-0.014903173378229143,0.14142168677361655,-0.06630619416021233,-0.09660846668918342,0.11576381257681437,0.1178282842207146,0.08287562267164927,0.011013414281227322,-0.2524773741240375,-0.16656959990856618,0.10039211514077791,-0.019116703682357537,-0.09491089029338604,-0.07307623167647617,0.028664927051447044,0.10083443682121004,0.022590547608986905,0.06498532420253135,-0.033360404862661314,0.043410522973160316
FASLG,-0.021188863791004774,,,,,,,,,,,,,,,,,,,,,,
CEACAM1,-0.029420922812118312,,0.029197110587574137,0.03040775306700787,,-0.01103777565569636,-7.089173616607552e-05,,-0.04499296706859999,-0.019435994768856667,,,,,0.02963070208179583,0.04402630746812478,-0.04294465014244588,0.01566284778829376,-0.05106413645902798,-0.027037135121178394,,,
