,UKF248,UKF260,ZH8811Abulk,ZH881T1,ZH916T1,ZH916bulk
DCN,-0.03511809828886762,0.04653793872579785,-0.009987132143867972,-0.027755325387322553,0.003110856310692941,-0.01158179308017171
RARRES2,-0.013904916593099215,-0.04147381624709856,0.0028497104702027392,0.03208722981308166,0.017100693340670502,-0.054684077861956046
SEMA4A,-0.051879402477698094,0.0281818054938952,0.04605252426244686,-0.009100380825479934,0.04999168480429921,-0.018457671996466838
GDF11,-0.009175554555464597,0.021915976832811324,0.019985748967255614,0.02948886297879311,-0.02632910729779778,0.008503455513981267
GPC3,-0.04034221329824406,-0.01678579789627856,0.03003665711509219,-0.008341939490250245,0.09492385981757122,0.022178426404084343
OSTN,,0.07290263324667955,,,,0.0224283779037057
GRN,-0.03265104363103265,0.04052468561384501,0.07490028773243883,-0.050945541950430294,0.005563989294733977,-0.023706497918751318
CALM1,-0.04287904971551643,0.022019488974069145,-0.010513985646654869,-0.01899652535188018,-0.016568073034122388,-0.0326700390321618
ANGPTL4,0.053709352220692654,0.0016710920855542923,-0.03345240008477447,0.04122177478527145,-0.011696619805437177,-0.007877522699226265
BMP8B,-0.02759919857931442,0.01659975526713749,-0.0012793198053952122,-0.03680942111330868,-0.0061488340589664495,-0.028522800001010738
TNFSF4,-0.0028800230136424303,0.011087850977842017,0.022489754298629542,-0.007570992336123773,0.04781637879901917,0.016768757849258457
RBP4,-0.0012445017687029538,0.02481456148202885,0.044803597534705045,0.01579330542116482,-0.013883207784418315,-0.019163001795202923
DKK3,-0.021900241496072108,0.009341569602167235,-0.015350320777530181,0.048735335046145745,0.015499050595948248,-0.05161000753326632
COL11A1,-0.054406628008114355,-0.029188093111007132,-0.057191883463470136,0.007362324658135855,0.020957042080998398,0.010420078013054987
COL5A1,0.02000015584532644,-0.035871893777984346,0.030261641141341184,-0.05131940847832203,-0.017094261318446765,-0.04675931824184966
KISS1,,,0.024609717988854963,0.00021869731487362537,,
MEGF10,-0.001066590908559333,0.013890739691147246,0.06016535190147244,-0.013694203600817864,0.002700514106177614,-0.035608808630805476
CEACAM1,-0.018743059875998593,-0.01716092543866021,0.02428175572048279,-0.015698624024441752,-0.021432402743952035,
EFEMP2,-0.04749528625966325,-0.00846546456273515,-0.02927500334255038,0.042833382973235724,0.06836688824356661,0.019554443369599477
IGF1,-0.021800008677409822,0.0016606161671468725,0.06861097930275911,-0.03143711816028632,0.04476601605986452,0.023720618049236974
COL6A3,-0.04335825194437253,0.047684822668026185,0.030820721286676147,-0.017237354488891632,0.0006211019846049624,-0.038666669298500954
RLN2,,0.010948746433156027,0.0643982615238784,-0.016300099423721237,-0.01930624100972423,-0.019108245603192704
WIF1,-0.027769658115890054,0.009037960355201215,,0.02350099843047687,,0.050399074269303935
PLAU,0.03166041194043237,-0.03788201798987124,0.07322001357984159,-0.04479930792049059,0.06303521913503261,0.008424341030064342
CXCL12,0.003610313646813797,0.08732707655920505,-0.047215504921667414,-0.013798945753841302,-0.003016756651310908,-0.06272785388868228
MMP9,-0.06477320470163761,-0.015457747871706926,-0.04657138768099661,-0.03938551359478233,-0.019592423830137554,-0.05885333085292846
TNFSF14,-0.019488871343634407,-0.04115033518041136,0.0021183187326961105,-0.021458519830770996,-0.0005689230586182385,-0.007334634018010888
HBEGF,0.03810892543246104,0.0026747582760770425,-0.03925979589252484,0.060002158100628256,-0.002222798245826976,0.07489912141768033
NUCB2,0.05120703833848685,0.01423365894837061,-0.06506573206963351,0.008661226806418025,-0.009587406817754785,-0.07159083198436132
VCAN,-0.07468436265777674,0.05893660483621344,0.02978275606545741,0.017358552634976328,0.03838261208417914,-0.025153746263334706
VEGFC,-0.028408683093449422,0.13228548589354594,0.06341322233105204,-0.033359718148639556,0.020572142134588682,-0.03368600340920537
LMAN1,0.022529571114481905,0.02173394050996374,-0.03585379081642154,0.017506083520972843,0.009310884777725239,-0.057087088466959694
IRAK4,0.011952939881600804,-0.00870123357500993,0.0006373558442394078,0.02967468919956603,0.03755887995533174,-0.015409892060055448
MICB,-0.023906691569653703,-0.03704469718835491,0.056563472644722806,-0.03130711207134705,0.004744696727293677,0.07870762501785059
COL1A2,0.011796340581185913,0.06896164418202733,-0.00011786783452163249,-0.073402458089962,-0.03441112181785305,-0.03974462878638888
ICOSLG,-0.015283107039578858,0.006538723888238767,0.006177916057612894,0.045261658135957755,0.05159093999952426,0.04312558477309324
GNAS,0.005652024373418873,0.07181870431487906,-0.020910122041081773,-0.05342795951187623,-0.009429729952933239,-0.0316282903491582
C4B,,,,-0.018869641004667936,0.005561374124805114,
COL2A1,-0.017544311014467885,-0.013971883596486592,0.13892036224184856,-0.03130711611893511,-0.004510645885778125,0.07426782896484545
GSTM2,-0.033859492413181966,-0.02505058369111305,-0.014848175793783383,-0.013113003802164085,0.05655983381216456,0.041399156426090725
NLGN1,-0.03620904876044833,0.0020655076148862095,0.02810987041023084,0.017629861106543226,0.030783645674873863,0.04040727125391214
SCGB3A2,-0.0238829390666977,,-0.025909366179486523,-0.026326829731764735,0.08980022743511935,-0.01784791398737575
LEFTY2,0.023071212190994245,-0.023952993069152915,0.04537344635889266,0.046158285662657755,0.10498817501170919,-0.009172634963861783
ACE,-0.03554236501317247,0.05413399133758277,0.048706301887203575,0.008068036019583731,0.0008211885547378921,-0.0031128735443096884
RPH3A,-0.014052121226559501,-0.0008041919541783275,0.018425601962439468,0.024618373023131652,0.0341056642292576,-0.021924280022187194
NCAM1,-0.0417204828249182,0.022540121338607125,0.052026151834118406,-0.025144777429667944,0.016488012903210125,0.009862847210761997
EFNB2,-0.006611503847341515,0.06380424335218532,0.05845387352071585,-0.017519997719442442,0.07206544243408808,0.008635231479214987
ICAM5,-0.04009860498595862,0.003215674335008246,0.031074041979072747,0.001444608205732887,-0.03370862280550976,0.04595296057354761
CCL5,-0.04484760337818757,0.007025406630108746,0.03328083264809652,-0.03739433974563773,0.04214578079122685,0.11806054421947393
PSPN,-9.528287287199882e-05,0.012123609420290964,0.011853243901783175,-0.021410617513269843,0.020847011530446116,0.04614557343123195
PENK,0.054441006106588564,0.02396878228592096,,0.014579952150129164,-0.01930624316871377,-0.06026149395384592
EGF,-0.05439425091675222,0.01930372280898745,0.041049199844005534,0.05333744247185092,0.059048781631826495,0.02801645621306803
SERPINC1,,,,-0.015901494194728916,,
UTS2B,-0.016319454435943584,0.07481653826998963,,,0.15953342483740976,
F10,,0.06081476476757226,,-0.015698237539106895,0.11137635986005012,-0.02232888938156601
FN1,0.00459362333238637,0.004493708343154117,-0.04368066102573416,-0.01648618431570538,-0.036037206554162544,-0.07676075712163655
FGF2,-0.024057335963691844,-0.03689154343175387,-0.002800386298623901,-0.006958515232102627,0.013356691103941434,0.0073046726093043335
GDF9,0.05307127099986987,0.012501483008699354,0.0393372425861053,-0.03631818089375033,0.07769130020777533,0.10568655617119013
CSF1,0.006205253314558045,0.03490973552366793,0.02961583567031017,0.0532445161769355,0.030105350061659118,0.003309323936205403
GZMB,0.022094403393346316,-0.00352189859890062,0.021300956253720485,0.012681127752218998,-0.015611005802497855,-0.016237220757350304
WNT11,0.05607557729243693,,-0.023254257622920056,-0.012210271046885046,-0.020745678656424838,0.007088687396760165
GDNF,-0.023882945421570156,,0.07150688858873798,0.041681152341195286,,
FASLG,,,,,-0.015403999410457891,
