,UKF243,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881inf,ZH916bulk,ZH916inf
CXCL8,-0.012604749305117994,-0.022561322584081892,0.08421787978921731,-0.03273621854566311,0.04718958502314593,0.021044188493342542,0.007258201857503084,0.03386690704890979,0.01696111318122601,-0.09077377040978368,-0.047616195754766166,0.029723671406034224,-0.028595546939821248,0.061642851594309836,0.056122878699837654,-0.07709334369095087,-0.01120384773920553
GRN,-0.08211075485373324,0.0512464345379823,-0.019226723011431978,0.0661893402767726,0.013057010533673034,0.111756618441432,0.033079260316155094,0.03151980934004547,0.04881836510947051,0.06306520990980553,-0.010475312714172572,-0.031353923227721514,0.0051881832871162464,-0.013926975687795108,0.10358814581292039,0.0013202838848469028,-0.023222413441464262
MIA,-0.017640895992975053,-0.00867538182271466,0.001592866844155956,-0.02418545789140522,0.011472572030655602,0.03237732965532476,-0.021426573599533903,,0.01053637526066171,-0.019140765089111146,0.071059844567621,0.06378597321422222,0.12990109268753866,0.012944682388606377,,0.035397513520902674,
COL4A4,-0.004314623253673379,-0.0038626292034687967,-0.02607019222697711,-0.05375933564435826,0.05212246217395368,-0.02112615337670211,0.0004980110234039495,,0.078240189953985,-0.03257770436852876,-0.04292379939260078,0.04503075882764054,0.01090664422218633,0.02432261049806657,,-0.043691323140623003,
TAC1,0.11839666856345563,-0.017861278473457372,-0.016254002050319922,0.04546255424230511,0.019883436297420957,-0.052881192294653954,-0.04691126957301807,0.004777202807454114,0.0034727856960712535,,,,,,-0.07078447952014001,0.110520833666112,0.01877461559704616
RARRES2,0.04300153137784124,-0.021689913213351595,-0.04463326007945802,-0.09258500333040887,0.045975641067546744,0.08351330482961869,-0.02491044502799105,-0.004514101734549666,-0.0019397071903273584,0.0737424076722577,0.0620432003402274,0.029309050119165212,0.052077870660813305,-0.04100601207864891,-0.021000617600554817,-0.04256873844097666,-0.05466438524338646
FGF7,-0.013340289494135812,0.04615224638904107,-0.03751857648282831,0.022441057971536196,0.015521722805159715,-0.0052431763960775766,-0.005687412581654026,0.0006501122457616555,0.004361910938460642,0.12893290312232467,0.05052511499767212,0.03034468699519155,0.016917537274806164,0.05315020575833213,0.06033073816917212,0.026950120341928962,0.027028095711850546
EFNA2,,,,,,,,,,,,,-0.02413607413238515,,,,
HBEGF,0.03614014354884552,-0.004556729030740474,-0.03143407587858809,-0.02657628628505371,0.09194715843335513,0.06507097082587926,0.024418510690221926,0.00894478592604285,0.07678453809289208,-0.03138777061830605,0.1278791021411958,0.06202507459264069,0.02299935905834847,0.04837267372927715,-0.03030958774267877,0.009780484787222625,-0.03908422964133187
CSF3,0.08015073603348322,,0.15084364085055235,-0.003392605291182788,,-0.02235106364459225,,,,,,0.00774644563514466,-0.041188372061741606,,-0.04603151915787672,-0.0459582729625065,
PI3,-0.01604759601557684,,0.08356580625908185,0.0018778488956682502,,-0.02516759266591978,,,,,,0.016723188651685362,-0.043112319980558825,-0.02042912648088393,,-0.03530343570909984,
PCSK1N,-0.0033496700622109264,-0.007965667307004579,-0.008855646993088322,0.0018323027768155013,-0.012258693593140768,-0.011540728874247782,0.019132674874662,-0.016274651854155036,-0.05023597377798219,0.022610277992060147,0.053724249116274846,0.036425311073255834,-0.011505341967417208,-0.013675734736538736,-0.0600702638533833,0.09183031205579326,-0.02076583283437287
NTS,,,,-0.009887818202413162,-0.024491489700059092,-0.027472145859154324,0.02526667995788454,0.018752897828811392,,,,0.031629394068335155,-0.029405226186246178,,,,
SFRP1,-0.04452103791002695,0.022039180374843828,-0.01846809291203326,0.0540170029567429,0.0224622930172481,0.01613721313708953,-0.01855901270751012,-0.02647988756282694,0.05374324514370095,-0.0621514914098674,0.05965428411992572,0.013657693133558876,0.03943108022498143,0.04653468881830483,0.006755578444819215,0.02960170957177545,-0.006264269185705412
CXCL13,,0.05744372865347134,,-0.019542304605211672,,,,,,,,-0.03519260725957485,0.05974196580012296,,,0.019276595309801813,
MICA,0.0030299497150157255,0.04860493899811561,-0.008015709439752671,-0.019413368911109546,0.03588550640357962,0.06398879007849499,0.029758709556503744,-0.040025365277972444,0.048612289757076724,0.04393683482165333,0.029598659876711987,0.007198074976848924,0.146503468840987,0.05174466535073202,0.026879231543817113,0.0228137354617784,0.008833974981722687
TG,-0.029218359368139664,-0.02342477997146792,0.0390498836055544,-0.015521055356247647,-0.02826963539567461,-0.026975734114611197,0.0015842994584999103,,0.04441026577248514,-0.051324974171002645,0.08632863102180256,0.04087949670573656,0.05229198836163393,,,0.05699358882937733,
ADA,0.04158100338409341,-0.007101531106896317,-0.01121489132396582,0.024035547198612284,0.04702112375768373,0.056584400218910015,0.004698744342356648,0.01596328566079306,0.01744074166206757,-0.0811670877334347,0.07864431327311013,0.11619387957059109,0.02616531063331169,-0.016135590778729062,0.04176400739065943,0.07266779944206218,0.01994356715408048
LAMC3,-0.0010886450728254849,0.03546314296077935,-0.024476789364389386,0.06180701190737071,0.007259266283375013,0.05942387791702576,0.006302018509170786,0.008774870501841645,0.013091200700293543,-0.05900630702321944,0.010186935418456923,0.005663732660366272,0.04080591973097709,-0.03570618456211398,0.11937027692818838,0.05186836265661532,-0.00622847307822929
CCL7,,,0.06489450746833757,0.06009261059198356,,,,,,,,-0.02985701644545209,,,,-0.048150962802385414,
NGF,-0.02111688444677503,,0.027627747385872696,-0.02765568160452211,0.0680571517361897,,,-0.03809469088506705,,-0.025133173528264628,0.06334731877270613,0.0523428497403827,0.04673261866821272,,,0.0726198125192442,
TNFSF15,-0.026124221519770494,,-0.016045523636100095,0.07761302752737315,-0.00990121817069178,,,,,-0.0043267555724101105,-0.03703754725958843,-0.029107238380525917,,,,-0.027839965947452017,
HMGB1,-0.01956035853760909,-0.03513474705133759,-0.0009505764614127615,-0.018087406525744542,0.05241176232519042,0.08247605570342673,-0.04931438088808077,-0.05080636985669694,-0.0002948040532607056,-0.02861307656482384,0.03397956787313841,-0.10258000675539215,-0.030441681203700686,0.04734035209144567,-0.0011299665045422997,0.013069116779421696,0.1253722926721304
ITGB3BP,-0.027153505149363457,0.05949434168111121,-0.03968528476789384,0.013350816501420785,0.09036666899541823,0.06356730383475476,0.012315673309972644,0.024415884360986014,0.020586153207688525,0.1567036399133073,0.0144330147153071,0.022739819773921734,-0.005936839192215613,0.015221072718444762,0.04249864207943536,0.009636908114199753,0.03350459635946702
AANAT,-0.037848676376779876,,0.005324659063577164,-0.017285297774083875,,-0.020161264270131107,-0.014262697303464704,0.040790267098914965,0.16015159921285563,,0.03162123171649903,0.0066119584345538445,0.10988383534581946,0.02096396811495513,,-0.028062064866461164,
RELN,0.04287610720525916,0.057454928472566426,-0.025341960742776025,-0.0017369536776312437,-0.006773585616785817,-0.04366366527377194,-0.011671982362462252,0.03929112280886315,-0.027848185591151365,-0.027885830531080482,,,,0.011704606043783847,-0.006099548197435787,0.022652662005808524,-0.0016031143099456192
IL15,-0.037135129949341664,0.020698294014493288,-0.0450576060471958,0.022959544901809917,0.023760687061700817,-0.0454538054925827,0.06109305959562227,-0.027534229736099366,-0.03132958884495343,-0.04752404885478225,-0.03425593502938634,-0.047986700515245034,0.0699965389168501,0.029161050051836796,-0.04868532700420248,-0.08045124000668316,
UTS2,,,,,,0.051895993073414234,,,,,,-0.022305280368293864,,,,,
BSG,-0.041017511404609644,0.01632408090435404,0.03405019433332004,0.038503061644555435,0.07876867354442627,-0.004658131828583654,-0.014863085490888075,-0.021754402878238908,0.06561736461009035,0.03393699760683186,0.06093453818547064,0.08509795818212737,0.02249872800040971,-0.007230504464741432,0.05625731492096771,0.004649359222579081,0.023927461963921867
ADAMTS3,0.06041985820015771,0.018455586802454797,0.018408796700463467,0.0009431708113651807,0.014608384611963078,0.1062546676225441,0.03039545806492645,0.06452314034297472,0.07475750500656367,,-0.04234080332729864,0.0470771305883681,-0.005132033836967058,-0.02195144887510072,0.0017102935331883686,-0.024328016401007048,
CD34,0.00486181767355834,-0.05033435220251124,-0.0008270265541608482,0.0949108717841422,0.08506814056253287,0.04087705309460257,0.045764657609008615,-0.049420078818902806,-0.05752612883440375,0.048142786240139505,-0.006232034814094232,0.04320877316093229,0.019541518812493826,0.03286599379709853,-0.006073737383658085,0.016982463842114336,-0.03941493221730005
CCL23,,,,,,0.0602156607232149,,,,,,,,,,,
PLAT,0.05842704075301785,-0.03198045370292842,0.006700011654451629,0.07165220215599073,0.048017469809064184,0.046112198661892305,0.08316743725456341,0.048660653064560876,0.015107008413400307,-0.014599416869589413,0.06832992112002911,0.07958346352882997,0.03636991509622186,0.03188554152011283,0.08927078573688779,0.03603643672197017,-0.05594892245899727
NTF3,,,,,,,,,,,,0.08950142201574594,-0.008348441859861853,,,,
LTA,,-0.024333372214049687,-0.018468092048066848,,,,-0.013736463908757535,,0.01464151158581381,,,,,,,,
CKLF,-0.014180661052230398,-0.053841384133954555,-0.020934802114780403,0.008411615665254548,0.05318212801476015,0.049455317577077586,-0.022386945314668494,0.054544831054969635,-0.017031291549107097,-0.06594927191725211,0.039059830863199044,0.0034675014308399974,0.06669793972405051,-0.04123715478336283,0.018435108468295158,-0.014700829092732409,0.0949253598049571
CD24,0.08892908467709695,0.0010642479504319815,0.009719290594983618,0.010399077396549956,0.0535550515948317,0.014144815870109777,0.013638984268332915,0.005149056462161505,0.0298888183277742,0.09944958168705274,0.02757824971188597,0.07744782179243828,0.0031681595679258485,0.03939744070239537,0.0537465746753967,0.050742431975103884,-0.06593217614552122
HSP90AA1,0.067606526044421,-0.06365533870994283,-0.01828066060648543,0.06984355988575358,-0.040465444139984236,-0.12438236658931534,0.07697268116473133,-0.05093248253583398,-0.07655817117315744,-0.00343917064731525,-0.04731507505176257,-0.01708650483957564,-0.09149532772638141,0.04387130673810668,-0.07008044782584232,0.0723705359087005,0.01151362210724586
BMP4,-0.04570210340512521,0.02346380231391148,-0.01386759077670308,0.0891451019343883,0.17225862639899361,-0.016267384737358663,-0.011627508764854938,-0.01865452330766264,-0.00028936935124857996,0.061928117025678533,0.08038727177455866,0.06502079120156617,-0.012126640259861344,-0.022249608866897422,,0.10661376028397618,
SCGB3A1,,,,-0.02058465578579701,0.021418127992093413,,,0.0475926456323129,0.009654093067817797,-0.022491808105072068,,-0.02663350709923884,0.06345807317368896,,,-0.027373352564598292,
IGFBP4,0.0037027084930304427,-0.04495852606077418,0.02691348501722567,0.07504493254489894,0.10340316730359116,0.10362235764629839,0.043968997399458476,0.05759899003457434,-0.032254307229059656,-0.03334733537042322,-0.03393555076033713,-0.02780764868291012,-0.024603290815998036,-0.0530308907034649,0.12545696476907933,-0.02061952242797122,-0.03421767499320674
RSPO4,-0.02579643933444523,-0.022017125666795034,-0.02826865049672147,-0.023758038918885793,,,-0.01597634378052218,,-0.011932173969280585,0.004947455818865222,,,,,,-0.021123238371089637,
LEFTY2,-0.043209202753922246,0.07291969178208525,-0.033670618941691564,0.08912138974839223,0.06619351948031889,0.1075252907755543,0.030782408844920072,-0.02427482616358297,-0.038676032325889766,,-0.045187940375199846,-0.008654173164375917,0.06029224206036503,0.04568614696780299,0.014617901080655039,0.13107501674247227,
PF4,,-0.022134509279869655,0.10073275688814433,,,,,,,,,,-0.02212238296058836,,,0.010758910674770906,
ANGPTL2,-0.04851902120087724,-0.023352422186544448,0.047212267879948845,-0.015401450613667335,0.07601919209941287,0.06613699977077128,0.01632629951798026,0.05479656924342954,0.027372740583015826,0.056332366600941035,0.06412278150468705,-0.016219212832465683,0.089654533770863,-0.001207053244880765,0.03574142426858752,0.0487607007116693,0.005311254675665636
LRIG2,-0.030661107552769937,-0.002833654961950899,0.015187551074230667,-0.015612547157988084,0.01580604283657859,0.06970221859805008,0.014118900090130147,0.007185702982418555,-0.010198563645877415,-0.0012523039727304643,0.06421189950206373,0.01855852347921951,0.027806291650837332,0.06386580343612831,0.0597015093258104,0.03571815628478993,0.06185869350110151
ICOSLG,-0.008587029132420187,0.009565180800558654,-0.0391541364238186,-0.02189984033721424,0.015517939150102019,0.07585076658198207,0.018215819471124304,0.05380245205879913,0.09652739124826695,0.07108907024668179,0.11785230235053773,-0.01966721740842372,0.09371452752999575,-0.03168777605949437,-0.008783866704993256,0.06624855515451858,0.007903546121815921
WIF1,0.05984930459586999,,,0.09223640728786128,-0.053857181136859805,-0.07839325956536608,-0.012328566084821505,0.013071358977298282,-0.02795783977861296,,,,,,-0.028464614360326358,0.0529932773582394,-0.0060991595827041625
NPPC,0.029416421502593843,,-0.004961746015088874,0.020512390930777898,0.03508224819593038,-0.04023089072080456,-0.02404911519291441,0.06019913043061578,0.03982294348371811,-0.010078198223840892,-0.008291870667021441,0.1362605007919724,-0.03192203216337901,-0.05452799656756997,0.038955661454327196,0.07164024921734514,0.015829125108184995
LYZ,-0.006055566018232119,-0.024027378926958276,0.06750002255897877,0.02648055411316759,-0.003526621073572288,0.08503166112146472,-0.02662238537877117,-0.0047954318969777145,0.04587909069008017,-0.007424876987616041,-0.01712759030222923,0.042063898195785515,0.0858536858143367,-0.0075274566945961055,-0.007356844905527017,0.024007079207844017,-0.030296832823880845
EREG,,,,0.013720348888343527,,,,0.006427400197684824,,,,-0.025515075876356673,0.08150059730789798,,,0.0019335950010804113,
SPTAN1,0.0032483281737375135,0.003601524466363992,-0.06864498283178165,0.039046477384793804,0.010879180575661238,-0.012217090286819032,-0.012481002390012187,0.0195069642404861,0.010079466839245928,0.07406035981474636,-0.006367272987873458,0.08324409723022316,0.017938579880094074,-0.044864922337246024,0.04342993894074788,0.06638587322670035,0.053179449662678985
LIPC,-0.03231826189420733,-0.03331361943561035,-0.022592604670751845,0.07075350718173634,-0.005042376876660425,0.032265404756218655,-0.011080816972696432,0.02410106531477853,0.00014443602378981727,-0.0336708560497094,0.03059506822867385,,,0.013884663411598941,,0.018108229413315306,
COL8A1,-0.07478274488570366,-0.000995431491697528,-0.04221378295248747,-0.04008575662731409,-0.013378149634166052,0.07000270790240812,0.006461381545238785,-0.015066668032202616,0.05073458238437964,-0.007601407188675976,0.0810331324854425,0.014353789731272855,0.1068833848358618,0.07032721736010784,0.18561546225993045,-0.02929701386455378,
GSTM2,-0.013409257356385616,0.013572488450118457,-0.018932865491645145,-0.04657494556784418,-0.019709778153576243,0.026222647268085045,0.016991833222249935,0.011165382981442012,0.039040343772189304,0.027893241870450572,0.019709586051206717,0.03185633830548755,0.02756264033419266,0.015092257618603977,-0.005479797633697904,-0.026528180614226165,
SPX,0.0888951719104589,0.01642826542520692,0.024578704302412283,0.02039492806560925,0.016190615515757463,-0.010013467547750319,0.0035250153788312826,0.00716800738936896,-0.028108491105314867,,-0.06026615864222722,-0.0013410671323226965,0.03183210978774595,0.034062373832598566,0.0153877501867551,0.002925938982940582,-0.02375238858470312
MFGE8,0.02019020313048843,-0.009997938673206122,-0.04221885077365056,0.1160647184550591,0.053795781521269466,0.021733587836519245,-0.002313034242299148,0.015831339549273255,0.032710775539252814,0.03599150594427064,0.05718557538753078,0.04782285440689432,0.050383432452624416,-0.008241918085615054,-0.012899457115782493,-0.012176260834225915,-0.014819566903810508
TGFA,-0.023537598990241795,-0.009459628916199333,-0.05377606423292192,0.028861171540485602,0.12230517856873938,0.10594835827107767,0.03656379588761457,0.04785528786697612,-0.0065678399907409335,-0.010603189590140354,0.0003046560849327936,0.042353374521963714,0.05613559011756253,0.03998432651594681,0.0889068753018533,-0.031900575630591364,0.0548092445590951
SLIT2,0.09514019890331085,-0.007437100131788081,-0.0022608499222630616,0.07936471141989018,0.0607424474601452,-0.022881109820958888,-0.04111300189278081,0.05003813681541272,-0.025325445746337785,-0.033991517985921725,-0.04788361209212419,0.15377457774020786,0.021365075583834225,-0.019227038885118,-0.056076519413213406,-0.029645106336710508,-0.014370256343920664
PLTP,-0.08671751221302093,0.014110411508871067,-0.044294261156197605,0.034951909308110866,0.026839370466636665,0.10952436760645602,-0.042064812424991944,0.001990713787626629,-0.06345574047766177,-0.011198910990002472,0.018803342378421534,-0.002867382367018182,0.051235820950290986,-0.08498621132794573,0.07062535768916613,-0.0013324363664472772,0.03569711329769961
APOD,-0.053284678635579605,-0.0068529472108548855,-0.021479587421038757,-0.054462619679463795,-0.04118166553909243,0.0544743785861645,-0.001154834110050083,0.052059630224770476,0.02279424230895577,-0.07853207152049621,-0.02139999655719909,0.019649663690792355,0.06361402192519698,0.05480064026330697,0.11803107331610922,-0.013356224034499537,-0.03099795385581209
B2M,-0.004211017740313627,0.02103271531145844,-0.004650287034286395,0.0226085198367819,0.03529232528506291,0.1012712308529315,-0.005369560713034238,-0.0061809788449707845,0.0010956015740709016,0.0611998770993708,0.030286786733816292,-0.004537162296280183,0.06027616162438948,-0.014767594206470596,0.1060167793041464,0.03537664040762364,-0.0406627626019343
OMG,-0.007981159188324217,0.03287248606850641,-0.022581176086915015,0.02715665149948621,-0.025373508313264525,-0.0053238472257101785,-0.01908425960143095,0.0784945756373433,0.005882667722565344,-0.06629876509787663,0.05282514769760412,0.04034482335819645,0.07074851667716157,0.019490390068292687,-0.0431146077279934,0.08983565331144659,0.09266639592592214
CXCL3,-0.0019047416802914648,-0.02983017629353856,0.10801628844209149,-0.023868444904565134,,0.0018582221519972877,0.05422108918528695,0.03654611072419456,-0.022562980115671524,,,0.08931549019861318,0.04560535479353128,0.14786283278720241,-0.021729175410485198,-0.046423121636892314,
CXCL10,-0.054345547865380095,-0.050185989246892854,0.0026998107465539857,-0.031125768659419028,0.039394036065858326,0.08440384960353405,0.05774578770417479,-0.010847320271189079,-0.03585530592514102,0.054406615443879855,-0.03159379542722622,0.026972546067628524,0.02440232631359831,0.07766276422231325,,0.06762127249627431,
RSPO3,,,-0.014599785956201589,-0.007292414657726693,-0.03053936651337569,-0.033105864970011945,-0.0006313409794071456,-0.030235533709649706,-0.02357787936203238,,,0.04623919951792968,-0.0016509623115882662,,-0.08511320447482894,0.04157203729504201,-0.008365486384421124
CORT,0.0736879906287798,0.011255453326971945,0.006092182252292967,-0.014992915066675067,-0.0536238663647375,0.003954442434048454,0.007980192619366059,-0.0037187860362265976,0.03624608065440142,,,-0.03404490002670013,-0.02314994937371979,,-0.0382800951634605,,-0.05927690561843428
NCAN,-0.09154344212623951,-0.036830149669564584,-0.027330392130450205,0.08895910934879786,0.0483647738863096,0.03667061751310313,0.03170940098712287,-0.05198176959651055,0.056741227041820344,-0.008322472453223536,0.042747308087029826,0.058461546488408324,0.017040296397255142,0.052490829722583815,0.023473609031355966,0.09314044812291132,0.00706808023697118
PRG4,-0.00943133978481218,,-0.01440935912333167,0.028201166308611896,,-0.0011323918366268333,0.007201658262522383,,-0.027566438541452055,,,-0.006742601942330131,0.0997558834134342,,,-0.038581338879701096,
ZG16B,,0.025151795715286408,-0.016723823523516222,,,-0.030963236677174422,-0.01091486755085125,,,,-0.03930922739955522,,,,,-0.023647313652689322,
TGM2,-0.06717374792616164,-0.013716561133795902,-0.040824980287714814,0.03251766429632914,0.03513794193471716,-0.007909074698463366,-0.05048606879396352,0.02024308869647582,-0.056178899171835266,-0.016664865205547864,-0.05063475505037963,0.021203796258995256,0.02509548145403939,-0.01364502028680258,0.09741690052694174,0.0007968626751086927,-0.06218290515736324
VEGFC,-0.028322107288393152,0.005291239003877377,-0.02568133620396942,0.0038263186733663596,0.0068177952175257645,0.012201856956460562,-0.02939104542696541,-0.0316256692334877,-0.0029674383184559792,0.04551719851510099,0.06642767333638265,-0.013928818359736746,0.08383065795867371,-0.07611779514677405,,0.02264119836973245,
WNT6,-0.03591997729581826,-0.02463222369387606,-0.004927424159144449,0.1384338320147496,0.024251383496554854,-0.028201720070833602,0.011549125432363916,,-0.02455275571943182,,0.06282190619778688,0.0855343254277047,0.08502334130561245,,,-0.003978763339483421,
NRG4,-0.026768841291481497,,-0.017536849221808672,0.007171468949370235,-0.029265967502294668,0.030158317165891017,-0.020969227839597978,0.009582646660048518,-0.022506497063893398,-0.03257766843243986,,,,0.022782679882941262,,-0.036746145863933884,
PMCH,,,-0.00028438900125916906,,,,-0.015976343009491033,,,,,-0.015505981922806276,0.004952127006072818,,,-0.024349719312660886,
COL9A1,-0.04170251461586832,-0.004916436679747099,-0.018315959072497275,0.037135419117541035,0.06852557111760865,0.12409596061208336,-0.029253270587196505,-0.038645045656261624,-0.037397628909009495,-0.07154130889680149,0.000911382440925945,-0.015027330374263796,-0.01475353027763371,0.003249642961818901,,-0.006980675204162841,-0.09031656095755414
GDF11,-0.036953169855785103,0.06256519501609145,-0.004640004585447665,-0.0010427730671106114,0.06277896388067947,0.02498175864344914,-0.03033466864066775,0.037829466541303154,-0.031851370987068174,0.030943064100658266,0.0034007459510492187,0.027577756497060856,-0.03510298752200748,-0.05247068494838976,0.1715247079961298,0.02393982821918205,-0.01770912110841025
IL24,,,,,,,,,,,,-0.02262644076279336,-0.02176965281171482,,,-0.041080968652564255,
SORBS1,-0.03784554585340276,0.03345386681817188,-0.07820335538911151,0.02137243778964665,-0.04384805320970994,-0.02080759933219432,0.022730341630497714,-0.04468796251423468,0.03341446063152278,-0.05295286226413437,0.06451076592725245,0.04454070973946702,-0.028583905636190277,0.04995038027502145,-0.02558515002998343,-0.013034606188322485,0.005267061021861955
DLL1,0.016685977365044527,0.019352094596117787,-0.033830995719578524,0.02495995193115601,0.06802621557499325,0.05081737991248495,0.021959396589780956,0.034392648716753176,0.07766488924283688,0.08028804600930582,0.023878784218203965,0.04210325719098279,0.05552490536906621,-0.053320145367427865,0.0691731655386873,0.023910346076062856,0.12052984522115985
TLN1,-0.052415628351714906,0.034570579668834804,-0.035456114123973516,-0.03216013611421773,0.0032623466621973136,0.1138232183270002,0.02868111468543767,0.005924908742870869,0.09012050330046568,0.041985309151381725,0.07836098026162308,0.020972818290888415,0.024389096992175764,0.04325790293587948,0.04138683835744793,-0.0028848181363990127,0.08439720788346478
COL2A1,0.07775514906529109,,,0.010182691954506384,-0.011750205126960359,0.04758489535612454,,,0.006985265209975764,,,-0.03145679134168651,-0.009660781639085373,,,-0.002853222618103486,
SHH,,,0.004040803860190688,-0.027751208259447446,0.037215876094879675,-0.02080925356290937,-0.026233040066700145,,-0.02186137356728161,,,0.016811041194845666,0.04597072358320606,0.004558099155913047,,-0.03542539348708837,
PON2,-0.025198505281199605,0.013106303786676998,-0.0648968671051779,-0.041033259584909165,-0.005819832095709284,0.11147737847197398,0.0045571340670123575,0.009839470372881897,0.04017594108397604,-0.03731494487540437,0.016884823167393537,0.042320466186997266,0.07954309740507254,-0.02075847042540404,-0.01330704188631442,0.03406165146176034,-0.02084965480923949
ICAM5,0.019436467150890157,-0.00014126478529627538,0.02846020636416118,0.11572174874481096,0.03206823511914443,-0.05172650114933887,-0.035465312953777764,0.04900862162733535,-0.034801850774332774,,,-0.049302712489044984,-0.018185552403525537,,0.07407729229760432,0.07516826918254231,-0.04591567330397788
