,UKF259,UKF275,UKF296,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916T1,ZH916bulk
IL15,-0.007291550442566985,0.010413655984115679,0.01268128141410817,-0.07273181177275646,-0.039068394581389256,0.09114062653101568,-0.04848357668759668,0.08433522799041246
BSG,0.10189273465135718,0.006100600147897883,0.03699804961861966,-0.11365473928877992,0.014572820258844502,-0.019789540672672735,0.020759694822057792,-0.013689550595290294
ADAMTS3,-0.034483852881367884,-0.035067261809179164,0.05033909052334604,,-0.02767355263854327,-0.06617583480525766,0.14222434454586702,0.002987244949529365
CD34,-0.0327944467644656,-0.016292412229889884,-0.021850507532089135,0.05696832032218131,0.07429552923703826,-0.006198708087423846,0.0021229166296505733,0.09537247888104153
PLAT,0.027562400918629618,-0.03639883579578192,0.03792365080020507,-0.07215442246146209,0.09401351768073561,0.050952961850661935,0.09413618903217458,-0.07557592154564302
NTF3,,,-0.03246404477875244,,,,,
LTA,-0.008910568676804807,0.03744064436093135,,,,,0.015699504662517284,
CKLF,-0.013490357271060856,0.010535104635101359,-0.0012888716349320256,0.05379956971674158,0.02882969006873713,-0.02988953359709611,0.07530825271393567,0.04534987052375878
CD24,0.05360532189169971,0.08665988303678859,0.0735863909796117,0.05882765951102857,0.03515214219923365,-0.006010571198973897,0.030132245671482878,-0.0215266781546984
HSP90AA1,-0.006425490411908886,0.1253110948719189,0.010008763561687221,0.0743554941359467,-0.006591724698360235,0.06876550716414175,-0.0618518164766935,-0.05039233106404576
BMP4,-0.027175954300900137,0.042363456407586875,0.056958453022276104,-0.00825269810942386,0.00974702482189766,0.009151692161932838,-0.005930882601928463,0.06709191463807847
SCGB3A1,,,-0.016963873905065745,0.05755985711180245,,,0.007240438344409094,-0.012383325721633684
IGFBP4,-0.03529373986564279,0.01883031183713756,-0.008141876816213929,-0.020855696634868668,0.04683167171977315,0.005768071571731902,-0.020433533741106645,-0.008723125518943536
RSPO4,0.009833166188816914,0.029847253070935553,-0.016963871423715436,-0.03986536791081039,,,0.0013631558811964266,-0.02393681574872515
LEFTY2,0.026534064113406565,-0.015385441515449395,-0.0034853654350681398,,-0.029534414756703452,-0.03992334363791489,0.05709982777015777,-0.0025447450859664095
PF4,0.06372841068197785,,,,,,-0.021934738222112327,-0.01875106223324996
ANGPTL2,-0.03348102198943501,-0.03841377713555148,0.028469314630827195,0.044940309588620775,-0.01907248119672946,0.035579948115856255,0.027667869713378434,0.0010648250909168796
LRIG2,0.014785084732699105,-0.010100707604743351,0.004262899823048412,0.004947049001821208,0.08218719168620707,-0.022096019402938805,0.0923309475840477,0.042190599684314434
ICOSLG,-0.0705526379811044,-0.027534135682300388,0.013180593873095694,-0.03845544791850369,0.08033957468331863,0.018177772743329348,-0.018205296216694682,0.021986410754290666
WIF1,,-0.010095674223366219,-0.031922493730217834,,,,,0.059488008289540865
NPPC,-0.023440382314312416,-0.019693452643027798,-0.023575629859340398,-3.294792690515877e-05,-0.02767349948982829,0.048701693110041744,,-0.04506313380144165
LYZ,-0.0329465421312611,-0.015955933353472444,0.007413439511198957,0.0019806492725992983,-0.0400802341120831,0.02268656811023128,-0.02626191243516556,-0.062152616882466497
EREG,,,,,,,0.04169846284518185,-0.02158802730995156
SPTAN1,0.03558464463334546,-0.02589943032653194,0.006663012229042077,0.017033329984154896,0.04354036855614962,-0.021357175929707956,-0.08482556724933277,-0.019469054891065526
LIPC,0.017585262779537408,-0.024459596246047075,,0.04111193196285602,-0.016143983065641177,-0.06372826264393174,-0.027733811361224492,-0.02924115913356302
COL8A1,-0.06493629807079863,-0.047407272453082024,0.06266714262497684,-0.03934936581576559,-0.01949057078911938,-0.018140349107385625,0.07636125433741896,0.09963610006438496
GSTM2,-0.017298122488041235,-0.031104879558401598,0.029816848777829457,0.029691766862801807,0.07446152849210164,-0.012766908392388508,-0.003124376944091939,0.0015189649234647483
SPX,0.008287936820243546,0.07069812006735425,0.05511472155412028,,0.015980063078007693,-0.0321114245312517,-0.0496452290659808,0.05899513017893332
MFGE8,0.027000529210777214,-0.03012051345874286,0.048216528774023534,0.0038024303800089448,0.023321012042032085,0.02249991871912791,0.056319307563744044,0.015896187723591665
TGFA,-0.018207462613974542,-0.07396733215094889,0.044633966604759615,0.020673219673949094,0.09223837508289046,0.025938224813652343,0.03680793724896814,0.0026802048933357346
SLIT2,-0.019512063193895375,-0.033666808499746396,0.0007265008189253414,-0.059844604684402565,0.012611076238512004,0.04077066324601435,0.04544002830237806,0.011898606541174316
PLTP,0.022087528058667354,0.071122931585716,0.09518239690940562,-0.06196466533361437,0.005382618730809152,-0.04333418042893984,-0.06023146167807399,-0.05682522612878188
APOD,-0.008069970164619886,0.05642581782174357,-0.02001424606793682,0.0454808559463517,-0.05998381216162633,0.015553207097496934,-0.14614085357170797,-0.0966047015421138
B2M,-0.06906440243450666,0.11128794316398402,0.062031144363053334,0.01131323784422958,-0.018425454099163952,-0.017796592829626853,-0.0008015464616736588,-0.051911310352976255
OMG,0.003981853299176802,0.04088848429036764,0.006159488285361214,-0.028389658323255202,-0.034104663060338464,-0.033789263996590706,0.002019528630995392,-0.07835549003565458
CXCL3,-0.02109653865101437,-0.021077171842106838,-0.01814775665642037,,,-0.02409069485598016,-0.012733715568066819,0.0331498874287033
CXCL10,-0.030577620621553676,0.12451531493955813,0.004083124471150233,-0.06329804301532797,0.03959373815956978,0.041105394672202186,-0.0327932792537512,0.025768746807734246
RSPO3,0.03220706400002878,-0.01975956697037621,-0.04406826263723941,,,,-0.015632041737935472,-0.006778246923185264
CORT,-0.008037665616224592,0.030064623406181924,-0.04020915568525192,,,,,
NCAN,0.06609472737508533,-0.038649377182089176,0.013474408132846855,-0.08709067105465595,0.052172455785880686,0.0530062121346897,0.02135377714002653,-0.061489026885392435
PRG4,-0.017319218245185355,-0.016719278063956806,,,,,-0.03541078742714962,-0.006767569169710313
ZG16B,-0.020101070909444588,-0.008938018113903044,,,-0.025692142995329,,0.06490350231572568,-0.015996579190373807
TGM2,-0.01830366498951856,0.07048053572616365,-0.001151737914663494,0.09372504160511325,0.014755462841182784,-0.03269533221570096,-0.014532289030398061,0.04209228590359066
VEGFC,-0.012047401558255514,-0.0002543888275696836,0.010354303611355503,-0.015523312297904693,-0.033302119859733074,-0.040992153437568284,-0.03629008430992418,0.02051368094711467
WNT6,-0.02395470890523673,-0.01989124051456531,,,0.1465881405412468,,0.04582907040115139,-0.016529265623726044
NRG4,-0.021078280887150764,-0.01717137999079701,0.04497889990536147,-0.0396201224181292,,0.061715580700946106,-0.0156320434899144,-0.00449380128031808
PMCH,-0.029206011689559965,0.07050441314819401,,,,,-0.008226974586407075,0.03763270672120024
COL9A1,-0.02201472597298396,-0.023955055907103315,0.02777424211091415,-0.10831433642529657,-0.019842339579644413,0.045586702084954085,0.02074498041709661,-0.03027361774972075
GDF11,-0.07657555711106574,-0.011302954434806578,0.05960810243253064,-0.027302385785989328,-0.037095398220312686,0.04707275014958556,0.03642026775443898,0.02114856430745424
RAET1E,,,,,,,-0.01714824063977107,
IL24,,,,,,,,0.06392006001102134
SORBS1,0.014372075690105674,-0.020758259781055503,0.029904718368043978,-0.040582094118984016,0.10414199389049072,0.046019768529139984,-0.023603669392970237,0.013154394299220877
DLL1,0.06242316745911562,-0.021842785083075376,-0.05330376955746394,-0.021803809664182962,-0.0023529318272537164,-0.016952799675746682,0.0299782820593556,0.028381886221560616
TLN1,-0.007701602994981069,-0.04573203439776906,0.0792227337556554,-0.015197569206204119,0.035168987566154865,0.029948153107993165,-0.024028119268320138,0.0719899471346334
COL2A1,,,,,,,-0.02274990421291572,-0.0223952554991505
SHH,-0.017997511331056492,0.01756962553209502,-0.005115257348498775,,,-0.041779480464070214,0.04683300506888962,-0.045293084468668914
PON2,-0.005340977057346794,-0.06545963392745469,0.052282570274541945,0.04153603661003187,0.040210383417319244,0.013494801306205798,0.014133764582240528,0.004419318876911551
ICAM5,0.04396536575822177,0.011792787415126973,-0.04957865898507869,,,,0.045106571997531646,-0.008561641171683352
HPX,-0.04379039349509782,-0.00204757392149594,-0.016963872175639657,-0.045532076784209355,-0.025477812896028174,-0.01662384015207961,-0.013543878688238297,-0.039669658274554806
SFRP2,-0.02049721501828446,-0.01461869853370791,-0.003984873743856673,,-0.05177833029055535,-0.005574620105413492,-0.006872832858789283,-0.010177685751865985
CFC1,,0.013689671303201457,,,,,,0.14497389489340734
CD70,-0.03483943350116538,0.06098600794821403,,-0.044666600519136346,,,-0.006864466718954595,0.026190685413170704
HP,-0.002453091713947665,0.0034134471510030625,-0.03251122821200521,-0.026344312151413942,0.06024931945796754,-0.012807539103221726,0.011730342477324377,0.015611631393025049
CXCL2,-0.04047760879828335,0.014579432179104347,0.025988759242729455,-0.05650429766725851,,0.05973348440135012,-0.013796775149587534,0.06464264919813595
NPPB,-0.0003571897901703404,-0.009849714900982078,,,,,-0.01585696717638919,
CCK,-0.00793354361845791,0.04356039812783362,-0.1271969629113896,,-0.03197704752889561,-0.00803689913052175,-0.020570767101807486,-0.039527068210499325
SEMA6A,-0.0030477395597480945,-0.02622213653766948,0.03599113427502778,0.07804216325463993,0.04292323476072891,-0.021984784008976764,0.02285195999561711,-0.06342689202460862
IRAK4,0.011084832602636714,0.021949209235943345,0.015795280469660188,-0.05083029955297434,0.005067952872581914,0.057861327293285726,0.035065826685441115,0.021521312958259924
GSTP1,-0.01917739115162054,0.05966787490807339,-0.002858987116360078,0.03911847349870801,0.0014644923452113339,-0.0052008197729461365,-0.00010972394446732205,0.03944507505093553
VCAM1,0.005779283993429212,0.06532079273835004,-0.0073228668257828864,-0.04440046791839261,0.009199831623538974,0.01594672469238469,0.01095016124454719,0.06691229189466412
NXPH3,0.035282362706748546,0.07333837618926228,0.009619852878725403,0.021871282038175763,0.007138245736525494,0.03090814226702285,0.02499622130339117,-0.04211817688036159
MTMR4,-0.016306570766020684,-0.031370612463000144,0.034529507422729463,-0.010211272264103835,-0.03313322317648175,-0.00468945367161489,0.06442059894750686,0.036648150359199494
LAMC2,-0.025645083350168966,-0.012399692184918718,,0.030300386927260118,,0.015433442462903943,0.028464965926290987,-0.023936828925877816
IL10,-0.024645951633862788,0.04461930078190954,,-0.07901839705193803,-0.012756824724758687,-0.03806733611103303,0.022840302996701735,-0.01586163948700454
SEMA4D,-0.0054788254047016685,0.0396417095156428,0.016953612238656494,-0.03772678942186313,-0.010304656806541395,-0.03193415032998348,0.012759702396466037,0.009156868396426338
TRH,0.022454740564134552,0.025441825017382,,,,-0.013626216488017368,-0.01776086662914905,0.021274650363975512
SEMA6D,-0.0157994258156424,-0.07295097354638358,0.00996878126859945,-0.02799369831144553,-0.05978039660295884,0.06617740377878026,0.03928815759593182,-0.05587063124474213
CEL,,,,-0.02991073422916621,0.005978665110323949,0.1199563570062363,-0.007850039575527943,0.015032191686590701
PDCD1LG2,0.006323881435361173,0.026452752483638615,0.006270255541489915,0.017613766398552055,0.06396765717750727,-0.016748956114265287,0.024065269332565718,0.022690952623627726
SPINT1,0.003013377396300549,0.08206922566077018,-0.027722699275791768,-0.05062239143510979,-0.0023581198890913336,-0.02036064287784157,0.025238977903857186,-0.03517495199823065
CTHRC1,-0.005399381860209207,0.012803208740608375,-0.030916042141333307,0.020861612182909207,0.04251654703593677,0.051061227026717115,0.020152877445388385,-0.02702315665436239
PODXL,-0.002596034233961175,-0.05727197917277393,0.04793337060021297,0.04793569822098528,0.09058323979061575,-0.00836279615861314,0.07203476418842195,-0.047751376887107816
JAM3,0.00286421941073558,-0.01718481155314151,0.01001396158462926,-0.03987462872809586,0.01018996000458673,0.06356278407757908,0.003094990939269852,-0.032693957985270146
TGFB2,-0.018136425860378762,-0.011651703961073226,0.004116967286079085,-0.0210518540180654,0.08434148477597216,0.009878476374246112,0.017701291309922988,0.11296007378261899
COL18A1,-0.0032180195006257747,-0.0356146778044547,-0.010324211324718726,-0.03437198397088284,-0.0024478696403098066,0.001985156122570567,8.337583533799397e-06,-0.005922584992285026
NODAL,0.05070786708119901,,,-0.0823759161354713,0.05848312916613568,-0.04122334163754132,0.06157382462453325,-0.049864282393790385
INHBB,-0.07424563752939393,0.004007223075086834,-0.013534700706278694,-0.05452655859097684,0.008328300839107357,-0.03693012546944558,0.043475993548655,0.015783352777029566
LCN1,,,,,,,0.07455022607889031,-0.016789643250080012
ARF4,-0.02822288620608556,-0.006301648805597776,0.025171371585144337,-0.04373668426628194,0.06351411844845328,-0.007513769336620276,0.04678735357134651,0.04334717663265558
CXCL14,0.003621469208319691,-0.03911976528268559,0.02868431854180124,-0.0062435922437854485,0.002972780978875945,0.02084477066699394,0.10551648284481198,0.05118648252663707
LIF,0.010697624923352222,-0.04963599273864451,-0.02011105774161842,-0.09015838286540011,-0.05352489309177829,0.006505598662541377,0.02933876424950041,0.04763154447163805
IL17B,,,,-0.018897294334672694,,,0.0236111210582626,0.032834755489652194
MMP1,,,,,,,0.09945897123372216,0.050910773107184316
MATN1,,-0.00997341959646534,,-0.0598447226454364,,-0.03992028657427543,0.09724775512453937,0.011734194202763481
ADAM28,0.08295927206645869,0.000725678711261399,0.005489919530041312,0.002579112447463377,-0.039947380843911355,-0.0017894743134690833,-0.007406739197179383,0.05455444243908563
TCN2,-0.0008715833956221167,0.02839167677025304,0.05016014459590179,-0.0075742973803917596,0.04190118759898999,0.008778126920428545,0.01823609031658888,0.01925117547189624
THPO,0.0244413112039226,0.006140074227399383,-0.020927465380183433,0.053801527482093985,0.0004681058235459135,,-0.023383834435827346,-0.025924721413509346
CUBN,-0.05198025072511967,0.02479514966654675,-0.02275873663800555,0.01377559611144522,0.085214043874089,-0.03127199261446386,0.051256856331041836,0.08808580707587921
TIMP3,0.029166300071987238,-0.05138971195056171,-0.015425666809896621,0.01682611223368362,-0.027570881376901668,-0.011638674969999579,-0.06023182740502898,-0.04525924089995956
PIGF,-0.023665537468613496,0.05242668329007844,0.0190682162835851,-0.03791776495790825,0.00123738467259187,-0.02951469380793278,0.030666221649601748,0.013793037632020723
CRH,-0.020300053711771675,-0.015700490505966967,-0.022658413481286447,,,-0.06728514250580296,0.0046136230512082484,-0.037888413057792864
BDNF,0.034273399319734214,-0.025594027441549098,-0.025502624021761244,,,-0.015190853329745721,0.10201065277183112,0.009897552254957562
CCL5,-0.005914553657678326,0.09122884540561374,-0.0027116248386469997,-0.0442634859047247,-0.04772729087268025,0.03503086029270033,-0.018221076466785613,0.006752326449040853
GAD1,0.0037803777782385323,0.03838036208466622,-0.0818741230901151,-0.0276369970564413,-0.0565740436547178,0.0063038203683348035,0.019747294738924465,-0.0009779563382655444
COL14A1,-0.031812639541034686,0.01581720957994069,-0.02741205097366222,-0.02449776638692818,0.046352756773918785,0.02952422367218379,0.013824572805923505,0.08124503354552313
HLA-A,-0.051397573282532694,0.07792306391476288,0.030492389766936745,-0.03736386263440196,-0.01236478011431497,0.015503437634149608,0.03396492315813268,-0.06858390644906524
CD5L,,,,,-0.030250037339599623,,,
FGF18,0.10693666962880435,0.06593516593214538,,,,,-0.017760868054089444,-0.023748951153053494
ADM,0.020713154272014412,-0.05679625036292131,0.011320959814107443,-0.05494218904430956,0.007842663154131431,-0.006746747644059569,0.029133502099429408,0.07214663717040776
CCL15,,,0.010480529855692177,,,,0.03790670843927453,
GNAI2,0.014454684622950366,0.008177923910382795,0.019527016260151603,-0.061397858134357955,0.07043822631656367,-0.049086023079598806,-0.015275352845802712,0.0183328090268509
HDC,,,-0.013987917228946833,-0.04053965275868914,,,0.07178237034894054,-0.017299390593876713
COL11A1,-0.008211326449276066,0.050032595162857914,0.03206302091444936,,-0.03248599494661309,0.015997901206694254,0.018676308923981075,0.032787319081667925
NUCB2,0.033159639166094684,0.03003028583925694,0.05819558635067263,-0.06920988356125225,0.015518380762032215,-0.04391939922777707,-0.01037627245913265,0.046229871244559025
FGF16,,,,,,,,-0.017046300523544455
CXCL1,-0.04116472609515958,-0.022567228347440592,-0.019044118434280083,-0.05795663108226771,,-0.02532557131447009,-0.03875060251674105,0.023429227683235035
VCAN,0.0295170227237021,-0.006610843045656574,0.10008387475633543,-0.04744563153100445,-0.03374543189533012,-0.020976497082030997,-0.02706373814560944,0.01133388083009776
MMP7,-0.01407387613075424,0.04575488017922483,0.0037722361233577385,,,,0.09121464420492369,-0.017155645775722428
PTPN6,0.021405512419362886,0.026571658715276565,0.024982351556636143,-0.09927067155864089,0.0021315022142409717,0.04173452295028285,-0.01070291484635977,-0.0014189934306651577
PTGS2,-0.0055596561651643115,0.01814766238008957,0.025759669617250062,-0.017607210448942912,-0.046736283148486366,0.054647093356309843,0.011258551879482307,0.011106048207158489
XCL1,-0.017548103264033842,0.06839209409406859,,,,,,-0.014359400253486665
CD58,0.00464010650480381,-0.03780834842764535,0.014336524832169443,0.07610556638576198,0.09133737172824524,-0.00732385951696959,0.04439389043778726,-0.04958510666276528
TNFSF14,-0.03741964563052471,0.017108274003287183,-0.01860109248881001,,-0.016935079893810077,0.06151865499130491,0.09682208643808606,0.0791917935318379
CNTN4,-0.013172871392166463,0.07758662640321799,-0.05375996320297842,,-0.030747025732362647,-0.05009687180560898,0.03673638693335656,-0.002660569099463272
NTF4,-0.0221975821565092,,,,,,,
INSL3,0.002418217458486102,-0.011357757169237372,,,,,0.05721289767166615,
BTLA,-0.002132150874147064,,0.03608398753005692,,-0.03394785517928101,,0.020556599588663217,
MFNG,0.030403752415652918,-0.001698692174696963,0.005881179157937954,0.024019532960114474,0.04840436527679763,-0.015900879048823476,-0.03773598150490677,-0.02454524909769745
ICAM1,-0.022584503076134913,0.017906029258651233,0.047007448280887924,-0.05004378826804194,0.0189297109166246,0.008203596594694084,0.05872069004738996,-0.030117041262827625
PROS1,-0.030839323056271448,-0.026556961196867908,0.05785638077962871,-0.005775481521513591,0.024703806883769643,0.007370185632222569,0.05797069179248947,0.023532247958459086
CLCF1,-0.03826830638735684,0.010197408152575839,0.028568687505325926,-0.10151921747040751,0.09139206809991064,0.0019043746127593861,0.08350730988569487,0.07308946727007132
PSAP,0.004184504189520748,0.05710621352464553,-0.04476231818543464,-7.449887595374225e-06,-0.03291425919155345,0.04869902344128195,0.004529550813680018,-0.09415759612292761
EFEMP1,-0.09784730678265206,0.04169433000696344,0.0804814665914031,-0.014909638339002433,-0.008377312856102883,0.07729336858722897,0.10184225208414574,0.09047329813415726
C1QTNF1,-0.03603339310086161,-0.07186486468025832,0.0812616449395987,0.08217854478811519,-0.0068207198397253746,0.0504329526075234,0.057253237138310015,0.023168590043495252
ALB,0.013576414147493646,-0.012399691867518832,0.03279595828581096,0.017939366177323855,-0.018301562634845617,0.036610100852736166,0.0472714688831677,0.11528289100537628
EFNA3,0.03548572968488194,0.02416670952621197,-0.02420871495374875,0.039984998955917374,0.043316795784464256,-0.0005954450178813459,0.04459074136242876,0.03730979458268672
DRAXIN,0.02385710531950342,-0.02947282904672173,-0.016963873905065745,0.01619111608329611,0.1458554960052013,0.06669327752132242,0.09070546848775114,-0.006036614743250803
RAET1L,,,-0.020318056743608717,,,,,
NPTX2,0.052734733054352466,0.03137770324006347,-0.012218424028392325,,0.05316311675844442,-0.018847420376097743,0.012342954435716801,0.0005256769391242363
FGF11,-0.001336171691658749,-0.03278594489102706,-0.01480570454886742,-0.014246498315372984,0.04555199474756718,0.021237589447044444,0.04703124732230028,0.0862620899036309
CD59,0.011465770446290685,0.08726849034872605,-0.01692576460337933,0.0029355633957172667,0.019395763835009457,0.07480789235358763,0.01370843936207742,-0.07775592718916002
COL9A2,0.03322857852645782,0.061237274405340276,-0.0023265287932508374,0.03909396205423292,0.0458760928142523,-0.0005691967107389572,-0.01372327847996799,-0.02841406815442176
DLL3,0.04459902278440349,0.00776408480176447,-0.0018646740366140705,-0.032465770147819234,0.05425376978132415,0.0034911198631206466,0.045901349587000664,0.005577259101248042
FGF5,,,,,,,0.08442363074576693,0.11042954481398366
LIN7C,0.04560105330128492,0.004586381199265711,-0.026238853287825614,-0.021395776587311476,0.05517132237540649,0.014452644732790459,0.04487775002671898,-0.008868514353602842
GDF7,0.03322074031669295,0.019212177800671734,-0.0026509968463622443,,0.03382845417855049,-0.057500517390730754,0.023851006020831664,0.05413977378208021
PSPN,-0.03878434984063744,0.0407636869005587,-0.0003207692007982423,0.008139489112295189,0.05848264642969293,0.03471005639068236,0.06224191220270415,-0.016224073837216323
ANGPT1,-0.002490174190277228,-0.02403591418055304,0.03107847388856805,-0.058723490110095464,0.06735435671262449,-0.011940554745432241,0.04589947930065338,-0.001421383962065699
PNOC,-0.010472308629803868,0.03421457536612333,-0.01607389624163019,,,,-0.021768457548241187,0.006760310319988105
L1CAM,0.03976192907861752,-0.013669557445912566,-0.037155012715524245,-0.004393973140629313,-0.04386433779142923,0.017749875453960007,-0.02649325220317152,-0.02938820936717683
APOA1,-0.012990036700391139,-0.014789775605470382,-0.030104081127715877,0.03481053257890051,-0.020176755595615454,-0.008610366467715005,0.023414297162876248,-0.04261360171973975
PSEN1,0.006905766946086254,-0.009119808777257963,0.009553741267492059,0.07239400303858419,0.00939983604041094,-0.043555076046716844,0.005463056138129552,-0.04031153558839752
CALM2,0.02310912989261359,0.019281492434455563,-0.06973168340491202,0.026442187021230548,-0.041981608370700196,-0.003984541302988678,0.043117295566337296,-0.004961764858837366
CLEC2B,-0.056882631290381985,0.0387817738665518,-0.06169068231461709,-0.08295972562699135,-0.07028536067742723,0.005903392361154177,-0.001350877923022241,-0.02500082187566655
NTNG1,-0.014034220774915831,0.0016867564707909622,0.038123388959124725,-0.011936009077242722,-0.029534444775115458,0.07273877056468657,0.03356031478162423,0.08561826715537428
LRIG1,0.03307810508090115,-0.0955902519639788,0.04729188969563775,-0.12177941700300367,0.048716678968792004,-0.005004119964137635,0.07505922390549044,0.03625151326975613
CPAMD8,-0.01907682734423189,-0.012598375045950724,-0.026016293677832158,-0.068299009685731,-0.009659477429102087,0.0646682696922681,-0.02209991255443061,-0.0187510790881282
