,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,-0.013609675571241807,,,,,,,,,,,-0.01821903584205688,,0.011376969621142324,
BMP1,0.04727741314177184,0.044209453218243086,0.004734152705664612,-0.01567535146770263,0.0307399063050316,0.020988550127211313,0.0008213254757616793,0.019286386352220807,0.058628369732959616,0.0380917091340747,0.09405072958584088,-0.023866000426108126,-0.049419294842690205,0.01037110165662868,-0.04514596981252328,-0.05801245930283992,0.004878591749279664,0.03146288678010214,0.092849466252138,0.07710025076891391
NDP,0.013978026048169667,-0.06142378475852643,0.004791806143738957,-0.03711334547491839,-0.013586014375738083,0.05515853879966396,0.0206961380512483,0.0654399619402189,-0.004359574188299134,0.06623113975228045,0.10436058432059249,-0.007945641919043636,-0.04866751562446939,-0.053087088112288426,0.08760281456775362,-0.015051979898290041,0.08739524782879035,0.0004262604034570946,-0.05675672126439703,-0.012797708883982553
TNFSF18,0.13143608393990758,-0.009708792331229784,,,0.16720380301879945,0.09385793000382889,-0.011674764661574738,,,,0.05883280305203589,,-0.04290093960936016,,,,-0.018788970079045564,,0.03411467551243475,0.06891091399708038
IL36G,,,,,,,,,,-0.016310187375912798,,,,,,,,,,
RTN4,0.005826631096009881,-0.010193718674193563,-0.0398601694284673,-0.06183008173176531,-0.06907696409897326,-0.014903866460921626,-0.0010196440183153892,-0.060985541304438264,-0.04537083626822157,-0.0655961432051973,-0.04645250787654318,0.0674503884615858,0.14175091505205387,-0.015456459896373892,-0.019381556147870342,0.019910150330077262,-0.0064794628804437275,0.07725465041302555,0.03597113932734403,-0.06700974789453264
HEBP1,-0.01643701000870358,0.0136585230974666,0.03376122986708102,-0.005244935422241681,0.010091683730022118,-0.0034091484978267484,-0.024009886283433843,0.06320881935643323,0.007213644204496432,0.025760760460939135,0.03227877134138469,0.12136973966815313,0.0807197190143745,-0.028598287663511093,0.048961145739904254,-0.004198845378624207,0.03835920936533277,-0.0752372166144077,0.04757129925628461,-0.001809896995094264
WNT7B,0.006741587451843591,-0.01450961456791544,-0.03408365610550687,-0.032266728302180435,0.041458531705922105,0.041742534684222975,-0.01582010463861793,-0.026704981721254618,0.03166502831993457,0.057846291173570125,0.050193945796838293,-0.053953463954057014,,0.007510570382351221,-0.043316265060348066,0.02152498619988007,-0.014313325286358088,0.0319337092384209,0.12359030049207347,-0.006222150396060784
PTMA,-0.003817676012437513,-0.00327487029770124,-0.006581311811137149,-0.010936858804381356,0.07801124169974046,-0.019767089552780167,-0.0024154606412732068,0.026036370164658245,0.14028926521081106,-0.01660972633846525,-0.05790769330885447,-0.05044136200690283,0.06577002049289377,-0.005888455245215118,0.018808020821457248,0.011766053329415655,-0.06449111260229003,-0.011897064412186365,0.05532765756354194,-0.01929092038225794
FASLG,,,,,,,,,,,,,,,,,,,-0.007372531002412688,
CEACAM1,,-0.023762359824719276,-0.013174188019478613,-0.016785831018220544,,-0.012501530395674336,-0.01836162348633581,,,,,0.11310160805516732,-0.04158870288538105,0.12834368934157353,0.12052457301125508,-0.02193086752123653,-0.008693194007308405,-0.017163924727700394,0.002411179841626984,
PDAP1,-0.07484130693259165,-0.00847223975480255,0.01604612667356556,-0.028097436428271217,0.04361277068467094,0.005508966641729028,0.026112056024719377,-0.009903542213961893,0.08942278782342558,0.06836260284100794,-0.0062182155757187045,-0.097275480754586,-0.08750041539947051,0.004196890636038545,-0.0030375178020113545,-0.027889105530385934,-0.03640958965277017,-0.024145881980917362,0.010586543922483609,-0.02746648448847272
QDPR,0.04004467553309228,0.015530630589161407,0.02739841820221492,-0.04734212236989801,-0.0703928225323776,-0.022270238499280965,-0.004186006240422558,0.03732860061248283,0.09326004017930097,-0.05717184380636939,0.03944620360387518,0.027519806780902285,0.00711527599280677,-0.03679448379865217,0.048050476140078784,0.03264355464628506,0.021533192792514352,-0.01019724580833988,0.04979415325555803,-0.04513341497055256
POMC,0.043518818984828546,0.001036741614701417,-0.044249233636180975,-0.03377706138995325,0.08332483553078314,-0.0342826302879557,-0.013546473694648937,-0.03000382555279009,-0.013202655662178372,0.01395235403138682,0.048942166147002884,0.014766084344361816,-0.013374540885068186,-0.04186338700911039,0.034403697190676444,-0.0184220860722765,0.045834738795488564,0.10606073576734092,0.007091721986538025,0.01828364883941505
CCL18,-0.03917912353262463,-0.029653179897798396,,,,,,,0.08279135708568844,,,-0.054123273652206864,,-0.021652673156755013,-0.02355243525015447,-0.05355372623298581,,-0.04687665340793289,,
CCL17,,,-0.02754111433488931,,,,-0.01456070453984554,0.0035285628125721895,,-0.014899819213958946,,,,,-0.017219979294880488,-0.0056868877641293725,0.057787880844492365,,0.016233990408587994,
