,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
IGFL3,,,-0.030232669750152985,
BMP1,0.023218703372032794,-0.0644600936942714,0.08895875070383999,0.07562627412633693
NDP,0.02127353822462458,0.031136609950809895,-0.04252820923343996,-0.018911377635973534
TNFSF18,,,5.809602245793808e-05,0.06908593289657845
RTN4,0.00996986056816365,-0.005783059810617339,0.02328045323910516,-0.08908633089530255
HEBP1,0.045532993552279674,-0.00015456357109563278,-0.01086677030155357,0.05617253967416865
WNT7B,-0.039322364432312545,-0.03444589455487081,0.0032414829390239102,-0.0008887739598422587
PTMA,-0.021329047416756723,0.11291836824084188,0.08653961663996307,0.1433375363572581
FASLG,,,0.005424166533274513,
CEACAM1,0.01895475529363854,-0.016687432240258905,-0.03648237002683228,
PDAP1,0.015015776208898449,0.07984283476413347,0.0014465921344867254,-0.030272613368509598
QDPR,-0.011473640750962242,-0.050481384503542844,-0.002276459654714876,-0.0781777085548076
POMC,0.011785347350220873,-0.015748979631028167,-0.02396633204333203,0.0309649903478999
CCL18,0.025295489483244914,0.019631090838612558,,
CCL17,-0.01563224115483621,-0.024089356066362897,-0.02376619573281215,
VEGFD,,-0.016687432240258905,,
TNFSF13,-0.001719845959837433,-0.009999555791008431,0.01593313356844218,-0.04411376889931151
WNT5A,0.06377546664430134,0.014261304406624138,0.0188276169308581,0.10660115893493156
CXCL8,0.018780924029176436,0.03903569418988354,0.016915683931636352,0.13876880133040126
GRN,-0.01715247067796544,-0.00799263327847538,0.07561089549297718,-0.022595072058813497
MIA,0.08540415586600275,0.004402445457996244,-0.013709006705799524,0.05823919726414037
COL4A4,0.029427809464780002,-0.01052874053634802,0.05156825363467354,0.12415713034460268
TAC1,,,0.049938170045743906,-0.12179945119293449
RARRES2,0.013812182002373585,0.06463087828912874,0.03610395092464257,0.05381237292000524
FGF7,0.048372884641186206,-0.026453705713202415,0.019655713383951327,-0.03351006187634475
EFNA2,,-0.015860287570050383,,
HBEGF,0.02102130706397,-0.016279638033804097,0.04204577716104019,0.1074745669190347
CSF3,-0.016373050132043432,0.07663829217453592,0.007952429736516515,0.05469219425953712
PI3,0.03636205615862568,0.06324873838640861,-0.0038935304262344493,0.06618974154356283
PCSK1N,0.0482278742443966,-0.031159386812786006,-0.029185281187822404,-0.1714512877377125
NTS,0.13846130213470154,-0.019322750701634205,-0.03705437394114124,
SFRP1,0.0833658251763939,-0.06091577157125682,0.12155176710238776,-0.014530682142360819
CXCL13,-0.03511321869226883,-0.04074960006047057,,0.05354040481757072
MICA,0.024704216717801552,-0.05261067313491217,-0.052683402502822524,0.08463557914479111
TG,-0.02077134021049772,-0.006448620677273538,0.054699186884243085,0.005504551688045133
ADA,-0.019846865301065126,0.019004677547736503,0.04810637119782977,0.03280921619539153
LAMC3,-0.027944187875496847,0.03963736806287348,0.06438664449481793,0.02095360262565702
CCL7,-0.023429126249792206,,0.041952402259712036,0.130529796500474
NGF,-0.027058765175137438,-0.015647098621991352,0.04726105672464015,0.10430110371583583
TNFSF15,0.033032979887980846,,0.04070949674448023,0.06120431924497247
HMGB1,-0.03684637068690625,0.0618734963841352,-0.08567474088317428,-0.011881752159646873
ITGB3BP,0.001074438036018984,0.025379375758668447,0.05834258446200404,0.0047151689478987235
AANAT,-0.02055395459877118,-0.0026220352830442755,-0.027742673240426324,-0.038362313738529975
RELN,,,,-0.015490960759782794
IL15,-0.012205008540883066,0.039270068674000146,-0.014117045881086929,0.029209597970479863
UTS2,-0.01750319663522078,,,
BSG,0.0691595274935104,-0.011721728449579537,0.0533246224298658,0.0727808626067846
ADAMTS3,0.0016124714848437752,0.045123168600655066,-0.029750976906396408,-0.005010971297577347
CD34,0.011528680318924574,0.002505556577314328,0.005605761106681786,0.032111929802418775
PLAT,0.07150369608162757,-0.03970588491558181,0.011207826122005712,0.026196865244123225
NTF3,-0.020821978564300198,-0.019828824970209567,,
LTA,,,0.08568867185173572,
CKLF,-0.007575646266007854,0.014498547067466035,-0.0512098743390673,0.10483288961985746
CD24,-0.012757265293256069,-0.06534323749632667,0.03857696840635239,-0.006176632813812561
HSP90AA1,0.0474312027199315,0.02609153502673853,-0.010280247891117528,-0.09436165751911038
BMP4,-0.007331876742225849,-0.03460781005318928,-0.025949720505356617,0.000570264706936275
SCGB3A1,-0.03566012061579424,-0.003254185141728389,0.06445670151118224,0.006896506383726221
IGFBP4,0.01300597801004382,-0.017297817443890213,0.0788783715941462,-0.020112331158165127
RSPO4,,,-0.040441179890384135,-0.01625971660973161
LEFTY2,-0.019888675047043725,-0.018236481132819227,-0.038845601349648984,0.007103619662430697
PF4,,-0.014537051616813247,-0.02606189549411703,0.05282242496103844
ANGPTL2,-0.05086737033698716,-0.036642335530759275,0.08959860458239066,0.05320161296440978
LRIG2,0.02739304212451494,0.03212588882082834,0.01694366747201465,0.017864148949181025
ICOSLG,0.00932977601693871,0.002825720177776548,0.024226470994099414,0.058338491136312544
WIF1,,,,-0.05402458739811723
NPPC,0.055047149255665354,0.017642662405061224,,-0.03029423070818856
LYZ,-0.037930209221455846,0.0035316673881279413,0.10330791102163656,0.010619008964299716
EREG,-0.019908580132697945,-0.007959429370170825,-0.04094021147175114,-0.02099261938479729
SPTAN1,0.10097575151862076,-0.02341666234795278,-0.0036970826779028805,-0.14524725795931298
LIPC,,,-0.020943944291173234,-0.01636135125384085
COL8A1,0.03963403948784485,0.060690663440227506,0.025883932666785812,0.09276963526113563
GSTM2,0.01580006802498252,-0.04493802448680738,-0.015108344400426639,0.055087525438471466
SPX,-0.005108842226921943,-0.018049607687671772,-0.07818471640941875,-0.07183428605848716
MFGE8,0.022554124422086912,-0.025452217126836294,0.01766999896454188,0.018036169985987838
TGFA,0.007136291315224169,-0.03639704893011788,0.06293965893765935,0.04132380787127634
SLIT2,-0.022553656862736072,-0.026661934021816977,-0.026127922847648588,0.11322538089717676
PLTP,-0.05334626265577333,-0.021662245736888457,0.025845975593973707,-0.059884067533450464
APOD,-0.022021267755583458,-0.044142962683256425,0.01947027851362419,-0.08792902975935102
B2M,-0.060755933341220335,0.07617229805952602,0.05487687611333796,0.005850609588858002
OMG,-0.05422223943664947,-0.024307113026133524,-0.04197845995753672,-0.12922128611472183
CXCL3,0.007687927700990399,0.08992024984576959,0.06127464425108921,0.12025489707815919
CXCL10,0.011929194911994661,0.12849115785417445,-0.018705558004232244,-0.06270242199134253
RSPO3,0.05685099203990619,-0.030944128853782494,-0.011016968808285775,-0.07794714891195657
CORT,-0.02671540414442887,-0.015212285655298497,,
