,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.05158503302936052,,,,,,,,,-0.03270244207963452,,
BMP1,-0.045804492525549,0.053526235266904316,0.09913907299898207,-0.06610279395508424,-0.05433928467291982,-0.09447397610929277,-0.1041077612835606,-0.3391311029815142,-0.09627598160572884,-0.026894911545926346,-0.12476996032725293,-0.2062993734893474,0.013529535088865403,0.008644576233582722,-0.05706700063267849,-0.033231194798049285,-0.04220377806149015,0.04578962316524745,-0.058865415887026415
NDP,-0.010087717666714827,0.08512890282340244,0.05566081423542915,-0.025133673796488974,-0.05191100767019848,0.09602997545414575,0.06223100968565078,-0.05286037060697215,0.0009698243292298951,0.007999579711779614,-0.11825205017580802,0.008064433516933688,0.0498046502424288,0.08508156424939793,-0.038227768761426396,0.0404211616246609,0.17119696693227074,0.011599812124309813,-0.024171199578943425
TNFSF18,-0.039015669650712945,-0.03143883310325521,-0.06860629568685428,,,,-0.03757955041936332,-0.07660222542347181,-0.039856152310703774,,,,,,,0.10455144907841121,0.01584384698919174,-0.0016751547838210013,
IL36G,,,,,,,,,,,,-0.025810090484825833,,,,,,,
RTN4,0.29275435358666174,0.12317902251628472,0.017834203915946433,0.0408656560056779,0.07863623927430784,0.15398582422623588,0.2084182396637865,0.4357332747449965,0.1666347840521568,0.03685024037949586,0.2723964137648512,0.28354040711767814,0.046155119021899546,0.0016895652117189814,0.010666490963652088,-0.01375109730935979,-0.0570119293973131,0.08034434077904147,0.008619312727927798
HEBP1,-0.09581718647369139,0.017367025773933956,0.0067524225673990974,-0.06380351410453518,0.0068594048254227895,-0.00970858649476003,-0.07291711069448319,-0.17502064713003995,0.02305928759175198,0.005338559888941163,-0.18037723495812513,-0.052305460494017,0.03773469143269746,0.06758659608402585,0.06476246736395433,0.0483568521726267,0.16550439974853737,0.00599436615612666,0.011185675901455304
WNT7B,0.4180209238281759,0.034212267223970555,0.062469643813836066,0.03158696687297236,0.03978046490352184,0.05987934090204464,0.018931244607619135,0.3591196747434978,-0.021330852321181246,0.01634255860990169,,0.08609847819106482,-0.01505888856649505,0.1055416081821567,-0.019434081625215222,-0.04582703001905707,0.024631367452442956,0.06400285271978068,-0.05021933920691701
PTMA,0.025062752663314584,-0.005281408291822769,0.022076077954402088,0.07621758640876838,-0.06567156427084848,-0.08406439141228236,-0.2647408709214476,0.07465258004182015,0.14307060091037627,-0.06278156223421734,-0.38501966598174764,-0.287935746428584,0.003227607278874329,-0.08357662023667443,-0.048606107002082774,0.019149376594448615,-0.1235922724267626,-0.05316244672541732,-0.11447136246549433
FASLG,,,,,,,,,,,,,,,,,-0.028362816859067698,,
