,UKF269,UKF296,UKF334,ZH1019T1,ZH8812bulk,ZH916T1,ZH916inf
DSCAM,0.04840281920669446,-0.010731896301164567,0.007538475712111911,0.008349665472722454,0.034111972717905815,-0.011924420279028741,0.046776920397178165
ANG,0.044234279039856106,-0.04564739125907456,0.007653506964300817,0.09318385935244257,-0.0496596213442481,0.04176324723071119,
FBLN2,-0.027195986146974584,-0.0049832182377255825,0.01654198707999451,,0.04872097688058021,0.03722639822480948,0.015962443110562545
VTN,0.043125342942966355,0.015569335521739171,-0.011092879217825456,-0.0629102974210949,,0.009021238924250406,
VEGFA,-0.02430459111356373,-0.015525461674619498,-0.04092243652289949,0.07581477019868259,-0.013450935365340802,-0.05538019829457804,0.07327793568999472
F10,0.013252889166668308,0.0033162446473863744,,-0.012910310547214901,-0.021651252712878048,0.09769863778754834,
SERPINA1,0.04448981717767165,-0.023219288375144306,0.015369216475656856,-0.02456147478083637,-0.00238080138840151,0.05478473643671504,-0.004745162701262843
VWF,0.01850149498211743,-0.01572093027872638,0.06492364996568475,0.03579995468082781,-0.06138672848708435,0.034718740312408874,0.00887615902171698
GDNF,,,-0.013349797952171909,0.015343165335462653,,,0.05234452517654243
VASP,0.04677100520206321,-0.013452814272519757,0.004544738766599272,0.01755061999658516,-0.059031081617845746,-0.0009910537337957028,-0.05032580097903193
ADAM15,-0.036976647664001,0.026779465393588327,0.02178144799984323,-0.011746971534621155,0.01088383746729814,0.032741907323559756,-0.04669100059096229
WNT2,-0.010652755205020691,-0.014970501588122314,-0.012493431611210012,,,0.044081802760780706,
CALCB,-0.014957009241610962,,,,,,
OLFM2,-0.007305279835686028,-0.020240663452202743,0.0024463166702604986,0.11887461116391297,0.08372441495091851,0.022268029669013624,-0.024777728224971683
MFAP2,0.024849276760862477,-0.022330313984588478,0.026194460082685035,0.060785788393930666,-0.032502974292097093,0.04353085700056276,
HLA-C,0.036456099913544274,0.006846575019927922,-0.0322264085595724,0.027397295748487423,-0.06567790656662013,0.052887882909323246,0.006608785288967142
THBS1,0.016205592231963602,-0.024563961025916858,-0.006931610324828963,0.015545449352305804,-0.021053973195841482,-0.020703238861548755,-0.058667906051090624
HSPA4,0.07210086163285676,-0.020248024221479432,0.014833042279117655,-0.05705401711696706,-0.044926533783494454,0.01711178142886295,0.07101775347598507
LMAN1,0.02273302545080834,-0.019817037182565722,-0.028115735573888058,0.08661783205981097,0.002930607416081553,-0.050370304647731595,0.023495441185823564
LYPD3,0.04504177620835301,-0.01748345917739641,,0.018056450937681864,,0.12742996642854304,
APOE,0.031047533277361792,0.010576373721341698,0.02057655307398136,0.13197459195415057,0.0018764106041457966,0.06625260915644421,0.08976618174526564
SOSTDC1,0.09685445549127523,0.05096925497710065,-0.0034536326733501967,,,-0.025430151269144923,0.014662332761384914
ANXA1,-0.018827284524636844,0.034632940886146504,-0.024937359685024026,-0.05572902076389015,0.06840033103570692,-0.07083454292523048,-0.03701246697658017
WNT2B,0.02458891319487188,-0.02484030766163006,-0.006003751117836724,-0.01626978593669966,0.04044010314693067,0.023693740269321723,0.009366140073697606
AMH,0.020620433076323653,0.024510555133481965,-0.038828288212094816,-0.021307105154611344,0.004428878864285753,0.09505714641204356,
GDF10,-0.024100905030919665,0.05037040731792762,-0.02568325394095381,0.07112059591914618,-0.004854408157330089,0.023266816656662127,0.049783047952315536
EFNB3,0.009218022091328062,-0.005978623408851076,0.0803746343680062,0.007231065373268641,-0.03479468065822981,0.07111797379426414,-0.06989649345300773
LTB,0.02582104244429589,-0.029782531430350166,0.0023087350376237385,0.019304745077378817,-0.04856954406264677,0.03157946118162821,-0.02471032051975765
ANGPT2,0.05208326450302389,0.012642435280642197,0.022684113302108826,0.008248660795733968,-0.022504698004538755,0.07023030218153853,0.09368474009884714
NRTN,,,,,-0.02544438499202334,,-0.018680383757109204
ADAM17,0.014294662112753043,0.030127973872101626,-0.012445597424446711,-0.019310698341586878,0.019068124930309946,0.033265640366577746,0.006744021832972491
LRPAP1,-0.008616220208787677,0.015213470540595256,0.021502922448140466,0.09816992413565709,-0.03106987299351449,0.04512543285883074,0.08959119390422372
NID1,0.04925936961774535,-0.001805119851640892,0.04419213142386157,-0.04644909711290838,-0.019965579898865368,0.017823669257314725,-0.04619364622700619
MST1,0.05598969764934743,-0.02999492150808772,-0.015715276039013827,-0.024559988764624084,-0.038845085522687735,0.0516044780910896,-0.04818711293584618
IL13,-0.015150399246408989,,0.006026228131796201,,,,
DCN,0.05457949418448244,0.0005989243434912545,-0.004196321609923856,-0.09054423497925597,-0.017466840711431106,0.03229752302500273,0.013732844659614484
IGFL2,,,,,,0.0448286113751114,0.0634720632901425
COL7A1,0.031242931825654022,0.01877408501307103,-0.04755157443090785,0.0359041133546821,0.01116548678279057,0.017020002221383754,0.017339682015694947
CALR,-0.008625699837461523,-0.0587756828823632,-0.05372366568772687,-0.02298129025242293,-0.020028062750041244,-0.011401416194502894,0.05277253288272402
PIGA,0.001748900953068599,0.020688675673645854,0.011400692784070438,-0.09392395262023435,0.0037722523304178058,0.022142086751541716,-0.032330867645290376
CD200,0.03630200397492997,-0.007788388217539707,0.060672035252061975,0.04447197540442431,-0.025247039097565354,0.10560561867342817,0.03420439086685213
GRP,,-0.018357305799010362,-0.013487551079866886,,-0.008485568273140301,0.027477671493359185,
CDH1,0.01760911418605509,,-0.021949102856551148,0.03958917998751576,-0.038809167451288255,0.037240123432650374,-0.03580965700613971
LPL,0.022327023884001842,0.008388415569370712,-0.03182140127859773,-0.014793249494100097,0.004984857463368864,0.019882281352595378,0.10024205670836923
SEMA5A,0.04240254614877029,-0.05074447669864642,0.04010648299911625,-0.020951382361649337,0.003913934860316229,0.011806854654346976,-0.111217438487464
SEMA7A,-0.0039476754550657215,-0.035986285703647314,-0.0067100841915346925,0.015147168367537215,0.006240964182987403,-0.0010174416183738252,0.07849043264487163
SEMA4G,-0.01661074281508693,-0.03239422158539847,0.0076228270580111016,0.012155668177846192,0.014697914716793863,-0.038710251090549645,-0.051926712186786836
SEMA3B,-0.0395638382574971,-0.020605820050399758,-0.009550241460603914,-0.02539073041255293,0.05878730626613872,0.03477329563627551,0.06917879412142322
RPH3A,-0.005449050329043472,0.005559340767139285,-0.014202686259936896,,0.006458251941529274,-0.02424186438185502,0.006881581313073538
JAG2,-0.018193130262061475,0.04499171664137573,-0.0034782340120043938,-0.004619835884840838,-0.04826161019624194,0.05507346232960648,-0.04520785216488153
CGN,0.03398457468696961,-0.01390309605743735,-0.03342363456429661,0.03767273821696958,0.030381690680549297,0.08200800510897095,0.11851037648042186
GDF15,0.04039064871860238,,-0.0023172685326237836,0.0017789437090650897,0.0959627599327801,0.015354548146279054,
SEMA4F,0.010203144172048097,0.052620440004912034,0.009349365717992712,0.038881681441859994,0.027942353601093192,0.04741082163262048,-0.03634342150751046
NXPH1,-0.01769425771322811,0.039095905553413066,0.00821197794631418,0.049142867523826496,0.003417754711592969,0.03167187690134659,0.04014811800366921
ARF1,-0.01366981231733136,0.01780349605679094,0.010158132816652357,0.017650106393911083,0.02549628577759189,0.040178676116820446,0.04316827124210987
DSC3,,,,,,-0.015249148535690158,
EBI3,0.032389549147816735,-0.013429816105910663,0.032184520454269616,0.04228529434272394,-0.028393937128420293,-0.004144617824887578,0.04513838615314154
TIMP1,0.03227525598531846,0.0022604085792421237,-0.044278517014513415,-0.016465097381850584,-0.018892147330681234,0.025862623183750707,0.0026101345526943587
SEMA3C,-0.013152798610715357,-0.03641897978849661,-0.01592267547115312,-0.017251794002970038,-0.032907805892278985,-0.03719432561946909,0.02016798322374976
GNRH2,,,,,,-0.016524530718388164,
GAS6,0.01010061467371682,-0.0044188604306602776,0.016774804897658653,0.085496057223674,-0.002180780194298487,0.0350092765906669,0.027094625391925926
MEPE,-0.007475414395212823,-0.01895004346254961,0.005198704136774639,,,-0.021071911796001458,0.02840243993829871
SERPINE1,-0.006103076250573905,0.01644933410884877,-0.03955650521628373,0.04363313404996925,-0.05407648031299621,-0.06283144176727273,0.05631981761464657
RSPO2,-0.008807270682638502,-0.010123846862979225,0.021381789130143294,,-0.03797593180166333,-0.006549934998400568,0.02916831793792097
SHBG,0.018127876426974953,0.03092314888558183,0.08217637172833284,-0.07749356046970782,-0.0187096781732113,-0.03197070793768046,
LGALS3BP,0.05751143611920498,0.042744655301905375,0.04565454972490409,0.015754649820240677,0.07247113565759988,0.010931501166190355,0.045146079160022494
LAMB1,0.05691758421316831,-0.027202126755330493,-0.012441699513959159,-0.03964292822034905,-0.06816058965599596,0.02858716768499966,0.11241076005122645
SPTBN2,0.007331785620128364,0.019602207400972103,0.06374038364473607,0.05492472308856159,0.039199654767074904,0.0034366137507322947,0.08777462794123835
COL1A2,0.03796065627199834,0.02125012277940739,0.014756857150647762,0.053893437222649915,-0.06652548095779603,0.0006071484342835305,0.14850433430315682
DEFB1,,,,,,0.0435965429740229,
CEACAM16,,,-0.019528455505189078,,,,
WNT11,0.08981093183837634,0.004177390431806642,,,,0.059999637014805846,
LGALS1,0.03155695343759131,0.003531091894618644,0.069348859974017,-0.01768609371300872,-0.014743115686715678,-0.030068837106051793,0.023819300479345808
BCAN,0.03752751999147064,0.011907008240152662,-0.06685465404187833,0.022065977774003417,-0.04209188972988488,0.06457714947424002,-0.029921517069098087
ANOS1,0.041440220505944494,0.0175340258286377,-0.0004327145232236334,0.031152401473908867,0.05899068548459588,0.07293804731278991,0.03794898369650396
EDA,-0.017649483373383776,-0.0028307614083381344,-0.008904322785480888,-0.04625203763014004,-0.03701008142081295,0.028329323123473815,0.0645964259976504
FGF22,-0.013530626081830742,-0.016212139702251868,0.03452447261104315,,0.12080621283294934,-0.014144802821698695,0.012407416985156787
SHANK1,0.01716840776287658,-0.02029613232717584,-0.015048825107483012,,,0.03445436262376952,
RAET1G,,,,,,0.13214286843552342,
TGFB1,0.02429622608764587,-0.03145092566029708,-0.023779925228873865,-0.05149736207203109,-0.024779868008208146,0.023974334060605982,0.03953612362747909
MSTN,-0.018708690483274993,-0.008216062645184763,0.0018036758301101744,-0.006774389085425941,-0.04810295225640756,0.023171868623191587,-0.006014333693776731
WNT4,-0.015341485187462558,-0.023793098461326274,-0.014924513172165066,,-0.0196400347470388,0.06943950208259375,-0.04710400693980533
TNFSF4,0.007112349728551782,0.06105743010954484,0.024849171973285084,-0.07078783768427598,-0.030258323847906794,0.11476154263053535,0.07769941919027004
NTN1,0.056969759849314176,-0.04953553187848538,-0.029248026907677055,-0.016659470577898627,0.058719590683393864,0.07338456839510317,0.06291797438117558
CXCL12,-0.022280344552832832,-0.01376076642294915,0.01746787608433877,0.09049541514153435,-0.042598726890225556,0.03877783768070636,0.0020065110139470673
GNRH1,-0.037662659454166775,-0.009717181062618912,-0.03716097077921957,0.08163926021404674,-0.01990166116145008,0.043997879075349855,
RIMS1,-0.01479420468411276,-0.018792298688790707,0.04369200138542681,-0.0020390598145210324,0.007209824250567954,-0.03288295582450785,0.03751522440220734
FGF14,0.05706491762390073,-0.01594831977277446,0.07323798484967062,-0.007596880060529239,0.054539106332711966,-0.0017944410141358118,0.03461234181016286
IGF1,-0.0369451134724149,-0.03299013594057363,0.005256611755957596,-0.021903742629328635,-0.012796748044441784,0.053031127978198235,0.04401573213703012
TNFSF10,0.051195929922879496,0.028339998656546222,0.13136369647188725,0.03377929066396653,0.005262271235188277,0.06061391926258985,0.08308133815118807
GDF5,0.008569881153465263,-0.016212139941436884,-0.010926735484273238,,-0.00013204997205648725,0.10575948794642084,
CHAD,,-0.01362396749892665,,,0.06788152802823312,,-0.06193841443671181
RGMA,0.03073222935493323,0.01767028579543041,-0.02576049580987763,0.0631047139392831,-0.015525168586952137,0.03865831603046186,0.039764602194555826
CLEC3A,,-0.03219380280247918,,,,,
WNT16,0.05600119520526928,0.025973990285686824,,,0.03762765956101002,-0.0002871741685535564,
CX3CL1,-0.002503644531381511,-0.014712803611738825,-0.0026017894054838,-0.010032298022817479,0.0348264978841548,0.07789203843015347,-0.012297828410815096
FGF1,-0.02305232610298095,0.00597739878140789,0.060901924303371525,-0.05893210420190277,-0.02041769319153564,0.015629998770493148,0.06195434621923049
ALOX5AP,0.028093257048524122,-0.022814237002686477,-0.00032411863324366055,-0.020324464160009197,0.015708387267073437,-0.035177676202997596,0.04902211728351288
IL1RN,-0.013742993231336514,,-0.011734976138252827,0.010034768434799578,,-0.011102001092663186,
FGF23,,,,,,,0.04035751083897824
NPW,,,-0.013070208432909946,-0.006591874004957579,-0.020415601588571662,0.016516633588406056,0.14703867195033427
CXCL9,-0.016621358527526917,-0.016212137292003468,,0.06857594266441959,-0.02394785820518364,-0.013639655710711922,
ANGPTL4,-0.014596060772198625,0.04222862319393693,-0.03797035811763318,0.06210364142475491,-0.019565005802125,-0.020556886929256578,-1.0665953011128648e-05
UCN2,-0.014562992758628282,,,,,,
OBP2A,,,,,,0.006668275050749719,
COL4A3,,0.09192272881493518,0.07525527387819793,,-0.034339771364225086,0.002252646576218949,
NRG3,-0.009772501790245063,0.003601086149323674,0.047583435199714676,0.06398847870122733,-0.03259515865379958,0.02205884581958684,-0.040811808426844016
IL23A,0.06830955304545672,,-0.018005806491579283,-0.06247157524131497,,0.1496535757073785,
COLQ,0.03575435336768231,0.005850347131450847,0.004202039370200865,-0.07186432312361096,0.01686482449451024,0.09521171135947042,0.030835467755870854
TNFSF12,0.015164164123399089,-0.016686397869370862,0.042414427370839565,0.016857082716785207,-0.026772503794037786,0.0356427686978528,0.006393660762144176
DKK2,0.051212271103016044,-0.011155675542765118,,,,0.005760837405666399,
FYN,0.004986400878173221,-0.04150310213968643,-0.024924033810151777,0.0843822725990612,0.061600600668051425,0.07887000397032154,-0.008276673120074516
ACE,0.026383857865726897,-0.01691647515846162,0.0423800222276306,-0.04347483743840531,-0.041889128121966275,0.02666133182463574,0.040317295049779316
IL18,0.03383265561587718,0.015155382236469008,0.012948587009262762,0.0674512865290154,-0.0491425149829846,0.041049657911433224,0.014142271233908162
PPBP,,,,,-0.02350473421256745,,
CCL27,-0.021864010239185862,0.013614294297053554,0.08530517196826994,0.07184419366458332,-0.025235418925908172,0.0352924095165067,
SERPING1,0.03847831340869211,0.03581373727720168,0.02126347149280575,0.052872342042426516,0.02219433673512768,0.0013275574313003512,-0.009445129817612771
AZGP1,0.00206444561085286,0.004138822383632993,0.008179626787034383,,-0.04093054664234288,0.021274751774408178,-0.024858597642578726
INHA,0.009551783517536973,-0.0017174697583760027,-0.028599989217748898,0.06388959780459533,-0.020415601467563552,0.05857492123847056,-0.036877268660581615
SEMA3G,0.03154833007626876,-0.02162546952053195,0.0244643714823653,-0.07086455636640804,0.007835330105229596,0.07362492557209949,
COL6A1,0.02552421895541111,0.05729511416818451,-0.021466748340583867,0.1323832988940255,-0.005409554060031333,-0.03976109891940349,-0.12741810811883725
FGF17,-0.0033478621399960057,-0.009825139261283068,0.0065783491248997865,,,-0.016318473650814288,-0.03990047379182791
TNFSF8,0.013630775996335604,,,,-0.018279928487723914,0.06128248069153743,
FGF20,0.10641747018229727,-0.023062564737110405,-0.01428799980273106,-0.0026066331387550198,0.07186573465412814,0.017850590902179424,
ICAM3,0.02920853460792672,0.016219548519522002,-0.012071802557588935,0.018308631904622678,0.03918364031626934,0.05226305653958031,-0.0626035365330017
LAMA4,0.029803385155303903,-0.01714051947450345,0.07937303252473048,-0.02160407041398864,-0.017376108490506612,0.042871850330285295,0.01304559694491008
DLL4,0.014775511461064223,0.1102341163656211,0.015704908682047873,0.018772749150852714,-0.07039959604911332,0.07188343665665468,0.052865686543314847
SEMA3A,-0.032010260801356515,-0.02162720708001896,0.00552571773569959,,0.03543604242387705,0.02772482165481379,0.09640920428063339
RLN2,-0.017649481098047592,0.030569385036890807,-0.011256681521674831,,0.0031228520159064144,-0.018833349396261797,
C5,0.12849480683921224,0.04980875129211975,0.034609007312559115,-0.03103529378935775,0.055600767326989674,0.013084110828392665,0.046331474026150045
COMP,,,,,-0.02189070453208088,0.10255475534252499,
EDN2,-0.018783270397257943,,-0.029666606507243978,,,,
C1QA,0.07932847448879407,-0.027010001060977267,-0.037652664026499826,-0.05230565688489482,0.03197529499283903,-0.008551229242182781,0.008948996694125856
UTS2B,,0.011933408784835951,,-0.043411011548859714,,0.0012395732597298966,
COL9A3,-0.005566444090900601,-0.035862356253985435,-0.0632385199963659,-0.2207201178969412,-0.02221640162956862,0.06988867968633307,0.019284402982978982
HGF,0.037549802749936446,-0.024044514126817358,-0.017145177003000528,0.011257317071375637,0.046067303735623955,0.005309006099115937,-0.0041912881801638244
P4HB,0.0034609839044340857,0.02755635124086391,0.017737464745291868,0.08037437850412218,-0.03677926994659136,0.0038211761001851288,-0.02987408419359555
ADCYAP1,0.01748546543394372,0.12049014256758635,-0.01658703916991542,0.05454355832786975,0.005856233707963448,0.08660251094454328,-0.004094907132364642
GREM1,-0.042205692180085755,-0.013048782194109175,0.056851358993938436,-0.024332782666558903,0.03844084613064553,0.008704032914345492,0.06194732359551239
EGF,0.009740449625340835,-0.020001186929566664,-0.02048840618492186,0.042595025135237496,0.061182690900743915,0.004432410546491038,0.04591913805451529
VEGFB,0.0029106160698214,0.03620360274850614,-0.020639020662753006,0.05838716553980315,0.029196749631589546,0.006172968775699692,0.01458799179227633
FARP2,0.09463253586730107,0.08665991499000696,-0.020111764317704922,0.03942320077283383,0.01896848058658451,0.05367804388093375,-0.001961907966979584
BMP3,,-0.03179018784485258,,,,,
IHH,,0.009543803873274895,,,,,
LAMA2,0.026897780552143126,0.09120609784760311,0.04493751796922359,-0.015468057148423782,-0.05181029512750493,0.03847969848138572,0.014629286607754494
NRG1,-0.005099451224080407,0.035879629817805965,-0.02273583537620824,-0.030228581605792934,,0.045704786912485924,
SPINK1,,,0.018244595505259985,,,-0.026252921561956542,
EFEMP2,0.02517468236279807,-0.002348692314857274,0.033184702615846114,0.051723599490560615,0.013628316892079084,0.045408077380895015,0.12333375306717606
SELPLG,-0.0020601525006089597,-0.009364341121725305,-0.04042442100794051,-0.0036874549217219554,-0.01809740771245985,0.050716921594994586,-0.0041318400190955475
GDF6,-0.017649483001900258,,,,,,
HLA-E,0.03567902714761496,-0.02427821164383416,-0.03132785379232299,0.04199434822551458,0.0028702457576827082,0.046673749280987255,0.03449044999239109
PTN,0.061594173725481406,0.0016589533771548385,-0.03453754122143108,-0.08569366709564862,0.02491331780573201,0.011613133228449037,0.009907630359422659
CD274,0.030784014778887127,0.020997383182112885,0.038718347493902704,0.030542460448295443,-0.03814563819348962,0.03608224732183794,
FGF10,,-0.01457883929577659,,,,,
CD14,0.03047730184818628,-0.03916872527579648,0.007132572055206601,-0.040357565309455494,-0.05226981746712982,-0.0003767133471689902,0.03025771900295244
SFTPD,,0.03942610337836936,-0.019032800423594898,-0.11316310719902062,-0.03968572054892527,0.01898633566897165,0.04491557299254713
SLIT1,-0.009398448481110705,-0.01927844055665341,-0.031118450529185243,-0.028804261205395174,-0.004361622572341153,0.0530102046054578,0.060940882760496
CNTF,-0.01846584158922321,-0.013048781066333713,-0.013070208493508826,,-0.018834966982839197,,0.04401637139396233
BST1,0.014146740128284981,-0.02451007062734439,-0.027209929538672482,0.018192303941268032,-0.017749254924486486,0.04375583778530037,0.03732583824379948
AGTRAP,0.04206742107241279,-0.05040407571488667,0.025675358180445043,-0.001974206420094367,-0.011368824860040651,0.04284283362188597,0.14920699053226102
LAMC1,0.014887641089957602,0.014408369712642335,0.019719137528311205,0.018216881101363692,-0.05395810555698141,0.02696721994518001,0.0957862780521419
COL6A3,-0.006080167020835128,4.98701313351149e-05,-0.025506049639805916,-0.023008017152547935,0.08176610497696161,0.003796570469966875,0.034423168145065804
FN1,0.06694848224597792,0.034131951141156525,-0.03749173496945135,-0.0340851292503283,-0.0498810891216866,-0.006160460912997188,0.053731429936340294
MIF,0.03163349523729597,-0.08150618661462147,0.008113909595788608,0.05022835774346881,-0.03073477977097884,0.011115567193138193,0.06917893396639638
JAG1,0.0447076280416255,0.007280804612443386,-0.03697850444693778,-0.03452672677336313,-0.02755298533052925,-0.021011840763376456,0.06352171735079461
NID2,0.04201490699523685,-0.05086627845302945,0.019072366243694745,-0.025504416030986642,-0.08002959986463869,0.016360173478183467,-0.08167783710772673
EFNB1,0.03366585656160787,-0.02489122597025072,-0.013838336496144014,0.06512487573355684,-0.02054693064867078,0.010423202729626565,-0.004555087618865301
COL4A2,0.06788017479333279,-0.0025138142887054437,-0.04303145138712597,0.011933278881143901,-0.0809166490493723,0.006460814634586445,0.07969127121206744
SPP1,0.05683145482553101,-0.057134813403085835,-0.03493251746772293,-0.009930192012669422,0.12162090627346726,-0.07844828517364534,0.034130854007752356
PODXL2,0.0234191905019061,-0.02100051081307842,0.0030590533004817484,-0.05815256060443688,0.0634326801382709,0.044336421592922184,0.001118321630221191
IFNE,,-0.01457883815828409,,,,,
FGF9,-0.002676152876698091,-0.004417375766223159,0.04792265820836233,,,0.14671634769957204,-0.04017589878390301
ITIH2,0.06678805086973286,-0.02476514790336146,-0.018319238011456775,-0.01754138755583495,-0.03562461615995157,0.07766414741174749,
ADAM10,0.011520651681518187,-0.008622289203235252,-0.04726661028382175,0.0009544316798052908,-0.028596196016270427,0.02255512959968107,-0.0052459544520164925
CFH,0.03331478406509655,0.008225872380732345,-0.021342966413643784,0.036469875085133587,0.004907401680411761,0.007136571256751546,0.023529525687165917
COL4A5,0.028365883397747878,0.015182772495678034,0.019616728019458844,0.05072239675924717,0.015338732862103029,0.04958531270144279,-0.060033191959000205
LTBP3,0.006123382523006414,0.040866070200528105,-0.037690950771598154,-0.005024767406741399,0.008661863970900142,-0.030107850211411002,0.026691688103144238
GNB3,0.052161049022326586,-0.01929744061970222,-0.014967302983236947,0.10834155126286919,-0.016470807357120556,0.07255288668478026,
COL6A2,0.06787583030268256,0.03709687362719056,0.07832398159158004,0.15911052520190222,-0.0070786309718750585,0.005088078049243156,-0.018913707852511383
PLG,,,-0.008925085815788682,,,,
GDF9,0.04367883507491972,-0.020001186823111573,0.014748623520346754,0.06467659999320968,-0.027651336128793124,-0.004550267514090591,0.0448469008927139
NCAM1,-0.027793215674642997,0.033492766935025745,0.014411866565979101,-0.0009931073190120002,0.0028050335285326926,-0.015166383425853264,0.00658547352833878
APOC2,0.044282564652176025,-0.04226196773570389,-0.036049852415293154,-0.02057728902448789,-0.03814891074536629,0.03619017372281246,0.009941908381996297
BST2,0.07004339124335864,0.007496792090377315,-0.053296025075930335,-0.10399669356948293,-0.003977708417253545,-0.0025918051102765413,-0.03437542692086125
COL5A1,0.043210368512474,0.07215643948704739,-0.008432987567474362,0.0054627725880073315,0.023822836671802818,0.014910362909824297,-0.042728611258911184
CALM3,-0.0234089825959198,0.01807032113750098,0.04962601855012535,-0.006161466967576406,-0.01795474881028033,0.0031029805931553664,-0.08294765686054205
THBS2,-0.006152584630211725,0.03365691265522305,-0.059997214110377894,0.03651073067049466,0.11764337250254221,0.006138502167169869,0.05686613519939895
SERPINE2,0.06555116473770206,0.03211257591422056,0.03584548136061595,0.021981736748667807,0.04451384682412015,-0.022958511725822757,0.03522901353414618
EFNB2,-0.01404099677844257,-0.005098599922573062,0.07699258168626721,-0.024026329303689732,0.03466958002880886,0.004542062147113453,-0.026001049833601523
PROK1,,,,,0.08884275593697441,,
LACRT,,0.013279849841032905,,,,,
MMP9,0.027329252123132662,,0.01667027106920969,0.027352623760383103,-0.04352916731110885,-0.005384597549743332,
NPPA,0.006157337763004242,0.00024792149826129037,-0.048596327615156136,-0.008990547482769586,0.02644060013304558,0.14530451429651503,
APOB,-0.014158629793344923,0.028049204469978342,,,-0.020668165115925754,0.0366398275486294,
C4B,,,-0.01952845451615824,,0.0027802579069288744,0.07767445294513751,
NTNG2,0.017184535297733786,-0.020376536118703523,0.03429070908586009,-0.02092540535505074,-0.016129478825995944,0.05672213524891733,-0.07540280709620231
LAMA1,0.04019444910101931,0.018131521013248924,-0.02177105777906322,-0.057777778283748,-0.021976442167342267,0.07071577390611292,-0.005585581250301962
UCN,0.07331821120941671,-0.019297444340807154,0.03916815275852932,0.017395208792344127,0.025208393235169643,0.024891711653824807,-0.06193815776390128
ARTN,-0.02144821119889492,,-0.013070209402492117,-0.04092399587485271,-0.026062426205396845,0.09409932429367159,
PDGFD,-0.016443685319280074,-0.020296131726693763,0.01678323668307168,-0.04272415478514752,-0.005848553230070473,0.0670084460755352,0.04238977264201634
EDN1,0.04860779775275857,0.07353074285062573,-0.0036118683474430334,-0.0031719011594397275,-0.03261399984720303,0.08116469364067605,0.06293743169312412
ARPC5,0.009354999377621166,0.009604221168522855,-0.035906756303179306,0.006114604563997194,0.0021739927799128977,-0.008978106585609118,0.10570318757111588
GSTO1,0.004383413742412805,0.007980314381924493,0.004367565553658583,-0.034473825647699456,-0.005637663508096775,0.016927956064424966,0.07414038678241965
PROK2,,-0.022264041688817352,,,,-0.014103737551238654,
SYK,0.04952267735198067,-0.03717013758281633,-0.014992031533590884,-0.01967905830005398,0.07251704725350637,0.028466094833998073,0.07723821771516055
CD40LG,,,,,,-0.016728213209823366,
ST6GAL1,-0.010009764904458308,0.06020767238095438,-0.03881863903290426,-0.0372631560242092,-0.010675845612563172,0.025770343380905277,0.0238325865323249
WNT3,0.01853756005588322,0.045648198165589404,0.038024693690226534,-0.005316358244454616,0.026571225923647777,0.03229461169521361,-0.010820131285935446
HSP90B1,0.031087219549316755,-0.04915808976684459,-0.025522718823780263,0.03185124647030962,0.004404203002401159,-0.008258561938966071,0.08235320445733538
ZP3,0.032538578782756275,0.13344269428899175,-0.009380828322573137,0.006030612812684551,-0.030792623731946096,-0.023681972385436335,-0.046160760880529464
ANGPT4,,,,,-0.02606242503957144,,
NRG2,0.06470680719087653,0.002201978859803157,0.004340053444828611,0.07997405636254297,0.048454351298166415,0.044247473164245994,-0.05513786930611533
MELTF,0.025817587558794014,0.01465013920740492,0.04923973472320278,0.04609209442100623,-0.05443054646408753,0.09917275140806105,-0.002032112969021223
NLGN1,0.04117799296136195,0.01887718583224205,-0.007091568382393832,0.012394060796807691,0.0035207471972933204,0.024622619682299333,-0.034974894437868366
SLIT3,0.007675678815359414,-0.008383896351537096,0.03883676917591609,-0.028664961479305414,-0.007017615201090775,-0.009388696893469385,-0.04681540537881171
CCL8,0.06277260481585853,-0.012293955636167454,-0.012195420109186523,0.0209904430011011,,-0.02167025842153847,0.07758568058199115
S100A4,0.04347921857272205,0.04439135623046424,-0.027468939553552785,0.013102250402315675,-0.043386289895487914,-0.024173513049305605,-0.02282025659547246
TNFSF13B,0.04867897872647664,0.027268748708304924,0.008334875893672523,-0.0029291686770210015,0.09185786924693784,-0.006965607004830871,0.13613323913763897
HSPG2,0.03463780897624858,-0.014584055804617973,0.04825691205484648,0.016418432132824876,-0.009526928731337193,0.02499400136959485,-0.03342710611151575
FAM3C,0.01767022016150072,0.015389992535093312,0.059149161981620034,-0.04881686347287213,-0.054235672047809005,-0.048861358330471324,-0.029745510300959562
FLT3LG,0.03231142134456893,0.026879513191903116,-0.020460716967466187,0.04232920030442757,-0.0510866983214679,0.020089352293432842,
A2M,0.035624028178262275,0.02140786977591837,0.041434316552034424,-0.04080236010434136,-0.046747523920277124,0.04187521341692648,0.08954486224179234
VCL,0.031404834906078066,0.017487502199932288,0.008948566820874965,0.03923453975049692,0.01166907856762602,0.011893884245879165,-0.007689190838397371
FGF2,-0.0003171574383511154,-0.04333720127005367,-0.054195673158109615,-0.011242126670548027,0.01912019856245343,-0.0397186709419312,-0.10040990161482789
AGRP,,,,-0.04160533246885399,,,
CNTN3,0.007005405014801017,0.030781470243868327,-0.0013302841564971541,-0.058413519431798094,-0.029533387661480108,,0.08693162098882413
