,UKF243,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
CXCL8,-0.00023738410147300805,,-0.13043493364823713,0.044750289161130434,-0.035151321493671464,0.02394656522666567,-0.023075701655497216,0.00028142625438482986,0.02551082790784239
GRN,0.06063678688885751,0.06406499931930197,-0.00622151787644596,0.08594053423113111,0.08960888772513656,-0.007366756753010337,-0.03001088382084429,0.02888464709125149,-0.002512578111914894
MIA,-0.02401369611328489,-0.032057172631390705,-0.023869575577146945,0.04753608338460029,-0.040146747210586406,0.10426854976597531,0.008824148008879115,0.07405396061348342,0.056591859233457144
COL4A4,-0.002539006148756444,,,-0.03580123274845358,-0.02524185138012182,-0.0027287267146819333,0.012492741953934756,0.03326496830395728,0.0014898035751045246
TAC1,-0.04449706212206036,,,,,,,0.013069329944659435,-0.029247651370551235
RARRES2,0.004876573308242355,-0.0063581510858548886,0.005889548225320342,-0.07473920327425007,0.06000497733612107,0.05140673835810243,-0.0014805577367141172,0.017608459975873406,-0.010893509668907399
FGF7,0.027935541214214994,0.07059207580109828,-0.011337809933264883,-0.008235201193030655,0.03945455456887571,0.05419694004763551,-0.039081953874634874,0.02837871066257928,0.08209885168006091
EFNA2,,,,,,,-0.014206446458953664,,
HBEGF,0.02255549741039631,0.02052797608356132,-0.0027779501338419587,0.13199411134422664,0.0943621489147855,-0.05575134614021014,0.03519385037095664,0.03406102934677601,0.03316039872534523
CSF3,-0.003009143718503753,,,,,-0.026520520525640977,-0.038197386234933184,0.0003135848623254106,-0.023424026668039995
PI3,0.0014411408161523881,,0.018560722058046677,,,0.04872507599349154,-0.04948896064837475,0.033037792598346195,-0.05089262807967955
PCSK1N,-0.02795815940865094,-0.029464498937636783,-0.08211630290795026,0.0034305833684514925,0.0005572972466012147,-0.025558814021188536,0.011637876396248718,0.08221382397414997,0.051834900521190636
NTS,,,,,,-0.033654733407364426,-0.01730785914631456,0.08115132024055335,-0.03468778936657236
SFRP1,0.1286166422971403,-0.005250878770761818,0.04230098172152657,0.15552114080467466,-0.036319437102300296,-0.03301409762762021,-0.037059935508095866,-0.031189788036923963,-0.03388173302119145
CXCL13,,,,,,-0.03240411682997927,0.020353071115083457,0.033728613602266616,
MICA,-0.05766408966970623,0.02466874759978986,0.09501018125806245,-0.09642634379121728,0.0069969655513358025,0.06519281096643136,-0.03517830373104625,-0.03271767856036027,0.09226730127589937
TG,-0.028322108345591075,-0.0323689534574498,-0.07853366659365413,0.03677270855435721,-0.03250749878420553,-0.019168762077753105,-0.021316520571991487,-0.022699929350612977,0.07256005028247904
ADA,0.014681118249126417,0.04564086847605814,0.08505555521207121,0.014692018440942685,0.0948448047017017,-0.057958879111809206,0.014887729873671728,-0.05076633153727533,0.06974067388934688
LAMC3,-0.004104051140714315,0.047218206862127715,0.12877968757553795,0.1033014327390074,0.07888934447252027,-0.01827848103302668,-0.052651472121707996,0.07849973592097462,-0.013226615987144207
CCL7,,,,,,-0.0017002906317407833,,,-0.024546109347335966
NGF,0.12109353942195493,,,-0.03807853369634353,-0.02966907800528305,0.028079225592143892,-0.014015487917826053,0.01740145231603931,-0.0002000606402350211
TNFSF15,0.02096043033337197,-0.02983598112267137,,0.08735325278658254,0.017620764452515668,-0.021078525904446484,,-0.017127585935109036,0.023949387057866266
HMGB1,0.09080521588022514,-0.039833926913574506,-0.023405216361753786,-0.07543020575118711,-0.07386254392223891,0.0051737873902859615,0.05015995955642619,0.042881232237177484,-0.027662076613321752
ITGB3BP,-0.004189870337054525,0.040873725261665904,-0.023045752116262478,0.03850330956536958,0.022807397130050346,0.0413775766537289,-0.0007558872240073216,0.04238087992996299,0.07126228166166479
AANAT,0.0273046282649943,,-0.017164474384858016,,-0.020794263503327214,0.11751280813096679,-0.019118029179749852,,0.04045231075821068
RELN,-0.035293224164351364,,,-0.008100068200733342,,,,-0.020688267653251508,
IL15,0.029368333932617043,-0.050929664586606874,0.0636297353272645,-0.014547353551000933,0.04601703271860275,-0.03475042519170216,0.0762658843660015,-0.04177945346835314,0.056566554456843866
UTS2,,0.00870622422255558,0.08446191703297257,,,-0.01615276667275945,,,
BSG,-0.11111573475201053,0.07094523881610468,0.06879876786015446,0.06531347193985795,0.08301862067805622,0.11314794911102805,0.007985199736670502,0.03022670541362241,0.02361560070375952
ADAMTS3,0.07858858103400027,-0.011553593835346484,0.0609169679177715,,-0.024899013601458426,-0.022924278526657203,0.04484028902580164,0.07783238687247442,0.10939155485285146
CD34,0.024366513242362824,-0.04813435628856625,0.1228532118738028,-0.04155685423132199,0.1300375188345666,0.0319395508128782,-0.025654105811532168,0.02876932275464139,0.012684476248574215
CCL23,,0.0753763458782466,,,,,,,
PLAT,0.025435145292356628,0.058202617499224105,0.15117339095600962,0.08100672211126092,0.061585755765119994,-0.025780211924665612,0.02145492031830244,-0.0031586111800917236,0.07924507739775179
NTF3,,,,,,-0.0037190170193087046,0.046987268132581875,0.03760117786333808,
LTA,,,,,,,,,0.0879311242032974
CKLF,0.05333927270490086,-0.051003325684888294,0.002372773118838608,0.10897056531290591,0.030738594460874766,0.04015578467437071,-0.04459642538848775,0.04937319010433794,0.10375553043951358
CD24,0.05551267258711063,0.012349182765471832,0.0318743773233122,-0.04907339671740289,0.01855361983030906,0.017865212561746908,-0.012117841339072311,0.001200611172509201,0.04652190737580427
HSP90AA1,-0.14628727851838236,0.030827649177472993,-0.07811273831273968,-0.06636235889631097,-0.10191037178373503,0.009587238744512101,0.015770852880052214,0.03304873432647682,-0.17898949824407387
BMP4,-0.015906904483699375,-0.03564911281016957,0.07406517585965373,0.04065059014085216,0.00540675306632684,-0.0073854216420881046,0.031704429801046534,0.01062549895899442,0.06529886312885126
SCGB3A1,,0.04911766509751683,0.04894118993774095,-0.009461159391441381,,0.021393829548715177,-0.02719478927313422,-0.004153461476061366,0.05589708899731853
IGFBP4,0.04014802386324618,0.05233815583762487,0.02712517106984505,-0.001354588121290876,0.01593452855194724,-0.033557816059958646,-0.04862934267201102,0.046410277217784984,-0.0007677338599467905
RSPO4,-0.025005153114698756,,,0.14027003077755534,,,,-0.00838351610807958,-0.008813148670321765
LEFTY2,0.032938953994352156,-0.017212042348898185,0.09331712721662043,,-0.026573306446894412,0.07660917000425974,-0.01633486099598458,-0.03257576586112489,0.07862817757919136
PF4,,,,,,,-0.013021191737738911,,-0.011482823818587245
ANGPTL2,0.06960224444924866,0.03629293270859662,0.051046217814338324,0.1181976862508903,0.017857865517156193,-0.02838521419201534,0.025739189045067657,0.01364636093168684,0.06892018218527667
LRIG2,0.017035673145576937,-0.012907859982615786,0.029346063547576705,0.024753247392024873,0.02150360897183348,0.012513538919690639,-0.03253664882033004,-0.005492109107658237,0.05833537093433387
ICOSLG,-0.04989327534573767,-0.03614057693133688,-0.01665933610608755,-0.019668833472337017,-0.03110380826293703,-0.030564610843985093,0.06823206857391671,-0.014355678305948949,0.07452678008345316
WIF1,-0.027940096959689093,,,,,,,-0.0051895877934611916,
NPPC,-0.007158599558275245,-0.024874597312878027,-0.08976017293997339,-0.05418660727404461,-0.024898965781411812,-0.003911741845320821,-0.02463696770856867,0.0360929594735126,
LYZ,-0.06178165888571113,0.028588892248680352,-0.027643832976255483,-0.0781926079255065,0.04964387510702152,0.024756040003856526,-0.01448409789503724,0.019633427341707727,-0.045695833801921194
EREG,,,,,,-0.04388774989884884,-0.04137539541915167,-0.02983502697508509,0.05199821856648907
SPTAN1,-0.03628872012617962,-0.06422592105708111,0.054723936145058695,-0.03485326370981095,0.09609858407667456,-0.0275884477081239,0.05104322709812736,0.014421691788735298,0.021703820661978037
PTH2,,,,,,,,0.06546707489540082,
LIPC,-0.04178072193293628,-0.026376964184020975,-0.004544531386931082,-0.014487129506302526,0.018773890255024798,,,,0.014907586286749068
COL8A1,0.10284582942182807,-0.05068402799547051,-0.04809068449389032,0.0714279753433045,-0.06760951746723229,0.031361384485129436,0.0353774671609077,0.0444354993247025,0.045399816620443775
GSTM2,-0.013482811331498944,0.02809358751489786,-0.03482955577967762,-0.05323298805247072,0.13143562441090692,-0.02698688645189369,-0.016809953592797754,0.06467515156013783,-0.028949070588369315
IL4,,,-0.06186031257282198,,,,,,
SPX,-0.06683070213117212,-0.032976050365927725,,,0.05036548786191016,0.05703508601964076,-0.016167473892733014,-0.0448457971272424,0.06005180988222199
MFGE8,0.05144363345583638,0.0437594012781793,0.08913823970898545,0.013206790878554283,0.08393284605719906,-0.05087015153348424,-0.017841997849754536,0.0168905853777303,0.046920383811228046
TGFA,-0.06838223328051873,0.02042862004908714,0.03159387809254343,-0.05140797962485375,0.0337073788811854,0.006418586924767703,0.0016348925686418085,0.05227724825574049,0.03411480302317731
SLIT2,0.04139418859966173,-0.08534681478294255,-0.023606817889950834,0.012610693875599505,-0.02815852830076254,0.07862617570876904,-0.019047434186494235,-0.003634096420739597,0.04725112260093296
PLTP,0.02577904959219363,0.02600500885416053,-0.0646139294182299,-0.02373044942228413,0.035316559429896796,-0.044909873682580696,-0.0876631051908275,0.04281956239928999,-0.011279390266328296
APOD,-0.052083291756147135,-0.16220865583368843,0.10659040862714471,0.0233973231391604,-0.12805011804799635,-0.026606024701826683,0.024928796811887154,0.01294496794352059,-0.13006654830424544
B2M,0.02962712559554352,-0.0008918440357476241,0.15977284128200198,0.0613600997840249,0.008086273093690702,0.03116094668553296,-0.055835983756501,0.038407430739029066,-0.015203064892290554
OMG,-0.0339912470706167,-0.04230719572922827,0.02342275071668818,-0.029143549562684196,-0.08460793690802193,-0.055567135365391346,0.08360928984366707,-0.04759548926727654,0.0976131180856977
CXCL3,0.035440225568112084,-0.025635767022149307,-0.08614180340938277,,,0.03838245860727611,-0.005422810125443855,0.026508232162378107,-0.019274643304321246
CXCL10,-0.011391102838522743,0.05789393198033333,0.026901903711513867,0.06797962427386464,0.03137395620735442,0.0165822107276774,-0.017465192918069167,-0.010209479216021623,-0.008677692944528062
RSPO3,,,,,,-0.04911056347859463,0.024942418124401757,0.015258974082025343,-0.02490950123006601
CORT,-0.028035182260507684,,,,,-0.024654221666292053,-0.013626015337098988,-0.03983860261351512,
NCAN,0.014545099739477676,-0.08868620912396284,0.01537891422383733,-0.03051152796940461,0.020182973280241392,-0.029716708357548725,-0.016613277229911055,-0.012088190093314135,0.02131885126812332
PRG4,-0.005273484599191168,,,,,0.013626027700991165,-0.020106019460895103,0.029334329144339737,0.026365307709983486
ZG16B,,,,,-0.02311625927638707,,,,0.022707733535105662
TGM2,0.08883474323505533,0.014634723098279349,-0.0706096429706128,0.012486031551014241,0.13642606070310717,0.03206612270694057,-0.025294539479687152,0.025571051306274517,-0.01751165971280727
VEGFC,0.0350066970041271,-0.04243070070745649,0.13719175572213663,0.06333308092254789,-0.02996326298163867,-0.02782561689924959,0.020146314995483274,-0.0025760571887312265,0.02159927980908314
WNT6,0.049824476303181854,,-0.07844308244651857,,-0.021983565285778287,-0.03227699143268002,0.0407340491413531,-0.03179077787887448,-0.015768685840476332
NRG4,-0.02594772737890185,,,-0.0358011932565278,,,,-0.006708580582581659,0.009499151519813287
PMCH,,,,,,-0.021976757341557015,0.024104392553268683,0.04392688308420843,0.08940215018097514
COL9A1,-0.026555771934539125,-0.03300689540705782,0.12795502556142888,0.07565324630901207,0.05000638575684011,-0.04488445640343995,-0.016805256031062515,-0.011335183211030183,0.05979308700763965
GDF11,0.011597712487494008,0.08960268798502626,-0.06438646220178407,0.05161877898118018,-0.037231475119855896,-0.01785984955513729,-0.011787857712321994,0.018909847386352985,0.08146711511752507
RAET1E,,,,,,,,,0.01855313821866001
IL24,,,,,,-0.0163853407014749,-0.012813575455697957,,
SORBS1,-0.05657736779837937,-0.022245458040255243,0.1088780495385207,-0.016576667605167343,0.04004705945491156,-0.022853386771616593,0.017711793559211614,0.01975198947068948,0.011322333240923297
DLL1,-0.03690709720890304,-0.004340655919637484,0.03769822574166313,-0.037159672866641964,0.011648301328169776,-0.04367399618308836,0.00612662005361168,-0.04319874708913207,0.09792686180794268
TLN1,0.08755333929685401,0.07263437800710033,0.009356755807732021,0.05649312295153692,0.043602482157134234,0.024004050134729275,0.0865560272614212,0.01983953877956228,-0.028429519722592948
COL2A1,-0.026559207678014937,,,,,0.06227348189535817,-0.03339609740626731,-0.018293123864346474,-0.01088634469575119
SHH,,0.06149128482338843,-0.00979365780458095,,,0.08980457497833523,0.020485686829913686,0.00726931864549008,0.01928779788154127
PON2,0.03955330973645413,-0.01398735485626218,0.16480597859486373,-0.0155346261194632,0.08203525071753755,0.021059675350648094,-0.006196983753214892,-0.004316138245757177,0.08084268565923856
ICAM5,-0.061888174248848515,,,,,0.0485065128361685,0.0011416072472060878,0.08579244816392019,0.03817321013790811
HPX,-0.00016563170610880686,-0.025635753610066956,0.0913247756085294,-0.003974830461840444,0.057206118719695706,0.027464766082207846,-0.04793764965873996,0.03465679926688977,0.04065404774088142
SFRP2,-0.03457855160452666,0.02367668828586953,-0.06186034898282951,,0.06038349804667865,0.004255490606688093,0.010326212227458227,0.046507113853345175,-0.024544702595556148
CD70,,,,0.012864156659420303,,-0.0253478531793153,-0.0035199074706258947,0.031341480043522725,0.04156446127007407
HP,-0.012545629766572839,-0.038896334276363034,0.06651811831490824,-0.031035081750866483,0.03780310728594423,-0.004569809638130651,-0.017880635936190686,-0.007424722490125379,0.008391121798579164
CXCL2,0.03755848245707526,-0.04601082122008942,-0.022546680781608344,-0.03526992542420176,,0.03019115352269665,-0.06760688789110823,0.01891773371721828,0.014062078548301198
NPPB,,,,,,0.038128357831457224,-0.011448845219333731,-0.027220132432418283,-0.02526791765319002
CCK,-0.04935111841559388,0.031794960868469,,,-0.02877104185920547,-0.05029722456741316,-0.011466328758035467,0.0011095424572199212,-0.0202139080844314
SEMA6A,-0.03497855992851468,0.06176979637165696,0.09985141954413625,-0.015603913591545924,0.006616595899918973,-0.02568562157486121,0.0067269346514349255,0.029539841114033814,0.02395760656588691
IRAK4,-0.03603543707582986,0.06802338231506723,-0.013040103933737442,0.050428992949405956,0.08220450676619243,0.04616162062963153,-0.012392236509913918,-0.01197163347498945,0.058868909962326306
GSTP1,-0.025764572577211736,0.0038383590877271133,-0.009872575628017037,0.11505773263765877,-0.04142700022542931,0.05554180121736695,-0.019284678683586947,0.032730252006164945,0.05689510862842911
VCAM1,0.08081964865005917,-0.06670088776412218,-0.0018743566601818304,-0.05643697045543604,0.04577782872145439,0.011171056092968345,-0.09076509101281974,-0.012178901434972144,0.08413305118562049
NXPH3,0.020437401520483272,-0.018250792237655935,0.018023378427521372,-0.026384717833509527,0.02404445594453204,-0.010397130549393632,0.029986029769656843,0.021383508891301074,0.045410466888718505
MTMR4,0.14042031534866595,0.04926017111381969,-0.02458415494074264,0.09633642901617563,0.031049024265322914,-0.05520008018928767,-0.00926081577423399,0.0036890652982858696,0.08484931073749358
LAMC2,-0.02369537974659618,,,0.01585629503755442,,-0.020144281680329928,0.08100142906391955,-0.017677856924454078,-0.013259440866204404
IL10,-0.03759354627131061,0.04319151656983043,-0.011159398495604973,-0.062351669689632856,-0.039777148382187676,-0.00258148570585994,-0.03927388615700711,-0.01021665546137262,0.12669199201747502
SEMA4D,-0.029815910981444673,-0.0077796721432466555,0.014670159610202991,0.010386704965368733,-0.05115557589126361,-0.062085122517421105,-0.004378902990704368,-0.009988086623539654,-0.04361675632658375
TRH,-0.020193079546643355,-0.06290417168736698,0.013891379236279438,,,-0.018249033747023725,0.014108074747043425,0.06928186831697607,0.0014894338068040648
SEMA6D,-0.008913985106835717,0.006682139671512845,0.05074404406759733,-0.06789363485464296,0.11243671530794751,0.03999867949267018,-0.005295547703168244,-0.0614410870054723,0.10409567395234087
CEL,,,-0.011367378562627968,0.13794467192517262,-0.009164179568946244,0.011005928018726416,-0.020919861053256664,-0.028344473329497747,-0.0025306378797107284
PDCD1LG2,0.01995207619297113,-0.03618932782210743,-0.05265407355955974,0.06109135959548287,0.0781760651520914,0.05237563724270917,-0.027751648982397063,0.030902259985453286,0.10587434476073335
SPINT1,-0.0029028541573100264,0.03659958829588089,-0.03770320987241924,0.06077115064419441,0.06302302679253806,0.037875887965684904,-0.032527008916273574,0.002432351959320361,0.08234825100003576
CTHRC1,0.046559903012737436,0.02618013161944149,0.010703454018105034,0.11255592581497656,0.0391941154287823,-0.026965446486535184,-0.04042194165087782,0.06878306258526108,0.011284735080325988
PODXL,0.09483838021691099,0.07407535910346912,0.13171801753351034,0.12574351892496666,0.07343191803195404,-0.011844965069532155,-0.08570980404776392,0.019261541990854045,0.06904021654124738
JAM3,0.016328416334947065,-0.10218547530660194,0.10253955497149106,0.01636612783516092,-0.05601152390181855,0.03501011987965538,-0.018100867365173145,-0.0069378010888563905,-0.02854651912883841
TGFB2,0.00994471288964971,0.0011127048492418,0.10295886000957871,-0.06328265486097438,-0.027038684682025173,-0.05339242770552751,-0.007284532287993233,0.010593322997499254,0.02270745625622569
COL18A1,0.005118240584969212,0.003594486118631426,0.09936489736021654,0.014217096506585073,0.08753123647529573,-0.020934462649825257,-0.060749578282433624,0.060770120653046496,-0.009048058984479274
NODAL,,0.10376212467494751,0.1345710651769915,0.026482716647837565,0.09059119703980235,-0.024494449659948337,-0.015827784087297715,-0.02021595525688716,-0.03873353542160807
INHBB,0.010458948684661106,-0.04358265630159737,-0.05158126867421597,-0.005003444203809096,0.10113198034003025,0.036581681644139726,-0.005605736108505873,0.024442798135042604,0.07470938926839485
LCN1,,0.05767493842235662,,,,-0.026053806433911513,-0.014947340116727926,,0.1584977171275205
ARF4,0.039760886119984205,0.020829192333250177,0.17314912965971874,0.017006515729180632,0.06574488433325573,-0.013777650211172245,-0.0014384040675704509,0.017559670443988134,0.01774789947407106
CXCL14,0.0013614999314852053,0.022793788634164855,0.08837350203520995,0.02732150248732339,0.08601703304265022,-0.014754787944922576,0.013430974893887697,-0.018700216741475376,0.06276734261063792
LIF,0.05578015415134869,0.016458503029761245,0.02629475212900566,0.08858405826231804,-0.034853108666867916,0.009429266487838192,-0.04487132366827299,-0.011585924283100167,0.025931832606093507
IL17B,0.05123383600753512,0.15678714917127007,0.148681240950346,-0.034185719693463075,,-0.02267232357962498,-0.023933030089923417,0.01928593629657741,0.0236762033335725
MMP1,,0.04767703309784173,0.02235555635029089,,,-0.03582050616834006,0.007634831285827286,-0.018212276984352804,0.05331704081295138
MATN1,-0.0223151921029689,,,-0.010980825061103663,,0.03572408653753667,-0.026437698560903927,0.004093359221797539,0.10075161733711506
ADAM28,-0.04114535524048793,0.03665059011253439,0.032990768784499754,0.04930016719774186,-0.002031098448436024,-0.024231884955300313,-0.032699089269516105,0.016300119544155528,0.04677568852245451
TCN2,0.04640867631116943,0.014692629734828912,0.18989741736503796,0.07173067145256365,0.06627971950600617,0.007343254136350019,0.0432420030699187,0.027367096535000395,0.05154135927881551
THPO,,,-0.014736526806361274,-0.03580123274845358,0.0949250241433122,,,-0.022484675250701476,-0.00295778178450079
CUBN,-0.013624662537913607,-0.032565731303052174,-0.004077012897064396,0.022696691150244686,0.11278651855881162,-0.019431626823551165,-0.042302927454467745,0.01609058666523632,0.09887085150873252
TIMP3,0.06576408660780188,-0.009853422592487109,0.109525021205466,-0.023624035112801908,0.04538775416660413,-0.011409451837017056,-0.025106056635481457,0.0035594626754577793,-0.0338226042031061
PIGF,-0.027592132180021295,-0.11814134565404796,0.0985673871341435,0.019393204673874998,0.0024591269769434253,0.0901143354644346,0.010348680884015573,-0.016939074197222688,0.07786127256413461
CRH,,,,,,-0.005124141761159528,-0.04193034834437595,0.03853214068789674,-0.0016792400562183332
BDNF,-0.04042329257252669,-0.031124596056011113,-0.02033629967050987,,,0.050715835368812814,0.008994597404401094,-0.008085784539863326,0.013928428044402731
CCL5,0.020706833196606034,-0.07084147280992767,0.11420543955503176,-0.027390657740453576,0.0038829100813271397,0.04380756767154713,-0.020940119340993456,-0.021067768038378034,-0.009466958954904592
GAD1,-0.054066755453816125,0.0030602343167042204,0.030622257744395625,-0.03934366330180692,0.006820685508307989,0.02581063091288946,0.01454650994635074,0.049009836255129356,0.08400896985061909
COL14A1,0.050495100831971916,-0.03345770734768988,0.13005685522115243,-0.07309547772218922,0.04704490310609252,0.06624540522029862,0.02493358390545316,0.048527722138487814,0.04780018541662158
HLA-A,0.0467888570186875,0.07867911731981747,0.09141251723726634,0.008004700020428355,-0.028293233793643607,0.030732017879100234,-0.046517036111939025,0.04751131606079618,0.0032042832896967267
CD5L,,,,,-0.027217181003145845,,,,
FGF18,,,,,,0.03918203363801047,-0.023332852223214236,-0.03147211057452041,-0.028301764546005543
ADM,-0.03954815376082944,-0.028680025671311022,-0.10009340059702909,0.00652054462587729,0.06724809195727956,0.097837248140609,0.031945823404535945,-0.02193808795269509,-0.0017215184193081492
CCL15,,0.032971991093402084,,,,,,,-0.02454611819359272
GNAI2,-0.04218634793558982,0.014683454480714914,0.010773907915746006,-0.0993561933957691,0.08435912910736493,0.0047656184717121495,-0.01020773422540107,-0.04043729453362725,-0.031078753725836277
HDC,,,,0.14010424799575272,,,,,0.021895653068378325
COL11A1,,-0.021049226103712904,0.07202778753024418,,-0.0093421393902098,0.05662463480488397,0.10054048699154805,0.0238077406647389,-0.017598253294710327
NUCB2,0.05041795943605282,0.09046968441198593,-0.003900681592987156,-0.05043898637477583,0.03780461839433024,-0.019938315414012368,-0.023750423721534266,0.02672749484322461,-0.007192304893397974
CXCL1,0.05982612261767209,-0.02745518210053318,-0.058887398118513484,-0.05777719163900018,,0.012623282864993967,-0.03452602565639767,0.07171574810630593,0.0483691332003304
VCAN,0.003250739359986636,-0.06935839603292822,-0.051006417492783215,-0.15482317485790473,-0.013426270446392006,-0.05149975142934405,0.02182004003724648,-8.120076688345475e-06,-0.07418289677550602
MMP7,0.09708497249087364,0.10785575449223754,-0.07017619008984514,,,0.06281468658786178,-0.00870169912526093,0.030352967055744143,0.0454219177944422
PTPN6,0.05216922033901341,0.07942479731190205,0.0582451667704038,0.04340802921975395,0.013527067284923082,0.023641516238528955,0.040041771183376346,0.005713661565863843,0.06520346434777671
PTGS2,0.03030539787910157,-0.03559997972218102,-0.039145231459865454,0.0017218578178649698,0.024751891945490483,0.014964531158331938,-0.0466210582560159,0.0160422625878431,0.027219611768460987
CD58,0.002291926990080835,0.06620843712926636,0.09350457225253972,-0.029073717486207636,0.041274887636702014,0.03985785888070474,0.01614069039978014,0.03655628547894082,0.039580934514755806
TNFSF14,-0.01763823361968856,0.05651145960347539,-0.07602470506188498,,-0.03250750626440828,0.018867584155903873,0.023381859712554243,-0.026297572164297865,-0.006364752410281174
CNTN4,-0.036915824965659844,-0.030486205236466207,,,0.05751790495779837,-0.04378557815560742,-0.010032761372179448,0.08797895067090823,0.020891192541283382
INSL3,,,,,,-0.005522975678467753,-0.014765383799678112,0.029160246409895427,0.04000370795929655
BTLA,,,,,0.06268989614287979,,,,-0.03249841929990062
MFNG,-0.009495184206841693,-0.030690204364902923,-0.0012720941203637197,0.01751928559858541,0.05315315780056503,-0.005134813372248499,-0.02248354906874544,0.0646818400363332,0.016318739182090338
ICAM1,0.02593208285589993,0.03390260635785709,-0.07260328783708929,0.05566106971866411,0.03151723697585236,0.024105581037478015,0.007182199496743777,-0.02354853787721005,0.014630847282556205
PROS1,0.023389699092857385,0.053220629965855006,0.05026886519358367,-0.041788805391941616,0.06820749135415567,0.0432800724062661,-0.0106835409781581,0.02400380099862094,0.04128183775201408
CLCF1,0.054563706334658416,-0.007163221238719772,-0.017127658538120864,0.019046937058837657,0.008885359530119494,0.02542884604210188,-0.01973489165647027,0.015022484823610299,0.04798535334782864
PSAP,-0.07247417758872003,0.0599501658399561,0.05975268480173682,-0.03659398613784517,-0.0019364097241302346,0.10626597203079677,-0.04092008137314009,0.06546778495186661,0.08197125923147316
EFEMP1,0.07067006730655799,0.029582182906147975,-0.058397742904746044,0.018527622832502234,0.02492457582140245,0.08982591249807362,-0.08490734296303529,0.07445090279687311,0.08367914523573589
C1QTNF1,0.04315105672406719,0.07167092996202393,0.08617704662994198,0.10753217010484022,0.01934952787044191,0.06669358088226929,0.004182008055163667,-0.03128519956546068,-0.009181303369073742
ALB,-0.012816854037380377,0.056859281461919126,-0.0572370549189048,0.12103188419755434,0.03925683765462756,-0.023054082552661666,-0.033851590474036436,-0.04402147913907703,-0.004720009621361019
CCL13,,,,,,0.011232665614217749,,0.03571712412167874,
EFNA3,-0.09330427732167453,-0.04168751920262467,0.05320386002431183,-0.02191717651286842,0.04561813522799944,0.06121449706101053,0.038488904234682396,0.00038801423379950466,0.09409731642601764
DRAXIN,-0.05554843788321272,-0.02151619513928684,0.04341360155858576,-0.029587954635208236,0.07133144325760887,0.040972046475353595,0.05064474700022265,-0.005361755748231602,-0.006931793419856704
RAET1L,,,,,,,-0.014947330320867116,-0.00738796715953923,
NPTX2,0.025739498284680844,0.03601778794236282,0.019598641556348422,,-0.05860135709654012,-0.01193719134399022,-0.04656861588260617,0.0563683414909467,0.050607815459091064
