,UKF243,UKF255,UKF260,UKF266,UKF269,UKF275,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
CSF3,-0.054203936622016315,-0.029113033801566608,0.021177929342104246,,-0.01860538526360338,,,-0.07420772667520659,-0.005334804237251003,-0.02857547664452589,0.056025426999906626,0.07025419768735042
PI3,-0.04267563492712966,0.008621957194785718,-0.006772290497867304,,-0.020949909371322847,,,-0.10580639638098764,-0.06291234336632232,-0.03677473775998625,-0.03600611208414684,0.07938955356763272
PCSK1N,0.09224485335559,-0.027616445160653206,0.018058066080649294,0.07150145457964645,0.03519785125387478,-0.062379584228743644,-0.0657220891426408,-0.048512748732561485,0.05275225793949983,0.017523343072721163,0.10497684671742387,-0.11142800217987037
NTS,,,-0.03843515918771419,-0.01535657562418487,-0.006469820303332457,0.048055215461547486,,0.06720041380876966,-0.017571633422922412,-0.024011655375603083,0.040088801575540255,
SFRP1,0.05799096593310096,,0.04574463590810863,-0.008568973894175614,0.031210583368226172,0.006266373084930289,-0.032684750696510924,0.007350911862025869,0.02947709275834229,0.008795430540520241,0.02805846560788488,-0.013264560671127235
CXCL13,,-0.021139507275387402,-0.021726817153712902,,,,,-0.017172426241361748,0.0962768775974561,0.011536515282678909,,0.014620514735632372
MICA,0.004289398461543943,-0.05112988195269817,0.005278154493597074,-0.03259483546688012,0.013369081405564509,-0.031012740465325126,0.04739618065827634,0.008435943491933735,0.052646537512404466,0.07605488989432273,0.05843426896970026,0.047982219502791176
TG,-0.030238003990996038,,0.01508140489894154,-0.017725536467500504,0.04691445032956009,-0.014669358795969116,-0.010687093753992377,-0.01844246575287768,-0.02164138742849527,0.008893504432165992,-0.0060947595003561965,-0.0277898626373589
ADA,0.002147011206202233,0.1093782082673202,-0.00024646510055065403,0.013443249938114736,0.004292721591614438,-0.0356549391939682,0.08374153339080644,0.01217872160284829,0.009268665258744898,-0.0009311932890826355,0.05798495176964718,0.03654038813827716
LAMC3,0.04166365664149661,0.05407302653958551,-0.045428842206051485,-0.01636143634796274,0.07086144052314958,-0.006899587546106976,0.11918218484105303,-0.03445352152553034,0.0652924672178888,0.06793709341664456,-0.004193588652791272,-0.05873109929779164
CCL7,,,0.02100181996180994,,,,,-0.02080226187154086,,,-0.01270817608212059,0.0411692411196905
NGF,-0.031228428716065123,,-0.030747138048524185,-0.016914916080631188,,,-0.04469312555799846,-0.02402494711465099,-0.014229085980739443,0.041411390356897324,0.05964757965497754,0.009560818618185975
TNFSF15,-0.03863346373605028,,-0.02132767820715247,0.05193699551980235,,,0.09219138181744517,-0.02027986943220832,,-0.017744880415847108,0.020031732471861227,0.026391787833132556
HMGB1,0.07880438850817861,0.04836808985293322,0.03348543083102554,0.01801261475696209,0.053842275069764224,0.024008060133301385,-0.05836883444264217,-0.03690278047110842,-0.022746188516432248,-0.03140875824784856,-0.03877716443621955,-0.017986004640669396
ITGB3BP,-0.05244945052131954,0.04180806692025348,0.010091300346449365,-0.06304224188680636,0.005069393300430244,0.0269135758634293,-0.004459037201145626,0.04727007852574625,0.013585428453697042,-0.005054858273421065,0.011617537931919185,0.01422760870472967
AANAT,0.12170036545004134,,-0.00042086312078127387,,-0.01678256100522834,0.07101013690739154,,-0.01824945333004861,-0.0194093907094703,,0.043065620129203584,-0.018983011008054804
RELN,0.09337988188082838,-0.03278572431605641,0.03682577856943404,-0.018657818909195302,0.0034878862326031468,-0.029045054216034576,-0.06659431349567162,,,0.06448790901673894,,-0.03041875070074142
IL15,0.1085643248126872,,0.019756984399913503,-0.01461430428516091,0.020852790581134026,-0.006130276700998699,0.0057954087954221285,0.03143345373986538,0.05316850543423269,0.027756574954898375,0.09554387975608863,0.010925469220801003
UTS2,,,,,0.039064082343708534,,,-0.01554074514401342,,,,
BSG,-0.031052925081341186,-0.008103060210251957,0.028976481695942146,-0.0085401283076514,-0.018167743803625645,-0.027040498944161964,0.08884558581298917,-0.01553187639373558,-0.010924985608241709,-0.007189656764584846,0.051447837682655796,0.02150404752721965
ADAMTS3,-0.02180379818506916,,-0.04719819303088807,-0.006832152041887024,0.050451902444370894,-0.047049944177686716,,-0.004293763493758102,-0.03874599843332457,-0.014823340722173426,0.03489719753078419,-0.03107314265669214
CD34,0.0075663380553158185,0.029650505583033136,-0.05986619271341238,-0.014343945005705941,-0.002323740573002052,-0.004022138035912505,0.04686177337592901,0.03331151802825444,0.05093706880870995,-0.02958345398038111,-0.028788335840659603,0.01748155943055194
CCL23,,,,,0.020931613460425637,,,,,,,
PLAT,0.06051119556848721,-0.02196482131015271,-0.0772908220850865,-0.030668251725514666,0.05781708994371038,0.025412970239974624,0.07105344682915174,0.046406030687112125,0.09503523269320516,-0.014310851281374848,0.04254591604898115,-0.02946172671356845
NTF3,,,,,,,,0.016183686033725466,-0.009078159586964377,0.02737410437253659,,
LTA,,,,,,0.07244588127465966,,,,,0.05009475692139166,
CKLF,-0.009831479690234863,-0.03388341676209506,0.020027682009427148,0.02856622815343484,0.04803775001456729,-0.028624960840071427,0.06154011212705641,0.1100069446453302,0.0636854291691488,0.12636047821543436,-0.00679054622638269,-0.0021736079164590897
CD24,-0.0808558850347901,0.03423790502292133,0.019288034852698907,-0.03179713271944584,0.07152633714478986,-0.011231041584009584,-0.12726458995817608,0.037776186657392956,0.07785293385257723,-0.018683919704677577,0.07736302799890184,-0.01591687758601976
HSP90AA1,0.060515663504385205,0.0028535761084477235,-0.002468061072257187,0.03913076010330186,0.004805026339021281,-0.026760102677266803,0.021590395341765604,-0.10342792471659762,-0.04710854944165224,-0.025729975994409515,-0.060858400298632244,-0.021674055615317638
BMP4,0.04097475978463443,-0.06183569050526824,-0.015368236912047098,-0.04444907962887607,0.02333725547770374,0.013299246767260499,0.02536040081509183,0.00743431576832548,-0.04776837376078265,0.03680796765882138,0.044890964125643015,-0.01016762355102734
SCGB3A1,,-0.031118954134377326,0.07225370030795412,-0.01865541789317656,,,-0.00722165838083311,-0.01686482148508792,-0.027609241794811425,0.05873259714928771,0.01668476350609135,0.03386759699965326
IGFBP4,-0.055137678742911214,0.029416807326156882,-0.05369411828128488,-0.016361834634024672,0.008213204904855493,-0.018177133590798342,0.043251005139327475,-0.053417932722339384,-0.004527642190297052,0.06537561019977094,-0.03358175452634907,-0.10553554229027036
RSPO4,0.023513474176790276,,0.0012212364154941114,,,-0.01477727238263597,-0.019969269192574073,,,0.005018074874103144,0.0532852627803962,-0.023936824946952373
LEFTY2,0.0004028990097463566,-0.012204770451103146,0.04337992429881769,0.01828180873252221,0.05807101501323633,0.08437684828881854,,-0.017658764658808102,-0.01658380664005767,-0.03374982743337881,0.06786374366461527,0.00010929239379992694
PF4,,,,,,,,,-0.013219636583063733,,-0.03960331148227357,0.08704604752271737
ANGPTL2,-0.011263620366055986,0.013552826967101816,-0.0027081586711058914,0.0019266705781085128,0.044234667880804664,0.015523570842718862,0.09669418295624654,0.04256209885837365,0.07992806629765897,-0.06112490077271751,0.06125874064871713,-0.007057039007662988
LRIG2,0.007081294769749797,0.019936704670997833,-0.0062723685769617565,0.0016086931179243203,-0.005743136830788551,0.047832641488417656,0.036335015575169057,0.014374309733476729,0.01802418560305471,-0.015530649828047853,0.09372345993044832,-0.006435270736547447
ICOSLG,0.04492513364435848,-0.0019006070949289771,0.05348294826326744,0.011079169751389329,-0.0011922085513758362,0.036913343383546696,0.04877500737969472,0.03688173493793148,0.06360549286037809,0.032709880465341616,0.010231284912771213,0.04383552312067011
WIF1,0.10161549499151024,-0.0185739277572769,-0.03354712092399869,0.050595043194845264,0.0015538334348925253,-0.011403271087897229,,,,-0.02307004251020379,,-0.03440781179083796
NPPC,0.00819942992754834,-0.01180113185835822,-0.04607684266840635,-0.035790353278537586,0.020194536628798918,0.027890197105349797,-0.07621806583679698,-0.031054025626503945,-0.025012438659666767,0.03256092205089412,,-0.018938377891720863
LYZ,-0.027124159600728125,-0.034711417636930905,-0.023749637934123675,-0.012877448178062535,0.012629363505566264,0.04790380981048664,0.023970502014939905,-0.021103408866795133,-0.023994557459743583,-0.003219917280917122,-0.015361394361997715,-0.000996490793680885
EREG,,-0.011454720479762665,0.0026635117731663095,,,,,-0.04222486153238621,-0.04200596242942078,-0.030910309712195137,0.051307320799595456,-0.021588035605607195
SPTAN1,0.07633026400744097,0.015143653293674793,0.020359804170260943,-0.009483524480859346,-0.017023366721386615,0.00036759204011724945,0.03837275240792005,0.009899928119097815,0.028694323540693345,-0.03368222236230051,0.0656085195922293,-0.04705584800453765
PTH2,,,,,,,,,,0.08040492594735908,,
LIPC,0.07009592304314807,,-0.02557290795048046,-0.02266303864315411,0.0352070448186896,-0.007870683890186558,0.02099023815150552,,,,0.130977688089167,-0.029241170370096266
COL8A1,-0.024231979588863653,-0.03634815402625444,-0.0069621483987856,-0.04606294966625901,0.07324455321079018,-0.03105570827033795,0.03740432498078413,0.017685616907361396,-0.041603914708731336,0.010502482258735377,0.019579525843082726,0.06293667476772719
GSTM2,-0.0039826587475170925,0.007156794515807319,-0.0017294004251367282,-0.012358362127338055,-0.01714537457146882,0.04394835595153874,-0.04139306849242513,0.07314361600754087,-0.031026560645931085,-0.015710171471012817,0.06912805479931361,-0.020772648208969687
SPX,0.04779288733903491,,-0.017490670384974788,0.04439720249888516,0.03627054965767173,-0.0011393581207988829,,-0.020973798662689457,-0.016413868533143524,-0.06107391348682947,0.08211469375945281,-0.0176461871429461
MFGE8,-0.016957276671559312,-0.014440577586582503,-0.0497679432326171,-0.04291200186617467,0.05604847133694448,-0.0016479641620402552,0.06454357587930051,-0.039725483527663086,0.02651170109037066,-0.01788636892308498,0.04182769574775423,-0.05499935164403963
TGFA,-0.01959517597917928,-0.015959585802785482,0.00015092581074945837,0.05090505886662686,0.014445935596235727,0.03919060802106796,-0.049430797618535895,-0.012124911575838533,0.036672763043376674,0.04918589548694819,0.051098110302372844,-0.04663903858754224
SLIT2,0.12213460539317929,0.023800543648347196,-0.011474612170398676,0.07513915963909232,-0.03445047835895133,0.0510816984976728,-0.036421350155868386,-0.02262657942783964,-0.05674971852360084,-0.0038468459183386913,0.053367123104992115,0.020230029609321
PLTP,0.003374434538410746,0.026463450358988477,-0.041883579255087566,0.03463475914280222,0.018750635307357016,0.013006172955834552,-0.03669952356510617,-0.02828024527425687,0.018247025723572244,0.06548348019110792,0.033959774169554,0.017687678260564575
APOD,0.015357614705251568,0.0204506493722832,-0.023736287983078194,-0.019357167110626683,0.010494285566340772,0.011266674277686342,-0.01042268943066338,0.11439750144394277,0.0719006949095272,-0.014776710056246868,-0.07292868224136617,-0.1182449454613995
B2M,-0.05278227286752883,-0.041229160669375056,-0.012557966057920124,-0.0659399479323099,0.025466559304034072,0.005375782827538391,0.1510433924749847,-0.030326158041095456,-0.05948863276687824,0.020747087247608247,-0.04269733344511274,-0.008379592925192532
OMG,0.12832916492130933,-0.007148761993566832,0.011432436205741182,0.025743777522856334,-0.005812852218885412,0.014621087087675889,-0.08489612129134953,0.09389184418047548,0.054723148620986276,-0.06342976624178931,0.12469534143602667,-0.04266253898122091
CXCL3,-0.07871168168458931,0.022364990306477348,-0.0767609450918461,,0.012392986112347735,-0.026176788306507603,,-0.08365484321536312,-0.02482460794374949,0.010897191741144133,0.013440864396297804,0.005030544873813222
CXCL10,-0.003431532494255122,,-0.023763124174783115,-0.0012993461842560658,0.038479065931959516,0.030563826311888063,-0.06185824663683071,-0.021481004054469902,-0.017731364984113575,-0.03391049541710989,0.07373856557409232,0.07673855931033685
RSPO3,,-0.01182479617559337,-0.02557289218352823,-0.04850945102074947,-0.0275578550554094,-0.022318836142825735,,-0.038145286061388936,-0.0033998297831780346,-0.017351515352752853,0.0890183359648406,-0.010463623571145591
CORT,0.05592140154260089,0.05688544275542778,-0.031036565793017112,0.012053481075185142,-0.02119314287581865,-0.001745733255991143,,-0.023720083587043122,-0.013833677781553077,0.004208527244685052,,
NCAN,0.05917645951547064,0.061879547576230993,0.03367041026182144,-0.02916114710771917,0.01879606990932641,-0.030756481067776155,0.0926477193292994,0.12131038004953337,0.04849143957188561,-0.065222120879035,0.031704561982301135,-0.03992802228053987
PRG4,-0.01695382838764785,0.08160354917013972,-0.018310098992007477,,-0.006988264065470857,-0.01888476746961262,,-0.02278423332033518,0.05991157294525222,0.06368832146116671,0.06035885757034878,-0.0260989340643349
ZG16B,,,,,-0.025774296764903438,-0.010095674769840985,,,,,-0.035191981664468,-0.015996585337397357
TGM2,-0.03842713303271871,0.021477527101057742,-0.04962398442417066,0.037340761574318565,0.014178282226162716,-0.0015605751497587543,0.05649206303135823,-0.05325624077081014,-0.022920834154517265,0.06761844640552735,-0.05235149408809144,-0.01988135845707021
VEGFC,-0.04188377839418485,0.006402915883495836,-0.028185309729004942,0.00862770518617425,0.017793707278061333,-0.01684658575123841,0.04664332132180243,-0.026771315989814675,-0.027717648475443144,-0.023415626681479212,0.03049533005944825,0.012444619137985129
WNT6,-0.04140078141026709,0.003665920747657259,-0.025229553614497132,-0.01498977320990186,-0.023475565877201794,0.026119519681685632,,-0.031054029816248975,0.02589390104896233,-0.021198616708679334,0.06582530458789569,-0.016529271975445615
NRG4,0.03604087905803573,0.07064127641189263,0.0019290419595851247,-0.01835025344182475,-0.029734824764579913,-0.01939542586815596,0.13365184696119783,,,0.035876001139438056,0.0033155178871355964,-0.02485748980903882
PMCH,,,,,,-0.01477727166947297,,-0.02114406725833163,-0.019409390021174193,-0.018868666256032236,0.017279743487823983,-0.03183359312468394
COL9A1,-0.001118978668922384,0.03550400326310627,0.03239797812784343,-0.02436805434917215,0.05710966320002775,0.026175478053019216,0.04503677981669824,0.06040576950172923,-0.0028162987376985755,-0.07085977416808607,0.0834431204523828,-0.06351662365944281
GDF11,0.06093470593199994,-0.022335641446204365,-0.028452104278148992,0.011814725123244739,0.08545428131797925,-0.01789099802800216,0.061069670992057894,0.022454209756560355,0.061207545021897326,0.03477952051773099,0.12205474798797455,0.0008840601051937769
RAET1E,,,,,,,,,,,-0.030961259193201154,
IL24,,,,,,,,-0.015764507040696957,0.11362911551010428,,,0.1019111422878505
SORBS1,0.1240631098165159,0.0004979901838147921,0.03593374654003517,0.07987848753717174,-0.006853135627699609,0.029376606905934233,0.12344311346946824,0.014991456535488149,-0.0326901862208623,0.01917272658458264,0.031440780934762956,-0.015028254052492352
DLL1,0.017262004918952287,0.011776059894590527,0.03874680938364169,0.03166058806611693,0.010752820251927179,-0.022885897662521918,0.04130627477163707,0.11426267858327675,0.07460913220370381,0.0072715611210704715,0.05767876233327593,-0.03710828828532709
TLN1,-0.03500522686777962,0.00955062097385207,-0.06315424588219362,-0.052189471121930675,-0.021803140206723696,-0.010003767471570568,0.04962758582086815,-0.07321103667195263,0.028731726330043984,0.028939870597963477,-0.02225600312945406,-0.0036467435191282114
COL2A1,0.08101331585682235,,-0.016353696074733387,-0.01623955375451248,-0.022034707848760816,,,-0.03446327899868164,-0.03390505876078233,0.02119692110978347,-0.04107509894181108,-0.022395264105000628
SHH,,,-0.04145772600939125,-0.01772553836242539,0.1342331160373583,0.03997510088859491,,-0.03285523147938953,0.08717551430595036,-0.012582030712116736,0.11139173973849228,0.014607930307768292
PON2,0.0214418523191963,-0.00028749336147766463,-0.00787748568317226,-0.010084468982737065,0.018203775066926768,-0.016821798092402102,-0.04509403761962998,0.0325360773257953,0.017281940304203026,-0.01215978611193893,0.07917248706414395,0.00886431206358911
ICAM5,0.08797462665773646,0.004365607993716536,0.00934288250169982,-0.018848090232592152,-0.01487646672893179,0.02325001767757709,,-0.04406613348314254,0.019579489276346427,0.023262498098946427,-0.025672090888719863,0.030321209212372288
HPX,-0.04568326004261603,-0.029113042363353884,0.02779594175558379,-0.014989774221067856,0.016440047458728315,-0.0054354563225879615,0.11825508367092585,-0.004139039776350549,0.06604417738248991,0.04664745414581002,0.05960976477822008,-0.039669673518459195
SFRP2,0.06275163747863927,,,0.06246503190324309,-0.017585745055343844,-0.01651211980932301,,-0.005627340501506681,0.04495917240313035,0.01290047395806173,-0.022068043831211238,-0.06736378717312348
CFC1,,,,-0.02532905005398339,,-0.012705502824057613,,,,,,-0.021994967340601614
CD70,,,,,,-0.023700211373032985,-0.03788361515785077,-0.016377128634889323,-0.03376412283397673,0.002914946820624666,-0.03314610824372121,0.08576204879848977
HP,0.0027704026153221235,-0.0040556242110055115,-0.022078919090299177,,-0.046065734249628225,-0.0491080944259047,0.00760398134182445,-0.07659297005564024,-0.036643462964848904,-0.01059670114089187,-0.04221965119968886,0.0038807194119405107
CXCL2,0.009816105461948742,-0.006278372937507847,-0.02242682975012461,-0.023167344974936457,0.02517114493850532,-0.01719583859962107,-0.034388443561513084,-0.05688473373205685,-0.025197233981253765,0.03619441745415433,0.06258106888307202,0.02277962297076036
NPPB,,0.021092055536871948,,,,-0.011125454988874307,,0.0010704510445255773,-0.03792416389560283,0.012495251850870618,-0.028629856617921997,
CCK,0.03754926027743718,0.018873442403366074,0.0049116917985623605,0.03465261009654122,0.0007305371236773529,-0.006507715378743455,,0.015494190033862622,0.026027663933310585,0.03408710317325479,0.07870711708755211,-0.049304034717021994
SEMA6A,-0.00859786683426403,0.029177894785636628,-0.035116776888092276,0.03856970431504757,0.0017273117827719823,-0.045752702689545136,-0.054515360105920015,-0.044873101927323564,0.019287331299146764,0.017048869345829724,0.08733182880794872,0.004789370131411407
IRAK4,-0.027102179356851115,0.009524392465071325,0.015865469663226505,-0.020711835617599414,0.05107229826039397,0.04774475869914441,-0.06035727277186817,0.012759914545757775,0.013747616135011393,0.04360556132144486,0.0886650335455268,-0.016895707748404154
GSTP1,0.0011243043468087733,0.057082772188580135,-0.00641099793351782,-0.047967342236036166,0.03336761867425046,-0.02774877972345779,0.09172893803462945,0.0054949131001745515,0.02016897094602424,-0.0037279132467227163,0.04894380258773136,0.03631162742876149
VCAM1,-0.058928599961320695,-0.03632080472864936,-0.020856582903140703,-0.019507591010739112,0.014978051448942355,-0.04590881957230971,0.08978079345324667,0.014092303239677188,0.017224063365264917,-0.009566576574192954,0.034994969725039675,0.04894847307760305
NXPH3,-0.004845705483914752,-0.020962821650024756,0.07783949510627029,-0.04721587584084614,0.010630677080661621,-0.0035708928461861663,-0.030877736964093527,-0.013104650082559151,0.03106029332752246,0.057591666936867444,0.11512941394667599,-0.05841409091037712
MTMR4,-0.021390697409123485,0.07826749958535285,0.012099047156938514,0.034047337488363125,0.054353251057107116,0.042142214933207384,0.06530818457890733,0.007059780141219943,0.039265742448672106,-0.0028085258059393717,0.035010363923123435,-0.0517188473528028
LAMC2,-0.03615049173504722,,,-0.020538414412071326,,-0.014005706628671559,-0.03490645463545115,-0.01938102332841689,0.07776261098775357,-0.01831498369480494,0.09060939980568983,-0.00309563932685542
IL10,0.024414967345188752,-0.013212008271230483,-0.02797388555674929,,-0.028914456514895936,-0.035804751479680944,-0.060793348675944166,0.05382918121195339,0.003975345950353013,-0.02116921550988739,0.0902372423729325,0.08863204389441992
SEMA4D,0.00785806836380423,-0.0031278278370995174,-0.014659007520722288,-0.03177754328991047,-0.06005857698551713,0.0536283201657637,0.07551304051702187,0.06716248541298207,-0.014124230405027357,-0.063687404798103,0.11124183744460125,-0.030803656015102383
TRH,0.03710033662426345,0.06974593860532442,-0.016093276816290553,-0.028096945999960238,0.025147541362913674,0.028872361604190915,,0.029032567933468506,0.004209031355832368,0.014862087667710373,0.006984213630703638,0.06014057286635138
SEMA6D,0.11467294827890338,0.030093207427498946,-0.04470029768365171,-0.023134076270778504,0.05465783328699442,-0.000872692386960242,-0.13022622745959986,-0.03786659851139247,0.026388927959696173,0.0010430140135874607,0.08114886915913873,-0.010583876981676241
CEL,,-0.024674208408795698,-0.03175035877581476,,,,0.06234900723114491,0.08468229732144107,-0.021238682761326462,-0.002341397917875497,-0.02473176747341657,-0.005874539902920202
PDCD1LG2,-0.03253132697046758,-0.03038038346990542,0.004819390163447084,-0.014423115233685222,0.01865323157876233,-0.01417608644092608,-0.02462840533788285,-0.013301735213804356,-0.006945046831978322,-0.0030239243651951167,0.00601756740194144,0.01654526884181685
SPINT1,0.07364522010630495,-0.029625725447486245,-0.025429044598953607,-0.018655423593345054,-0.01989635523360285,0.02400460685518202,-0.06197526812642537,0.072968489855145,-0.022952214533074076,0.059349787296897716,0.026971250077157026,0.08595931377879948
CTHRC1,-0.014168918278554614,-0.026417807159262792,-0.05985717891162175,-0.022383067636578578,0.02090907234006452,-0.019180464844441976,0.011743747509331291,-0.040881182226755554,0.06319683715022706,-0.0013200560431722694,-0.009010571721573676,-0.06606617339862675
PODXL,0.02748271477404553,-0.03491202644561664,-0.0812575854084273,-0.024767385108033262,0.039136250394984605,-0.04179595016358268,0.09216568563565919,-0.05410785380785079,0.0019316306294001756,-0.0005923190192019268,0.018567349101664667,0.017220850181221006
JAM3,-0.008141428428325827,-0.034334758974805805,-0.007465063217999922,-0.03021229881939208,-0.013813242946908673,0.02407813250003683,0.03905125125603186,-0.11619153967585598,-0.024345293112797435,-0.0004360422135931043,-0.0023722162022734327,-0.028495642766138238
TGFB2,0.02345691366266237,-0.02209076761980989,0.004977042846408472,0.016459463519073864,0.04326529675718073,-0.010518183976260627,-0.015660255809682878,-0.0033859637331130035,0.08924630621689611,0.03831496757926806,0.059956518896446986,0.13326298498005892
COL18A1,0.025450147425970123,0.016772604414819852,0.015460691794021864,-0.055616505547518715,0.041730886437042945,0.034184398547422785,-0.019973348669469388,-0.05797781394236911,0.015095876379977237,0.05616063380187947,-0.07143772235333451,-0.11452960927467927
NODAL,,,-0.01987370948558249,0.001597670887522589,0.10492677400939895,,0.05821834945484178,0.03305544171051474,0.008821637536226957,-0.020944557504174312,-0.015634270605058082,0.03282414474661954
INHBB,-0.004716832424846514,-0.003000456993188546,0.04568571069647282,-0.014419547238032161,0.009056381379640299,0.02349335866220455,-0.04001774944485586,-0.06542990223746405,-0.06667440708966585,0.04053802022689241,0.08229999458902687,0.017425811740739896
LCN1,,,,,0.05951607606742027,,,-0.0250666386770574,-0.015175139741925416,,-0.019743018200718325,-0.016789649701855185
ARF4,0.017838208621081496,0.04120574912087804,0.0294608815542147,-0.03051573594677487,0.015020928051832465,-0.002457256073396154,-0.06547963510751147,0.05906671696270052,0.015478623022851733,-0.02675488440071983,-0.03229775447010201,0.06401029322795794
