,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
COL4A4,-0.0014369954083986625,-0.03113410419268405,0.05726757305870507,0.037539806211083646,-0.019612353726249473,0.008471240586521964,-0.049800628468087374,-0.07118776106946081,0.0010160989545273038,0.025344416032129998,0.03595286717812444,,-0.01185335974051056,,0.05896113099321456,0.027522089081218015,-0.035161355356831785,0.016572221445393217,,0.05996447667596615,-0.07833479624417693,
TAC1,-0.019520833919185195,0.4644730815772367,0.15045320346791727,-0.01955080506843859,0.07023877677145597,0.1017498045808585,0.21113641346121567,0.17457045518088593,0.4102620286363887,0.18574794426716912,-0.03170093563136163,0.2969178729050028,0.28316907554120935,,,,,-0.008528364526674504,0.02366088688869371,0.004877676870752351,0.2317815452925674,0.18039194068555653
RARRES2,-0.01569515212392433,0.10814917999648074,-0.015633917832547386,-0.029537843745802997,-0.021346315999122508,0.043015554981171114,-0.20230110576021973,-0.1116836235445151,-0.35734376096817994,0.11359604613043084,0.04362517656088261,-0.07021733122611752,-0.027212682858516864,-0.0010519897488357032,-0.08342429085095411,-0.15500770025359348,0.014787468013850641,-0.031252509949285516,0.00014998834940414322,0.013271085257768926,-0.10985030119839477,0.06702190858780013
FGF7,0.020702810034589958,-0.052101611553124504,,-0.025562460317021012,0.013099293489768618,-0.014075908683404722,0.1435155447692758,0.007016815480266014,-0.06182097785399925,0.07364780907910644,0.025883149419899894,-0.011386572854156361,0.0005466723737911777,0.03569254641236879,0.03945387976020195,0.09184420208302517,-0.04827013280708678,0.05784185431935323,0.020477465407307594,0.06571621466374294,0.051314641116352186,-0.019308579179066195
EFNA2,,,,,,,,,,,,,,,,0.05780517340606237,,,,,,
HBEGF,0.05370494253955955,-0.05687197667481171,-0.0020024412975874445,-0.031917491603372844,-0.06921051552724551,-0.023517388356122118,-0.13098450739406878,-0.11494530928525484,-0.09759003672268844,-0.18168397567785163,-0.005794260707214666,-0.23362205822338727,-0.007776757531949697,-0.023581393923408252,0.029783740946712177,0.015964791667509484,-0.011587660040129089,-0.06301668552250765,0.052249705037399556,0.06169008577402473,-0.11840522534147487,-0.04858926930406589
CSF3,,-0.05578421559702371,,,-0.040544173581010715,-0.010482393600118952,-0.007695603560034026,,-0.014178753848674477,,,,,,-0.10517995208874927,-0.23098638241420721,,-0.07715696137693145,-0.046031431693982106,-0.02172850742841169,-0.11713769667538843,
PI3,,-0.056232926133638936,-0.049828606713185196,,-0.028810064922854785,-0.002896844938779764,-0.06556581001201414,,-0.05944418949280165,,,,,0.057968211275814,-0.20175416318577047,-0.2987707810534925,-0.019394270561176673,-0.06795074613832275,,-0.02993000531595476,-0.10384723500839012,
PCSK1N,-0.010006382800444847,0.3147934125725605,0.0759756108050712,0.03648197200652035,0.037606235436460134,0.02769974597741563,0.07432097343407112,0.10318944453857078,0.21575200899538516,-0.07956084433348479,-0.05351531020957251,0.4972309115103272,0.2371563208021994,-0.05946670654305188,0.1623317014943997,0.03278600849467888,0.017578198836224992,0.19324743259508473,0.10869174907762504,0.0336329510781198,0.2771771881956972,0.22748052455903534
NTS,,,,,,,-0.07466426623477464,0.09611813768447137,-0.050406646355307554,-0.02838229290119918,0.06494091247309479,-0.084805418672365,,,0.0597059569513313,-0.005025813453462629,,0.14908988899741163,,-0.03217695657575063,,
SFRP1,-0.028403306444520254,0.12877529025396275,-0.0021961904717291672,0.03364072068721021,,0.000267833854171491,0.09762882645518267,-0.05833137744785397,-0.05210000550100234,-0.06585078084152633,-0.03241642034462316,-0.12135639412476706,0.09323417240139523,-0.02144035129651925,0.12458683979827949,0.128563285631739,-0.022085162182888547,0.06122856920150972,-0.0930281588191904,-0.03142924562337947,-0.021286970677207855,-0.03923520960480917
CXCL13,,,,0.011097928174069025,-0.04365671643587544,,0.050070624105191905,,,,,,,,0.0002906623200017216,-0.07138537778696892,,-0.02109632235288304,,,-0.033388222508418726,
MICA,0.007373551039769433,-0.06770576636125862,0.005816861850675864,-0.048822921765239016,0.0310360259115234,-0.04070884230904207,-0.0531966030798339,-0.018110920887129494,-0.1541438971990604,0.007333040778710533,0.03387523921508967,-0.013636581911834518,-0.0456062624770022,-0.06654388855653834,0.04534468921501703,0.05145801629204065,0.11213126283361222,0.03878066838558489,0.07929520501416291,0.00675095735820763,-0.04921083247343333,0.03473175530190994
TG,0.01878608395699537,0.021661762726028384,0.019039765879468984,0.10859020934730239,,0.00606926313117724,0.012704868183327549,-0.006478905243708017,-0.006270504946246782,0.011301712941301669,0.018534633239480385,,0.037127017210450274,-0.016504396366863544,0.018904466376572834,0.04482454346153058,,0.003768507471130255,,0.039184150003777715,0.015273942062303996,
ADA,0.004876694022096945,0.06192303350736668,0.04975629174827541,-0.027116647980705833,-0.051869740859127995,-0.011213062205730491,0.009443250967138139,-0.01277241430652692,-0.2194486387312722,-0.007158986616075746,0.0037060425565853972,-0.1787604272041628,-0.08972690261525718,-0.1753358141526915,0.05748111767831988,0.0015667779742270834,-0.05882694632697906,0.03533902646912273,0.012030592812221335,0.0531060951909375,0.060609775142958636,0.08089909423356068
LAMC3,0.016344469280735633,0.10989039825313522,0.04691263467860855,0.00012127721679388594,0.03680388005033457,-0.022784417623261142,0.06446483232187465,-0.020744746953755104,-0.1877092701389201,-0.05379343561187259,0.026052157356770782,-0.11987841854904283,0.005626678984002875,-0.04974445856878844,0.02821142302360655,0.10586643465153818,0.0576120041325391,0.01951816864377386,0.08753028218843767,-0.014861829444698027,0.08107931516785638,0.05236105536815631
CCL7,,,-0.04419720922821808,,,0.025160441321508957,0.0012399019433557642,,,,,,,,-0.015065751707758394,,,,,-0.022769369538837844,-0.11230212547137332,
NGF,,-0.03213887235536475,-0.0012180381112282582,,,0.06077377663472028,-0.02761776373394425,-0.01787889494312974,,,,0.15183425714715898,,,-0.02716527123719532,0.1175586108286048,,-0.04057360258186506,,0.07349599608437639,0.005167877919167121,
TNFSF15,,-0.010606067988452927,,,,-0.03126592875326183,-0.0301759784459606,0.011293121759337905,,,,,,,0.022849643088771687,,,-0.002104177640452783,,-0.015227340479914956,-0.0567708542075706,
HMGB1,0.023790186402964767,0.12205617355895397,0.06668334668374161,0.0015531617604336116,0.07561760328929568,0.015048221884838495,-0.0030969995893718187,-0.07170484461038104,-0.2994505995843173,0.10018159930689186,0.006275391722155366,-0.16792198037485806,-0.004275321751228871,-0.09342402397104142,-0.034342863986124426,-0.053257902862159326,0.02798956089107024,-0.12737775253449957,0.0014321675923559863,0.015766481172352124,0.08132216162172205,-0.20253675120317868
ITGB3BP,0.03834124405500016,-0.18804060990980143,0.021225031070078063,0.012834231301032624,0.018707205195237622,-0.0048100926209613155,-0.021976925065844425,-0.10653743389409633,-0.18873877749559123,-0.00894043726789818,0.016723896597286337,-0.05635075952755961,-0.0723458352124073,-0.01192600155200854,-0.026592991761052988,-0.023586599667575515,-0.04305866317541636,0.009514001085072561,0.016806160233589423,0.05004025249110292,-0.012811059575135595,0.004025563732034399
AANAT,,0.022518150662072377,0.06116025933389174,,,-0.018173679756216768,0.03442481437545123,,0.05542659188107195,-0.042579266243824965,-0.025054400133361392,-0.03145542507827556,0.09305754670220043,-0.015003567685102488,-0.0560801355135995,0.0298110344239102,-0.02823482693282769,,,-0.006671203275876671,0.0024116482337294136,
RELN,0.006587069798307315,0.15567550023432755,-0.02656599097221851,0.03323605974898155,-0.05024243054792653,0.04074962075002627,0.031887948983739874,0.05438806892493314,0.12130619909091321,0.038633295726191196,-0.027481063511468472,0.05844117759659721,0.1155010793543891,,,,0.09161487827978228,0.021894356823160505,-7.001338662831746e-05,,0.12119694406303158,-0.08495575004718553
IL15,0.08421221493355396,-0.03239000033098164,0.010757288575972863,-0.013015611728789641,,0.0016896362576239534,-0.035566767834120126,0.004909342309092971,-0.07854977829009323,0.017746204924307823,0.021397740796973756,-0.08011969414262275,0.027156565063221668,-0.04868028152368039,0.019369579398071695,0.036542062551311975,-0.03516135090096033,-0.0035495009183415644,-0.04868523449784187,0.041736246848537474,0.008946128077871467,
UTS2,,,,,,,,,-0.13193527351667592,,,,,-0.01485659504966074,0.027545803661470355,,,,,,,
BSG,-0.016713463997840416,-0.16684264522564882,0.0683565194258238,-0.03370234907664545,0.03950951387110642,-0.0029579692991343292,-0.03329821316693191,-0.019084947173021925,0.156084791827456,-0.1252915457348893,-0.02866344530523739,0.3049909156337731,-0.06705426131901308,0.1835562151571244,-0.014949860601548669,-0.0617515500299062,-0.01612023873583998,-0.14225905303656597,-0.03662729605160088,-0.0050042422828338205,-0.04551121715930976,0.1251289408860683
ADAMTS3,-0.03388187260623445,-0.08431924352859516,0.002098237131491408,0.04214832651792854,,-0.021779651187389514,-0.03389873766519051,0.03741267295969073,-0.2962016835468219,0.020819736908914067,0.02071600397918579,0.14160845860824853,0.027474620562360746,-0.14743346465977247,0.17736366881730897,0.20155066334914193,0.00297251759149736,0.11053414307520719,-0.05597377848972145,0.05160909840771998,0.042387019267031534,
CD34,-0.009460793559034909,0.19122291939577588,-0.009129524902492211,0.04753677767521765,0.08769846833392232,-0.0010460257924685716,0.09475616121398728,-0.05083978036211879,-0.14254570267721592,0.033141813395797054,-0.022308805801336686,-0.019645213449027043,-0.001940523030143088,-0.02772466583757872,0.07313952234216185,0.08906950755942504,0.014941959618662853,0.028429883146709457,0.03203527291961748,0.05421839882150571,-0.011761291810424046,0.09604444433774365
CCL23,,,,,,,,,-0.04647018061678841,,,,,,,,,,,,,
PLAT,-0.019786987587649397,-0.041349699691751875,0.05223832405836116,0.010288073445657065,-0.009170933134421935,0.030536148188570585,0.004994567676863269,-0.17733613239280277,-0.2929494022429624,-0.2070407669714743,0.0530535048704898,-0.07159944300520833,-0.1902998587364376,-0.13613462424425787,0.2518906326850392,0.1467543861402815,-0.018596687178074268,-0.022188841343963372,-0.039945802412338256,0.07921156731246971,0.022592058778013235,-0.008554944047260964
NTF3,,,,,,,,,,,0.007061362680009891,,,,0.16831175584371807,0.19327581116908538,,0.13687931158895852,,,,
LTA,,,,0.08209980773430049,,-0.00015303981116529964,,,,-0.010443215467651548,,,0.03633952838150701,,,,,,,0.07345000459751173,,
CKLF,-0.010172667764201747,-0.0030112069206943495,0.012713890708768995,-0.007485826992457718,0.07998677118570038,0.06289781589543159,-0.07036450054456923,-0.1322951938953949,-0.32313262161534384,0.028919783811498373,0.034906220412163805,-0.18287945072707265,-0.17429650540825267,-0.08563150388788811,0.1192120194276205,0.15511601443745135,0.03160848935080194,-0.0006679815256909293,0.061176488219534655,0.006011997452092289,-0.10632678214349925,0.07466320220063727
CD24,0.012910248640457209,-0.07482519704166216,0.058887521996449324,0.007769226991095249,0.07416676192264629,-0.06108090158629774,0.018077303559714968,-0.14962826654481473,-0.017670479620356123,0.10447209792255215,0.0653390215127851,-0.07758131974661257,0.06409537169706446,-0.018764172619592505,0.17872310544708256,0.1542250100931052,-0.03391934141435649,0.23532229599983354,0.08458585426201537,0.00778282491316703,0.15422278679851728,0.054557884901088906
HSP90AA1,-0.035001990498194115,0.15252746855934057,0.011100367811439601,0.01135162631312735,-0.09766421298577081,0.022557626006632615,0.19671432575229889,0.20160662572502064,0.3890708122780102,-0.041504118032923615,0.04454665490685293,0.45764993715590147,0.22937536328225455,0.05630482019622878,-0.23746851588583895,-0.34065260704864103,0.021752213751167822,-0.05639050563329022,0.03396399516099903,-0.0435881207143904,0.19049804258548086,0.12459607064536203
BMP4,-0.023266411371726758,0.14640448381171678,0.0024624468831481445,-0.036927800428245894,0.046958534020504976,-0.0038361159288107373,-0.04470093711700197,-0.11658231291729687,0.12845291974492412,0.05551099273579054,0.04642117173194091,0.05399346777415509,-0.051206907092007765,-0.03169369409036044,0.07404255943304466,0.004049270318589055,-0.004373817963408126,-0.03361125061763799,,0.012871697745694554,0.0027076128365992012,
SCGB3A1,,,-0.0123740836971589,,-1.362110387185944e-05,,0.028927957319008303,-0.008198635575138603,,,0.007133031700044236,-0.04876457496345921,0.013514454201806057,-0.03850925690122455,-0.015315105464776739,0.08506379426367297,,0.03747079289540356,,-0.021162824930867213,-0.06324586389232648,
IGFBP4,-0.027408623336747304,0.010447416826038424,-0.012028576806947175,-0.04583750407441978,-0.0016910657519362152,-0.05110100206005851,-0.11815684101884227,-0.114875967894679,-0.17801284733803704,-0.11109951104584709,-0.0068305809421545715,-0.14892195249765106,-0.08648304022472005,-0.10409212963486386,-0.035808398109128455,-0.09380165284634587,-0.00806792926606901,-0.14159912141277667,0.028500649212516143,0.0019510608118853642,0.10906634774067898,0.03782387738729368
RSPO4,,-0.03926092758059587,,0.012525131301212519,,0.016187778579438802,-0.06506926739781063,,,-0.03797294239009162,-0.0023579807914876428,,0.054044145358561446,,,,,0.04776472968885561,,-0.03270164313168821,-0.019510651364822582,
LEFTY2,-0.022383984725455212,-0.02874553722588397,-0.007925608694335593,0.05750667230788363,0.008559053423445878,0.007883878297803305,-0.04600802062968918,0.010081074919512593,-0.2039803100020105,0.0028650896191206796,-0.06745685558576231,-0.048681710940486234,-0.032053078223944674,-0.06305918021426614,0.02731942292650954,0.004524254994025846,-0.036999814360701,0.010276313441835737,0.05575009770820851,0.058863028698603444,0.05175096219361744,
PF4,,,0.0322621248316443,-0.011801279640249416,,-0.024497268716327278,,,,,,,,,,0.03886794076550981,,,,-0.00596207792776651,0.012410365074750372,
ANGPTL2,0.0028808091752399417,-0.002628258435265783,-0.014770494723251386,0.015282460980129068,0.06551510163339921,0.012210795241670605,-0.08833022112844259,-0.1421015374622913,-0.2613952087847869,0.05954385999841584,-0.008749374654500123,-0.2081378482343929,-0.09328494900465022,-0.05656939045036192,0.12101228897232888,0.24035687882368245,-0.06630491568582249,-0.02677641040244891,0.060943481990901986,-0.00620206014705538,0.07185266258254296,-0.03019843467139974
LRIG2,-0.0032228574408559663,-0.07773685990389119,0.020433706713257463,-0.011894426277621233,0.05847918169127374,-0.022111452330815167,0.07198272617477423,-0.07095086604635979,-0.10481821229266602,-0.03509562750681767,0.05092842524669475,0.08511332891827966,-0.01491828995905187,0.04821899259035599,0.07141493296848075,0.098383660477188,0.055860051910836414,0.024835662391961506,-0.006862230479353325,0.058217183080077395,0.021581087746564438,-0.027399384352420626
ICOSLG,0.012335273813008378,-0.06170607248422282,-0.011034845292418006,0.018730183200186313,-0.019621345959351347,0.015784498707778163,-0.02213645363152046,-0.00745281668839719,-0.20698836181880978,-0.045831974489864966,-0.029826441283289498,-0.13319180499421363,-0.03722785542515979,0.043903468019509576,0.06963917476563708,0.10462525069016541,-0.004497332889940442,0.02680746975934256,-0.03150050534519736,0.06263043405287513,-0.08329140653583603,-0.03581811370151811
WIF1,,0.47956782850386875,0.001453730021687184,,-0.007106571972005394,,0.09309682450962216,0.1884984333788709,0.41950509352967996,0.049091227156571486,-0.044464941650513325,0.2931133636427378,0.2416221369431905,,,,,-0.0008832734244832158,0.08049445707030854,,0.026572450027035597,0.20805150583967122
NPPC,0.0010784919210001637,0.03602921152525158,0.03274964178530353,,0.06446783549260013,0.03311762174439665,0.06441189022826606,0.05189513204454042,0.04229502152006717,0.0051263787861917905,-0.030804068148913594,0.07530435942129346,-0.003744741928954114,0.008946261025794364,0.09830817884266704,0.04092680258870787,-0.02678661639436475,-0.021228726810406044,0.06936219655672751,,0.13883509488465065,0.13751645874096946
LYZ,-0.04293645055849616,-0.025041940022946532,-0.03596345628304339,-0.041830808186515016,-0.020167426556112214,-0.023827918134614195,-0.05899638772587926,0.019821449499256162,-0.22374923494565474,0.040134399192290594,-0.007016531930919204,-0.31095758276643987,0.014479132954926094,-0.038341231251972904,0.024832241676214586,0.10788549269736232,-0.028864738242450914,0.040359216458913584,-0.01165957271414507,-0.05673636798981484,0.045379168157603934,-0.0019825005154629496
EREG,,,,,0.0331154757546638,,0.006854186537865331,,,,,0.0034599934366074396,,,-0.05676432654646059,-0.08478055839833964,,-0.09674367148763165,,-0.031041821226651087,0.06561032643969746,
SPTAN1,0.029404681625286613,0.20083362799869467,0.07410964049775223,0.03677039042238611,0.04405484868823242,0.05557896110781214,0.12313521921802477,0.10019858619109717,0.21413240128300917,0.13764283995152282,-0.024519545856022805,0.4374545122959283,0.12861527585002402,-0.0349644551506132,0.0774828238980078,0.20871656669516642,0.02025917779166553,0.15822190467454875,0.10584031377136227,-0.01739308223342775,0.24405619809544252,0.18764909206230843
PTH2,,,,,,,,,,,,,,,,,,0.01139973532616724,,,,
LIPC,0.004995667636837412,-0.059104349376819576,-0.004853851701611507,0.012642274719189621,,-0.0015809983577469752,0.0004589211969018241,0.026682502400836573,-0.0657687163058693,-0.002441236033296113,,-0.024697457173044994,-0.0010243918763079515,-0.051367450886581414,,,-0.03287922040546875,,,-0.030643745289136527,0.021260542283897566,
COL8A1,-0.01468497280227752,-0.23856087685133667,-0.0602325027526059,0.009510659439388582,-0.004029466215625119,-0.026065123853376355,-0.0914223373461796,-0.1432324276498096,-0.09729889936802483,-0.0727656921308766,0.05680341478506784,-0.18467956750623082,-0.1212930791355157,0.037852812047733976,0.12801322848608412,0.013819331402564437,0.010750527169987157,-0.0654421145368367,-0.02848459332190827,-0.025343693870729853,-0.11962669996102644,
GSTM2,0.018997808317943666,-0.027605612532666746,0.052755878930850784,0.06767272600938157,-0.004599626049782035,-0.0528280479341706,-0.027361281415622305,0.03644283512197675,-0.08065431960866773,-0.029895890312089855,0.03381703992698734,-0.05561496058573952,0.030046471627658115,-0.11625356577989786,0.05021418003587363,0.12697313018673295,-0.047329352757456096,0.090718705579179,0.01912061340691672,-0.0265039481164275,-0.0814320702216992,
IL4,,,,,,,,,,,,,,-0.04910238063547582,,,,,,,,
SPX,-0.019645522279173037,0.18040847712892594,0.03191820424065183,0.01483108484544516,,0.00037593374689394617,0.19802565176725487,0.032884988182531785,0.21895612379596446,0.08518689141660818,0.027579848907444655,0.07309597821168166,0.14082757602136806,,0.0686413765182716,0.09086629354459014,-0.013882728352176715,-0.005555015262432932,0.03207466008951034,0.019988143123472014,0.029312193666212186,-0.04660210954817985
MFGE8,-0.05440697009785642,-0.18941259077833578,-0.043432023389393906,0.03998523763034834,-0.05577627789991538,0.0202377971011073,0.13494651156501697,-0.07334471327543896,-0.06268854083023571,-0.05302230639121216,-0.0017411143707786862,0.15819986310121145,-0.031358396134547,-0.1266794381441095,-0.0774884559478395,-0.029703937360089538,-0.023746864738938094,-0.0782076594224859,0.029956317902181943,-0.01499803379029175,-0.01686107008762339,0.05039315921227776
TGFA,-0.009159426655236256,-0.2517533814294041,0.08266791528798623,0.004978090312641841,-0.055132434817131655,-0.0293232134355887,-0.08042984896590671,-0.04857210013291497,-0.18930639597144602,-0.13897876306187545,0.028087604338732836,-0.10922329544452768,-0.08263219327340281,0.09989485826347458,0.0031563539167501066,0.11357171142811369,-0.035861959451757505,0.09741708670454934,0.057703120516914376,0.06360914952074197,0.038477147580137275,-0.18217880380338194
SLIT2,0.03566353286829392,0.46504178291412873,0.06052025974936558,0.004761622581736822,0.02952527910301493,0.054215440768749325,0.13788304463018322,0.02860761976032309,0.17049610353458977,0.006977588543028259,-0.02026053429709506,0.19017159530927907,0.1881069403947495,-0.022034190351413418,0.08227786813716435,0.11408645825309309,-0.039825120924304666,0.044783717535021965,0.0478573772478876,0.00667867492833633,0.024043894365806683,0.2612370045772298
PLTP,-0.05110777213379895,-0.07538029110686441,-0.010090546247341025,-0.06664604249618047,0.01248553607045328,-0.05381799472218761,-0.16988988298207894,-0.09138003822483706,-0.362443073473244,0.009276458468119777,0.06419036391050999,-0.40088766702130074,-0.038443642647918344,-0.10212836093259225,0.014732620013936245,-0.08124077850218632,-0.05010454261225829,-0.12468606380228299,-0.04486675460750956,-0.017904035821441625,-0.027110367456764876,-0.11192391978918381
APOD,0.013054680367198921,0.18924004023225824,0.0689158645543329,0.08755484945396774,0.05236402191540643,0.0009722008843255184,0.0010599085424802504,-0.07511252527602665,-0.3402964181911427,0.0674236590881576,0.05004711753548996,-0.2842876976276628,0.09035661356687745,0.1765315470911935,0.18213516707578964,0.30936887534046525,0.0051983681373152105,-0.11107824135446798,0.014626838932488829,-0.07377225533929661,0.08652078193835441,-0.16362380100132826
