,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,-0.01951542621894173,,,,,,,,,,0.0382541041556697,
BMP1,0.056440867239105866,0.04659732204762376,0.005029546525007383,0.030808704657801625,0.01411044251149915,-0.06136688841777379,0.07966116214409978,-0.011873144226217672,0.02047375930528426,0.027826701064388455,-0.03471929080698221,0.015517921767658061,0.09826829994844927,0.03288375027736864,-0.0685850873627124,-0.0028609070145915044,0.08421864786981995,0.04187298446021103
NDP,0.01803618560663344,0.04170628973712692,-0.05312039433781364,-0.004188812787712994,-0.008628401695552885,4.776735154731795e-05,0.005209776605831452,0.02409587996525999,-0.029037199627249155,0.015465996862920406,0.0940406741680161,0.010806949007094268,0.05523818141304858,-0.00637344392101727,0.07826995827881465,0.08016816370183875,0.04496623338410467,-0.054855510028462146
TNFSF18,-0.00967098667474857,0.010999731889730765,0.07463506923137263,,,,0.09566960913908501,-0.01664477104371502,,,,0.09739446812482087,,,,,0.051252484218410374,0.08204708237442374
IL36G,,,,,,,,,,-0.020265313503012215,,,,,,,,
RTN4,0.017335528543211694,0.02030764947481213,0.001387570955077487,0.027435491256724547,-0.04159388386435855,-0.0018136255843218215,-0.11047781755155019,0.015447466042285744,-0.03939052150844992,-0.03726120230520329,-0.05617551189865075,0.04739190234819958,-0.09226490283417425,-0.0465729753837603,-0.017200454923349068,0.09594765995979569,0.014176687946259666,-0.017788064986435537
HEBP1,0.03859495546783531,-0.006503154834558972,-0.047714291153364854,0.06926238565649966,-0.01362582740657447,0.028694679102825665,-0.007972584942810506,-0.009722226914732415,0.004785739026155651,0.0030757721819627774,-0.014500744915258568,-0.01651640485766623,-0.037230531827331506,0.08071752431820028,-0.008867560375782721,0.007711762906050544,0.034932667884119806,-0.05012287774740559
WNT7B,0.0028276772242490904,-0.04303839650030999,-0.020649633186899937,0.0698640380584677,0.004662606908430365,0.038219550411500595,0.03022873296801853,-0.0024709474855443003,-0.018173877428627083,0.008901239757661961,-0.05640662596691899,,0.16482461251270186,-0.028341701625093276,0.028918099952805254,0.030837569804075277,0.011769553127521296,0.056997874438270923
PTMA,-0.02126762478820202,-0.008314901879436011,0.027736547581772755,0.023543756256196972,-0.007783271562527829,-0.003258982824206388,-0.06589040889815417,-0.0719776678266883,0.05180163117954212,0.0421111214411536,-0.015843672717597214,-0.06716173164644659,-0.07168970650171255,-0.035992453755509926,-0.019830686730283237,0.05431768772760754,-0.0030337358648272104,-0.03201124350523721
FASLG,,,,,,,,,,,,,,,,,-0.031102470759773557,
CEACAM1,,-0.015360309900583144,0.06736249907663198,,0.07291764099447727,-0.024875254860974617,0.11343559003300843,-0.016530101857194134,,,-0.042475603853192094,-0.04262609646299226,0.06745755288429142,-0.01062118751957169,0.03383314700835535,-0.02073676808245308,0.10594001584765773,
PDAP1,-0.05246539404303965,0.015119811062797067,0.0028441451321877423,-0.013283060621161838,-0.007660322609915607,-0.02480968106971437,0.08031640997502593,0.01590241519005969,-0.007667397243313771,0.047125986205537436,0.1131964571030642,0.033384242797681964,-0.05428641982420347,-0.02991451489180327,-0.0030931168213871644,0.09771285978672292,0.021795930321908963,0.03963734604215288
QDPR,0.029489637953821642,-0.03556244684623368,0.11227079852685605,0.065363142204845,0.05024133658688579,-0.03145238634228284,-0.0964304559598944,0.009662271485313534,0.01259542312232648,0.04815050075260707,-0.029811173698806127,0.08023708059010588,-0.135768570042638,0.017865270177041502,0.059386813721457724,-0.009128434328788466,0.04556904366932025,-0.0753745226107713
POMC,0.06232528829795985,0.019622414221547754,-0.004871244272959872,,-0.0001685666467995797,0.01334016547444023,0.05214417373096787,0.014398902220009915,0.058557447343842155,0.00653652246635296,-0.03986531292611284,0.1629937385066446,0.1076029321752885,0.07508775125738115,-0.01147132795699312,0.0006135935933068614,0.08955947727383044,0.0008655150346586562
CCL18,0.06569112044394208,-0.011349343648558939,,,,,,,,,-0.00640141129448239,,-0.020824162312428562,-0.049279757087881425,-0.019958088877568673,-0.0072110541169850915,,
CCL17,,,,,0.04580627287269371,,,0.03465395291869689,0.14365225875052295,0.10980154849226052,,,,0.0035175051734162525,-0.038264492875136065,,-0.02819089632607146,
VEGFD,-0.018947126700363272,0.06634359163353454,0.03319977462849238,,0.015653233868329723,-0.02379923545985707,-0.007688980955864325,-0.027789612710895483,-0.016499742506959306,0.04938814379996985,-0.04103188795566651,0.046658196481464666,,,-0.010289219896602671,,,
TNFSF13,,0.00782039765262296,,,-0.02132439426665882,,,,,,,,,-0.024972050581017285,-0.0008833475281775175,0.00902463978947207,-0.027526563877621143,0.030837200470108492
WNT5A,-0.01739585641314687,0.023373976712627517,-0.06177102094596425,0.04886603384509388,0.010505574858548014,-0.030531126942134133,-0.019582572442040952,0.05591607534467239,-0.009902736915813686,-0.009846138372103184,0.05712431929493841,-0.025082489325244275,0.0331036063363475,0.055202588412597946,-0.027647704856191627,0.029109956703700413,0.009472711369361208,-0.012792932212336882
CXCL8,-0.026099339481745126,-0.032765477674084914,-0.021253203748872938,-0.06030864911743329,0.022165678382665508,-0.003567498501900995,0.1152489554722578,-0.03631056071389566,-0.015365277655135954,-0.021627868944301284,-0.030777169025829294,-0.06297849881264504,-0.03666421637447413,0.008020142438681951,-0.05595656544040085,0.01649570492042138,-0.002016945259052997,0.0404696484879008
GRN,0.10329574374040955,-0.0012109226891068644,-0.013978696498004038,0.04062475001902934,0.009720561830527719,0.021284474608864287,0.0822181207823733,0.057278369841523576,0.02372160279298872,0.008631604706910646,0.08240009177703311,0.043105797833935054,0.08715293831294864,-0.004941749988875651,-0.0318945231307507,-0.09385702439676555,0.047249056971405634,-0.05156417640082204
