,MGH258,UKF259,UKF260,UKF266,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8812bulk,ZH916bulk
ICAM1,0.04465389787693167,-0.019015279310400573,-0.0782101276331576,0.007400343992879572,-0.018535655953572233,0.14426753637659678,-0.08148228368174765,0.07618117688907414,0.054889861211627616,0.02367681854445681
PROS1,-0.02730790267958421,-0.03837048526956645,-0.062174333686186904,-0.013639614296308876,-0.012840522489873435,0.05715357639719837,-0.018534024635581726,0.035852037755122725,0.08323098948854823,0.05097246209612369
CLCF1,0.028564357649709847,-0.03356960433855885,-0.06781436953825253,-0.023642074791514697,-0.037323941423229014,0.00868345866337244,-0.02967205796476373,0.2662824381528418,0.0577559351038083,0.03850951891821943
PSAP,-0.1520023791016686,0.024082769547240077,-0.03290919842732465,0.03357836955917526,0.06811265126254085,-0.01693910096440241,-0.05150852102713155,-0.0013155400741945576,0.04962046374290082,0.14320692767092918
EFEMP1,-0.02488820487727573,0.0268533927406126,-0.0873721996410848,-0.08324039735657786,-0.07066001339230882,0.00314053359197969,-0.11891607589244056,0.020122025934263037,0.012539087188481485,0.062022118652179124
C1QTNF1,0.06116271366674746,0.029863961442610467,-0.007410637292410232,-0.04546294465996688,-0.03795518120932485,-0.02267797049147158,0.01154222967381624,0.010723274865443487,0.08374527950299467,-0.010858123366000817
ALB,-0.031519336446835064,-0.0217455125617969,0.031573403802567984,0.006286000284714875,-0.027115106821045693,-0.034231415593620966,-0.06509689156423826,0.00023247347125739267,0.020069430419515928,-0.037111285355157723
EFNA3,0.06415706045128755,-0.05293713907413046,-0.001940164307255556,0.06886627872820557,-0.025181720823171206,0.08450475008913602,-0.08371729824600137,0.059531553442225195,-0.019270456662128118,0.06524630222210423
DRAXIN,0.023876104440773715,-0.03257183977881596,-0.023594648539281466,-0.041676079547701216,-0.017331602660232842,0.036102840280209464,-0.11111271330008066,-0.14360532935255943,0.09403936816253003,0.1512151264666602
NPTX2,0.019696382056501448,-0.07308802854112287,0.05051588036086844,0.08569148942642352,-0.059914460338782914,-0.013686401916415458,-0.07141252286430677,,0.057124674218808624,0.07589774316675353
FGF11,-0.03978406905366579,0.013039321899374186,0.05189327462347809,-0.0221060421499622,-0.05289344423333734,0.04396343464063642,-0.07728033859039207,-0.007285193910547782,0.014091840538840458,-0.03687383737678048
CD59,-0.07669424345164227,0.057501208858206636,0.016513129068085892,-0.0006363604346024404,0.03553844635583779,0.0930841656427441,0.0549909039277329,0.1236773928525295,0.02470442453015949,0.17858153692050385
COL9A2,-0.010304378627196487,-0.010207329541637413,0.03170331697412416,-0.05639783612174987,-0.023895412105399604,0.0031184058326854743,0.1371843401823911,0.012787054389321319,0.004894986485264796,0.04081716935412529
DLL3,-0.09493654973693878,-0.004220924339366062,0.04626405833526881,-0.05303504622567245,-0.011363002845391245,-0.06348177621501525,-0.038759083858765975,0.0971185854946925,-0.048806873896251435,0.08337716477819959
FGF5,,,,,,,,,,0.14633591882097155
LIN7C,0.026986718446194085,-0.019157238364871824,-0.01515491745400105,0.018181946068457976,-0.0031920162237258063,0.02553572657925402,-0.03442567776202166,0.05892177181297624,-0.02489148819815451,0.0387685034140387
GDF7,-0.02168607213473063,-0.008331950424486777,,-0.034750521478188946,,,,,0.008056334882013034,0.04641222290269586
PSPN,0.01977910071247173,0.11212275014866623,0.052873257030590294,0.00521789941312201,0.028240177725336178,0.05809047520541165,-0.0038298091118388273,0.12863030409942816,0.01769204046207493,0.022382391905438878
ANGPT1,0.018261785859661202,0.020083844859632678,0.000274190890199015,-0.04187455733859391,-0.019862509662742205,0.14929506742731163,-0.034263252662247126,-0.0564269971511902,0.059572272979591966,0.0030147437832554113
PNOC,0.13748059012792244,0.03253049033537412,0.036381929605167763,0.06429997251854548,0.016520171376048193,,,,,0.17588915716489217
L1CAM,0.09663733856831763,0.06096961879900335,0.018572128605599356,0.02694692039971696,0.09352201564821952,-0.039324124399767395,-0.05014146753302452,0.014560284357072512,0.044859185217329726,0.08428129904188993
APOA1,0.05457187427391619,0.05705655715724696,-0.0035065334415438016,-0.01605221196618256,0.009654422142782823,0.005766771622149984,0.02708970566090956,0.10369003058514419,0.06622947711907522,0.05607872028619086
PSEN1,-0.04701057291052351,0.022985987904553737,0.03326767328991234,-0.0193203100777575,-0.06709185987477727,-0.03278835437907846,-0.009915572353910013,0.10848377282250996,-0.01668339408975264,-0.01845550744078424
CALM2,-0.03419849681026468,-0.027463791616798128,0.07318374163545267,0.05986272290433624,0.07215745977166028,-0.08480762885977089,0.07781854591715284,0.014312050533799248,-0.040833411236465014,0.056051470191605564
CLEC2B,-0.03528394949112553,0.020198795138628208,0.010456179610369811,0.026938123872196875,0.02858303084336111,0.08062446309566279,-0.0230703719217164,0.07149222916702914,0.012622712081172766,0.03382532900628743
NTNG1,0.06623387695405981,-0.01852937587583629,-0.04061411233228636,-0.016282560887451038,0.010101812346351388,-0.024435861560365413,0.06656052926632147,-0.030092443789150408,0.06608960171002015,0.08702564047010407
LRIG1,-0.061094822830510175,-0.0007426054223272675,0.03068448392710653,-0.01935650148234517,-0.02458558149901479,-0.09387475150343563,0.023879694941713686,0.020590606159002756,0.04239023567935292,0.06246706841709201
CPAMD8,-0.019081882367469626,-0.014487822908247338,-0.0016741297433585799,-0.03253272422009128,0.00812047002754175,-0.027050363192092017,,-0.03879358930343552,-0.032121670788579575,-0.02156241697682499
GHRL,0.17170943854067094,0.008906036439618046,0.007442288877975928,0.0027086928586019833,0.04769756012135597,0.043371382038076736,-0.06617712600440184,-0.014503666440919378,-0.016753993027240472,0.023032285217805502
NPY,-0.027993866163714874,-0.023027907173269756,0.05052720487405839,0.08679479923384821,-0.050403990824317776,-0.031588966418745805,-0.04605980063958986,,-0.01371340185395046,0.07684676114592459
MMP2,-0.010295292843538072,-0.024008186913342045,0.040863676319719745,-0.017804222277991007,-0.016158890548522754,0.14475033205407076,0.08003259763108031,0.10595139836536335,0.03718449483576276,0.15443822256083328
LHB,,-0.012617799628897723,,,,,,,,
PPY,,-0.02196390913245902,,,,,,,,0.0716238248677893
ALKAL2,-0.02857527586543362,-0.012434482680678729,,-0.049171884980184245,-0.04116256587478448,-0.04324136707619521,-0.0411028335270751,,0.10177911168064685,0.028906745019528186
CSF1,0.07315708072813537,0.05510282953299843,-0.018482901988213316,-0.00970031743468961,-0.028223640693825776,0.04616855871552131,0.03570873420448405,-0.0011238125180808279,0.05714025087170578,0.10513250108697951
SEMA4C,0.004191128016808882,-0.02644238268914233,0.032041847420225596,-0.013549096177472856,-0.002731518089499394,0.06909513245971327,0.1035432621570806,0.0062738331170562765,0.06341181427463244,0.06578578516248507
ICAM2,0.006007439962001237,-0.057307490603501106,0.1520125919114989,-0.012445650427149539,-0.022164327279316717,0.11211309475774194,0.23298569050564052,0.1408287566828522,0.07568186840599167,0.0008186183367081773
SYTL3,0.00625489923332356,0.04210813383590329,-0.047318996156653026,0.024465381386718908,-0.03913098490977896,-0.030601289523921982,-0.10585499480723078,-0.06414603857389631,-0.04213311192922669,0.052393538006588684
IL1A,0.0611930342462708,0.03031667384276809,0.02746651341062688,-0.001742491349412303,-0.024088380901759774,-0.04393221751147361,-0.04366722794894209,0.10919468967354312,0.004637481005722247,-0.017793488798831428
HLA-G,,-0.01332683810142998,,-0.018769256898283914,,,-0.030224603739967805,-0.03399155713278152,,
PGF,0.061672642578961386,0.012708232739455594,0.017972261189098553,-0.03414363786387347,-0.0005020365986810872,0.15189629353182446,0.20389297274984977,0.11161015129257217,0.16422206580154555,0.04818059390589007
LGALS8,-0.022399339348341974,0.011574741923792096,-0.014282410073518966,0.013650223665814582,0.03007065504746716,0.05001979735258198,-0.05994505184955549,-0.042639210603748375,0.07804188289936793,0.04373833795778562
DKK3,0.003002806283938534,0.01696991137210178,0.09870612047268246,0.05642988059239427,0.054894656154756985,0.1193864148124107,0.17818283151134642,0.00024861211836313467,0.07252209679776087,0.09867656382584235
COL16A1,0.014199327249589042,-0.04616454428182417,0.07465403695218124,-0.011297796837466331,-0.02007450434546869,0.04610891408249797,0.08939282130906465,-0.02380397598210339,0.05867987377461418,0.10628305189866664
TPH1,0.004641176283586144,-0.0007965384640337022,-0.019921692765644528,-0.0012179498690037618,-0.015082907427323676,,-0.003010227443504606,-0.03257764108984319,0.09744860424139949,0.020030346384110238
TNC,0.03366388833692869,-0.01854180943420151,-0.11095462904188591,-0.04668576449489229,-0.056537459791133615,0.028782776753251298,-0.1554844473925799,-0.020275904829078803,0.05930887060330619,0.0389960896824829
TNFSF9,-0.019081873310897786,-0.02185495118112283,0.05307263808958841,0.025667549684963833,0.028141390159850135,,,0.02197530485503111,-0.02100728033574798,0.017616330508948168
C4A,,-0.014959133642138685,,,-0.013258448596724644,,-0.06120362896342504,,0.025878198591594574,
CNTN2,-0.08531537657282881,0.003455475555652724,0.010204711343558152,-0.0492707431662886,0.013667877710605878,-0.06936404360459898,-0.042037280754082314,-0.017654423405965493,-0.14884717521415922,0.021273124115807524
F7,,,,-0.0172733449948424,,,,,,0.05575558056752775
LUM,0.056116174848818944,0.003692078312362469,0.04583572721045421,0.023368575048504904,-0.04259610308308363,0.047086474330347454,0.14944974625083668,0.020482737699713427,0.11121335352111895,0.11564630027820445
IZUMO1,-0.018233334437534218,,,,,,,,,
BTC,,0.04361675231364049,-0.005080122289378148,,,,,0.004538645419365673,0.07425968814393615,0.03140317784074805
APOC1,-0.1553832605169943,0.04845836726874069,0.0872361106871548,-0.06424011093346128,-0.03258377624609031,0.10603878614160987,0.05406548168632293,0.03473823224934837,0.04043891413688836,-0.029236289452000352
PKM,0.05267610823298898,-0.020155898777989564,-0.056839535078967926,0.07017221999578706,-0.05298112323322632,-0.05065118209482721,-0.1318522631387048,-0.09178059891594194,0.11645269454333526,0.023301207012699787
TNF,,0.003299251419329167,-0.014649883587681952,-0.04243576648602312,-0.031494805743274366,0.1283733032046361,0.0004616221371916306,0.002210384946517127,,0.0058035435003655385
GNAS,0.05700638250781623,0.057557810209951155,0.10546461719761996,0.060530026565388514,-0.051401635748290306,0.11075248538885978,-0.012432909029758632,-0.0013330718934454447,0.12227686438010302,0.12091506356894194
BMP8B,-0.04419822339927145,-0.019320482424357584,0.020072655830634854,-0.03442259787716762,0.021767094517169693,0.16206242612549618,-0.03359302514261621,-0.03561391553938792,0.0030351669471613643,0.0941382663938333
LIPH,,-0.01895125918836292,,,,,-0.05211761340658805,,,-0.012547440430166569
CCL28,,,,0.01671698138532426,-0.011961400793586499,,-0.02348101684363909,,-0.036395983661713066,0.07189219416669362
PTPN11,0.0037152618763166352,0.020717768770589038,0.025673590229095385,0.01724899374995043,-0.018800070030253715,-0.09486531472154039,-0.05261964780402806,0.012748397779647765,-0.04356809478264396,-0.029892102706176833
ADAM12,0.046128942395970804,-0.04899302773965416,0.02115948350824114,-0.04674499006646508,0.0023216934436775458,0.0785544710381167,0.037767425681309676,0.13497734247285523,0.08871746879255722,0.11707668058106693
EPO,,-0.019320482965351438,-0.021376987459275014,,-0.015082909642299715,,,-0.04645917836610079,,
EDN3,-0.009417305352002981,0.08588586171224222,0.043760637333935634,0.0217132770417094,0.11856988168135758,,,,0.08136683919754858,0.004373896713434212
CCL22,,,,,,,,,0.0033239038518546194,
CCL2,-0.016515800787986177,0.059014112213794684,-0.07957504817106607,-0.04431788558848536,-0.043679909271725825,0.08406096398678801,-0.13624827971198109,0.10601055353672066,0.0030473136675332325,0.0437938960127294
DSCAM,-0.010524826685051161,0.04449132637791016,0.02868449609389254,0.049226231182272706,0.022157931852623623,0.09528518509903117,-0.09347632775665933,0.06122338934907468,0.001542907580860701,0.08303628217642357
ANG,-0.034873736338905545,-0.027489683229675897,-0.028420044630237413,0.009735917423700962,-0.02954873060132063,0.04621877514945833,-0.05472681831072321,-0.021951969740670433,-0.015820280964052573,-0.07351536143159494
FBLN2,0.011747683419943594,-0.029295416476441075,0.041910634192898415,0.007997900969596627,0.06494041023668913,0.02183015124250234,-0.06636427006732402,,0.012187135401328549,0.024206900456616453
VTN,,0.021306348520903545,0.01177910880945944,-0.019888638563981695,-0.01253298982389419,-0.022941505672926243,0.2100505449823057,0.007007571857951765,,0.09985809326416321
VEGFA,0.007391127775931316,0.0007300426362519568,-0.09746325683504924,-0.008408899703008899,-0.09464569945689763,0.06838701275901722,-0.14774847320379952,-0.07565840398613533,0.0669794350725535,-0.09068190620106814
F10,,,0.05205573794105792,-0.0235692388304191,,0.004354704802588245,,-0.030603847290802826,-0.0390879265713126,0.011231518499374045
SERPINA1,-0.04002797722626657,0.014966869425250775,-0.007155997598308935,0.0036819894051166417,-0.010619666935040576,0.05362973354242179,-0.1013379824985233,0.060442591665750854,0.018774971974863587,-0.009287610406620088
VWF,0.08683822245331822,0.021873738860750055,0.08698859394645723,-0.024611984219880586,-0.001096070680099808,0.020681198666151913,0.050329104500571084,0.10764875026948847,0.19432254466175192,0.03596937684018313
GDNF,,0.09457357725012489,,-0.030957437075083086,-0.015082908467691086,,,0.043023998374315205,,
VASP,-0.01047324295892088,-0.0071629573837060315,-0.08513556032667019,-0.010636322867131388,-0.022582428817391965,0.09069273753353362,0.14207786173186582,0.10878592429006909,0.031343861212071805,0.024732701332298213
ADAM15,0.09795583977207276,0.02791148456506305,0.004622694656311232,-0.03447550278293902,0.03660683819915354,-0.05147472773904489,0.12148248847912448,0.07167753538877493,0.03075757371425654,-0.0506386399584356
WNT2,,,-0.017318600952429077,0.06398509766659237,0.13145696836851942,,-0.05770722746745895,,,0.006760092320130877
CALCB,,,-0.026033259557693072,0.072166986751003,,,,,,0.03769540132009522
OLFM2,0.017707918384437044,0.01197008984989338,0.04619207705057287,0.0062182468068911366,-0.0170798871889989,0.008877391143890412,0.023906307905714484,-0.004671588436879258,0.07089990683801484,0.14058991429442536
MFAP2,0.013985294777613875,0.005384621759725401,0.045577272212929176,-0.04224113673398185,-0.02528446893422631,0.07011366248501523,0.16901566750729663,0.1274094587045386,0.05066839988294082,0.05281818913209774
HLA-C,0.1085524224454351,0.065766465836997,-0.03407757651917237,-0.07173069990535988,-0.029661217092184698,0.06713871275154161,-0.020547863475155602,0.09174107870284733,0.04770769016942129,0.10317758122659579
THBS1,-0.017760978220742074,0.01096977240151855,-0.03763987883320807,-0.01811433541583726,0.011284445111554534,0.14584618901653315,0.11839277029962435,0.038822997088169955,0.11272121791468828,0.10995281999913126
HSPA4,0.0020429822196402895,-0.011619120728915014,-0.016120804968256713,0.005176067945387541,-0.026274795589408012,-0.01732957425755424,0.057505002730628474,-0.05504525295964911,-0.01671863820902037,0.0002952269951544785
LMAN1,0.04214680001186704,-0.028084190162032775,-0.05876468797474649,-0.03926752105244894,0.024482428308676182,-0.002579327471297787,-0.018454982834687574,-0.03796875675384744,-0.02428288189261689,0.03858245846970011
LYPD3,,-0.014165366585727689,-0.02155255343168,-0.024995995670977836,,0.12423964095365213,0.02573466750623105,-0.00995457878658308,,-0.020592751110174445
APOE,-0.0798082252986472,0.022288905133217105,0.020365798030433764,0.0058089817723044595,0.006880767297842758,-0.07585373632685459,0.002401411037767495,0.012962492629707771,0.05396355505923439,0.028564818933412037
SOSTDC1,0.005064511577373031,,0.1383708680465464,0.040500224305888045,-0.007515378677657852,,,,,-0.0016207786133359413
ANXA1,-0.014888968837266685,0.020458238963020632,-0.06941064333843538,-0.006313991175596444,-0.07313155188827479,0.03297474313120487,0.003999958894999035,-0.005752876934368923,0.06169731688056676,-0.119008753013889
WNT2B,0.00312507776421612,-0.03298769648074453,0.06469641125812063,-0.005621333438401281,-0.024698191791193768,-0.005428566473089386,0.10514316262258248,0.06891414679522494,-0.019682521787525435,0.06496893942353806
AMH,,-0.019683383928672776,-0.026762916608475802,0.07288393389367073,-0.043869092188385916,,,0.04617573422355211,-0.022855395903179573,-0.015731010491170205
GDF10,,,-0.029657271138208766,-0.022101677625395957,0.006452348465512258,-0.00637673558171453,0.013650482014276892,-0.0295731953498354,-0.03428154583320607,0.08622296716929356
EFNB3,-0.02012178141161745,-0.028761927058027586,0.040299979705321974,0.09029341734357181,0.05937655633815284,0.16782846124886702,0.11444137340566017,0.15206907746073273,0.09964053783706338,0.09963388407151447
LTB,0.04474384588100867,0.03838444940444958,0.06586062862071264,-0.02069044949350142,0.008768375334476776,0.08797611847109339,0.06992126739050172,0.10745762026578831,-0.008012923451722411,-0.0024327367242857148
ANGPT2,0.04412464382406182,-0.019799117157401253,0.05790461769561765,-0.034021054945851066,-0.01782634375079443,0.14290684169135456,0.21720158769498488,0.12345197813202631,0.15986957971325605,0.08610990181888764
NRTN,,,,,,,,,-0.045935829460290435,
ADAM17,0.0521996909313897,-0.01757892397657749,-0.07198404195131972,0.022378073171666738,0.0006480292859307446,0.016203172894000542,0.0394400967669993,-0.08775767439435363,0.04289583704144768,0.0015934907363397473
LRPAP1,0.036450207166038064,0.06478322318397664,-0.03986835140636011,0.005270311578517729,-0.04420366756292335,-0.07362324217007686,-0.038475448444816485,-0.027080983029147146,0.052132193037600034,0.04514424403346642
NID1,0.027014493016734684,0.03795401410465583,-0.008124775052138145,0.010893412684730647,-0.009357627669793051,0.10787556540803117,0.236612797775705,0.12166483907210651,0.15759507966165237,0.12480458716695289
MST1,0.08112876893519023,0.023428946022322,-0.0025166193427499208,0.03420967882665414,-0.03763534033015009,0.09077846323684068,-0.10257888099788157,0.046844701168476645,0.01718623831053926,0.03206645496598511
IL13,,,,,0.060264033700964996,,0.08118561988020463,,,
DCN,0.058915271724101936,-0.0198741782067569,0.07159610054369801,0.05202443443914737,0.08002730686702897,0.05654382564114395,0.20020935421316682,0.09069419044157678,0.17382456777225222,0.07874507372327029
COL7A1,0.030378478959173467,-0.01005092301253616,-0.013039588633886724,-0.03818689667765072,-0.0024199974672939146,0.1625646073186764,0.07804542330874899,-0.07026100975680837,0.0018192369445211409,0.006744499594969201
CALR,0.018837405325723408,-0.025506787683540023,-0.10444383156101372,-0.05759301992390108,-0.07777718018563144,-0.01310984106934528,-0.053550897357033285,0.049721227103642206,0.06286514938709434,0.09658292662192623
PIGA,0.060783366859955834,0.03889487198481509,0.0682694203386976,-0.03260492942926997,0.000606802956845211,0.047900863063203916,0.1074723042503298,0.005766234965537962,0.00892848698094203,-0.00824614351914965
CD200,-0.06693391839309816,0.03335236252969117,0.10372587769005795,0.06308638298759811,0.03604067548071021,0.015431518730217897,0.03313510080374561,0.06454756976545173,0.06994400835990637,0.09137909458550955
GRP,,,,-0.0269093386456671,-0.015238545116545647,0.03687636032783097,,,-0.029892381892671186,0.01624770129825472
CDH1,-0.009254928642124198,-0.019262585310263966,,-0.006238187496207576,-0.0247986007368327,0.04786920025125634,-0.03003614254583146,0.05216123166402414,-0.02696071034191636,0.05848818609143643
LPL,0.07900378442305722,-0.036257733820429974,-0.007828932322593348,-0.0035642920283356447,0.006363362399807905,0.08825882058693549,0.012148726536307683,-0.009190543951970002,0.04545092998687714,0.05722392980527687
SEMA5A,0.02356235266262734,-0.03132474465272003,0.018780241549473633,-0.02796399470354436,-0.07142692810252689,-0.05734015908473319,0.07580265837169331,0.11895777471164434,0.1120990377799478,0.06704062867361316
SEMA7A,0.052396640969302216,-0.0032076878492710913,0.05496449544509738,0.048696997544838395,-0.0055621049016039556,0.08994895665525901,0.09156346281509928,0.03718177665280375,0.050102338051737465,0.09943092801309897
SEMA4G,-0.029459152054799095,-0.0427852035482861,-0.001747211401051148,0.013484301309847,-0.011557786743712503,0.14159795285290916,-3.6071879709469476e-05,-0.04464290290717911,-0.023636346924908153,-0.057567619570263635
SEMA3B,-0.021341708231960237,0.02831139432838403,-0.028694468719483987,-0.06322041212227907,0.03154031078998647,-0.06535423017489794,-0.01589363164410156,-0.008768931911108968,-0.0704342114640341,0.011419882227415346
RPH3A,0.08693150011801723,-0.022418791793121423,0.11860325092897517,0.08788266764383511,0.02821810579401168,0.042155686315748835,-0.02228738403704181,,-0.031248639563041008,0.10884919702128361
JAG2,0.07867017043358401,-0.03620792187297899,0.04386858691767975,0.006007494524383644,0.02910143473246065,0.14193096957621917,0.08597141831941073,0.10090746492535538,0.07600977700528608,0.05543737405649405
CGN,-0.03506565014202922,-0.02418466201750334,0.006147126267941584,-0.032728620376485267,-0.0377627903131541,0.037588038128486656,0.07054545372869919,0.05394383323933568,0.03563953238940068,0.013807910051744587
GDF15,-0.006842619293273072,0.04522731768518615,-0.05309198516158331,-0.010292379097674416,-0.06589794494637444,0.13984611718534434,-0.01879785601273509,0.04380816379142633,0.06358994020782412,0.010121499718061125
SEMA4F,0.07850692252760487,-0.015440013511552548,0.0027220828015401977,0.03165936705791503,-0.008957547972709569,-0.054087681294774925,0.12390849307523971,0.0639060695743274,-0.010503831770054265,0.012954447065186286
NXPH1,0.03921302687413833,0.004974195918432789,0.05477971069086512,-0.029670580497174567,0.0342015304835538,-0.00893505380608143,0.09055780302025647,0.09595521063245473,0.0198655932163521,0.11169188161464814
ARF1,0.04594893099428223,-0.026380494041530384,0.0031377231530013623,0.03836998047313323,0.05720343372682989,0.07864284060295265,0.01013912964947953,0.0187132053624294,0.07888240780826777,0.10999583189731742
EBI3,0.03171888219618293,0.039115632041101654,0.041741694856879015,0.008803237835113852,-0.028840658319466726,0.009091005652845948,0.05061360001488906,0.014236497338875373,0.0023121460563904736,0.023205712121204054
TIMP1,0.046125556354534476,-0.030200283012772264,-0.07282481192985572,-0.03143135919181846,-0.03375525021585668,0.18255480035115537,-0.0797401997798424,0.13249718152984274,0.13383060737251481,0.025716519426849088
SEMA3C,0.048805269927252856,-0.02954988170431994,-0.010043921750594242,-0.05231796932245869,-0.0039479362855555835,0.06985582559942698,0.09533238561944479,0.1280184512730854,-0.016930215124719032,0.06294717915580787
GAS6,-0.04567565883646032,0.0255907455051425,0.007712341594012568,-0.0011528804281071918,-0.06529191551074089,-0.002373605017279413,-0.020985298244952384,-0.02430565121507023,0.04922144640042191,0.03014975305232733
MEPE,,0.050164726316818814,0.041780955384027596,0.05860300016037946,0.15555363537171696,0.22495929939844916,,,,0.1196231758988595
SERPINE1,0.0009519328625389512,0.011895596497430098,-0.07134348222369477,-0.017433081457208805,-0.003010458884698976,0.19870662823716143,-0.016679791834005843,0.09915423075697517,0.08926313555922451,-0.023187882025379313
RSPO2,0.16196761781069208,-0.016007816364699834,0.07831007242269215,0.016579141073874915,0.04233487019176418,,,,0.02322548667728236,0.14993014243151076
SHBG,-0.02265000193234663,0.04527448638706017,0.02466600894435759,-0.02221215187412302,-0.012154790440716838,0.03412431958702585,0.05750788578712773,-0.06067881575845477,0.0574788652578819,0.015687727881057687
LGALS3BP,0.06857775982090507,0.021376643543227856,-0.05034543159344126,-0.02830627987629971,-0.057984391721618324,-0.03949373017363024,0.058835821752703694,0.044182221721786756,0.07236421645283388,0.05977210773420997
LAMB1,0.02489375223535599,-0.008641880081983947,-0.001473022880561802,-0.07901075829042899,0.006212308887681887,0.12811951138068212,0.20514023188061659,0.07354682925006467,0.08426353346032528,0.06174557450396154
SPTBN2,-0.05202315745484808,0.002034458457838582,0.08188155633808109,0.033821715089589,0.05406049917175033,0.053752848477672935,0.10047825707655678,-0.039675753787373355,0.047837397353537515,0.09303386477419222
COL1A2,-0.004425170562511025,0.025291563711218323,0.013803402098283627,-0.019700138597880747,-0.045970453812372164,0.11847764362996607,0.16282686247897832,0.10952705145155307,0.1461256560346237,0.13736236187276643
DEFB1,,,-0.0175316638035674,,,,,,,-0.0283516832367772
CEACAM16,,,,,0.009859981623584748,,-0.05527971247287576,,,
WNT11,,0.03129840048765473,,,,,,,,0.09544225520110189
LGALS1,-0.14012442017520818,-0.06914580498508129,-0.03054785921184565,0.053954486555756465,-0.012420860630750928,0.1353106302537382,-0.10857052056117894,0.025986760592699745,0.13218557740434408,-0.06376709147539097
BCAN,0.07469696315344045,-0.0026818417047682988,0.02727659435273347,-0.0976677877369057,-0.013790801182216983,-0.11821286089383594,0.1338732550077048,0.022252541192738867,0.013449038816438967,0.05850151994472
ANOS1,0.044296589070127367,0.052125099477736414,0.0768429842368853,-0.035402251734076046,-0.02328252446476322,-0.06905906423368667,-0.027204790682102555,0.011623442902691116,-0.07790898001505997,0.1494004273420083
EDA,-0.028382618228573846,0.011367880713178414,0.0002213087941199205,-0.03806861634661438,0.039586330282204166,0.11928249999467709,-0.06233486645903194,-0.057662681161046704,0.022327771276319904,0.0892278864657829
FGF22,,,0.0028396149466766545,-0.03255526805829373,-0.02757755840246211,,,,-0.01656052376130165,0.02214023680838834
SHANK1,-0.024029520372824322,0.04084208991471315,,-0.017582279084646858,0.04267427688280179,,,,,-0.023135642314341984
RAET1G,,,,,,,,,,0.024700612436130392
TGFB1,-0.03477597299572408,0.07532349844971917,-0.020825380946003842,,-0.03042435196482434,0.1302845779943414,0.04432432517020668,0.10128885073390446,0.020027733859783434,0.0399896365103966
MSTN,-0.0031632459948805944,0.028059473133190675,0.012202844734297402,-0.003341785508732803,-0.023963980668418414,0.005482998475633206,0.08195014785915179,-0.08354832342201325,0.01970093711799505,-0.020342629358569
WNT4,,,0.011375334367311975,-0.03588499730994366,0.0032626107546369298,-0.030036703225924753,,,-0.007371219001353687,0.03631516557688988
TNFSF4,-0.004913662858867205,-0.00037745757607907836,0.02443858512240455,-0.021463967530033407,0.07344564548720722,0.2082129796443273,-0.00041832561842812955,0.038727471693577625,0.009497998675075033,0.09538713289698982
NTN1,-0.01974351938270023,-0.026675383520829616,-0.045271025812049046,-0.047069862614899566,-0.017007890850659766,0.055963220073610834,0.07466765336225505,0.06456248009724537,0.09304176330107945,0.09604324610605174
CXCL12,-0.037259861434492905,0.021824502176507034,0.03286548381880542,-0.017845609798246793,0.1029017861650492,0.10443337633374991,0.05407048218641665,0.050595141406073484,0.04206977306182727,0.07367537548481065
GNRH1,-0.03098548868842215,0.04849622333391092,0.016981846859576565,0.0027012137961229645,-0.0238110356131796,0.06145582258764552,0.017096350987366237,-0.041518569050903543,0.005268934356128382,-0.024931468817252327
FGF8,,,,0.03727101264740014,,,,,,
RIMS1,-0.025764781874226865,-0.010743873124977458,0.1268687112422328,0.03483615375941773,0.11879251221900544,-0.03423138078377893,,-0.012945802409544087,-0.04623604026454416,0.02097542516354241
FGF14,0.046261588188728574,0.05692738595419333,0.03973260429983665,-0.029373979042092,0.07177223085893371,0.12495308298495307,0.018577866956266738,0.1095655752819678,0.02101007092176505,0.15579862003266734
IGF1,0.0055094732856623375,0.07812346107231495,0.0788732922372704,-0.01727011638533237,-0.02692833487583185,0.08379817635736103,0.05882143411361145,0.09171339215487162,-0.023734645505156873,0.006336226734301216
TNFSF10,-0.02492353775704969,-0.0447832625804142,0.09604504537062265,-0.00989853632633781,0.019978480316828053,0.06112814925205544,-0.020861776341030046,0.0308226298461325,0.06952357614468489,0.10624946556075084
GDF5,-0.020161093340640226,,0.0846408773983338,-0.02069045752925192,0.15201027489469088,,,,0.045537036921101295,0.12263963640426113
CHAD,,,-0.024826964973534354,-0.035402539055199696,,,,,0.13456189786832995,
RGMA,0.0021179927469236726,0.011249262897925766,-0.022333074667847265,-0.08004562759627938,0.005832065357358783,-0.05889245656446949,0.038747406530869284,0.03427626120022756,-0.005689680427539479,0.018704618080712773
WNT16,0.029296113303990814,0.05850358487744627,0.008472152142201038,0.03867609829648463,,,,,0.012663821765196589,-0.034686086622084986
CX3CL1,0.08276332509429551,-0.04738324060171119,0.02453426779843588,0.08885234669090562,0.05282367326000317,0.10852272761681916,0.046781625787201596,0.056677281583039946,0.0774840081306851,0.0739188476225331
FGF1,-0.08357169416912805,0.013888805211545346,0.06867344272200787,0.0698350534173294,0.04850024473343842,0.02253475104278071,0.07166693363034414,0.052250843096981456,-0.0013445741525875707,-0.020196971009521766
