,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916inf
POMC,,0.06097701653743363,-0.034156402491324324,-0.001319392178894022,0.06589557555503095,-0.019148910720900206,-0.027029731706228032,-0.067917710347897,0.050319086537475036,0.04293863858440403,0.06343212398470893,-0.032093313550052835,0.00433146261944294,-0.04171097906508099,-0.03806454314276887
CCL18,,,,,,,,-0.005008264481233432,,0.021366139234674487,-0.018503612124035663,,0.01404957063501796,,
CCL17,,-0.020512772605594053,,,,-0.020582598656434654,-0.012438723456785294,,-0.01256367422439512,-0.018684959095211895,0.043034723627019,0.14176349592080903,,-0.015566874994013515,
VEGFD,,-0.02285349390237671,0.006184208762931199,,-0.036732567568537745,0.04221786820769909,0.08225838619379909,0.08182549845892349,-0.013464878805196949,,0.007441733051124879,0.023653252262846744,,,
TNFSF13,,-0.014149251453931679,,-0.014624189524804258,,,,,,0.09785924867151768,-0.04028941254631402,-0.02278263892201317,-0.0001974676115856359,-0.008459327238303256,
WNT5A,0.030151265688828182,-0.028903798137743745,-0.016114413694895396,-0.04320315326919225,0.010891189464529407,-0.054276984776039254,-0.04300169583701953,-0.01624188090078226,-0.021027151426701148,-0.0056387571385668476,0.04060120359750482,-0.06101897813143785,0.0329631824770058,0.021076811945006574,0.06712740643409969
CXCL8,0.04134014772555427,0.09162729046307662,-0.062026808824595416,-0.020801961086450237,-0.039691944268441276,0.08015298566236784,-0.008496622764176478,-0.0025141187003374687,0.07834276918365554,-0.02150616681011159,-0.061401230265792965,-0.011981117880200762,0.010664092339095547,0.06861164845920277,-0.0785575268346256
GRN,-0.026698931535033346,0.023035878973374245,-0.010051806251319103,-0.03223436861487811,0.03161161137864919,-0.007692629011394165,-0.007341825241488955,-0.04301957751311014,0.016945688005217025,0.03451415967730543,0.023946846561956083,-0.05017210287007322,-0.01876594828137631,0.010622676388310045,0.05131198347003561
MIA,0.05497672347478554,0.04092200546932221,0.04166273006910739,0.04418969175562192,0.02270373633074526,0.05169078167974406,-0.010376576281809836,,0.019329026953922305,-0.02008754136955703,0.00866431030544198,0.0022407374832184752,-0.005992366906639259,-0.06303114102673917,
COL4A4,-0.02329996056920154,-0.02007668477086326,0.00929774806153282,0.01231108026503006,-0.021606819679506815,-0.02148886979557617,-0.017431822931703832,,-0.01788822966456258,0.027799477056784507,0.05949117324557884,0.048069064482531954,0.003645466928355051,0.011891990924183853,
TAC1,0.03689570926338071,-0.02574030133471989,0.04773447943374515,0.011507323221919904,0.02339564848343227,-0.022315903134845442,-0.025971405108931426,0.0745130990832154,-0.03170168665463845,,,,0.027805410016156024,-0.020464240086104823,0.043835783904113364
RARRES2,-0.04900839114805868,-0.03354509754970334,-0.0734218751939992,-0.07461264454394068,0.06065953616313176,-0.06797878362773598,-0.022799974704193777,-0.07300663265969641,0.07809582656782273,-0.030020315757089487,0.003076244089344449,-0.004682391795078239,0.0026716748580831256,0.04096552125872836,-0.004549159220182454
FGF7,0.03202525963785508,0.005795216094111367,0.044135601572686846,0.06417605524397145,0.00535603715824817,-0.012200114784421023,-0.036184882205780484,-0.04878218201895539,0.01909577084781097,0.043980211404687726,0.01365228810263061,-0.010533306786499014,-0.04042289193787569,-0.037798326441300316,-0.02695661954697741
EFNA2,,,,,,,,,,,-0.007268208486636136,,,,
HBEGF,0.0400837437782249,0.022712455665130693,-0.043293300710335506,-0.027360786776457355,0.069997328004725,-0.020994425392679712,0.003290085952442326,-0.018771645500434253,0.06870073872418733,0.044771310804440655,0.05461070069129216,-0.061599179585881986,0.0023653526023009186,0.054101740299044264,-0.0193425387732401
CSF3,0.03228752668733139,0.05897248389929166,-0.02338239766510652,,0.010692720772424131,,,,,-0.03290040067075928,-0.012648486208466621,,-0.03628489935135497,0.08455022806036075,
PI3,0.037309054454611676,0.05157520165341802,-0.04981806854545602,,0.07622409302420183,,,,,-0.00527478068275812,0.002770721608920432,-0.018051190643199537,-0.009254391424157125,0.011044634964788361,
PCSK1N,0.013335889862741973,-0.09812768029134006,0.014311443429082225,-0.0785714936691111,-0.0010697060800023658,-0.043053688020175805,0.05166952803030362,0.07738470310883296,-0.019378259908782718,0.005567215378179646,-0.01509352126358388,-0.014694059805880117,0.008529640473437235,-0.06898363190421537,0.012629728639806865
NTS,,,-0.001989724826822426,-0.016986162514939573,-0.028097197402839214,-0.001336800472889157,-0.03448517334441351,-0.018917973573353845,,0.0958442712014656,-0.02973163623325511,,0.009932196198664024,-0.02427064110756295,
SFRP1,,-0.0178981869906929,0.0015549788980827074,0.041329218609886344,0.046669401919735246,0.004821353020386914,0.01024892017982408,0.03309623640502386,-0.03587485420418281,0.042513252633275704,0.0627189713519288,-0.023944502699659823,0.051521746232677613,-0.02370665289648177,-0.006255793407970019
CXCL13,-0.019502248181874994,,-0.018360628680600486,,,,,,,-0.01864398938466745,-0.04196445102132575,,-0.025419944815894963,,
MICA,0.00986229476656652,0.020358992517040285,-0.026602867778050605,0.07068421265652582,-0.01005630460642924,-0.007447428515062097,-0.012633954624719562,-0.020337957047289888,0.016156132470644513,0.1296796093666801,0.046279746158392254,-0.025306109427033256,0.08631059214519349,0.044197505074248314,-0.05842269796825676
TG,,0.08421779638497266,-0.03929534512168144,-0.0196065093201684,-0.027589491202856718,-0.020736189228922754,-0.00900185014901222,,-0.018872411456396537,0.045552941707435596,-0.03661776017746843,,0.036968956526860726,-0.031962686070473464,
ADA,-0.008045884727921403,0.05328463334182549,-0.008627142854904459,-0.03830324187544562,0.0007189069081373876,-0.037833151193517545,0.06517283967918812,-0.04006717805676039,-0.025487780355400374,-0.03547348490995768,-0.019357370957085406,0.023796141231382177,0.03183703618561544,-0.023556163624898693,-0.05508797465109764
LAMC3,-0.050134791099739194,-0.03572228267298602,-0.002479503653287126,0.03294994602317497,-0.01245290785088139,-0.00992733504330749,0.052196491550206205,-0.02413600840815621,0.017965449804972406,0.004561874299479331,-0.054295532624707446,-0.03233576266566998,0.05381915130971059,0.008401153846165934,-0.03203739182042058
CCL7,,0.17001827651409057,-0.024342803760717797,,,,,,,-0.028004446789031735,,,,-0.017174626040894227,
NGF,,0.01274679381483828,0.03183573732598219,-0.018709868691016658,,,,-0.018917986029584256,,0.09238772470312996,-0.024075963692662516,,-0.015324754643913047,0.004455107552233567,
TNFSF15,,-0.015550375654401247,-0.018023329299015282,-0.02271788241261444,,,,,,0.004899036090938643,,,0.012801135442784736,0.07968799854158634,
HMGB1,0.04613386795403016,-0.03454790857993135,0.03752580513203388,0.0027597963860946833,-0.0039366030362836335,-0.05365648487377073,-0.07338849502280512,-0.03375906505491595,-0.0059441721824654535,0.031520226221289444,0.04338791664605603,0.11205635262714053,0.06237484891636865,-0.008054784575658572,0.024338622156809906
ITGB3BP,0.029739183883709476,0.00844338161719874,0.022313814203304902,-0.01510955445887305,0.009999071698311858,0.013637902979055245,-0.020567761463031766,-0.05100407376355388,0.016065228514810497,0.005621880038787264,0.03866947862016116,-0.0750360107892929,0.02612437452786526,0.038476693464535215,0.0176536642415409
AANAT,,-0.014149252964054355,-0.016240097597236616,,0.017869171849617338,-0.018648176156237286,-0.010376576858981502,-0.01778568906406087,-0.016852967243606326,-0.02456780170667127,0.019717578429003256,-0.026279526323742027,,-0.018171470570581702,
RELN,-0.01321028181089023,-0.024559934490554138,-0.03264206767320411,0.07515163375755494,0.09404981910341323,-0.04105726424480876,-0.0321019984032536,-0.013275488570077572,-0.01865768937793396,,,-0.00011476145439619604,0.001181864723391367,,0.06061063517632895
IL15,,-0.03086686783054188,0.02161588871510993,0.006722872323536136,-0.01598297726065306,-0.030467618643276122,-0.022302664277511795,-0.004906328749475232,-0.015630348186969834,0.01953874692488074,0.025718084112705934,-0.03272637897793473,-0.04060698147926407,0.013176773169422729,
UTS2,,,,,0.06427916157563875,,,,,-0.020921281211387345,,,,,
BSG,-0.025126365940912616,0.07583134288724445,-0.020968847423129742,0.01806410915159305,0.06741800297765456,0.035461305335997756,-0.017405889946096712,0.018599678878651733,0.06980073677567744,-0.012693547437510885,0.020256653053758112,-0.03484194646351151,0.020393716386000436,0.04461619720578211,0.023974330473754822
ADAMTS3,,-0.04101106681392144,0.009096244506354625,0.03437137837006513,0.06783352702325364,0.003012121463155134,-0.04518098150965254,-0.028559637458961912,-0.025972594111553532,-0.010186493820572571,-0.03178401529524988,0.07837576345405202,0.018498718478771183,-0.046155576748616305,
CD34,-0.044533890031370024,-0.023996644709210275,-0.03758566141462929,-0.01540056341958985,0.021731863273329696,-0.017952716859317708,0.023612708584446303,-0.030854354215341214,0.015875419640008867,0.0004912519136384579,0.05934733070986957,0.0027989012402914017,0.022457152377358625,-0.0008130037802074902,-0.04299985038043787
CCL23,,,,,-0.023462260882361023,,,,,,,,,,
PLAT,-0.026438893519929247,-0.02061336722178993,0.006858985821099482,-0.02647294454366039,0.04456662911159926,-0.0007450677858239447,-0.03850810933301651,0.008479763284233282,0.003544732736231,0.03238191121333544,0.04335997632241273,-0.06990395220367665,0.0030266192111253532,-0.00920476759727792,-0.06758133251173852
NTF3,,,,,,,0.0009735769709753468,,,0.005099123759598812,0.07966001756544497,,0.009510671513758695,,
LTA,,-0.01789818615338758,,,,0.0583321381698801,,,-0.01563035011638731,,,,,-0.00791250765428172,
CKLF,0.029521962033727724,-0.005492271022568862,0.03948046208317071,-0.0051411981022983465,0.02966341724751099,-0.03210751467420671,-0.06072160888998151,-0.05937947228214814,0.027921048427198815,0.015329720982478992,0.020285013633311286,0.062893880597685,0.042490871225696,-0.004450748740628395,0.04745215722101857
CD24,-0.008341022868374844,0.026265827605207487,0.0013022501094320663,0.05184376159620809,-0.008871954751090368,0.013094669897920271,-0.041535437605261176,-0.012943859031085213,0.035635592446089284,0.03574421925507692,0.09754745240665806,0.07006125142763528,0.059657305904233286,0.06088633610778288,-0.03278881255119255
HSP90AA1,0.005477503677486961,0.002524917069714079,-0.004532558154945837,-0.018027963485948637,-0.054181086477215,0.054168296436510624,0.015507128364912859,0.07188919964097976,-0.050229366901198745,0.02522937327163283,-0.08911424247589049,0.011032314072583569,-0.033457730016218726,0.028977801278499762,0.05865476912127908
BMP4,0.01723765255521184,0.02689858580664772,-0.031516532787523116,0.023479113814277273,0.006745302689482275,0.026750818187831576,-0.007986995675860961,-0.028368559986630598,-0.013318672670893657,0.0509984930772493,0.07812438595662063,-0.04647914898727656,-0.013416230271479855,-0.006851507158440131,
SCGB3A1,-0.02870878487293833,,-0.019339951404718145,-0.020635066558624716,,,-0.008752744070626877,-0.031307790042253765,-0.010906651608479642,0.0006221316378397514,-0.03680945411222449,,-0.04679247625844171,0.04656734774460606,
IGFBP4,-0.002315584628098482,-0.013091047786341032,-0.05388588879352672,-0.025760682058957075,0.05438170896710764,-0.05918812590332028,-0.003948856112482625,-0.016121844222701888,-0.02624331140869892,0.052770105084730984,0.041907517214840165,-0.01314616181383141,0.04765908369507284,0.02547922285171579,-0.01980802113305172
RSPO4,,0.04606100751600524,-0.022321447729997255,,,0.005153506085861365,-0.008752742790340056,,-0.0058313431178855365,,,,-0.031512741381733614,-0.03225498431730306,
LEFTY2,-0.04882864955181406,-0.03999194036203303,-0.03464633733102327,0.009957314217475102,0.036060918132111555,-0.021853134423486235,-0.009597489518004229,-0.018917986029584256,-0.01929549266464548,-0.0237726040707224,0.0008803166169137472,0.0211903688251029,-0.042855246363155346,-0.05627351109849526,
PF4,,-0.012183925001938701,,,,,,,,,-0.022367950466730947,,,-0.02445605522234972,
ANGPTL2,-0.037293799194826095,-0.062288030532310856,-0.0009447507718181341,-0.0014793605311756903,0.03320451867831068,-0.04528713662438117,-0.026295026212650178,-0.06470883695046678,0.04753979606141487,-0.051535644982779384,0.07221403647874815,-0.0051321257585766195,0.028788365184268267,0.058605430439224844,0.0029178556453172684
LRIG2,0.03496676119054012,0.008001758835999321,0.04222282256890308,-0.012278088188377681,-0.026151970618327622,0.005363226886981826,-0.020623326335357708,-0.006545259291845076,0.027499053677302102,0.0323867940134001,0.013100540049177404,-0.005879852193290888,-0.018011402393828493,-0.04254761969630584,0.1312471820826791
ICOSLG,0.031455007155317266,-0.003685063793169123,-0.03407129251774299,-0.017402245098212192,0.047482291686711656,-0.05842689976284597,0.019152449380849857,0.01638001818205276,-0.006072878096703525,-0.044060038888776513,0.1115123245867117,0.08560902249555709,0.0019760633437507133,0.029190426799806306,0.07681402305982467
WIF1,-0.013595877470144525,,0.02067063382032474,0.029957068262653312,0.01931563384739943,-0.016119340347194724,0.03769194785453438,-0.03122475936374697,-0.01087072358102175,,,,-0.029294145498517325,,-0.07033280399541621
NPPC,0.038157967430571885,0.04111374594127083,0.018711536420933084,0.007713560045438771,0.0006465275546825002,0.06167148746351302,-0.012164170496517013,0.029213542524120117,0.09512695378904908,0.17870198776572396,0.04760450312985524,-0.024931606357439403,-0.04270723445928884,,-0.007563593123234782
LYZ,0.045132866640110146,0.030252852147495228,-0.03015346135690899,-0.03675511104321308,0.03205850535863703,0.012574939797279036,-0.03663000829241252,-0.02943369920464558,-0.025334632667446157,0.07211814234649173,-0.0448791757841755,0.019521277120189306,0.016077297909952482,0.06599546358024164,0.05504445448728023
EREG,0.0357196517278174,,-0.019289217870068473,,,,,-0.019461079063180425,,-0.032927036832013985,-0.009300604479751515,,-0.03924965069798993,-0.0024445916453139345,
SPTAN1,-0.014980306625418702,-0.07043885830124078,-0.011295610832629227,0.046449398594513074,0.016804840569624984,-0.07163722479892083,-0.046072190371887256,0.09370711742432002,-0.03494511861852242,0.012694898380352768,-0.009013560151016408,-0.06304461947635108,0.0017323516116522447,-0.030355250284752805,-0.049508120324815524
PTH2,,,,,,,,,,,,,-0.011883361173403781,,
LIPC,,-0.02189542065496352,-0.021610835302754358,-0.025067962213444643,-0.016623113332872485,-0.02487185440465646,,-0.03485443790133446,-0.010333049979877213,,,-0.030602289158890836,,-0.030921710362268432,
COL8A1,-0.03353298218063799,0.011129240328176441,-0.014542630419417333,-0.0509509911647434,0.047501198287751276,-0.006117803245122329,0.02092425144936642,-0.052079088371613735,0.02081111584611257,0.03816817612269002,-0.02337366979776228,0.025915826186838,-0.034461433635752034,-0.031033615604608326,
GSTM2,-0.04469163527228282,0.006520438769077787,7.44466383901869e-05,-0.013669788932816276,0.08720546153395974,0.01903185266985272,-0.025870268696868176,-0.030953086012182177,0.06150963026388307,0.02712484762260308,0.045825933047746244,-0.04405172996577228,-0.054596303385277455,-0.027309704159451182,
SPX,,-0.019971578417583166,-0.034228873647050524,-0.005583938295392058,0.022388933265452715,-0.02013475517919586,-0.054125527836802106,-0.01158623584574132,-0.04256078157073324,-0.0282353732608619,0.05087822578165918,0.01695528529780332,-0.03244633299556926,-0.054823560954637085,0.003483168146305626
MFGE8,-0.01791774669249164,0.036517578021454354,0.022060982743217477,0.024718962307946152,-0.013194505304272804,0.0048092544113030634,0.01474643874517218,-0.06960365023280352,0.06268396549854115,0.06128216708530372,0.04309984393751419,-0.03677603803442752,0.014104843099405651,0.07337052828460953,0.01311961681339214
TGFA,0.03996574110098084,0.015047196193318372,-0.04500145428349688,-0.013743833638801176,-0.036920463783242666,0.020217863029865564,0.0050382415494548425,-0.0369033516854391,0.00716625862770998,-0.003760794397668284,0.01974464869598452,0.03779829187799063,0.020365857303219943,0.06650368314604702,0.053698769871708775
SLIT2,-0.021338383813052395,-0.0032404669361032158,-0.0067402444914357795,0.05375713721601321,0.008192793646224104,-0.026012519540111873,-0.020325086262706252,0.01808471307239114,-0.035158664096956914,0.03572206650712501,0.07138118139791833,-0.023486711650106955,0.07583591078121071,0.10789728574353277,0.03195466982827784
PLTP,-0.02521003249575357,-0.05351162185425614,-0.05141741107551806,0.0029431300263565,0.041453920975906784,-0.022287550943360507,-0.05647536182654414,-0.0746199403177327,-0.03127253089529713,0.07188066530287995,-0.017907754243082625,-0.024513728595957095,0.0014492829357458364,-0.031220156072653518,-0.051218706181116944
APOD,0.000309367760328256,-0.03816657741182766,0.02302248095270132,-0.03887868548248632,-0.02982865072133226,0.009783920951225388,-0.047497337866052945,-0.07211729591220474,-0.06445912331296652,-0.06082610192840293,0.017076021412884022,0.008187657058889049,-0.04756627933357408,-0.021725152628382198,-0.0027526347517306195
B2M,-0.06551086803134175,-0.03921088869988998,0.003687702995020825,-0.05805565344931142,0.050540802449593775,-0.05144528400899668,-0.06428727231751231,-0.0764858345568137,0.0034877158159612185,0.0519053015674671,0.05277644180017503,0.021219500874847697,0.03389843457824052,0.0014183083869616063,-0.05165778628811389
OMG,8.405016107046642e-05,-0.06683587885838331,0.07531892211958004,-0.002406914664674679,-0.09614937567940517,0.021214552821791348,-0.028435065679463432,0.06291283263527554,-0.02597258515386105,0.008077902655514247,0.019473265983088565,0.0016289249211772798,-0.030643032622644388,0.027125151839157965,0.079300040403755
CXCL3,0.028669763342967985,0.020430654885777826,-0.06204882092848529,,-0.027073044415481543,0.013923556005581946,-0.009363584659882983,-0.027396232802963664,-0.011256682527464142,-0.05517582633316328,0.014370459604139778,-0.018506055092774906,-0.034311328785792905,-0.03598370547115873,
CXCL10,,0.06595322441081215,-0.04425472911144496,-0.02209589305578119,0.04235451661824255,-0.0026973025522897725,-0.014223970435048512,-0.024135275485550944,-0.017888230794658223,-0.02891818393274646,-0.030001905966182178,-0.024931603646537674,-0.004932815041047653,-0.013561198116622618,
RSPO3,-0.026858224311400374,-0.014149251918584758,-0.021610821978614275,0.024458461556465402,-0.03385909597390289,-0.03154927328889975,0.004859786676055185,-0.027823253398895156,-0.011763016289896159,0.01811221595879799,0.09021754711229889,,0.031881894352563195,-0.017428887097254358,0.13099222819554834
CORT,-0.0068566274129696556,-0.02172551631614447,-0.0262279953853817,0.16247138688534402,-0.044455354499705606,0.015962483425850327,0.02124024824917859,-0.047620824786996745,-0.020567701469771348,-0.031932480359431734,-0.023406923287658418,,0.02173522485790148,,-0.03207647153353266
NCAN,-0.0009142594353694968,-0.04587875718824843,0.10758657209859891,-0.02996842264565194,-0.001231496999151921,-0.006674107660697305,0.006922112395500488,0.03754074690027128,0.02597242544542265,0.009232765659575853,0.036752165970760226,-0.05861638428808698,0.0006471280839081268,-0.03063074195220674,-0.015047070065733508
PRG4,-0.030030964429818598,-0.013964701457474044,-0.01547327094985175,,0.036763407528442184,-0.026694971282705038,,,-0.01375291054121208,0.040128219294605826,-0.01087256523413387,,-0.05929677418034207,-0.03948112642220815,
ZG16B,,-0.01620774392077105,,,0.040895801025730365,-0.014270959305911069,,,,,,,,0.053670164992127685,
TGM2,-0.04873640351131735,-0.008417623005069675,-0.008988634219148528,-0.0418184418498049,0.05301815224652755,-0.06695058224199932,-0.04522609255341245,-0.0857917948542128,-0.039447004107985,0.01963371286882303,0.017129897391531916,-0.013233238692481985,-0.0411263914980937,0.004869974965351609,0.015602050499531882
VEGFC,-0.026073366664587292,0.02105136776462008,0.04098182732252725,-0.021328063990305447,-0.018151969812576885,-0.022164668076190792,-0.007307997359666687,0.051856508549009264,-0.014035393396441461,-0.03604011423078902,-0.0187403037506757,-0.004001744092135569,0.025386652349708595,-0.02899714702293514,
WNT6,0.002557716545890518,0.010206893653359935,-0.02132067768674171,-0.01658043629235184,-0.02884337102723204,0.046546209313449875,,,-0.012249382612186808,0.07357391696783146,-0.004126397278521952,,0.058072065168171004,-0.009991261396233141,
NRG4,0.11086132427084226,0.049973729327428634,-0.02203965098916598,-0.020297519107207184,-0.015150638249000646,-0.02741682350070676,-0.03523856666983932,-0.024499202405582017,-0.016373923474078966,,,0.031430661328295535,0.024915087159529323,0.08003043285157636,
PMCH,,0.06674093230996758,,,,0.07067415469036069,,,,-0.028464592460963774,-0.007394675840003437,,0.007428140011029415,0.054247311702697275,
COL9A1,0.08266055385441251,0.047949652183655996,-0.05396014825315309,-0.0023891440789641774,0.06248548353989526,-0.03824803481762157,-0.0024466769593547697,-0.019191294557121232,-0.018657696534343907,-0.047439668549033406,0.010170498774157896,-0.04652390829706881,-0.002547290232851897,-0.09384213409480038,-0.04887293907023067
GDF11,0.023919564518623357,0.023814989996927955,0.0674688186100189,0.0041106544848418455,0.03969184819560206,0.022523920534030132,0.040900960981953574,-0.05461022420673172,-0.00045645950911309385,0.03655112290893654,0.0011254816820567134,-0.010660499249024118,0.05222449085655414,0.035811675275542215,-0.009443535869978438
RAET1E,,,,,,,,,,,,,,0.06587850330816226,
IL24,,,,,,,,,,-0.021222514229593877,-0.022011304868823075,,,,
SORBS1,-0.018512806696591073,-0.04614797719309057,-0.025803058482250275,-0.011333540576200507,0.044446978083816896,0.0012977884643460866,0.009427096646981641,-0.060685250949809484,-0.03292093763047373,0.016036004090042914,0.0575031851111643,-0.04033335677164787,0.03598614261371104,-0.03935834033536592,-0.055646806742321586
DLL1,0.012543940827867512,-0.03594053044939755,-0.003928035434356349,0.05779869927343026,0.05005024728325128,-0.05579720296160861,-0.02750281306894362,-0.01805023599032049,0.06283022598575966,-0.020962794998225308,-0.01231833607051692,-0.013000793798253201,-0.006208505197784921,0.016010810938062045,0.00030075537309505994
TLN1,0.03337203588749821,-0.00541860557027853,-0.016253891514199904,0.02474505230424539,0.019916768077295907,-0.014747542731073558,0.022765275450103498,-0.08795629488825933,0.0527850064005824,0.03705688892372924,0.008235796257944824,-0.015481921222889635,-0.020878764631323057,0.003901143939726354,-0.030823096005408432
COL2A1,,,-0.01381997828118424,0.12577402684380312,0.029798445868426334,,,,-0.011427843796253149,-0.028098447979496743,0.018056858604439906,,0.137986193785366,-0.025364921527686886,
SHH,,0.08490577903206334,-0.03503457997622196,-0.019606511416176184,-0.0023495472927410233,-0.013739896115486643,-0.010049711178603607,,-0.010906650655170394,0.12927188764799571,-0.04654211876797197,-0.04936134313989211,0.03221791580072205,0.01964998873696564,
PON2,-0.01100478086024478,-0.09632476849151028,-0.0034162741979579963,5.629044645429024e-05,-0.023728523945787047,-0.04373432163697257,0.0239856657304179,-0.04497886208809534,0.0006926407404533195,0.08159732842585216,0.06141457544439264,-0.04388764844669467,-0.02434903755444949,-0.03933844112058543,-0.0478803892296062
ICAM5,-0.02870878690465608,-0.02261738604573429,0.027458725693705745,-0.002811823676721317,0.04534507667091426,-0.03398753991251711,-0.031243228483289805,0.04914713625352132,-0.02130009958529002,-0.059322764896797574,0.0714720702357496,,-0.021820995194248776,-0.013808317884071322,-0.01621492801928999
HPX,0.05456739607347195,0.008087658701732982,-0.009534066924323828,0.07397371415929976,0.011267881880344652,-0.018185543973116905,-0.008752743178305699,,0.02598084685627562,0.11064204642189582,0.017147789546642738,-0.026279515561856624,0.021783958020388346,-0.02984845270042653,
SFRP2,,-0.01652715985143084,,-0.039196102725558894,0.014413268740998617,0.0015090993588471918,-0.013680263448889531,-0.018189662499915233,0.011575791164058612,0.0017701457688955736,0.05522567757102042,0.03824620428505289,0.0031853468791559056,-0.057598070899284357,-0.011560075068652682
CFC1,,,,0.01249292601351914,,-0.0023343454177297317,,-0.019990504104897746,,,,,,,
CD70,,0.003100378423731622,,,,0.008793674745900608,,,,0.03974144042804883,-0.005107214797134543,,-0.00032955833147938125,-0.02659091940727852,
HP,-0.01214894985087824,-0.037724749009771165,-0.044007116113598255,,0.08533909648885975,0.013149691977233242,0.020405975563264685,-0.045108474047380095,0.008568168001734369,0.022496990541088228,0.08350749609080677,0.01559129274959397,-0.02844323301305521,-0.02607171174738993,
CXCL2,0.006179139215563329,0.030302355689452713,-0.07246997436917087,-0.025625783795456533,-0.0013075685498650704,0.001112362540810619,-0.012164169544511473,-0.031269451836970635,0.04014008139989677,-0.02890585979129902,0.03318868463137767,0.03720947455300482,-0.013512821445727227,0.039790996879406265,0.14132891428129543
NPPB,-0.0067558053877708555,0.06450317320163634,,,,-0.015726627394958295,,,-0.014035394417275873,-0.00414235820555282,0.004861812881823987,,-0.03580961032204322,0.09882753440195904,
CCK,0.03976446653456965,-0.07148255775244482,0.04015866094767674,0.03288002149131744,-0.00693411537423581,0.016977557969393046,0.0322638605570602,0.06986184018596309,-0.05885843809640873,0.019999617814566276,0.009562997302908622,0.06230680125829282,0.004710246135672972,-0.005207322981956363,0.014563800803087185
SEMA6A,0.029748850531340194,-0.01130250712933564,0.049532293204038874,-0.05107545146567278,0.011791922445181326,-0.004571909531043731,0.00868013071263128,-0.03296220034289367,-0.02520520838769993,-0.0371901923846842,0.07842513260179863,0.01638799724149339,-0.001962402043983381,0.014009036816092278,0.08411062672768753
