,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HBEGF,0.028129344231941238,-0.02232448643475175,0.023520825291022073,-0.032410766436609985,-0.010566175428351183,-0.0006098080599756503,0.005656252672107764,0.07969342420491815,-0.025827641512988483,0.039021477933203194,0.046516153090484416,0.03321227790638464,-0.07029235269012059,0.07802030477240565,0.007990718854690954,0.02873292357444282,0.0017730996229044858,0.04570505624750721,0.034138193706784545
CSF3,0.003732489631359912,,,0.008587724453858258,-0.011790284209663923,0.03117137764873696,,-0.02247913897400598,,,,-0.025529145347486747,,0.01889306652737026,0.006750777341073128,,-0.038306623796607674,0.01434818388483468,-0.013834400067902257
PI3,0.16883225462648593,-0.030068335929281154,,-0.025611159684004816,-0.0013726183813393745,-0.0017677523938608628,,0.004793974425268532,,,,,0.0007971968368202695,-0.033938657054850795,-0.10838544403251485,0.10308780367010764,-0.008169620822654277,-0.04033320237134731,0.01037767395360921
PCSK1N,0.0338910264090277,-0.020024001368792302,-0.0530017140296748,0.013591439739698098,-0.01548813970940112,0.01739630673698829,0.024654879930959026,-0.025458510075931282,0.02687500768284161,-0.05814377416345894,-0.03265970834154383,-0.02596686717258292,0.02234779723551147,0.00458477163867735,-0.011819591019468398,0.0532591546269045,0.0705752595117529,0.004408828613136947,-0.026037474339129254
NTS,,,,,,0.03517902391644911,-0.016636947229724697,-0.02762956584535997,-0.02250466647920264,-0.036300722926647,0.08824648642942602,,,0.04385162321389731,-0.026012727802241488,,0.02440881076741162,-0.03345240913265652,
SFRP1,-0.022509920454735644,0.05039972608291988,-0.029542121469976482,,-0.02243398395906663,-0.020102359059479373,-0.025746009497473427,0.012464728346723157,0.01568728886285661,-0.0130935881865422,0.055401729641243194,0.012116375385065919,0.025589233380623345,0.10847952444790697,0.03172213216744551,0.049692344184651675,0.047924153863883746,-0.0326750598941478,0.016003911753024697
CXCL13,,,0.007909967298835007,0.0034836414842639545,,-0.019921694546796338,,,,,,0.04507794265980121,,0.07617882459838084,-0.020796579569967652,,0.04298102765624089,,0.02817657332951479
MICA,0.00869571256134466,0.05702398068116597,0.04439290587912737,0.10955858934558546,-0.004168771570105228,-0.027067456919601735,0.043063645822847926,0.10537693016858056,-0.014310323574203998,0.0654498036082009,0.05663369193814581,0.02341538849595014,0.013525137639091762,0.15208658424478258,0.09984639985122229,0.22363719723006412,-0.017683293575458028,0.030762051432491395,-0.012619286663355062
TG,-0.043209194610295903,-0.02138968769989098,-0.022622470045015573,,0.023582636940936784,-0.022379479112155074,-0.01920342282324546,-0.02713030957857315,-0.01900972938107117,-0.009475772814679066,,-0.02552949501346265,-0.029856836762631577,0.054338074731858574,0.021893670055033808,,-0.005771926560657249,0.0459293889229769,0.0032553149478850704
ADA,-0.005907228925666263,-0.001149184407006815,0.041755420899604226,-0.05744333100798581,0.005228301894434673,0.04279779824283595,-0.0375157728091145,0.12084956121180387,0.04347747286505984,0.07496240623549809,0.018848752163538006,0.01822153963553764,-0.01228963559998399,0.02851427810963897,0.04590253010310717,0.027988927978478757,0.048118727641773905,0.06004664713736717,0.04278901630795341
LAMC3,-0.040233803345902465,0.024025258566660452,-0.04022880816361291,0.10649097317709633,0.0028580090402044274,0.03546632135432474,0.015622950222385816,0.07572790425870458,0.04057517862327983,-0.04313047761402592,-0.016665822425593602,0.022028753938048682,0.05736367363489803,0.056489410842668536,-0.00963945161453666,-0.04077584399240938,0.014875371243191635,0.04996824737560755,0.016286454807695343
CCL7,,-0.017940402785185095,,,0.04720091834581293,0.015402838309821889,,,,,,,,-0.014474474489898054,,,,0.029120714157967003,-0.0198017854614034
NGF,-0.03122843271682055,0.010568113041658521,,,0.028843346999988594,0.04074197886047405,0.0425222775685587,,,,-0.01968533498206424,0.049601020702949215,,0.04980211296275476,0.011242224961484411,,-0.03676198653325971,0.028389518353301488,-0.03361912979019788
TNFSF15,0.03547609709347413,,,,-0.019491185233996282,-0.01955571714113901,0.04325134939186518,,,,,-0.016257461549109297,,0.05726132839983202,,,-0.02378775573410647,0.06911728260813173,0.09820117624457261
HMGB1,-0.0548620760444432,0.06453380305740279,-0.019077491690221403,0.01618149413002787,0.03679572376493252,-0.030475300108348584,-0.024657437463337685,0.11481892778277823,-0.08472928519864278,0.04866755371713607,0.015710235315247602,0.033818710117177644,-0.1778096100400026,-0.04161632377983171,-0.002914835746276357,0.05654880974690302,0.10060801050338765,-0.012479123424139293,0.019048543875920632
ITGB3BP,0.005016366750860023,0.012655618095359769,0.04758707737015177,0.03382442144372716,-0.0609094543848193,0.059106713211318336,0.06474984722260632,0.15252332554251247,-0.012879067740345296,0.018240875225653704,0.08993847917741223,0.017386759338503928,-0.04667597285419416,0.0013258326449302907,0.00292639809827112,-0.050916934005680176,-0.03367074297078767,0.023734878897662917,0.053527882088329516
AANAT,0.12357353068926531,0.06429054589632542,,,-0.017734987023737804,-0.01762087068860258,,-0.020276791683226682,0.0481285483656432,-0.010922875107019439,-0.018507109930483927,,-0.0007686975144090358,-0.0004614673958024421,0.07496890389754637,0.00030079503354630817,,-0.02504587601848333,0.11272128849441566
RELN,0.022627031496930777,-0.050663185523819126,-0.04671393668996362,-0.03278572585429769,0.037570680192150055,0.036223759728146246,-0.05480681393010013,-0.032853079108480725,-0.030156595383279323,0.004248552988212448,-0.04659831599531031,,,,,-0.04602493377065965,0.02461139227027045,,-0.003992072692366257
IL15,-0.05491680886810502,0.08408463213704744,-0.028820680733733943,,-0.023232194788121593,-0.054540417277151164,0.008061941853088821,0.12400846836214303,-0.002672566071657124,-0.023476838245185646,-0.007580866173542233,0.0757169991287726,-0.03207869544711018,0.015682893216766143,0.015503325466881579,0.05242237921230506,0.01613310422076009,0.03215060839956398,0.02702289814274241
UTS2,,,,,,,,0.09361050819896159,,,,,-0.007305214950269869,-0.04825822278346716,,,,,
BSG,0.020210729456580794,0.015175728824164073,-0.0048607967692428184,0.06487207133767464,-0.029616283550887815,-0.0015519249396180193,-0.006430602390279896,0.014455185291763392,0.04251409543089362,-0.02529606721592817,-0.008288013437616629,0.025976722597275178,0.2214730361498756,0.059725619323028285,0.02341336932336333,0.05185371221739977,0.009269231450553679,0.07632102327226002,0.008327106357566724
ADAMTS3,0.08349224785943501,0.03533518392611655,-0.022999210640009555,,0.0029998686804038766,0.013673139898000031,-0.02550204154886617,0.13231254619502844,0.0102548779748896,-0.0015516605779087773,0.008507894495519894,0.041323055407720376,0.05846534644181399,0.07266944923641887,0.01820892153287399,-0.015522012269562664,0.01882220346440417,0.033410242172804555,0.001516702645205916
CD34,0.0013297110789570108,0.03629213448042677,0.004832313065366653,0.134621347754475,-0.00823484865830263,0.03133773232066716,0.027536834731398816,0.09668590031770471,-0.028900905947202144,-0.020436402746318083,-0.019885518839657983,-0.014993728398758776,0.06950476120516734,0.015022420479765208,0.09866085865120727,-0.0006647530454782403,-0.0015313081486944616,0.04766813568430336,0.04610635414153468
CCL23,,,,,,,,-0.00634384280885424,,,,,,,,,,,
PLAT,-0.06477711614151817,0.08473377807769567,0.0018054047893609696,-0.02057370471363206,-0.0010487291780784205,-0.006555177744955078,0.010890240599340305,0.08573998235298115,0.07480904057253283,-0.0405354554366279,-0.0005425246507901946,-0.059530103738073416,-0.017458292371765327,0.021231861076421953,0.10576248200647431,0.0635116081113657,0.057720800664820424,0.05799493261391177,0.005936444294648854
NTF3,,,,,,,,,,-0.017632126123986912,,0.05796494033825174,,0.0757640319688796,0.09415092174436217,,-0.01586105915646401,,
LTA,,,0.06168571253027244,,-0.0224339829095696,,,,-0.01646480661481566,,,,,,,,,0.06681838721498282,
CKLF,0.012849147596043055,0.04574595136577916,0.053440297859746105,0.0820505830661157,0.033095347024721444,0.020273057389470554,0.019849851040676113,0.17663130949408135,-0.009999719382644321,-0.009262300315935883,0.03491028882751502,-0.02645052776159137,0.05525051944957494,0.06658075640773341,0.0719117077124983,0.021080585258432056,-0.0034658628189091784,0.02627081995090519,-0.016659148229112044
APELA,,,,,,,,,,,,0.03469018657742183,,,,,,,
CD24,-0.010803066905140667,0.06702382759261964,0.024282796801303755,0.04300510278226406,-0.015596617337446352,0.024573878545654182,0.028576715931642183,-0.05852818594394421,-0.04438201307984899,-0.012787648091866822,0.03623225433058222,0.008108858073505577,0.04842162705514173,-0.029469067069602735,0.009845084222905122,-0.013362485186533797,0.07023014246973397,0.009883734611766877,-0.002713261122622666
HSP90AA1,0.037833142134647425,-0.04558389030582565,0.009894621203584537,-0.045056845244432354,0.0009168092837634971,0.01455567533765556,-0.00181035553047939,-0.12301674241508953,-0.03994991879858984,0.04566713313613831,-0.006722715458157289,-0.027759878196210376,-0.07822189429697872,-0.11176331476037207,-0.18237540858385387,0.0928527248922488,0.01931557928881846,-0.07097996368259436,0.0006890136663425303
BMP4,-0.024815392484828933,0.020403485333396303,-0.01763580895341745,0.02867093802935253,-0.024036828644287748,0.019688055511443526,0.022837098403300858,-0.017703710995347816,0.008206378854435328,-0.04016695418126632,0.026901141572740588,-0.043203980931187005,0.045633645024965315,0.09061104810339052,-0.01540151155356674,0.07021298987976723,0.0053035804503112245,0.09769272565646393,0.00265402804787239
SCGB3A1,,0.03238454005981828,,-0.031118955594417047,,-0.02098428170064593,-0.020210834149017178,,,-0.009213551986020396,-0.015998946906002322,0.010107464566137595,-0.05122068565625702,-0.015284921553863332,0.04944715781880359,,0.06314723263499114,0.11290428566619502,0.09398837510890971
IGFBP4,-0.008309926857542456,0.02720011772410873,0.005972222705480592,0.0761837149192479,0.009804315594866973,0.11112467911413607,0.015552386156780347,0.13594279968396572,-0.027937967680505087,0.021309525867173607,0.022576484014683325,0.023757270755014707,-0.08844924372735266,0.0929676448881862,-0.06412447114624635,0.04884316903474385,-0.018227738730622247,0.0855060366216311,0.028529445067439922
RSPO4,0.12759414813457615,,0.0840841907902278,,0.025251664452738635,0.05386889254656596,,,0.009367451511845235,-0.009213550638329994,,,,,,,-0.021925645991148046,0.07464296678340102,0.018321932974365598
LEFTY2,0.09149857357993248,0.08391433356883846,-0.01684095877611268,7.519303817046678e-05,-0.017670375292625266,0.07963467848156948,-0.04538364477018617,0.11852087182377752,-0.007237251253168484,-0.010102770959129004,0.11759409084758238,0.06649631321182425,0.019321248842864385,-0.045248479697805884,0.017212684012648444,0.014649981160239925,-0.03654111087570834,0.08213551739910449,0.05092038431374287
PF4,,0.03124372849422539,-0.015133281214375773,,-0.015271601430586125,,,,,,,,,,-0.04870508537151908,,,-0.033707966816498826,0.07743182729775744
ANGPTL2,-0.012374554766160305,0.08055157846525747,-0.006159012804177185,0.03787452253291073,-0.02868029116125055,-0.013055439101151589,0.020034099195770736,0.11861504516801702,0.002440299442454861,0.01855757978164955,0.0851678287029668,-0.017412423100319548,0.015280250961850352,0.11856018279137846,0.06552938373214742,-0.03344704746611442,0.0052236760521068865,0.05757422611142022,0.0025163304581703725
LRIG2,0.05263719368888033,0.0036363149613542244,0.0028461471126095513,0.04879404686917929,-0.01030891092572399,-0.03577191520164083,0.05283073931671488,0.07188006104851158,0.016643551604707187,-0.010040680595068388,0.02697499593527676,-0.03103857246716131,0.07141790875681998,0.049134881138299266,0.09569294391230201,0.001336978415871874,0.010007902779383397,0.06344934191363427,0.04302617522095945
ICOSLG,0.13681999224098818,0.06196019095129282,0.09789508692224665,-0.011697156989889022,-0.015060517835199237,-0.010523560152952296,-0.013635953580235463,0.08722991176322184,-0.004893694032169213,-0.0013697262171853404,0.10976420846144361,-0.022937772925111122,-0.09761013792348572,0.07698269640759944,0.11170564226284767,-0.019500903577004597,0.10403950459113957,0.07514992809081811,0.10151665034291266
WIF1,0.04715298029295123,0.004636300787131331,,-0.050462939031594926,,-0.03536432784319743,-0.040413211511200614,-0.0995887879139328,0.00429806686734546,-0.01733799467932512,-0.04509351890552708,,,,,,-0.006093269893180779,,-0.0695339177684688
NPPC,0.016609154707882084,0.024225431395335697,,0.09948856134522716,-0.02369001989387938,-0.02181574058683213,0.04715028866090496,-0.02226660157583616,-0.019122182586965655,-0.01280458063575577,-0.026057230030100263,,0.14317272445074533,0.026634159176517107,-0.010830778609649452,0.044416779602495404,0.05543767584083004,,0.0471029674591602
LYZ,-0.054960429332272,0.031667675019992424,0.007477023758499595,0.02041420608121096,-0.0008280123603086202,0.03398208638133253,-0.045297426197251835,0.10854510127471104,-0.00244247855663652,0.03886374610988114,0.04936618081018444,-0.03984483211405721,0.057027128912621274,0.07458993949406027,0.0282293231422015,0.014171505315849316,-0.011468459384733376,-0.001541837563423876,0.005394296158626186
EREG,,,,-0.039242227489942716,,0.010835925245614953,,,,,-0.02025045688648089,-0.021495051755703414,,-0.008182315591211473,0.02428541588557698,,-0.003180152870177821,0.03133901182439545,-0.03127357095110287
SPTAN1,0.05341470947936698,0.0008676333760273397,-0.02159777364016577,0.01204288401595145,-0.025776815472663486,-0.05208383876189641,-0.02623910009550646,-0.020705204407622437,0.0010084803746854686,-0.014009412589652282,-0.020926979341580578,-0.010619293655705818,0.12044490201966154,0.06036918863102696,0.021890556866356485,-0.01689458040148271,0.01689617388730675,0.04182300512710348,-0.0002535708256180363
PTH2,,,,,,,,,,,,,,,,,0.00793914398447841,,
LIPC,0.12934772450050586,0.05777560679078483,-0.022776397019394618,,0.03748255912882019,-0.02344824174008158,0.004928926761610279,0.018219669772539457,-0.001996056017021613,,0.02409138425868798,-0.01197231522175662,-0.043314543880845095,,,0.04579269639505019,,0.04685125964994202,-0.011911027687354775
COL8A1,-0.052750984804674265,0.032865998912941695,-0.002825977856877581,-0.03634815573163787,-0.030733464776891747,-0.022213508038049255,0.01449779005929533,0.029744212152823322,0.007762652265334268,-0.037124258400851685,-0.018271209929101244,-0.0664382228643043,0.03450313778785472,0.037633172249333276,0.042706510942219195,0.08368322573427946,-0.045015574844798546,0.050384677223370936,0.02562993253293863
GSTM2,0.016171659677525912,0.029812619581893157,0.027894346690473627,0.008816972825835455,-0.018883068276423477,0.007479716952733323,-0.013388754341465697,-0.03427697848606991,-0.010236650123572888,-0.02723226723043437,0.06678376508804015,0.040652845424217626,-0.05386819488101592,0.024768901925634444,0.046327608303303756,0.045544168925343124,-0.035669199543769875,-0.009346424449008796,0.011913851494123159
IL4,,,,,,,,,,,,,0.019437682210597038,,,,,,
SPX,0.041693789741812544,-0.012976094535628983,0.02550321192299379,,-0.000758562874699749,-0.01476713372377189,-0.016953411569223833,-0.022391799780179297,0.01568726397127664,-0.04033401660521179,-0.01205439864558952,,,0.04064621063898983,0.045808132836833354,0.07366651766883457,-0.05422500435895358,0.01735231352503378,6.427243819211128e-05
MFGE8,-0.07240361036028517,0.011230039067876015,0.0019857296614615772,-0.01092341594738544,0.03506449094446945,-0.0026703605321198058,0.03437081027407179,0.06169983280001331,4.5473919362504064e-05,-0.025685713859057584,0.017903563293560555,0.0248502439455514,0.07011903075014343,0.016045245656200725,0.024732716226345448,0.004823003822958705,0.009204996867914799,0.1005189773100145,0.08277277267967789
TGFA,-0.016844502159407745,0.05979215336567755,0.08326399824447546,0.04005381218732387,0.026408483619521098,0.05241222659573646,0.08276419951193996,0.04649951979079708,0.06955949649088217,-0.03074579209209909,0.05183451385033166,-0.0028784511141872935,0.01197974983021389,0.04439390278827968,0.004942391676080779,0.010888063698750694,0.009645326309716186,0.031114201768873678,0.028264491900074313
SLIT2,0.018004856545980462,0.08235729748901016,-0.02129043256403582,-0.02312979184852006,-0.01014876995140235,0.027589195695792792,-0.03392307362689467,-0.0318856042833032,-0.018302401652543234,-0.02730113374724982,-0.07099061419686628,0.04877018687263667,0.0197921323912335,0.09788237184592521,0.09148663668152279,0.053435662485208195,0.020149050237221817,0.003781110224929513,-0.015140235373960245
PLTP,0.011584206591549904,-0.046204331996124844,-0.009048575143676532,-0.022312167314525542,-0.02389466719690833,-0.009113555041569998,-0.0006860935642335274,0.11426384229591674,-0.04165778406856273,0.0023139729918390042,0.040507025153132384,0.0745299853807752,-0.026251070991482786,0.042747290872635006,-0.010529938319464461,0.018123544501287708,-0.03078739609381825,0.01223062603338137,0.020192362616671383
APOD,-0.04955108823108822,-0.024801317571463897,0.004996289077572739,0.030198944600092714,0.034438165786263,-0.045058461750300365,-0.02940222664937461,0.045992455145864274,-0.04908928141401826,-0.025017433486769606,0.01093129413208683,0.02301934564859462,0.10460985715116641,0.07815961360932423,0.14432266481001307,-0.026757849793733978,-0.004415098805546421,0.016372451868028777,-0.06218933131310401
B2M,-0.055058171483590226,0.07435854159962488,-0.01301613584828416,0.07078282096566044,0.002985413604730719,0.029187567830339847,0.026579157901135433,0.1570595071185672,-0.05961753503367734,-0.006184360273973061,0.05753140844572142,0.010703983862391409,-0.04029566955156325,0.1273515833543829,0.09336646922487557,0.047721719554962766,0.008475964508166591,0.01838566580220741,-0.005470688647142519
OMG,0.08523574828956647,0.028300355098168372,-0.05298509477942678,-0.004616264541992545,0.0008649691704395501,-0.040180538935180005,0.0365817173807995,0.016348123384918575,-0.02430692826749881,0.008934720764697252,0.07394285381860467,-0.013612934379097979,-0.06934402791119332,0.07090142912977473,0.12799374918213152,-0.033068796498932,-0.049043801912167194,0.04083402522343568,0.007383675901522381
CXCL3,0.004468298699433426,-0.05661706271337092,-0.03111258596942643,0.021351711228270173,-0.02435670251788799,0.06459117744501103,,-0.0266224581970697,0.04733646558239178,-0.009856551653195558,0.1768211777193813,0.036976659828490695,-0.02654597699724894,-0.01404754048643428,-0.014496827428807417,-0.015338819388982218,-0.05723699935144911,0.07846791140553613,0.03370402610583014
CXCL10,0.039131032252477445,0.03236167832624885,0.059096901896153915,,0.00926646652202721,-0.048017375164333874,-0.021641627791995712,0.12484721657134809,0.034967460343783376,-0.014972823378982963,0.03888125429304782,-0.018549017619149438,-0.009081598729610854,-0.020890315914385896,0.017016447495671008,0.05456499388106571,-0.013375476082542324,-0.0049599082137111745,0.025711947973180778
RSPO3,,0.08180637673968465,,-0.02911303607556055,-0.001118132600280674,0.024944798479282944,0.0049966906102825275,-0.03329556710808386,0.021829540448508083,0.025960236125142724,0.005662717684711795,,,0.07561178255378816,0.057039906155605606,,0.06045494777841598,0.07936854672200676,-0.08921094256892179
CORT,0.02957585537551227,-0.010086295380567455,-0.027027081940005786,-0.03863696528380136,0.020368592703446178,-0.028457964143375373,-0.036426425909151385,-0.05762543855669623,-0.006376907134903324,0.02683345205524136,0.0007710706075425558,,,0.041274783046824456,-0.008238721549838622,,-0.01956314513698163,,
NCAN,0.054591835892991124,0.0487171822820119,0.05629149406937692,0.005697712934952178,0.0061237814335958415,-0.023925872938403814,0.03643823756544719,0.08208364524373318,0.04385943322511536,0.04344401538754341,-0.016288157607812027,,-0.05861682712076005,0.014364424969822199,0.13996138230601285,0.053572096854658455,0.0034807550384084777,-0.0014653193871404934,0.029138241510367608
PRG4,0.01216808962201062,0.08800703986950945,,-0.032552135267485946,0.06695516205689973,-0.01678884655123271,,0.1351753422952236,0.022006056854365987,,,,,0.053472155225757545,0.012692311497863375,,-0.051972628546928974,-0.0062560049527897385,0.03381873127969434
ZG16B,,-0.040225005572476984,-0.018210444350045405,,-0.020315145177570916,,,-0.031140661197107903,0.008360772518116325,,,-0.007817375726184397,,,,,,0.027090480793484868,-0.032327113859738785
TGM2,-0.024147944059984848,0.03969262042448309,-0.005828010755430217,-0.022174283400848236,-0.007142181399183096,0.01592033304378774,0.024681767384135533,0.06985586616361716,-0.023067850307183658,0.03925774670338819,-0.03063287631635412,0.056490272207828374,0.12864577526275353,0.032692950294428716,0.0035742610706615743,0.014457533863434723,0.00796248704527397,0.0680259860769882,-0.002406306233269856
