,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF334,ZH1007inf,ZH1019T1
IGFL3,,,,,-0.01755368303482729,,,,
BMP1,0.06802194934339365,-0.03513110948081319,0.031739906814327166,0.026497431577740347,0.1528888300845255,0.017492054304753733,-0.0011814330346484865,0.006200556811353106,0.022099533432531845
NDP,-0.05726647716944424,-0.009775624389674444,-0.01881035922978827,-0.06030874710539176,0.015886027319656323,0.02108747195969664,-0.03452683419843644,0.14908378465694738,0.1599935477313543
TNFSF18,-0.026228445382698744,,,-0.011035270835263542,-0.02606669233071308,0.03225774769067605,,0.08961459843668619,0.15718619993912145
IL36G,,,,,,,-0.014899820019697654,,
RTN4,0.0041092902544139906,-0.0019294122645199996,-0.062043137096994896,-0.07124802984397455,-0.09614774495296335,-0.013708885414512656,-0.005137961796446576,0.020855055783483168,-0.0389647278974797
HEBP1,-0.0008103896300307688,0.032059272471512114,-0.0023218011771135015,0.0010257979351105725,0.043838731728135606,0.044590718629946,0.06088673406269683,-0.0030143355435190452,0.00860992572121353
WNT7B,-0.0023158064388479893,0.020095315488235777,-0.013500238813684628,-0.06460483388570683,-0.05610923177983395,0.04008554775762644,-0.016376619277758866,-0.028610279816373794,
PTMA,0.008683562645230977,0.03769985939403594,0.019604594572834415,0.08085053439757382,-0.0903303794016775,-0.004816832280092381,-0.020416935055175372,-0.05976777856216107,-0.058217834914718325
CEACAM1,0.02450704855232762,-0.008762525208953997,0.023267084463844408,,0.02408758385211122,-0.0051596250278179686,,,0.01192973843292096
PDAP1,-0.010826027666840762,-0.040440269260044376,-0.03231772234339739,0.07233365898386958,0.08477039138444717,0.04534636857921135,-0.011254464318729245,0.02408514757299881,0.06842954274066858
QDPR,-0.0147821668668106,0.060878843581868805,-0.05552678972091488,-0.07523844056460076,-0.07944158426455937,-0.01715079980677978,-0.037422947646997724,0.03609876009117138,0.017404137400640698
POMC,0.005898971854960229,-0.005277077991600232,-0.01541104437696487,0.06747750065753474,0.009983807650603685,-0.014339800949287607,-0.009191659566244934,-0.03707630099325944,0.060360525661518345
CCL18,-0.020832143686474267,,,,,,,,
CCL17,,-0.020178833706999213,,,,-0.015413428578483246,-0.013611408593740744,,
VEGFD,0.011841707662215085,-0.02248144909256283,0.011268379238680635,,-0.029407127749356568,-0.01642170446464819,-0.014587768180654112,,0.001275413020767015
TNFSF13,-0.015720609117411202,-0.013918907875454198,,-0.010701910622848625,,,,,
WNT5A,0.010931840073906834,0.018391904427833526,0.04814148710353777,-0.03240578047229498,0.09638426203699127,0.08687627888232431,0.04098729247620028,-0.03884791184982666,0.10796877511935775
CXCL8,-0.035611796614115294,0.04707295445130553,-0.018009741960435397,-0.015222773744115934,-0.00810297899667995,-0.04603381659205011,0.03184163202234375,,-0.0938929630619869
GRN,0.04227788148881621,-0.01319620393874039,0.04904492641921885,-0.02340065074287955,0.08109398094866244,-0.010577423141717682,0.035017061227034865,0.10541096673282431,0.0617495053570113
MIA,-0.023123396404807792,0.006733746667062385,-0.002383514990329505,0.05916354498854547,-0.007305279756763813,-0.030295297758435674,-0.01997861704523104,0.12162988236562222,-0.03405972007994863
COL4A4,0.03313356525748098,0.011776160932818275,0.009472588760599985,-0.010182395142778695,0.02731923545536183,-0.016092096306939946,-0.019379999722553918,,0.11948729024393658
TAC1,0.0012165306214892493,-0.03467980327704854,-0.06821821789290175,-0.043109554209692647,-0.0620069758058384,-0.026662234429958978,0.028530303058444815,,
RARRES2,-0.058534719874330406,0.07797418340322093,-0.02094685241661794,0.0016027126661129678,0.1607792992647971,-0.04696344596767989,-0.012006585401185483,-0.05277747575648017,-0.10231012327978571
FGF7,,-0.019834848321964377,0.013459147085313612,-0.029184456854460816,-0.04169444761533471,0.00971539568778746,-0.045242100620633954,-0.02483750014972392,0.04976401781182374
HBEGF,0.01650923895788794,0.015226183111319626,0.008259305306311302,0.04103902646118797,0.06840719871229282,0.008328201395078493,0.06577406447152602,0.026305231996532875,0.04306951019508931
CSF3,,-0.0240514103249419,-0.0673586859012097,,-0.018300794162398156,,,,
PI3,-0.02191629347789254,-0.011825180608704567,0.020024914192866995,,0.016040060817199032,,,,
PCSK1N,0.020354346251857888,-0.021681208595292795,0.04856845058739574,-0.01607268931001956,-0.04651518449305587,0.04117853413042791,-0.009286767203499446,0.04569095507646608,-0.019391289440394307
NTS,,,0.006169596242289647,-0.012430390945887174,-0.004437133350302024,-0.018383349444319935,,,
SFRP1,0.014309991857306775,-0.017606812393731467,0.042867612182411766,-0.016694647957637115,-0.021366756966248533,-0.034134023220296884,0.028903554043374212,0.03493820452204919,-0.053398794121679534
CXCL13,,,-0.0069125401973369515,,,,,,
MICA,0.022536607332252254,0.0122493616514764,0.09219000584412314,0.049979738879736724,0.04655479086212555,0.035566331785991195,-0.05349828801831054,0.021999990669600265,-0.007942317340968579
TG,-0.009328168982744798,-0.0038025235655084616,-0.036219181174365234,-0.01434794796761903,-0.022087421219013203,-0.015528445994840125,0.048995190885463454,-0.033304868532051814,0.006556739112864494
ADA,0.02452513653383324,0.013204434067730792,-0.002894435108115381,-0.02803012573251361,0.05767908203834243,0.05090275760590036,0.013589696126584212,0.06249900853043325,-0.0310998973902563
