,UKF334,ZH1007nec
BMP1,0.06669886855020504,0.05662701963129584
NDP,0.10149444014080475,0.0927632772944585
IL36G,0.10697612329282984,
RTN4,-0.09364785464628324,-0.10688687713430214
HEBP1,0.05912501046162991,0.02040073800153777
WNT7B,-0.01269339489124707,-0.06890876751753011
PTMA,0.044483944608930855,-0.09357915217287788
CEACAM1,,-0.051890029955042764
PDAP1,-0.02220372442400666,0.09923022202739046
QDPR,0.03996395286108996,-0.006004158716183583
POMC,-0.017473896030904407,-0.04297842128753059
CCL18,,0.06120214986633041
CCL17,0.02508426280612036,
VEGFD,0.02137093197229539,0.12846230237756123
WNT5A,-0.004862438968990075,-0.018681660399225974
CXCL8,-0.0005583697820326878,-0.10501157504542527
GRN,0.02884507783793973,0.04352936770322546
MIA,-0.009476504195602614,0.08331111550068344
COL4A4,0.012494999696546516,
TAC1,-0.05499711583691386,
RARRES2,0.08547367832639462,0.17180565214979754
FGF7,0.003338017312669593,-0.049261700792424146
HBEGF,-0.01805166982478056,-0.10655132554826832
PI3,,-0.03931111647485523
PCSK1N,-0.04427039349801706,0.05243370075151593
SFRP1,0.03678328297253305,0.021826937842440785
MICA,0.1321516218974011,-0.10657383087522163
TG,-0.011286724846976624,0.15346685115326766
ADA,0.059802233591653584,0.10675318749489167
LAMC3,0.02890237082697647,-0.06941944689333766
HMGB1,-0.01504935194029474,0.03147629366029814
ITGB3BP,0.0795095641944871,0.008212322838783207
AANAT,-0.02923707504240053,-0.002126236893286953
RELN,-0.0323679656273826,
IL15,0.11505105837911303,0.1171331339999086
UTS2,,0.058345122292080415
BSG,0.08895655997233456,-0.03742763721271431
ADAMTS3,-0.030030823501505835,-0.009784125965861938
CD34,-0.05711932234137942,-0.011858393476104002
PLAT,0.033164542553804105,0.04061544569453682
LTA,-0.002466203894484371,
CKLF,0.06201721420969379,-0.005819111233603426
CD24,0.051193789759507016,0.08416594040302058
HSP90AA1,-0.04615716607879591,-0.18552592619545827
BMP4,-0.023105666006193487,0.07875633965644192
SCGB3A1,0.10358409474858686,0.10748647030186642
IGFBP4,0.05971372116998343,-0.07045243099063106
RSPO4,-0.019373806810859116,
LEFTY2,-0.012592379861664246,0.05120571227904012
ANGPTL2,0.10696135550952196,0.20911883550237245
LRIG2,-0.010702722983506198,0.04395059740921937
ICOSLG,0.05107002455666638,-0.004033185018122815
WIF1,-0.039419528574454035,
NPPC,0.03328942471273442,-0.06262181087021135
LYZ,-0.033232150352921944,-0.04249615901779903
SPTAN1,-0.067130057614899,0.1363165528715784
LIPC,0.01811373453657071,0.07417592138045512
COL8A1,0.05129891238419304,-0.01700627059074493
GSTM2,0.04643296950410492,0.0895750935061253
IL4,,0.007617627139553618
SPX,-0.06868021235545053,
MFGE8,0.006018231509352298,0.04665126121387594
TGFA,0.02826052665269179,0.021644344435850386
SLIT2,-0.03922900305569689,-0.034402183674849054
PLTP,0.07193888929946564,0.048605102852587075
APOD,-0.04148206758761044,0.07097980543771903
B2M,0.12382046094138649,0.17585110727850195
OMG,-0.07915873546071907,0.22643860272946892
CXCL3,-0.019528458521677044,-0.04235589325786841
CXCL10,-0.00825337330968888,-0.03171385728499845
RSPO3,-0.0204068627809829,
CORT,-0.028490237716688547,
NCAN,0.09139974780363647,0.06710819550504825
PRG4,-0.023858995969827542,
TGM2,-0.05996003303552842,-0.11351401651422756
VEGFC,0.002941970272571717,0.08373973421156476
WNT6,-0.004697674051860318,0.027766240191822344
NRG4,-0.02840601434930037,
COL9A1,-0.01145595084863004,0.01846606050882493
GDF11,0.07529727135137665,0.013488963211660623
SORBS1,-0.037362583656014296,0.12001250980134934
DLL1,0.04017461601690616,0.040070023107095606
TLN1,0.050618206872509036,0.018018015849127433
COL2A1,-0.019825394650941474,
SHH,-0.018921211858845793,-0.12630324391746836
PON2,0.10018993491277958,0.13920443943024144
ICAM5,-0.036952104693729136,
HPX,-0.04809394421864687,0.07613763103786228
SFRP2,-0.03711857547314812,-0.017040236016525306
HP,0.06565736440855782,0.1380763329203867
CXCL2,0.016461750586751853,0.047057265029053164
NPPB,0.06041058157400415,
CCK,-0.10224179476315362,
SEMA6A,0.07427216899866206,0.08098138538400025
IRAK4,0.023261324693466416,0.052938607636623475
GSTP1,0.07560985289885352,0.13509009671435465
VCAM1,0.09260482061374829,-0.08201270464855696
NXPH3,0.01213080001023969,0.05902486131327438
MTMR4,0.04758273818472176,-0.044833929713454485
IL10,-0.006289974029175604,0.10435068140173111
SEMA4D,0.02447650996950101,-0.018311525430027186
TRH,0.035411838895733815,0.011077349597879201
SEMA6D,0.08396437868788831,-0.00894630035361197
CEL,,-0.012193357049493004
PDCD1LG2,0.06640084554673478,0.20584181426168266
SPINT1,-0.011292606425193754,-0.018579140178451907
CTHRC1,0.03789469152209927,0.029371540530659337
PODXL,0.002223335313839884,0.06736974076748843
JAM3,0.04143916338131733,-0.022833744968332636
TGFB2,0.07832730809206224,0.0628822750081262
COL18A1,0.04656435023937657,-0.019825460240139006
NODAL,-0.033474443743708095,-0.14904210961798484
INHBB,0.0762343641455872,-0.041457385456068196
ARF4,0.03533988026323882,0.004444010004609547
CXCL14,0.02188336241581748,-0.02129160870672092
LIF,0.10531003448098644,-0.06478311841578968
IL17B,,-0.05691409658111964
MMP1,,0.012063348665658795
MATN1,-0.019825392183765972,
ADAM28,0.020888106160002178,-0.029277138225146843
TCN2,-0.036309454499460415,0.16018531090481875
THPO,-0.01982539446115871,-0.03492689961411467
CUBN,0.02357283925286998,0.02504346742641737
TIMP3,-0.03667748621177618,-0.026337155535727658
PIGF,0.059107732264289364,0.047497700591151
CRH,0.024341409931049923,
BDNF,-0.022328486058300612,-0.08391197572732939
CCL5,-0.0021561857545638104,-0.05531932807629848
GAD1,-0.06085747195502094,0.015359084004279582
COL14A1,0.02384216081032126,-0.03635214328666854
HLA-A,0.12216845661247004,0.11736918758176128
ADM,0.0835212702102762,-0.06365568820900164
GNAI2,0.028567196794312178,-0.004185102872594926
COL11A1,-0.0062594113167077,-0.02095522996706219
NUCB2,0.01682876217968894,0.08513392599825632
CXCL1,0.02498382945739121,-0.015263883100601144
VCAN,0.07076463578781886,0.012894524452951663
MMP7,0.024500934255267306,-0.04942263155540095
PTPN6,0.09684991904254928,0.012584069980492014
PTGS2,-0.0011650698586336836,0.004470445354836807
CD58,0.07693454566048825,0.013152027322985583
TNFSF14,,0.08750087315594744
CNTN4,-0.04566494996248355,
MFNG,0.00638282963162132,0.012712227623933623
ICAM1,0.043788422445390364,0.018739226826904692
PROS1,-0.00649384484732675,0.00758987819511591
CLCF1,0.00042398428455489335,0.010804324552317616
PSAP,-0.04782218806679815,0.11481451772168355
EFEMP1,0.07409995776178717,0.007209718045446692
C1QTNF1,0.05599077948632555,-0.010909303246055846
ALB,-0.01151090000619307,-0.0611052319583957
EFNA3,0.0389487447162102,0.01125488420685
DRAXIN,0.05911652794368554,-0.021985453808106868
NPTX2,0.08255195226827398,0.16026733117346065
FGF11,0.05190493483395925,-0.03734092216413664
CD59,-0.054379035243318934,0.14982827599936596
COL9A2,0.06394101493489145,0.006689338520781689
DLL3,-0.04674766663886391,0.09213221845425872
LIN7C,0.1023069695510441,0.09898393681854387
PSPN,0.042699688223906844,0.07815811642445053
ANGPT1,-0.031419638925023065,-0.027527444711817305
PNOC,-0.039227815510124615,
L1CAM,-0.09451210316818538,-0.04706685573943784
APOA1,0.029673399165752724,-0.03466070236858864
PSEN1,0.04936962345095216,0.008494463607109606
CALM2,-0.08970407463601714,0.10195749044650129
CLEC2B,0.029968601347048488,0.00972872083017614
NTNG1,-0.014673670057505538,-0.06937557186026035
LRIG1,0.06100609799049774,0.11048013186105486
CPAMD8,-0.036617236877623124,
GHRL,0.0025248213549934834,0.028662859555082954
NPY,-0.037349964958282175,0.012520643506529407
MMP2,0.07706275565530486,0.17982774703009435
ALKAL2,-0.0020167824932238775,0.04994130176188004
CSF1,0.061429103831632303,0.018555805335087387
SEMA4C,0.061624092006341204,0.004904748461495712
ICAM2,-0.019074913967882804,-0.04530072808587712
SYTL3,0.02185667605180542,0.03842072114820826
IL1A,-0.038104360580445584,-0.046368958694298384
HLA-G,,0.06110320276174602
PGF,0.03630836818314545,-0.0399432603315556
LGALS8,0.05043316603951246,-0.0171224042648571
DKK3,-0.05912976094300171,-0.018253989756937542
COL16A1,0.0734463076391013,0.05714748918912107
TPH1,-0.02385899432411565,0.04106172067541819
