,UKF243,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334
MICA,-0.02305012887473131,-0.02225385772103916,-0.04315212751781051,-0.003932507759286974,-0.030941637687495846,-0.008235854665275693,0.03194649432092065,0.033024602500488644,0.03700105094052956,-0.005483317513234867
TG,-0.04299648213855007,0.027662134827109452,-0.016393589166878518,-0.016645245507983655,-0.01682650393345864,-0.02281725539273439,-0.03586275982599891,-0.00043003958507540843,,0.052165895498768905
ADA,-0.025867555453659704,0.01732632698328557,-0.03386697253217395,0.03371966860901407,0.012673729160474368,-0.04185959774766303,-0.031982933511990545,0.010229925979111433,0.0005176258123039142,0.09606359462694886
LAMC3,0.03394478898117673,-0.006574535332794598,0.01644937416464229,-0.013894206194584703,-0.03484615097239352,0.001441781652553249,0.0018275041722544234,0.07912960139764487,0.013849451224400823,-0.041865017612145713
CCL7,,-0.019352446502850663,,0.035015284124363395,,,,,,
NGF,-0.031074699763178306,-0.033227189620584865,,0.03784395330966016,0.07930223713560061,,,,-0.022066168248059053,
TNFSF15,-0.0079041676216585,,,0.03024212757553314,-0.019496715684239118,,,,,
HMGB1,0.038988131004775925,0.00457883978980421,-0.03371087437681547,0.0393430661895475,-0.05299651328358823,-0.028144989636784464,0.02795526645481005,-0.014112888180023467,-0.007705379024982129,0.02805105068000616
ITGB3BP,0.006921276926849338,-0.0510420017743584,-0.019474017174869566,0.05314436600459886,-0.04268329270101492,-0.052404497190179346,-0.015136382589155643,-0.026913371018943814,0.07878722046045566,0.0551584003760988
AANAT,-0.05569648580530796,-0.01617758250077262,,0.03522165038731139,,-0.01705327884451617,-0.014898110346418096,0.0237517705546143,-0.020745443340612083,-0.016852967243606326
RELN,0.12552661024533066,0.01686742470092421,0.03984556180310713,-0.021165238116954012,0.06672274726864563,0.046618941068625463,0.04341251040626269,-0.025163701251595786,-0.006010608384939534,0.017992811307336022
IL15,0.011407588202290821,0.0018561175589181598,-0.02088518179130956,0.0004893305946565854,0.25040808737239634,-0.0444819003661286,0.055065687533693404,-0.024452314788915717,-0.0030065714534087008,-0.015630348186969834
UTS2,,,,,,-0.019679226120487996,,,,
BSG,-0.026256582856381758,0.030300532148739772,0.04464983301601062,-0.03250936065995976,-0.04942674238385314,-0.03305941681941868,-0.05523937812489248,-0.0161575888399007,0.05646463800024571,0.017452945447875727
ADAMTS3,0.06461009051404863,-0.029658542803634558,0.016636751230355046,0.008681823806437563,0.08029361069286875,-0.07231710126248016,-0.04359754273164813,-0.013395335023648433,-0.03331230736123302,-0.025972594111553532
CD34,0.07286040899940582,0.001553866522371279,-0.03142604446931395,-0.06037324683644862,-0.02300804094916575,-0.0426422499490935,0.029626274909535413,0.02252614529589256,-0.034636856193115774,-0.036197382109677004
CCL23,,,,,,-0.019403924295217225,,,,
PLAT,0.07102696421347549,0.0059291711203748425,-0.016608402872651005,-0.034043221735172595,-0.031972856231518035,-0.01411649280152079,-0.06501882200758877,-0.041814431754343025,0.0200046885037407,0.04410075948852733
NTF3,,,,,,,,0.03585036660237418,,
LTA,,,0.04198258938086369,-0.015424282664260078,,,0.03398707137830757,,,0.07053860045722
CKLF,0.0782038444839911,0.036524543216181767,0.03430117795882649,-0.008325574604766486,-0.0114522687535548,-0.02090364658287423,0.005996910935601293,-0.01975201355974404,-0.019020872057712884,0.02487649430175998
CD24,-0.06561230227835481,0.018916121814674024,0.0370158675037624,-0.039177722178205074,0.028314417847835886,-0.04750181852746121,0.07941013678800171,0.038087841252501024,-0.04422260977522384,0.01354929180148343
HSP90AA1,-0.064730212801869,0.009824755548024538,0.020342849201366024,0.0025752234048889364,-0.01897129103215715,0.028395426958512365,0.02790833560226139,-0.019819569300621075,0.03004983321444352,-0.023552260345487325
BMP4,0.006439952973272119,-0.00434801385269065,-0.012779957539233616,-0.011871925129274565,-0.028652442801287765,0.023234784739080434,-0.013141518037696295,0.0008552721131854011,-0.0001963289463073386,-0.013318672670893657
SCGB3A1,,-0.01935244456763187,,,-0.017709222123425766,,,-0.034134273698832374,0.08093241271174685,-0.010906651608479642
IGFBP4,0.09557275041474304,-0.010521184257559364,-0.004720989114936545,-0.035081995465979086,-0.00454518826578975,0.05080925960356661,-0.04183898862174727,-0.01936172349123653,0.08998874449319548,0.008485437249881413
RSPO4,0.06997292158591874,,0.014004574513228093,0.028474002154456564,,,0.009500770512201554,-0.0015093913032526811,,0.025343037106026707
LEFTY2,0.15039278343245596,-0.008570439309709113,-0.012203961760256957,0.009292608330812604,-0.039766248145921286,0.05966046317519814,-0.00011180048624234667,-0.00536819700577491,-0.022066168248059053,-0.01929549266464548
PF4,,0.014977387935370526,-0.010966476891411708,-0.010499851860937258,,,,,,
ANGPTL2,0.03922565643785507,0.04080864472498666,0.043608848489597674,0.017068760714917017,-0.07066433447465742,-0.028017089989538207,0.07160352742210492,-0.003407810357132901,0.011652055735078496,0.07948859475664512
LRIG2,-0.014945871686759418,-0.03939098287345294,0.07261561394787468,0.01696508996590692,-0.04843584178443291,0.030619287726053674,-0.015105520309720226,-0.05456081359212913,0.04871671688998613,0.03572232917123298
ICOSLG,0.029025278078292048,0.015397715181815973,0.04428771551889494,-0.021616072375173198,-0.04639549110502692,0.0021520153547453565,0.023989988522871677,-0.004382582442619226,-0.033650156068628284,-0.04591438544074525
WIF1,-0.00394685411304664,0.033210109538153725,,,-0.015409363523277377,0.08102356830089137,-0.02787802643210204,0.010685165752232977,-0.005780856025731579,-0.04576862958697389
NPPC,-0.038944346412074934,0.028537649813922907,,-0.016287859567249284,-0.03397508003920559,0.015826207760969963,-0.01564317671922861,0.030755129110463228,0.019928183988648675,0.07936712362476896
LYZ,-0.026996938712323837,-0.000577683342241899,0.010733428470616087,-0.027063789381433903,-0.0055564128431176245,0.011638975179186285,-0.03008609829103529,0.030388257156003927,0.026929502502331018,-0.03568044879658253
EREG,,,,,,,,,0.0017592172388630034,
SPTAN1,0.07448652143277304,0.10995343894670725,0.0018032759977713955,-0.005537432564187718,-0.015228384687247668,-0.0041481511079702535,0.07292770851679685,0.01617507141298566,0.016595149261716607,0.007161724930297079
LIPC,0.009907263780687726,0.002798489124398687,-0.0165051338202541,0.07313098801287363,-0.02151357785826896,-0.01790107710317712,-0.028363098913856057,,-0.04065463890921767,0.003222707635089948
COL8A1,0.03484629366430122,-0.044786358351950085,0.06508565767822817,-0.03940394143468141,-0.026083088309828466,-0.05187580968503701,-0.007133093793662852,-0.02948775174105397,-0.01821690245193014,0.0340604943430471
GSTM2,0.005475284289331175,0.007138070613738567,-0.024030383295264714,-0.04628596690742698,-0.011731550654505131,0.007085104160413821,0.01592048263760598,0.015524926616926915,0.026550759493411433,0.00508820723431678
SPX,0.02870131020167598,0.006824328063408083,0.04306370074447864,-0.010999832991689523,0.003360218457806023,-0.00871104447725985,0.0071191067926733125,-0.006324979260531829,0.031652703808660275,-0.04256078157073324
MFGE8,-0.0012517442024298922,-0.048933258043730755,-0.027645502682806546,0.02977094939318853,0.036987806719324404,-0.04080663357090351,-0.018943844236195037,-0.0033301643499505343,0.01590643893669732,0.011879949463786751
TGFA,-0.09214920123585424,-0.009271743924627353,-0.01195666125429931,0.008221052659719542,0.010996448231111879,-0.039530947041010726,-0.03332504705732656,0.013747826830635065,-0.07340923981751168,-0.018709724360583296
SLIT2,0.011020558383549222,-0.01829696932157193,0.016277969283038433,-0.01893113658957931,0.020322234703654414,0.12123156162871586,0.03167143552309634,0.01756265908576141,0.03670625918498619,-0.035158664096956914
PLTP,0.11951347589029854,0.028176105251082172,0.014784169629910564,0.003403951861603964,-0.018629877655735042,-0.05889948258948437,0.09800917903340008,0.0034198861088047343,0.02045977885526537,-0.0019758191602469804
APOD,0.029067133174555553,0.0034654034234179367,0.005034740891695238,0.04510759414740186,0.008217635449735024,-0.038670142490968513,0.04358831479569931,0.03679806419056435,-0.02090162082290814,-0.03625050248322934
B2M,0.12678812588123575,-0.0225836662791284,-0.04710505570217088,0.06589175102846559,-0.009604460242906492,-0.01834998452836913,0.06664024366492471,-0.029620476473956454,-0.021602216854980455,0.061132406782563
OMG,0.01829836560477756,0.044624131814469115,0.03769212298863754,-0.024492800971112682,-0.056893288790911364,-0.08379071732115358,0.0794723903189348,0.0027586387752261497,-0.019323071517237188,0.013611706197064104
CXCL3,0.07320392929129595,-0.0070321684779607475,-0.022546032828733697,0.017277591901394895,,-0.022390139932081155,-0.04968850202855169,-0.012158276067669494,-0.014896446231637548,0.04883886403546927
CXCL10,0.008532683121027148,-0.019737065757298687,0.009665320001293602,0.02702947005934645,0.058779927096311343,-0.03651143871517226,0.03376761809839986,0.009450361541246703,-0.054429720836556984,0.058027732667847665
RSPO3,,-0.01336244044988274,,-0.012193529512417601,0.05759703836180216,-0.028002388102164506,-0.034384334434525154,-0.002373720522776817,-0.04875204473676934,-0.011763016289896159
CORT,-0.04256089266400121,-0.02654328232100816,-0.019585433280378643,-0.02734492621344885,-0.03191771615319711,-0.02141891505628948,-0.0033042341095977025,-0.03896494993766246,-0.014461315912518436,-0.031206916928003064
NCAN,0.12834673257358822,0.05374520552562405,0.045793273756398384,-0.02784097397504738,-0.0027454984785555076,0.00465071995917542,-0.04448506535069461,-0.008656103966660353,0.003911784887114884,0.05007581703928848
PRG4,-0.05808562560500512,-0.02910376836438312,,0.03675434196853829,,-0.02425767597799393,-0.021005695768907363,,,-0.01375291054121208
ZG16B,,0.025486345936425722,-0.01319637257235422,-0.013967494886994431,,0.0612957997972252,0.07080188928803093,,,
TGM2,-0.0006163015116056277,-0.05124209636620319,-0.0015768202907018955,-0.008806122202299328,-0.012137264073097323,0.03563711440534648,0.02652085238432574,0.012637648719549723,0.007224624552392755,-0.018226794114734806
VEGFC,-0.04167759608978446,-0.03695302391295566,-0.016944650568937913,-0.0214486795807033,-0.0017562786933651088,-0.03198222273979052,-0.03667575727126064,-0.04532714954786173,-0.025650492720201264,-0.014035393396441461
WNT6,0.07154639889453918,-0.03122474460788099,0.03978658200697027,0.10612681553894443,-0.014229497557973385,-0.0238542479191354,-0.04427910224376822,,,-0.012249382612186808
NRG4,-0.039391876592287524,-0.017824282645825446,,0.12258912736225445,-0.017419535498118956,-0.0049959320129869065,-0.041017092159215264,-0.015225961758170967,0.009848049115595624,-0.016373923474078966
PMCH,,-0.020543444979606404,,-0.020294183368695953,,,-0.0028586885422423707,,,
COL9A1,0.02790946507515792,0.047837154475008484,0.026485451324024068,0.0032723566498801533,0.010645509562029143,-0.022289734388749576,-0.019278162471004206,0.01794778602209845,-0.022384958627903344,0.053866058332077985
GDF11,0.0353004436520571,-0.015461720865213918,-0.051861702954419435,0.004044369245175647,-0.039040616237376646,0.006987328466772875,0.005211530408816069,0.091512314505681,-0.05230303833958034,-0.005873103298133349
SORBS1,0.07999155803627292,0.006793674612958731,-0.04543664248658601,0.005118873260391206,0.06640451617236823,-0.01049927319516634,0.0241297805435668,-0.01879081149771577,-0.015015021703676974,0.013857202181963742
DLL1,0.008080370743938933,0.020241918741636538,0.003667148063338418,-0.0161154200943652,-0.054900496429910774,-0.028362956904531982,0.06622230608556356,0.012240079803522581,-0.05159246465736028,0.04317220650872802
TLN1,0.041195151690118476,0.014772773035553738,0.02719969488698058,-0.0322315278166248,-0.06948978833891459,-0.03029246292868955,-0.03294470878480571,-0.022315277898793257,0.009348555832328796,0.04751938564143407
COL2A1,0.01902388264329177,0.008343361523561599,,,-0.015415889704039478,-0.022390147551693922,,,,-0.011427843796253149
SHH,,,,-0.012505808701816164,-0.01682650573227365,0.02667641918784361,-0.023880536951812775,0.06691753464833482,,-0.010906650655170394
PON2,0.12141687558271018,0.02021349610386174,0.037211429971670776,-0.0034728454234783683,0.017430115421405636,-0.04221385036238762,0.005198926943088764,0.08885015107334499,-0.015358000873486622,0.0350352881551158
ICAM5,-0.016866354163040085,0.07178613231086514,0.0248578242040041,0.07305434220129428,-0.012336343390967855,-0.04375253634553572,0.023711123633486184,-0.021924909344769008,-0.015253028225705796,-0.005601310024537559
HPX,-0.03621334541917545,0.02991923819269939,,0.006799632995235687,-0.014229498517853422,-0.020868398762459578,-0.025655476208155177,0.06058779253661101,,0.020845380585829666
SFRP2,0.07585638724633006,-0.025729126625770822,,0.02645170759059102,0.07773655310194641,0.04594701357232334,-0.04036783033097452,0.014933393097789377,-0.01598311913933824,-0.021396057426096498
CFC1,,,,,0.007333056006405908,,0.00465715110065576,,-0.023317166333264423,
CD70,,0.01341718155060542,,-0.0006277874435068951,,,0.016874557691423025,,,
HP,0.16115329663023362,-0.0552393459834632,,-0.0027196890510040447,,-0.04605748116595497,-0.011410134874919204,0.04529186880136564,-0.012324242884485099,-0.019771611661917255
CXCL2,0.013261812966969216,0.0538906157533675,0.0029011093354267335,0.015356439294787588,-0.004074395390036963,0.05458696105780636,0.017120569698243302,0.03636014371325357,-0.03015825668779761,-0.02158688299998492
NPPB,,-0.024966526511072486,,0.027216686864383128,,,0.07116133149268784,,,0.010364975768059196
CCK,0.058835100023530484,0.038986658830398556,-0.014856752628123067,0.06375607791988386,0.05601319327587532,0.05269428384134495,0.09377473707564488,-0.014466200619126783,0.030449259364982176,-0.07929586388343778
SEMA6A,0.03549415774030942,0.009578401180246495,0.014653977449858272,-0.0010929528287723213,-0.036383985137095474,-0.04602856386093354,-0.06310309727270219,0.02209104037429339,0.04267789035433141,0.025041350226136266
IRAK4,0.001252353731808478,0.0014807610233552708,-0.014055432331231495,-0.004390977731049739,-0.05469727641646605,-0.019675869542716305,0.02041535297320078,0.01635020415884867,-0.032927084697724034,0.0640561297608965
GSTP1,0.0435002942490785,-0.007579402671974208,-0.022971780936349055,0.009585272668113024,0.05420240473169438,-0.0643563374359964,0.05738150662066777,-0.016094829548317917,0.01646154916717931,0.013714867369258019
VCAM1,0.04550605830024434,0.010777184083351472,0.010620140886595276,-0.0033082328887456204,0.038603854599073,-0.019854807186518164,0.09565194786550861,-0.004591896346962883,0.04637001263384426,-0.037971590796350624
NXPH3,-0.010387246383729192,0.04771238721429861,0.012070138624305048,0.10510930130997108,-0.037146314331086325,-0.03967069719786191,0.009910447133072164,0.008900264739582688,-0.06421878643055101,-0.049943270802309335
MTMR4,0.024593992057367772,0.021798932459794487,-0.007182325123896032,0.012608846531782117,-0.034911193652641434,-0.03174370092557467,-0.039048513512982615,0.011397108692358156,-0.05404282609281026,-0.019901407162630676
LAMC2,-0.035972532821670525,-0.019596112732175375,,-0.027952678045218143,0.01892145157580542,,-0.016901716190094552,,,
IL10,-0.03547117819988766,0.0035816042486839783,-0.017479999556061554,-0.012468270619771458,,-0.003229872063566948,0.013949726687972296,,-0.006540713359336867,-0.012563673424677974
SEMA4D,0.044317011192651294,-0.00443113239386502,-0.01634504662528872,-0.00931547597537995,-0.027581294923777335,0.008982546908755861,0.05585210095730213,0.02121046940528958,-0.020099568620368026,0.050055442293253
TRH,0.0842011342579462,-0.02862089905235327,,0.033293544537088056,-0.026671879480394203,-0.03002786838936784,0.02371347419479059,,-0.03631139312820038,0.07242458675022616
SEMA6D,-0.0021499663157636515,0.022870584033816133,-0.013482321630837618,0.0021512254931430183,-0.013169638633184136,-0.021791547780335124,-0.02285303856841145,0.015455587425862378,0.022981478725880137,0.013649802956354703
PDCD1LG2,0.06417843172596238,-0.05465939941540844,0.06467270277475655,-0.0030501428975227766,-0.013691580260902177,0.022881278530348943,0.01125401699924645,0.0007672600120087858,-0.007912708709925644,-0.0214916557017772
SPINT1,-0.03348865869687722,0.061712856603246435,0.0556063149386933,-0.0182346201675955,-0.01770922753448386,0.057515976156423794,0.03135196661662633,-0.020013814486096987,0.02541982079178278,-0.01844076786081921
CTHRC1,0.05629143057094324,0.03329651176551743,0.05130699871400738,-0.016109839752601357,-0.06486936883667802,0.008295558256477209,-0.04768939300654532,-0.04628994015418827,0.049060360822326385,-0.003327110302765357
PODXL,0.08033452085884264,0.06346496136357575,-0.036569574294749815,-0.020489845900173997,-0.06362682322421852,-0.05079193807129355,-0.021951951984295212,0.014972498595309858,-0.04069695232001281,0.03999447865272484
JAM3,0.06044898343200079,-0.025546151505621333,-0.014141534079451413,0.0027002270329411627,-0.07052185709674545,-0.08204106886165988,-0.051764724479723606,0.01598696576305171,0.04441537908898229,0.02332893025733227
TGFB2,0.06596686324390308,-0.0511304190461291,-0.03733138716348866,0.08715058332555876,0.01486895507379463,-0.0024945222031925386,-0.0209289569323865,0.010537080712344708,0.0298459868080377,0.0629157276815504
COL18A1,0.05845670225425859,-0.019681571712216715,0.00817112876552472,-0.0024208694286591615,-0.005424794856529452,-0.025798981161176363,-0.016582614124473875,-0.012249561922810324,-0.0037560688285298094,-0.0013554901144970655
NODAL,,-0.031708679001886245,-0.01175446160415486,0.02318788854726595,-0.018600930410406342,0.03230443731371684,,,,0.052831655465937565
INHBB,0.06634146243472772,-0.007322948503844554,-0.016044489220122343,0.033035981288107905,0.03895704385769794,-0.05379743023501129,0.030764034778737553,0.027688528880956503,-0.06466719007221584,0.01618683488926561
LCN1,,-0.01959611714138053,,,,0.05833002931878606,,,,
ARF4,-0.024422005177577755,-0.028693156534698245,-0.08377178775495434,0.03938979490518478,-0.040002702356713764,0.021198860537518013,-0.004041751601859398,-0.017367140502598553,0.02551462583597894,0.11201617250224379
CXCL14,0.013209878640197311,-0.021544531048669848,-0.007311232144012714,0.013651292504502605,0.01581046921284215,0.03762011131691352,-0.0064062678035373515,-0.006689731577511262,0.02102237200785257,0.00692934693207381
LIF,-0.016863733153076252,-0.009233479818278103,0.07383113047977669,-0.018758167164031992,-0.017273030281174436,-0.066213361829117,-0.024242369748559665,0.02806513048571241,-0.03172431511947799,0.005816765111710711
IL17B,-0.04299650203951584,,,,,0.015155922340728913,,,,
MMP1,,-0.027016483420299706,,,,,,,,
MATN1,0.040830794210309065,0.08228563739082688,,,-0.01667522411972951,0.055916389310971856,-0.027540434544251573,,,-0.01142784237411267
ADAM28,0.060013412941554684,0.020226217198819223,-0.020031682886089995,0.046279252830750885,-0.023937876178163744,-0.05972549586699099,0.03135843854432812,-0.008595290328555515,0.038427756039090884,0.010114317585734058
TCN2,0.08752082886685378,-0.03837497392605211,-0.036939354782386594,-0.034230627024465006,-0.032891444597131815,-0.024942145499475796,0.033676476586716755,-0.006676892155563936,-0.022151944974638984,-0.045257980628014303
THPO,,-0.01298220961238236,,0.008849829704222522,-0.02371289578345747,-0.030761676035016467,-0.024319535412960596,0.021340418927521396,0.0034191272703325867,-0.01142784368685771
CUBN,-0.04205202292381399,-0.023920104886775578,-0.028312980392508468,0.024015360830667427,0.00947168694942814,-0.01904282000173781,-0.017035139542119288,0.015320440802883181,-0.024216245295037582,0.03243323589364645
TIMP3,0.052543711959274056,0.013520837519817981,-0.024754441957664283,0.021429252356220844,0.07478367354076196,-0.016176565947711073,0.03922215327203774,0.07750919498242861,0.020276222892265765,0.02238618594343837
PIGF,0.0005039669172966672,-0.0037562492211690502,0.005940496086198956,0.021566826715072724,-0.051715778656107325,-0.0014096526780300674,-0.010197078798478145,0.009025268565093532,0.03048443964576379,0.0448542486514913
CRH,,-0.022959184315586533,-0.014751818318634943,0.006389147755673054,-0.0140523495892,-0.03021446176770766,0.04469071794700165,-0.02181051556290537,0.013464923960028592,0.02724159149613874
BDNF,0.015132212017588041,-0.019076008793644718,0.15657897043157726,-0.0068465857532113384,-0.05491984002183627,0.0628962125258966,-0.00549197089223306,0.02300963317006159,-0.03125794513749019,-0.012870687084605311
CCL5,-0.00904260056918926,-0.016589531313377353,0.01223824742076953,0.03414924511413495,-0.020527024214562536,0.03995793615065171,-0.020678012830559707,0.000749143562208931,-0.029680966692590793,-0.015503244223293714
GAD1,-0.001296229249153125,0.02399527255260499,0.0470302242430952,0.010918797556764823,0.02800634411786261,0.017786325452418983,0.05862719417399347,-0.05079256206782653,0.017035121635750338,-0.05443778832943039
COL14A1,0.046874268571931915,-0.03826581431932749,-0.018408407697131576,0.18610035450570875,-0.004423811988332132,0.05521094882060775,0.027725165262033162,-0.002127581546916657,0.016391411776468818,0.07946794613659904
HLA-A,0.1127620439133613,-0.014971196707820197,-0.027271524975873405,0.0155186960415691,0.058656869589305806,-0.04964765813719736,-0.003257971572120984,0.004923836321097984,-0.004423306000160188,0.04249148660246853
CD5L,,0.00780204972390091,-0.014663565894933816,,,,,,0.0343143247209472,
FGF18,,-0.0043393290438851284,,-0.011206921404355908,-0.000208541380861549,,-0.02951066062249811,,,
ADM,-0.08800973127034709,-0.044768674668793015,-0.028804727410310926,-0.009452441654154571,-0.06271416686258895,-0.006332192513809384,-0.07749008346600633,-0.016280872867016172,-0.0034234931391944807,0.06012788288822495
CCL15,,-0.03830536090035753,,,,,,-0.006150936150710462,,
GNAI2,0.12281251802117601,0.0015455017058597408,-0.02670416139353661,-0.03956748276897868,0.04599897087379265,-0.03516739350020504,0.06699957438258534,0.023008393130999387,0.0162062346975486,0.020148682416062963
HDC,,,,,,-0.023319615357265767,,0.03907178360361024,,
COL11A1,,0.030987698648205206,0.01808651727585388,0.03125627835885517,-0.07487110941091017,0.009351053856220043,-0.05089146298142559,-0.01225761107496622,0.016906786306078857,-0.024023305589217187
NUCB2,0.04663763489430172,0.02299302796403176,-0.007479308321813711,0.04318822990803684,-0.0739101100652742,0.009189748679922923,-0.08700279367102723,0.05020357715956185,0.002785541793820407,-0.026196281599306672
CXCL1,0.06741726666792823,0.04697831998531386,-0.0158251731830133,-0.0049617123572597765,,-0.017791409167545732,-0.018971884820633417,-0.01558960971556858,0.043273631707719334,-0.015503246851737236
VCAN,0.07812899122888765,-0.031745132054705874,-0.0058239821240898,0.009604994795756366,-0.05482257276291883,-0.07696473395140363,0.010435495147209784,-4.9201157314050355e-05,-0.001128261820174064,0.03913384452173848
MMP7,0.002891458888839548,-0.06378617502261016,,0.003237000398518769,-0.017273025432720444,-0.014341896437032629,0.03876002736154505,0.031434165637595636,-0.01934074523403043,-0.01766289666803149
PTPN6,0.04214577105741613,-0.07317932601763284,-0.03759213165055099,-0.0407196074087672,-0.0013100343332754874,-0.004407816437746804,-0.01948105131852607,-0.03470967258848971,-0.05322951508701857,0.010842739996240502
PTGS2,-0.05330646589502774,-0.004103717810376555,-0.014123136937744918,0.015693781166487213,0.028153511077011015,0.01417377048686042,-0.013174826129929982,-0.006906242642546303,0.006712279195917852,-0.012595551579580467
XCL1,,0.0155589583429736,,-0.01219353156461331,,,-0.018671140527859727,,0.08216486410520127,
CD58,0.07333788354061657,0.0365238915226808,0.056316543904597324,0.02617636331535057,0.006075382415033388,-0.06384143739340946,0.01062802706527433,-0.01606469513252862,-0.05014485116022898,-0.007382430412466089
