,UKF248,UKF296,UKF304,ZH8811Bbulk,ZH916T1,ZH916bulk
IGFL3,,,,,-0.01732583874892081,
BMP1,-0.014792097240690857,-0.011603983894824787,0.05646946804048122,-0.006129376830547985,0.049326035678156785,0.00987779195460096
NDP,-0.0033698194412137834,-0.019526897165402398,-0.001769690335144548,0.04563424262697592,0.08454769811424034,0.12508538997751295
TNFSF18,-0.02723212852829474,,,,-0.029225592427416635,-0.026348563837827407
RTN4,0.04625765658045525,-0.01116533369257242,0.023576295897227328,-0.00156173244813739,-0.07598130409171343,0.055633968383297115
HEBP1,-0.0027725824053094336,0.015159353030812783,0.020931107501602313,0.05271466202600618,0.07272882416443549,0.0022251569375768975
WNT7B,0.03231147835820946,0.038961134471767446,,-0.034870374828658714,0.007289854301298162,-0.046714942635870116
PTMA,-0.034801987500903235,0.03033607118536783,-0.0139684066072282,-0.045370715155881564,-0.01400934620444829,0.091868715007916
FASLG,,,,,0.09365604312930666,
CEACAM1,0.2231122397470042,,,0.12729365246845653,-0.020907437731666402,
PDAP1,0.004228930759147174,-0.01791677377427076,0.01533184273479833,-0.0550015410742465,-0.01018245640043042,-0.021904832102076
QDPR,-0.004025224494869445,0.041059239887881696,0.0005378169740327772,-0.004125080770752482,0.022688853681083712,0.03279135374932794
POMC,0.029159751407368824,0.016337979376416484,0.03370137778367042,0.0018982757837532169,0.020407887511285326,-0.003931900314000677
CCL18,-0.021629326714277378,,0.024503244283883143,0.036506571473016815,,
CCL17,,0.04493719055485041,,-0.00789771128399427,-0.013620010351216483,
VEGFD,0.009560984383253498,-0.018206361857139353,0.005574626242756801,-0.016893073170700663,,
TNFSF13,-0.016322189202674527,,,-0.010567067960976508,-0.022192670051234393,-0.009796637743220961
WNT5A,0.02105943941624137,-0.010258007248919135,0.020121256156385298,0.05612161821282417,0.03864097235404976,-0.028702733592256068
CXCL8,0.021934891356974406,0.12054332085167975,0.025559992072820586,-0.0836023109701618,0.046204393245452335,-0.03876072106743079
GRN,0.0179783134266166,0.015443553784991224,-0.002523145583262095,0.012063062253910626,-0.02845033332259983,0.034944159408153444
MIA,-0.009657534144201533,-0.02070590238839041,,0.027537590331384837,-0.02157060658428073,-0.041249038270079884
COL4A4,-0.02597664565062872,-0.026097155591269183,,-0.027048451528844452,-0.039997688770732155,-0.01651133320932091
TAC1,0.027698252948320144,-0.047257611213633546,0.0021832631850393835,,-0.017904888547618864,0.022389045981610352
RARRES2,-0.05415915878582977,-0.04102993165058029,0.07113457708747928,0.004596688193893543,0.030893953425921637,-0.10300151604059178
FGF7,,0.003438893396796184,-0.02377088315385134,-0.04636231217657526,0.02730958289097981,-0.027701716964643252
EFNA2,,,,-0.01605573551231141,,
