,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
CCL17,,,,,-0.017944882081231735,,,,-0.02318092658998979,0.02829806964435966,,-0.014478553674811523,,,0.023144388840307777,-0.02300267705253637,,,,
VEGFD,,-0.04003415031306802,0.008554393100820776,0.01747365144724681,-0.02454261562099384,-0.021043566312329495,,-0.027105343005325837,0.0682469944252636,0.09199596108990916,0.06466691703105538,-0.0063859949830319075,,,0.03480183016690449,0.0541491157715554,,,,
TNFSF13,,,-0.012346570392080126,,-0.024389034592251304,,-0.021192846631831803,,,,,,,,-0.022424662768695803,0.013237717022699564,-0.016649342849168337,,0.040571632890810894,
WNT5A,0.03698420504743651,0.06234041428884977,-0.049757245870102315,-0.020759894134489445,0.015095010188528947,0.008141364416448702,-0.06339617987360288,-0.032974406757241365,0.047806011456832755,-0.0006850323838869797,0.06886724612440596,-0.020511044394253476,0.015325871561905431,0.1070610153560917,-0.008447654697140825,-0.02784122349988598,-0.08708124089891589,-0.033738389771386074,0.1056964497115633,0.05381061136070394
CXCL8,,-0.04808007346318661,-0.11790362383053374,0.007794736921482944,-0.06465124058352625,0.00817393144621059,0.03606995890007745,0.035921854743962284,-0.05204700098618834,-0.03133646910143013,-0.010677580867633337,-0.004441389895272798,,-0.023532060168082628,-0.05833913183613353,0.061723652140390044,-0.03294014482082838,-0.06534470366349741,0.042408098070298474,-0.07997325322335647
GRN,-0.0921265122572529,-0.036960363640166805,-0.03482757638394974,0.02619189604975838,0.017097643730322864,-0.01922074940076582,-0.04607509057538432,-0.026806249670671172,0.06968156643751648,0.024535059281276608,-0.03833757307745099,-0.006100480219192101,-0.04543381070006531,0.0076692034870654655,-0.07271394535761275,-0.00032852685188117627,-0.07436625452900818,0.05900943738410259,-0.01677778761009824,0.06077441747957838
MIA,0.09437890688343002,-0.009815351765714913,-0.03184004071617195,-0.01121523285774808,0.011738962269759397,0.07291791219917769,-0.018360687728897835,0.022132532448483226,-0.04215362321619961,0.00934929314112085,,0.011759677682068153,-0.03304873042376813,0.06464280724687067,0.08109173644945977,-0.06102358800200211,-0.09393214354681155,,0.01799114966959421,
COL4A4,-0.017989883417318556,0.016535694085748218,0.05043978205500315,0.008808319709123743,0.03715273078209205,0.033325481989534576,-0.020164057261410594,-0.015943896586441936,0.0011950849314279598,-0.011254967644721527,,0.04805499294824271,,-0.029370516434516138,-0.03537173355781268,-0.00259828323051195,-0.029880839782916054,,0.05643912430994757,
TAC1,0.02834776573891254,0.01699013398529615,-0.0016374273344135822,0.04488808417330825,0.029105745102765323,-0.012161326370190793,0.006083399617967269,0.061318314262878065,0.03437321207704884,0.013807442829830706,-0.028977359340975374,0.026278503321847422,,,,,0.09608032198931907,-0.03011623400102384,-0.03034362567917775,-0.02554315905770955
RARRES2,-0.015448899460618577,0.09399726898153488,0.0945958054734897,0.014882263137372497,0.06576717326131594,0.049399547996513936,-0.0005597386412850535,-0.054811363706404825,0.08272082289970734,0.035705833095494216,-0.0452964079821284,-0.03082027166954296,0.04060170014159545,0.010508261343936466,-0.029331884684451595,0.03141978996573469,0.004767085695585428,-0.07226907697980513,0.038871473254579444,-0.0019410290813182286
FGF7,-0.0250851704507885,0.032235932800563416,,0.0009000897513704746,-0.06267502088634913,-0.015311507233999405,0.019571971451496147,-0.04543767768058418,0.005764081959435979,-0.009810153965463793,0.035552895015080126,-0.009599398921720634,0.004746857010102193,0.012900161950559166,-0.03551392072298878,0.038492996534977966,-0.0475961738167204,-0.049910602525951385,-0.01075848210698224,-0.051503909618483286
EFNA2,,,,,,,,,,,,,,,-0.020996366391272406,,,,,
HBEGF,0.046780178189262514,-0.04432559803776144,-0.0781093894701794,-0.055959779400745376,-0.0186791489569402,0.03431273734842411,-0.07317480696580571,-0.050726248609026726,-0.021137900344487065,0.01595315409799893,0.0065368844551915535,-0.05866497459704876,-0.05936158116684321,0.06486858568358364,0.016544049775221437,0.04013369453004984,-0.0035838851272104928,-0.005894376723116401,-0.0475377971172345,0.1323378224027527
CSF3,,-0.04170651851935893,,,-0.0011323838966242694,0.012780250564864204,,-0.016868335706554015,,,,,,,-0.016188603126536794,,-0.021256039079191807,0.09636950236687256,-0.04060248873292306,
PI3,,-0.022256113437676663,-0.06465539055779393,,-0.02867196397101242,-0.0300076905510042,,-0.018993968643512688,,,,,,,-0.0738253069249923,0.04823631524011153,-0.045367533796487204,,-0.046132745215164826,
PCSK1N,0.07276010314665188,0.15054860679219254,0.05854384354966152,0.02692333530913537,0.002789822470227496,-0.033959123228151776,-0.002556572011268176,0.10856808351315878,-0.004993141082073164,-0.017805268403648652,0.04120411758521268,0.11865892570296308,0.031752690596837344,0.08140904136090543,0.05916325397414906,-0.03970275992377305,-0.10593571179756861,0.06378081550241467,-0.09203189730025654,-0.02833657858822101
NTS,,,,,,-0.009135617431531864,-0.024615732477475744,-0.020733213698478865,0.008099280335278087,0.039026797120195494,-0.033247050704399254,,,,0.021730663696387605,,-0.012623816011629064,,,
SFRP1,-0.03364813032437442,-0.011923312122711223,0.00041064365620996834,0.03679307520220219,0.02791519274598213,0.03352565671212774,-0.06411015684061488,0.009839135365572004,-0.006016582624116583,-0.014397888194145681,-0.03744734285659274,0.013793353751637415,-0.05476306084886969,0.13370922865686596,0.03979380477783518,0.026819120794301234,-0.04705263100843724,0.034020001565946936,-0.050654873831901495,-0.005411806152720323
CXCL13,,,,-0.015742857623843712,,0.012516342630717745,,,,,,,,,0.03758089279301772,,0.012695663660849926,,-0.03293413376072797,
MICA,0.005651230323165409,-0.017430730790900406,-0.06048943177433409,-0.003344409693271539,-0.04638234604867412,0.011710018125660327,0.027909919971487507,-0.08540001767132283,-0.035912070734438285,0.04813588359256089,-0.05359403348090798,-0.027615025241156367,-0.03368493660845567,-0.02522035629742009,0.06010432144096872,0.0015975485827676036,-0.04294075591100358,0.02930732197786602,-0.010575373135975206,0.023210059577027715
TG,-0.03158464345482043,-0.0032244559534529375,0.04306413881971411,0.08167008272641665,-0.014718053822843604,0.039637665110599934,-0.0026183402815495613,-0.000889654298151265,-0.03200904971258141,0.009109373214572397,,0.010378298917233027,-0.037672335389419324,0.07630408518473585,0.019508794931161658,,-0.017494046794817253,,0.06771360803809413,
ADA,0.026672609202238042,-0.0553805503924935,-0.0016192898592788715,0.10319007831186158,-0.03531125761402349,-0.05087860759062769,-0.039833254064253074,-0.06363251132137553,0.013627856601505608,-0.017967127194827456,-0.04045137776284548,0.02058447471006215,-0.043452522727336094,0.06316075145364962,0.08115903317636983,0.026301375410153628,0.036741509780869874,-0.014155601622975385,0.025498041399496785,0.026931302265920564
LAMC3,0.01282180664205017,0.07399733140736571,-0.06028507707700093,-0.055610227669222675,-0.049807269489824585,-0.004897210760305443,-0.0405646879951989,-0.022157828108354156,0.017403415775840297,0.022436819000318232,-0.02556485459444348,0.004070164944982101,-0.020225136536288112,0.12744998955658637,0.006304598146664797,-0.05325244278574603,-0.12309535458708461,0.04901941509996841,0.043189619810807524,0.006073774465405151
CCL7,,,0.027784333965548635,,-0.02407092240536568,0.07957285562718794,,,,,,,,,,,,,0.030484013227320434,
NGF,,-0.0360188410393836,-0.03696566827669714,,-0.04976477539143029,0.008899183747097033,0.03156106121622785,,,,-0.03324707259537624,,,-0.03452187916126229,-0.0008290327130347902,,0.021545326926576444,,-0.046015081616638843,
TNFSF15,,0.007830117755740076,,,-0.026804149392108595,-0.0020107760456591784,-0.03292193368760181,,,,,,0.009796903608246853,0.0052575183451118385,,,-0.013199635347013109,,-0.04493663712745494,
HMGB1,-0.09477580703944101,0.059118300883298246,0.12020738590234026,-0.015330605704951752,0.04162086247269404,0.016921898905591867,-0.0694643869128299,-0.026419096493553094,0.019542153456410697,0.03194212590110816,0.005602632559681704,0.05859668611433026,0.004891957598705158,-0.006517891056277623,-0.03414527549600311,0.054441983356956165,-0.04732979110651101,-0.026285284970401283,-0.01081619327542101,0.03384323783893543
ITGB3BP,0.006380016644300053,-0.014311074289878585,0.003291043502202657,-0.06246411039718589,0.005425338359220002,-0.007131967223705944,-0.018608528170749317,-0.0641765164580565,-0.014888876032161172,-0.005057212307611944,-0.03236527659282255,0.003880510690677078,-0.005151383579279531,0.04867030354980663,0.0010445106114842454,0.06751751539572293,-0.058123450510561205,-0.034474190726906086,0.040436639449037255,-0.02719794934599024
AANAT,,0.08052167498722303,0.020223847321898854,,-0.02438903719524654,0.014830489370758983,,-0.015215695296872677,-0.028785925467993235,-0.038269944323178956,-0.03125713776016653,-0.03702796709618327,,-0.024195462082828557,0.0009784331382906187,0.05078339226681273,,,-0.024791829612321986,
RELN,0.04924692640585442,0.01457412390185713,0.08562360284238352,-0.01179793161561843,-0.013484147361113393,-0.008097640491665071,-0.0022247476027096582,0.00016414590658348733,0.019373083281499694,0.04113313619929157,-0.00041632850518900233,0.022428009131203432,,,,0.14108409568001348,-0.015943729023980995,-0.05711454088381077,0.0020275844821936004,0.00615221449201287
IL15,-0.020866600397690227,-0.0063698095139724,-0.03871828516565676,-0.021042788543916162,-0.013716979437984536,0.041040527253852,-0.023425913005070985,-0.03968873366628308,-0.037939767754027326,-0.00803728545416279,-0.021010834679787083,0.015976037900744977,-0.03401195237167501,0.12305049721591022,-0.017636678454624837,-0.026896474509534227,-0.020710278094096004,0.11944611999708234,-0.006955205059351671,
UTS2,,,,,,,,-0.050191166332643714,,,,,-0.06417519304427322,,,,,,,
BSG,0.02637484918927479,-0.04534142706476612,0.03817720764856978,0.0003980775231745539,-0.04541400108896773,-0.029911195981896378,-0.0354228757046888,0.05285383165063021,-0.005524357004290415,-0.014152201287044213,0.01752164197001119,-0.04284539650543593,-0.03931582802790968,0.08409567140452649,-0.03598097886172457,0.04355778114447467,-0.018302767418152087,0.0038659468574507683,-0.02273334892939069,0.039647526305525364
ADAMTS3,-0.01097819694032401,-0.01344460202205367,-0.029824196108164475,0.02224507756683218,-0.010230363925233963,-0.015600891811724886,-0.03773236902950426,-0.004644483427814113,-0.015140674987436983,-0.02689065119511865,-0.007630447888920763,0.04348633121076233,-0.077368128086716,-0.02897160264404292,-0.019260726518699617,-0.030348469796210042,-0.04110619547232169,0.07009230039857217,0.04976748543929324,
CD34,0.059821833732439,0.009140237530262269,-0.03142911128939121,0.042357387632043116,-0.011710645789736353,-0.03548080355229123,-0.012762118529856275,-0.0009004248315752827,0.03648430162630685,0.0034388783438197824,-0.019077386893793777,0.020203811740943045,0.0006168249862858331,0.05133283622996391,0.046459700634104595,-0.07718440029245591,-0.01782032889833754,0.00818589696920117,0.010141000662164482,0.02706500291899547
CCL23,,,,,,,,0.11522621554310039,,,,,-0.010078853554076466,,,,,,,
PLAT,-0.04354046470816669,0.09095291272348789,0.04641102666426848,0.02851524142660284,0.06630802928015879,0.023214541002892573,-0.07502192091080329,-0.02184566251438868,-0.05775768859265246,-0.025048437153366885,-0.041107809622330405,0.01193765265643249,-0.06565395454439482,0.0034114370113885917,0.043236613002832845,0.02183769032827972,-0.13102525720349195,0.09802919340554828,-0.053177153331098986,-0.0015937985645181963
NTF3,,,,,,,,,,0.053135119592191554,,,,,0.07235181756482141,,-0.028008328283728543,,,
LTA,,,,0.026866671575623963,-0.030851065348211512,,,,0.07484940580066649,,,0.01658690968876047,,,,,,,,
CKLF,0.0037191033126591374,-0.03462921873486043,0.05900119732853641,-0.012567120198248863,0.028711420338336593,0.030121986499571794,-0.053237965521035706,-0.022537405293849948,0.01920234103744469,0.02438342810525214,0.008272777464372301,-0.013417700439911326,0.07527546192567179,0.031049007800281758,0.019406200220321735,-0.017150811385195027,-0.060326746958509196,0.011991305544257222,0.07615698182611098,-0.013989391041004478
CD24,-0.008991692038586201,-0.03470514194673696,0.0018803715032642053,0.014678225809571104,0.01688105493175753,-0.009185999553351138,0.012107331841710815,0.0331343843623146,0.03052851011498112,-0.009527189020386673,-0.031147670244007462,0.04317693251045554,0.029315978665999828,0.055268730903006526,0.034275254584429225,-0.009403414174566678,-0.03205649623632939,-0.06409361728511068,-0.02719443948512679,0.03428454423935135
HSP90AA1,0.025665492355237084,-0.02227976773552707,-0.02360050874826107,-0.012400549055755886,0.0520303292256674,-0.011107461562492612,0.022382310083991205,0.07767639961918003,-0.01953707703490255,-0.0060399591321590946,0.021002621164582104,0.08576723511005961,-0.03953697180275709,-0.11399530839771746,-0.1518000368363613,-0.00777346111471684,-0.04065358262330565,0.0591150204242067,-0.09649978181171633,0.105780794332866
BMP4,-0.012628812168366105,0.06734456529214496,0.006323639558144068,0.011497305753612387,-0.02217740188506928,-8.538831860085156e-05,-0.0657757469871898,-0.012328674052226294,0.05521839339612412,0.004962028851794108,-0.04985581297220781,0.028728417980420463,0.01673636268907451,0.1287195420165304,-0.025991182529287813,-0.009642584415488353,-0.03706110359942298,,0.010866117740994486,
SCGB3A1,,,-0.00678225615472473,,,0.028697982728291587,-0.016927112178157996,,,0.07934132134132511,0.01699607955407124,-0.02396320665973711,-0.022420835725206995,,0.07346140507727683,,-0.02741147754966695,,0.03189149510892076,
IGFBP4,0.001388458547007906,0.011345555972629807,-0.03629796278303911,-0.015243284840018433,-0.03336136401046781,0.024579929643010593,-0.03898930686288299,-0.04618467466045124,-0.003455064640636235,-0.0011322036134527398,-0.07419485294117092,0.022615006606942798,0.0008033061615313864,-0.03019222967400025,-0.04924942125927548,-0.07885445969652555,-0.09793667318275337,-0.1042302194950711,-0.038094347068124965,-0.08288226907363816
RSPO4,,0.052914101241232275,,0.03563113644330565,-0.0012026861913888827,-0.005111642691008046,,,0.057549653014967464,0.029703123479414333,,0.026426381572749322,,,,,-0.018460463561340457,,0.0009684304996194705,
LEFTY2,0.05263199998768273,-0.013290755224961419,-0.05876395261831974,-0.02545929089269101,0.05033603419010706,0.005501397196172354,-0.008070232351783996,-0.017941391205579763,0.003053214746075084,-0.009020479183691612,-0.0158927806763686,0.009684346718724413,0.008542351312485994,-0.008181000831335827,-0.024142048992556987,-0.029682480438981126,0.11147786831085736,0.03205094346282131,0.007011029972973273,
PF4,,,0.0060040496719134745,-0.022877712232404267,-0.02100140557323318,,,,,,,,,,-0.019244623443765232,,,,0.015455836957853977,
ANGPTL2,0.02873609285212636,-0.011403905030061251,0.008468465362666374,-0.023285998483605422,0.011425015871848031,0.04103158553554362,-0.055102102007028884,0.0035021576121360472,0.02487489797704265,-0.0008411213917491622,-0.022841899143560433,-0.005681855850373267,-0.08664576962190705,0.06741250533969377,0.0476660029624691,-0.016474870562460647,-0.0418735258879767,-0.04172353950900929,-0.027150294102554973,0.11208254454428752
LRIG2,-0.0242498178876348,0.004392920507649291,0.07612265416068381,0.02300888261285951,0.0022387656786665663,0.04803380996979228,0.009056600622913132,0.0063903494647539446,-0.009015613050576028,0.04028684594629469,0.02484232328071279,0.003332096355184033,0.044204367779216235,0.05489713907402096,0.08083760551093627,0.04431757195637521,-0.05914644383970891,0.15718565683190933,0.008543955533453915,0.16810414038595228
ICOSLG,-0.08028171060642449,-0.032104445353011206,-0.007088658631593375,0.04729127955788724,-0.012651009655207407,0.06085415419133875,0.04169322928049731,-0.06224752324500459,-0.07421453805643846,0.015594440537519067,-0.000657176229624675,0.019917089698477893,-0.005833085410053738,-0.007470526512744645,0.07571987509118924,-0.013801901393278287,-0.020925325361898235,-0.051000253486881524,-0.016119356493217166,0.048475978713217203
WIF1,,0.0720025870321783,0.02879848571045552,,,0.00040224798764524656,0.033762001356163335,0.12082065831873776,0.022247640691308655,0.10961380246079448,-0.0457611267354078,-0.013687687278679334,,,,,-0.017160788995953566,-0.03390455240633561,-0.022384800550804784,-0.028367514859406216
NPPC,0.035496087373990085,-0.03678665691410443,0.058176109212047904,,-0.032578359125643344,-0.008731366902476648,0.023018869063654464,0.04025820850813161,0.04436972869058578,-0.015817355629771275,0.045523497250271994,-0.048156397185318355,-0.02895009175626645,-0.028971547002345176,0.012133220203445014,-0.04261968090831025,-0.019619971082055473,-0.05787225990491074,0.0195595744395201,0.05045735583286637
LYZ,0.05903911236244951,0.059793542130077225,-0.09160242048646511,-0.031536775587343746,0.000430282037905343,0.01108127757671599,0.001544936636055115,-0.06739932734273187,-0.0026750032843388823,0.028659490683932816,-0.05285542977232692,0.010050979097745012,-0.01761680681942252,-0.027006404025228112,-0.037522518614220804,-0.021304907041684373,0.009821682595047508,-0.050382597724343725,0.007913282456333623,-0.04744826366887675
EREG,,,,,,0.003070851927520713,,,,,-0.03420152163058423,,,,0.033781407367652,,-0.022992818610366277,,0.0066885007064090415,
SPTAN1,0.007607176554258128,0.11053380127584525,0.12469383463729483,0.019066752470032096,0.059195196515670644,-0.013207905639817788,0.06255635277703044,0.03095716045825633,0.02095358176177833,0.0024424062392082065,0.022010220189380314,0.03821264319729157,-0.08649602698304698,0.12718699764055513,0.024402607632542136,0.050879512972207115,0.011901932854324856,-0.05846211820171267,0.035961310503068215,0.049248611074094506
PTH2,,,,,,,,,,,,,,,,,-0.02935828701720472,,,
LIPC,0.05476824681120908,0.035568656869113015,0.022369755682253287,0.045641476977783674,-0.03774108994419016,0.010162580974564133,-0.0253842938685231,-0.01833621754935273,0.0708019144366083,,0.004687724033391199,0.030900355778175684,0.019179304530529004,0.08443558940650436,,0.05632340058535756,,,0.09314276754759393,
COL8A1,0.0980842824314926,-0.023671276925268925,-0.1296835915355874,-0.008086611048590736,0.001099055166732002,-0.003286003093549968,0.02359902396930699,0.0368802982157829,-0.016107006477394253,-0.015701158001013276,-0.03273936993025861,-0.0047317303726079635,-0.05341722920196533,0.04251584169207526,0.011423589513508099,-0.026449406147736488,-0.05373210439473268,-0.03825917253799546,-0.017193066310188788,
GSTM2,0.0750070147505622,0.09421891862213919,-0.043036443564338785,0.016267307232421882,-0.04289032794910399,0.004523930705628785,0.0931683979097896,-0.021313000285162982,-0.015621633735715153,0.04146563464705823,-0.044602746342984924,0.029992279661483167,-0.003909000541675449,0.03425223189614314,0.044540136344768486,-0.0008814515159796762,0.003619812683985235,0.15351606427865713,0.056869902014715944,
SPX,-0.04234068528075444,0.08373497587623216,0.010307992661366566,0.0533029294120297,0.00597614837498213,0.045134523922621614,0.10877689410912328,0.08022047581939885,0.07692218054279851,-0.009791186783542405,0.09695131670742149,0.08987901231092109,0.0006510476020541618,0.025748241925540382,0.11545139233832985,-0.006904676472852717,0.1696523032113975,-0.12269430445060993,0.10114507927445097,-0.009097794080446506
MFGE8,-0.0015279997785254227,-0.02589170101319566,-0.0413735018665029,0.0048277907284252925,-0.011511997140526928,0.056264868489170575,0.024631586409308688,0.03733718437058013,0.03199015757484656,0.01977015816600567,-0.050234969066509066,-0.04931811761067045,0.025062888467477715,0.008290721946097973,0.0702085808979886,0.006003920503830166,-0.0974296094966992,-0.046032332858817596,-0.01666613921923479,0.05948902523654025
TGFA,-0.03892482400449894,-0.04971859983577575,0.05679264422218093,-0.016175856051334276,-0.01367760892618599,0.040895193675384446,-0.02507904338414005,-0.05568625592241063,-0.03135826193611771,0.058892325277068655,0.012939644510420036,-0.06266522027401344,0.052185449339672015,-0.0016752865414750458,0.055587887332696664,0.006850268694911549,-0.0005839770715285719,0.03693971748792563,0.01952797578421765,-0.006181221137630408
SLIT2,-0.03341973833581604,0.0045383444256849184,-0.048802740644823484,0.027223969713902778,0.02764201860227101,0.032013691477556,-0.026582339484675303,0.03311445790884042,-0.009373523020306963,-0.025163537434699172,0.047974125936828996,0.029419932332043257,-0.08155692237638726,0.05332580755248616,0.020034659854714608,-0.056991440621148276,-0.053455794947963764,-0.02450642287045476,-0.004184764977196068,-0.011455513556773612
PLTP,0.036468041137901565,0.14067164721189457,0.003922301811255661,-0.020854641087085343,-0.0008348211854460082,-0.026326185508932932,0.006635709076351207,-0.08069260865971559,0.09043104925537152,0.034507103034890865,-0.08261740109010195,0.003856215630960833,0.013815247127573538,-0.008120580450113202,-0.08753612663389647,0.01945824017779743,-0.07525072516276829,0.07656792717423823,-0.01125645260584618,-0.017434300776559154
APOD,0.005869821353243677,0.010727745154352066,0.12140380134495007,-0.006162484344975713,0.01681128644809405,-0.015981445360108676,0.031194483998019114,-0.05078338060823699,-0.012971553305862502,-0.012126525017817774,0.0651846411327403,0.06335485359726781,0.06940072972059617,-0.06046703545751435,0.14449921809413674,0.05018027324944469,-0.03421153971124561,-0.05201530355028106,-0.006243762357227169,0.09250663512449457
B2M,-0.012843839066498466,0.0638775130834898,-0.06948509450898416,-0.017809880526074583,0.03742115724891728,0.00902309145149785,-0.0342661710846043,-0.05365378084221682,0.020420244399116078,-0.005345073507729914,-0.07635858429609008,0.003112053023051478,-0.0032737641352021617,-0.015064311794831444,-0.07364776251215419,-0.05295588615614543,-0.06510681300772486,0.03223477623650145,0.0013442505270951201,-0.05564564973980742
OMG,0.03719251520410165,0.09486274027131059,0.14743558289235068,-0.01411439810285975,0.0030156654991179235,-0.01372136294869787,0.01199208865770199,0.06192095357913471,0.027378736799086006,0.003580232375236258,0.04389487880623788,0.07120524663102641,0.06447378352814999,-0.015645276512199165,0.1252330612710079,0.05164696883599736,0.08260818732281269,-0.0616741759827843,0.01821415661874744,0.03202069606131276
CXCL3,-0.0342658209103987,-0.020760266957595745,-0.052464942295340246,0.0745505389793096,-0.04799467801738024,0.013580956720302413,,-0.01997748057526436,-0.021286903962647433,-0.03453391888953512,0.056048176503517,0.045630990609112854,-0.029835972747557334,,-0.015769169549260092,0.018482261524088394,-0.007387836744712125,-0.04646812794390752,-0.04466936769090759,
CXCL10,-0.030479284202745774,-0.018997045039907876,0.04811546670853985,-0.046095161870503824,0.036314051196164994,-0.059788911607011525,-0.03202056920352965,-0.02768445601600998,0.012657022808647118,0.008164334027293328,0.014390872068473871,-0.03070644246613725,0.0073867641512207335,0.10979620348537242,0.071507231075916,-0.029170898928295243,-0.009657284981301544,,-0.03899196128202025,
RSPO3,,,-0.009751408392684855,,-0.024389035393172824,-0.008439545523808996,0.00832225268034233,-0.02498497848021299,-0.005797966380689397,0.055480782949278454,-0.022314149210193195,0.029660854740839054,,,0.013834469563421142,,-0.0439030087054884,0.03254151080795708,0.013205578589661836,-0.0666658626102015
CORT,-0.01966802395509542,0.0033602453720238527,0.02257722698818085,-0.016678461293918805,0.062147857709544604,-0.015850543097252694,-0.007945266456311079,0.053012692356238705,-0.047128964587726946,0.011089527886970324,0.04811411666277624,-0.0013936311049421684,,,-0.020138520304668728,,-0.03070222676010853,0.037796903513121455,,0.04411174387109942
NCAN,-0.00017803242251488124,0.1173840096977292,0.13897974919423722,-0.015414472015606185,-0.018545791138747943,-0.015111851285319208,0.00997016322941535,0.0246450928477557,-0.0029087138187942766,0.005637665501391768,-0.03598362662367154,-0.007889981258692787,-0.0016069857986392923,0.09454252721320225,0.10392494815965625,-0.0311188286063878,0.1180514228397498,-0.021990862469595234,0.039898291725852165,-0.020320269753646213
PRG4,,-0.0005841820491470093,-0.05256014679010694,,-0.024070926156461617,-0.009188025232148568,,-0.02164377945477121,-0.0340656958487392,,,0.03886234331937314,,,0.05345549062561042,,-0.04402118832742998,,-0.03408523158479269,
