,MGH258,UKF243,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
IGFL3,,,,,,,,0.0352263675874245,,,,,,,,,,-0.07215123223205348,,,0.09254596524011607,
BMP1,0.09265905819351462,-0.025730661938470963,0.007323853217090496,0.0071425727192679115,-0.028987621166811934,-0.006399057900834598,0.0875889627228171,0.14321398843967934,0.04575233801481213,0.010134517370781793,0.025573151162404356,0.11155882321975952,0.015297863953631955,0.03352988685333415,0.07973897940490217,-0.03393324333944222,-0.03825286554531609,0.03785945887676404,-0.034032533213543735,0.0598974597339422,0.0461725802797522,0.0655620418255956
NDP,-0.008562038358099443,0.03528927888043756,0.03580667246165267,0.03584126454220796,-0.0346416517292807,0.029983890310934642,0.035957857983257575,0.021584519040874037,0.0203211075631244,-0.07470418756024244,0.012836240606891291,0.11076737494485998,0.016587845065624447,-0.02470481388354789,0.06631453988516227,0.018092039969485586,0.08395681429422423,0.08346018092787252,0.010384131654994876,0.09216423014319478,0.25719467157646114,0.1569824465632349
TNFSF18,0.010174323088831492,-0.027957798430632664,-0.031802757715719776,,,,-0.011833029787018858,0.08506264000598164,-0.016503116469938177,,,0.12660149843820265,,-0.0031203553753589098,,,,0.04105227258999329,,0.005258899732069478,0.03220471529611769,0.08340360986721423
IL36G,,,,,,,,,,,0.007957112080900658,,,,,,,,,,,
RTN4,-0.11822935403209861,0.03504056685132185,-0.0008703852221662765,0.0006215381663126805,-0.0037601889597086106,0.0016174603689642147,-0.09487184368032696,-0.13679164489224202,-0.02157299450115747,0.021296148368205623,-0.02330072393996945,-0.0492825241005623,-0.038846598981670706,0.049002314719780664,-0.09059940184367624,-0.05229583273303745,-0.10742038817859119,-0.042880303576418186,0.12312595436518088,-0.026447880786473178,-0.03221252901013647,-0.22022922519126928
HEBP1,0.007314246463950528,0.00584228472709186,0.02551172246135388,-0.020637144466864252,0.042248200808558206,0.023773348504493145,0.01916910303278476,0.06313174173398065,-0.004140259708219603,-0.06459567504301614,0.013384135863447376,-0.0019969462272683824,0.009876024191780158,0.003043977560694104,0.006823043447501507,0.01479746087653399,0.07688827549379317,0.04982318229702328,0.040796008270844945,0.06031983897303349,0.13297743870884207,0.07429756436945427
WNT7B,0.07250670227835594,-0.027146327737436173,-0.019754887247062848,0.10395400081723069,0.055681017149804134,0.08745024108306586,-0.016659402638528442,-0.03675307532437776,-0.006345109893771735,,-0.016376619668667575,0.04459379384060336,-0.039244161292490094,,0.0011094892195963836,0.0313950673913473,-0.008789806598702614,0.015348800037254171,0.017909888734925807,0.008274800904304712,0.055305694206319575,0.030874176308150026
PTMA,0.07604767826316448,0.02939046143078189,0.0002485242666336528,0.053277858819585217,-0.01747369935802002,0.010367048212690027,0.10516017490667527,-0.11457668143114261,0.013788229164173061,-0.052678510190132324,0.038942970894683536,-0.00723590675574176,0.0503366045635022,0.007279364950711758,-0.1852436411451287,-0.009195028625856411,-0.048488107054650384,-0.10391714226737238,0.021185041860662685,-0.09688501815827426,-0.1638042669258955,-0.0924103508809391
FASLG,0.006206710827009785,,,,,,,,,,,,,,,,,,,,0.0049684767950849695,
