,UKF248,UKF259,UKF304,ZH8811Abulk,ZH8811Bbulk,ZH881inf,ZH916T1,ZH916inf
MMP2,-0.00014513899981547374,-0.006376003430795727,-0.05426816099799729,0.010342779129370329,0.06216789700493724,0.10166456110225794,0.036093468543468565,-0.022168217718882152
LHB,,-0.009945694836261251,,,,,,
PPY,-0.02586736840591553,0.01715084334696935,,-0.002951372836582182,-0.03725765240954263,,0.013570676127934889,
ALKAL2,-0.005178057318100292,-0.00980119940291127,0.11097891171683702,-0.06251413232079454,-0.005276229348421436,,0.017334321362666116,0.025913543758483856
CSF1,0.012618232297002815,0.03480941646423796,0.05522701452626468,-0.0096808875006251,-0.09193139228499798,-0.022670229489470017,0.034084051102627244,-0.05591600758020688
SEMA4C,0.013899727709405315,0.042292447370473205,0.07212043828911341,0.06600647220864983,0.03259031847469624,-0.08128095967280943,0.011740233546901662,0.015907830323239776
BMP8A,,,,,,,-0.01622788349794783,
ICAM2,0.02080340362056064,0.0019062023413986694,-0.03131239228054541,0.1209891803865013,0.006012457188127158,0.09672272096685891,0.03338973801073395,-0.06004328927118995
SYTL3,-0.010470813622027345,3.400661516542386e-05,0.0784429222260373,0.08262036922524367,0.04477935078719702,-0.002197993442946136,0.055326949336623535,
IL1A,-0.0021671450252891806,0.019734331302164957,0.11975709611486017,-0.032846860647404254,-0.055410379621197915,-0.05445116916412985,0.09169197593125432,0.016059450565666558
HLA-G,0.03604587317058843,-0.010504578356556197,,-0.014034025067788253,0.1019055065882996,,,
PGF,-0.023052183476522572,-0.004645644267449042,-0.025105381198585287,0.05132833922195267,0.09050055837569201,-0.02217908259680605,0.040410086524371766,0.008810418650948459
LGALS8,0.06569365807939267,-0.02006350579157905,0.004905184555413331,-0.023508729300888816,0.03810478507762836,-0.0424399492243561,0.026336026631120016,0.01968389725732005
DKK3,-0.012825226764713319,0.0025640823084832525,-0.13574008051579298,0.08836497902416254,0.1537382158830546,-0.044754233988888115,0.06317735599653479,-0.013368893059333758
COL16A1,-0.010122881289560667,0.029803481638813346,0.06989788981797297,0.01986635327110045,0.04545781527695321,-0.06460688036670784,0.01026629963276291,0.02623076859895287
TPH1,-0.01733250406646697,-0.019115619823493364,,-0.019199090940981618,0.02060900034179981,,-0.028934880222282345,-0.031059615172829
TNC,0.013139082204801415,-0.026694321323419794,0.060410439082542684,-0.10450370192320182,-0.1372756207827902,0.013456485526193945,0.0016457597326510378,0.009236662711208283
TNFSF9,0.01541706777523971,-0.017226670378488455,0.022778772511583598,0.023778612111190704,0.018964963211412,0.08465959449217407,-0.025681819595883604,0.08376578079107559
C4A,,-0.011791198354332864,-0.018655744386994407,0.025434576556801133,,0.04753450611296045,-0.021853325175617323,
CNTN2,0.013890401613246943,-0.014835056853593905,0.12176210191078657,0.08008591311590013,0.11857509868191426,-0.012500784491684977,0.07169428221704391,0.03891998343681119
F7,-0.016909164008703095,,,-0.006555726059302444,,,,
LUM,0.002877328615595157,-0.005651742884100536,0.04098115100250412,0.02674458140460146,0.07758020728784212,-0.03367024433574706,-0.03466025623413458,
BTC,-0.01534064416919287,0.01764155187581275,-0.022736250909746666,-0.01750319729710739,0.009809063034261786,,0.04630972835642029,
APOC1,0.008900492825246579,-0.062310363302180996,0.16148851499861108,0.055292048792906195,0.06029715453408132,0.12101407281460619,0.06825856275956034,-0.0624743812550068
PKM,0.050679901442980464,0.01883091675194448,-0.09860948128825343,-0.11654405716879668,-0.15380518750572944,0.009477872203250672,-0.05188498163162455,0.01737556157208145
TNF,0.024540718007526392,-0.02603089534799866,0.10538223498982191,0.00875196302818191,-0.024532488775907357,,-0.008206677611637124,-0.018786441535906945
GNAS,0.05046308448109557,0.02625134748161156,-0.12847901434729025,-0.0538993483333659,-0.02156502543742118,-0.02583416299764749,0.03452129857765039,-0.03323913454429574
BMP8B,-0.007536458330511781,0.02362249596558373,0.05282020056919336,0.06353357069920507,0.033604841761975285,-0.04364757161009966,0.023912416576038823,0.013128988942635473
LIPH,-0.01733249979933998,-0.014937900917262815,,-0.017247695770493583,0.019094877771099646,,0.02144947454597765,
CCL28,-0.010545145162169145,,-0.0007025948499661477,,,,-0.01260098662602132,
PTPN11,-0.02431364677477689,-0.017121390892281218,0.08589317586035569,-0.028855971134584733,-0.06934798884312306,-0.06774862603290278,0.02268462993446658,-0.051124765572015056
ADAM12,-0.046353010563422566,0.01084144284565167,-0.011991032561124578,0.007279269203743079,-0.009368182300833444,0.09271099711503433,-0.016730868825511728,
EPO,-0.02328924431272671,-0.015228933198660706,,-0.018731438090978197,0.00013066288496782285,,-0.013400102034962986,
EDN3,0.06253656360193277,-0.01895790507355601,-0.027762649197416563,0.029431159630711044,0.09445914372706278,,0.04627632460923836,0.16696289804137635
CCL22,,,,-0.021199953496644722,0.03574719396883583,-0.04138131855398153,-0.020706669152098536,
CCL2,-0.03305291613679407,-0.007410056883871262,0.12268277548885284,-0.050889025589863524,-0.010138287610206142,-0.03232015079538944,-0.03549305073515198,-0.03141854936917731
DSCAM,-0.0391886500506157,0.07211887010554495,-0.0464181946775365,0.02406274804360815,0.08081422911810572,-0.04704137769256068,-0.0069349240735282446,0.0064730403630101465
GPHA2,-0.019317951736228904,,,,,,,
ANG,-0.03436842668549384,-0.025797130495012883,0.030873002972544698,0.02857926376559946,-0.04221126218851238,0.0032611431349919926,0.030751055051252214,
FBLN2,0.017361816774147498,-0.023091448663408193,0.02353477168405402,0.021538204768288056,0.09370086627535791,-0.033333083159008764,-0.04150264834324513,-0.031775943480438065
VTN,-0.032764464948554735,-0.019582184596676856,,-0.021411315592889186,0.06281975662906286,,-0.02185332971262952,
VEGFA,-0.0017873332056056622,-0.016134434266352575,0.03265139798378299,-0.1354826024248807,-0.16678662007393957,0.07054914363079924,-0.0335958524085876,0.03456971307848072
F10,,,0.061852523256080955,,-0.010197577217652557,0.02900468194902402,-0.02365780957390505,
SERPINA1,0.0314523564271268,-0.011610857396164893,0.07766039316638257,-0.06060886562197929,-0.047998276594603755,0.025597104253855155,-0.002693399399712663,0.0753205711472639
VWF,0.021051149465105015,-0.0020270155889470613,-0.00433364784475165,0.12997425429321396,0.10296195028150999,0.022350736761755086,-0.01920925682612337,0.027118110572038417
GDNF,0.010705504821053514,0.011214628010636673,,0.00023066725494980705,-0.014413384829078916,,,0.01209750013357255
VASP,-0.001917873493489097,-0.010620801270426842,-0.011910918028443263,-0.025588824015410544,-0.021593744045724613,-0.012304970875734081,-0.0042492928954679056,0.07742555552381494
ADAM15,-0.0032884546840358463,0.008847980725455904,-0.02764227632129278,-0.019396913610910158,0.0018411832067235935,-0.03181036492892653,0.02147898868010426,-0.027130871180168645
WNT2,-0.030318975108462383,,-0.006302050849836166,-0.023234489418422478,0.08513562237963453,,-0.005041946168932515,
CALCB,,,0.042454247405107386,-0.020334427944606406,0.012107612859408553,,,
OLFM2,0.009133006711790277,0.02614304638360406,-0.032353234909279084,0.026840184103628928,0.0589024142184656,0.1209506693716455,0.04532185933042764,-0.008374520081742698
MFAP2,0.03405300071230514,0.0240791384166728,0.08353664571794069,0.0011989384982843167,0.08615002172976606,,0.002134402387334335,
HLA-C,-0.011430784308334942,-0.0093473336499688,0.09234216160736572,-0.04208918841910802,-0.12470032197121698,-0.020850766127981254,0.04112870075488463,-0.024685456074023365
THBS1,0.022699850623321815,0.01073089172246414,0.005956489064351317,0.06022794366053996,-0.023083704068625074,-0.05062340622745639,-0.07573486524013405,0.0018068428485068866
HSPA4,-0.0015282052324157973,-0.05946291859784813,-0.012853169505140698,0.03255790160839668,-0.001536126565115489,0.08116370652886182,0.042187915269216364,0.12783078078744584
LMAN1,-0.007472292569610998,0.026981550940489565,0.036788919280605376,-0.06653737860121818,-0.1493927825475006,-0.07940132141778042,-0.032743063035628274,0.032114957504854574
LYPD3,-0.026441405481446804,-0.011165529446414824,-0.02114310838294331,-0.028233828539955538,-0.006623953799996419,,0.030938610883308324,
APOE,-0.021590303831556596,0.04228090730486816,0.14437640682078717,0.08790333874487219,0.01914289161115565,-0.013796001485455645,0.060387579783432135,-0.009400284538252854
SOSTDC1,-0.0013243163240973937,,-0.049754938770988806,0.05514842692289262,0.05018886287368433,,-0.022346606724281615,-0.03316659407513333
ANXA1,0.011154526599930926,0.01760821721291437,0.0833405116066193,0.0033090733879399497,-0.023259698733415962,-0.04465643314870632,-0.015302517178532543,0.06619543180621078
WNT2B,-0.04417185210522761,-0.0275459485694661,-0.05284601463743697,0.04978646145398914,0.013858363858781923,0.08872676085559009,0.0030662920370517215,-0.03180529452673439
AMH,0.01123910430330589,-0.015514981665361121,,0.04251881240396854,0.006155232187292483,,-0.0174903931624959,
GDF10,-0.020060544042765027,,-0.041007070934195165,0.0009122569479309642,0.09116948091985926,-0.03836426411369901,-0.035405321931998614,-0.05518007547082815
EFNB3,0.027015097647597006,-0.03969640301002254,-0.0664847566138632,-0.006106663675067038,0.038828083746317126,0.0029777746802664515,0.02820856835495704,-0.055437634554997804
LTB,-0.02346065098641591,-0.026455809862796963,0.005871578810852307,-0.010185329436130477,0.121960020272449,,0.0036550738803271345,-0.03887877824180198
ANGPT2,0.030162007736582702,-0.0018221279086581325,0.0023431510505393625,0.04655959150639466,0.06273809307022432,-0.04244890313629736,-0.007751577569160879,0.1542996852800883
NRTN,,,,,,,,-0.046054963703306834
ADAM17,0.03936256128726117,-0.014872233269661575,0.08834342624815193,-0.042282310938780786,-0.05247182000239556,-0.049194512982139144,0.07791481184624216,0.1172017142553252
LRPAP1,0.009732056040392907,-0.010756116264112013,0.023449858334710142,0.08891145967169946,0.1243060132386216,0.09512053339365023,0.007333421540887926,-0.0911993015837513
NID1,-0.021221986270439606,0.016415843652949194,-0.033191961036821274,0.02126144002499829,0.01787882297501449,-0.05268159770901631,-0.030144703658993063,-0.05485145519067065
MST1,-0.013976438799816604,0.03231630050111164,0.06304319921638023,0.025341964607432817,0.0755924827395606,-0.03513457909332298,0.034021046146762955,-0.026267540617733644
DCN,-0.02368572962973608,-0.0007942662979341519,0.01787810999545442,0.06235516882778457,0.06561738418080162,0.05219840386558294,-0.07950377953356005,-0.06195789219365677
IGFL2,,,,,-0.028146346541068856,,-0.035405311384848794,-0.038280953689819576
COL7A1,0.013384930283869887,-0.03970734391392544,-0.026514932074261775,0.005676514494218279,0.019592193474524705,0.04720814262228247,0.002778256904259046,-0.06166698215135161
CALR,-0.01934463069923395,0.0015964417720007373,0.11829729304152449,-0.07000468434595615,-0.10773919622815009,-0.019508056768496967,-0.04713277624200238,0.09659555195664718
PIGA,0.007459015605605396,-0.025865426352350653,0.05468744192954929,-0.008583001912179006,0.0014426344685533209,-0.07494596280823394,-0.05200412876756897,-0.04025182406474481
CD200,0.0028556677764707797,-0.06046804107350005,-0.007802509906184534,0.05120885262632293,0.04260626258443528,-0.04327673186287138,0.030765356895512005,0.06437963196366972
GRP,-0.009277942865674457,,-0.01943266050501153,,0.08535517031154377,,-0.015900085538023245,
CDH1,0.007574996239683884,0.10391098232610853,0.11861602068957562,0.12778373218929853,0.06466457640602938,0.0214950942184091,-0.02696177908622363,-0.01027732575378432
LPL,-0.02559792691909209,0.06766798864729993,-0.04194401675128321,0.14659552360046127,0.1703021982068655,0.14426734653370235,0.060596752899274055,-0.03786207157286245
SEMA5A,0.014848174851144015,0.03424198591637857,0.06825837347364745,0.09114549925162499,0.09575887239794201,-0.02826007415629983,0.03988822631553999,-0.10712578923514825
SEMA7A,0.02566802279640225,0.03538123577437349,0.06909817478345612,-0.010656338152859662,0.02945480426910578,0.0024706245419784307,0.015483986746490744,0.00929562389896145
SEMA4G,0.0015569416536163141,0.02167838833748871,-0.039094634925809765,0.006814674246118799,0.059056570288975596,0.12358643579136393,0.006473533147333074,-0.039469240534268035
SEMA3B,0.03127041865945266,0.04350492375592392,0.07807118548008603,-0.005565055290679466,0.01926095753585973,0.059099440101261655,-0.006491150360396988,-0.05919670609353983
RPH3A,0.04003652032293941,0.002449856062652027,-0.1121559451763459,0.06638131799219535,0.09291057923226022,0.04583619382650366,0.020960943755027883,0.1097584654904185
JAG2,-0.0035155006527065346,-0.019064807336027976,0.01767419148216954,0.009262708295216561,0.033528075365567414,0.06058896584732487,0.005845410122658741,-0.020551391528270086
CGN,0.05740742120407223,-0.03478470043870184,-0.020430741357473005,0.09432006768958423,0.017976438897969713,0.1308611658256487,0.09103406923303767,-0.03516077916674886
GDF15,-0.019917122722564327,-0.035047152871498705,0.11217281445623817,0.018230471212396446,-0.07808824568868657,0.0899555067747487,0.05744163695862782,
SEMA4F,0.007844258401165595,-0.007302419247062494,0.002604703219076056,0.02799341795306339,0.05905957923049112,-0.028783487518595167,-0.039089649111533536,-0.02593368941943029
NXPH1,-0.025991257875118662,-0.01620939216309628,-0.05350724753118184,0.0920497077747606,0.09565188700558451,0.07835045124703949,0.09790037870619454,-0.05395909047236003
ARF1,-0.016901345122106094,-0.01147923283896124,-0.04464810861583401,-0.03295903723544556,0.05309039213434385,-0.048653365349310876,-0.0238673953407885,-0.019704548582451974
DSC3,-0.0146194437414038,,,,,,-0.013400106102423547,
EBI3,0.017416726675697887,-0.010239105632703282,0.009685246257957006,0.039931292125495725,0.010258664085268104,0.1060747628942719,0.07566037432409098,0.02444642901229806
TIMP1,-0.007811682781914451,0.024282382628864542,0.10341082540274836,-0.09112036107084177,-0.15941779128165712,-0.08998276613165837,-0.0794242443558842,0.061253211383190814
SEMA3C,0.008740092330057389,0.0025507640162166687,0.0669980619623132,0.0038645810497192103,-0.05572570916790253,0.010233093717583481,-0.009735723572624597,0.029742882035438997
GNRH2,,,,,,,-0.014520841239162141,
GAS6,-0.003608897634656843,-0.03758215223895911,0.0008470914863188627,0.00810284883887494,0.02881683769579387,0.03338390257257338,0.03184271460458002,-0.03381808254670497
MEPE,-0.03020900750179092,-0.04111535396712021,-0.013118016715901142,-0.032416876040161864,0.010869813504440875,,0.0035323036488314596,-0.03516052359171778
SERPINE1,-0.03385132844465542,-0.06502019236684863,0.09855552300748473,-0.10897262930353004,-0.10199252099462379,0.009896049094791772,-0.07676588373708851,0.0173341414738505
RSPO2,0.008382331475533794,-0.01261779876370741,-0.04662768745644089,0.008280368094146676,0.01734047334736604,-0.0628597846210509,0.02884255533613842,-0.002426742471121048
SHBG,-0.018936501085817098,0.17291025999489648,-0.017847621355842596,0.03465686695017344,0.03748607914898748,,-0.028094085222649032,
LGALS3BP,0.024880205395100018,0.029133781498581663,0.12676856758800262,-0.02052667093625248,-0.021392472942215357,-0.03342265974109229,0.025821537745203793,-0.029161808463566072
LAMB1,-0.02135460571707969,0.053621893295088804,-0.022608591719596553,-0.017950719896527457,-0.03555779313686866,-0.0007034026332701864,-0.036901017944015874,-0.002957127074103158
SPTBN2,0.047348729184269384,-0.021740171147398433,-0.0948966974013928,0.015497590531947863,0.03280785804134461,-0.011682153571926125,0.02835473272583477,0.038529826895151276
COL1A2,0.009810087014240939,-0.028981382633258758,-0.00237859258870242,0.0008891670971439448,-0.003933551677513028,-0.02332099760881026,-0.06659376776261686,-0.0771679972833995
DEFB1,,,,,,,-0.028696921630818,
WNT11,-0.020954410716997787,-0.017053756099947963,,-0.012539243005848381,0.14415366855031506,,0.006447640020802742,
LGALS1,-0.044943377726002355,0.0020872892397956495,0.08456831361732159,-0.14024406234320458,-0.1701319594056007,0.011899523692765307,-0.06590937101303469,0.05095542068058268
BCAN,0.04208773590477677,0.02299222768604553,-0.08957241237035453,0.1446855232712327,0.19088954659616067,0.05694527728878177,0.07141199425690824,-0.048904031071126744
ANOS1,-0.008272258717808765,-0.006542849326014479,-0.01971317554835044,0.04519372760175291,0.09924710953014351,-0.006189207748740881,0.05928397700994853,0.0001170285843762366
EDA,-0.015340649425378959,-0.01053385944666018,-0.02183869876601287,0.00882262529592259,-0.005215249605346012,-0.016258788222113633,0.024452540211655837,0.0047470965928274
FGF22,0.02546371591134186,,-0.037660264311120066,-0.028559581942354577,0.0030941646109029584,0.06565132748671318,-0.02568181678821732,0.17422976620601768
SHANK1,-0.004356388678523999,-0.020561876758424632,0.009440487387405461,-0.03357331118474624,0.05138804071025389,,0.029805285805849846,
NPVF,,,,-0.021199954917659927,-0.024233851751633475,,,
RAET1G,,,,,,,0.007587575543247584,
TGFB1,0.07834379306607903,0.008584813320174826,0.11415991326750533,-0.027643319466543706,0.029558495419761726,-0.08918965080162346,0.002938657217234315,-0.0734131856149739
MSTN,-0.010201252876057009,-0.0002829501833899097,,0.06824717543294963,-0.01540884014918539,,-0.03231432660302994,-0.0400521010659188
WNT4,-0.014119035143133594,,0.04834130035386815,0.06266973072050648,0.050985916444708894,,0.008059522277947793,0.10522124802306061
TNFSF4,0.034583313245364344,-0.023689079377154913,-0.029741221997202548,-0.04733532191419801,0.0416577232091815,,0.022930104649436466,0.014095463619724342
NTN1,0.05817097928107355,-0.011626305404272513,0.07739834725113467,0.0717285401828493,0.03351746091264795,-0.06513678938143777,0.04197304552841504,-0.009438238874382053
CXCL12,0.010439712389558991,-0.054821523555534234,0.0059557824427804735,-0.02991958529660532,0.03691997087163721,0.12033453514473808,-0.029385947805020483,0.053161083075347317
GNRH1,0.019949492171472637,0.052042536205995193,-0.02042610089512674,-0.025855263357869328,0.008804167434604847,,-0.030242466969386074,
FGF8,,,,-0.03197448108816012,0.003967291072119423,,,
RIMS1,-0.011761044481203797,-0.028394378828727345,-0.06519723625296493,-0.005292918611234638,-0.052744184256015944,-0.07548444621233971,0.027238207703976038,-0.0479647085768584
FGF14,0.01590442669762752,-0.0369455703244213,-0.07206723499150748,0.03969283463216299,0.09301400514400614,-0.027383372740056595,-0.0021292429950923947,-0.01307158269741113
IGF1,-0.05296293268957024,-0.01529587358723459,0.012985914116332353,0.01611338886850621,0.04229013518625555,0.04934513443607116,0.0012122080294347797,0.13536405547336833
TNFSF10,0.0627879380542689,-0.02327603095153097,0.12371437847678747,0.055994932235360825,0.10335886638104276,-0.03561122026190298,0.0177540500107049,0.0130834579898757
GDF5,-0.021644960893240757,,-0.02663169620831335,-0.021994334477688563,0.01608568107491136,,-0.03864989024136399,
CHAD,,,,0.08544462128565279,0.04375449653215881,-0.04011104548017097,,0.05402769319711557
RGMA,-0.008425866223736029,0.04334713368203955,-0.05912157543500114,0.07518481984307893,0.13026948904531355,0.026571193674195456,0.056979004990082134,0.03549884600410356
WNT16,-0.029178201798140353,-0.004086790658088571,-0.027576904861103133,,,,-0.017901761436065457,
CX3CL1,0.031205698460530354,-0.02266210861438732,-0.07202527982756403,0.04067175074805632,0.026798672352207033,-0.03671414899295835,0.012004638164500345,-0.03241052971266834
FGF1,0.046535396124799,-0.028790868775984635,0.08374701935522755,0.09640110029913648,0.11550518059429267,-0.015725654292166845,0.047308727033872976,0.010838449082016489
ALOX5AP,0.015802184845497936,-0.006103652763100964,0.06873084121547983,-0.075110085103421,-0.11532247431824087,0.031639174836672584,-0.013188800736551464,0.041055489522411545
IL1RN,-0.04766882238493439,-0.025102023447637685,0.08776501521212841,-0.048327424769910754,-0.05354287538408393,0.09080040888699224,-0.022404439624069326,
PCSK9,,,,-0.018491915376185584,-0.025694578316847176,,,
FGF23,,,,,,,,-0.04119700800949783
NPW,,0.026402102206520547,,-0.022058311872968677,-0.0217874292841484,,0.08462202434385999,-0.0310596170379852
CXCL9,0.002673012142574124,0.0004522655495436959,-0.018390057927462438,,,,0.011453249478297066,
ANGPTL4,-0.018832060586002543,-0.03441316957808631,0.07360150106676902,-0.10406423279611335,-0.1386680111372994,-0.0722057205502198,-0.060779292043774504,-0.08657211081684071
UCN2,,0.04892363767494805,,-0.03197448647174631,0.00102791123654215,,,
OBP2A,,,,,,,-0.01505182183413737,
COL4A3,0.00851031926481119,-0.019929153769316952,,,0.05853261815101748,,-0.02434788933784079,
NRG3,-0.002139587336026205,-0.006199245138719315,-0.09195286935965356,0.03067381400321748,0.07474128633350993,0.03250698662223152,-0.013261299810551597,0.0550992055059957
IL23A,-0.00847785588844981,-0.015420170406280407,,-0.01849190892543054,0.08304749049554024,,0.09510508739002208,
COLQ,0.026981265504665855,0.018564747521796612,-0.040215526480142316,0.010563495826093589,0.07010536030541434,,0.05660045755909492,0.06359018886087411
SCGB1A1,,,,,-0.019211358052031925,,,
TNFSF12,-0.022702016596271638,-0.004735162615989053,-0.0565548036594411,0.06641767072422532,-0.020781908168372873,-0.009326855364608005,-0.025464301420569116,-0.03564394150989399
DKK2,-0.02422714644684787,-0.009945695654197142,-0.0329261153832757,-0.021828414627592715,,0.05652785295610622,0.06484744358519305,
FYN,0.026405705860780747,0.059248894362405415,0.044209545688632765,0.10279510390475631,0.14163523134637948,-0.03104161429628326,0.0624289256466799,-0.0689679371317191
ACE,-0.03171509744559891,0.03250377759007925,-0.006775314823690082,0.006618824124143655,0.10566979585425292,,0.015823044125705423,-0.0116887416312309
IL18,-0.028661766699233166,0.0018978617287707168,0.04432952193009122,0.06518582701918095,0.08921559499974042,0.0003164207171259145,0.051047625263994915,0.07798888632486453
PPBP,,,,-0.022641564139892822,-0.03041653653430012,,,
CCL27,-0.015340649528441483,0.0169718586832353,0.025456803144617624,0.06749704361313481,0.08013560714082857,,-0.03864989684184016,
SERPING1,4.778769019106432e-05,-0.05628109029603908,0.08580776476839855,-0.003921013856711273,0.016742012775827247,-0.0613292019874623,-0.0077233434126714115,-0.0363115532629739
AZGP1,0.00011065701860229293,-0.010546527134228484,0.03492654786149143,0.04786199069752036,0.025100363967381707,0.1251875605270973,-0.02409057519800398,0.012215752917283539
INHA,-0.017858976280876376,0.018018845077928267,-0.031114331381050322,0.025425773771105702,0.061212607219474566,,-0.02929019137582849,-0.0280302319502849
SEMA3G,-0.005767574049607231,-0.018477777624886303,-0.025458016973850466,,,,-0.03717501284966421,
COL6A1,-0.012939089950822628,-0.017723610314128058,-0.07832106058284412,-0.0807097002414439,-0.08197508675715116,0.03904214487972086,-0.04673670114522638,0.03035973183261963
FGF17,0.006952123161894194,-0.0023155376842396618,-0.032440015176169436,0.04137671480917774,0.05312568014407676,,0.09826525847373965,0.04855664561928996
TNFSF8,,-0.012502866005814746,,-0.02456780139031537,0.015820986607767127,,0.034623948424844675,
FGF20,-0.030445120638364458,-0.011815134713679872,-0.0009736292201682137,-0.02671540687395875,0.026684038584437724,,0.2675248149251772,
ICAM3,0.0676609095576384,-0.008656611352746483,0.005067679907071182,0.09024437145937789,0.13940832224532534,-0.03513457732998402,0.00527145810658595,-0.04758464261763186
LAMA4,-0.025832173049395984,0.031198072831444247,-0.0002760808462602813,-0.02838682977264697,0.01669587837612912,0.026412677145373886,-0.03727861380988605,-0.008623116220913747
DLL4,0.009956375973417527,0.0016822580041344875,0.01620137508311919,-0.0020121597658582357,0.10858445524840547,-0.03608233668104814,-0.008195289378812398,-0.01658675768830537
SEMA3A,0.013010687820800983,0.0003270563412714042,-0.062119526214581174,0.021899864195262186,0.00946971750597646,-0.06469965771711249,0.028902860592006217,-0.05272857417036987
RLN2,,-0.012617801608967331,0.06410417004477871,-0.01698857498985851,,,-0.01654970305937155,
C5,-0.011189450711543258,0.007025601024804298,0.06527462347066484,-0.014699436973916069,-0.0034021536796514716,-0.04096121665308782,0.0408517049819428,0.0035273787177380195
COMP,,,,,,,-0.020444288901578987,
EDN2,0.021357153727946575,,,,,,,
C1QA,-0.018084652225020068,-0.03298890321955672,0.1295225606767529,-0.006201965272068803,-0.010353349125852479,0.03205116636733502,-0.032996402956962025,-0.02302602286235927
UTS2B,-0.00022639959989200094,-0.01261780153647661,,,,,-0.01763367592554187,
COL9A3,-0.0083683442391955,0.02956462821185889,0.019339378220813865,0.05222398194665469,0.11683122646872868,-0.0009048798480906407,0.0651200460192656,0.047383463998781086
DLK1,,-0.02100094743287379,,,,,,
HGF,0.06737985910360571,0.019571503671054827,0.004734180799068204,0.04142145420346397,0.033895854098119675,-0.05777991920724544,0.02014452966306939,-0.04956576862147994
P4HB,-0.03191212589551996,-0.0023278219389471183,0.06255955900534135,-0.0973832778268623,-0.15185789145481055,0.010705291660810355,-0.08329009884530199,-0.036516434103012536
ADCYAP1,0.007860201149691663,0.07205039650832336,0.0009238992685587657,-0.0017008916624246175,0.01340041815205027,,0.00737753444187862,0.00906871072564456
GREM1,-0.024380315365562736,-0.010905736286881776,0.06536145875259776,-0.05190895256357304,0.006225687673296433,-0.08177169787205803,0.008770470910826783,0.02169294185027287
EGF,-0.0012745702778920013,0.0029845357741718134,-0.02643920918199473,-0.00035741580876417383,-0.024532494259010888,,0.07653951783896698,0.14283913883700558
VEGFB,0.03424093627388675,0.006953409137798018,0.07313002249233647,-0.01871210302357834,-0.06611712928815619,-0.08167733783743293,-0.0022709343376665107,-0.06151904310303237
FARP2,-0.01388834322852963,0.054667913639239965,0.04751566971533671,0.06262790352658082,0.09486227698710066,0.04907338701209045,0.05940509990589857,-0.0324318657352053
BMP3,,,-0.020181951024253745,,,,,
IHH,,,,-0.022238377938654286,-0.029925576065181727,,,
LAMA2,-0.01304732941908769,-0.026502749635755773,0.06097720995226913,0.05892542662262548,0.06442355493864185,-0.0040592027864936745,-0.03495280589425338,0.03243096287929877
SERPINC1,,,,,-0.024532496210624897,,,
NRG1,-0.02147658281291257,-0.022066556170529265,5.5958302095439717e-05,-0.035795805952870526,-0.013173283047138534,,0.12552156881051357,
SPINK1,-0.05186252397185046,-0.024976166160826898,,-0.046890070740927305,-0.05423310653038857,,-0.023069611631460114,
EFEMP2,-0.0025994147031301222,0.02958018987850321,0.0015852562402863507,-0.06517146822009094,-0.05526841973907852,-0.000356775290017067,-0.03627523499510753,0.054252851538949244
SELPLG,0.06676508253773958,-0.030241840716642262,0.042959079543133875,0.12632514147761364,0.06412735131211071,-0.0179198404816332,-0.001608021076743802,0.1014194272365019
GDF6,-0.005688722475077614,-0.014135109390748248,,0.053737852515280474,0.05544605314010516,,,
HLA-E,0.005160987588707404,0.014899496567676225,0.08860304813717315,-0.05277767270418572,-0.03380377903013924,0.010529217302419246,-0.009524726967293779,-0.027794319718559873
PTN,0.06866384779840652,0.0025288955286785508,-0.017357738058399335,0.019453465837949668,-0.03127252950835017,0.0208237619302659,0.051505817764266944,0.020106870390806875
CD274,-0.02096477065881873,-0.04265190130167924,-0.03372398384211781,0.0299321197766553,-0.004250796322035284,0.09496775581675032,-0.03429153085262205,
CD14,-0.005130058459804831,-0.0611929328033345,0.12811955392527946,-0.00995361907404983,-0.04587089512352346,-0.031611103214810095,0.006184736215550188,-0.05893430062962658
SFTPD,0.022381138078616896,,,0.05951722748041683,0.055998176462631,-0.033670203175004465,0.008963054900532131,-0.03946923297321267
SLIT1,0.025238422026172765,0.049944218853570685,-0.08508015370942991,0.03842522488777788,0.021461589892328457,-0.024574455660991965,0.10628549790826967,-0.04923311037122346
CNTF,,-0.009945694631777309,0.05365385988808437,,,,,0.023825963607635316
BST1,0.009766578350511632,-0.029901037628192805,-0.04021222136755947,0.029171245084127585,0.010754291045163988,0.05505674137601942,0.0667936173593446,-0.040628019109360064
AGTRAP,0.057017227804983237,-0.0166021078043796,0.12950957706224744,0.02922814024569873,-0.044268960647412994,-0.0003173168732104375,0.007837743948698205,0.04848152940926102
LAMC1,-0.0010400342340227838,0.0407231656574094,0.011210037710980416,-0.06676945955826467,-0.04890100135083794,0.059301053527218685,-0.007484851802722939,0.01441654645804693
COL6A3,0.026022495850820337,0.03070128211069482,-0.03144598547444467,-0.039623242153125106,-0.001890101800306467,0.00313099009698641,-0.03460056833920002,-0.052860613444938
FN1,0.008842155985915812,-0.01660762505285824,0.007702029406447389,-0.07239142200036687,-0.07627620695199773,0.01713003911264254,-0.06624446863306398,0.04400833067880833
MIF,-0.05965772007632114,-0.03174618762153086,0.030561148390984172,-0.0338219536789183,-0.10550629105072867,-0.027276218225522755,-0.0032436578568377206,-0.057275693685787527
