,UKF251,UKF255,UKF260,UKF266,UKF313,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk
AANAT,,,0.011953719436615601,,,0.018270071202161283,,0.008626388832020321,-0.02312608836087542
RELN,0.019638483490461146,0.1276088396099503,-0.04256235381474519,-0.0007821248345247945,,,0.005528845213004152,,
IL15,-0.026019837930757805,,-0.05358777618428184,-0.014248250291070512,0.0268248385116556,-0.033604463460481244,0.023519975382289927,0.06566042419345586,0.016074606432495753
UTS2,,,,,,0.0767513330417386,,-0.014243138064397906,
BSG,-0.023773227768865618,-0.020714832485583656,-0.027275435694181543,0.004836482139125422,-0.056702893536132226,0.030189338759278372,0.12700409618538872,-0.05043683074106187,0.007660895694738327
ADAMTS3,0.03803095605760688,,-0.034277291197724616,-0.022949809379512163,-0.03187615046616964,0.018889083360716805,,0.025263980618888536,0.018044569381812627
CD34,-0.011010485158023255,0.02673345542134811,-0.05308645074362431,0.09495961115622331,0.06940008616068447,0.044021059465164915,-0.05295826067145099,0.05113955457190673,0.05130146566838414
PLAT,0.012127663877988108,0.051769994891512496,0.00798849920241579,0.07963667168992726,0.06011739788282069,-0.08427986989363587,-0.06747133190000829,0.025905729374189855,0.11880945810930607
NTF3,,,,,0.062384265967609445,,,0.11614706935279619,0.07228080025966303
LTA,0.006633423331875575,,,,,,,,
CKLF,0.02179443428744538,-0.0031831897450356,0.062394982650975095,0.13235019135744275,0.10408608995095209,-0.062376706242094834,0.005927449628754275,0.064062826036754,0.0625549131437437
APELA,,,,,0.02944274856213918,,,,
CD24,0.0605501939310192,0.0868460269215931,0.04321315471026354,0.019257013125347746,0.07101824941352161,0.012534869418550256,0.022973456114028904,0.02829796144593081,0.04991369491650245
HSP90AA1,0.025105192068899402,-0.05651573720556817,0.011546106987319142,-0.08594623422307517,-0.02523184871600189,-0.034887792719229434,0.019235305269067953,-0.10832328816108958,-0.10534383739187464
BMP4,-0.015921931025335564,-0.04055185519273662,-0.027437278302692655,0.009446140119853182,-0.042652514242008506,-0.01941509800581635,-0.02781770170018309,0.09018372519283831,0.01939040719629569
SCGB3A1,,-0.026438016001012688,0.027045322400369737,0.06183329649155578,0.02075943713173954,-0.048995869672891726,0.002713752042779339,-0.02901824346198536,0.0552631485968602
IGFBP4,0.020379273455373544,0.06069763900717516,-0.052687567601088094,0.04710698597950352,0.053025499050482906,0.03898492925895094,0.013026901484955939,0.026799362956888676,-0.06005359709895135
RSPO4,-0.024281317530818074,,-0.019432333423726002,,,,-0.07147690318623418,,
LEFTY2,-0.01520432574099901,0.07461437260669403,-0.03016198532779541,0.13741033704104202,-0.023856083884677345,-0.08134878086765891,,0.08919933628092044,0.12428474673784762
PF4,-0.01366260319096994,,,,,,,,-0.015751060313780266
ANGPTL2,-0.0590880033770866,0.09052993164630518,0.0058062375847838755,0.12340608456026712,-0.05216886667669486,-0.07591691715377535,0.03224886712009261,0.07669259979842208,0.07106676293917581
LRIG2,0.009644597678052376,0.05732770998038869,0.04161583061423797,0.08729602470546215,0.044834132211059086,0.023129209902084114,0.09143416219076658,-0.03398209217312714,-0.01361701704067675
ICOSLG,0.006749557134148995,-0.02216670781345465,-0.016450988728211907,0.055654683507504826,0.015849982195551327,-0.06733178813406944,0.0757933240569198,0.06457450500779581,0.07703241181045208
WIF1,,0.009625697402897529,0.05632175343243566,-0.07531299076658232,,,,,
NPPC,,0.030472885280475412,-0.03389820838910807,-0.034893888998618505,,-0.061209616050513525,0.04611357433840919,0.03148933406737409,-0.029802062064843458
LYZ,-0.045467188760259625,-0.041502262950612163,-0.02128143331689745,-0.0030001496369698546,0.04170105202613148,-0.031241726126594874,-0.02190244719691646,0.003134053553127505,-0.021539564776381987
EREG,,-0.0019699922646683587,-0.02734590382709342,,-0.02789596665360343,,,-0.03869920824147463,-0.01563524349041713
SPTAN1,-0.04958368843736922,0.1003667383817944,0.012079065082500296,-0.023822786321840768,0.040444080139136945,-0.02557547884630754,0.06965438581762833,0.07424083863515973,0.00024127071403675314
LIPC,-0.020562947994409227,,-0.01881369713327295,0.04833196384200937,-0.012397901524818204,-0.0441299617019811,0.011257318324793094,,
COL8A1,0.026038164668374678,-0.030880635435359797,0.03581749998346271,-0.011623111987625492,-0.09202657466261753,0.10424023128466763,-0.06813040586407014,-0.031484897469023464,0.028878173429981276
GSTM2,0.03650288620585122,-0.014485333947711511,0.0034509433768327483,-0.012048814185208435,0.028246087205886554,0.04204679582372589,0.003854888488372593,0.006053381177326927,-0.03200182924899111
IL4,,,,,,0.06915499268084412,,,
SPX,0.10330301072584862,,-0.03773264163346319,0.029060510929835102,,,,0.0038145576749293334,0.06352684251098714
MFGE8,0.052576598223213755,0.003314972705973381,0.007891711643556145,-0.030874619636340785,0.011403892789788254,-0.02326625153490055,0.021369659954512246,0.008808683139594724,-0.03444839742665828
TGFA,0.011943496520085315,0.01678089917693334,0.05750076482020558,0.024440744253699343,0.027440222234269025,-0.026212595549964014,0.01251486535884917,-0.006083865090573578,0.011828634755380088
SLIT2,0.012498191972135461,0.03385743377746917,-0.0045938452611938045,0.011066262852493245,0.03311380785295634,0.003958773185887199,0.0025005414608575307,-0.006420656729663778,0.021980046791018445
PLTP,-0.027518451611941858,-0.007085868120721472,-0.022295564032658192,-0.027863148806112376,0.08118549829197584,-0.03867668669290682,0.007783846614648214,-0.008302524673469786,0.010725516692822477
APOD,0.002859469893161868,0.0684844098169207,0.06801226949132456,-0.0427124461399258,0.06636836951196907,-0.047634291056677894,-0.004573591818315903,0.09966108912065424,0.04603772489828481
B2M,0.04184755506798219,0.025515117817032498,-0.06093399271621475,0.018951489966820736,0.15108793637322865,-0.04902566906760558,-0.02350654457077523,-0.02260771894943192,0.05091401456540614
OMG,0.07299903513210519,0.1032085691947412,0.03467317743006808,-0.06449019428571716,-0.01766666895306491,-0.06052626117873702,-0.018646710967564133,0.1008238220465241,0.07125070659639353
CXCL3,0.030454379104012826,0.025641847810741962,0.026830440710091268,,0.09536017626773675,-0.06998550752862935,,-0.05530076530752776,-0.032450003460166146
CXCL10,-0.000192796877901057,,0.004414897477663042,0.01805320413103154,-0.024072646246297076,-0.0663821621474237,-0.023434655219344944,-0.01968740261000717,0.03711306806055283
RSPO3,,-0.024733828591015354,-0.018813685533705764,0.025385676583430127,,,,-0.004250247786104421,0.021069243886669954
CORT,-0.02440054412028982,-0.03282516032083588,-0.022833247983272582,-0.010727241050497457,,,,-0.021739525505278582,0.08315906549769579
NCAN,0.008273609447032516,-0.0011173186243928661,0.0008951195163294641,0.0054638616807319955,,-0.06360353363119373,-0.027522271721112313,0.094244581237937,0.06155994203216638
PRG4,,0.18631097613222425,-0.0134705312975329,,,,,-0.020881816017554327,-0.024321208962828078
ZG16B,-0.016440722376160084,,,,0.01728851283280999,,,,
TGM2,-0.0006502746846037484,-0.06094878174776533,-0.03555628876810571,0.013310563860131025,0.0471105475027851,0.0477389900110843,0.033885314283536035,0.04032000674219514,-0.021094577328352467
VEGFC,0.009844897823235527,-0.0060225732675765606,-0.02073561136949339,0.09095878656104639,0.00016927119770812548,-0.04781855503778983,-0.09211427320749493,-0.02453598886507964,-0.033025291591766585
WNT6,0.00566048218174081,-0.00020489022928967714,-0.01856109525869947,-0.01461431460120399,-0.03519046003439919,0.07735423438660562,,0.03523185438577237,0.07489325700739981
NRG4,,-0.01853933410666133,-0.019187010257783067,0.06345869730022334,,,0.016320354343371084,,
PMCH,,,,,,,,-0.01937859905767416,-0.023126087540777725
COL9A1,-0.029345014718726775,0.022820797551859166,-0.005538609388986425,0.10261741701296001,,-0.05739805891451316,-0.04059677021033763,0.03353990872754572,0.0779648841943021
GDF11,0.008591512112707459,0.06948718110404954,-0.028305773917251496,0.03596983284480131,0.07033544125918517,-0.043487197827891136,-0.05786451987218918,-0.042059964615146064,0.035290789544818436
IL24,,,,,-0.019845194162392388,,,-0.014448216492650936,-0.01549991766521055
SORBS1,0.021204729270944325,0.046614386271064796,-0.03959150397202596,-0.053911851568015416,0.052687046563710566,-0.022631616964257632,0.0613141763477559,0.019506812780003182,0.027093694563947848
DLL1,0.013131660615111949,0.038514146116304424,-0.021753128804246027,0.04601300084707854,0.061100244104143685,0.058897141753953025,-0.03315266663575159,0.10719086601908293,0.05566128454597726
TLN1,-0.0075063311766176075,-0.015239780037529555,0.008248095432801483,0.03104828473938916,0.06151752473812354,0.07308366071931789,0.11326208540423202,-0.03985489946718376,-0.05624909910194298
COL2A1,,,-0.012031227952464753,-0.015832791078842657,,,,-0.03158569530491128,-0.040397526976462414
SHH,,,-0.03049997686947626,0.06693626653014376,,-0.0781508473988903,,0.03190030225624273,0.06437661576156148
PON2,-0.06916864917782346,0.06031867217081869,0.07167117735361288,-0.008897237376542026,0.06224126517660759,0.002693238739339438,0.1171736704504127,0.01631126786199991,0.0533831242764886
ICAM5,-0.019571382386960035,-0.026438017872028364,-0.007651570876812411,-0.019960222238225522,-0.01878591462840342,,,-0.017344872116465355,0.004679888403756538
HPX,,-0.0035229338734421175,0.008931640247631017,0.06095753868906343,0.0032650228467684048,0.0015627954703198669,0.006576515816465269,-0.03659090844378108,0.045745899134366066
SFRP2,,,,-0.03454819681896169,0.1171133416343998,-0.042184056536097976,,0.038000374499270385,0.048219190777101004
CFC1,,,,0.06431206137387645,,,,,
CD70,,,,,0.10622729358497743,,-0.06191259477324098,-0.039574016409437474,-0.045269777878197325
HP,,0.08646089142167646,-0.03831117782682332,,,0.03227717368327241,0.028564700798331222,-0.025676912991884942,-0.03532502338557429
CXCL2,0.015301062404375497,-0.03380652365443898,-0.04420617169528148,0.009671304432534654,0.15968998328179915,-0.03969331668556363,-0.004607243555757061,-0.028859103399841813,-0.014538142219356226
NPPB,,-0.08235691204555202,,,,,,-0.01572294508672232,0.009547554545046
CCK,-0.0183703362793547,0.05439065394771107,-0.004665478522234729,-0.06865813490748632,,,,0.05637079541001987,0.05301232540505174
SEMA6A,-0.02760949369844038,0.10750560856683881,0.005693024726426943,0.06880576823238001,0.02646843707428061,0.018126520555577053,-0.00017099424227475288,0.04491351334091275,-0.008492543209691256
IRAK4,0.00897968819958453,-0.003333917872676444,-0.04919692765672665,0.01179591577129316,-0.014518001632261539,0.06882926464727356,0.08829573507297957,0.04705888828502187,0.028013000584077068
GSTP1,0.052973346731090665,-0.04981732797259966,0.016722337351589456,0.032958431453083706,0.0353823488588597,0.027123058365580415,-0.030268815691071226,0.011393616837453477,0.11024647404573631
VCAM1,-0.027931546359282095,-0.04027949640643304,-0.04371145269777403,0.0013773287804376018,-0.028457967798960256,-0.07145444167676868,-0.05801249985985117,-0.030282453650368944,-0.0390745077938658
NXPH3,0.014815600847933614,-0.07896383198779304,-0.026800727786323985,0.10252095529323518,0.08118994694357833,-0.09206563067370162,-0.01848474511624273,0.07105230830684968,0.001213405589182889
MTMR4,0.036369101573380115,0.047673064503063675,0.025072684798271787,0.040281409646142866,0.03818699257239565,-0.0006491464693837993,-0.06856010040308774,0.008519541572780868,0.05027039045794132
LAMC2,,,,-0.020023975374733344,0.03727972403420664,,-0.05704706828559742,-0.017762764174940267,-0.02035574108786089
IL10,-0.021777486067547466,-0.025810555105280988,0.006338407256316248,,0.046399409141385316,0.009082679608127633,-0.046902099826680026,-0.03380929346950431,-0.003248204770853212
SEMA4D,0.022861391235365427,0.07837197942065817,-0.008385326817251872,0.03568140162945625,0.03566105736070352,-0.0021007709114750474,0.07902493955465348,0.02811071491110294,-0.004678544126485044
TRH,,0.03587908775436135,-0.011839640469903039,0.09744538889319823,,-0.03798909450403623,,0.0005969589445555141,0.03761485050037013
SEMA6D,0.012144889935832988,0.034592643917933576,-0.04869930447863661,0.047090461810990296,-0.012457510605142497,0.09228310447303535,0.0015375508281889865,0.0383389923831936,-0.04504157900711053
CEL,,-0.020962694115848234,0.07522580985719203,,,-0.013252925945163002,-0.014997639663673254,-0.0025292457037782495,0.08764159692773694
PDCD1LG2,-0.005313765465537592,0.035884961771545376,-0.026324414376726796,-0.014061850076240988,0.061936609072894284,0.055337573959637565,0.016056044933196977,0.02837578493080465,0.06797360786847793
SPINT1,0.007304584195054606,0.015881947078249,-0.031579875124891445,-0.01818814905296709,0.04954784111311336,0.06275953421333308,0.1628554496113119,0.028818577240314107,0.0025143782969286096
CTHRC1,0.03256861013620292,-0.02244401933857706,-0.039098919073093714,0.06394676043907634,-0.055434193880096586,0.03921281265747659,0.12134397740303333,0.04186952464173952,-0.023401207264343873
PODXL,-0.009790414401664648,0.021933517676715652,0.0290524904231598,0.050888958190588515,0.06411038717877925,0.017353303834077672,-0.10012938122752296,0.016709349017453468,0.0267928431081351
JAM3,0.01179020438064486,0.10422500110635818,0.07566803482782396,0.009114326200758605,0.03600871573071548,0.006599901963438226,-0.05376262078764556,-0.04699918483572506,-0.050034291220060326
TGFB2,-0.047828478509027696,0.059219280871381536,0.01350166781916365,0.06956784446697663,0.045231467655763934,0.10266112612947983,0.07621588869276308,0.022982283654411777,0.022171119125620767
COL18A1,-0.0008505738241646961,0.08568717910559404,-0.04000530498557145,0.0948676451918921,0.11087766124584778,-0.003967016760287732,0.02551356172444557,0.03357691490952242,-0.022934231724658628
NODAL,-0.014644315235536536,,-0.0014110337936201422,0.07699381956790267,,-0.03833215332222536,0.09779945080830575,-0.021598642225572874,0.15140909287049303
INHBB,0.0018557605965303229,-0.0010356910011316783,0.024997717958569046,0.017557354644978367,0.08308778947927206,0.046395167098208276,-0.07824641059265024,-0.018579553674216154,-0.020444782704003173
LCN1,,,,,,,,0.03637002848582568,0.005278722497808502
ARF4,0.04377321002063209,-0.028855914069650986,-0.0065369559205074755,-0.011535944986145531,0.09940986063956944,0.06181637808060274,0.036484531418438014,0.0748511537129189,0.10495855312281037
CXCL14,-0.036196693972147795,-0.035335999247613756,-0.06649736763129459,-0.04905513048410996,-0.011001400313079635,0.1188048149436111,-0.07260437309468701,-0.09204621930230719,-0.022699315147705047
LIF,0.03447975640537254,-0.08195105792168507,-0.028871129210991685,-0.017740155449393016,0.13453061291913246,0.10643488138556294,-0.03365202543969081,-0.07487051393543905,0.00453781746358074
IL17B,,-0.019102496538245445,,,0.017969033055366297,-0.055630617370877385,-0.01936403730414901,0.022386273475295686,-0.00010339480441644205
MMP1,,-0.004269178245376428,0.2053275548324108,,-0.1100234102709474,0.046585265498397005,,0.07529493392068605,-0.0022477557701999214
MATN1,,-0.03051618550204479,,0.004205061192481415,-0.019845197022845283,,-0.05952295546932129,0.015283091539183774,-0.01856558762378736
ADAM28,0.007217066494256172,0.015494413707282198,-0.026495739054783994,0.004584371769913407,0.037071506345466375,0.0035432472735004586,0.10459265045902438,0.022682363204506645,0.053707730809991326
TCN2,0.04468450447788581,-0.03119967681105388,-0.018473009861768287,0.00848346832329546,0.03753118410785246,-0.007056772184487802,-0.0335423345228609,0.08231187087375931,0.013255695549475352
THPO,,,,0.041340796878989054,,0.03472064360528137,0.012773812292119636,,
CUBN,-0.014725831315507459,-0.029962570680794116,0.04740682962671304,0.11560541528914589,0.05672393520105286,0.030645434921947604,0.0024063073488700772,0.10450514256538908,0.0425641661991274
TIMP3,-0.0019643834261733268,-0.021503395854297926,-0.028824435682329147,-0.021827283618280374,-0.052579383737590205,0.04969681487829438,-0.009110444299843272,0.04117834912987146,0.0032120524617745426
PIGF,0.05072959320278085,0.029131528362056545,0.038799965998230206,0.08780331487007953,0.11948209272455111,-0.004146606652323431,-0.07810638022213792,0.029086366403869777,0.04538831520438686
CRH,-0.001063119757292828,,-0.012031230160001629,-0.014432375911094171,,,,0.031700565064769724,0.022174894507188132
BDNF,-0.016440719242417953,-0.008613317010320422,-0.026229983809793554,-0.040110252872744084,0.0827856369516926,0.0142806471308799,,-0.025016961027699076,0.032356654829505005
CCL5,-0.0021342632374306498,,-0.016031979663460857,-0.021082149139556444,0.08204832204813794,0.16073511417595315,-0.05759655566648482,0.022296547298726935,-0.04176528673804812
GAD1,-0.008527900137708919,0.02355061373960889,-0.04306515525818956,-0.0522794881001519,-0.0034075544300690435,-0.05166261438588249,-0.001679987791479191,0.05515384192523866,0.0726334513764139
COL14A1,-0.022934144870215396,0.09496530878129321,-0.026544421310992418,0.04360233021207569,-0.03184870963415284,0.04215142086881563,0.07599244298836397,-0.04679112037953747,-0.025348070838698097
HLA-A,0.004032242233894205,-0.03915298829438963,-0.028737831152493367,5.0657786809241864e-05,-0.07170729718812288,-0.03532570309229399,-0.012862460044535444,-0.10451217593206583,-0.12036960559408286
CD5L,0.013196806069445564,,,,,,,,
FGF18,,-0.019102475206265537,-0.016415532671099433,-0.020023972457839757,-0.020605885171133542,,,-0.023635253953570377,-0.028224541198883197
ADM,-0.007845856067154159,-0.08151649815956587,-0.04439908439283285,0.05670483103171495,-0.11144187879409871,-0.07020594310717683,0.048103700063843444,-0.1005573240756698,-0.06509520214089028
GNAI2,0.04905183753530611,-0.03723717949400404,-0.0017434968792655243,0.018384016352396337,-0.05137502578043149,0.07660241052277553,-0.04743945505653321,-0.013637685349413788,-0.03893496206217249
HDC,,,,,,,-0.03856124945078958,,
COL11A1,0.0041934672735461625,-0.013596273086919769,0.052661198744901966,0.12146388696939496,-0.04997929119538197,-0.06021429268052045,,-0.002193365025459235,-0.02256873989963497
NUCB2,-0.00852663734187517,-0.06101038096616071,-0.010176416672226019,0.047351954942244756,0.04354393513233738,-0.032378403997658546,0.07607168817158008,-0.06162225087914194,-0.06187700845583185
CXCL1,-0.01971581792117892,0.08985154276072288,-0.037732644283613365,,0.09827275008226204,0.06865076076956204,-0.04575898828949008,-0.021322093339178783,-0.03529591158287265
VCAN,-0.006709213836122215,0.060739658405280714,0.054325840530996955,0.09965341483041955,0.0865891035662894,-0.018876446349310225,-0.07113110532984289,0.06405714885255348,0.025823875027287172
MMP7,,,,0.024913727411690376,0.03941212588074465,0.0017587770474229141,,-0.08491522598849327,-0.020863409312123323
PTPN6,-0.03550171861744502,0.0007050081138564457,0.06321411229914758,-0.0503118668518046,0.11782131312404023,-0.048147238918566745,0.00599864757066426,0.044239775603403406,0.0532818941580459
PTGS2,-0.017595333278206518,-0.0647874873456197,-0.06467947690564542,-0.0015230882275532325,-0.021965794918881214,-0.06362342869956314,0.17967564457034133,-0.07093855562130535,-0.08236228294644835
XCL1,,,-0.01258929744245276,,0.06683239847125233,,,,
CD58,-0.027681059436955723,-0.006324846045146446,-0.02487021971898079,0.03049677784782168,0.08684364342387027,-0.010362072733296881,0.03002523611188393,0.08727978953578062,0.029548038664949185
TNFSF14,-0.004689740034994551,-0.05034063271476621,-0.013495811827308432,,,0.09415979594753816,,-0.01890696001593655,-0.030770607672128154
CNTN4,-0.016096610179612517,-0.021960365417776587,0.023682843907466777,0.014374682761423055,,,,0.11933833502977319,0.01429110408562241
INSL3,,,,,,,,9.00018276837446e-06,-0.017860918990294284
BTLA,,,-0.013124761680213612,,,,,,
MFNG,0.06962334348844709,-0.047101682808273766,-0.054748297105501206,0.11175714568761694,0.04046090443129391,-0.007329862450612799,0.037756061374174754,0.05640144739397916,0.06210748034148183
ICAM1,-0.02962254032899006,-0.11948890747335117,-0.020381451020031756,0.07007070926040418,0.02826812481264586,-0.010252468118896171,0.009283991210553596,-0.04400121755438696,0.03900631108082556
PROS1,0.021083097340759346,-0.02306510310809074,-0.0455499584117682,0.06465670318053206,0.035682955726852324,0.027505893371522226,0.005975653005115739,0.006213305123229852,-0.016077383737689438
CLCF1,-6.804323529779675e-05,0.06707270612163264,-0.06554604679440992,0.11647397969666914,0.0363550636446298,0.09905618451761082,-0.025680973950336538,-0.02175587788964123,-0.010551443745482529
PSAP,-0.03870478586762078,0.02585948281099796,-0.02907019197720536,-0.10266341489694376,-0.002055858169722531,-0.03264990144930491,0.08206616176225479,-0.08590464655135818,-0.0753099583669617
EFEMP1,-0.00526619720546777,-0.027160389478862294,-0.023826678935682646,0.01827936855679683,0.01567996731321944,0.14156595623997922,0.05039852655144542,-0.07768300216681227,0.07206598857675843
C1QTNF1,-0.046740506457523104,-0.00351813494740645,0.0014969298300438456,0.057036654945336045,-0.05459546685249559,0.038148680800715214,0.08855953013854698,-0.10691470322299788,-0.022844049708865274
ALB,-0.002335168553745497,,-0.031001824941657596,-0.016969506787512117,-0.018785920804482995,-0.0597272377607043,0.07598312289679796,0.02754281395345719,0.13886004417015452
CCL13,,,,,0.1168043519932246,,,-0.014035222410511299,
EFNA3,-0.002804401484819077,-0.03625679555979011,-0.03475805008887884,0.02925029868933173,-0.037239786958785485,0.04969970975527242,0.10970697118924,-0.014184391606267333,0.009281008078132426
DRAXIN,0.04191793191506802,-0.013855977262171469,-0.01184486233276573,0.13288322867240202,0.04599297079796574,0.04665229698239513,-0.06499822298073679,-0.10213828843754293,-0.09447987421258078
RAET1L,,,,,,,,,-0.01808101026049842
NPTX2,0.009104456382976578,0.026362753426977772,-0.03515868938750626,-0.039550872804834186,0.022449212655499262,0.027048375862923267,,0.02104229793913012,-0.030077297370533173
FGF11,0.020576587785483404,-0.06624950110649042,0.009982609155461179,-0.0025004550816993664,-0.0538918568084373,0.01757759012836292,0.0531662435953999,0.0256694460315776,-0.013894623083138746
CD59,-0.013794141027704999,-0.038198538232666286,-0.06724781813751668,-0.05670872844640494,-0.0020728570426414837,-0.08435594889539004,0.012398892059055897,-0.021434316160655158,-0.022762735447262476
COL9A2,-0.05188059689489148,0.06283404229253804,0.08474059734801033,0.11563110105075754,0.049199633379537665,-0.11008204670053616,0.13664603770203584,0.09842788871633762,0.06271346122605652
DLL3,0.03618555908875194,0.01199370819365566,-0.013292248577757773,0.060740468902365674,0.03826247195040379,0.06339893852183026,0.06524916648333742,0.09875601112910042,0.0947046672668321
FGF5,,,,,-0.027842846945175075,,,,
