,MGH258,UKF248,UKF269,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
C1QTNF1,0.041299852793396014,0.03719439925162462,0.1130916417611954,-0.00563679660078754,-0.028305046217802134,-0.03451890548829924,0.03521237850470877,-0.016811451382201817,-0.03743540397491792
ALB,-0.04082194220730106,0.06500473760342602,-0.005638991764327812,-0.027115116090866084,-0.02965323008428308,0.04835516582574739,0.051180799183472916,0.021054209552364315,-0.002195235707345276
CCL13,,,,,-0.013352687449596837,,,,
EFNA3,0.04143242249641719,0.0031711074459840265,-0.0690817614234451,-0.028354733043167962,-0.07191900536172872,0.013413666015392869,-0.003515688102344818,0.14204314478482705,0.020425672286453322
DRAXIN,0.04732349964357766,-0.05575713703318679,0.1113438963158715,0.02981101581268528,-0.00609779902306101,-0.0735121902519351,-0.01640717718778184,0.05962711665550275,0.033572826424845
RAET1L,,0.049875614856492265,,,,-0.020089979219135714,,,
NPTX2,-0.012408753356778582,0.03998789341468676,-0.10931340392171487,0.0020862090839228694,0.02272493215218924,0.004947483635914765,0.02230728139182191,-0.06152562225216698,-0.07172703623230102
FGF11,0.02296224165160323,0.012311399922468921,0.08301283201320134,0.03375137360433776,-0.044106149834069235,0.03201212118853068,0.010297990824596774,0.09216060072150592,0.022600960955576545
CD59,-0.05606849782131789,0.012654262181256558,-0.05355117883412979,-0.09096512806875895,-0.027537287673203122,-0.023284241733780988,0.040489953592542,-0.1329419513513307,-0.050037435089604405
COL9A2,-0.002685989667018791,0.008000899002055452,0.016230392689662827,0.021912020935195578,0.037741103524967665,0.10435251421641452,0.040257188994855905,0.19059613714513982,0.12025565414391136
DLL3,-0.11532509710599849,0.0315020680743119,0.031117464355435023,-0.008792110102792359,0.0622761995447879,0.14224231734402373,-0.02690534321120479,0.34469654417150725,0.04290938275963236
FGF5,,,-0.02416477744074584,,,,,-0.046387039000290516,0.034501591179795434
LIN7C,0.021653777686458583,0.027065447928035034,0.05821229731007502,0.009806480135080158,-0.021847888942618313,0.014308846652793323,-0.03844672131667742,0.11260310285950352,-0.02187631540542814
GDF7,0.03798955841182287,0.07264338262840604,-0.00549967383763593,,,-0.017222108607963686,0.04905934132320894,0.08073620489665284,-0.0363034393425564
PSPN,0.016459460441561984,0.0630109275758155,0.05396893823433745,0.0441201722804043,-0.02468625935527431,-0.004527482352496484,-0.005380367179380361,0.14789776329802462,0.012562732694260767
ANGPT1,0.005057792951203413,0.03195285832380589,0.10573263265685562,-0.019862516453122866,-0.009567326891791668,-0.017257754130523204,0.04589709674351374,0.060757674395078815,0.0038566055167330174
PNOC,-0.03966396546366888,-0.011830571400655594,-0.07578674195700001,-0.024798602327965696,,-0.01831406604847367,,0.003764870379636468,-0.08198654345673775
L1CAM,0.01783678672076474,-0.02930056797759008,-0.09140921381635232,-0.05974760590588009,0.010725378063452988,-0.05180747157022101,-0.039721577178288905,0.04146480281143781,-0.10572053982269768
APOA1,0.029718189920675223,-0.011138810395247232,0.025976768723348018,-0.02153471394180959,0.008309904016699602,-0.012694711133864079,-0.03432400110461509,0.06084360254648707,0.09945272404824028
PSEN1,-0.054640923731522656,0.0610354098320149,0.030577313768234093,0.01250248556457677,0.011077955265140821,0.0004490094730911288,-0.058652776954357895,0.029152202575318528,-0.029903344883995073
CALM2,-0.027728392533826873,0.047921861703321814,-0.14209504246341753,-0.02733308433717983,0.07788611971148614,0.04199982022318859,-0.06307113884486998,0.21731642985881142,0.014394697876591872
CLEC2B,-0.025336029951411886,0.03540722036823891,0.09492293181922071,0.02644975816621485,0.05657972332134983,0.004806009986367532,0.07311079871292941,-0.010823206524004791,-0.02087428991057927
NTNG1,0.06096310857643437,0.044949784563661895,-0.02764679993816397,0.007609540111382655,0.015253760156124022,0.035968053908154524,0.07160532370445859,0.12850420761196726,-0.06606336334678307
LRIG1,-0.0038041868640119247,0.028320982407407318,0.07688024043131758,0.025053125028530358,0.030757902098548676,0.0946394947761086,0.06980516792376912,0.18922371511243694,-0.02841597637497473
CPAMD8,-0.02471370234983419,-0.002663132499211283,-0.02186029320822373,0.006599788674610474,,-0.019347648154629426,-0.03890109382335041,0.05265478723055075,0.05492951222700547
GHRL,-0.027694355797959293,0.054018781883142825,0.003820910173860572,-0.015995496457991566,,,0.0583424387392885,-0.04397189334701609,-0.022691716927003867
NPY,-0.008755972139861649,0.029875380220517087,-0.05206986625525909,0.028436886742393624,0.02726308547255652,-0.06230328878270117,0.01325520241150613,0.03616165789528466,-0.04918073944379108
MMP2,0.007657491683499133,0.06559070690351297,0.1201209867082416,0.029015942622846735,0.00721476245410603,0.020112444498620444,0.06427732949872898,0.07863980308235209,0.12231914093053907
PPY,,0.103944401710315,,,-0.013356805657546062,0.012324229985748947,,0.020245660846318382,0.042175577551008786
ALKAL2,0.015431502930145821,-0.026830096767294833,-0.024785936609407234,0.07225149649030138,0.019526544476868527,0.04031813562142746,0.001998853634922266,0.01563568459204342,0.00586386770536021
CSF1,0.013908305341938924,-0.022487855120652624,0.06805274827934903,0.03961813749714685,-0.019865453956256197,-0.005086355135491198,0.010377217891875455,0.11053582334233145,0.057137027260203414
SEMA4C,-0.04152122790933236,-0.019556062619171796,0.012383147920893607,-0.023639075774117373,0.02300065645747861,0.055361671440663,-0.0022772721985775124,0.0293427644017093,0.007183642127713456
BMP8A,,,,,,,,0.10746310437800963,
ICAM2,-0.026959122594277504,0.03719816824510144,0.0844041787835361,-0.04095532697447643,0.05330857257993869,0.09974482841108702,0.025645202869022877,-0.013175585279211501,0.045230687674050724
SYTL3,0.03795810702377505,0.025057502051175653,0.06286213540318374,0.08494809178143789,-0.037555748560944915,0.0073369650201366415,0.10051256079036278,0.008634545120293092,0.07401079713222784
IL1A,0.06921365301233606,0.05504928749466289,0.07245795796261797,0.06259012857509505,0.07458605083886867,0.049150932246964915,0.005365584521889924,0.09848144712277279,0.08211775834451114
HLA-G,,0.05649783992836365,,,-0.014699399788205784,-0.012431445938869006,,,
PGF,0.09259113821704922,0.024383660693441257,0.1326484239740438,-0.0014711122055848166,-0.011403350886782317,0.0760009654964498,0.021531866513660246,0.014195148310989537,-0.004701932955956412
LGALS8,0.0635008046092618,0.03930236136808397,-0.022612753490286824,-0.007663951370654722,-0.00813894068572186,-0.03036477949747841,-0.011902388047871993,0.04743494855254982,-0.011456160535960446
DKK3,-0.013441576009664167,0.06159055842230124,-0.0835757286025421,-0.06589919608098037,0.05992439265228004,-0.020467200526179636,0.08198311359194312,0.09495053659084725,-0.05612737719527738
COL16A1,0.062322873124898946,0.05432885510697786,0.053805770947193174,0.043303232844875375,-0.022065276272579728,0.10532443876937898,0.016370835211500945,0.13242341380433403,0.09976729640026262
TPH1,-0.04604033459951613,-0.006378330999058831,0.08136409106405937,-0.015082912583705458,0.04090058074057133,-0.0011524809725283593,0.059736577414554876,0.06652333256894566,0.09763824291442791
TNC,0.07381895253002006,0.024950429410902183,0.11970986545806375,0.011694162254768234,-0.023675523175789425,-0.03684083721701568,0.0488463252452969,-0.19204085238556678,-0.13822253544964977
TNFSF9,-0.024713690620308957,-0.020476010283487618,-0.04293566278960924,0.06522547943623994,0.007290080622605786,0.04359694149289247,0.01016113936335024,0.042554302617875246,0.02813674753643113
C4A,,,,-0.013258453129380109,-0.01486575846855215,,-0.01886425801813962,-0.04907070687990948,
CNTN2,-0.11288827931267706,-0.029713128404192803,-0.003400590295472202,-0.00803895249540361,0.024073020957391604,0.05478991784866185,-0.06759644972921948,0.05985144555054047,-0.06106697309367304
F7,,-0.021213086589825375,-0.02186028050229006,,0.049109623730671945,,,,0.03441068729444556
LUM,-0.0327052175717322,0.052272540421059534,0.11546672363455793,-0.01866091200153868,0.045572878674390596,0.03702185696945441,0.08086981036534971,-0.14559960153756557,-0.057642374938452035
IZUMO1,0.015747343954260484,,,,,,,,
BTC,,-0.019245328328313223,,,-0.013550494624987496,-0.0019988310888148612,0.004998329404711193,0.026302786474124956,0.10475907798965303
APOC1,-0.10081989421766141,0.017185713218416148,0.15557916354396398,-0.02783886013168105,0.06763053743684917,0.032849345210814195,0.02601851288560122,0.1321411488919014,0.11151415528746196
PKM,-0.018385624809649496,0.02300233266609075,0.04264580983841879,0.07307124962338522,-0.037597381908491184,-0.09655875790257767,0.037211866637516536,-0.12650891666855688,-0.1524646723616798
TNF,,0.008947621138197298,0.06323175760356989,-0.01062943060697053,-0.013152092438585202,0.0008522134010174952,,0.23565530749570393,0.0547690575540145
GNAS,0.10539955528910247,-0.052041112867440766,-0.06388803790462663,0.06856866215739328,-0.08633350473635859,-0.07565502420870762,0.06316348788200174,0.21342765486868365,0.0037548140701272642
BMP8B,0.0194761861998019,-0.024662349778863103,0.024152967147732154,0.0282364276608587,-0.014624045248986995,-0.03251023518337464,0.037785222196987864,-0.04397016439244622,-0.03417095291779546
LIPH,,0.009507942352275369,,,-0.013352692360390463,0.10325430820759132,,0.1497613858460671,0.026069826098944586
CCL28,,-0.007124235816860376,,0.1007789540144494,,,-0.02343032827768703,-0.016723384523608432,-0.03746682629233572
PTPN11,-0.06251601454448094,0.021165707529272187,0.09904215865773465,0.06297136377748089,0.021375698904325904,-0.028754257034116888,-0.02525179564431366,0.058692567551841025,-0.08421346429935817
ADAM12,-0.03490202743986077,0.014251739328103048,0.11664669897062847,0.031412777762778586,-0.006471543263513876,0.01711182829111924,0.10358815988991814,-0.1306041379955436,0.010969491405521219
EPO,,-0.005494810482952088,,-0.015082914798682253,-0.01450136491417102,-0.02326265837423011,,0.09197752354971582,
EDN3,0.05296371365772709,0.04587313759128541,0.06366953729755098,-0.015238548032620017,0.03585535864792062,-0.04821153633291672,0.13324227058661123,0.1313542619153,0.10288245386598148
CCL22,,,,,-0.0164124217438687,-0.02127334489564358,0.03908084405460351,0.011137589392191108,
CCL2,-0.018491737020949816,0.08015798276888923,-0.044402150130078526,0.027943282928593174,0.008152680135179197,0.019387807056420577,0.03416916399785185,-0.15189433544547035,-0.033977188804290286
DSCAM,0.05233822480659246,-0.007417719521202467,0.07124061642393292,0.05067474133633892,0.04566533537451818,0.046560594934130346,-0.011542551409933996,0.10667120586667984,0.04412308056202342
GPHA2,,0.005235997112305237,,,,,,,
ANG,0.0626808218960744,-0.009461582428875948,0.044196076248683845,0.04636644839884672,-0.027386456830386666,-0.029541168946950535,0.023160619702732477,-0.043993485066573086,-0.03545511114763002
FBLN2,0.16361796460325503,0.011482758023256096,-0.008744051748710154,-0.04446477044810506,0.006391984834599638,-0.040752283626206254,0.07247452321863436,0.07441148090601732,0.09583541596857927
VTN,,-0.03221664081555639,0.05992388056229463,-0.012532994108537632,0.08632464337854989,0.03313318699617784,,-0.0026536681838470835,0.01030404084097835
VEGFA,-0.002791204092481767,-0.08074143429128042,0.07707961101516811,0.10751607155822504,-0.06304870880039187,-0.10767135786372561,0.03412573299850053,-0.12338937904600689,0.0021423566170456205
F10,,,0.02012914649238101,,,-0.02793768341647091,-0.025163297131144867,0.1080239814680926,-0.01737909215990643
SERPINA1,-0.06632675487129601,0.09701470128993665,0.1055835119848817,0.0077669729062850605,0.01930670961044093,-0.03867833728718727,0.043572706495102975,-0.08548593983266042,-0.014957295159034127
VWF,0.029856119699716768,0.07709757750720293,0.08860855982931509,-0.035343320988540365,0.03738277976472237,0.06444063265732608,0.04163659074846983,-0.07009438414552299,-0.023851472658016657
GDNF,,-0.03405295291847169,,-0.015082913624073224,0.02943814111019621,0.016857457928662258,,,
VASP,0.07329707456893121,0.0650531994980048,0.02542246502772932,0.04194303964561988,0.011417985259519422,0.01704312735516728,-0.002190848010591729,-0.12521100659314402,-0.002483372153916799
ADAM15,0.059592646894731614,-0.06349043705795938,0.022520956095165093,0.011433161283702836,-0.017696849339131036,-0.004361396856815937,0.01688673090639763,-0.012700856691009245,0.10026346940513939
WNT2,,-0.02893899184416683,-0.056112000459012976,-0.014115370924358392,0.07616804941043231,-0.023891915405262195,,-0.0694522914271558,-0.022063450113962248
CALCB,,,-0.024164777178139342,,-0.01574235563299747,0.07620388679661469,,,0.05277828203895933
OLFM2,-0.07097883265688389,0.11074103345923246,-0.028689377008944396,-0.008019039463463024,0.07916180639062233,0.034340291852265024,0.04086419183253585,0.2105134441279762,0.0037316195048354467
MFAP2,-0.0019521284902451227,0.019033469562665665,0.07477542384660489,-0.025782226671115484,-0.0053074255302452905,-0.027622885686045606,-0.03131854987858166,-0.05783305311081027,0.07200322306503287
HLA-C,0.11009993860321006,-0.0170640817611055,0.12204433499600877,0.058468069733784364,0.01211791246975845,-0.07303816574197845,0.02270963066389956,0.022261010461220657,-0.013820332802872254
THBS1,-0.007082180044967294,0.0024424835804187496,0.006852133514285882,-0.03383347565951084,-0.009469292209514027,-0.006369589803039246,0.008868477480893871,-0.3220237396347562,-0.08722097380084697
HSPA4,0.04816984270039957,0.010735134494059398,-0.0202660267042291,0.026395272637027293,0.0879715297184157,0.06420079487171787,-0.016920284601765395,0.01687267400065103,-0.0204785723025804
LMAN1,0.03481708417900093,0.02725943649542242,0.07165259321001138,0.03322738089277422,-0.04583444930993102,0.01793966514440937,-0.06850509881911931,-0.14424836112134967,-0.13835434664345364
LYPD3,,-0.022389218987958124,0.15123017908739017,,0.012311999822415412,-0.015726159607742773,,0.008897978122260994,0.01913459367658916
APOE,-0.016370872772174926,0.0176627339751396,0.06605212927781735,-0.06589956461442273,-0.004530240201415098,0.03880054734322696,0.08046799345502176,0.15095548317640717,0.007410121940086617
SOSTDC1,-0.02471370029716607,0.06502176223381465,0.02671441049694941,0.035960309626434435,-0.015070055737509268,0.028297790831347994,,0.16764433842599913,-0.0052517498641554
ANXA1,-0.0787363066264183,0.0738718112039465,0.07233291956478288,0.04263906544530275,-0.020761858474816406,0.04832230766020798,0.039704893521077395,-0.03422266559044848,0.10084924154083158
WNT2B,-0.010869401489473043,-0.049397488309104974,-0.0036511538497679113,0.04759249247092964,0.03990207440414578,0.018286877227190006,0.06352971803433992,0.05492028392189494,0.026865636498059075
AMH,,0.003493941042832341,0.006788155597529989,0.022057618668621937,0.03349099614735264,0.02813567686412025,-0.02343032528982213,0.028754551622299472,-0.04627504796815256
GDF10,,-0.02516659354650252,-0.02873262096358743,-0.02901754035262542,0.015377768819086885,0.06161844653973729,0.0046087685107951675,-0.012172008235642347,0.07554829203870948
EFNB3,0.07097755051542938,0.03676432674771453,-0.054675805388131764,-0.025383384625595737,-0.002508365299799534,7.933225268755874e-05,0.07443131376973106,0.23999846197075542,-0.0018555914240213558
LTB,0.03684879027658005,0.026438378383686414,0.021420960946914595,-0.0045798617783257296,0.037925865705703915,0.029495133378466265,0.08106637925983834,0.0770483258621202,-0.008367088817142938
ANGPT2,-0.004941497888862482,0.03425603549254706,0.07712382247897108,-0.04618602509023761,0.0248799094644716,0.02982122582569758,0.07977893372748132,-0.048985596371520626,-0.028450485948114123
NRTN,,,,,,,-0.02957171247152366,,
ADAM17,-0.043031382489345404,0.02233531804832751,0.025863018675240396,0.020158550653382103,-0.0034649166284697152,0.02500321794786582,0.010304201480603003,0.005040883918367756,-0.020302013195012233
LRPAP1,0.03714967988547169,0.016645730742411928,0.019222083876560058,0.01832164128673829,0.031505761268604195,0.05428924464929059,0.05120238474125301,0.10036180237574474,-6.12315780807401e-05
NID1,0.01181411835470105,0.07216812261031383,0.1322158369403788,-0.016998120396562327,0.0040487085477709205,0.06435300789051693,0.03974117024727766,-0.12167250521434964,0.009419718116012422
MST1,0.1442583794633609,-0.0022548850695626945,0.13757572872278176,0.07318028935665236,0.022212187243011695,0.05007712267756856,-0.013166052068551022,0.13776912355771073,0.07138305937486611
IL13,,,-0.024477221083129552,-0.017689394277986978,,,,,
DCN,0.03819400130904641,0.03894066647320164,0.08800050349464988,-0.04306455134036388,0.031382728998305395,0.062012958561736074,0.07241354074946584,-0.0907346125866434,0.1296292166438079
IGFL2,,,,,,-0.02304942138154355,,-0.05112036644398107,
COL7A1,0.03498149046748292,0.06539670607324055,0.04376452641523411,-0.004525783927769215,-0.029591161227120435,0.04342875617982175,-0.009690884249215678,0.005019516020324934,0.0861580823771895
CALR,0.021099499760976657,-0.013010554274193266,0.10877285827963079,0.0820000681274443,-0.01709383790809405,0.006391691064559645,0.02031531353040594,-0.13627627321436422,0.012171567747442484
PIGA,-0.010330527013330076,0.03456006834291151,0.07668810797527066,0.04626757202631734,0.049401013279950556,0.019249899895280462,-0.01883431287853452,0.07253646095884254,-0.003394749841329447
CD200,0.011462354579008628,0.04789455591061636,-0.050682941706449006,-0.053597343441563215,-0.02513589626874555,0.011345678423398526,0.07602236123189987,0.09331632520257145,-0.047579264504785904
GRP,,-0.03159177218245817,,-0.015238550326135164,,-0.02172991629728623,-0.0012246061992802358,-0.049783966000676465,-0.0220478872860075
CDH1,-0.04401493001007204,-0.03027644586699245,0.011556383317440827,-0.024798609214710964,-0.041677241451058875,0.0075630877912345705,0.032784063169695656,0.10884359637855888,-0.03519158308018641
LPL,0.06330547503747323,0.06803712279125408,0.1187585660778945,0.029448022160220962,0.037956085910470755,0.07077837554707918,0.08309648528637473,0.2874682140534411,0.12726492443845397
SEMA5A,0.042594639129217536,0.007438112860020628,0.1083365487595266,0.027507104641737203,0.02995434084281603,0.12649205323891022,0.01937765558916372,0.21654995450818587,0.019412395312236146
SEMA7A,-0.062427175115476435,0.07830948744882055,-0.014951915063009694,0.005189419890860436,-0.03606310587887623,0.0008816198058118445,0.04708271303657811,-0.05171731526905452,-0.008473268766211087
SEMA4G,-0.030753646262283423,0.050747537108003726,0.08203571865752197,0.029829141793619646,0.020910032043895764,0.01460261483317417,-0.014342330452414308,0.05985835650772632,0.07666887194840614
SEMA3B,-0.058929485375027034,0.025329905219561164,0.05645082425969005,-0.03293850289918253,-0.02255763231319925,0.014209269566085677,-0.09323709946548717,0.04013209630768751,-0.05082106532931264
RPH3A,0.041232488551215765,-0.014929049044352254,-0.022045852163699725,-0.009469603207099936,-0.014708080912252107,0.06809838844180431,0.01589784236394015,0.08858282823452811,-0.06254677270758677
JAG2,-0.004019618429802849,-0.00020616743595836177,0.04826834934465462,-0.039074326240024514,-0.017661895728294293,0.026062537016120966,0.08347283311064871,-0.054069042028192904,0.00593516685910141
CGN,-0.0012894827909520209,-0.00704028664183034,0.023964572513919553,-0.037762803223089725,-0.015398025083962576,-0.029113092914234657,0.042200400283066826,0.1644245854788004,0.06250152070556567
GDF15,0.07584299035913886,0.04703077744870874,0.07582924303121603,-0.013142963412884668,-0.033620093750418925,-0.029659076721585173,0.01594516426490872,0.050141443771701426,0.14225912991869202
SEMA4F,0.037588671851976826,0.012027774301379053,-0.037505437515274936,0.032157980853410734,0.00977926537920748,0.020623565857619364,-0.0014149766178792142,0.08941800454525813,0.02803790153231895
NXPH1,0.012904504860985253,0.020964633772122026,0.05359834931362022,0.05691611546660284,0.06724798837799598,0.026676486338589364,-0.028707984936024635,0.3411290675889154,0.04192253459685671
ARF1,0.010935117483781752,0.019530161061110475,-0.04350400859464122,0.02857257815616196,-0.011530766574435433,0.025287715759459553,0.013911300586922769,-0.10083017825896085,0.012985493652912879
DSC3,,-0.01834055934532658,,,,,,-0.032034487623298184,
EBI3,0.023408789751307016,0.009311095033411647,0.016941488913391704,0.01760258912444105,0.08386610539320867,0.022712941150517803,-0.06109339618186854,0.07482720496113415,0.05806723661554988
TIMP1,-0.019073335868055603,0.0375910280583269,0.11556248435840798,-0.022541994500780458,-0.047309302625827034,-0.05374766126423518,0.0715745079999874,-0.16982076175150707,0.014779095010410269
SEMA3C,-0.03070008887471409,0.0012241565204238255,-0.05266955235986282,-0.051372931023321654,-0.027930832011482012,-0.07099716114361132,-0.06270974590026525,0.03120893884419815,-0.026714768955648522
GNRH2,,,,,,,,0.002646862206963549,
GAS6,-0.007329899947655213,-0.035255777894706186,0.08549574025219527,0.06426507537098104,-0.02442031307953269,-0.005955629676591562,0.04709741044441772,0.05954006381519837,-0.016657569301760895
MEPE,,-0.041680415635155996,0.021684848096911326,-0.027943077726084772,0.04724088397233736,-0.007234605883922815,,-0.02488360895511297,-0.0629172904290215
SERPINE1,0.027628573931696043,0.04384265107839741,-0.054632028333852944,0.007329539600831407,-0.09426568337307563,-0.05304148033878545,0.02832703426617773,-0.2624476504520729,0.11352790233074826
RSPO2,0.1054555455533513,0.04914920085200127,-0.06682070614685448,-0.03304076583802358,-0.020277930831736325,-0.031197099146096877,-0.007277912439969554,0.13843976451217405,0.03681636193507522
SHBG,0.0032409107490958054,-0.023756445737648874,0.026896832573023197,-0.012154794596065553,0.1160334671989811,-0.03879670485816452,0.07177114543887865,0.011457553198188452,0.04858819022946701
LGALS3BP,-0.002571823850364293,0.027062002832055343,0.08653781707329022,-0.011844681064183678,-0.04306655802621568,-0.05388710114232416,0.0927240808395373,-0.06655909913516211,-0.014128980973545395
LAMB1,0.030597789159952503,0.04875665769152296,0.08569004475935126,-0.020487696375772087,-0.02529183586114848,-0.004507187063935902,0.07627116015110037,-0.12038476486239996,-0.04644928948958397
SPTBN2,0.019089947689383692,0.010960228335908585,-0.05897433151981751,-0.0551426837888978,-0.021496684188983612,0.06812219443549208,0.15995408990843488,0.1843889551693846,-0.03466608966792973
COL1A2,0.008247044448475686,0.05865875820045888,0.13428519608728323,0.03251625205554091,0.035541899570188044,0.05370228733836646,0.03062059360893998,-0.2388872722691088,0.020520092817750916
DEFB1,,,,,,,,0.006150725331617375,0.034389103019879144
CEACAM16,,,,0.05519332783418857,,,,,
WNT11,,0.02747004833807554,-0.023848502271959407,,0.0975168495743997,0.024744084923431563,,0.05332109481951022,-0.0276015883701767
LGALS1,-0.09283054202886157,-0.017776821123642574,0.03111670479265457,0.05804760861665484,-0.061900561005168615,-0.10651663682872442,0.027083498841252697,-0.21809845378840367,-0.09537604987403456
BCAN,0.12191873787624309,0.011014276466892908,0.12384702327607856,0.030306268157139542,0.07403921873695377,0.10826951711933278,0.08248995158287561,0.3687771769156482,0.19177318753525885
ANOS1,0.07005152648294177,0.03477424261787671,0.11968549430300225,0.09791262027013352,0.013336820451681313,0.03218955388259066,0.026426257253770943,0.2471860015009487,0.0276922963897662
EDA,0.014653579344072838,-0.019245334922366637,0.09572918430574572,-0.026551600968635125,0.01584928784059178,0.08133630029285269,-0.04301347769525828,0.029712724000890374,0.04445052423937571
FGF22,,-0.02736694147260653,-0.021860290320509585,0.020773002995599484,0.03642583259949255,-0.021954894894349056,-0.0316837519289409,0.08815972447291871,0.0003626369296486347
SHANK1,-0.0005680071457918891,0.05420594267951493,-0.020798677840247328,-0.0170025141993271,0.025783524726193188,0.03228681799778694,,0.12382995595128561,-0.003055264807364469
NPVF,,,,,-0.016412422843979646,-0.019845426826754525,,,
RAET1G,,,,,,,,0.015512961766210599,0.07764289771355325
TGFB1,0.07960590744502126,0.02655372766291263,-0.014648116064997161,-0.013666719695675773,0.058505606727362706,-0.004895987051050594,0.10970425300139623,-0.07994805382082795,0.09146712315632263
MSTN,0.10219248666004448,-0.0007449330317284293,0.09852479712735263,0.025308506215954835,0.028758393358545953,0.021886390068529854,0.030988280785422435,0.11347417647902099,0.08266914763017269
WNT4,,0.020796723794042075,-0.02478594250683426,-0.01686206367044573,0.01857040144680837,0.06044981027741121,0.02142565515040634,-0.0002989452821458728,0.17778689665630804
TNFSF4,0.004521838378156286,-0.022251139143147754,0.02242918334805793,0.016348404570778182,-0.013732506016331626,-0.03049167193061915,-0.021209356088297833,0.03353672245154213,0.014644719838014833
NTN1,-0.008136088456102001,0.023508402604438223,0.08236151889549684,0.020201796093900083,0.10208019314675937,0.06011609606502902,0.06714897826458291,0.07433484506071569,0.075334233790772
CXCL12,-0.04858209309749323,-0.016420547919003044,-0.0008468123208486395,-0.025869362153651827,-0.013287439753440072,0.06027244134488027,0.04477089621397514,-0.10628884095057443,0.07626281675526966
GNRH1,0.009216533575494715,0.02735229261194073,0.02939106083358306,0.0397338590646994,0.022349447414473776,-0.007836341488449847,-0.023129904761171896,0.033255127915200404,0.02357256453825194
FGF8,,,,,0.009321739607538257,0.004200381142656897,,,
RIMS1,0.053464533053950346,-0.003933502420610857,-0.04220916045885413,-0.0443987961381444,0.06377993650494462,0.016959470025981395,-0.011399684804738623,0.0637492195537522,-0.035186760278602666
FGF14,0.10689307832248096,-0.014460780099831047,0.05274091384449455,-0.03198476336244206,0.02443109850486364,0.002622458286175688,0.006446859601944921,0.05142467054595504,-0.05928265607830605
IGF1,0.006332519524635276,0.09940719303761016,-0.05968910097335897,0.03814969394578162,0.04404821559732193,0.0035864420088263203,-0.020489103622108838,0.011851811110961228,0.023218357202191228
TNFSF10,0.01266280208247281,-0.008943719342804381,0.0678279664898887,-0.033280021980939295,0.028877750407620664,0.014483708053527986,0.04050580759572598,0.02231116067544173,-0.026547804384684674
GDF5,-0.007663165868735133,-0.02715429511626794,0.024097767120250396,-0.012345281036674888,-0.03263201408424906,-0.03248669156397879,0.049470243702636134,0.08997866172441371,0.04608609009658341
CHAD,,,,,0.09470520752843546,0.12905185392748464,-0.0257171481358084,,
RGMA,0.027877946292997918,0.038961647369569974,0.13040382599004383,0.024210874127883177,-0.017406937301705835,-0.0037019966735706094,0.07495574886878859,0.2938846994796803,0.13728654969422965
WNT16,-0.02770042204396377,-0.043657740046637465,0.0793100695115185,,,,-0.021245102966792384,0.04159663158708296,0.05233557496046769
CX3CL1,0.04146263388209023,-0.007854012007450428,-0.03303544398905268,-0.06295466482182079,0.025134808650799773,-0.034003502631090574,0.0953728583123634,0.140583789213879,-0.037846960056631226
FGF1,-0.07766416078545328,0.02366785889467538,0.012693502739662854,-0.01771665337002637,0.045932055588747814,0.07725266484024013,-0.005888251346958148,0.062197280119026706,-0.08649583988943456
ALOX5AP,-0.09791042842938824,0.05696626254001079,0.10927421024436819,0.04074681993390952,0.026552610012719996,-0.03397396063497381,-0.055425026598726196,-0.044204679124514513,-0.014807504114861576
IL1RN,0.061983422252931755,0.030283702743406242,0.10030096393968027,-0.013258450210853688,0.00965548301093906,-0.04053375731105566,,-0.04475799711731863,0.03109551778925041
PCSK9,,,,,0.015846991487190723,0.05718691368251192,,,
NPW,,,,0.14410630349450837,-0.05425454711758746,-0.056307139038255086,-0.023727211339542566,0.12022313232544991,0.02775116259003949
CXCL9,-0.04164497528014043,0.005556380435213797,0.017147214653045514,,,,-0.009132585357433805,-0.01401209145165679,0.025410994468238277
ANGPTL4,-0.007417153768636776,-0.022547747824021875,0.025027855351971846,0.057703363032099976,-0.09339768499876126,-0.07156667724378347,-0.0007744465211692596,-0.2235316582675883,-0.07494033462848956
UCN2,,,-0.023528198009002913,,-0.006648095812650941,0.10713707906923302,,,
OBP2A,,,,,,,,-0.04712800976114088,
COL4A3,,0.03382900435470444,,-0.01672052109003365,,-0.01665067544612067,0.02510643840461206,-0.02444296533801672,0.018591113569311604
NRG3,-0.03079780075427213,0.010912628169313049,-0.07271686764755748,-0.0448594078400089,0.02808612760707776,0.07961270674112339,-0.07618008531784151,0.20158383022884965,0.012798083418419976
IL23A,,-0.029016819071373122,0.10313244930127291,-0.02034338085244828,0.04667010071389544,-0.027023518218271928,,0.02253952431116989,0.09889745725211183
COLQ,0.014290729861243091,-0.03993719827225821,0.07180178766882359,0.014739162456186118,0.008158892047008742,0.0604651886098146,0.04220458199837383,0.04272968999200558,0.027931052384082302
SCGB1A1,,,,,,-0.026461683685989685,,,
TNFSF12,0.007445964599857586,0.003564694871644167,0.09204887867473349,-0.04574135386647665,0.06661839026314197,0.03919972464446681,0.0360398504328653,0.04335537585988125,-0.000851584332698225
DKK2,,0.013948332114586985,0.009261558737318253,,-0.01689895909086711,,,0.07749396616706954,0.04333849445108984
FYN,0.024839906430664076,-0.008260804311743657,0.07216806875786227,0.022210254140255542,0.062299804104000274,0.07261393037376106,0.022402295015262492,0.11143004854883028,-0.04089299909092252
