,UKF251,UKF259,ZH916T1,ZH916bulk
IGFL3,,,-0.023395957469211567,
BMP1,-0.006893560791917457,-0.0098284040583171,0.009517948962736033,0.05185632756668667
NDP,-0.03753201961285242,-0.019923223781441252,0.029519213611068337,0.07518208679850444
TNFSF18,0.003983521888115737,,-0.03946479748271588,-0.03174721491690963
RTN4,-0.02850084991408522,0.018642264994086905,7.072487941075127e-05,-0.030878233972643183
HEBP1,-0.02217669613630342,-0.05287477033262565,-0.00634538547244844,-0.019035376826311477
WNT7B,0.05346455259264276,-0.0227539941892686,-0.03208749086224491,0.06032956616150962
PTMA,-0.025549775622955816,-0.011482392048621223,-0.13552340716585573,-0.024929805508674092
FASLG,,,-0.020291305931400966,
CEACAM1,-0.014296300508543785,-0.00294050949039451,-0.028232371953174518,
PDAP1,-0.01130789040042008,0.08752628335258056,0.04116666892801621,0.016343302837498214
QDPR,0.0017451419458801782,-0.021763947900767425,0.05555469777242344,0.024499866510958458
POMC,0.013361526185856166,0.03498810553959528,-0.04810397246791542,-0.05942137742736758
CCL17,,-0.01522893233101075,0.2113484669476034,
VEGFD,-0.020476582220780137,-0.016966712343486373,,
TNFSF13,,-0.010504576688361371,0.08574988232162244,-0.03453644141682442
WNT5A,-0.00674495904148488,-0.023511521725616165,0.006970413239397917,-0.014553730657047672
CXCL8,0.014062642707815745,0.023376704761675214,0.034414582770445866,-0.029370502714901443
GRN,0.011420233685367898,0.008212287357265676,0.05249100477959304,-0.01324858865371914
MIA,-0.018210440241951984,-0.013241085808986823,-0.033839048848300836,-0.044356772283827166
COL4A4,0.013953302564123906,0.01831279566492347,0.10733534665501851,-0.024885274656313003
TAC1,-0.022689067130667054,0.03954723203180723,-0.024177877736346623,-0.0671712901594521
RARRES2,0.008383873398522557,-0.02034588158836195,0.034045203670327026,0.008805420959497748
FGF7,-0.023111609318625978,-0.02699469554053111,-0.020939422547307674,-0.018106695766741763
HBEGF,-0.020194705246742307,0.026345047571552118,-0.06100592601775363,-0.060005467621288056
CSF3,,0.06064827349058936,0.11122920593806841,-0.040602470839024074
PI3,,-0.03132411153906922,-0.04207092473178171,-0.0638725950853711
PCSK1N,-0.017098564313968976,-0.01543677863441517,0.06244411032176031,0.008135019088558588
