,UKF248,UKF255,ZH881T1,ZH916T1
IGFL3,,,,-0.018602408208857668
BMP1,-0.07434103848248587,-0.09790405094463976,-0.058494255818448644,0.05339089960555288
NDP,-0.023928505681893444,0.027429705106738592,-0.006314845055444272,0.01921756570400091
TNFSF18,-0.024469140074984064,,,0.02509303662937935
RTN4,-0.06268278761815832,0.011916512734453977,0.022122278380959617,0.005869406866625622
HEBP1,0.010879250838572465,0.058276199669568096,0.005179636777384916,-0.03370024311845048
WNT7B,-0.036211643304116276,-0.032553763693227454,-0.020366673885378588,0.0037717274073071363
PTMA,-0.13267763838285213,-0.05328310183249619,0.025862547919418548,-0.008128191616247966
FASLG,,,,0.008886237576575261
CEACAM1,-0.015573937063887362,,-0.01351765766452986,-0.02244789974799674
PDAP1,-0.06628679735829932,0.033343527546915205,0.08594831271317831,0.046562708938838133
QDPR,-0.0024137567795602345,0.006114765630532907,-0.05206804930935257,0.025818822928108397
POMC,-0.03691197047769238,,0.011545893868377918,0.01117783143430733
CCL18,0.17817662285355665,,0.07315014830120148,
CCL17,,,,0.124393712686298
VEGFD,-0.019434808138898658,,,
TNFSF13,-0.01466612988094783,,0.008721968875296028,-0.006743528383495888
WNT5A,-0.03805989276271061,-0.05048642314305228,-0.04621397794147662,-0.013957674810766771
CXCL8,0.07097818079019994,0.11514222646892108,0.057188732527273224,0.040625175409641646
GRN,-0.09859940417135776,-0.14872321737891356,-0.039652419545950786,0.023950574623346238
MIA,0.019235657377781767,0.04024939155097324,-0.019925925953617772,0.01968120218652915
COL4A4,0.0512992534212104,-0.000940212248401463,-0.013520819565156491,-0.0231225950474619
TAC1,-0.05289318032354663,-0.054730319223401186,0.07432751570684908,-0.019224122452233563
RARRES2,0.029214688215922078,0.0627515579171712,-0.017821007566455663,0.008329854853800566
FGF7,,0.15018142631596415,0.05942931582666982,0.01275072739561036
HBEGF,0.04855816125110208,0.013663209853481658,0.024838546643904422,-0.015298584543224684
CSF3,,0.13245746895466745,-0.019379408756106446,-0.015396325376203989
PI3,-0.004122237814406464,0.14090080683331785,0.051212096303447203,-0.020452321114260413
PCSK1N,-0.059421282895515536,-0.06257384109157237,0.0037459442707224373,0.008840505232403999
NTS,,,-0.03496233898417933,0.10111667428321798
SFRP1,-0.015393170092969914,,0.021699532371742408,0.01452868134028281
CXCL13,,-0.016778586856636826,-0.03161184845612294,
MICA,0.0015463300134858653,0.037692267134192346,0.021558336910949938,-0.06152824440804199
TG,-0.030605098214097074,,-0.01594955120152648,-0.01553302904458363
ADA,-0.06280595523516679,-0.04559320427273014,-0.04518786604120795,-0.00781504434748757
LAMC3,-0.06890384562067453,-0.0431330244165441,0.01640829894965583,0.0071129814483483975
CCL7,-0.012362175859928838,,,-0.016133856556230137
NGF,0.08923143744528231,,0.017076564354055402,-0.01337373492749184
TNFSF15,,,-0.012034280134144542,-0.03257074274549945
HMGB1,-0.11342274816176193,-0.06575158577450281,0.0030821220762383746,-0.0019278651050520228
ITGB3BP,0.06326217536755036,0.08253315430448564,0.05945791771703775,0.009313357219305853
AANAT,0.0009293387279596158,,,-0.017070293053452586
RELN,-0.020393628843492877,-0.026022277431942718,0.16338648694869395,
IL15,-0.039088853052204914,,-0.01618496198606818,0.026866210249425607
BSG,-0.07269842764651917,0.01029522501710163,-0.0806575014731173,0.015413734457040237
ADAMTS3,0.001299390833515648,,-0.027948648746251192,0.03255765234884376
CD34,-0.09311869763033004,-0.02464507904959525,-0.03414904322578721,0.0139455123518035
PLAT,-0.12878453112669974,-0.02542595816206155,0.01545889666369455,0.007182229409938835
NTF3,,,-0.04013566587532479,
LTA,,,,-0.0229740418950425
CKLF,-0.10484314895502989,0.05486112815042314,-0.006143079385593979,0.012951653638779695
CD24,-0.09230469491097867,-0.03277145130970868,0.010089571250540453,0.02132051558824544
HSP90AA1,0.06417867096744619,0.019482434341694645,0.07893736253235664,-0.001313973993788131
BMP4,-0.007067669121939583,0.08999769564015182,0.06072746153777415,-0.024369430579111024
SCGB3A1,-0.012362174623727767,-0.02469934932869806,0.050046829400907225,0.05420673680499082
IGFBP4,-0.09369909417618932,0.015557617552357284,-0.03132502281766583,-0.016684402962973896
RSPO4,,,-0.016830646003687517,0.09227207392024711
LEFTY2,-0.03408207470492127,-0.06200033188483997,-0.007043372636613195,-0.00932364415175935
PF4,-0.012823771752824472,,,-0.022974036578678796
ANGPTL2,-0.05828365309294339,-0.06360597476357961,-0.0327259319886053,0.08139149241400913
LRIG2,0.0072687434027111884,0.050989835683903695,-0.016073873038668945,0.003039213734602555
ICOSLG,-0.025312851227832788,-0.04425093879153596,0.06246654834459626,0.08480938968880392
WIF1,-0.023074295800354142,-0.01436352884125567,-0.015645715708879966,
NPPC,-0.03835077691150255,0.05191566520580394,-0.018649775122876112,
LYZ,-0.07330647744002486,0.08820878745719746,-0.006733254610538145,0.015016252380794303
EREG,,0.0825096740199116,-0.02096285336347065,-0.034696116857710776
SPTAN1,-0.10666340989630724,-0.1025623863817745,0.05513907843729926,-0.05671341185148177
PTH2,,,-0.01176598590333522,
LIPC,-0.015699667287074243,,,-0.01429386021290575
COL8A1,-0.055082871817019485,0.00794072371441271,-0.04831479554935941,0.04589490747548409
GSTM2,-0.025028828342051668,0.020670602633218915,-0.015195704080021468,-0.0506132416865601
SPX,-0.011865452361890792,,-0.03250349230194437,-0.028420508638571526
MFGE8,-0.07369449116209015,0.013008690415874186,-0.026931377608529223,0.052814581311765835
TGFA,0.013247706789677594,-0.007219450923555298,-0.018999983050309123,0.017680183283159765
SLIT2,-0.015414933127161764,-0.018358289918610354,0.05098273919150051,0.04770260043953069
PLTP,-0.03486674503525094,-0.08457645025620535,-0.030019907971716303,-0.02575130705861467
APOD,-0.07751393314745815,-0.09329794315506015,0.0044998500481002925,-0.037495352179991066
B2M,-0.08138168411010482,-0.09925579180304599,-0.06786302292101741,0.033858999631638485
OMG,-0.08623005357580837,-0.09223158470071345,-0.04311164394541694,-0.006229541816601798
CXCL3,0.0774013477472134,0.11170420359774672,0.001233184909662125,0.03911286832343135
CXCL10,-0.02422262509044114,,-0.022997528964617913,0.0028827423561022486
RSPO3,0.0036466398982868834,-0.02310723590538063,0.018832563640411817,0.08717393453896581
CORT,-0.03665826791782954,-0.030666450217133854,0.026532058450850146,
NCAN,-0.12138475206883573,-0.03439990371634413,-0.05664320956649275,0.014554664809450866
PRG4,-0.018591236134105328,-0.025836874824645896,-0.01861145630996707,-0.024654385060369575
ZG16B,-0.017142605060622963,,,-0.02041500682076968
TGM2,-0.06350639077796798,-0.015321091246504109,-0.04611842124955329,0.01816465825377986
VEGFC,-0.023605272857921238,-0.018818007384020913,-0.02872514489272567,-0.01960796716172309
WNT6,0.05210072952274044,-0.02054524914916043,0.010782768820324595,-0.024655316495172313
NRG4,-0.01138599797252064,0.012354201288497025,0.17159616085393695,-0.016372711417852813
PMCH,-0.013122975411365036,,-0.012796412833528368,0.015776869615554405
COL9A1,-0.03438895367608174,-0.0003993122191888677,0.0013169904026366095,-0.039909473565552835
GDF11,-0.04533541561782188,-0.039371112619175044,9.638391153744007e-05,0.06749828942172441
RAET1E,,,,-0.01796074809413193
SORBS1,-0.039342691277951064,-0.01677510460654756,0.0487843411346768,-0.00433106343657255
DLL1,-0.12229762675048633,0.001480528098152998,0.012892825332085831,-0.002841060522633531
TLN1,-0.04948227523537603,0.12573308430918329,-0.058805598498398046,0.0037502069612127776
