,MGH258,UKF255,UKF259,UKF269,UKF275,UKF296,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
SFRP1,-0.028716909302111623,,0.030421224785912155,-0.027405207550257073,0.04027390540629081,-0.01526394617283183,0.023009553575494595,0.03595830442259702,0.025014084749429333,-0.016007381286069353
CXCL13,,-0.020539314152954676,,,,,-0.04008732060224368,-0.007241174710133958,,0.0373969038520718
MICA,0.07235307196893104,0.07362737393318891,0.019442075358880505,-0.01612258490873077,0.10644383687068451,0.03216400505255153,0.07078197181470942,-0.07627623755649691,0.023798680757498514,0.0861864505426262
TG,-0.022857122571789432,,-0.01433967678409954,-0.015138112916194242,-0.016816241279795398,-0.0110464514484964,-0.032182661192560774,0.03357131779975755,0.15080807793098444,-0.019163056655245026
ADA,0.03817979244768971,-0.008137749541709746,0.04398816924638404,0.005784730186676868,0.028406547743819264,-0.01794032550857492,0.010359893903328966,-0.0277345925566449,0.04041065170139421,-0.042215408603140714
LAMC3,0.004228490368978768,0.01202433772723538,0.004837527645175328,-0.034417443935713124,-0.006202644976969681,0.08753330317439213,0.026312333397358056,-0.00943633633885771,-0.02496053169280123,0.019947027772546984
CCL7,,,-0.01036756340398213,,,,,,-0.02645283856813982,0.054634277292246534
NGF,,,-0.02375473575854388,,,,0.05462496205632394,0.006140308691275067,-0.033079645042725064,0.029041979056298524
TNFSF15,,,-0.011544788921364697,,,,,-0.018810244728249766,0.007405617874229858,0.05569093975996323
HMGB1,-0.0013502337726126168,0.03493812968585514,-0.019922806596856572,-0.011840354623833961,-0.00020163345264176543,-0.01454587397458008,0.04250969553495591,-0.01019719027273051,0.008123781145620386,-0.0025491321108764447
ITGB3BP,0.034240801391857666,-0.006041566959827114,0.053057729779561455,0.005483739143588459,0.031507492910365004,-0.006860433461517854,0.026481805674327796,-0.006768109457422612,0.049088331352997984,0.02239499379996373
AANAT,,,-0.010504578313435669,-0.011314001456188954,0.0028295156190219083,-0.012733421527452136,-0.028863484248447337,,0.07732289252203856,-0.029578967785096135
RELN,-0.018949160603528633,0.035778165349058276,0.06134428358506871,0.016920057260348752,0.03630272393196969,0.03473609912745583,,-0.02272073712171493,,-0.010042604220810594
IL15,0.012852172694989977,,-0.03646107877651634,-0.02951152620589836,0.022004509399867787,-0.027368295854234243,-0.010178102095296732,0.08468956664545375,0.07879952741627934,0.07571672634907796
UTS2,,,,0.015135004715918669,,,,,,
BSG,0.03262368079729789,0.015246186291629629,-0.05894994313423289,0.033118102242768566,-0.03809165272358915,0.008929191115140619,0.01162718894441296,-0.05486866316870061,0.02189362316892757,0.05570122012702043
ADAMTS3,-0.014805085389977332,,-0.020190563275434992,0.02780734187756288,-0.03493374747702388,-0.048059491012646616,0.062055267036951536,0.020052163629355708,0.08853494127568191,0.0218933331242599
CD34,-0.08044488615706752,0.032268029047237565,0.012195255019805264,0.003140851209516568,0.03842788819841877,-0.02382388593882377,0.02991266953200163,-0.05554641875537475,0.0018002593616819064,-0.004221807560299573
CCL23,,,,-0.012873537677621697,,,,,,
PLAT,0.04157326658204856,0.04369369802781728,0.06692300013574272,0.0027657322700439142,0.020204145001579025,-0.03419724881286923,0.08768951372092118,0.0018325775611082633,0.05059532815832321,0.03806474269551139
NTF3,,,,,,0.03524611523940567,0.03622175212197334,0.007718558348008585,,
LTA,,,-0.013287832127558213,,-0.01456497118447195,,,,0.09177300321616776,
CKLF,-0.0004680315257478228,0.04652269227136734,0.023855244710602592,0.03168039592236061,-0.006838634307075722,0.029361623895118455,0.0716676421357905,-0.059601689435340534,0.05818729983449132,0.017239016174500306
CD24,0.04113398276873488,-0.00898293763328036,0.025537765297234706,0.056271827658692326,0.019754464510473232,0.06787051629346974,0.010568007682179968,0.06817712057476216,0.04339657677051508,0.025350492319051433
HSP90AA1,0.030268113307616504,-0.04111708949524677,0.018900083542619895,0.008402861571834053,0.04391694042509923,-0.038375354470918104,-0.05907531116670849,-0.09482398332136781,-0.020502771896243242,-0.0676840598230857
BMP4,-0.023523297417945416,0.07711895876275653,-0.031002107491932933,-0.03465517240431193,-0.04177656699110487,-0.004577233541796864,0.015685152555287615,0.0073702637939792905,0.03819914384574892,-0.017760837517626443
SCGB3A1,,0.1101971431587573,,,,-0.010740765600047678,0.0026178760968268763,-0.010083674278970702,-0.007152514521339669,0.017898134621723988
IGFBP4,-0.06973020494147485,-0.009657535488725876,-0.03461728651246476,-0.0012462079869805143,0.017414463886386757,0.03855486032397596,-0.03706685165222772,-0.02766338723368674,-0.005302651949097259,-0.0016841488485178243
RSPO4,,,-0.020339355104761304,,-0.01693994818041716,-0.010740764028967736,,-0.026307229575423696,0.019168069036119596,-0.010170515417393333
LEFTY2,0.08037873823739923,0.1450013305499083,0.010488206721818038,0.035725426753048656,-0.03471957512337601,-0.011777379120193448,-0.02466159030438025,0.006952333434052457,0.00515996179634522,-0.04613641524212119
PF4,,,-0.009045494816796198,,,,0.022311257025109853,,-0.03766789910126313,0.03867203048474001
ANGPTL2,-0.009534511810579991,0.017258951922869165,0.03630546374856385,-0.007887801480413782,0.019343915984043645,0.03650371131926822,0.02338595782702149,0.05436863316737589,-0.013154528220804925,0.002594525603055756
LRIG2,0.06080464542374619,0.04303533197011337,0.031943843164627776,0.013928437042462624,-0.010592981941863895,-0.017194668765395375,0.052307649553235615,0.008108746391526329,0.03805825892742571,0.04165546242576385
ICOSLG,0.031543853331205685,0.025418168154378046,0.010290218200618902,-0.04537509783577235,0.044889569366822764,-0.020383964376276837,0.06255075286421473,-0.0175361893934663,0.013084593937741962,0.0310524201689074
WIF1,,0.039129553035606925,,0.016103423160175864,-0.01307215677659252,-0.020211894078207754,,0.006650409779003624,,0.012572050198139869
NPPC,0.04883550465650219,-0.03793284274717934,-0.014031793137994459,0.021330516682011243,-0.025499624366466765,-0.014927033507189871,0.04070187216620765,-0.023544339579517314,,0.0672753875326511
LYZ,0.04062100883870671,-0.01200362848274792,-0.009251165210216846,-0.009398493781882348,0.07594208331221727,0.03887875235053607,-0.021886988989930394,-0.00035537278719497903,0.019610413390652316,-0.040672828070831814
EREG,,-0.011390695210114305,,,,,-0.02903488936090464,0.01605278528025824,0.033689778605955824,-0.018816606341036417
SPTAN1,-0.04881661333929206,-0.004632488706028001,-0.012438978596927023,0.0043627530868740605,0.05533675120780875,0.021610022209771155,0.029530399913235427,0.025908719442170842,0.08704205337754056,-0.012757329865880487
PTH2,,,,,,,,-0.002115575327687434,,
LIPC,0.03658352777471892,,-0.01625542787029061,-0.003168621513153547,-0.0316709582486775,,,,-0.03775697617370313,0.08558390215664574
COL8A1,-0.02694105912911643,0.05409562170594814,0.02209117646144094,-0.0396792540801822,-0.0073604506170542,0.04525238915352075,-0.03839608123684967,-0.00737280244838062,0.011578672504839512,0.06048793279289536
GSTM2,0.0985229879710131,-0.04706819071863716,0.05719767005830433,0.025833111846729796,-0.01151789963343013,-0.03174621465464727,0.012182927287446115,-0.005520431331344949,0.04565288441978911,-0.009275590532694637
SPX,-0.04942168459215126,,-0.003965748927592265,0.00786415515239218,0.03440209464619043,-0.0021343480834856397,-0.024408877277704247,0.06444777772109629,0.1238598227652531,-0.00693741172939479
MFGE8,0.032474031645371125,0.029482935832355846,0.036741060819417026,0.0016863336573460512,0.016378629151506074,-0.0044597815408988885,0.002460356613828222,0.008775708528901574,0.00018885134038995312,0.025684785367816192
TGFA,0.011566912722068484,0.05929447288059304,0.02236000684890696,-0.02790409805214734,-0.010553899004795617,-0.019230298540012757,0.05685348011088067,-0.010521582899031694,0.09461298091890886,0.08314305880963589
SLIT2,-0.02352329365386507,-0.022473089490263533,-0.011417840423411194,-0.0042655862149049645,0.024124383970152742,-0.045437632344566485,0.01630440476224993,0.004384450027558667,0.04610901163892083,0.08913038124866215
PLTP,0.004425673084785245,0.03880513494627584,-0.02751113246687638,-0.021244903483988914,-0.01665872207645263,0.050184321117911844,0.04864603410969928,-0.08238256781122429,0.006814041230975336,0.02758736475980056
APOD,0.008206269920359699,0.01715543920909585,-0.0038295137040601796,-0.07607118842319259,0.007474387050700004,-0.008645063599956258,0.06387806524971679,-0.02381656020194648,-0.04297811533722296,0.015449410176294226
B2M,0.023791791984421665,-0.013341782109313008,0.014513169010812428,0.004130839186386383,0.06333231105691586,0.03603283706128558,0.06623508031841441,-0.032636377226252816,-0.04026525870695179,-0.05369211557709302
OMG,0.012247279942091259,0.04516080709026806,0.0661341480049782,0.028431850975148942,0.04829832527670325,-0.0555853784298408,0.03039381042514597,-0.003594878769150017,0.12765591416913707,-0.06817536261541692
CXCL3,-0.018406913301621836,0.051294060216994036,-0.026350050921016555,-0.014854743073488271,0.06412140797014601,-0.011490347163869747,0.018020354164423522,-0.05521722442559742,0.032017451644728495,0.0699111889599905
CXCL10,-0.017520098762180105,,-0.01041694025137022,0.02418117066180007,0.10438865553180646,0.04836336282184414,-0.010833258696336948,-0.024636411423928854,0.017518547771426602,0.06158769688535585
RSPO3,,-0.028286457108830626,-0.010504577537266264,0.001850099787339129,-0.0035577260184254025,0.04316965026533108,0.0019394171773237814,-0.023052008468955963,0.09545181489196657,0.046136081228120275
CORT,-0.022857127354806644,0.04835692040688617,0.013526490486412907,0.0677284943919454,0.027163346532406155,-0.03775166176236384,-0.0205719049465644,0.05347743949758705,,
NCAN,0.023542827188753074,0.07615384816805598,-0.04362790541071059,0.02791795015990189,-0.008230734726184305,0.013485597154033045,0.0521077489636812,0.02891100153729763,0.04631629066750687,-0.04305238770024903
PRG4,,-0.03162791320200241,-0.010367565019612987,-0.016093760258135848,0.004093182417898079,,-0.03035510462674765,-0.023531158917032124,0.06523396949406766,-0.04066686415483541
ZG16B,,,-0.012032827155778336,-0.017375800453787546,0.03626316061030273,,,,-0.00651665015983512,-0.024925575935537667
TGM2,0.0374646414895682,0.02303081661555311,-0.017228234825677202,0.01914008535342443,0.01064741204307073,-0.005611201807281311,-0.0426004572079496,-0.020249526211618612,-0.009728814306551679,-0.0485050928404845
VEGFC,-0.02285712882650485,0.044909176451149335,-0.01847777688142123,-0.021218612441003315,-0.011683038853538975,-0.0372895277340874,-0.041218599911258466,-0.03592618231454471,0.04712899904341408,0.055680585354087944
WNT6,,-0.014798446022950905,-0.014339677379490526,-0.0158261058271605,0.12774471559057268,,0.061402846071022886,0.010878879258108938,-0.04042450140920199,0.016016769198592583
NRG4,,-0.0212022201538524,-0.012617800902182839,0.019926188107153627,0.07615738703220759,0.0019236172897627772,,0.008930379879057095,-0.026844461555098887,0.06733252746437891
PMCH,,,-0.017483192420608553,,0.04923729280472267,,0.029262361173188853,-0.02000150024424333,-0.05788685705957476,0.0234638871131499
COL9A1,0.037048673105590214,0.03401115273845885,0.029688995152486606,0.01756466582901739,-0.031017665534900842,-0.02275230499216627,0.015246141052897491,0.012649170308675392,0.10071073988609966,0.0494672424122001
GDF11,0.011867398021943929,0.08782454634548102,0.01684944160018667,0.012099772179491925,-0.008892570199271284,0.025798993705379362,0.0449053067372436,-0.0274526649676004,0.049688245663591715,0.03391745802401717
RAET1E,,,,,,,,,0.012872347234986689,
IL24,,,,,,,-0.019345322148769137,,,0.03367354872396811
SORBS1,0.0126760485550767,-0.030665206243412218,0.05384631473773512,0.01795729445694291,0.02954854035806868,0.017092541995004918,-0.03161320191526742,-0.025718561987282534,0.040143670275421726,0.0011066613869025479
DLL1,0.008218313960617684,0.06306152312473719,0.043658810497523806,-0.007575100652245374,-0.01677311679032597,0.04297412385945026,0.009634978697716639,-0.04622501650006357,-0.005977055792068796,-0.03219709154540437
TLN1,0.0029059785291715,-0.01303778667442887,-0.00031618930167051006,-0.02241071802831009,0.014610215015635199,-0.03367143695117745,-0.012630897249480919,-0.046914172313168655,-0.03647192853780145,0.03511436407005819
COL2A1,-0.021468688089326175,,,-0.014854748128721975,,,0.04793705492352103,-0.0332810785494804,-0.039067760361581653,-0.020072712416498426
SHH,,,-0.010773602265091888,-0.011677636975462893,0.01002484846991433,-0.012332314442941254,0.08234400279834717,0.01553416247413152,0.09930119214308591,0.11519644404429999
PON2,-0.018509281260533465,0.026722855025562663,0.017247913714593787,-0.015419700613571695,-0.030992179706428667,0.0554444856396864,0.06920413250448486,-0.027018469218078812,0.0796161830457521,0.03930226433224349
ICAM5,,0.09383761427694126,0.0005727686835322133,0.0783191597324125,-0.014832502040142798,-0.007838182433991769,0.010043664573479017,-0.004213761038090305,-0.03428576432815595,-0.04493119850906632
HPX,0.014447096369307827,0.07935946911754346,0.0075300492036670585,0.04935293439137614,0.06072518188692826,-0.010740764505052491,-0.013637583119533387,0.030551928223269173,0.1502359546904183,0.015700189765086765
SFRP2,,,-0.01226996544616715,-0.011855469800011068,-0.01892869310898335,-0.027615692713761915,0.05728189604246806,-0.0557957536528541,0.02661400628099795,0.04816072582451879
CFC1,,,,,-0.014564972064708396,,,,,-0.03427214102788231
CD70,,,-0.0072465113691341,,-0.007157162419575493,,-0.009447321351114379,0.04776721270834189,-0.019909596639496496,0.10651100157041181
HP,0.04839725111166431,0.04599617984039353,0.018289325786009964,0.00812793365941943,0.04196294892563904,0.09437789883382784,0.09377114909920933,0.009454008469380217,0.057402978028698544,0.010150404339843213
CXCL2,-0.0010912097743635313,-0.009561897979083661,-0.011609617133240789,0.04075143443053117,-0.00663797185849638,-0.014927032338954139,0.0620257062011093,-0.019043039757928436,-0.002591265715256917,0.007235032760289008
NPPB,,-0.041180954467417014,-0.021805844547875222,,-0.012753681878162417,,-0.0003301333022108111,-0.02989430936321249,-0.027230716574047586,
CCK,0.04594203160727147,0.013375110232472844,-0.01750923479753164,0.03566757922301962,-0.02025621748907537,-0.05681010291724861,0.020915724458432764,0.051887992712155384,0.1353075490074585,-0.16040922137490735
SEMA6A,-0.026468534720858538,0.022442576638322376,0.012663169457672279,0.0016282272359948182,-0.049575048470890844,-0.014894522531832585,0.06220403074447903,0.010488770594492896,0.03590574718048177,0.09348659265289361
IRAK4,0.021980373252084642,0.009102387583702885,-0.016927073255624436,-0.0063632315391872534,-0.006077277271382028,0.00013900164867790597,0.03952309450652881,0.03217422767584791,0.038727618056518816,0.08363112276821688
GSTP1,0.011039500591559946,0.062395607426486595,0.03313100811426012,-0.028224928193650495,0.041794073947262256,0.0407915292111845,0.09414642489225135,0.06031766169296407,0.07270952990419183,0.09763923848686033
VCAM1,-0.04329216601996943,0.061437546726385385,0.05947384630800639,-0.019178012457452927,0.051640443946692385,-0.015832682105740677,0.009299872261439773,0.024896993091289673,0.1400477647374747,0.021030394679056586
NXPH3,0.08658234473378311,0.015918510489645665,-0.017935696659252855,-0.021602398418748992,-0.029132599323832453,0.002355828042779483,0.05164063083354302,0.027275081758879757,0.1303302293917448,0.031136116543755806
MTMR4,0.0535003027832222,0.07072174442416373,0.05125441490246196,-0.03609640954698391,0.01727762402551782,0.01583030528179917,0.0443857127593392,0.024005935378354805,0.0681052343365228,0.022505523558856752
LAMC2,,,-0.024080892542328078,,-0.01605546263047901,,-0.009101894918738357,-0.019414575777333506,0.06849528105445712,-0.037297927259784334
IL10,-0.003234885084112209,-0.02951783858508049,0.04751279687207736,0.021511500081856653,0.016676029826190566,,-0.0455902037590369,-0.0315934777988752,0.04247859963413204,0.011054182986121062
SEMA4D,-0.05952601049286463,0.058279869908599034,0.07268146284017098,-0.06661602394848967,0.010685141293636726,0.01599391856553768,0.03524206857033202,0.052729330889450886,0.012843553195508402,-0.03661461969957375
TRH,0.06767953479018123,0.026623643667772836,-0.013282692007100437,0.020618235987145128,0.012297099394430149,,0.07827794681840582,0.01752931817615211,0.04103038310830853,-0.0035818641596630702
SEMA6D,0.10694845662516575,0.09897636767072186,-0.021899701358981585,0.04632948282368971,0.011575389993688295,-0.004380097853922682,0.0422689557793485,0.060064720014312074,0.05650946531300908,0.07578336271886572
CEL,,-0.023973658013012673,,,,,0.05876886618840814,-0.04086089752337925,0.03615194160525476,0.1143802291054027
PDCD1LG2,0.03515847473976241,0.024647562291837174,0.029210360765162455,-0.024407845385236094,-0.008069083674961177,0.010049130858981155,0.049243254432330026,0.0119938047772353,0.07322179003476956,0.13380984638844878
SPINT1,-0.044712793108625234,0.044939316754543844,0.0584276094334649,-0.02598574050428147,-0.007579913897696247,-0.017552772225745736,-0.004008565599156666,-0.021663878794760966,0.11556239786472755,0.06282509503186771
CTHRC1,0.016322899033752215,0.05512263522459979,-0.0349323446577837,0.0010065738810651423,0.030470795611299752,0.017362652903589803,-0.00013552873603058015,-0.0454803553775526,-0.000251536563070523,-1.6320816669235675e-05
PODXL,0.0395991114001927,-0.03397980844419125,0.013323933718654426,-0.002804671555702678,0.004095032158145341,-0.02176077216353643,0.04654069865055007,0.05373698250978947,0.021023118323697486,0.06337014402862673
JAM3,0.04430182481730928,-0.0561616510067592,0.009775594250069474,-0.04552287433583919,0.018181479368457102,-0.026913442155134307,-0.005432584780409523,-0.06890972639643458,0.048999169284576614,0.027639469462526486
TGFB2,-0.009880189156748324,0.10180791305289419,0.02603737300713293,0.058685496103824196,-0.032195138252572704,0.03635557157164387,0.06463890918022837,0.06771597420328192,0.010608526283172288,0.0700768692528335
COL18A1,-0.01990906104617543,0.0009461524633571716,0.03269724691466434,-0.023639736614140337,0.03619965652841581,-0.011799929432723892,-0.018017075220491847,-0.02841306743118843,-0.06539162193746675,-0.043122052570288845
NODAL,0.03981210734152516,,-0.021217620821951052,0.011859400350594856,,,-0.023896029888658243,0.012555157270662615,-0.0004531863221039044,-0.07123785395748737
INHBB,-0.040871685652906276,0.08019796471644342,0.06715701571853361,-0.014507813087636072,0.0022141478731643716,-0.03049680371331999,-0.005796398687055323,0.016651919047046528,0.08604566788445966,0.048786720837030305
LCN1,,,,0.1023149848775607,,,-0.02256677777604514,,-0.03084349134927213,-0.02616131378965639
ARF4,0.03728550662675028,-0.039641260702221855,-0.006548030896678839,0.03173329695449349,0.040439710284497804,0.01928103280486791,0.020563652717136515,0.03432023921250823,-0.005523198631953267,0.008123597776823404
CXCL14,0.01871594894313624,-0.012972562513504577,-0.01563325405244798,0.03951000940139569,-0.031402277320309376,0.009278818589900392,-0.014207497850777314,0.012893125671991535,0.07122287543925276,0.0011679262746985193
LIF,-0.028347198291690995,-0.002144617843215519,0.053512484053736126,0.011941028288498372,-0.0010805578573684618,0.03147987053012937,-0.011701721978055132,0.004597035387962512,-0.001355944981058123,0.09603646485470524
IL17B,,0.04868037296464184,,0.05088229609380487,,,0.0450602410444268,-0.02762138031767924,0.023885860898336688,0.03654664919718034
MMP1,,0.05616073285822083,,,,,-0.015153522272041323,-0.001068077768900372,-0.041514663296842974,-0.014081038158863676
MATN1,,-0.01924621576749376,,-0.013667258190576822,-0.012913858121727715,,0.08632023478271843,0.15656223851897613,-0.00015906483130183655,0.06922737552817856
ADAM28,-0.03265886498339392,0.04004053040254322,0.03382178234747603,0.011340781943207064,0.012972218125499311,-0.027772815550740057,0.041544427389365396,-0.047207287475140254,-0.01593150147252917,-0.06966912186765171
TCN2,0.003344734247113194,0.0863512729996894,-0.008202337280799608,0.014446381144099343,0.02255881623920147,-0.0076770287609772645,-0.016863647479862524,0.012460771359269613,0.03193395897129686,-0.005963921376921815
THPO,,,0.03388853082197779,-0.026598274472402088,0.015050729448280297,-0.013250334299203914,,-0.024693628495183667,0.042994619442445356,0.05209125081228296
CUBN,0.005730129817448196,0.02740693085851008,-0.017563922830418997,-0.03327264705480071,-0.029827900506155126,0.02030656295952108,0.06314585658125418,0.054492380967266024,0.02040117011515634,-0.03284006008843473
TIMP3,0.0054724179753691034,-0.04217059455253781,0.042204804321409134,0.015257536849856417,-0.01610070702377409,0.003156554596215739,-0.03163398097495583,-0.035607829262876735,-0.031882560789301406,0.007882838892205994
PIGF,0.02733064897300794,0.02696627062344207,0.018805630057187953,0.03792384371624658,0.04355211176753443,0.002929925615955625,0.014699236289853762,-0.04790310158731978,0.07617061717349181,0.02466790568326717
CRH,,,-0.012151941489445466,-0.020045791050190775,0.007619788800613815,-0.011939774337616418,0.09397153726127588,-0.006852702199809883,-0.017270620087422587,-0.016705936732496183
BDNF,,0.057850176143310235,0.023444716572495607,0.053548132151324715,0.031027477196954527,-0.02155505267497013,0.01336018753681692,-0.08923641005970556,0.00371340270807743,0.09210644010162104
CCL5,-0.03511080025988575,,0.026006714314949685,-0.02959161069478268,0.0017430694136815056,0.09678307176348844,0.014079089119646648,0.05045788940702326,0.040162468618573754,-0.0292315013770433
GAD1,0.02478337684193819,0.008109095489990106,0.023066626372039167,0.03289067572154211,0.04801267315225774,-0.0450439873453814,0.03804644278115245,-0.07791223208701183,0.05133387894778812,-0.05953726297539784
COL14A1,-0.028757726176051858,-0.027884367090814922,-0.03611971294726964,0.01152374122617726,-0.01827247261334657,-0.017356083626437657,-0.021582707920404762,-0.010451563848662061,0.06631921359763386,0.03224342954351041
HLA-A,-0.012048561664856164,-0.02694576528075766,-0.07674671270203388,0.0012663074970126933,0.028379530750489764,0.038811996046284374,-0.039450672056204575,-0.03856367973954875,-0.06149633546279403,-0.007365812969180597
CD5L,0.03409120173848444,,,,,,,,,
FGF18,,0.0027136237493061194,-0.009654626638350958,,-0.013837707743683461,,0.07106812316868294,-0.012370123025464098,-0.03050023114193619,0.08958282684526749
ADM,0.025542429796284377,-0.04294543305702812,-0.046398551630626006,-0.0013419215956470647,-0.002209819095448271,0.05048545732009216,-0.07201509295603727,-0.026173132918264234,0.03736375898683859,0.12064405899128736
CCL15,,,,,,0.001252780406847364,,,-0.02645284810156927,
GNAI2,0.0009403527518750263,0.010058534889403956,0.004582329699388857,-0.020510082690762498,0.018058805054466418,0.018176171401933314,-0.019777463415918087,-0.05332648339575721,0.028738551693704147,-0.026720817428319835
HDC,,,,-0.024463475569351988,,0.0011259367083394874,,,0.10038456894049895,0.04698422003916832
COL11A1,-0.026431897718033368,0.04442439777282393,0.04066982145145492,-0.023700369190669292,0.045912062211902874,-0.0019221085344147224,0.020281584389451858,0.008410610169250434,0.023589106236372594,0.07690840653065496
NUCB2,0.05058674851939295,0.04804942170925437,0.00587974714896389,0.0358599798097782,-0.06124531698590443,-0.0014959383572922967,-0.03154065817690461,0.04113527925600246,0.017351950361997256,-0.017933715449707927
FGF16,,,,,,,,,,-0.008150993880578694
CXCL1,,-0.021526486154190137,0.016034251149762077,-0.03334633809779306,-0.029220668223240577,-0.012057883317622824,0.06118948791390513,-0.04243015423503964,0.0019620994286582154,0.06518396207010417
VCAN,0.04351446644911536,0.04897637456675729,0.07092432754939398,-0.024986039016665986,0.020744713115653894,0.0066043760251465996,0.00743913166769495,-0.012015258880532915,-0.04013683548235125,0.009625216527956138
