,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,0.018626224732580302,,,,,,,,,0.0032688679265880324,,,0.03300753412208909,,
BMP1,0.0073576001054255595,-0.04079532635679404,0.0035667630378268585,0.005214622875655459,-0.008535983207654259,-0.030193934832820925,-0.013613377617697845,0.03915127738319257,0.16900298528365737,0.057201920845569444,0.013522739193579622,0.07326688721574608,0.11169610247623263,-0.0020517953165977505,-0.03132674509321087,0.010871641989820248,-0.002440314876557967,0.04917125573163439,0.06939409907014729,0.08538198388106721,0.01948453056870063,0.06410807761566695,0.034368324791259196
NDP,0.017879578230070282,0.11043228683716229,-0.026342236551276706,-0.032835247633985896,0.08988068539118649,-0.03365424615350937,0.039991411106140226,0.01244743226005648,0.07347957898362197,0.0019830613809444404,-0.009600397313158844,0.03563461797264183,0.07183761953144704,-0.035608276624389035,-0.007439375010813927,0.011655863776987286,0.07658944438873311,0.05451460451237092,0.026420191523869055,0.07374652076324367,0.16361729814588308,0.025132238092225753,0.015351924388603475
TNFSF18,0.12179022501201069,-0.03558547322570308,-0.03859521961798874,-0.02201604307003008,,,,0.004132297423704622,0.049292404478190874,-0.016467969843569318,,,,0.014580252864711934,,,,0.02065392792264736,,-0.021776633601411223,0.04137450113007597,0.10411996125647761,
IL36G,,,,,,,,,,,,,-0.015896487479160375,,,,,,,,,,
RTN4,-0.008395423789540038,-0.05363444500146132,0.01457676584550051,-0.024131793792963728,0.1117868872745981,-0.08222131168342273,-0.06917678767428972,-0.05017397421104977,-0.14899488516922596,0.007874705307281052,-0.036954089204736425,-0.0901391604675498,-0.10225454937259629,-0.0019427121253084115,-0.038439525652356456,0.034441292301350894,-0.0009558690723958577,-0.015210355203905684,0.0778944595709117,-0.047900736239742135,-0.05085135694711164,0.002357225047729307,0.07153370142557008
HEBP1,-0.06427246138533084,0.06786955154965456,0.020269448534769023,-0.054288592271001704,-0.025759536549487917,0.053116274098409334,0.030019708116975012,-0.009445258156248675,0.06021191450487519,0.031660442077415016,-0.019068448172574918,0.1023846339424026,0.034600720126021924,-0.0673124027929008,0.00867005230497586,-0.024784552099096694,0.04243912983694056,-0.05179232973072419,0.024046961579884518,0.03722026091977317,0.1328817768473686,0.03000522412963894,0.021381391699779855
WNT7B,0.049344593012036746,0.04505109959144215,0.11654468630728375,0.03313734517136413,0.024992903488964588,-0.0059248489490637424,-0.0331872455264485,0.022100128678514772,-0.10730629041734852,0.010982737624134424,-0.020982730620918003,,0.004688087280987686,,-0.021023265374886645,0.006221944265096084,0.008283293337120327,0.027448969787317166,-0.03943908349862197,-0.04430787237539865,-0.04469845948811298,0.09387505965270765,0.03677654362961511
PTMA,0.004983254027041326,-0.05019121919397683,-0.034882241118473024,0.029026986770694197,-0.012947431788077378,0.007510953884071888,0.0747298601756842,0.0973588359741244,-0.06831488979597136,-0.015380624127289546,0.0022136936165653397,0.12555476265426171,0.18838406308843514,-0.033901291450997,-0.09365738832036369,-0.024763644204287685,0.013482554784096339,-0.12793534735456774,0.018760002270280133,0.11855600252180827,-0.04455962641247503,-0.003211823357194278,-0.004320800711870974
FASLG,-0.019736378593722445,,,,,,,,,,,,,,,,,,,,0.048658643377214324,,
