,MGH258,UKF259,UKF266
BMP1,0.007805250596615455,0.0649797764814396,-0.05695529771277438
NDP,0.0002749267546107626,-0.02096371812484722,-0.0130444271633538
TNFSF18,-0.022158371148432054,,-0.011440815713623785
RTN4,-0.052707551201800845,-0.05028434930351637,0.06776059707626288
HEBP1,0.11223610679444805,-0.04070105612048249,-0.07209567301681553
WNT7B,-0.01952083096228502,0.0009066463430888242,-0.011330360505942464
PTMA,0.041144427981569434,0.023748239735096103,-0.09961581877213495
FASLG,-0.019520836480773927,,
CEACAM1,-0.027104852293809507,-0.008652926769186204,
PDAP1,0.012968839000001819,-0.0591267149401691,-0.005573803914271029
QDPR,-0.1117300697216671,0.002752430940213206,-0.01383350638600239
POMC,0.0682781050178736,0.0229820850535067,0.020052056158481206
CCL17,,0.08439758330129828,
VEGFD,,0.0670949013724443,
TNFSF13,,-0.015358733941616697,-0.01109520455342407
WNT5A,0.0520902976270958,0.004584168092199529,-0.012721292133898847
CXCL8,,-0.029911656137119515,0.031709391163567226
GRN,-0.039100248702878725,-0.014119780608786358,-0.007219455608340312
MIA,0.011462963294574309,-0.012817241652305515,-0.0200622696671951
COL4A4,-0.022607507245991476,0.010491212331557148,-0.010556596941831822
TAC1,0.07624395709641474,-0.05368633423593205,0.09583447983349427
RARRES2,0.007806863475412364,-0.026684184464568713,-0.050221760388340884
FGF7,-0.020357377506971832,0.007350016198201919,-0.016458922884930557
HBEGF,-0.009264836378428164,-0.03730884694689956,-0.0553330469332206
CSF3,,0.017797398564181926,
PI3,,0.005565801175196098,
PCSK1N,0.041587423984537394,0.04160510868218094,0.02581545687616559
NTS,,,-0.012887206320822166
SFRP1,0.040979623550516195,0.04036397710521405,-0.03922164390063635
MICA,-0.07488829892777088,-0.021495684703726533,-0.012651060485478397
TG,0.059951695426017686,-0.02096602999853779,0.08502852833069746
ADA,0.042733473708987335,-0.007982445847031096,-0.029060229488036257
LAMC3,0.015411784390068137,-0.023384425591256024,0.007550999380026404
CCL7,,-0.015158406190902265,
NGF,,0.041228357815487324,-0.014194962390390179
TNFSF15,,-0.016879626681719412,-0.017235796346940876
HMGB1,0.028114734122659146,0.01066733845444783,-0.05360583253698991
ITGB3BP,0.014044015382364725,0.05183269128337257,-0.040027532758167755
AANAT,,0.022012716606931566,
RELN,0.005864265085075812,-0.026659325455633234,0.03264528493007631
IL15,-0.013220096350145314,0.014868962790554935,0.0486581824340133
BSG,0.05279630862756405,-0.013139745864860749,-0.03050839966953455
ADAMTS3,0.036342203080087315,-0.025847135648438678,6.654312615981617e-05
CD34,0.03901847425414081,-0.019382707736578065,-0.014966154285258692
PLAT,0.043601733938473844,-0.013949723338495116,-0.051995169944719005
LTA,,0.024998202951192962,
CKLF,-0.017151809797448098,-0.022423460258518258,-0.04334282633314032
CD24,-0.05223904479949051,0.02189454615320511,-0.019653236171775678
HSP90AA1,-0.10111423704367513,-0.026531265379120175,0.06676762361190978
BMP4,-0.023266401766523847,0.060781710530213855,-0.010622648444119495
SCGB3A1,,,-0.015655587891085277
IGFBP4,0.04519610239180005,0.044883718803973106,-0.0355720020171082
RSPO4,,0.0011875431864748795,
LEFTY2,-0.022383975484549436,-0.0012276224274476463,-0.011901044558292532
PF4,,-0.013225410763153136,
ANGPTL2,-0.027714929131645128,-0.03339620129450311,-0.05118308493580071
LRIG2,0.029678639054721925,0.019868766836272256,-0.02736854531644092
ICOSLG,-0.06344244003809817,-0.011327298409368417,-0.041015279140013704
WIF1,,,0.047971210126283415
NPPC,0.05987052949877779,-0.020515873564924448,-0.016879587162044712
LYZ,-0.06708730049583601,-0.013516435522001945,0.08330809429506444
SPTAN1,0.02163027786875,0.04119197431900976,0.08905161712496398
LIPC,-0.02894437028733913,-0.023767048134968233,0.041179731305068565
COL8A1,-0.038565580226102146,0.03469160784419426,-0.038655931545040406
GSTM2,-0.04854254673403247,-0.030618696185879046,0.02457558988465878
SPX,-0.05795449799686958,0.02024355513605093,-0.0026470232709713704
MFGE8,0.006049684963852723,0.03636326932357548,-0.03419314283187559
TGFA,-0.04766799911004826,-0.0032623258489190656,-0.04129352206265635
SLIT2,0.13955585789299568,-0.02537586611174089,0.02102726834046124
PLTP,-0.009318908474000225,0.01885293602233963,-0.017336758493700075
APOD,-0.07692886318922508,-0.005325150494461343,-0.013180538811853215
B2M,0.023745325835022285,0.004451564923143555,-0.03153060551387299
OMG,-0.02145438430440693,0.0012696936568114242,0.04264983447849238
CXCL3,-0.018205893185297792,0.019569552074282702,
CXCL10,-0.004522733531038924,0.013956674499081737,0.0058011145021298815
RSPO3,,0.021558492630039953,-0.020249956112696622
CORT,-0.02260750688208502,0.00790243175220301,-0.014615485583151844
NCAN,0.008257600969832036,0.03440416284104308,-0.04638380898518008
PRG4,,-0.015158408553114854,
ZG16B,,-0.017593186995330922,
TGM2,-0.009102543764213622,0.031485102008806276,0.03677463521311143
VEGFC,-0.022607508337710955,0.01886509034207428,0.035667717205979714
WNT6,,-0.020966030869058478,-0.012579386497736333
NRG4,,0.013034713385259177,0.009032338653751562
PMCH,,-0.025562161705564912,
COL9A1,-0.009342709000448295,-0.019268087378951342,-0.052425167947905034
GDF11,0.03880202629984637,-0.028815320001989574,-0.053789949565185395
SORBS1,-0.02738002641940764,0.018621959417513597,-0.010803091128873947
DLL1,-0.049353063428861824,-0.014961713611973945,-0.04324656805174726
TLN1,-0.014962104195641252,-0.03054599352985488,0.02355384842934993
COL2A1,-0.021234230627267023,,-0.013628199731122894
SHH,,0.0024398543266559787,-0.014875234923108034
PON2,0.011476593402517117,-0.01695702356703708,0.01577111612536781
ICAM5,,-0.02455072735559742,0.027152455858570932
HPX,-0.024119582678460254,0.008128657889673126,-0.012579387346304734
SFRP2,,-0.0179399067007295,-0.02973763275561211
CFC1,,,-0.003362792639315314
CD70,,0.027974671855779728,
HP,-0.04213343956582121,-0.04018623790684209,
CXCL2,0.11492071335507434,0.032347770760669366,-0.019441987712903053
NPPB,,0.009327483121718784,
CCK,0.05578777786352006,0.019726857979197227,0.08261060481070547
SEMA6A,-0.012327233306940506,-0.03306818782349147,-0.046044101948184785
IRAK4,0.025349638151475982,-0.007128849791864863,-0.04020347245657175
GSTP1,0.1014728161739528,-0.021029230617184102,-0.01245322283946482
VCAM1,-0.02638813025145433,0.01457274881117212,0.0012598315370157126
NXPH3,-0.04846092344252453,0.03725637769876846,-0.0005306455083706892
MTMR4,-0.0029096638697491918,0.041044542050370884,0.03929895501618272
LAMC2,,0.05092863744895854,-0.01723579465294758
IL10,-0.023482317360575676,-0.0014726299139391323,
SEMA4D,-0.10128530124899254,-0.038603324904604955,-0.03085949449838481
TRH,-0.020758030911612973,0.08445121663342839,-0.023578898639110273
SEMA6D,0.02621360522394864,-0.014673076001104382,-0.05523844747870993
PDCD1LG2,-0.04844196191068932,-0.016522061716853796,-0.0121038483027925
SPINT1,-0.0021363537103287187,0.021592153298914167,-0.015655592674654818
CTHRC1,0.059304131909605706,-0.06177043148948602,-0.06318406889443101
PODXL,-0.011461463652102986,0.013615303733930217,-0.06318539462298306
JAM3,-0.023091582445406066,-0.05141325737757181,-0.04646103435247492
TGFB2,-0.011141225909834322,-0.07565825439114536,0.02871748740919263
COL18A1,-0.006301793925456534,0.09887181685683279,-0.03053111845119474
NODAL,0.0096452957418453,0.015626419539938447,-0.03387177823772311
INHBB,0.043533723230940506,0.03476765071063493,-0.02748546236102067
ARF4,0.05576970106811996,-0.02684618935145942,0.016616000619448994
CXCL14,-0.05692252422558079,-0.006329323566240905,0.005836918540293826
LIF,-0.02803762128631909,-0.0009468156816531452,-0.015269978648841543
MATN1,,,-0.014741496548549109
ADAM28,0.03324837001172759,-0.0029841418568645637,0.01823034784710232
TCN2,0.008584758280598254,0.015050536278500611,-0.018066606398305398
THPO,,-0.02199690421526952,-0.020963050861448528
CUBN,0.03934369900821717,0.004990795946945139,-0.026224696459685892
TIMP3,0.07635128427194354,-0.0020982047145258684,-0.061585592498172845
PIGF,0.04193936955282091,-0.03409752317042067,-0.05094489507006991
CRH,,-0.017767343967661713,-0.01242278133600027
BDNF,,-0.04111116868991297,-0.04654261130837493
CCL5,-0.039959966128443374,0.08615783044963708,0.08511246936690568
GAD1,0.03865066788777266,-0.052685087948797754,0.08364424605712491
COL14A1,0.04640152089257262,0.07002361046843496,-0.019231395127435866
HLA-A,0.0689902225088495,0.05192588674832796,-0.05298682163186265
CD5L,-0.0396884806706683,,
FGF18,,0.0060519830931837935,-0.017235792142208432
ADM,0.0368105911095794,0.00859734429744679,-0.04811680316986875
GNAI2,-0.027829106559361366,0.047063954880197476,-0.06503166912760085
COL11A1,-0.02614323752461157,0.010716132784629082,-0.08500003420258129
NUCB2,-0.004445038201409039,0.013149843406052065,0.018864828824564524
CXCL1,,-0.005972643503242448,
VCAN,0.017731207962706535,-0.023495237442932852,-0.08387297217229478
MMP7,,0.09811940897999726,-0.015269974362634218
PTPN6,-0.005096628779087913,-0.03563511821644832,-0.021800125098750338
PTGS2,0.00906987971336773,0.008539518662738534,0.03983426213787535
XCL1,-0.020271558593327976,-0.015358737030894578,
CD58,-5.654762199718821e-05,-0.008453734065170006,-0.010268928493248921
TNFSF14,-0.03316100548713916,-0.023086005508062026,
CNTN4,,-0.006465201541773996,0.10085266376108547
NTF4,,0.038938167241557756,
INSL3,,-0.014116019145247157,
BTLA,,0.08408807048351184,
MFNG,-0.040281570586926704,0.029390176328120098,-0.009249650609342916
ICAM1,0.003359303195408486,-0.0304693215469984,-0.043721909010992176
PROS1,0.02337577716441138,0.05000062324323874,-0.06271464550318656
CLCF1,-0.02415452231394497,-0.0315244542338764,-0.014194966036035714
PSAP,-0.14858733022607803,0.023745997057210064,0.013039670682612928
EFEMP1,-0.04688310149610659,-0.01489966636571841,-0.08473832973853865
C1QTNF1,0.04031540297777967,0.0674332670226357,-0.017794529228922665
ALB,-0.03051835721793392,-0.013095988827071003,-0.014606636738098465
EFNA3,-0.027872330479261003,-0.03837188023320455,0.03632586428994857
DRAXIN,-0.005912307431101376,-0.021287767648983255,-0.009249165567921108
NPTX2,0.03202661165497396,0.003373949590837026,0.053814225810740704
FGF11,0.09347777832926135,-0.00529047782262401,-0.044840784617507505
CD59,-0.05573128042064362,-0.06361803554816305,0.03421565306043186
COL9A2,0.02363600445331117,0.05023450110494454,-0.027960358232100826
DLL3,-0.07737449551083608,0.05133243924254945,-0.07306376345806119
LIN7C,-0.026483166416916976,0.011746621161341883,-0.05846572602855309
GDF7,-0.020997374014453517,-0.01363080643873428,-0.0018979034856201624
PSPN,0.015759865763710947,0.0018944588377495066,0.009295790099460537
ANGPT1,-0.050042445073954944,-0.013681526104753875,-0.025141952406339048
PNOC,0.03353555251978376,-0.0400743760790368,0.030680350774780863
L1CAM,0.032350176096819394,-0.0054344168576479284,0.020607153334517393
APOA1,0.03953399259874222,-0.021983367533885537,0.016253721249070967
PSEN1,-0.03945034199652376,0.06758019050778555,0.015196809230724742
CALM2,-0.031657885979294136,0.0012913984018969363,0.09862255916174545
CLEC2B,-0.04690616705869405,-0.00834753072287844,-0.027645797690875086
NTNG1,0.077040677774126,0.0032509219873304504,0.06294046650614255
LRIG1,-0.0020404645605085004,-0.0036062618730557834,-0.05665541848322626
CPAMD8,-0.018475887126091696,-0.016696731843626307,-0.002268242875986285
GHRL,-0.02947694966444867,-0.037384905611849595,-0.015528018813799527
NPY,-0.02710484749373806,-0.03602780264089043,0.04984531777607403
MMP2,-0.0043529794922031,-0.026024015452157243,-0.03281392480001897
LHB,,-0.01454159249423068,
PPY,,0.035015989056568955,
ALKAL2,-0.027667793004883392,-0.014330325836280154,0.06330069442493556
CSF1,-0.019168783671668625,-0.0025552111064957713,-0.01811846485972753
SEMA4C,-0.010339318635010735,-0.0057630696111399295,-0.03602976611422835
ICAM2,0.07347671771830502,0.011381029538776996,-0.021495664228528638
SYTL3,-0.05048900100066149,-0.055442055571230116,-0.020062268713742375
IL1A,0.06567838599562034,-0.025389159145844907,-0.020864598884318505
HLA-G,,0.09554932610863738,-0.011269271692194813
PGF,0.019904818710856035,0.02618369735375958,-0.03532791491120219
LGALS8,0.02082860540144027,-0.08293938290004736,-0.008815400000847247
DKK3,-0.039014634132292024,0.007979980271179419,0.05921913653751357
COL16A1,0.09151388790458123,-0.03957746990735736,0.09183110118867994
TPH1,0.006229752718878211,-0.006356619104893805,-0.011941364864410576
TNC,0.026655773802418167,-0.056752758968045706,-0.06014150957596899
TNFSF9,-0.01847587835713506,-0.0016733121758653248,-0.026587438396325283
C4A,,-0.017239901717294958,
CNTN2,-0.07837008498103525,0.011670472680229454,0.00043144556256081995
F7,,,-0.010371109460262658
LUM,0.03897346003494816,0.0712579428410906,-0.022680703826910308
IZUMO1,-0.017654287062080592,,
BTC,,0.005965247115321105,
APOC1,-0.1112770937276168,-0.023936085759905138,-0.05511029223126612
PKM,0.021463218714076877,-0.002289278032552276,0.009112510264976443
TNF,,0.02369044505861286,0.06784631866874317
GNAS,0.019971455354206746,-0.01247430327833503,0.053717194677989834
BMP8B,0.02438403886536927,0.0031956088361564106,-0.059955089532782724
LIPH,,0.06921007896214385,
CCL28,,,0.04574256159731693
PTPN11,0.00584225791236213,-0.012485528008421039,-0.030367851383061327
ADAM12,-0.026909058366947007,0.06477347112908872,-0.04472361192479998
EPO,,0.016440945951333635,
EDN3,0.08609555951778411,0.015951817996817982,-0.014875231950094013
CCL2,-0.08368425516612593,0.006077036143600474,-0.04235668898155892
DSCAM,-0.03868047445857966,-0.017550414848115113,-0.06608664942503822
ANG,0.025769554164213084,-0.038155955984320616,0.02178807456776553
FBLN2,-0.024328684355651334,-0.03376198868886242,0.025283340895210206
VTN,,0.012185994346961855,-0.011941360959573497
VEGFA,0.02889806842477913,0.006208273590599784,-0.04737653836279772
F10,,,0.015190269155931494
SERPINA1,0.006684246737322109,-0.002384724671261274,0.03719265905783394
VWF,0.054481807883867986,0.07921659522555585,0.01723944322787087
GDNF,,0.013534574691835177,-0.018587191340805467
VASP,0.10536720069496956,0.04107958658381746,-0.002609322683790401
