,UKF248,UKF251,UKF259,UKF266,UKF269,UKF313,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH916T1
IGFL3,,,,,-0.01433720628101246,,,,,-0.018186165524788127
BMP1,0.060077601589514654,-0.04251043688107868,0.01339583157048818,0.0207633282552202,0.03937136327882214,0.07076392549411932,0.009338524585560582,0.0487338994995298,-0.009115147938255954,0.022393459929449838
NDP,-0.024147706084003906,-0.025919134432671017,0.019302155451182697,0.007958529835926879,0.003039833853597716,0.09989453527070814,0.10082648944603684,0.053914868346628404,0.014477482462883082,0.06922759097626448
TNFSF18,-0.012401701845934143,0.03708037557578616,,0.01794966512421411,-0.021290320912576276,,-0.06254489368990927,,,-0.016394786841153315
RTN4,-0.014078917034487532,-0.0485904712295899,-0.004039564723578708,-0.01347829097317743,-0.03718532913807578,-0.04176432427609741,-0.058628435757199344,-0.08802155022937598,0.011906437135454504,0.004222306067798329
HEBP1,0.0659769680459369,-0.01797218978216324,-0.07011518492983627,-0.028807012968942634,-0.008150083376729095,-0.017289082128598185,0.04948094165590844,0.05912231168647564,0.021141395201765945,0.022762583416660893
WNT7B,-0.011198960931304383,-0.024224625006284622,0.024160671918223606,0.05164279276969686,-0.017782755274894247,-0.041758511996741264,,0.008984639351954593,-0.03178788401209902,-0.027194825672788442
PTMA,0.009691007388620257,-0.024286087176240957,-0.04084104200099715,0.04374088670793466,-0.011130825419878695,0.08748509302628954,-0.04000248373224112,-0.012361727089098166,0.07405313244183834,-0.06378095442561123
FASLG,,,,,,,,,,0.009799231262712106
CEACAM1,0.009377239433777943,-0.001320317997064229,-0.00903129712479805,,0.027755405606393106,,-0.0024983945238741213,-0.01848988957308973,-0.015399749879281405,-0.02194561133791976
PDAP1,-0.006882695122412356,0.01878586010680574,-0.011989938344361278,0.004290676496706755,0.03574747735841352,0.14166725312618322,-0.018160294813717434,-0.037485564751897765,0.004890999166119901,0.02627678759165321
QDPR,-0.05132607371896144,0.014249932864089659,-0.005208542489809533,0.038324134860639965,-0.04783238644163816,0.03742790232714104,0.04178273967873844,-0.03183739692495802,0.01364952804251232,0.005557005783172824
POMC,0.013042394695453045,-0.033033139093722734,0.05770981030035577,0.01364521336899423,0.04352969102929993,-0.026917824069664475,-0.006364780435522295,-0.024868978256078866,-0.011932684663044991,-0.02560619194824952
CCL18,0.0104047677897189,,,,,0.012942922797770547,,-0.006781071422404233,0.005464057851426233,
CCL17,,,0.01945819301965613,,,,,-0.013117681716295813,-0.022230505738322217,0.18527582077296764
VEGFD,-0.001638324887336938,-0.02662779549896579,0.022703249673384197,,-0.024018666386883356,-0.01818677005286153,0.080754342742989,,-0.015399749879281405,
TNFSF13,-0.0038351104028352596,,-0.01764176399478998,-0.011844246694653542,,,,-0.025170860907549625,0.010615666459761839,0.012204178353016138
WNT5A,-0.03261212305394369,0.0287834649731339,-0.036624170324561056,0.06312193361250447,0.04230009551527827,0.018335746078623108,-0.04089885652014169,0.10043188677291988,-0.009596296085143296,0.010267137262879028
CXCL8,-0.029888678737171867,0.013975777642791768,0.03125236302296131,0.06946790531483416,-0.009440102460682734,0.049708553051244,-0.07447728053387996,0.053896921385087795,-0.06660934716161346,-0.07561248410250844
GRN,-0.014387647598329126,0.05780043385416784,-0.027134071474101993,0.028882213307903325,0.0499935537281698,0.06609479632175379,0.01023164135813895,0.011985940844324697,-0.08816677546264232,-0.011779475781134092
MIA,-0.04610357344900287,-0.023680899159857948,0.0017321142336771973,-0.00444871908380605,0.0457408547637307,0.00581213015400528,0.03246773812801016,0.03759253082149101,0.06875283092544314,0.07437280679857554
COL4A4,0.0006019404498035668,0.009828104600795473,-0.0071344135615291964,-0.011269277446218374,-0.014128252608405377,,-0.04681628118455052,0.0320649518045312,-0.0074265232084683675,-0.031727769791541814
TAC1,0.010326041942013905,-0.05456912310450205,-0.004728059685265757,-0.013276815884398501,-0.011098408961553485,,,,,0.00332812001376362
RARRES2,-0.06679135335933914,0.03569496919519188,-0.05304808832139833,-0.012769012193017683,0.019195159796958874,-0.03246304142419072,0.07701256869924436,-0.03839499650683826,-0.04731838198180881,0.05601358655394403
FGF7,,0.004213871531055957,-0.045335862830618065,0.0639225152325032,0.034366417868299776,0.012648077669180588,0.059309433599206755,0.0018173702035124855,0.001667209032041704,0.08645567250279723
EFNA2,,,,,,,,,-0.014636431661607292,
HBEGF,0.024350667954826394,0.04556460005598365,0.00596046825158785,0.07540301753891696,0.042150133727188635,0.12169578018205737,-0.01858403658123784,-0.0004050804553817387,0.04131116266458109,0.0012030161111336445
CSF3,,,0.05470183372182253,,-0.014947419324598313,0.0018334756917774307,,0.05237981555027243,-0.05639373027224862,-0.01505182117398206
PI3,-0.028416570497008846,,-0.019195725218364514,,-0.01683099144407859,,,0.01355578216642377,-0.062119566483168014,-0.03270260693369557
PCSK1N,0.006649576180189344,-0.04908208510764468,0.0007997405937511145,-0.026909790832371466,0.028363226833957,0.05369908690579429,0.009936752984615728,-0.02927847470660009,0.005909133418479414,0.12184102240796438
NTS,,,,0.17091040746491284,0.06735502532391313,,,-0.03060218594377586,-0.017831714520283756,0.06900126719769463
SFRP1,-0.03451321708096799,0.025261568183464977,0.0033006016049708818,0.0013413155003021114,0.021243563959082397,0.048456513101224695,-0.08931573768882271,0.007863482920889385,-0.01029172246236102,0.016352988399659818
CXCL13,,-0.04495449437514738,,,,0.04762417147352935,,-0.02946500263638604,-0.03760516534701213,
MICA,0.00021506034329153636,0.021681922297826256,-0.03310037804175274,-0.004497492043289772,0.038197801205690926,0.01929913436999892,-0.014766780776030875,0.007725532509446761,0.008877226132790619,0.01133088703983097
TG,0.07275435950307979,-0.025279936260597602,-0.02408256790878145,-0.015879466880213775,-0.018040197809446188,0.02057251473430937,0.013910586608123186,-0.01743011939256773,-0.02196170573103182,-0.0293539223094515
ADA,-0.03240170059080603,-0.012845149277317131,0.017445686136376613,-0.018941524432562466,0.009471863253327337,0.061969979908443246,0.00019983036105848404,0.004625115695717757,-0.007539502457278463,0.036351357596407105
LAMC3,0.03817156018997885,0.017016038122995458,0.004476803861067649,0.09369176740067527,0.04665646402914511,0.03310223026241119,-0.03366641268392315,0.03257769635748826,0.03285057291417687,0.038428688373010514
CCL7,-0.017181192980259705,,-0.017411658120624476,,,,,-0.019660381258934444,,-0.015772849546709697
NGF,0.03092534410007019,,-0.025605993349136814,-0.015153270547069306,,0.05009310511772159,-0.09620514608326805,-0.02270616642154541,-0.014439693395955152,-0.010489859141742067
TNFSF15,,,0.03911098050818989,0.0012667637657634437,,0.026708990797572312,0.04713006171913181,0.23108843903204626,,0.02154558298065945
