,UKF269,ZH1007inf
IGFL3,-0.014158631594259584,
BMP1,0.0964931484220383,0.028015678052974852
NDP,0.008125861519281703,0.1530600332322684
TNFSF18,0.06984864873870276,-0.027738344783965033
RTN4,-0.1466038887703893,0.07200422686749854
HEBP1,0.010579228846336068,0.020648184306697452
WNT7B,-0.012093342741335592,0.01914161712200224
PTMA,-0.0783660062384714,0.020300043279163713
CEACAM1,0.05602023558096269,
PDAP1,0.08153641826446897,0.01990311785291365
QDPR,-0.12878224848961256,0.019601474575999176
POMC,-0.0029261640705924414,0.03957496619557939
VEGFD,-0.0074497461275886264,
WNT5A,0.09882036383040153,0.02736374179381269
CXCL8,0.004427735434356806,
GRN,0.09028450152660115,0.020131933044102532
MIA,0.008354234278510673,0.07025322035341607
COL4A4,-0.013952280509346387,
TAC1,-0.04196161479481805,
RARRES2,0.042488336790524134,-0.013939173392895528
FGF7,0.062204592016156794,0.019002447642207054
HBEGF,0.026504471139065337,0.09389835273604677
CSF3,-0.014761244230836216,
PI3,-0.016621355831257203,
PCSK1N,-0.045797315862681987,0.06576087712403793
NTS,-0.018143344809912327,
SFRP1,-0.05324471714880494,0.016763454606913177
MICA,0.031291566326462815,0.0574190183918107
TG,-0.01781550112798404,-0.035547984060116035
ADA,0.059890429416326815,0.010134144341401636
LAMC3,0.11364290642650889,0.013830213203902932
TNFSF15,,-0.032766242589858684
HMGB1,0.11054492918411966,0.03885540348597359
ITGB3BP,0.06819241337029165,0.08350099296393762
AANAT,-0.013315041763833085,
RELN,-0.03907051026320521,
IL15,0.055996459235411064,0.1736633420651085
UTS2,0.06769270566903288,0.0830784017039171
BSG,0.00833347760582403,0.04726245280656423
ADAMTS3,0.1377380887045463,0.04111801891273962
CD34,0.08291721719558967,-0.03343410445325117
CCL23,0.9999999999999998,1.0
PLAT,0.1281654730084056,0.09855996380831862
CKLF,0.14427074231313378,0.15204781920187782
CD24,-0.0058044594740243,0.04548453362550697
HSP90AA1,-0.100825448045129,-0.05796901675918378
BMP4,0.025239070113213632,0.06876841568117582
SCGB3A1,,0.08135698596442612
IGFBP4,0.11104245638387998,0.009521370383943198
LEFTY2,0.1370445333115782,0.07943309128241259
ANGPTL2,0.11455698298463098,0.03900461946761294
LRIG2,0.023139489741241002,0.08210952258484254
ICOSLG,0.01219088154871087,0.051708642116432994
WIF1,-0.06482655937719997,
NPPC,-0.03585022305226994,-0.02731758967562429
LYZ,0.0872886090918364,0.05319071023888249
SPTAN1,-0.04479659372302119,0.016141083946492513
LIPC,0.1430644851998298,-0.028967507509947844
COL8A1,0.12734885069264207,0.08393501930682665
GSTM2,0.0003468823778861025,-0.029992683692452164
SPX,-0.04669707024921675,-0.036214705375461884
MFGE8,0.045837194764906115,0.04593422235002174
