,MGH258,UKF269,UKF334,ZH8812bulk
CD34,-0.06747244740023185,-0.01132469966185392,0.07606862744031817,0.011701309122377369
CCL23,,-0.014761244834278044,,
PLAT,0.022003703913208456,-0.04155736846336201,0.03376108826579158,-0.017407695243178884
LTA,,,-0.009729265175533021,
CKLF,0.05487981312051832,-0.020415362621110024,0.04992455056053964,0.0009954740723145772
CD24,0.046308180861328846,-0.03140515536612773,-0.008490237583795936,-0.025522625893994528
HSP90AA1,0.017452502594886402,0.013056747231304618,-0.05054857585075779,-0.02057979195059974
BMP4,-0.018721096814190222,0.026463584119197317,-0.020285823305642558,0.007124192289473947
SCGB3A1,,,-0.01661204632420587,
IGFBP4,0.08123744299736325,-0.06594115661999701,-0.021953650258186387,-0.03198232679968677
RSPO4,,,-0.02242322287864161,
LEFTY2,0.08666328271236763,-0.04960967315081197,-0.029389186479950955,0.012996990726137617
ANGPTL2,0.008125725243085757,-0.0004193790582560427,0.026693362442806793,0.004101398293552157
LRIG2,0.021567968314851166,0.03156880209211946,0.07037524037023216,-0.014340882538811064
ICOSLG,-0.033819012376451255,0.02468762224557469,-0.011888964650535277,-0.01654134716211497
WIF1,,-0.027923891592633778,-0.03438519862677071,
NPPC,-0.058191366559055824,4.847489151884106e-05,0.015823070991806673,-0.06002519098151278
LYZ,0.0009101791636080008,-0.039710899270113835,-0.014768031134038268,0.02156914943364734
SPTAN1,-0.03571424648646491,-0.03032743273717379,0.020886630588825457,0.013210931948967998
LIPC,0.05884801377544189,-0.02167175234798045,0.012141728168445765,0.006425844017730132
COL8A1,0.03515180893874454,0.08064305105363559,0.06186155272486782,0.05168201597736194
GSTM2,0.015649826120053043,-0.007015524640850343,0.03290666599468249,-0.08310640651892136
SPX,0.011620876136192164,-0.007205377290455784,0.05186068614248562,-0.059880923185979054
MFGE8,-0.05570985396054439,0.005830989641531898,0.03354908863787459,-0.011848842305624292
TGFA,0.03778899773841282,0.07249727979650405,0.04836357930467957,0.07088666568074278
SLIT2,0.03208776399322687,-0.032439578928873815,-0.010732285154820411,0.04896213875872878
PLTP,0.03760582417910836,0.013737860130961782,-0.05117037515561575,-0.04595155444884574
APOD,0.07251612313624942,0.09784261636453585,-0.011217350442320197,0.03597722474747633
B2M,0.048995296174924124,0.0013095634302196758,0.04991034508236636,0.006983741624002884
OMG,0.09624620322051589,0.0692922268516126,0.04503374553903241,-0.03569684472132808
CXCL3,-0.014649204992289137,0.02908541568759217,0.0026751089596522195,-0.04455507099432234
CXCL10,-0.03399200520631071,-0.05435541155193803,0.021045584806030432,-0.007342496427281795
RSPO3,,-0.0034705346254787347,-0.017916385205539957,
CORT,-0.018190923087898686,0.038481287398086275,-0.009804240663739533,
NCAN,0.06476004803233026,-0.009507792943245228,0.06301848235215414,-0.07921937941078233
PRG4,,-0.018453663742133506,-0.02094721599300462,
ZG16B,,-0.0005969408151095608,,
TGM2,0.004999746222895308,-0.07164347539651844,-0.015116616256666599,0.024860585231885994
VEGFC,0.03198378961514676,0.00737863757259884,-0.005719807788520057,-0.02364517132315138
WNT6,,-0.01814676188768254,-0.01865717533677916,
NRG4,,-0.022985208859174693,-0.011438221606948712,-0.022419928022145885
COL9A1,-0.014336613472035522,0.0035926315838020156,-0.028417751869008443,0.048436175329389104
GDF11,-0.06189325267534834,0.02769288758135774,0.01829915038297202,-0.036694987064409504
SORBS1,-0.007765663619569222,0.023149426832714554,0.03691469327448308,-0.004299667600196711
DLL1,0.03932386568359584,0.05083722642314468,0.01753822705595179,0.06892793087252509
TLN1,0.011430129805815252,0.043799735432217345,0.014840995271633796,-0.015308550420892724
COL2A1,0.11588951546980766,-0.017032969458019895,0.12051900186553115,
SHH,,-0.013389983608023381,0.06647917030879077,0.003005687425551029
PON2,-0.019735732255401754,0.0571310158096241,0.004932595654492749,-0.08445251650778195
ICAM5,,-0.03328408683166693,0.03344133645859288,
HPX,-0.01940760101078508,-0.008744177640644769,-0.033452605497101585,-0.023399509954104177
SFRP2,,-0.013593892892981624,0.050617964110604666,0.021696832901009246
HP,-0.03390228575703054,0.03411446868246089,0.07111366375495093,-0.026874972692917866
CXCL2,0.06287380280210951,-0.03911390471331089,0.1257254391850299,-0.031226232012958748
NPPB,,,0.043297591379077585,
CCK,-0.03908964820119594,-0.035734208798293574,-0.04542445250666091,0.01654641331099563
SEMA6A,-0.0018921911830866492,-0.02248084899301343,0.015588429657677209,-0.034305723003672045
IRAK4,0.02756235183963008,-0.04559032284290356,0.04306869434327607,0.08700587414965268
GSTP1,-0.010467297439927014,0.08702092124753211,0.043354910176452974,-0.00985454748857271
VCAM1,0.05031186409114855,0.031087894100173846,-0.01226519386954752,-0.05294502041928804
NXPH3,0.016747026130597815,0.014640765383269192,-0.020822032967842283,0.0470295820786397
MTMR4,-0.0028014195805611234,-0.03784895866710683,0.002403874975451688,-0.05157251257923873
LAMC2,,,,0.011760719456884252
IL10,-0.018894831316864962,-0.02235105897903538,0.06757864556664724,0.0005151035117482365
SEMA4D,0.06410086888392726,0.10493110767173387,0.08809308433263441,0.0026911266882648447
TRH,-0.016702759209092824,-0.03528747214439864,0.03506886514957005,0.01890339886837313
SEMA6D,0.0026718420251626274,-0.07418772828592227,0.02690983366974598,-0.04138471007595639
CEL,,,,-0.001477861688634335
PDCD1LG2,-0.00891979464633332,0.0025832473123932713,0.06128018650281162,-0.0947241385018321
SPINT1,-0.035584829530780224,-0.020025495148062747,-0.028087345315008037,0.02194664874241354
CTHRC1,0.004773252864950269,-0.05664001005540294,0.03678443957574854,-0.01779844887800721
PODXL,0.02884904226815764,0.0009385328110527693,0.010583718564094837,0.017058321276427195
JAM3,0.04655723733534726,0.08804888047563456,0.05258072767323884,0.06797661565653743
TGFB2,-0.018234481131271203,-0.0010535224571499681,0.002499450376180483,-0.055960289589369466
COL18A1,0.029927480015001257,-0.02140393276619686,0.025726154203050453,-0.004999021490036499
NODAL,0.04577183629534124,-0.04488771837779333,-0.029389183192447807,-0.06064749329366232
INHBB,-0.006124855270362566,0.03489075370404825,-0.044424171655451164,-0.07233371236878901
LCN1,,-0.014947418698605627,,
ARF4,0.009571970948729342,-0.05973709060588681,0.023588438116758093,-0.037636862184994166
CXCL14,0.04481379502968692,-0.00489143310542746,0.015313491901043317,-0.0008252934557463505
LIF,-0.02256021484576998,-0.03171703282358627,0.022629184530519566,0.07078960685243588
IL17B,,-0.02468588404057067,,
MATN1,,-0.01567135230552008,-0.01740587796504721,-0.04615287663423057
ADAM28,-0.017109051649075488,-0.010989199069198373,0.030395469258755692,0.033598506001983
TCN2,-0.05423521953165693,-0.049396030728451765,0.04118214840434651,-0.06616275154013088
THPO,,-0.030498504101087905,0.020927903651662954,
CUBN,0.02783162414847504,-0.03815157121217744,0.03738882331883785,0.015525519410037691
TIMP3,-0.027226841092009284,-0.030156476577105452,0.01492089901527926,-0.04969745749046714
PIGF,-0.0152545565784741,-0.004337452069041847,0.007622559054961442,0.03988656510166038
CRH,,-0.02298519932893158,-0.02380676063932613,-0.0007957145607616176
BDNF,,-0.035074922382854444,0.0144776947827566,-0.05072971810553271
CCL5,0.02042004237009716,-0.0339307672408992,-0.009419482188494834,0.011364071014775233
GAD1,0.07433118184654873,-0.01956987757485079,-0.024580483685392635,0.014947861933769643
COL14A1,0.16699687801268956,-0.026515856598087518,0.03532296192203284,0.0549530082574452
HLA-A,0.0032921246059327124,-0.0072240064304789015,0.0020445638406971214,-0.07016932387281578
CD5L,0.08629315026871738,,,
ADM,-0.056186751509959845,-0.01923316077755872,-0.011380365454987672,0.0055111675667841595
GNAI2,0.008511782027142707,0.06257025142814725,0.057300997772388125,-0.03371915339765253
HDC,,-0.014430680419378143,,
COL11A1,-0.021035916324578626,0.03239777537594339,-0.02338593184553881,0.09646872920104413
NUCB2,0.04621713614345975,-0.009733919386717726,0.0012196015205632148,0.03111869524369215
CXCL1,,-0.038236067918129085,0.03263275036159579,-0.05355476281710701
VCAN,-0.016650982499691366,0.02472556118645974,0.05847504241803125,0.010630307147201708
MMP7,,-0.010910382944911845,-0.0007204123339539455,
PTPN6,-0.0004876734766899522,-0.039470643463038135,0.007604303148080873,0.038508715650669705
PTGS2,-0.03620166597579199,-0.028305196748715036,-0.006258580511115123,-0.003140152117154149
XCL1,-0.016311323719435774,,,
CD58,0.0011459328951200335,0.040571171811524316,0.025786737063790886,-0.025839467504229205
TNFSF14,0.025247244683345528,0.0290431903939283,,-0.04838770499035566
CNTN4,,-0.028873538417894588,-0.00837770021179094,0.02511364708845245
MFNG,0.05813372922068569,-0.0665068320830511,-0.037443689917310584,0.030798480818654796
ICAM1,0.032277337196298314,-0.06976078290587744,0.006638888218021849,-0.08163219902562703
PROS1,-0.019641519110397066,-0.03043903263004485,-0.01717846141346025,-0.013856261888498192
CLCF1,0.0528469078372728,-0.032444264082225824,0.00790033862421851,-0.05284966911288888
PSAP,0.06863951395787692,0.06296440566463606,-0.019428828433339224,-0.029199476956477097
EFEMP1,0.0663055718867709,0.054124198889665215,-0.0026797705465695116,-0.061291081739201864
C1QTNF1,-0.024041334858103197,-0.051628306302423425,0.05533330112248672,-0.11685988859875407
ALB,0.01510674934560962,0.0251363870884628,0.0062433164290913515,-0.04273077427738338
EFNA3,0.004063602709070671,-0.0712504812673121,-0.033117426104942414,-0.010672383037573544
DRAXIN,0.0006802485412337777,-0.04038398741307993,-0.02816229063656133,0.006664858805780666
NPTX2,-0.010896240146292735,0.0002766124276570687,0.014598010439225012,0.10310201934106811
FGF11,0.000800891806624887,-0.046360569244745305,0.0009928715108640871,0.012261549597633392
CD59,0.055375139503264253,-0.027717361556372652,0.013840739235733084,0.01727369412939235
COL9A2,-0.007199741754104283,0.09476812932225105,-0.014732817156094773,0.0739896471752817
DLL3,0.07858811505856851,-0.009503221118354558,0.022036772428015813,-0.030503865368216018
FGF5,,-0.014572819793627062,,
LIN7C,-0.008389509712082556,-0.027092349411061728,-0.0260077882529735,0.06369155677530898
GDF7,0.2281785348702793,-0.02606839317324691,,0.03980373805065402
PSPN,-0.019125885404518417,-0.022752902062340857,0.013986145780509846,0.013656444173864237
ANGPT1,-0.03292804464516218,-0.029743534688735238,-0.027585149174633557,-0.04021711019157945
PNOC,-0.023859738844246643,-0.03547200308634727,-0.01353338849023689,
L1CAM,0.06828351658407705,-0.03031989181263367,-0.023451333413515185,-0.037124403832650296
APOA1,-0.03558481681898821,-0.031188038464373628,-0.029491103654513184,0.07153155651154812
PSEN1,0.011953209010036289,0.08015900304480761,0.03864987165816965,-0.035077976019981943
CALM2,0.01582687924440402,0.023437166400331107,-0.01709322847082179,0.0816842269059435
CLEC2B,0.03117276022007467,-0.07864510309428638,0.06403722184564346,-0.05376422572518856
NTNG1,-0.03182904206432467,-0.02139531998760246,-0.02278141663799618,-0.017111174287522395
LRIG1,0.03535492673818179,0.00966110465364073,0.06567978718363902,-0.05237495876733244
CPAMD8,-0.014866453140738119,-0.013183076663563158,0.011607461511297802,-0.025045371211972253
GHRL,-0.023718357225703667,-0.028035671795004574,-0.007405808768551378,0.11746824880268644
NPY,-0.021809666967680198,-0.02922188741614431,0.07779184835910641,-0.047422985050627
MMP2,0.04566938983492768,-0.05192885446742805,0.09696293215839545,-0.022503977660644228
ALKAL2,-0.022262635910666014,-0.014947416276059312,0.008933098810508378,-0.018545434282562435
CSF1,-0.007074261659169109,0.05140382215775057,-0.0064971106802306396,-0.035029910192506494
SEMA4C,-0.025131823863829745,0.017376822496938407,0.041774864210182186,0.038712489659136
ICAM2,-0.005106297233636238,-0.031627267235240966,-0.029399314288074515,0.0025274958719830594
SYTL3,-0.04062551163992692,-0.03144186546920086,-0.0165680968223934,0.008995412112093816
IL1A,-0.01727457962011646,0.03376724911012879,0.01866197812506532,-0.015079311784470757
PGF,-0.014263941936123884,-0.05532705342435791,0.004742380361714724,0.0028070204722545435
LGALS8,-0.053007614906825005,0.02484344604875939,0.006622979539463363,0.014593973260561357
DKK3,-0.0010401321590867854,-0.06457860289479932,-0.03477379907073387,-0.04342472185681173
COL16A1,-0.0016486342295224795,-0.039042044720815954,0.040788768380047045,0.006499906858887969
TPH1,0.054277862522128496,-0.01567135215758911,0.011786975656424902,-0.0037814657540076275
TNC,-0.011988828006462294,-0.020911947292585064,0.003731635830236043,0.03155434021385926
TNFSF9,0.04762926155193159,-0.03537658500861317,-0.03553947712940657,-0.006432645215397944
C4A,,,0.0559431179612672,-0.029024820480838247
CNTN2,0.0979647439293507,0.09809259692207821,0.022815288858193682,-0.004080897219990542
F7,,-0.013183069001118009,,
LUM,-0.015132939865136827,-0.05353532007331364,-0.00415511804462272,0.04462618637572369
IZUMO1,-0.01420536018381052,,,
BTC,,,,-0.011728062108004273
APOC1,0.10738407171081196,0.028284145152754205,0.04793710731362677,-0.022437579072515694
PKM,0.05278398328898129,-0.04625350559985186,-0.03401392150678079,-0.05389311310262885
TNF,,0.12544137542610057,0.11295348680156438,
GNAS,-0.04366400748782242,-0.10847460253524868,-0.03815286109901944,-0.025226776942816845
BMP8B,0.10571054882015814,0.03602809458895884,-0.044833380982075066,-0.0208540676762177
CCL28,,,0.003378367043386546,0.03567904399491643
PTPN11,-0.07393825023117039,0.0021543151284750444,-0.013984083476379942,-0.06608176689248284
ADAM12,-0.05209882485983205,-0.06902103261008911,-0.0369898014825782,-0.023628218719944714
EPO,,,-0.020947217624306742,
EDN3,0.06950053111663368,-0.02335853801010248,-0.021163361735997532,-0.02451961286825536
CCL22,,,,-0.03334376491340188
CCL2,0.05656028126375516,0.022729964412587653,0.03049383079618848,0.017973690197327682
DSCAM,0.05075530810956121,-0.017803633624679772,-0.007369483549446633,0.02114093006407097
ANG,0.003754010905565129,-0.02915853827944682,0.0642455252066584,0.0022406159318327464
FBLN2,-0.01957585275774563,-0.02406221924520742,-0.023658809840290722,0.028414074731563866
VTN,,-0.003837502890358056,0.0016727429479681411,
VEGFA,0.07111035378378196,-0.06376614423844947,-0.0303231016016433,-0.023690659869457235
F10,,-0.021435951332709435,,-0.003102752321381721
SERPINA1,0.055467561109742124,-0.0007671356426513306,0.06343015645256891,0.044894585825534745
VWF,-0.04287626019358697,-0.049315486601527334,0.022124066596460962,-0.06934497923155791
GDNF,,,-0.02094721599300462,
VASP,-0.05296434489126007,0.004862828585040041,0.04579533256571208,-0.02316295634327133
ADAM15,0.020682287259655673,-0.007527288716943821,0.0534204624290872,-0.04492246700398474
WNT2,,0.011916378334709753,-0.019603488486600717,
CALCB,,-0.014572819635259488,,
OLFM2,0.010571655313776402,-0.07415965887185448,-0.007986495286367263,-0.006265605959037972
MFAP2,-0.025570220075179152,-0.04863311751733083,0.04240402884864112,-0.004610128911036748
HLA-C,-0.04152901992264821,-0.002575058964689576,0.02766918678271108,-0.01968429973832087
THBS1,0.08631775851381887,-0.01702846815606267,0.03534825255394498,0.07527079396158533
HSPA4,-0.03131570748701937,-0.009880478766525898,0.03721184058064107,-0.02024329383510592
LMAN1,0.024794475402417873,0.0716443474868031,0.026063989115761396,0.007523201763256325
LYPD3,,-0.022606575167676217,,
APOE,-0.01710291706045275,0.08021259205881927,-0.02319252123574818,-0.14949626388394255
SOSTDC1,-0.0148664519059618,-0.04039220015712555,-0.02119311393387673,
ANXA1,0.07539704977541806,0.014601380128166858,-0.0020961934258727035,0.015962909585104587
WNT2B,0.03569132533333948,-0.05440862701600886,0.024665415670054286,0.008067512466940584
AMH,,-0.029897765685929778,0.03851503857828467,0.019993165110607364
GDF10,,0.04222551088938425,-0.040299686154936856,0.02580436860348701
EFNB3,0.003105461485155878,-0.05246521832776966,-0.002810224936556392,-0.00147222332169482
LTB,-0.015339874832241843,-0.023848489450273944,-0.020221311421906873,-0.06849399173629742
ANGPT2,-0.010890023675184995,-0.01672122622371074,-0.03405837430450571,0.021592982129170976
NRTN,,,,0.06407131724767362
ADAM17,0.06343442554361535,-0.046756783859505345,0.024102649793024556,0.0029962372165045488
LRPAP1,-0.031210735988372297,-0.02341629476608116,-0.04066711204955082,-0.04862650873955436
NID1,0.030780868310964545,-0.03446246016059981,0.028782198117904573,-0.07715321277011342
MST1,0.10025956580640784,0.012053965389161429,0.05433232837925943,-0.012554689051493132
IL13,,-0.014761242174395395,-0.024567107653192668,
DCN,-0.0032265733368972106,-0.032312104474827456,-0.0021860871678757035,-0.059672869934939705
COL7A1,0.07176612159151191,-0.015420297331449086,-0.015616457315516074,-0.01762225868505042
CALR,-0.03779512813469324,-0.04810270892344399,0.01200399354879901,0.024982224451714868
PIGA,0.1250763035655718,-0.022489677138907063,0.028301121178208887,0.005515703358713377
CD200,-0.019477310928281994,-0.02768023754808962,-0.020598015564101978,-0.04274266244051562
GRP,,,-0.021163364921241334,0.003275168918176896
CDH1,0.027343521735091178,-0.05209862310165532,-0.024115011787970406,0.023987689898426985
LPL,-0.0761999252252556,-0.02014657619987284,0.10032508034122109,-0.060418463898947374
SEMA5A,0.050937028326137036,-0.011068865478818413,-0.007465397666451084,0.013228995310481162
SEMA7A,0.03784662793118291,0.010989769434159228,0.07392268432199467,0.07442326308145164
SEMA4G,-0.037812997198161225,0.0014842492012810333,-0.002477880209378076,-0.018840511711268153
SEMA3B,0.11762148718461873,0.040072779900327,0.015680249347254552,0.0007106596145177042
RPH3A,-0.004685669585491035,-0.061066510488464926,-0.021407826338877643,-0.029141074084120734
JAG2,0.009363692743413393,-0.05424512712404765,-0.022611125939895275,-0.03098164797932355
CGN,0.009255195547397425,0.030108230372592026,0.01192610618397253,-0.06785229551166777
GDF15,0.047241818728277714,-0.051500204481638404,-0.029300931991414224,0.005143344476522912
SEMA4F,-0.04100386562699028,0.03748290159340589,0.024392073285959184,-0.030615277087062815
NXPH1,0.023428948679307275,-0.006085000047980933,0.10272373112534061,0.05365125321104506
ARF1,0.02021802051355733,-0.07536234930275015,-0.0008060431979081427,-0.021100449826568585
EBI3,0.017982855013861734,-3.063838781267646e-05,0.05525066944538346,0.03628746158797795
TIMP1,0.0728865838366268,-0.07114797627985121,0.04593026310019941,0.02107170961225672
SEMA3C,0.0038683470304540415,0.06672248487375551,-0.0033342606404579535,0.02066198648925666
GAS6,-0.001292942452001523,0.00945032652440246,-0.050834264847331244,0.020867415706651883
MEPE,,0.041675981367342504,0.017093353074587096,
SERPINE1,0.03573469283813614,-0.06901507553927957,0.05352082042611574,-0.01786184575020295
RSPO2,-0.01570725895625027,0.027404308256326903,0.001204319077152065,0.050674213884861874
SHBG,0.009183294158782216,-0.03128559331357241,-0.016880631561001537,0.018295856921730812
LGALS3BP,-0.0211161687062468,0.09625595221876743,0.020900403525572084,0.05428731758211832
LAMB1,0.011025497685905699,-0.0455459778887281,0.0007318229064574504,0.0027847733563065033
SPTBN2,0.015341406794461356,-0.0725328257320729,0.024242502963425335,0.018037653285234746
COL1A2,-0.06741698125470195,-0.08993896407270568,0.06173117873611024,-0.04189996860145919
CEACAM16,,,0.06008276629664347,
WNT11,,0.09233325573040434,,
LGALS1,0.09707151704320204,-0.043430392420558184,-0.01645781924212666,0.10446572838433059
BCAN,-0.04334090000407566,-0.01600382478870414,0.10518795524102773,-0.07192491848842207
ANOS1,-0.006280596291811154,-0.041052307031259935,0.04554486130851846,-0.0019071321535682915
EDA,-0.02211253878316962,-0.01719613418037379,0.03827622735911068,-0.01128353919849977
FGF22,,-0.013183074922097176,-0.019846820889921044,0.09916772441836913
SHANK1,0.0071418993574140196,0.11144830240851378,-0.02361316561469846,
TGFB1,0.023943716816561596,-0.028562562471115684,-0.021527250706823653,-0.04698455113449149
MSTN,0.05437138518796831,0.04081244303529981,-0.01355959454065819,0.03639061307932939
WNT4,,-0.014947419832563879,-0.02341810730977559,-0.04233870178369857
TNFSF4,-0.025637720026155608,-0.02372681493701385,0.07533541378227161,-0.05769107780008089
NTN1,0.04951554747114012,-0.0414610117373194,-0.026638175272493757,0.037815447928628405
CXCL12,-0.04249683353221768,0.048118216714962025,0.006647512890741885,0.03061000249597495
GNRH1,0.05143394745109804,-0.03669524664615761,0.015490796044984951,0.03707303971371832
RIMS1,-0.020073015598687228,0.0178417467155204,-0.025414338169936778,0.09330071342877129
FGF14,0.012703347751740066,0.026971254923770695,-0.008088473523753045,-0.022895786310697514
IGF1,-0.00364316283802778,-0.0032607379960202477,0.01907557274747717,-0.05488406871895854
TNFSF10,0.07535360382670528,-0.04946306989779252,0.07304093110683434,0.004031528573419344
GDF5,0.014677436120031494,-0.02323467345830153,-0.017145179957593414,-0.03826212262003894
CHAD,,,,-0.024274885560730108
RGMA,-0.03437442645938159,0.008762901219669583,0.04116126945754987,-0.07717797760316801
WNT16,0.08067334569262478,0.009473738479808933,,-0.01085360057374696
CX3CL1,0.02242558400765492,-0.07575335932720442,-0.02208127876755422,-0.04956978730513049
FGF1,0.0454381209735322,0.08322062746331503,0.04324988241304777,-0.05504328902245596
ALOX5AP,0.041960656285181426,0.046140224403008974,0.07847873167383844,-0.03031342712089704
IL1RN,-0.013978460329189996,-0.013389987154095532,-0.018413393275419947,
NPW,,,-0.003807954750326245,-0.020000453400064726
CXCL9,0.008297327567616617,-0.016194418015118065,,0.04992141192678615
ANGPTL4,-0.01911221787676212,0.041022514429802585,-0.022596073299070298,0.0014418653680614685
UCN2,,-0.01418892396152736,,
COL4A3,,,-0.0232215323589407,0.06252335798341194
NRG3,-0.02537096411991222,-0.008199378168000726,-0.013246905493087253,0.004720527224716694
IL23A,,-0.017357885127887804,0.022211623338447926,
COLQ,-0.0060827732742487145,-0.007168157674341532,-0.007201274397494845,-0.016290665513043413
TNFSF12,0.02161944124942374,-0.02687133969602018,0.01762868458078671,-0.005299659703601374
DKK2,,-0.025269600063694917,,
FYN,0.03833370133059454,-0.031660717447311484,0.055461404751927866,-0.1068185386138302
ACE,-0.014411057109613058,-0.038539709552285306,0.019862977326789658,-0.006160632105829158
IL18,0.07647647631399578,0.03871088967602253,0.07656647177435617,0.028061674724586722
PPBP,,,,-0.0002197578047473455
CCL27,-0.015910979641571912,-0.021302405619480973,-0.03446606702381303,0.0215059186290765
SERPING1,-0.025212832636270485,-0.0580707296066086,-0.01041517037707347,-0.04181847383215404
AZGP1,-0.026711665200147654,-0.03154773741694285,-0.04268647373412822,0.05682799282904093
INHA,0.08292660954256371,0.01612416637958955,-0.012200993839014221,-0.02142380525545373
SEMA3G,0.03385758457894198,-0.027284365900590413,0.02621945830970838,-0.014158155904341978
COL6A1,-0.019716261247256534,-0.026797323538266873,-0.04632760373543677,0.018787625837690194
FGF17,,-0.020897275481916822,-0.02437905192112601,
TNFSF8,-0.017274579543380127,-0.013389987268485006,,-0.03940667370691744
FGF20,0.11752108287476712,-0.021568762148058147,0.02349568220127271,0.04513078815405537
ICAM3,-0.015516549224165333,-0.038847664410661405,0.03524087563189554,0.049346900185009715
LAMA4,-0.05272245340150702,-0.06321128069457058,0.026372291417429597,-0.062330683388105344
DLL4,0.07037084022674292,-0.062207658822441246,-0.0011344482660434602,-0.006296657707677113
SEMA3A,0.019433910322225863,0.023043024803275473,-0.006218236764683004,0.04892855155724298
RLN2,,0.005937858738241435,-0.017662899471869862,-0.03419910958786199
C5,-0.001197982336880779,-0.010255862762088617,0.02157956356229035,-0.01062013524344386
COMP,,,,-0.04719054843620231
EDN2,,-0.01830079845762447,-0.0388906829932011,
C1QA,-0.001043203113040938,0.03149075276413769,0.06593410963327209,-0.003358338165683605
UTS2B,-0.014649202130692044,,,
COL9A3,0.08009443228779367,-0.05739935117884817,-0.01301944885131587,-0.008026121750509808
HGF,0.09991760346778171,-0.044164986194671976,-0.01451966043637299,0.019218577980105227
P4HB,0.005367579932783519,-0.01646787191113886,-0.012895834352449426,0.005124606208028088
ADCYAP1,-0.016112295124947208,-0.04168337374096269,-0.026026782833826978,-0.012562433465643745
GREM1,-0.005426283403059,0.05196536251203521,-0.003911896640682345,0.04431262764146969
EGF,-0.005093689265375614,-0.009583876680705795,0.010501494296609747,-0.01909225474369298
VEGFB,0.014118161977771772,0.12482600497518849,0.032581918982705495,-0.006142132539711469
FARP2,0.01297341234115597,0.02031400445121827,-0.011851583810347214,0.06158691772891493
LAMA2,0.029350286486580807,-0.020835649233266598,0.06508744644078271,-0.07543653871178642
NRG1,,0.02772076086776158,-0.03567488108157823,
SPINK1,,,-0.017662899471869862,
EFEMP2,0.05439682849508221,-0.03496015864801341,0.014075713790308433,-0.0500542294254897
SELPLG,0.02040605957116122,0.010578930069967437,0.06509318123897208,-0.0161085953245908
GDF6,,-0.017196133818432293,,
HLA-E,0.041047666860359,-0.014946174315659387,0.030910202372479382,-0.007817259538543215
