,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,-0.03120542208172582,,,,,,,,,,,,,0.01594268325586267,
BMP1,-0.04692121892204604,-0.00021796274355045535,0.003920384779936837,-0.004312387130099338,0.03280981896718799,-0.04640434240822414,0.07673121736737964,-0.008135825052607312,-0.04960386484840441,-0.003461276606494547,-0.029332376747368355,-0.024816791384054616,0.03950382163063378,0.07403055166620326,0.05128219966286819,0.06051842700799357,-0.005111131459732802,0.039880350842177656,0.04423035874136307,0.003091649875523238,-0.048431141649399385,0.010317826833492364,0.07052284743208594
NDP,0.015575778610737967,0.026043290321349565,-0.01573697098930524,0.03373341530350027,-0.056248699313493786,-0.015846848492715435,-0.035748618242755305,0.0052791969140919826,0.022411475020795088,-0.005329998526496777,-0.009927173973605917,-0.06733701802935814,0.035077071367984144,0.013085699476150037,-0.005932288511368603,0.02637238407861468,-0.19730215826666225,0.041739983648330994,0.06765432824135462,0.12786574110398,-0.010232407436333548,0.01939823443560624,0.056533505849206085
TNFSF18,0.05476324324909484,0.0029827809368263196,-0.00866582079064593,0.006618450024575819,,,,-0.02912514612118083,-0.04633911497892045,-0.02111451854199644,,,,,-0.0053263856448417385,,-0.028905862146192295,,,,,0.0004934433650677642,-0.032568300749855686
IL36G,,,,,,,,,,,,,,0.06673783900804581,,,,,,,,,
RTN4,-0.03155440253081196,-0.03282436189093428,0.008377849158136533,-0.04661540739623893,-0.0010085793657449423,0.011559669109573328,-0.06725031219204519,0.08607402605886433,0.06945665672038245,-0.007590341610269808,0.006974529673925116,0.04283792998652097,-0.0012251848072694462,-0.05793390115066933,-0.016426946449914034,-0.1063348818535452,-0.01099773830279698,-0.029252952917550663,-0.008268956046147791,-0.04443987021102054,0.1462529478179689,0.002507728160548908,-0.08644962754236934
HEBP1,-0.027587674139966992,0.04447693179436971,0.026168378001085974,-0.01796210803482299,0.02944985788033512,-0.032575658473565965,0.02965414608286341,-0.020556556835883193,-0.010818753458171654,-0.005180611089383418,-0.009425633012767937,-0.042331959909826675,-0.03161569374749105,0.00690508069621946,0.023703963789352703,-0.023164473379776562,-0.023301283311250778,0.028439110683274253,0.07376070576976382,0.049923034795867564,0.025150145987151915,0.044435362531853456,-0.0036536906430160955
WNT7B,0.14609488144690022,-0.007944508214651933,0.01578455401958522,-0.005648375692644504,-0.050423963496555965,-0.00536570171144254,0.003944255797593898,0.06404416639732124,0.0014386942160548714,0.020181714721544133,-0.026028354034182816,,0.021977337204140895,0.00034391102750353956,0.061767726352188766,0.1933099186213868,,-0.050084292964113056,0.006998458996293907,0.0407200263580667,0.015160398773537231,-0.03936854511287033,0.0330329170815709
PTMA,-0.07230870025686478,-0.02728190308699027,-0.025822673291928083,-0.03424945008465855,-0.03769625866094181,0.016539083304097257,0.06098686859723431,-0.07406101073572927,-0.0023974381977156624,0.0403108477963396,-0.03971985124439179,-0.02034484862469287,0.1019464456059745,0.09281398314033913,0.0049488537865317005,-0.14122132066832396,-0.004307012150450685,-0.1243819136010852,-0.12624497055933914,-0.03894324763757226,-0.02833183075967969,-0.0038599913484798696,-0.01712304894976542
FASLG,-0.024390720698853497,,,,,,,,,,,,,,,,,,,,,-0.03424322275976967,
