,UKF248,UKF251,UKF259,UKF266,UKF269,UKF296,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
CEACAM1,-0.02280728244410055,0.06629710090494645,-0.03107934613888966,,0.08507365060701712,,,,0.013458200702855036,0.08874976046312179,-0.0402277663388898,0.06831523492945003,-0.03221818865929128,-0.02293997264185319
PDAP1,-0.028456108040275166,0.012892885686747983,-0.01215669539569917,0.10475280008065133,0.13957700022093186,0.012376385288427022,0.060665699049076566,0.05030230031367276,-0.01671705922469973,0.034310231285959045,-0.004929568230224049,-0.017159818116869396,-0.006553698812154666,-0.005620622755163744
QDPR,0.10000173092761738,-0.08619209122338564,-0.018973560518154593,-0.09800856340823602,-0.20662159742649813,-0.03844743619544682,0.054811350619702146,0.003849994326234459,-0.05824172131003551,-0.17958652213871978,0.025307443944049213,0.07104206727259066,0.037022699302828296,0.021592830684043905
POMC,0.05395472767073388,0.04491052842014265,0.04546295749560438,0.011082082086741244,0.002192033886027807,-0.006166688357421394,0.01837513697015415,-0.016620583651145396,0.04882442190598577,-0.021729068385584815,0.09078485026620031,0.06671453616571309,0.0007462918677061756,0.047498215470026466
CCL18,-0.028461333566343408,,,,,,0.0001918609510377476,,,-0.04074693822600277,0.1252572681939145,0.020251374273352465,0.015160019445730066,
CCL17,,,-0.003345511597028839,,,0.021237321888927366,,-0.0031063148360814786,,,0.021871786933983266,0.021821099511926706,,-0.014944091612213096
VEGFD,0.0710769150824827,0.01906214698402489,-0.04308711661157661,,-0.020853073245971267,0.013027077643371746,0.005159053446814275,0.23266663071399726,-0.09426781977923424,,,0.007660127997698198,,
TNFSF13,0.09375453824195064,,0.05171435362575696,0.00397589055050958,,,,,,,0.0290654063546523,0.013829850453863436,0.05915984296223935,0.010534819121661291
WNT5A,-0.017098552010948346,0.07916592434877816,-0.055127814383526534,0.24067666417029263,0.12706014590958573,0.07145476857043158,0.01427477310502428,0.018968946821621546,-0.03219413860126501,-0.03198908527333831,0.00870603065051045,0.016556151383598835,0.035995719914618085,0.0072179998466898685
CXCL8,-0.07894334104646875,-0.026003958875890743,-0.020959813517763007,-0.0035981119348598447,0.06900902033366402,0.0051554323146563285,0.04618895551591623,-0.0521231325844956,0.04515532176612036,-0.07174140007657615,-0.11412212976322243,-0.10323616629064598,0.011340232004318745,0.024215007841361498
GRN,0.00021142176881954792,-0.07827522823443167,0.0013709409434555773,0.14774602015577568,0.15446239840529477,0.01565278560618036,-0.004195000324795615,0.018898436677384202,0.09340282257410347,0.09691609805027812,0.03909352543045131,-0.0291062733688861,0.0756062968389337,0.06024486639760017
MIA,0.06675664383442186,0.0016830472054109394,-0.00893499729672961,0.13156390528264145,0.07143597655545535,0.0017007815653731777,-0.0007649759165215734,-0.005434945427568797,0.015955793109739023,0.05622001479422968,0.1856876792551159,0.11594292391934205,0.11300200743522042,0.09411327917855543
COL4A4,0.07756458471491001,0.07576647953038607,0.04203509827737847,0.02263079103397831,-0.023884758452593646,-0.028758624603527676,,-0.0160030810680714,-0.060734092400921445,-0.05151686143181903,0.03096069382947851,0.02766291461465541,0.026186843302228806,0.023371156547492257
TAC1,0.060123293817148454,0.002260837102019136,-0.019025863173744294,-0.16151394988696965,-0.12148458243854232,-0.0274298212996708,,-0.05011282285749428,,,,,-0.0555855538351625,-0.01964552800344846
RARRES2,-0.0029554028785033623,0.027930362829685147,-0.04203167958848266,0.12788465150104092,0.1455517309645526,-0.027511299502103168,0.04903693613092539,0.04378393222093659,-0.04711032984217771,-0.02230041981210507,-0.03476495148027761,-0.04389323863728652,0.028024517709248447,-0.04505162947306249
FGF7,,-0.03134572175340291,0.006272944168730105,0.04753158727742572,0.07374322288974289,0.0030463133782488443,0.04980708180309599,0.0014294453325001048,0.12488434358624129,0.11566449641595879,0.0008574622899610966,0.010043950576592301,-0.019003325915619502,0.016071299903083387
EFNA2,,,,,,,,,,,,-0.021915608353808732,,
HBEGF,-0.024111374959023064,-0.025029345899247255,0.018165569424091223,0.17596418363394106,0.08230733591836385,0.02973053654895565,0.043288984439482606,-0.005695989747893066,0.03343897713813475,0.09668626657322638,-0.007445941127258654,0.05311929835197832,0.06196690399563037,0.044774665485395715
CSF3,,,0.0192093053927673,,0.14465381532034904,,0.025748255488062404,,,,-0.049334725327430176,-0.08075250374959417,-0.009661228872505824,-0.015733823069425834
PI3,-0.02994252289154336,,-0.05454054007966649,,-0.028453919695654476,,,,,,-0.12062229952441973,-0.128161710020961,0.06796152488703976,-0.034184370479577016
PCSK1N,0.12771169108459157,0.028401219118976605,-0.002618959683373938,-0.10913952882788863,-0.01715188818101015,-0.08560226988237479,0.03249966209586442,-0.03013045776880903,-0.14982783360416072,-0.01913587977414799,0.029772498627946127,-0.011176455753543701,0.02653916253483743,-0.02242715396826669
NTS,,,,-0.02900145615007497,0.06835412853493716,-0.021590772841516184,,,,,-0.0665800399044654,-0.04224895351637911,-0.028756767060990115,-0.023299646482550205
SFRP1,0.01588513018456574,0.007283517987634025,-0.0061582816915872205,0.1509132019595136,-0.008612394853359477,0.048765979277841084,0.08782446411995597,-0.029987380487898,0.011967498176299692,0.05679483824122035,0.04244867328867246,0.05349260100871503,-0.01625680220783107,-0.022758221726595876
CXCL13,,0.17622571290984076,,,,,-0.01183526287416195,,,,0.031501607503211515,-0.0033316531053170246,0.05171140511121259,
MICA,-0.058765575849391696,0.0025216939373484053,0.04307584807425652,-0.014028315411582132,0.15370594769960538,0.04873908187486091,0.04352947545184803,0.0621545909940308,-0.0947303837287501,-0.02318929480012034,0.07739982629031139,-0.0021486455821631643,-0.031781841169861796,0.04606277506403326
TG,0.10175080204165904,-0.026366125678944478,-0.03494539058286739,-0.0334753255660184,0.13579656605275842,-0.028572601251070515,0.01291814428189614,-0.007320390555099654,0.05102817738644969,0.04527275668320993,-0.037922063699269426,-0.020407507731832683,-0.0380144003047349,0.050738837829793396
ADA,-0.005601916444048347,-0.0544689051957426,-1.0376164313276512e-05,0.1104095990248456,0.12214505560633472,-0.014217561472977184,0.04907668170767452,0.006183842831493952,-0.038253851257247964,0.149216047023713,-0.004642224455091752,0.09877526251061217,-0.03914574249263219,0.056222369272597564
LAMC3,-0.03514762548822426,0.018652941071929663,0.024620501031627585,0.07901224199820955,0.1598368803277842,-0.04532135257065733,0.0592087714531209,0.02501117785827244,0.08453347013852813,0.04148295902484263,0.04138355248909426,0.09378549463423003,-0.015489364937705696,0.07891253778661109
CCL7,-0.01810381249804939,,-0.030426271830465857,,,,,,,,0.0028712500516800766,,,-0.016487521423492274
NGF,-0.031083347040364796,,-0.05690530550762069,-0.03194443924217397,,,-0.0692913044005314,,0.032913726169911,-0.00023828723201434085,-0.021898957279106214,0.0037664986991255717,0.11027068673839191,0.0014559215254246194
TNFSF15,,,-0.025304108520362446,0.1212725616695518,,,-0.024288249990339975,,0.014301888924806683,0.06959217785551139,-0.03117164271775694,,0.07161965125885435,0.016500394371848536
HMGB1,0.0585457482270643,0.020424748127701453,0.0001241828736113268,0.13089217521519933,0.11223140043755082,0.036518292502999095,0.10311422152931378,0.06241035377316098,-0.08554453969960409,-0.07365841761966373,-0.037044106847417005,0.009200489316827489,0.05742522235417971,-0.06478610749782761
ITGB3BP,-0.02041914585327766,0.048011842228204656,-0.06430941929902778,0.19050762346588904,0.11806262596223718,0.005079530633937313,0.08032245817716539,0.0323005074100141,0.03758298281140602,0.08082501828358202,0.009517481239088053,0.004069458806343349,-0.004664342571170062,0.03715457872608355
AANAT,-0.012919004771361,,-0.011882922386913554,,0.04524384888351784,0.02395458789805114,,-0.001546606648467111,,-0.009643870740527307,0.009905350355946458,0.10397549977187619,,-0.01744448523161124
RELN,0.005052220196483441,0.13885462232881504,-0.019493557068980785,-0.026173145397920275,-0.055318325525382704,-0.03780885474357644,,0.028210586508732326,0.012606968601720652,,,,-0.023463759599121583,
IL15,0.008180998820091004,0.0067815754776431635,0.011838822674767128,-0.027599649509259926,0.0010769676268259823,0.05840260191812906,0.05094011165801275,-0.024707861080948825,0.01434850618967789,0.013492608017777073,0.004545258348677875,0.06857171385644792,-0.03842996211480552,0.15101407747280124
UTS2,,,,,0.04898636471148424,,,,,,-0.03195544105556663,,,
BSG,0.090274624532067,0.033456466986270104,0.02923568802084032,0.13326668940011482,0.04661476986480525,0.03263934665423969,0.04029286816215435,0.00815689837840864,-0.009907110611218588,0.1035118258859203,0.12463099742190192,-0.018032461267939545,0.04085557188073307,0.0656063821899015
ADAMTS3,-0.03187948989727259,-0.0026392954343025924,-0.012475575617957455,0.02338050858987683,0.15601433696332154,0.015816560632997644,0.052568235327537065,0.011619354984028775,,-0.022286581935680536,0.027659971102849824,0.09617580727549967,0.018439368635947927,0.03630463060381653
CD34,-0.026977439455512307,-0.021143415006665178,0.03298581413245078,0.09026380481299817,0.14100290702074306,0.0001984418372858824,0.03610582961261738,-0.021031984095095997,0.058261753468739394,0.08079603645156677,0.11122086164388763,0.0810348696357795,-0.04003431876299514,0.06793923055475556
CCL23,,,,,-0.025935812962721076,,,,,,,,,
PLAT,-0.03852293554065691,0.11360506115828979,0.011377284727032167,0.20332196293353416,0.16331798789432853,0.019847726208773373,0.008262393681782818,0.07548735704775521,0.09551231640338181,0.03253331140167155,0.1148334210711386,0.09373248735673005,-0.003435250587029602,0.018398711091525747
NTF3,,,,,,0.0320056629153388,-0.044277179953626886,,,,0.004787839954946276,0.11071090376150719,-0.008451858216661537,
LTA,,-0.019389731699412133,-0.038996548812558436,,,,,-0.02470786413089873,,,,,,-0.023477648174729384
CKLF,0.05725986317322175,-0.009614261155411993,0.006738516358083045,0.15976485987848485,0.12740385046023855,-0.004082658916413031,0.08284886064895322,0.04783693426143973,0.08469563336635834,0.09076604943526631,0.1288019304789082,0.09243306948341791,0.020807071117257922,0.08298490184794008
APELA,,,,,,,-0.001261253229264617,,,,,,,
CD24,0.03141888343786824,0.07707135661799115,-0.03526160248435948,0.15654136776803088,0.05944211273939004,0.08871022268857111,0.025593568987415445,0.02342456763107821,-0.01939379784354613,0.10348384888120575,0.03490091838218338,-0.002560918819987533,-0.013923714766175429,0.021805021134253585
HSP90AA1,0.0034516462806944777,0.01933897184333276,0.02657393349012713,-0.20310791251636057,-0.1527261437384101,-0.07846287201818385,-0.06998983630331262,-0.05111794906566738,-0.041915148965841885,-0.08711505484685723,-0.1718651087052241,-0.15117131983380536,0.0163758722584002,-0.08513479662058146
BMP4,-0.03793937720678087,-0.020554252227559473,0.001260660219539801,0.2404746789654355,-0.019716245575094937,-0.013482397860679797,-0.011261397430960053,-0.021053652177077078,0.0007163763456151213,0.06349407213207764,0.04228864444885452,-0.010009839538543059,-0.01450309913926278,0.07281359367622615
SCGB3A1,0.018628333300603442,,,0.048014223722415254,,-0.02778191838820333,-0.004961719680056672,-0.017240820842703477,0.11113743226931841,,0.02839548292440443,0.08768005955131618,0.0404206120026348,-0.022528241982072636
IGFBP4,-0.01027191221368539,-0.04027052599631489,0.006440313188459717,0.20423685224806898,0.17423914979527008,0.028339637026250357,0.022376013601660097,0.047997530439011976,0.03157413758354589,0.04780147446531935,0.04680138290731564,-0.009957619314333937,0.07834691044778345,0.057364057600769125
RSPO4,,0.010874037673598435,-0.016399672061271606,,,-0.007003472570594427,,-0.024239491819381613,-0.008918855135089075,,,,-0.04011441491283028,-0.01707853737268849
LEFTY2,-0.037555258951705854,-0.019627867105640996,-0.027006169985549684,0.13567970848357072,0.1624045942263167,0.026964427926592177,-0.013478726041340424,0.049867699694902755,,0.040574784744029035,-0.012721521863481017,-0.01922332698488919,0.04810616125428189,-0.02153509688658512
PF4,0.01872408027824715,0.02001798667884017,-0.02654632273878356,,,,,,,,,-0.017630129349247767,,-0.023477642741827457
ANGPTL2,0.02804001806372424,0.017986906988758652,-0.02846331631662063,0.2511051455553823,0.09748179356733527,0.020143120241506576,-0.09064833491367773,0.07430797217684977,0.04985477823521873,0.017168456323903018,0.13676744638462285,0.10835407359177443,-0.10085767339129818,0.0666539398634382
LRIG2,-0.01839435914924634,-0.01612986190330516,0.015503852161556591,0.17210621431011022,0.05299492095998521,0.040860667674939795,-0.012244203635729421,0.04522761007960436,0.07198396935134863,0.03490319844290334,0.0899519054029636,0.05351579329094895,-0.0017974084718710805,-0.004034739184722409
ICOSLG,-0.004363819485480054,-0.004540219879518551,-0.0028673805363282267,0.17791810399709396,0.04644354967686007,-0.03006078638242031,0.09254333465777463,-0.006568251547524226,0.035033620936737876,-0.0045982555429876695,0.009245158303131868,0.0802441725924612,0.019609845141039448,0.029843197720109592
WIF1,0.04091968798789845,,,-0.16294635639412647,-0.09763877664522333,0.028363591755816927,,-0.04791086874740326,,,,,-0.016869825380637027,
NPPC,0.05723928380630995,,-0.03418194428955335,-0.0392500433436606,0.05850975090870517,-0.008712910879609213,,0.0695439883626182,-0.046288342262912834,-0.05081705579515245,0.0022396116448129546,0.15700026885540833,0.06218168473126661,
LYZ,0.020478762914217116,-0.05411065772123836,0.058038831821881604,0.04663005179130662,0.08916875904376115,0.004149729000820966,0.10022779622668539,0.01806486927296954,0.0335427125877852,0.08048929412280273,0.014927240845439567,0.023304454025339493,-0.020979333984196734,0.014506569183460652
EREG,,,,,,,0.15150165689161652,,,,0.020630064661472793,-0.03166873600866803,0.044858731414644054,-0.035456678817600985
SPTAN1,0.08164519113810226,-0.022217896142480185,0.02570739647761383,-0.06047935342453408,-0.02882456891140896,-0.010533064304462006,0.01679977501269349,-0.03185541480355543,0.01675322055648008,0.17549996488224273,0.04980706588062703,0.09074824880170682,-0.03735528932859172,-0.00011599436333437629
PTH2,,,,,,,,,,,,,-0.011300240103870601,
LIPC,-0.022991408314149964,-0.02654552509659347,-0.029190173543816225,-0.042799979469496874,0.10036087576077243,,0.009829190469895359,0.016512359256321815,-0.022839120600042832,0.08670726414554514,,,,0.04101592547188032
COL8A1,-0.022106203099577875,-0.07315516968111416,0.014237586144908899,0.11816736950165634,0.005053134890606827,0.02630077581694356,0.015924331787099108,0.09272315549221222,0.08039351749840393,0.08948773563038129,0.14573257067433087,0.0583367849421646,0.05722722851152955,-0.027166156158305966
GSTM2,0.04229937467071937,-0.03864852898450413,0.049006387825141336,-0.02333922002495699,0.04163693900981864,-0.005456153932033187,0.06643083842492682,0.05068081797691842,-0.04489259210314586,0.02798228783386662,0.09327187109987672,0.00983744541954286,0.02665107939648393,0.02457634550317228
SPX,-0.007248467546569796,-0.022918339021706858,-0.01288899938811357,-0.06419961556545738,-0.04487818760112246,-0.00044459057871142006,,-0.05432529758223997,,0.025222305276481147,0.11080707725816957,-0.02904626063985856,-0.04361588295650995,0.013235931234864325
MFGE8,-0.052051783621093375,-0.03797471248781561,0.010339174986911066,0.07924756206538511,0.07051416934210779,0.022110216082267136,0.008811374802572424,0.03586823754522046,0.01139081809352311,-0.013518238966219481,0.017174825825676504,0.041807744155530284,-0.03147276267872173,0.09434622702105289
TGFA,0.05049026908427945,-0.00559127693271499,-0.019936769257389672,0.14499044207392045,0.07290395273112608,0.03749850433404405,0.010327331474518121,0.05756976167362338,-0.0840348726494525,-0.0016869735921101379,0.025860618135826356,0.05201617553162335,0.05223503874845514,0.05985230918393427
SLIT2,-0.005842686267647481,-0.0006123368008343401,-0.02775072808275218,0.04354592912357073,-0.04412756445651145,0.03281372982251085,0.025538650776193765,0.002524004603638399,-0.018039524653654264,0.035468948268959286,0.07757361877768745,0.024840651106329725,0.017416224382532965,0.07895802148551903
PLTP,0.04325226235912542,-0.04268700476572661,0.009310088038418289,0.09952384501067042,0.13489180713236704,0.03978789621283505,0.05303522013749037,-0.019723303726699316,0.03517084357299813,0.13478630216599158,0.057230190525025745,-0.04064846838318196,0.13511170996197602,-0.055867452848723916
APOD,0.10852183185520627,0.0712209137689449,0.028784926523333962,-0.05311284410975674,0.07127862584240272,-0.03388329368732373,0.10460138393514994,-0.05801363863525432,0.09753416084618331,-0.1254125107608631,0.16640359102272043,0.13919553999222978,-0.0976286099922896,-0.054353294524185386
B2M,-0.0588704505770567,-0.1495099534124798,-0.059057968891705746,0.13333986070427434,0.21016854691497772,0.036824332687660104,0.14684023502574853,0.1292696574899027,-0.004483559990661575,0.04316351549534747,0.10928016829394066,0.07912866646726222,0.1431330560993331,0.03352592471571421
OMG,0.12170002183233775,0.05291239152001294,-0.02623866488564309,-0.07847114059468473,-0.04485533241984134,-0.05491067326498232,-0.020337391068271652,0.007267388283786909,0.009696139333340396,-0.10352214971598776,0.10074897139092578,0.11733941120051519,-0.0380178661361366,0.057672573924884105
CXCL3,-0.04637614453220062,-0.03626121949701082,-0.04473289375924223,,0.02244055104576241,-0.0008994750787805404,0.08429296027141983,-0.01779413643214861,,,-0.024804164476729076,-0.02302862340829838,0.04600111009010379,0.1180107136836502
CXCL10,-0.026006806482026114,0.02626180167067559,-0.008227029915807711,0.031025778537469496,0.17834322705253175,-0.02504916944702995,0.04143291695833823,0.04405404126945867,0.05187115163667161,-0.0365916879878922,0.043638283995179356,0.0062042414388454375,0.06674047012662289,0.03870983059042368
RSPO3,0.03184244307388224,,0.026653353303522878,-0.006880129483464599,-0.03742875354890341,0.019821485394800265,,-0.018594529623209684,,,0.0344527650725895,0.09560499668923465,-0.00745468895394176,-0.01673161026734341
CORT,0.00458306494062345,-0.031499630135318965,0.0032971226332026153,0.028098403512128205,-0.05277526236430479,-0.019318103354138322,,0.00753061310897682,,,0.04828294012958276,-0.03326147293688527,-0.029964228022125585,
NCAN,0.027262213513810727,0.10111914793892407,-0.0068920086237246,0.18441574646994674,0.07672102788699517,-0.040730908108180544,,0.06615076222196258,-0.03041130263867626,0.08605870279049484,0.13449232983135523,0.13220345637090958,-0.14408839168305143,0.0600875884892566
PRG4,-0.02722597193992199,,-0.030426276571948664,,0.04133488090625823,,,-0.021740078918668086,,,0.041968474212170925,0.0056474443223048275,0.014978604134069174,-0.014649919184576846
ZG16B,0.05787742891131565,-0.021223980557707085,0.08129135329969732,,0.041978045387861145,,0.049092642268768395,,,-0.015576627223710749,,,,0.11589915187148646
TGM2,-0.049590265352812066,-0.020666771540636307,-0.06898713900073043,0.031272386778913655,0.0961717597095897,-0.008828411566951171,-0.05654937849719895,0.0077674442456457,0.011520009559124657,0.02734189951102094,0.05585529308392571,-0.01648040428317459,0.017998608232193018,0.03462822541295501
VEGFC,-0.0035559475017912998,-0.027252408361498726,0.0009065227505922125,-0.017587034562818207,0.031032139651869257,0.034764796397421326,0.062450973156162194,-0.022186617093075216,0.0007617356132930774,-0.02490151162814615,0.02927228322626176,0.04203998886593343,0.01217684283820143,-0.006648104854259961
WNT6,-0.029210101244681805,-0.019627867620764617,-0.013168654568989059,0.028661677031636777,0.0315963684057024,,-0.04051030499826058,-0.019363359042865687,,0.09350164231501107,-0.02840619161014819,0.07622854374564725,-0.029319031522948794,0.09129165698707846
NRG4,-0.01667424689094099,,-0.01988646387378494,0.007378586680456235,0.05577497025462109,-0.017291631480341293,,-0.025883276668455378,0.01181372211827392,,,,0.02239719071392152,-0.016731612142557733
PMCH,-0.019217966881861913,,0.07843478158533612,,,,,,,,-0.02245403949651717,-0.01829384134339597,-0.017049906532108455,-0.023283792213423783
COL9A1,-0.012768226823065804,0.08262366145655928,0.02762561349880718,0.27696687238633366,-0.027719201224915332,-0.01216840585321987,,-0.029493378429366866,-0.004539765341901367,0.020366370408650254,0.09155394202734095,0.08180550820846566,-0.02781425254496314,0.07615868717667104
GDF11,0.08010762038822092,0.05441601020232463,-0.07087133084284769,0.21027424536736627,0.1296106576487335,0.030631504092552643,-0.01262645786997006,0.04934442327844191,-0.019248299878833093,0.04629922984959626,-0.024509514385601085,-0.008506397259749639,-0.016299429966242885,0.03192375064992665
RAET1E,,,,,,,,,,,,,,-0.01835445963907479
IL24,,,,,,,0.06367370690570166,,,,-0.03241554834345347,-0.031278285155311863,,
SORBS1,-0.006863337401424268,-0.049573438527158474,0.011996406631561964,-0.02284576178023673,-0.04803958728973384,0.02641939046323027,0.023475228833438402,0.037150993425711196,-0.0022475004405875156,0.03711687110526747,0.07697085045565126,0.03325387308110049,0.07491557991082408,-0.01614230616412793
DLL1,0.040062270666190884,0.1514282661364522,0.03773452801524828,0.1953273827887949,0.09876818828539846,-0.008363323294382713,-0.012230740486112203,0.040348848091371244,0.014215185718175661,0.03689539453672978,0.10569519341262563,0.1382093314397918,-0.06787830463039565,0.06953105427916631
TLN1,-0.08490328481220766,0.004914390015874669,0.021524495754259007,0.21161942166652464,0.12579099564186658,0.03450961365372942,0.05013230843046082,0.03092911026359241,0.08698905466983717,0.06699797958545776,-0.07663593258848118,-0.0761454206709802,0.034976264551339765,0.026791738529196064
COL2A1,-0.02499685434013244,,,0.07929211416898038,0.06667762229476645,,,-0.018064701668513802,,,0.04015209196893796,0.01644706881028152,0.03131904619418951,-0.0071635510222273335
SHH,,,-0.004449212065383846,-0.000726582013143061,-0.02352647858161351,-0.02259470194879809,,-0.017240819335748406,,,0.004697454510878114,0.05402454968797545,0.05008074756623432,0.04405284914360718
PON2,0.04552964015872324,0.12205690316636632,0.02833748666161736,-0.06067135980332234,0.14277248878905208,0.04093513076267467,0.050918971305757156,0.10670307288664452,0.07092905270211866,0.06800116837989825,0.13354125735675917,0.0470462317851566,-0.011979478827269623,-0.015196837873393229
ICAM5,-0.0019710971582437772,0.025628798868083474,0.04526239823148478,-0.006894862251676831,-0.058480830064986965,-0.07376351156577782,0.07017648820700134,-0.03367038886583808,,,-0.0019148039049401361,-0.00581197773224733,-0.0075682969878022146,0.05991708934576482
HPX,-0.045238464406870973,,-0.040803747429941785,0.06400148381541955,0.10353264064924678,-0.0061644366843148215,0.00568930688474946,-0.012029382383537192,0.037369195657725875,0.0210016798873176,0.10183400584720875,0.07804019805467094,0.015797811717591943,0.06252475048569199
SFRP2,-0.024069064554856787,,0.004738962555877673,0.045812732849436655,0.07510358027508279,0.0061026904799582,0.0464167826539423,-0.0024246592419403775,,0.016550591111773084,0.07279104577974098,0.057172619092070165,0.02803434950719648,-0.005561575124453719
CFC1,,,,-0.024933417898665513,,,,,,,,,,
CD70,-0.043973585161771606,,-0.015506776997498244,,,,0.022276395784344302,,-0.024335301118869314,,0.06393174854943336,0.0007810437740366968,0.008423598157486119,-0.02552709749568638
HP,0.017471635141365655,,-0.04295981727407252,,0.05165641510435977,0.010582542071677078,,0.026803655553002598,-0.090022087722526,0.09272757388279342,0.03571886323247273,0.01793931108510965,0.05580657474449899,-0.025028661757099037
CXCL2,-0.01642448183025371,0.03176595232305602,0.037940549731317844,0.12844168094091857,0.023116234472307526,0.026229643908150833,0.12136216343080851,0.03584322068446245,-0.05750613969281714,,0.03180221423460382,0.012031156214260944,0.010825722903916443,0.02096346671614577
NPPB,-0.02335566795740561,,-0.04698640932546968,,,,,-0.00660844027053243,,,0.05654276579886106,0.012437218806280426,0.07230210941150951,-0.016972357115292654
CCK,0.0839969573545376,0.020315695442080887,-0.018612420379334832,-0.21344559340982766,-0.1312180674765891,-0.025652250872886084,,-0.09724900361537685,,-0.05871969351174431,0.05260393611946172,0.03694582694023055,-0.04938117395511772,-0.022017728958110393
SEMA6A,0.01743401538239014,-0.051199962639130556,-0.010528483144195714,0.1500507499346835,0.10924165214499634,0.004211797785948589,0.05361702999114411,0.03263494776799649,-0.00781251260546117,0.08936756664005174,0.11694679568085883,0.06334892003014408,0.004304577583215187,0.018814338152167653
IRAK4,0.009708317266559442,0.04056419250499174,0.030646307736746183,0.16483124224501328,0.06497558627159182,0.015607880608072512,-0.04809520249155159,0.06696977713237305,0.048525236800279516,0.11440658561522637,0.07336193999368552,0.0321600626609146,0.0506494924180657,0.04929751249295628
GSTP1,0.08818496732698534,0.06951328807300214,0.024942191287005137,0.1863381432032014,0.14693496906161557,-0.012575850899847942,0.03605757276301629,0.07025940324502923,0.07025168120990488,-0.07979633765593712,0.09606434978379404,0.09222514940939716,0.0545598105380006,-0.04407217223621702
VCAM1,-0.00028689218050374467,-0.03683142233903968,-0.023675026432147795,0.1321362417421458,0.12068470262656936,0.04765373256225636,0.015692236094842955,0.06455655375708928,0.0166057749861367,0.11476521538333945,0.1693683944091926,-0.005884209864703819,0.047857500168660784,-0.013484255600246794
NXPH3,-0.05316991591576285,0.027771270491336566,0.035629822838105195,0.23414719311599788,0.051766069074353854,-0.09443198461307127,0.003414192030440263,-0.02114916761449379,0.013285144403643662,0.159925859270314,0.05602946060354395,0.007016121642613903,-0.04224891490187792,0.06148433384016575
MTMR4,-0.03762059934946001,-0.04588485004482054,-0.018917571437547683,0.07646771266427273,-0.015549705933382067,0.0683307018720986,0.005323797185717751,0.013288846271653644,-0.04986682170897781,-0.05975951443118765,0.0508082075636542,0.05537190477473513,-0.04191180288919134,-0.00674173701182649
LAMC2,-0.018331757204014677,,-0.037290063994343446,0.07927416079119648,,,0.06136711172493881,,-0.02340943134152415,,-0.027503048657979992,-0.03025138482136449,0.026153155874938015,-0.007005827600376484
IL10,-0.038732987995711225,-0.02811342046402936,-0.0006076359347241052,,0.11144737087366198,,-0.046771953330627176,0.08186695784516222,0.0022536976283195316,0.06993038044990914,0.004684952654494287,0.03427165514728021,0.03098591968463992,-0.009511406519752583
SEMA4D,-0.016768697312522417,-0.061900302617409766,0.05649033661954009,0.020234286892374845,-0.08023309753689208,-0.0340989108070565,0.04394719551446204,0.023737397208864298,-0.07232149282345945,-0.07532279111585637,0.08870755848753482,0.12801923603525492,-0.05469348180693698,0.0019797852540476635
TRH,-0.05628080247851849,,-0.043339758428405574,0.12328218489743063,0.08873615432182463,,,0.13527938501882963,,,-0.02009852051007057,0.018244885672157617,0.04230552540188118,-0.01901017816041439
