,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
CEACAM1,0.015398516311507494,,-0.022149909413945477,-0.015847349536043723,0.0007559599401859938,-0.025139419450506423,,0.05201919774552504,0.009918874443711551,,,,,0.01319308150900027,-0.03644309502129149,0.05689083117639356,0.05744832971512768,0.09934211769095817,-0.02542046424670551,-0.022695171529760198
PDAP1,0.0914611919015536,-0.017474032351436658,0.0011034675178861586,-0.0083147051291739,0.025382449134268306,0.009763794989452698,0.07515461610329444,0.043770308359786674,0.011169228363608398,-0.027839215285346344,0.019371762287631898,-0.014644250778795692,0.06824745213180854,0.10925564579884964,0.003634016714359798,0.0009627927535244174,-0.08393878973838079,0.014650290793457199,-0.05539553461867149,-0.004915583340848856
QDPR,-0.05084701049173307,0.08787021486519447,0.020141670610191453,0.006886465396513097,0.00911674491998831,0.04654113392657533,0.005523280323891037,-0.08053814006967429,0.0035192358775671313,0.005941306985647319,0.0209094592205875,0.07422011013212973,-0.001193986976628824,-0.03800232264353921,0.07379002673021244,0.01826992351119207,0.10621953785938985,-0.04991427433458715,0.08210074187163563,-0.016610181914223653
POMC,0.02782658266377758,0.024654781922399872,-0.03758672922997304,0.07899957395352106,-0.03626474082633616,-0.020517059662191663,-0.02028501473412659,0.0162035700841082,-0.0048970305378607335,-0.016187925898090913,0.04126210940833207,-0.01420535254437401,0.1344884299298428,-0.02070036362123922,0.029549872107471283,-0.015224947956394725,0.08014858905934186,0.020967784404470478,-0.0035283227828893184,0.009890452079194199
CCL18,,-0.04731789092897127,-0.02764099413596111,,,,,,,,0.019662487826940175,,,-0.02905787771929681,,0.012120095517050594,0.045199417042184165,,-0.02597654470213032,
CCL17,,,,,-0.022571495398885144,,,,-0.00989442255372547,0.017220763575825342,,0.051353212107510246,,,,-0.025097429924716082,0.0037410504017404865,0.055682501953277244,,0.012618521603187379
VEGFD,,-0.05331343277884623,-0.0028659006267566594,-0.022698148766690598,0.03340069900794248,-0.00808038213403246,,0.007186243449620936,0.020034502805848422,-0.005749855777182733,0.0678929091299085,-0.021284766743814836,,0.214554911238712,0.04582137601087213,,0.01920945578226727,0.003605420599979732,,
TNFSF13,,,0.0939382989018959,,-0.015569312361167216,,-0.011661300090821707,,,,,,,,,0.04893406469982621,-0.010621020593398957,-0.012362833300653688,0.11685582929116493,-0.024090300302713967
WNT5A,-0.016532412080575012,-0.019957142233872564,-0.03828074712436087,-0.014767156624738065,0.0010641617433560019,0.028994277558621846,0.022236889801804976,0.05603853277105983,0.006147146928096224,-0.004191333452217844,0.03193498972127775,0.01455435491621783,0.0496633306713714,-0.023197003008751063,-0.028583912438963566,-0.00435392713932748,0.05683969051909533,0.04384980017672351,0.00934848643996644,0.07503726425053336
CXCL8,,-0.09434538351435097,-0.008586154696976904,-0.021253201142945627,-0.01600569615730096,-0.03200839676295232,-0.016587443037116865,-0.014472998451939454,-0.019600540002263675,-0.018421889119484152,0.010663032642146004,-0.052609779735241835,,-0.04850114662684795,-0.019179801663888454,-0.0739485934322086,-0.14136075622609803,0.02501136436900927,0.0038722129359167025,-0.017013417054847806
GRN,-0.05748027113322178,-0.04960434205648015,-0.01811678157741584,-0.01472242239704159,0.03192994155547822,-0.019559707445636777,0.009890495430065649,0.056348764111249616,0.00828269393021246,-0.011620113563623774,-0.01359002935638305,-0.0317343042535033,0.04375347932233481,-0.0721731795315022,-0.01731219568764696,-0.020051569787027025,-0.020139483152146857,0.049270431228117154,0.01860334613217844,-0.049714296073907004
MIA,-0.021929527402221784,0.016813319806967736,-0.017338605918349865,-0.00436186217957273,-0.019766800819356587,-0.043441093992521745,-0.021085879576681826,0.04245523165666917,0.019711175575228397,0.028194111094323075,,0.006048189919127363,0.14845498352554246,-0.06139216076911069,-0.021061719701140385,0.1298251154244059,0.19459480103952445,0.032505720551596506,0.07786451585726298,-0.0010761195912320615
COL4A4,0.06481925821680311,-0.05366927440357854,0.02966458145419557,0.005532809543858002,-0.008038650111649778,0.00036946764105192607,-0.011095211835329421,-0.02100449444161313,0.014220093184025529,-0.022283465411106554,,0.08290089265208744,,,-0.038793605967644466,0.018156324185853983,-0.02115601675013752,-0.042233891929520914,-0.004627719286530824,-0.043417774052285946
TAC1,-0.032904837259596934,-0.03013170892522593,-0.028442305756941996,-0.04024203101472951,0.0441801400026673,-0.014154417644460023,0.006373263229243846,-0.0008925349286603184,0.04722412199809996,0.0191656550198639,0.025835179080004482,0.08204223612911435,,,,,,,0.007441121505553286,-0.01943588315434677
RARRES2,0.04031385540918288,-0.03949807720080463,0.005374103467055435,-0.0004273677822835058,-0.013507323459449902,-0.06575894139732483,0.025962105223899266,0.06383928754324492,-0.02266495252501422,0.05365872521264774,0.053212545026805495,-0.0419475523948522,-0.014049154680498664,-0.022770065094479916,0.020114948307485336,-0.05026345621403029,-0.008579886485068834,-0.045955897006948104,0.011987829588975327,0.06379230513595374
FGF7,0.061810467061283604,-0.002828565601790078,,-0.025619057950962025,0.024016981948737356,-0.012688327828715977,0.10755015004395617,0.026051527550750353,0.00658628097158923,0.02464441907174671,0.0190164003547161,0.008056677877508923,-0.07206339652043242,-0.04731401449654664,0.12713695241952544,0.03720930083007388,0.05920831213775317,0.0048778267226448485,0.06091681837932757,0.042691407672357164
EFNA2,,,,,,,,,,,,,,,,,0.006035599010453124,,,
HBEGF,-0.0344557407948601,0.038144573206312364,-0.056350021290667116,-0.027918316358369163,-0.03641608045042582,-0.015612876387808228,0.002162435913950413,0.048559636802945554,-0.0034445798863121497,0.003350182068288466,0.0015495472316164292,-0.05225224501599737,0.13503763620615875,-0.13625634286404012,-0.029272380672421452,-0.023851070403374353,0.05173150401734606,0.005614316919711617,0.029447028866576044,0.015562704664887114
CSF3,,-0.008773579073772188,,,-0.026903254438229652,0.02800895407210439,,-0.022222350832911828,,,,,,,,-0.07479717195160976,-0.05178339956556152,,-0.03644370789915467,0.08918067632584138
PI3,,-0.06357920841012289,0.017529882418519188,,-0.046426894815110115,0.006247086489868526,,-0.025022660341142398,,,,,,-0.00437918490540479,,-0.11952729808472472,-0.15755462547812754,0.13384385575286167,-0.009457853937135488,0.04380221901810302
PCSK1N,0.023760344230440107,0.06077999445339161,0.053590367946702126,-0.011262469101512768,0.021322748346916002,0.037590754024322,-0.007041464802319833,0.028318799909234815,-0.02277946533340913,-0.028675043315931178,0.0014881907804630014,0.07076417612092628,0.029014839754181045,-0.09611885788569073,0.07197093204035906,0.021204882226992385,0.016043644744038715,-0.008208928318690332,0.0011772065641774583,0.03685334702268063
NTS,,,,,,-0.0707026332419527,0.013290321490598264,0.15747313742947108,-0.023178618238884806,0.01847296340433651,-0.004579281639082979,,,,,-0.04283718995506185,-0.028960949560575246,,0.02113061461652563,-0.02305100715506053
SFRP1,0.0011790015918326424,0.01287829533660934,-0.03999288092552652,-0.011863448449119955,-0.019694502204867154,-0.027439136156935186,0.030962364165614455,-0.018141842868662904,-0.01280714985256013,-0.01567835668862533,0.009992557923742963,0.021161500691363275,0.10745016998376328,0.041481185818463884,-0.05860127462821284,0.010099399190042215,0.007235992549590639,0.024625085832092036,-0.01805588566235683,0.015361711061825004
CXCL13,,,,-0.00036090750273698696,,0.02676822489942098,,,,,,,,,,0.01883334578624171,-0.006985888200529416,,0.013070179171068074,
MICA,-0.04272979357453905,0.010319809171733939,-0.046229998752267916,0.03153739225573062,-0.0350468532105825,-0.02435674396345274,-0.016100553605734796,0.0581762381593057,0.010423545026755063,0.010221866903408266,0.06079245688195507,0.04923868284736035,0.030046774849649086,-0.05311610932292361,0.07837513893784982,-0.0005199545306330363,0.09058988114374592,-0.009026024978740228,0.010801022634738726,0.03763300424923713
TG,0.0726796626153545,-0.04278294407675832,-0.018294279596467962,0.038428115844929125,-0.02125348816261067,-0.018934477592808873,-0.015634192139549467,0.029701697147329547,0.029023047231869673,-0.004890727228647976,,-0.029832788066956807,-0.025020687523601724,0.023242706801814915,-0.07912674556910536,0.08334460151846539,-0.009287417256063996,,0.018365001319178894,-0.030356516007970326
ADA,0.0452471352035479,-0.06326898500663732,-0.02437753930290816,-0.011114062173982007,0.002444856117967041,0.029062672343876068,0.01813230103953544,0.030814047383425608,-0.015720233435761132,0.05076191012958916,-0.02096056333118843,0.017568629565717357,-0.036662124454840024,0.04773223379517979,0.027184258845219005,0.05279752865516647,0.024095312703549247,0.035814050396431825,0.007306020846536931,0.0015441616142668007
LAMC3,-0.07330189030991828,-0.005937157833718635,-0.03520158868980696,-0.0112408122190097,0.031146217976908662,-0.06057226363263435,0.02748977308769299,0.05526310938837163,0.03845283337571715,0.01736637261384603,-0.016831855573877418,0.00511193642090263,0.019480297951178633,0.04482570449381702,-0.04394834008083104,0.02871915712269817,0.07995795730312177,0.07575745650561717,0.040005381377620504,-0.027032915375728456
CCL7,,,-0.017582007319884446,,-0.015366237984246623,-0.025174018387487885,,,,,,,,,,0.048773577398172265,,,,-0.01631157685532988
NGF,,0.0054209385466865165,0.015018770947526955,,-0.01763768780566528,-0.01903464606951249,-0.014919212657614617,,,,0.05759449405302872,,,,-0.011585962119978341,-0.012628461350753675,0.02744247363360012,,0.07240763807296141,-0.039875929049722904
TNFSF15,,-0.038252356822878975,,,0.050968945846980175,0.0721667052819996,-0.01811519495095189,,,,,,0.01232835991389762,,-0.02050920171136034,-0.0366706570921625,,,-0.022630916944107966,-0.012478697565507258
HMGB1,0.0003539256555529211,0.015491936993028517,-0.003350045535617134,0.10967656678316114,0.026931511709272438,0.060566518156354346,0.04897190903388546,0.05278554543556434,0.026387185063433453,0.0011480037396072954,0.08804922053322828,0.019195343965354904,-0.04307453227625347,-0.008154259598055458,-0.04178310571217205,0.0054716319952199735,-0.08094121065751123,-0.062117548444552445,-0.02544941204689013,0.01546149749591924
ITGB3BP,0.08609742270063814,0.03475326155293662,-0.01662988967581462,-0.004975398978659701,-0.03607750299225535,-0.006543558017669337,0.036495542281979716,0.04917225584953869,-0.006275011930196792,0.004432817493117364,0.015007691183627563,-0.01906221274291378,0.09295205633669026,-0.0215261234110181,0.07042113190322333,0.027072208407222253,-0.02521984705833681,0.042365558389055515,-0.009094790211972016,0.07046536908042161
AANAT,,0.08749854092340635,0.07977823144065893,,-0.015569314022850288,-0.024051976616163203,,0.017972470431486427,-0.0111237552834942,-0.02249789753429048,0.11473151702613603,0.060396505923011004,,0.021775620063008313,,0.019610266699285176,0.06064963500566405,0.09436582319808257,,-0.017258328541223694
RELN,-0.01719297363360177,-0.05331340510696812,0.018090057835438596,-0.012440238096795734,-0.02702484247299094,0.040391212633994734,0.05787549024212593,-0.05161541075608605,-0.004487291871399365,-0.029350002293994964,0.10094515690433861,-0.017469999398247237,,,0.015128213805565381,,,-0.03363004464222154,-0.027335695103329206,
IL15,0.0018395376514819557,-0.05437506493394167,0.001355589093234381,-0.01532057233884909,-0.00654965035740586,-0.008907141282772053,-0.01289003814349803,0.0043039875185008755,0.03233328108491378,-0.029827354913716932,0.0008092657122197243,-0.024707858132065514,0.010775556631445185,0.051322493303291514,-0.023452928533963958,-0.021411910725296017,0.07388728114498712,-0.05761771090305801,-0.04188009597892002,0.03428563494959341
UTS2,,,,,,,,0.1208698653078375,,,,,-0.006321828698417424,0.09408853107601568,,-0.02810123300043106,,,,
BSG,0.05440212013965892,0.07390108391117765,0.029116992087946048,-0.05119894334747084,0.029435518187338985,-0.0038620822709353572,-0.0037247081271669573,-0.01974206564434781,0.015032607016913252,0.01531592059720374,-0.06476482720141993,-0.009875238603090582,0.11716366050305851,-0.05536871630165508,0.04170976826512617,-0.03049003711253873,0.03181731082017321,0.06609190235914396,-0.02100771138907547,0.03139213077632308
ADAMTS3,-0.007737549225301468,-0.009314721863100098,-0.030067670264661006,0.006119219385089318,0.035524859791592714,0.05313157526003227,0.05400051201541919,0.06569244774593212,-0.04885468266895978,0.022918855142924206,-0.008973023232659182,-0.023301902530974892,0.14986752970194328,0.07410414588877065,,0.022619197221803472,0.07722605019271182,0.051907283434239386,0.04026072550139376,0.03619128977429587
CD34,0.012549743621077927,-0.027925493771754573,-0.02397561483659015,-0.02455522643093263,0.0016603994741610326,0.004273312176493529,0.06476026594336078,0.05274129401154241,0.033500175347312755,-0.013999347754121916,-0.04917392677311129,-0.024821427338925284,0.014253978545706278,0.10818398263357533,-0.004645141962194832,0.020969782035576517,0.09897930622616377,0.02759734876685664,0.029128894172837268,-0.023849403882358556
CCL23,,,,,,,,-0.022808212203420303,,,,,0.020263696969565932,,,,,,,
PLAT,0.03164764087880136,0.044653470858294096,-0.03080833483004181,-0.021507865704831233,0.004809431650288348,0.07911008942808233,0.018892706427773142,0.04284525174526399,-0.022982852195082795,0.04987115616147712,-0.02702499244720246,0.05577242611762962,0.039414205737576515,0.05335870467532283,-0.01648881507822748,0.04421648942493531,0.06903836653771607,0.1793664090263617,-0.08401691943706138,-0.021881720212948375
NTF3,,,,,,,,,,-0.020634986321503634,,,,,,0.016938320060554398,0.13576934205321464,,-0.02505348923152398,
LTA,,,,-0.015847351162265638,-0.005098157965176591,,,,0.04295962968604603,,,-0.011398690342513175,,,,,,,,-0.023227109323954297
CKLF,0.00020088938250424843,0.007246157443228657,-0.005477064865718836,-0.026852171827775075,0.0056242337103448135,-0.037304799564786974,0.05580247741535258,0.08931372688858315,-0.01608408538199672,-0.03129890215249258,-0.0846638017509745,-0.03725154120866121,0.05195448238449831,0.09021030904696888,-0.034098349209050464,0.12744007746761093,0.16244075793387563,0.009656987234405508,-0.011302003134975284,0.03767660617950932
CD24,0.039770454455307115,-0.017288621781484364,0.048732471514676384,-0.007616029683441202,-0.04869699649037121,-0.017966358274784034,-0.011608972077649604,0.06045210945275113,0.043207044804354756,0.03165183818154158,0.028493305660710875,-0.06475580653395618,0.08743856542351806,0.0857910752392612,0.0289124634638245,0.09829544353855095,0.07654336781594831,-0.05406757865792581,0.032213930832890335,0.016502112101572295
HSP90AA1,0.04709974253623003,-0.03973707351697675,0.01880434470463642,-0.01911423749274322,0.04206746264726911,-0.013132201531461274,-0.06050084627769294,-0.05914922189428628,0.015897820280858024,-0.009024426846403024,-0.006109688479548967,0.0543082940716165,-0.01676340987815602,-0.15683452217843863,-0.1366387971602617,-0.1338303821432272,-0.25814280629343733,-0.029629554957323778,0.04981909206173125,-0.014644261088949428
BMP4,-0.013912133598969945,-0.06691924449063241,0.002321208596953972,-0.01679912120381693,-0.03278337254242722,-0.012932234887061678,-0.022270750451376685,0.015471243621486254,0.0067927996943790625,0.01989427809733739,-0.03787548701537136,-0.021053649664323614,0.09253421961009299,0.10921296225472601,-0.04188222556428184,-0.0016150765296532228,0.05091356682023017,0.0659959381344925,-0.036400847883970834,-0.007063401027848607
SCGB3A1,,,-0.017582005561707203,,,-0.028642934942901144,0.07245033131362587,,,-0.018977196615123443,0.06001972906915101,0.06335812773837235,0.008482398555154138,0.03895379647660217,0.06236318296047327,-0.01638149282701611,0.04732542041618332,,0.028082025000005274,0.019292794139142977
IGFBP4,0.0007750177498117201,0.043265329297384296,-0.011080173818125868,-0.08151171007115107,0.011870822135199025,0.016834381801041038,0.04419494285406548,0.08659286447934417,-2.540561098367062e-05,0.005127825411908587,-0.06145887242503256,0.036306342918982965,0.03571507715604861,-0.041575040295757905,0.025582460441366257,-0.00403880772236361,-0.06028662433659593,0.10937042571286146,0.0060769096209094325,-0.028054744694619438
RSPO4,,0.08554444350762175,,0.08093271147511166,0.05868176034843707,0.05775812870412298,,,-0.011863852563155258,0.0893318305797292,,-0.024424953249491996,,,-0.02878099171098117,,,,-0.03165066356935114,0.026767164463693774
LEFTY2,0.0396140153699267,0.10573713048397063,0.0013209291398848081,-0.01604198074586075,0.011842038440448344,0.016170289153554753,0.06480772051015977,0.0681411601768794,0.025067118518092853,-0.006946273487699956,0.05762863746522518,-0.03050157870083866,0.02099269889249798,0.18147898547303035,,0.0935311748960508,0.16284288410981468,0.059786762415748075,0.05123259741221649,-0.036976183420339856
PF4,,,-0.018238508445550066,-0.014415319762379305,0.030084060430167984,,,,,,,,,,,,-0.036274015287230434,,,-0.023227103949028913
ANGPTL2,0.04833756136587822,0.0016855375472847427,0.020217642145845486,-0.0010525279515014418,-0.04004089064839966,-0.010121269665594367,0.03277213174272234,0.10065271778520832,0.01243715782790483,0.03704012735038273,0.025757111076393394,-0.02255517146450657,0.12114244888856332,0.12264971790338687,0.09694721766432939,0.10433275950571304,0.13172799327938173,-0.051141673048641784,-0.06506308244924815,-0.07399715569619386
LRIG2,0.07855458091346657,0.06784782986204929,0.01816636609588205,-0.012072316907586611,0.01286287699462753,0.07857624354764235,0.026181251932063825,0.08249060890159432,-0.02364298080690271,-0.007367540325999868,-0.015011170848656516,-0.06362442334393809,-0.02770974442209912,-0.02866567454533559,0.06495732882996992,0.06723796715362981,0.09387177315275344,-0.027977112825487198,0.014479622652783145,-0.011688442915774627
ICOSLG,-0.040122383259287644,0.09209374142837455,-0.041068092818595636,-0.05405886253332622,-0.026610747054634145,-0.008087972353257101,0.03372868533801113,0.025927315723725624,0.013563699192510771,-0.0029892634169839927,0.08965958824495901,0.023806106996057088,0.021726961715289338,-0.10407012571079798,0.00029322645388876165,0.09075190481534291,0.13024511623516763,0.06044825479661308,0.018071876898171326,0.060942450694383
WIF1,,0.0008810215493190055,-0.03281723559507273,,,-0.013093410757832373,-0.015051852606945583,-0.012857392002810834,0.04466718525673682,0.01570845047736345,0.09684941634424858,0.028201870014980923,,,,,,,-0.0294223575313138,
NPPC,0.04124197009511735,0.029948943288316293,-0.03980596074364561,,0.021350405656604753,-0.013010848195072842,0.020390637120831015,0.08122318140084511,0.00317492536340078,0.017505818379539923,-0.026006846930020925,-0.08045761460351109,-0.04140913180376348,-0.03767676159151828,0.052205538531013215,0.04461717226885062,0.05666668157033502,0.07872827132771565,-0.014583712550942608,
LYZ,0.006972623918457565,-0.0240395572684159,-0.0026112008381040477,0.021575737809978988,-0.0318193174319932,0.025747521398115644,-0.036878251919634085,0.12212758947157822,0.01898407196050904,0.04353789166671133,0.0320224795823247,-0.024633004541456463,0.026896425727858025,-0.04248782289529025,-0.04031977525375406,0.01946744708321459,0.07962808175295578,0.06389075038724826,0.05673144065060314,0.004517760715925046
EREG,,,,,,0.06599569737080761,,,,,0.05731957128814213,,,,,0.0044289208210148675,0.01428966689879879,,-0.02040309608320249,-0.035078307206562666
SPTAN1,0.007597549014454743,0.11891729797802135,-0.015261296299019948,-0.013140773505671036,0.012926502915185142,-0.021704708718109242,0.07297156668831048,-0.010850563782938345,0.04474566330936828,0.004511109464030475,0.023808123472039918,0.0019170496853924523,-0.06289062995578039,0.039748087279932884,0.03645017277665918,0.028027431495221466,0.044829968599072796,0.028345727068150337,0.06789242215407329,-0.003883667405052507
PTH2,,,,,,,,,,,,,,,,,,,-0.025559248801688365,
LIPC,0.06076080152809896,-0.030958296587557218,-0.022328728234309283,0.08387922312104965,0.024724246470223175,0.014615001136494395,-0.01998914398234112,0.04831252204008242,0.02972119145901172,,0.09157082479791655,-0.02033486211035551,0.05990833582050986,0.01396959304147163,-0.002043807302812524,,,0.14507097647651537,,0.030569384876131513
COL8A1,0.07550547098954231,-0.01474983802376606,-0.03431921991064763,0.06634780322202813,-0.019179439044484346,-0.0011968758915608614,-0.03025080374674305,0.10398597968882871,0.0023356678975298404,0.03811203285024365,0.015246132180867514,0.014672400916147847,0.08743046445735038,0.07898244136988156,0.01699165123745682,0.04834390837061134,0.05871367460480728,0.07566928493116488,0.036997388578953745,0.00483735454103022
GSTM2,0.026287584723007754,0.0068932605348479,0.05112720353001118,0.020042533847706143,-0.03184571361160477,-0.022232525293067722,0.1256854837554438,-0.007568393893537714,-0.03146976720364354,-0.012959740634252839,-0.015080727655274996,-0.05122905258785793,0.04925962752863042,0.09246163424829176,-0.005906859080188615,0.022007390462476042,0.05498886298196943,-0.041768833707674945,0.02207674714860836,-0.03270606050194933
IL4,,,,,,,,,,,,,,0.024054922804644215,,,,,,
SPX,0.0522459100172063,-0.02625527253860452,-0.03611319023016982,-0.005690395960192632,0.015287379972395649,0.10158177426014361,-0.004789045635256446,0.02858599098391146,0.041360376221165396,-0.02728670019586553,-0.06485938165206422,0.11282626868419887,0.030844406721236877,,,0.01798392253830806,0.09821630567541545,-0.04715452801752256,0.0235471743273831,0.023404655761645334
MFGE8,-0.02138906049775827,-0.09841451070262078,-0.04166241392585296,-0.009107190795057231,-0.028147393142245583,0.013070837111223152,-0.02000256840366821,0.04695013165942325,-0.018778187675092952,-0.02229281161757875,-0.02972302161225628,-0.0005553441558304556,0.02954052200020435,0.03295200121149555,-0.034526624582697354,-0.012210937172147123,0.05151878492743258,0.08136165719253746,-0.011533232089149604,-0.008740991951532141
TGFA,0.0009586846312043238,0.009311444557071663,-0.019730513658206935,-0.03924182109739333,-0.006821167836919956,-0.03192141071877978,0.005627973479136246,0.04935517393682773,-0.00605468981711091,0.035245868180090636,0.08375909749134675,0.054178364578909746,0.08832301313901189,-0.058382609104188854,-0.031846471771067225,0.05816082653087834,0.027344403177716806,0.009263521175992228,0.055071690240598624,0.08948325267352313
SLIT2,0.05051924548708102,0.05440160610059376,0.03895154831719848,-0.027944145019493355,-0.005871383463159272,0.06026263903566983,0.058436560353356905,0.006423941413607612,0.005261853930149482,0.06935780927355492,-0.07791407178717627,0.011093216527290065,0.07215453839809512,0.02926299269409666,-0.015959662623707772,0.04604894034632585,0.029454950327068696,0.04139432290911456,0.031546565146029416,-0.02875950094010276
PLTP,0.04383866529041631,0.03387802415900096,0.04872454850573762,-0.029319819661484742,0.05704293268177099,-0.06903221159979456,-0.00413304580510417,0.07007520158507063,0.08303484304363391,0.043304335618953554,0.0008565455556675412,0.0037040811014205006,-0.02056259236457266,0.005453097808079492,-0.03659405621561144,-0.08639310614193849,-0.08579861874651215,0.09685617004843744,0.05582465148004562,-0.03765759251947341
APOD,-0.03333328208181058,-0.02651120044252596,0.05990746125549729,-0.0257085913510266,0.046091499845329516,-0.014436253825568679,-0.014819830227979811,0.03816510267299952,0.06963567724152131,-0.024940649797592546,0.026455369813193116,0.027937666701700618,-0.14235478772589832,-0.007680511264954321,-0.018640462720847198,0.12488164073062238,0.20968303814011482,-0.07221806288297397,-0.07085596554007763,0.033907164061748235
B2M,0.013056868235615847,-0.012808892975439216,-0.006993003539417333,-0.031246782496908224,0.06073604488392939,0.012271265725800765,0.0017815998014195959,0.09499293240315747,0.03601175051081391,0.05353352447470587,-0.0006893053135392468,-0.05492777836380964,0.0560344697321802,0.09639017890347593,0.01614054372550054,0.020205726950270973,0.11191250605968851,0.05604662622564826,0.04927644686264514,-0.029454271832033443
OMG,-0.010048391586433518,0.031504100512017026,0.0074582330812357055,-0.012368637739911653,0.05708693195453126,5.7288514286405465e-05,0.05497488333485695,-0.01905764825323985,-0.013262367165522709,0.0015389001747600196,0.029948592770309822,0.09006748892543233,-0.015691448713228716,0.11463199515780455,-0.02470336527337872,0.05591127302084514,0.20198179440643002,-0.06485687940521809,0.058467622713014804,0.06161968160466477
CXCL3,-0.030688350826716972,-0.02617686263139095,0.013281917616719948,-0.02963652555123009,0.029277900898132894,0.04730148379131768,,-0.011687481488017208,-0.025832907412706434,0.04918173454808879,-0.03657731165373774,-0.017794134308418363,0.04403246344586211,0.12506733092966524,,-0.029546433298330548,-0.01949768672956578,-0.010672744259994999,-0.006806412284830821,-0.04530624498690031
CXCL10,-0.012930012382100486,0.03721833751117131,-0.02967232820880046,0.024532788033696865,0.029185162238259465,0.011684801064316705,0.06577091987001549,0.08821690721858708,0.05198405296742208,-0.01169906130524727,-0.0725813350506184,-0.016268711295358423,0.09278554135150441,0.029729334506426005,0.0028423084319479514,0.020532794821204375,0.020247693226475325,-0.05005950069111193,-0.04324771919188682,-0.010590511599178832
RSPO3,,,-0.02388292058499921,,-0.01556931287245426,-0.0320061490870684,0.051049253127373045,0.0402514034544854,0.0341681807487391,-0.0002111297393942905,0.05680536840289537,-0.018594527403952506,,,,0.03101734052547504,0.0921963925658884,,0.03825091322508004,-0.016553060934940134
CORT,-0.0009989820041473917,-0.014099607037059508,0.006708679109282621,-0.00048346311733919506,0.035179930231674456,-0.0006761529038120501,-0.017405133465694323,-0.05008107600985881,0.026943978038248717,-0.02034941529246731,-0.017513120922829178,-0.004062923043397582,,,,-0.010667191841236667,0.010150529235200711,,0.044255972486569574,
