,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,ZH1019T1,ZH916T1,ZH916bulk
IGFL3,,,,,,-0.015367752461475287,,,-0.025949301722650905,
BMP1,0.01437519826393171,0.025669318124353763,0.020550043340414374,0.010519755799033711,-0.01775741865782939,0.03151781046766384,0.034942144145242486,0.035308575440891186,0.06901079585643216,0.007687818048055075
NDP,-0.00989673605793002,-0.0042314242684363765,0.047127736957661905,0.001068619139570001,0.04603822802786344,0.028909101872520524,0.032863665254380954,0.1741112816210829,-0.008923976229643516,0.02952464195547158
TNFSF18,-0.03400109693565268,-0.001365280297250594,,,-0.014453493583636467,0.07676106217697821,-0.015129092050740959,0.02162635189005999,-0.034042573934531424,-0.02975336884547362
RTN4,0.08457513050534222,-0.05954512643469373,0.010547095369671059,-0.06007296577237876,-0.016438114209153053,-0.08338803412037032,0.026528654475244134,0.05600106108745061,0.003788312676909684,-0.08747686826321191
HEBP1,-0.01563731689223244,0.012367533614934657,-0.03196246729221473,0.041850210484555166,-0.04957085126321812,0.02032303634887885,0.011790881405630987,0.12159123296840063,0.004055556024227902,-0.0025168873013641053
WNT7B,0.09571996274384204,-0.023455857919259037,-0.04245867697900207,-0.04430524538020136,0.003612380434966165,-0.024047347627211384,0.03647509024087714,,-0.02482244534103974,0.06177125324636286
PTMA,0.004332730261324733,0.04918399108607133,-0.004070158346746778,-0.028953696438465123,-0.019655160368762626,-0.012338036504345812,-0.0020214362835684068,-0.08962019918490485,-0.002509670849013201,6.282214952609297e-06
FASLG,,,,,,,,,0.1105515567807507,
CEACAM1,0.062321272342046916,-0.018000960178174426,-0.024081643096133493,-0.01620797306912102,,0.03698597523817166,-0.0008271101064477731,-0.047233450204477306,0.021886049681404483,
PDAP1,0.013768537756639053,0.057784476180822594,0.016566951958732357,-0.04185598324387082,0.04400883717811928,0.048794334500962794,0.0016080284230736712,0.07058737786336182,-0.027902442479680156,-0.07455019887995691
