,MGH258,UKF275,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
PI3,,,-0.03793339131478026,-0.09960274005146609,0.01599781357009372,0.041262428615981395,-0.04422387399917765
PCSK1N,0.022511653114849813,-0.00887138905468822,-0.029858794096747684,-0.061842369783051555,0.10000483890466633,0.0467694714870378,-0.10122243110070937
NTS,,-0.016727839055365512,-0.038729642878554925,-0.02956881077416389,0.01793344948676372,-0.011289475586648065,
SFRP1,-0.010713798589414238,0.00517994314166911,0.11828405187658508,-0.024197277214702707,-0.01786561182311262,-0.026152019188865006,-0.04747351280581581
CXCL13,,,0.03388769183446395,-0.03457682000198515,-0.013629460710995005,,0.052381180515987946
MICA,-0.0044298321143565085,0.07968760598832142,0.04950697952333643,0.015178430403000135,0.035451232031687194,-0.03965070843183405,0.0002549880722858184
TG,0.02018920066198485,-0.014130033602874277,-0.022059283629116796,-0.013414698597959355,-0.017494046243649513,-0.010730731607568874,-0.019574603445498703
ADA,0.009373778080387895,-0.018829560236079537,-0.008461120285896904,-0.0007706499347642103,-0.014836998220052636,0.010885896781798797,0.01634568291867096
LAMC3,-0.04772504830046412,0.04979939970504241,0.057483241407840585,-0.05515681499761686,0.03473649196520332,-0.03672487375371222,0.11353862745148152
CCL7,,,-0.024881867799043073,,,-0.018946206862028324,-0.02844197211419061
NGF,,,0.06470475909456365,-0.02394411155339355,-0.036491972891111904,-0.03289125193096287,0.04048333578104827
TNFSF15,,,-0.006515044094776202,,0.10095901377878393,-0.015234049408675367,-0.04211440788896048
HMGB1,-0.0034730739753077305,-0.02294262655967117,-0.014006006783619969,-0.03353161036010028,-0.01897881964389153,0.03801723329366254,-0.08792919444693387
ITGB3BP,-0.03795981878053187,0.05210178608678082,0.008279155736270161,-0.02754736978861706,0.0016283699446892176,0.04856148666650711,0.0046075180318785845
AANAT,,0.07275653433853473,0.01904834116615383,0.11604255352741527,,0.0007778774570501696,-0.023234787722222046
RELN,-0.018321911775944395,0.05163242015589579,,,-0.015943728521657593,,-0.02126596920671776
IL15,0.0061855958814057595,0.0817524314505158,-0.018777450329768762,-0.013981806913525791,0.02864325395146585,0.03068435460563308,0.014968701310726492
UTS2,,,-0.01858849622025839,,,,
BSG,-0.0584441483831956,0.01944537859614257,0.061776644656839214,0.023736747243278625,0.041437823606603266,0.020693138755579446,0.1617901758701447
ADAMTS3,-0.07055828363878104,0.007354708601358935,0.04160808687413231,-0.03062539646017472,-0.029752642346388275,-0.007369655035289775,0.0667782409275411
CD34,-0.0325172557195455,-0.03284001525470049,0.015648713761731294,0.0438719538660335,0.047393710551094516,-0.006677487802591401,0.007038414873945322
PLAT,-0.05225552716988865,0.06499287259687855,0.05807928153378789,-0.0018999173560701344,-0.015005557831968244,0.05287045105991038,0.08479480402426766
NTF3,,,-0.0016358336951619729,0.05406492573320909,0.09703975011079662,,
LTA,,-0.012238378888435422,,,,-0.026978729399468916,
CKLF,0.028420704677175744,0.050604521238561566,0.06319073610411224,0.07014177188401467,-0.019927554337957835,0.05766784212084196,0.07252906861523355
CD24,-0.019544532633790544,0.019974340509450246,0.008641400080722674,0.021816770074473277,0.060748458657803386,0.04117512278217402,-0.06920300065589421
HSP90AA1,-0.03527075631106749,0.07521636611199405,-0.09698484285169809,-0.13381191474537296,0.0804337205939009,-0.031288426286917394,-0.18477000884867711
BMP4,-0.001740332009495187,-0.0351032246490354,0.021245195294978935,0.0035486349655383612,0.007520227863509394,0.05245054888160217,0.06516229624327989
SCGB3A1,,,0.0598882696106298,0.05210903888683172,-0.027411476686040465,-0.0189272594938354,0.026507143957136388
IGFBP4,-0.021604708789609715,0.07199592283696118,-0.036735831871048036,-0.08762788311164331,0.011982769012482181,-0.08439343941110403,0.08813917667220651
RSPO4,,-0.01423397970079291,,,-0.018460462979724774,-0.023245681439353058,0.022083044967411775
LEFTY2,0.06487724830313,0.03034152607714104,-0.021121888112368585,0.0016406035590195232,-0.025105010046272642,-0.04665596747827674,-0.057917200595510046
PF4,,,,-0.02224545227069822,,-0.02697872315639082,-0.0011308544203908317
ANGPTL2,0.046933649416377315,-0.006921497861171461,0.06099721898388441,0.004820741051373754,-0.0410497694381036,0.027059632086637867,0.0349817808862782
LRIG2,0.02832817733393618,0.009526986909309825,0.04473389860979654,-0.022806270255264955,0.01016948670349617,0.019435237655961526,0.026042515646449077
ICOSLG,-0.01308530548636997,0.04022446856623139,0.03263775476053591,-0.0038063572953933285,0.018999162518546765,-0.012847725699066745,0.06400028028767789
WIF1,,-0.010984024993576947,,,-0.01716078845528545,,0.030869357301969522
NPPC,0.004701599284292182,-0.008223182489838932,-0.037144141586057874,-0.0036402141052949088,0.04519163007908348,,-0.05515630528131787
LYZ,0.024100746477685047,0.027756493182540937,0.002589725800198922,0.07612513299951203,-0.02692329214078859,-0.00741333852611835,-0.02160501994529104
EREG,,,0.07184179376043472,0.09277639992916467,-0.02299281788595414,-0.040744121221373754,0.18422285191016147
SPTAN1,-0.030096626379113853,0.024850100502335347,0.03765049532093344,0.05811919997619057,0.028873937552807084,-0.005838182574038916,-0.044577516240875616
PTH2,,,,,0.10133922966385595,,
LIPC,-0.028295273282262216,0.015871431345619184,,,,-0.03411131745496562,0.021485303226036336
COL8A1,0.11626459722340238,0.05278136207135336,0.01611821235355726,0.06959018937099129,-0.04667383665403462,-0.02269156517550214,-0.002722168972979941
GSTM2,0.007780743715426776,0.001102326684140165,0.009042062912344663,-0.01341635268034433,0.02190907469388776,0.03589945115747848,-0.05501523510910204
SPX,-0.03782882150201299,-0.015887514863970876,-0.007969064716967105,0.07653816848595954,-0.03662286905696457,0.13000098714054645,-0.05019049110903633
MFGE8,0.024694627859283502,-0.008037663707554255,0.020821915768824792,0.009274652245343587,0.011479671259555659,-0.052206629170773206,0.02810782311758142
TGFA,0.014276865105398205,-0.03530590566470041,0.06658256309049157,-0.028273365399692663,0.016036161016961255,0.021188378745812492,0.04072770268885004
SLIT2,-0.02274463339159683,-0.027580518300437184,0.08013738050075384,0.00768529255483436,0.029244802492817683,0.025768907069701207,0.045779035286581525
PLTP,-0.010008183153257369,-0.013152596230179538,0.016970423645238944,-0.038680363263389715,-0.06430394073790507,0.02567608014485319,0.11962394090457619
APOD,0.03873171478112501,0.016707667663294797,0.12801202047153437,0.0586127071275714,-0.01672542101464972,-0.08013421861195745,0.07693572812050269
B2M,-0.029654638264923684,0.06321398208259292,0.05377721727966931,0.04809527014340994,-0.05299820519979058,-0.03973677691691506,0.03662210901889317
OMG,-0.0032302853490069573,-0.019233181209646944,0.04670376964096642,0.04036331115214869,0.01231310947254355,0.09278288060248246,-0.12750752735139573
CXCL3,-0.017797613764325343,-0.0339468122341543,0.011511964804204878,-0.026181716430728037,-0.035601495150336455,0.046483400053523256,0.029715408520363775
CXCL10,-0.021432884876716667,0.05237580928231817,-0.025693720537440668,-0.029837600373505413,0.03636676457621933,-0.03338297472462128,0.06205059580767487
RSPO3,,-0.021498274673179968,0.054608570892608246,0.09852830813224661,-0.004641431275803158,-0.019226695214979155,-0.04076248731127994
CORT,-0.0006764666291351625,-0.012113971602144821,-0.028371913960111166,-0.02327873515161621,0.06852281436023694,,
NCAN,0.022699902211842822,-0.011195604668885419,0.07220030261224133,0.031355660381431005,-0.02730562886610518,0.060037955462875575,-0.05980485360104212
PRG4,,-0.01819046099011615,0.021800460849666494,-0.03434919823619294,-0.04402118694049766,-0.004380587229720807,0.09988798931073894
ZG16B,,-0.009724503008321094,,,,0.043450852314903254,0.005899985271790891
TGM2,0.030773133636097783,0.002847058836133946,-0.043466693158263695,-0.021863338776505745,0.0585538882968852,-0.028381610528732608,0.08849148086576185
VEGFC,-0.02210051973134012,0.027240675826888064,-0.03202153445516817,-0.02825675337336556,0.018572234540344887,-0.026214176816409328,0.010069008889688202
WNT6,,-0.02164153459504021,-0.03714414659746878,0.01631060292011828,0.02225269887361481,-0.02895307299518119,0.10541832497817873
NRG4,,0.011160238515959313,,,-0.02437752033415262,-0.019226697369832974,-0.03042502049728818
PMCH,,-0.014233979013849651,0.09815044757468606,0.04498140840217916,-0.014035569718171784,0.05526341864852899,-0.013553293824137962
COL9A1,-0.01888893260838519,-0.015065904577921015,0.011216870282628043,0.0038431885291031103,-0.0251725293772993,0.05436169125514683,0.13582844357739643
GDF11,0.030888030179751193,0.04917724927010192,-0.06241422348358825,-0.04660728620544019,0.07638971025580321,0.02203173439154338,0.04637069047804384
RAET1E,,,,,,-0.021091550405336983,
IL24,,,-0.018856140862274932,-0.021890759844245718,,,-0.004518591085617632
SORBS1,0.0606630213283192,0.038050895912551216,0.04660387647760467,0.026861618863960088,0.02249093470597809,0.0856212733959467,-0.07648387804722544
DLL1,0.016624155390916023,0.03199888376156827,0.0575728552888073,0.04608799223669457,-0.026835840788842106,0.008995966489098483,0.15754352946157593
TLN1,0.005506499178709728,0.05106575971119342,-0.02086443020798626,-0.0007291723647638531,-0.0324891109989731,-0.028470944489423267,0.0765284128974088
COL2A1,0.0023609127324434485,,0.0035924346034582272,-0.05705401670152445,0.07974664348543768,0.04633224700884657,-0.027411310420775492
SHH,,0.0982356413512998,0.00985781798642007,0.08221141351956412,-0.049836588345504126,0.06822758764201356,0.030779529188879395
PON2,-0.017640419220902016,0.0020980254889074045,0.0353994522936439,0.08427670828652281,-0.07473617285336308,0.08297827107383933,0.0601764117188984
ICAM5,,-0.03159750138087232,0.016211364812735392,0.05969978173550035,0.1384306543750886,-0.030730663751134084,-0.02511836575051912
HPX,-0.023578684786232082,-0.0190837344498446,0.009060944419018165,0.050596588852178076,-0.008578109016618108,0.07301064691986948,0.07144793331169713
SFRP2,,-0.0159050447265992,0.020997741960438673,0.016680554707891225,-0.013655040888835387,-0.06258175905726356,-0.03555340337785587
CFC1,,-0.012238379628063878,,,,,-0.026921355990324133
CD70,,-0.010920554946123973,0.004565689752247317,0.011241419772315813,-0.03549982963588202,-0.02933380083748195,0.022907852128844677
HP,0.007688399795847133,0.07205393780349269,-0.006528242431822148,-0.03796403376416862,-0.015075785493344675,0.01576017711359676,-0.02797569066965546
CXCL2,0.023077960267441744,0.01434530346717012,0.03564994541818247,-0.027828489056643504,0.0030766734408451653,-0.001516767032223691,0.10352150463117472
NPPB,,-0.010716422921174706,-0.03088052687115289,0.01887701199789583,-0.020977609585297267,0.001703066366543382,
CCK,-0.02575986039939486,0.00015272093252754654,-0.0048866449975108585,0.009624125323326576,0.022002187293720547,-0.00875724132453324,-0.19103132912407844
SEMA6A,0.0013774068831682801,-0.0298192109506825,-0.01956206247855875,-0.060502165138466825,-0.022487760393413242,0.046406582427828275,0.09841735461512036
IRAK4,0.015462729608630496,-0.052025074165931016,0.015925234412869426,0.06371451426942375,-0.04699963234056691,0.07999907804794519,0.04106853524535524
GSTP1,-0.062276248615582244,0.003252854473474112,0.041944638223468084,0.14944629305734083,-0.020180320540782413,0.01562607570234531,0.11018229587751291
VCAM1,-0.0405969451849806,0.0249784810339341,0.01244674945800689,-0.007387693862959529,-0.013399672135767048,0.010606007134794685,0.018338295412912903
NXPH3,-0.03825878248610948,-0.00678679973602658,0.03939536796704479,0.05117129552618907,0.06758078079322025,0.07555745264941828,0.018959169269318153
MTMR4,-0.07066061660600166,-0.010796110006685535,0.0012552452441811927,-0.018006527202156626,0.018785579428614002,0.06354933380166748,-0.050330388306878304
LAMC2,,0.007165668917225986,0.052268406560470146,-0.02874871010483879,-0.013623709648975997,0.018159289795671343,-0.02929816309535399
IL10,0.061341822846027294,0.047364336240854274,0.027125723884331817,-0.0032578552424393664,0.02700613982336927,-0.019403410144988874,0.14712587401287755
SEMA4D,0.026159001811537002,0.014185433962413743,0.04470755764369636,0.01912246828742326,0.010707204098871421,0.11432720379111909,-0.021633234252615527
TRH,0.07242782669504139,0.09055669855636726,0.04706594584552845,-0.03694732109707045,0.012312676706454442,0.016173121835694696,-0.04543147396862073
SEMA6D,0.040940842097993375,-0.024142916012429464,0.07471079699718922,-0.08111027103973004,-0.007392914055527539,0.08012458439859003,0.030477732710510217
CEL,,,0.034436467190224966,0.04519692159145899,-0.034487341518509455,-0.031641475293179136,-0.01494080098001254
PDCD1LG2,0.0029203719031313004,0.008654341653877615,-0.02152807169500564,0.05646174709007361,0.04227130581433166,0.060539064557762284,0.04011808473218159
SPINT1,0.003952120237790993,0.02287917852938689,0.08925450471576875,0.046891425652469496,0.0012654466453689856,0.03926340495352259,0.09109600643080042
CTHRC1,-0.03615162168133467,0.04943976905254706,0.05236832326225146,0.01834493347166113,-0.021883935291046725,-0.03542793892169571,0.1097358013984116
PODXL,-0.055716816310487055,-0.02153336542393807,-0.030253791887318974,0.04698422245881223,-0.0031800005535604727,-0.028767355641649592,0.09416491910330504
JAM3,-0.02872695978984768,-0.01727819053119752,0.05063925757653981,0.03553746791451675,-0.05509565385645978,-0.010492569238357948,0.08878950059540558
TGFB2,0.04394951382512427,0.04722595969099499,-0.03066445138177705,-0.0433127841117387,0.024072651908365765,0.012419892174051407,-0.004576941056510711
COL18A1,-0.03754699861519723,0.057759059620985174,0.01121693319017516,-0.026117423010348133,0.047270729561128766,-0.06654402974864046,0.08934563058295256
NODAL,-0.0321038061103259,,0.03545801370715816,-0.02704024505256524,0.03152487635201057,-0.01618321597463408,-0.019597527580532847
INHBB,-0.004344750524478265,0.009321306341040206,0.04888162072217932,0.007243036839197528,-0.020323452458978843,0.05151238094376047,0.012912083810851033
LCN1,,,-0.029982546781713183,0.12219938724647168,,-0.022090905894474065,-0.02055016175187099
ARF4,-0.03630689427320668,-0.0054726114797344775,0.08713341950632666,0.0875200227611758,-0.010937026922489162,0.009803212594514148,0.014638307786605197
CXCL14,0.053040888526282165,0.003219053024753085,-0.09622531725877771,-0.1156006862509895,-0.05575436122859077,0.07221886997484249,-0.07158471777289122
LIF,-0.027408858738515757,0.05057594427688245,-0.009632526700250105,-0.05997305671955583,-0.030028136044335445,-0.012456847362869991,0.13473460373059767
IL17B,,,0.006436230422215053,-0.0010931236395014569,-0.019382636523602993,-0.015479369606905264,-0.023234783056040865
MMP1,,,-0.04122199973586206,-0.020195619232425514,0.09230896588203269,-0.01035746016689252,-0.03256932693294633
MATN1,,0.16457621987370918,0.048435084856308,-0.00607173886483423,-0.019975887761547812,-0.026568251616125572,-0.021174091112169113
ADAM28,-0.019725409594662246,-0.01841316315944008,0.0024022061722203253,0.028730379179879532,-0.012303390727353078,0.06033381321067548,0.0570305652626502
TCN2,0.023824832207517698,0.046768025699998036,0.046905927334323055,0.005997828537624136,-0.02284358860179529,0.05298913814531012,0.07550755072735942
THPO,,0.02779629212915425,,,0.06920117441788219,0.05977791265593114,0.029948302098264757
CUBN,0.0029940193698301523,0.019704436462370016,0.05048169501140211,0.10963731654727725,0.03754375449109052,0.01586063911946672,-0.007654248156914226
TIMP3,-0.0038954770036783186,0.041351782776249874,0.03879548575728136,-0.030481593218020527,0.039447481785696965,-0.11501808879347757,0.09089773502173636
PIGF,-0.008872496751785761,0.025129082423152184,0.07399411331204593,0.04283286834080233,-0.01945458909544858,0.019128560917253075,0.016000489715390365
CRH,,-0.017082027045783262,0.06691348681626852,-0.015239148392281047,0.004624209086662916,-0.006804775298697984,-0.04637460160778781
BDNF,,-0.011208410164622894,0.028926141176930188,-0.010900825777911802,0.02068441030951504,-0.002849873085159857,0.14721042746539736
CCL5,-0.00986966403260737,0.05078375238884823,-0.01911597489633732,-0.019324556480691094,0.05237305583142764,-0.01621407826011647,0.046273120627865594
GAD1,0.02633094272456682,-0.03696138846887819,0.031420485936439924,0.086766882964934,0.04237477232101971,0.07000418951104281,-0.09247523902256766
COL14A1,-0.02616089351656757,-0.023570747987752574,0.0420145872988905,0.017688497708992588,0.04678982236488056,-0.019708203134675327,0.0463978778065114
HLA-A,0.006485781856030092,0.09821010982351606,0.021171414120047635,-0.10585715853062355,-0.004083468846712683,-0.03125271907845257,0.04112425725901432
CD5L,0.07580579515159806,,,,,,
FGF18,,-0.011627287700725708,0.13157226245898085,0.04615482303545348,0.10148740458346125,-0.0029653316408643883,0.005944091916968397
ADM,-0.054944124720446255,0.0049032132972841565,0.04197221222399789,-0.01984709636804855,0.06176286944325458,0.018756361931119066,0.10494529256339817
CCL15,,,,,,0.06672030225931468,
GNAI2,-0.040691103823068,0.01675546935220679,-0.005867713484177969,-0.04094909512758488,-0.0195777468698244,0.0102833809977086,0.0053108191495808525
HDC,,,,,,-6.808018083776275e-05,0.097963282561771
COL11A1,-0.006959636857031561,0.06427952871771843,0.08533263296650745,0.09921127324687792,0.02817772761011264,-0.030756232200226226,0.14383506716110153
NUCB2,0.03880473674924628,0.048887226572606184,-0.03345725363448206,-0.11137338501185305,0.023008288252382735,0.05238895223014553,-0.02411837179280571
FGF16,,,,,,,-0.0208643047271521
CXCL1,,0.059258699119730696,0.04027933403310816,-0.021648101485252425,-0.011426534741967167,0.10151490421372342,0.16289593102628963
VCAN,-0.08198599993225766,0.06075805442883639,0.004744097417749984,0.025038676856629558,-0.004954334491154366,-0.05725020905649372,0.020804619670320365
MMP7,,-0.010716422862624165,-0.006553133561005442,-0.027231396201555038,-0.06503057449941896,-0.084511494284316,-0.05496285781988603
PTPN6,-0.006222840901566319,0.0465331483464895,-0.023466520510161928,0.06731098872457948,0.03094057027697608,0.09688947241095276,0.11858620446910367
PTGS2,0.004312389496661559,-0.04101501811288604,0.02225866633896784,-0.020606010584252,0.01324974318348583,-0.010421248283763847,0.09994597624568666
XCL1,-0.019816955233830254,-0.017601323581114867,,,,,-0.023363131508230887
CD58,-0.015974303806874576,0.04305453665025858,0.0535434449107865,0.0022827261448120357,-0.021964097944490925,0.043642072387932766,0.0900106118377452
TNFSF14,0.011556509134769983,-0.01801490617435755,0.011119726677502688,-0.02300172015791509,0.05549875148446079,0.010930484152489523,-0.016677244850685606
CNTN4,,-0.011264832536488937,0.018099146001445722,0.004871846145123178,0.0692634966594629,-0.019141048488781388,-0.04893535483570779
INSL3,,-0.012357162667664224,-0.02744187443254871,0.008577916157586556,-0.020266622507227564,-0.025941664030091897,
BTLA,,,,,,0.008239566983325107,
MFNG,-0.036092826503553985,-0.031791613416374154,-0.043095938917538705,0.00932509973664593,0.02967306182714085,-0.015321463335292473,0.033538928995475406
ICAM1,0.00033536778472347586,0.07074920746482438,0.03554112826239401,0.0369074589237355,0.011339166900118016,-0.01597505174826796,0.06487687571353302
PROS1,-0.0030372242257204712,-0.00997343557941816,0.024198022463232473,0.04493498204958593,0.015417819660396435,-0.015865009333029874,0.057595609203187965
CLCF1,-0.03396288388227194,0.028348177293490436,0.032106419824364824,0.02130668231324244,0.023884934974965834,-0.03832243366558211,0.09129838856395685
PSAP,-0.003719136703228422,0.008418662987116863,0.04159550554050906,-0.008871611592603105,-0.05488106176756022,0.0027228821206542538,-0.06811407393983732
EFEMP1,-0.015604700878245205,0.04108531222641408,-0.003741188927188513,0.08122315796070853,-0.039994267059098844,-0.025403421067670254,0.0020306358686516418
C1QTNF1,0.009622933496407643,0.0590889497968102,0.03052506957690111,-0.021851928691284304,-0.03301104033643799,0.010372688599135047,0.10250317059489138
ALB,-0.014407686414862458,-0.01349078054343821,0.024881214282519812,-0.002269642922810249,-0.012159744228204865,0.07432311323777459,-0.013478304310384897
CCL13,,,0.1442156215863128,,0.027765646946666497,,
EFNA3,0.009005219118348938,-0.031179795724546138,0.06671164942805666,0.058393220653104864,0.04580461478794836,0.04431263457402778,0.015102479057439593
DRAXIN,0.0007534775892895583,0.03205589939914338,-0.00920135788438354,-0.07002600976070394,-0.00599740009039523,-0.016818456867102795,-0.0015152113214859078
RAET1L,,,,0.08515096439052824,-0.024622056684926275,,
NPTX2,0.07938997201455536,-0.04688144528783636,-0.014364597494935622,0.022878700690893837,-0.038038992936630184,0.07044588516853158,-0.04854803594568139
FGF11,-0.012652899827770096,-0.04586860032495865,0.06718341691750762,-0.017250268421329696,0.015990892422650883,0.015886307763715187,0.05134900535939381
CD59,0.004570780608923128,-0.0008817669438097471,0.025997220461315407,-0.013569436131261483,-0.012717598641369348,-0.0185467569362412,-0.04233418450071208
COL9A2,-0.028422196999547407,0.019361351511152924,0.010427557577134294,0.047411682724186534,0.007700627505912157,0.05961881289642605,0.05904452370609367
DLL3,0.006136458933044652,0.02452819185591606,0.0667995582774605,0.03490664303371403,-0.0033090072540460517,0.08419453728016703,-0.028895904724821973
FGF5,,,,,,0.00017862294217198957,0.04858417538196903
LIN7C,0.01166621128019632,0.005741479084644934,0.10551474069896928,0.03256851339834797,0.004554693985798949,0.07496216567681357,-0.05297206709223676
GDF7,0.026525657471449565,0.013875985738757065,,-0.021890766779681683,-0.016475581146115637,0.06776749771034185,-0.03236740627680506
PSPN,-0.010209449775017521,0.04225756394193124,-0.04957726539475168,0.059029345779023565,-0.045300398954434135,-0.02083277558163135,0.0925394554348204
ANGPT1,-0.00011654108643432498,-0.0002090741023209297,0.06448271580591412,0.013373391606924273,-0.029434480156866633,0.018005644364274,-0.04843248154167163
PNOC,0.03462898123744102,-0.01909602213798142,,-0.023278737684271657,-0.019532474364355276,-0.010795612189526082,-0.046868934157284464
L1CAM,0.029221593488113068,-0.018772027179083654,0.037291545430095684,-0.06251502256456563,0.04374452967327649,-0.03258548652207139,-0.12184951024049698
APOA1,0.05908451897838105,-0.016091175418863193,0.0034041455649345504,0.07907201500738838,0.009898485131508202,0.02180223686285326,0.03335846911990075
PSEN1,0.021733237918678608,-0.0316217832738004,0.08454924722409651,-0.006285954193319895,0.006212188596184469,-0.004776778803346513,0.05132462903386466
CALM2,-0.05003722224247958,-0.06704599000828908,0.029139940335421867,0.07192270948694539,0.011566710139519747,0.0938905142289555,-0.14135121720905786
CLEC2B,-0.014967832471341345,-0.0032379309301149017,-0.015752797451779547,-0.07591280569893698,-0.004593970628836867,0.008376791588470189,0.06153496823334609
NTNG1,-0.015568542434219557,0.011923872898851579,6.21847961407119e-06,0.03967752790697173,-0.024556550038347853,0.08477293366611129,0.009219167241188866
LRIG1,-0.016518128833692226,-0.03551003781263478,0.017753599900831953,0.05338346535812289,-0.011470448728630263,0.11347056266194341,-0.10341077348837562
CPAMD8,-0.018061552909087463,-0.013706946492280759,,0.04097239944831891,,-0.027181880018306962,0.04323988377812986
GHRL,0.10385937109055231,-0.024033139824340775,,,-0.017821539764852245,-0.014551463949601386,-0.02023147211932644
NPY,-0.02649700302669337,-0.00539582650638287,-0.013062646856813633,0.032906293543896604,-0.04611960781293859,0.018672463925390178,-0.01320589244311883
MMP2,0.10597996554093808,0.009256614190024067,0.021688343446525406,-0.05193084388170845,-0.06699440198836276,0.044630623197662006,0.12020659464913168
PPY,,-0.010017547920526313,0.028582137683444208,0.07551465181345045,-0.036133441936629936,0.06418969138329754,0.10913072951719316
ALKAL2,-0.00970012971030101,-0.024163940504483318,-0.02815184224871076,0.03452442134224156,0.08192004192738286,-0.024863712741281276,-0.007693960481112737
CSF1,-0.029870854725906098,0.08863955954900384,0.0022092033150691148,-0.022413104470371856,0.009848084703060922,0.000498446770041756,0.17089946130205685
SEMA4C,0.0017284841176315139,0.0328699148994797,0.017799062186338272,-0.008701275573150003,0.010195442722859277,0.02042827059104591,-0.005834306420858234
BMP8A,,,,,,-0.023284039886185645,
ICAM2,0.033120320614513525,-0.015441304811549482,-0.019907597565332724,0.035823603283835846,-0.023284261872511675,-0.01018325006153155,0.011990703550618946
SYTL3,0.02631298849336846,0.02327035334299169,0.014693974239017239,0.030144506625350072,-0.042099195252210404,0.08405875446479906,0.0463783941650262
IL1A,0.06974204570585728,0.04120364931800027,-0.026176260288605608,0.01464746911193252,-0.011992580878797107,-0.028302181520733008,0.15783234729804077
HLA-G,,,0.004446565790668391,0.17267254103919372,-0.016512409681821303,,
PGF,-0.02622950078380286,0.029669806996618406,0.021528831168119537,0.04673325771075105,0.016198551374073337,-0.008592601710160748,0.02074717366761461
LGALS8,0.047688788264147575,-0.006421985393328587,-0.019146011840329942,-0.023056643383648334,0.026869175788506762,0.03678066906219457,-0.040355391542586376
DKK3,-0.036615453740152466,-0.01248729144980749,0.06100700492291332,-0.004796347694901685,0.0014235268127719808,0.09279802908989762,-0.15544152451106624
COL16A1,-0.011665684739742267,0.01415076861107857,0.07632442787802425,0.041213143744094474,-0.02851720237516242,0.0026910498747625706,0.09324906802258781
