,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,0.005222773146428804,,,,,,,,,,,0.12980612249005427,,0.038850640782187876,
BMP1,-0.07950090087855653,0.020762323533258697,-0.017590836020410193,0.030228296713680384,0.004041899543979799,0.03644910157044581,0.04113588190046376,0.11850427596709182,-0.020723547167633888,0.04713779632420937,-0.0281187716662135,0.07838000350418281,-0.01146778964697571,0.12853620894797219,-0.0991327962140053,-0.010792251132240588,-0.007932297439212675,0.0020236637950519112,0.11825361931190893,0.0026737056338266897,0.07061850769711837,0.022262882698320902
NDP,0.012544595198500857,-0.030029361666377204,0.008828716980300556,0.028629014712299134,-0.048192710004134394,0.06536316231549716,0.05757641638101615,0.07258532491944217,-0.024064366026443237,-0.015919209638826617,-0.015462115028025202,0.044786316044243074,0.05477157851250152,0.10251765672746779,-0.04539737502701015,0.07951827801946142,-0.0066972165894134475,0.011939934628255421,0.025195309182625372,0.0012714412650591247,0.10491026765221377,0.006047361459418769
TNFSF18,-0.03934176650933476,-0.005862100363753582,0.005511456654708998,,,,-0.015079729379388295,-0.019017927771941966,0.00954551448586757,,,,,0.08727857149357059,,0.11386170544435618,,,0.010658730113687103,,0.007855906914337076,-0.054471807143398866
IL36G,,,,,,,,,,,,,-0.01219905341666548,,,,,,,,,
RTN4,-0.01981140034920597,0.01580885077360137,-0.04755204473133083,0.06482876481261925,-0.05175542811079278,-0.012580807861599663,-0.0431344135618966,-0.16763325920100045,-0.02914069765301004,-0.012374344697222761,0.022440468281895845,-0.04937793268133582,0.0006253294314341959,0.018286596568029122,0.027360723001237888,-0.09695244375441966,-0.03547489853221128,-0.10140080071841695,-0.0786671028613198,-0.04242081228946912,-0.016535869543863477,-0.06934871236574924
HEBP1,-0.011593956854851466,0.04346257946744961,0.0393876260973316,0.05035984660161638,-0.027952560084276237,-0.041155173645274934,0.019316297655370677,0.09927508151712915,0.0015888633400884878,0.03972817267224704,-0.02060981553801018,0.004700792594752317,-0.027974194360428264,0.14570691043601644,0.023761488532903944,-0.12042523141763967,-0.005887009840092537,0.05093140693639823,0.01110827466889133,0.03946073450387547,0.09069414489285015,-0.044957455136307285
WNT7B,-0.034779288801435965,-0.022668224062304926,-0.017195136708937665,0.005882809862956041,-0.028334248555395042,0.028720961186082014,-0.04675519946046479,-0.06490511119409638,0.01688599077984916,-0.020615510998601982,,-0.010549137390683586,0.022872842112783252,0.025961569079288385,0.09270695738321955,,-0.03827778250667308,-0.02039481180900683,0.0296537058008936,0.03993007627855521,0.08720978336524954,0.021313790850339544
PTMA,-0.008130827052300338,-0.04930312777024308,0.06342597893800499,-0.029197597572165522,-0.00574927928217587,0.016182106040334907,0.06827127664672707,-0.01738884717899628,-0.0708561653342359,0.0036976260032896336,0.008048688686539733,0.043549805385045326,-0.026968359788089792,-0.002031770677095581,-0.06334048760619827,-0.008514548311386703,0.04021339524801627,0.01279324867260679,-0.06081741731527356,-0.032381304903987135,-0.10514374579476994,0.03894004556118509
FASLG,,,,,,,,,,,,,,,,,,,,,0.0563235066952918,
