,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
DCN,-0.08230638656170589,0.006907185590107234,-0.0400049176391434,0.03894702531922189,-0.041559347276595736,-0.01257622519202302,0.019177013521911538,-0.03512743208426487,0.04525238780183983,0.006715536170406645,-0.056506417671815835,-0.019639194254596752,0.14882421689616426,-0.0013356521950704436,0.02954396233744009,0.12155719861501871,0.013484285697239752,0.047049075787697674,0.041155907272245315,0.06452183952951315,0.045314936250519966,0.13188411800759653,0.032011709024434835,0.04041927432292667,0.01238423663208245
RARRES2,-0.06344894395369005,-0.05300445457284577,0.006734026831319908,-0.010678995845217334,0.05049272714039128,0.07056452497581409,-0.030532816626049453,0.026367558178244894,0.0029901546390970193,0.004767642685521706,0.043956968759927245,-0.06759169783854352,-0.21687006594684402,0.02746017666632632,0.06808409231643685,-0.04812754617079567,-0.11068043268774307,-0.003389382722954089,-0.033066009411924085,0.010419825785935383,0.03451653698403392,-0.11659894299971844,-0.07036284661037219,-0.04936589210359237,-0.0022187922235989374
SEMA4A,-0.025871226030763705,-0.028713206535251053,0.034373639217403856,0.05597302061530809,-0.02145521314024935,0.0045605689554700036,0.001847329825329095,-0.012974585176722701,0.03469636280039049,-0.03623470284161193,0.038624644323029186,0.10589807058541749,0.05419376500645196,0.0767153478390615,0.05887591667084612,-0.05443320728760042,0.05401085504815309,0.029852351695571846,0.09528907811899652,-0.011152157597705136,-0.007403027560667904,-0.05610851302766144,0.04206127889490683,0.0701872920890765,0.04130585990982889
GDF11,-0.04503149066061293,0.020516140820384467,-0.06912034919074339,0.012237301159624465,-0.03954581671449047,0.02865323431146934,0.019764682766292015,-0.021686790809899353,0.013605456119704625,0.009142091777838694,0.002248787027403121,-0.03310505653195245,0.07304119219128954,-0.04493887542654514,0.09578171298592048,0.02623375875037528,-0.011442691581773476,0.011157138852413302,0.0187324894811033,-0.004711011110006973,-0.03636601814063694,-0.04793791661011553,0.08825137034970311,-0.002251089321789505,0.02669759689022577
GPC3,-0.021735550956402283,-0.04838473834735768,0.019062813765431633,0.008407908353431614,-0.02410496769835001,-0.013225281885568155,-0.04570509537024585,-0.05562910746962791,0.03834234567959999,0.06474835340572875,0.01569600919322015,0.04814350095784087,0.1182714411311401,,-0.03844332346739484,,-0.0014672623473122118,-0.04119546057333064,0.07544661688455874,0.029109320932612717,-0.011178120123988472,,0.06645043238573788,0.07035990110697878,
OSTN,,,,,0.001507654380178166,-0.03443444279631959,0.02308887734218344,,0.04664701506038463,0.034985375723312104,0.023847595151140058,,,,,,,,,-0.029118909794198095,,,,-0.01960352359177242,
GRN,0.007348064179071072,-0.0637324666260404,-0.06625361710335635,-0.004312981624948452,-0.051913696169485345,-0.05960761346819232,-0.06374006717885003,-0.0352575540366677,0.0012953221786264537,-0.012610917373973898,0.013729616996695565,-0.11391212114327541,-0.04598030926785881,-0.02864061656544602,-0.013185270989514657,0.03386566286584822,0.065240417555398,0.04232852996555591,-0.039519417426797335,0.11656419740416821,0.05088561391982173,-0.11389980657619679,0.06490922473832907,-0.03103005712973203,-0.040962692596354794
CALM1,-0.010985459185651695,-0.03450714726105909,-0.06423448440382605,0.021464248555628302,-0.01046694831500326,-0.054183182923713304,0.03740170099879224,0.023632927797125173,0.00471885470659463,0.03109707910555879,0.052057152075037416,0.24577011964174275,0.08929307338377666,0.011337748533838158,0.014916660231477762,0.00022999304235074125,-0.025570968000682336,-0.013670275077199352,-0.038339758385450735,-0.06928926606461919,0.09916575913042008,-0.08233988552136287,0.0434594864188175,-0.0701400846895423,0.2089583078989862
ANGPTL4,-0.04389238026987665,0.031826804744650924,0.008544868872098323,0.029821361479527523,0.05797416930464593,0.05847665722595919,0.025793739792432168,0.012083205864292148,0.0450110929029905,-0.0018098916708875299,0.008877301516403863,0.040137750155453615,-0.12936835884229506,-0.005136014098251811,0.05848455121901671,-0.07881466500074111,-0.02503490276498942,0.007491768740730331,-0.1031949152304292,-0.027414492381012713,-0.0730398811288882,0.08054238413567488,-0.011558946598098899,-0.06801193146083126,-0.05442910647475864
BMP8B,-0.036691414937836994,-0.024558018380319176,-0.04077729344739395,-0.03321237823381657,-0.0566816457362268,-0.03193404643200973,0.03348420218898408,-0.034985219983959516,0.0039833728988285565,0.06114543785139543,0.042980520874809386,-0.04201632981153353,0.061654397934462875,0.0109537154094011,-0.0033344968538098403,-0.034499100963372054,0.008668094426849116,0.028315136730736778,0.05987489968268843,0.08931860938604623,-0.044374647502864274,-0.05168902732457308,0.05977338321786458,0.013424155236870296,0.017794867534724958
