,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
CXCL14,-0.0854386759306328,0.34025564148449156,-0.09291278453591097,0.0528720647312387,0.07879151704976939,0.01144002393934687,0.29833193197900165,0.2880752343449996,0.166893526344492,-0.1712609486167678,-0.061190213661931815,0.1054313614491689,-0.02220686084924464,0.3455076964129453,0.06125246435809253,-0.0093002962246721,-0.04932489067286088,-0.12000462386919465,0.070569860139622,-0.022795244986949282,0.04589061053211626,0.020453563689722704,0.2842191259667074
LIF,0.045462395430506806,-0.2089486399038316,-0.05949591721514351,-0.04308621970603415,0.005768035012601597,-0.05247602932608611,-0.1734383489149988,-0.10835370747504074,-0.1480814696083574,-0.24583995620506352,-0.0267836219030412,-0.19865736698468708,0.06868905081433808,-0.08171198232348814,-0.0471299607224559,-0.015199255340798065,-0.04873568107758112,-0.07074808543387495,0.02585511271714314,-0.109562050713696,0.008436928047822903,-0.41804652728774394,
IL17B,,0.005093210142469405,,,-0.02850934426338161,,,,-0.09184753464064796,,,,0.029292261840306814,,0.11350750735059058,,-0.032117799236140235,0.03552185148076611,,-0.017686382897867746,,0.033503789246247376,
MMP1,,,-0.0001520078895432159,,-0.0010767729663634055,,-0.05528703949834255,,,,,,-0.049233065188893504,,,,-0.005327481625737303,-0.004273307395333741,,0.03451216491633502,,-0.1387617326299424,
MATN1,,0.041106277676263764,-0.016782835230932158,,0.0018723861749549838,,,0.04610768477083568,-0.0026533419199683984,0.059311054770497224,,,-0.013737816679972554,-0.03759671966908036,-0.0018864088175031342,,-0.08082889020328367,0.04822350882625264,-0.03549924989045879,0.03794383853921876,,-0.013397929536256153,
ADAM28,-0.06265365497669324,-0.008283923707811025,-0.022900519928053333,-0.021631355248149586,-0.01108514641711919,0.09560536113373728,-0.03724849611448708,-0.10075680335650904,-0.25979173999859484,-0.005081077772732578,-0.0053932920438789075,-0.2934174890233351,0.0010031213128705275,-0.060154251649708765,-0.016764516960641865,0.02668418782938172,0.10186756565008136,0.0749461361829546,0.04111806862061763,-0.02670580929136534,-0.10239521083765016,0.041487742124551995,-0.0264111568289789
TCN2,0.023589766258166733,-0.09232081060459904,-0.06283127992167968,-0.02432929636764444,0.02712100065160295,-0.059812032868855725,0.13847873215500503,-0.08532092240033325,-0.2924397801807984,-0.01939645600222372,0.05751402306506433,-0.19142206852769317,-0.06844928025203462,0.1239554719994237,0.09565544099124636,-0.03238240794750312,0.020460747414834012,0.05153745396632705,0.05623485114956225,0.006729330745928714,-0.06353170776655355,-0.0009658763563485598,0.07838219925848385
THPO,,,0.024011805313920328,,,-0.01791046461784123,,0.03086675146504575,-0.01773243939521713,0.005402480847921365,0.031913089571253044,0.013451200248969552,,0.08922811361788598,-0.06215149543129218,0.018765578557479484,,,,0.026635593497439172,,-0.0023675439121080112,
CUBN,0.0589179948084799,-0.2434282392438477,-0.006535520246123657,0.0014288670960301809,0.06378268658363982,-0.014527200851073358,0.019059308433392524,-0.08105010231342676,-0.11589281718455974,-0.029651345577982224,0.020286867659184377,-0.07371177652793326,0.06444113005694739,-0.06651820734363144,0.09320380110399915,-0.027919449572360675,0.075960820201602,0.07694665052968715,0.017130653392339393,0.07224670011685994,0.039715466110220386,-0.03269062245624637,
TIMP3,0.09412445032091257,-0.1393355767267464,0.010696308824767195,-0.060925815378626846,-0.03542508017656163,0.11614411037049158,0.2581259311074959,-0.09516197558859334,-0.26917704284224053,-0.012573410397276833,-0.03235630975205636,0.08031292070525423,-0.046939411533870996,0.10808194835178309,-0.09050508983068176,-0.013587161838903775,0.034931227540363576,0.02330933797984947,0.05709619685820016,-0.013547314715905917,-0.08922814608152564,0.01275374727507049,0.08284095558074707
PIGF,0.09760322127504385,0.05561908715798792,0.10592703409424434,-0.052596309144064754,0.05752689750966603,0.005964293184294789,-0.0025003251660612423,-0.17058746475542175,-0.29293700928013144,0.046978713710086356,-0.005701178024955511,-0.0655315734552018,0.04188152864598804,-0.14145085813854416,0.10604692852530191,0.00935342223324683,0.1362508705610478,0.1633704436080403,-0.019365451362715128,-0.03274205437372509,-0.028264766648601624,-0.0026939074885199443,-0.07983905308064852
CRH,,,-0.020446283139343102,0.06055489193722312,,0.07145594900804761,0.12699776684822361,0.019684802464935446,0.2120470834538593,0.04229685253222352,0.033258353758884626,0.17062641684665084,,0.09623503873439285,,,0.01699387610334198,0.027633713847575275,0.003464489200800441,-0.0030449934367931465,-0.003289417527180716,0.03537192111284473,0.09834237024347751
BDNF,,0.21791254057653667,0.05890419544413699,0.017763389348504775,0.12156400479440167,0.07064656242538904,0.03274019629781806,0.17713769108536237,0.5002118617970671,-0.10812490537384559,0.07086795757466949,0.13825384220170797,-0.0211905561891104,0.1254342710395239,,,0.016751886495948238,0.037176185424627126,0.08203934006859444,0.02047573001096804,0.047723413302462485,-0.2284177764088954,0.25726999256243716
CCL5,-0.059014409161391314,-0.04824052838811043,-0.03267321582712641,0.010011839749419315,,-0.07991541252597464,-0.08525986110327874,-0.04019328865817556,-0.13538106011342874,0.005433147418774824,-0.06525410463869095,-0.201813982436366,0.03153489119643766,0.06398287154894215,-0.02170619506979789,-0.08271643270783718,-0.05339990172115598,0.01280839680594824,0.031199846704317826,0.025508592159812205,-0.05555216379057465,0.004985692382186786,
GAD1,0.0973769526889256,0.486713750544538,0.15970617714119903,0.018803367722816707,0.10771911432581405,0.2156231769405298,0.43066463618567724,0.36529473796682005,0.5076289067852697,0.28068175000988566,0.17152692676341877,0.5868391500671601,-0.020580804269910297,0.6493713869279524,-0.05306116085850255,0.09572356852397364,0.06264973682798716,0.11910334286654184,0.09984203109926999,0.11033128193668974,-0.022649676443112183,0.39337309792873454,0.36024007404959163
COL14A1,-0.02105057022464474,-0.08504113534241985,-0.10342773242915244,0.09228467242482583,0.04515314742818801,-0.007445479329841854,-0.12386085175343567,-0.026066664618826618,-0.08400731608293882,-0.022571718220730553,-0.008806364044416818,-0.21428075073024083,0.01597787571447026,-0.1443810231990254,0.009987896365517565,-0.005614796159389333,0.03217043872587739,0.042883431585741524,0.014594635264714145,0.009294249805847202,,-0.11255002860416412,
HLA-A,0.042289698625741994,-0.27609118250917875,-0.11322887282483483,0.09787594288009972,-0.08317819408389393,-0.05624981550308446,-0.40080250643453125,-0.34155615262049155,-0.5140235481464962,-0.2543366387254712,-0.10347340873219936,-0.6972065927830268,-0.0764435631777323,-0.5341496083579075,0.0577701946351756,-0.07491207404034224,-0.203088419980443,-0.1894783395153624,0.07648163462466398,-0.13863638252299304,-0.18387291036520995,-0.09151514493846157,0.0013586342413258602
CD5L,-0.05574998830920666,,0.07718015981304599,-0.023058796558521506,,,,,,,,-0.03836667236919522,,,,-0.012530943746867716,,,,,,,
FGF18,,,-0.04045787633544438,,0.10099715994423383,-0.0262866209805521,0.0045389881059131505,0.07840667498923574,,-0.015349898485207372,,,-0.014264402247240137,,,,-0.04894433026995101,0.06358836785691449,,0.04335829575517262,,-0.005839815355907519,
ADM,0.05779143371443279,-0.47346884492533325,-0.00409203288850471,0.017728284773113133,-0.1035465939558884,-0.0875885023820283,-0.2925799156007161,-0.08423180764536972,-0.20083359057007533,-0.29728950710885665,-0.042814651149994463,-0.07828253711576132,-0.04528031080812365,-0.5024217865962971,-0.1019727411375123,-0.009607238081580677,-0.11286827686063507,-0.13094457024626419,0.07618202268754007,-0.10487998726658822,-0.06688469548902956,-0.4951117781543444,0.12280115978882289
CCL15,,,0.03856560495121481,,,,,,,,-0.031465022607391806,,,,,,,,,,,,
GNAI2,-0.06371772293320178,0.022780491706272568,-0.12992619052964627,-0.02602588710364606,0.04252237891249818,-0.033877265820619146,-0.13428907972353382,-0.37065566286392465,-0.5287582777562965,-0.1052766046307966,-0.13285192434717003,-0.5744329093262541,-0.10528824369679753,-0.2760588904807678,0.08600065453406895,0.017725587754220194,-0.09378865929542252,-0.07167184956702373,0.053045215298852554,-0.1486308210842198,-0.10364988760384403,-0.04017126972449215,-0.19138260993538278
HDC,,,,,,,,,-0.2043465616438917,,0.0061687436582424805,,,,0.06968698267378258,,,,,,,-0.050851966054946206,
COL11A1,0.028542175770551046,,-0.07751799422482934,-0.06359658125815554,-0.039366548291080404,0.022859631939718905,-0.1167155208634981,-0.41421041482659793,0.08538193537736079,-0.0023599656635146676,0.026387716282194884,0.09054502636058993,-0.05302754151307092,-0.06707765839576504,,0.02806460304182913,0.04427002895676473,0.03403069403547511,0.0492529495081297,-0.052031846679705895,,-0.20119703826615062,0.10454660706294484
NUCB2,0.0033941391598700976,-0.0009465823730404468,-0.0069018461181599945,-0.03660776495170571,0.04899301820604827,-0.011623880565275435,-0.06914941187298305,0.006127508679713041,-0.10256837874107087,-0.024807842497651732,0.023264440489794848,0.030598382787470464,-0.0020366998342935794,-0.05704129587050314,-0.01748232923101686,-0.013482043836646156,-0.03564730346420019,-0.05827385572525877,0.026896385947222882,-0.03538175745049927,0.007424744850112529,-0.01284527131064715,0.014293942952543272
FGF16,,,,,,,,,,,,,,,,,,,,,,0.0033595983583725704,
CXCL1,,-0.07759959194444957,0.1166970390522444,-0.02403324899844773,-0.028092024226340075,0.034309671217547015,0.04016381181975606,,-0.019127233885555286,-0.018151584536959177,-0.010679525725061229,-0.13913810868508206,0.11373237539388883,-0.0032583578309570943,0.11533734081466687,,-0.06881476945898056,-0.10347003241543716,-0.053360556451421744,-0.013565722895186112,-0.03978548810494283,-0.1150096783960067,0.06136472951493346
VCAN,0.1113454673121926,-0.10725692465582437,-0.008215199133888487,-0.061983785464327416,0.06959033176659636,0.02981016740502624,-0.06899535233319612,-0.448183092630782,-0.46370356170777094,-0.13463665673697167,-0.02157494711474677,-0.1473738300982836,0.025490707981794796,-0.49798397402423367,0.031625704235766175,0.04190646395069153,0.09875992149488073,0.07807588289587782,-0.031085351505028624,-0.0924405901488059,-0.1260912499043639,-0.16508891847738386,-0.2878531580295771
MMP7,,-0.06981292370967597,-0.055746793378038145,,,-0.045663094911415514,,-0.06218620004044756,-0.012899631195251324,0.03734369417874197,-0.0003502823415904421,-0.11436325707707704,0.10633372661167785,0.05235894931443658,,,-0.047805389184975865,-0.06914652868723839,,-0.09904827292016331,,-0.124210232898617,
PTPN6,-0.008973824421293295,0.11412152309775365,-0.08577548960166634,0.02607397703227729,0.09544897020359706,0.05613099391930007,-0.03952831314392165,-0.14370650857806277,-0.2393806468105463,-0.04633040205228514,-0.013287856263460457,-0.2340975680385578,0.046036764974856724,-0.06132681284953275,0.0991754731566566,-0.011369265789433262,0.019000032128107306,0.04467433897270394,-0.00879845157540363,0.05313760862191482,-0.039918049584027726,-0.09081033432330626,0.06140043745424513
PTGS2,-0.010279399710920296,-0.12951174381240171,-0.08454904823784039,0.03696101382032579,-0.0502797480866383,-0.0072555541532322914,-0.17023841033027906,0.029457403066785192,0.4985317554928197,-0.0012372459114362096,0.024953197729490804,-0.03174587452349826,-0.036200311516525106,0.02391043907267458,-0.008172042674541198,-0.03997426862672703,-0.10137466300716856,-0.09687206895322037,0.04295493781857473,-0.05683523669126762,0.11633981164325924,-0.21182678992608373,0.25250026082467836
XCL1,-0.028475243584284143,,0.005238885156635472,,,-0.037031399617874085,-0.052692040021610084,,,-0.027089276673703654,,-0.05202056776769093,0.004909743210828188,,,,,,,,,0.018565459300420792,
CD58,0.04656210066400633,-0.039992423482996364,0.02732334005530888,0.0193364066826248,-0.013324311399075814,0.02110930191953889,0.006594299299251995,-0.12100496840752202,-0.35332152375015186,-0.1473023465342564,-0.02434619641367376,-0.050124049063089635,0.04434732054522407,-0.20023034711541812,-0.02858337693323795,0.028770476587378885,0.11536871646998235,0.03982782052658175,0.04970550103174642,0.007129406306681738,-0.038916944793583076,-0.10804681031261931,-0.08305995468493411
TNFSF14,-0.036444389693552556,0.04309043108961151,0.01040404592507707,0.03382557982150185,0.11582480718565728,0.001870346335945682,-0.1389873754585983,,-0.12011535641986545,-0.056022911693942815,-0.03539702691016843,-0.1603405082230453,,,,0.1398784012738735,-0.01641681899021846,-0.02586473150551018,-0.016151364675806756,0.06147616082237187,-0.00680330642858063,0.12713972175592028,0.12741608923355052
CNTN4,,0.33183109168803765,0.10547770116563943,0.08337690267504227,-0.0015557502543705841,0.040223186872120786,0.3384040356258071,0.20154157379857776,0.2717261875112218,0.13542652057043633,0.06832852705820616,0.47471630642790336,,0.26567649011338784,,-0.02404410708720052,0.10163599619911558,0.042210933560439104,-0.04454881273581817,0.06144837386638406,0.006928347630565309,0.20412214955126465,0.28770922176418634
NTF4,,,,,,-0.029195778410461386,,,,,,,,,,,,,,,,,
INSL3,,,-0.021254837089834243,,,0.041785415004879194,,,,-0.00525473032928827,,,,,,,0.08645385602000517,0.09861811728782241,,-0.003716979538314892,,,
BTLA,,,,,,-0.0437623865995442,0.004724338458322046,,,,-0.006702084216202345,,,,,-0.0032101247348076695,,,,,,,
MFNG,-0.010828500517484477,0.2116196357868394,-0.053893327197592066,-0.06581664963808737,0.0765987957228086,0.019276577279180647,0.0007631994899389944,-0.21572218969035203,-0.24308334790558503,0.009113386140954182,-0.011557389260212847,-0.14856485332218863,-0.04245350450150061,0.028474163094247502,0.034889389392334665,-0.09118935255526947,0.08831755854576241,0.05473129085838613,0.026520450171228938,0.014584937983515008,-0.08963232299699359,-0.02173350526258913,-0.040052347357713236
ICAM1,-0.006471071403602012,-0.16385678161643785,-0.06857533964074589,-0.008189059861947599,-0.06367980021290222,-0.04256052208137462,-0.2683096922573785,-0.10047506700921051,-0.31005120364831595,-0.12695698753642448,-0.07104866302504395,-0.27612496354754185,0.01270708541498078,-0.07582001673720488,0.07964051532812312,-0.03398192864707048,0.027151699623911663,-0.026286161037358664,0.05414758240792081,-0.08131537081923748,0.1407020024242086,-0.21716350726713082,-0.0064983940850302695
PROS1,-0.005498796667057628,-0.14142652930909344,-0.06819130984690105,-0.06536366736407952,-0.005223954529131104,-0.05375136947181075,-0.2410414876237556,-0.21781075262932625,-0.4134649550965471,-0.14501349040384603,-0.05141027457354788,-0.16806515660241933,0.026824910236203932,-0.024593259111708662,-0.012914894606821898,0.045255113386546995,0.013454877460521245,-0.02898489682843476,0.027489880500610624,-0.04605072917427098,-0.04461632801058386,-0.16827952435622626,0.04764297364552205
CLCF1,-0.016681877674825003,-0.1370105269073948,-0.10409518065955457,0.027497188825898154,-0.06479500601749051,-0.010977594424274031,-0.18521500930950513,-0.07302370184410031,-0.07601450098076917,-0.16404132240613675,0.0036421319299069,-0.2126281672559454,0.03361420237028982,-0.13937982551905492,-0.029698807739064383,0.0428871884767807,0.05327172110723146,0.0400614564883151,0.010627411954310988,-0.04982616331080321,-0.022118616838264677,-0.27434976709805925,
PSAP,-0.1296457096251403,0.35569987891138366,-0.14352877115156,0.10639579429572922,-0.014903287090484666,-0.018750432455960357,-0.08573283941496888,0.29294803400559066,0.1997023782711791,0.19293453424667592,0.04187455640314606,-0.29154737866710123,0.0016478999886544098,0.5657718000803528,-0.006680612420152839,-0.012112810911387134,-0.08033655989764925,-0.05772987186513008,0.028233803483533278,-0.018586173860515674,-0.002238743058970976,0.17578433662455237,-0.15346180044815547
EFEMP1,-0.09643950091600802,-0.28591395795986185,-0.1226086869147378,-0.10539776650627036,-0.039788740623102885,-0.013332727780904836,-0.4350018258563889,-0.2533731154319011,-0.46140991383811497,0.0592084137238919,-0.10799409715366465,-0.5797010899636397,0.029175100005445428,-0.3508161777057782,0.011233016354366004,-0.0023693555577071245,0.04520395981950302,0.0172726912909486,0.0504476477111578,-0.09632843172709676,-0.12134093966569383,-0.24699142234881233,-0.21677642702714575
C1QTNF1,0.08650574593661749,-0.35373129543172727,-0.06093605876255321,-0.05298373021718453,0.03436577669636919,-0.08732150981362224,-0.05372005692313045,-0.04277214327263503,-0.27911951957800496,-0.10702376567258069,-0.051121183157202224,0.04915570015225662,-0.022807763132455427,-0.20425909060450423,0.05231938903388355,0.03194728090382084,-0.09388922142252683,-0.11645533372626558,0.026768730661919943,-0.13597040478696287,-0.048264547051844874,-0.2689019842340341,0.09917044184344107
ALB,0.0032116293819824965,-0.026550178257430675,0.01842561718804042,0.025283909254287903,,-0.032464013811283506,-0.047426725894308054,-0.09290392490139995,0.030336056612221548,-0.03905967391100342,0.0051542878465966994,-0.17109270324781667,-0.013004533836543814,-0.07406297038439129,0.0014441989094362612,0.03859360263790773,0.034224761759738404,0.09601101339690178,0.030619628250155885,0.013988378048790173,-0.06708756297594579,-0.1199333968009884,0.0649011811962841
CCL13,,,,,,,,,,,,,0.037194865866363336,,,,0.0048773894767693395,,,-0.029247669900590835,,,
EFNA3,0.040319260445550884,0.08489521154460003,0.07911089324553557,-0.014733121469956542,0.09724673913000542,0.0032651165572800778,0.01915336898009417,0.25386686521034846,0.506535461777758,0.12936247786521848,0.05903432924206045,0.39450199976150707,-0.007156592175615396,-0.0035470873989197414,-0.052172682139442164,-0.03795445469804119,0.10422454679849036,0.10540379889901737,0.12621915524836586,0.12273290191609662,0.025618172857693758,0.25265976412546665,0.30666412066027976
DRAXIN,0.01753086913467115,0.19974342124223984,0.014670490720672653,-0.06105487520072928,-0.0203799956934227,-0.023289839783177703,-0.01201717571167986,-0.17943660289170443,-0.2867385614738492,-0.24336147916690543,-0.009978443512750127,-0.04018046521678,0.07658644967439215,-0.2325818996059948,-0.03892748736154639,0.05175318497649511,-0.06486542591718268,-0.15654793187063235,-0.00324771051210659,-0.03715041701748241,0.08157921120883001,0.06561784464326866,0.11525467345419645
RAET1L,,,-0.038081624841038664,,,,,,,,-0.003187314344270908,,,,,,,0.07125111552367783,,-0.006923244838518286,,,
NPTX2,0.04440641571618483,0.37910367518993415,0.28451284768348906,0.15642780087600064,0.05489219311280005,0.17754592918873355,0.3109585239150765,0.4409793075733314,0.5942434665378435,0.3454465912219578,0.02011449055221401,-0.26456970424250015,0.08833453923934971,-0.1548605536374403,,0.0679098786951089,-0.016320466604339192,0.09921607175476903,0.0007995006177571121,0.024141465277469312,0.09859560437169292,0.09615994857054364,0.15844681349812798
FGF11,0.008605716998997497,-0.26120694588943677,0.05223918431977513,-0.03610080127154833,0.03467389341349781,-0.027685260975046786,-0.12300770784386117,-0.2705262540448795,-0.29821001167104433,-0.0898788059577998,-0.028475623945343427,0.08881720107128811,-0.053361354712133054,-0.2911282098145504,-0.03275560644670903,0.021606107950793277,-0.020483574911380056,-0.013830985505442428,0.07194567560562215,-0.039638582253979,0.004273917559959323,-0.1976214007563328,-0.05218034890778878
CD59,-0.07027364658921306,0.2089927296386317,-0.12777011912713684,0.10743875367574558,-0.05733464047562374,0.02035231419848862,0.20979191929060545,0.20766519532421646,0.2818143576180393,0.065474781157422,-0.008002013262907408,-0.21700209588824343,-0.06650397051904344,0.4149457372968302,0.01069932842270413,0.01121264055888514,0.017062026016560723,-0.0028260090339977994,-0.020630810197915996,-0.03315219522199791,0.05509739424030347,0.24577301783765945,0.04080254510744609
COL9A2,0.01617161962461355,-0.05755657320957937,0.07307849945566432,-0.011456642877121424,0.009105640103048596,-0.00013265496371986382,0.11874095929226072,-0.20250154832794431,-0.22408124110599761,0.07045120350423975,-0.032537432601206395,-0.18525676552021628,0.032027080374557475,-0.14243212008020073,0.03505834089282867,0.002309455774518156,0.18100953037924625,0.1256031033039322,0.014077011091204697,0.029699310807279937,0.004356579409113519,0.023985194519196843,-0.06319492114820456
DLL3,-0.009653355204043803,0.4092466408142173,0.04077981922571099,-0.058825306535408455,0.08856107117023948,0.053021437845696226,0.10925972339287607,-0.2880379224759264,-0.1314255941080716,0.19007934444097474,0.13037227119224748,0.3167389439968303,0.005960775191153151,0.07039483024421983,0.09115927279414111,0.09212153013646164,0.20683438526989434,0.1642566961436715,-0.034199847342770096,0.048399048243305084,-0.049478422805151724,0.14447021106719535,0.07018898951381114
FGF5,,,,,,,,,0.10611307158372764,,,0.09839095041649083,0.061694868518324494,,,,,,,,,-0.0426529942361072,
LIN7C,0.0883422462307123,-0.04227538698421988,0.047564545649366914,-0.009700302005471236,0.02941886304669004,0.02144289318219755,0.0410915460499493,0.010238735472131609,-0.1080197723279404,-0.07790823213521167,-0.039011924971155104,0.24614970623457302,0.09453469846552356,0.017889256170113887,-0.019358160969204133,0.012821287388547344,0.08187502977364579,-0.0046049161336133,0.05809757094223217,0.06779187195031963,-0.017514000879741597,0.06005787863957345,0.061190044464283486
GDF7,0.03643373797531896,0.10577106718453574,0.04275571654380255,0.0028104207760098433,,-0.0005350349555977999,,-0.03296770995529418,-0.05285039896506446,0.06776305506194623,0.04949220097518093,0.2446984550040838,,,,0.06015815957541024,,0.010456573445104322,-0.01984350160271612,-0.06239980492177057,,0.07832419195319905,
PSPN,0.020168857163929084,-0.02281409957553504,0.055420683834218956,-0.016919724456196494,-0.02943495587729535,0.02860498015907108,0.037088167503501565,0.018443958555901238,-0.0643855560738741,-0.05240860808101519,0.058630755535846256,0.047935141636845736,-0.03799640029327524,0.0314588279655628,0.04916330148669995,0.050624982868386945,-0.007920017458249438,0.08404573227811542,-0.011614356732211003,0.038363253253566286,0.0034147221635004075,-0.012671785862714712,0.13191724527200133
ANGPT1,0.06800211657147291,0.0648478352768906,0.0025306853366878967,0.010337669543657902,-0.0027307149470954892,-0.01943922113272223,0.054081472725951873,-0.03429347085627389,-0.2686004969119143,0.22230619514989125,-0.02798501749182486,-0.19199685360517796,0.07823664886957131,0.04217021653924693,-0.08812800878582731,0.014481834009690777,0.035925239038612534,-0.01615799963697925,0.02087142895385971,0.02813402195475446,0.07547354977465301,0.09993204491675897,-0.03146298188637649
PNOC,0.014745942774025996,0.38799981518813814,0.16270109805156346,0.07243920386365574,0.1485565818931192,0.26650516262304125,0.41860219797094317,0.4148744940509498,0.523830077751898,0.2948550171534988,0.10803720563974187,0.35590421164143,-0.013004533836543814,0.27349161656888965,,,,-0.05081802727308086,,0.026289876506260926,-0.03084839147001198,0.4011652957489875,0.21972957003837149
L1CAM,0.01079804483654998,0.49678451867360823,0.2275431551273504,-0.04163204366161726,-0.10145951844465302,0.09373230744482426,0.021492188311930754,0.20103829756190705,0.4112620287701026,0.2661769487867817,0.1930778203915677,0.37515412762048506,0.026329538721254937,0.6975777434903647,-0.006280605020080847,0.045046893499343856,-0.024680694600001798,-0.08492470711762784,0.03205794700967508,0.02400798049529242,0.08417834754156338,0.3698196505220643,0.24217582491768916
APOA1,0.08936395698938918,-0.03889998180334011,0.08370722331618245,-0.02217536855284534,0.005676221718355092,0.008143191465545648,0.034339186972035245,-0.06151390328399341,-0.09667944020267953,0.025552858347933076,0.015499063978568506,0.10615014726436976,0.08347038390852005,-0.032702801450804106,0.09085543786397719,-0.004945220984683689,0.09105953348117252,-0.02857089823980815,0.024536296084353492,0.013120997809356341,,-0.09944751174248824,-0.03131026930887728
PSEN1,0.004061371044832719,0.05562258461314496,0.012418628284110195,-0.038089819436359265,0.05829793787575834,-0.012491640756511782,0.13749001196389507,-0.029505604723847226,-0.17745533615559778,0.016849935071390616,-0.057199081227039046,-0.31331824018035137,-0.03303611247245454,-0.22568778523664215,-0.10945161686134852,-0.09528653674498998,-0.004562799524025106,0.00162107704764116,-0.03785409021774668,-0.04911050224226845,-0.01665467113068354,-0.07196232369936978,-0.16699444360353408
CALM2,-0.05939193146981925,0.5048552591419795,0.23490608821524617,0.14741303068017517,0.08954460964784142,0.06035914522503852,0.3686117359030349,0.5534043227117601,0.570509015152313,0.38187769059204435,0.21868669887134642,0.7121813555503974,0.01058774119429797,0.5954368719415448,0.14964082112966104,-0.05781359174087432,0.22477999740321258,0.1458216604268466,0.021472827445003985,0.13927262008146726,0.09488474907818062,0.37956756263249525,0.08557507995425376
CLEC2B,-0.02519581458135084,-0.17582550593098825,-0.07863362906794037,-0.04012634808260796,0.00966544208963393,-0.032694711292533374,-0.07218765607843501,-0.07058976715723812,-0.3164886342058517,-0.05510706522706276,0.019835450767548054,-0.1766146045097363,0.009556012423522395,0.04275036491453516,-0.054015176977815084,0.006735525905438671,-0.02616537305911468,-0.07276154068454617,-0.01704021017889701,-0.04737711162754479,-0.0007617385172548247,-0.1304332634232509,-0.10606901750374861
NTNG1,0.02317860430581416,0.2152295372607672,0.0332018857549615,0.02130920865155674,,0.04807402788802586,0.03109130613842304,0.017769061766737117,-0.002961901206669236,-0.0015484124326270777,0.021772664126829894,0.13925673159110583,-0.021310676148482366,0.2849219026709478,-0.05741013429063363,0.09657567468521323,0.11913658265060104,0.10224581651224651,0.06702819817928998,0.04676936444704032,0.002239121494579646,0.010593846251464601,0.12923229298393504
LRIG1,0.008974338931592978,-0.09003735647426096,0.08975068536314404,-0.034788036579291436,0.037963615153910724,0.03962972955730421,-0.13511867833232105,-0.18627160568247514,-0.3259553124288821,-0.05829402035832041,-0.06851625684000434,-0.184981303888925,-0.07622308723844519,-0.2730475172620093,-0.06145682293511241,0.07364219048850587,0.1976209549556226,0.16117371349547974,0.023482898849067447,0.04498270143335721,-0.07368061960879765,0.07847413234520505,0.0031586320060162758
CPAMD8,-0.02595288289891823,,-0.05165361073424961,,,0.03945167974934146,0.014051928036500488,0.055248570630414356,-0.04460988905055691,0.02756823890038625,-0.03892047359546342,-0.050755627795048136,,0.1218223964113109,-0.06148300451946533,0.033157819195515324,,0.09474704163702558,0.028374300269561087,,-0.03072702751640917,0.02756982584771621,-0.10081047981590885
GHRL,0.10796084990792278,,0.021734200491111202,0.026050402244119565,,0.024546259530255778,0.026610999716799148,0.04376846826175342,0.043217375826894985,-0.006034411209754791,0.007371816709694108,-0.03246980942293214,,-0.03521988917258411,-0.0345951614081238,0.005845895975305679,,,-0.047441304461248134,-0.02527554040514235,,-0.07478379284611128,
NPY,0.14154972849312844,0.32039925114800366,0.10124025211595536,0.0968005927355997,0.03492782989820826,0.03313395626074386,0.2615898649203558,0.309049416892163,0.3318421466488772,0.14050388907614209,-0.03485146027524924,0.05074698522321736,,0.1928533152113982,,0.03729044521737673,-0.08050641223859432,-0.045882649686567974,0.09249185190830791,0.03532807729226813,0.10317548155758863,0.2616561492877201,-0.11517034145183393
MMP2,0.01748229862279824,0.23646971335317354,0.025407441284775976,-0.03868961457828505,0.10752818224030813,-0.0005904346229259164,0.12848703911543555,-0.27165010361142894,-0.3959350117333932,-0.012359447804973996,-0.0043787415191505145,-0.19769950639677086,-0.0695560041912048,-0.42876381605202696,0.129820992746326,-0.007949001085633097,0.08369153883292633,0.036186441460478926,0.030149483895838408,-0.012256463056968474,-0.04850198541278376,-0.009996567756334463,-0.027614315448268343
LHB,,,,,,-0.004191694203340439,,,,,,,,,,,,,,,,,
PPY,,,-0.008404344958055737,,,0.015355927700299617,,,,-0.035577331714327844,,,-0.012028613896471939,,,,-0.007278301777088984,0.0448223834520308,,0.04018085556924194,,-0.0666007240150041,
ALKAL2,-0.038864655701062546,0.06344336953850893,0.03080022232067733,-0.041402252736125494,,0.04572460749956884,,0.04674263215666768,-0.0029424490959310667,-0.008591682998219993,-0.07187634682972614,-0.27256681024713547,0.06937758181412448,-0.13272931324681644,,-0.001236616850475672,0.14109376726363648,-0.0016321179157948538,-0.035146119720012844,0.004555414291474501,,-0.09011937548055157,-0.06639420629156555
CSF1,0.02480770856406373,-0.3104670142654503,-0.05609479110392974,-0.08806687308584257,0.0012335031591266317,-0.03660298787356311,-0.2596644326745228,-0.2378218957400659,-0.3549942684392398,-0.10590111818670583,-0.06769028311671457,-0.2517874960987526,0.04227635933348324,-0.26901771062399077,-0.047917436358610094,0.007317950879515446,-0.03277214546429468,-0.07783694860754024,0.03736516193554538,-0.10393618608132647,-0.004952457209570408,-0.1530160076112021,-0.09694076829685795
