,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF275,UKF313,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
CKLF,0.016303760143766038,0.015423754331237247,-0.001965621054431359,-0.026543041709483094,-0.011918810305677052,0.10353437114842796,0.022757428104163428,0.04892120537689886,-0.15052004144251566,0.054630939614865176,0.0488643512349074,0.0024667812843436826,0.06535826038270585
APELA,,,,,,,,0.04583041189492179,,,,,
CD24,-0.05294733388333832,-0.07648366083752166,0.02375622628027096,0.010396831176646809,0.1583159440893804,0.06813645896695956,0.05932414231329609,0.09960946199325175,0.2089424965946086,-0.0026264384629875836,0.017262380910274575,0.018279223240782433,0.025047236684581437
HSP90AA1,-0.03711232092983644,-0.026788714144100174,-0.035976432129731506,-0.0015845167128658306,-0.020030152898582697,-0.10298322519871439,0.06545998829593987,0.04209231856625643,-0.027267589067509486,-0.07796736001779127,-0.08093445193634592,0.0338152877753384,-0.07740798927937557
BMP4,0.042653670786625256,0.058914919016934075,-0.019518410562488077,-0.031002107491932933,-0.04929903490691385,0.08707677355419381,-0.020248967271978828,-0.007963405580416761,-0.051931218673624345,0.020706154358104533,-0.03254834720346082,-0.01699064291254687,0.043768838888026566
SCGB3A1,,-0.0057545918399637365,,,0.006615324632310668,-0.023960594726528946,,-0.004535490763777269,-0.051435560744823514,0.11123809228350842,0.009806865739050822,-0.0014782336174450448,-0.026767754972579317
IGFBP4,0.035832136732880014,-0.002172459631010529,0.036735115701415064,0.027856526931971947,-0.029756158623004552,0.07362331560165583,-0.05581754599774439,0.07484620817791973,-0.011634129854233686,-0.04106457872091711,-0.012843580868452966,0.0021721416812983934,-0.02799229942088766
RSPO4,,,-0.01977548192015392,0.03580486395310543,-0.02402301028146639,,-0.014777271202976453,,-0.047030300751518574,,,-0.02342222222681474,0.01207863854812144
LEFTY2,-0.00897028193146374,-0.02193517998504487,-0.02930661439057062,-0.019374687843524297,-0.03987581565815033,0.08471297857260694,-0.03639125687973823,-0.023147071266276846,,0.07252886570628504,0.05533306216231728,-0.00801792395062519,-0.01909033214330872
PF4,,-0.02246479738732797,0.023718894411401424,0.022236108176457717,,,,,,,-0.017040216448831375,,-0.01817891707460986
ANGPTL2,-0.04850014512552449,0.03201832556786746,-0.019497999059445603,-0.015885066169428037,-0.03382416906027656,0.14796063817831698,-0.008141497929841623,-0.05444443169215213,0.007510639776321679,0.034851485910600576,-0.0020374034316983486,0.02388711335295194,-0.013510645732346931
LRIG2,0.04691629412367067,0.06870065854105571,-0.0682474432457046,-0.02070798824796191,0.024648093848783643,0.0759971893047754,-0.09149040992992626,0.04532184650441102,0.02738871790661431,0.04577485668954676,-0.011076529109407294,0.004661608754592701,-0.025033865616818026
ICOSLG,0.018703500857110394,-0.012708061679042931,-0.01723862978869744,-0.055648415519841385,0.05751468271094954,0.05097742058309879,-0.015547621463851661,0.014874463209628618,0.0318670194754983,0.020439037281142394,0.07035622380056249,0.03392301404113866,-0.021241339556166715
WIF1,,-0.005004609540367935,,,0.045379459563771575,-0.11498300679268522,-0.01140327017758192,,,,,-0.02177322428091374,
NPPC,-0.03737561781653343,0.004867555386540856,,0.06648660926638963,-0.014939009884280903,-0.022323605175610963,-0.02224415687840827,,0.251044141700707,-0.03345818299282989,-0.03224123189739463,0.0039294971934614184,
LYZ,-0.028634983803145702,0.03142980030501494,-0.05027125891487141,0.05862684844038253,-0.01189803441504495,-0.003075811955135114,0.0028244984005739862,0.050567778194609316,-0.0834452204657565,0.06749874773461209,0.015527068696434325,0.00030073457588203107,-0.010937086461443726
EREG,,,,,-0.01255624417213281,,,-0.027066887058834397,,0.022018310225605433,-0.03078736803195057,-0.029172772683815303,-0.027454375682184545
SPTAN1,0.04987668626103167,0.038060907301360004,-0.031133128085872867,0.01478272747503576,0.007073224369214582,-0.062431474773645995,0.0028309638083435992,0.0957061995850867,-0.06567847505622158,-0.007839799194239631,0.014201337611626069,0.01484711618372077,0.06835118208099163
PTH2,,,,,,,,,,,,-0.02637591266506455,
LIPC,-0.03400463865431511,-0.027502816757082636,-0.0396354562425938,-0.01625542787029061,0.04614569661352054,-0.029107891729345598,0.004722614621206507,0.03597870015643808,-0.0001719680284290887,,,,-0.022985031861028554
COL8A1,-0.011275863231051921,0.009487165801992097,0.002100112404319085,0.04014723927202863,0.02039881934738741,0.030674908774789858,-0.03797709343659712,-0.05279593743434924,-0.058193452203385516,0.0490729306944423,0.042041977145993066,0.025191246176295597,-0.0374528561644499
GSTM2,-0.015982120199894683,-0.03068204092093221,0.025764354025781,-0.03987479816826273,-0.035913623848490554,-0.015872799425476192,-0.027010638056432675,0.06619934037583945,0.04413743154609748,0.03572373775062446,-0.01564167329878883,-0.04230295662536257,0.005878956137023537
SPX,0.02184959219027561,0.004771574425484666,-0.0017155037965174717,0.018729930072904435,-0.012449687050184313,-0.03678808328475285,0.06366101308763855,,,-0.0225975595612348,0.11180120979069148,-0.029860443961584673,0.13241160883914757
MFGE8,0.005242103417840152,-0.048419069832223306,0.00615150494921994,0.016180368734403032,-0.004619105662892149,-0.0004024325243999229,-0.09161437748111229,-0.009770112240323143,-0.03688000110807863,0.027819563601024312,-0.01699576234411342,-0.024668056418795818,0.008192346135346647
TGFA,-0.028304054874837812,0.009449047361117109,0.028666200517338897,0.011047021793634962,0.09214524249072509,0.028140691263797445,-0.06611065050252286,0.029229289068052885,0.011651315383781485,-0.0067494174602963555,0.008426614325540007,0.05164570294533011,-0.02893112095142086
SLIT2,-0.027334001410439263,0.06986104941470249,-0.0021316315526051415,-0.030786175097915373,0.011571226377162538,-0.007964986852467168,0.017813606130822345,0.05191214326133942,-0.03916477707677491,0.0495907390520085,-0.0031071691436483258,0.01989931032188918,-0.045611249042746216
PLTP,0.04316891171485629,0.04673634157829828,-0.02219805710224351,0.05670271657073221,-0.053649563655641754,0.038834046711572284,-0.014802689089588593,0.05170876492943167,0.07216031826951091,0.01906580149558442,0.011070443573306327,-0.019885956347161355,0.025844560301175604
APOD,0.006341503442873858,-0.06341231601761142,-0.015174247947117601,0.034119173540438405,0.10012317472273291,0.03457734139788406,0.030114015296002637,0.06125556105278369,-0.14003046668278377,0.04719099612597451,-0.008983184601277104,-0.04130317504020368,-0.03731399704723977
B2M,-0.015501870710852477,-0.0188181962853926,-0.0354165207826582,0.03669445247315785,-0.06697425639517915,0.10243674753251482,0.04117351235558126,0.07443471939457338,-0.13789644982820087,0.055780722217874765,-0.017365086757559257,0.011960227499724908,-0.07715241824922518
OMG,-0.051643822144972075,0.026674881000069813,0.01647807961958637,-0.049783096950653916,0.027808549537475715,0.006996636227136888,0.015797359557026453,-0.017141608290410525,-0.0035150172991806105,0.049084429363339184,-0.011990040089479938,-5.241478823679735e-05,0.10100721358942777
CXCL3,0.046803892984823084,-0.002327457780560659,-0.0008754819381308284,-0.02441755490322554,-0.0287120023863979,,-0.04866379379823706,0.03159540386056549,,0.04865357890447316,0.06396777901921871,-0.05472399730724849,0.0010513213229097523
CXCL10,0.004299033501433373,-0.004440666886029866,-0.04418919429124245,0.0018343684478818352,0.016051101098942328,-0.01157578197035884,0.0042999303638463085,-0.023357197305497596,-0.019407181825466826,0.054425473769664626,-0.02285587015679523,-0.008628197655843937,0.06329321328807164
RSPO3,,-0.029417151822552463,,-0.010504577537266264,-0.033804247258841166,-0.04422466726745682,0.003345723693009307,,,-0.013847754215378795,0.0415589191906987,0.007935614414692637,-0.012955412897259688
CORT,0.04498963009689961,-0.00042809450253453293,0.007499974844234813,-0.023557321722760653,0.016096330102110614,-0.008882537990971771,-0.03493250156215208,,,0.043881197631872426,-0.017831720425889517,0.0004255818327785411,
NCAN,0.05136107725235821,0.022374172777529556,6.189088100819072e-05,-0.004943112688405345,0.026793544999730697,0.06503753828406628,-0.05664097209249004,,-0.18552779576580156,0.019693841767406208,0.0014346791488337406,-0.0013486163815860943,0.05577754601201916
PRG4,,-0.03256829277553684,,-0.010367565019612987,-0.02420371967384891,,0.038616805916372406,,,-0.024548155429242758,0.004122042391795606,-0.04796018574128423,-0.02934750174204717
ZG16B,,-0.007779972897034823,0.032457610069316606,-0.012032827155778336,,,0.09846516129045897,-0.030535190878511958,,,,,-0.01615400562288603
TGM2,-0.02712391942903466,0.009647505936562247,-0.033691804168915776,0.0016875594149559814,-0.03268446582463725,0.007959053307966295,-0.02135244813783924,0.08005318653220299,-0.09399102774625433,0.06296789258753072,-0.031272652539477766,0.02521078333900644,-0.029957013878110804
VEGFC,-0.026559919744895907,-0.041351926893816976,0.02690988159097041,-0.0029125987287663972,-0.015746851881168727,0.003646047524210142,-0.027185159206625006,0.02484512295886326,-0.06060925668769563,-0.02884391222314233,-0.03572826881483835,-0.0399750982242431,-0.03210173800839456
WNT6,,0.07177020362256899,-0.02930661515970816,-0.014339677379490526,-0.021526332391105477,-0.019252524011076043,-0.022467562317915316,0.020718387459479303,,-0.007720961926576093,-0.03314104942226815,-0.031085111378533425,-0.019509281813800173
NRG4,,-0.019946092494110872,,-0.012617800902182839,-0.013288669700281506,-0.02356864844123781,-0.00497523931532733,,0.0639108639163151,,,0.04298749787240689,-0.012955414349252379
PMCH,,-0.02298894501691913,,-0.017483192420608553,,,0.06031474746965354,,,-0.022781010103185333,-0.02501885774411697,0.0636792350148459,0.08104163186421955
COL9A1,0.00724463734009948,-0.007163683793514583,4.507463878940676e-05,0.1617278781247144,0.003233905217546236,0.07007643350351869,0.01625250463213292,,0.009428437511015865,0.021339322488157456,0.0017038258121476648,0.04379883491903262,0.06879743597677207
GDF11,0.015579532078477627,-0.002551499874388714,0.022583564869646456,0.041803296150452474,0.08236928977766207,0.05814432861375009,-0.019067793288803488,0.09222946759809039,-0.020602735712168564,0.01546724793983758,0.0584156200716489,-0.02823342514546619,0.03754977933111456
RAET1E,,,,,,,,,,,,,-0.014211997490427883
IL24,,,,,,,,-0.0192553868350975,,-0.016984972180522234,-0.016768518861119346,,
SORBS1,-0.0070097589113611415,0.02992663069195143,-0.0032088087813072408,-0.0188867625124435,-0.019150260977768997,-0.010776062684622188,-0.030770246713416244,0.015196237298101618,0.005707464396670438,0.04419473532997005,-0.010416395250194619,-0.024937695431663198,0.05423715027690598
DLL1,-0.003241588685644768,-0.055143638063962004,-0.00935970288008431,-0.06790676557266934,0.05283222033988036,0.0724143215190897,0.015713263631324408,0.05836531853812895,0.08723959605064273,-0.011820513136245764,0.054814786605243124,0.035325302311775185,0.038510824452459236
TLN1,-0.023475975049565216,0.004187200709725204,-0.001817385687802574,0.04222034966022539,0.010476591720352549,0.07130680221395587,-0.05143662562507966,0.05714429917855024,-0.05626276209236943,-0.03661838709709451,-0.037435202138521015,0.018264693687426514,-0.028753836580117677
COL2A1,0.05438372571541901,-0.024971478030763897,,,0.07961962462024488,-0.020857713736548163,,,,-0.00022909036677531543,-0.043703889767609666,0.03534486794569695,-0.01885450457416425
SHH,,,,0.09547588850534741,-0.015099811256690803,-0.006514399219226287,-0.02420690546288663,,,-0.011332083810789347,0.061868771282001335,0.011776635266856116,-0.012784401430621598
PON2,-0.03324463682011646,3.5384391784499895e-05,0.03507537526244645,-0.05640003812221562,0.021148936112807423,0.008315642482512745,-0.04012434754953795,0.049894617674051796,-0.013248688878884873,0.07085217487300186,-0.020759406615132515,-0.035250052823338894,0.09762859683403383
ICAM5,,0.006093254286898577,0.019428627257532333,-0.016791423799277706,-0.0442463289605449,-0.007222310230204559,-0.024300908317447745,-0.018227589524244664,,-0.04747766925931516,0.015185759869636323,-0.03703614263077284,0.0034860622241422025
HPX,0.07159988049633619,-0.025843081936130642,,-0.026213639978875703,-0.007318145731086236,-0.01925252530979466,-0.019812134445802886,0.05250199410078985,-0.048830488867211,-0.0018308741734679966,0.03525051034473338,0.03448094991716576,-0.02989772809591782
SFRP2,,-0.02879193231322042,,-0.01226996544616715,,0.023012180620271196,-0.016512118491171814,0.06268826980096835,,-0.03936999609564295,-0.04563537216110949,0.013113770019882303,0.025840961190945252
CFC1,,,,,,0.03608311875842403,-0.012705501809786038,,,,,,
CD70,,-0.03309004421836749,,-0.02085545011075928,,,0.024587267972176665,0.022812081323112524,0.05304364728518843,0.02110546565866402,0.025684361516340844,0.07139327677944776,0.0013207497262037757
HP,-0.0394073303676061,-0.040401962416633894,,-0.027497236374059358,-0.057959955334360186,,-0.035804916320549926,,0.027577992758362455,-0.0010549605771835024,-0.007498500060048668,0.032046405470758536,-0.019379882877259703
CXCL2,-0.007757964373817421,0.02193526244611609,-0.022503191562830028,-0.03772789771152001,0.006158359532447175,-0.029755611319603564,-0.03762296079581233,0.04891489372736842,0.016071744543015996,0.018628309935971237,-0.01623930401211394,-0.010470556739473622,-0.06899816898691001
NPPB,,-0.027938551971018816,,-0.004163811241429114,,,-0.011125454100736867,,,-0.025449306303802707,-0.04888454817660798,0.046087528846739355,-0.013141825009964931
CCK,0.041525425159419045,-0.003866320880268808,-0.03897496494740678,0.018378060934674006,0.023340967261411612,-0.1566509262701374,0.07134787498413261,,,-0.04038079739991278,-0.03591911240124713,0.0354549645563481,-0.017048494744646137
SEMA6A,-0.050474070964467196,0.017875495907548784,0.03453511308941978,0.003117009352185423,0.030279399450142946,0.08140602134090094,-0.004673931728653316,0.012949250960424827,-0.0698034184466357,-0.03873514887921909,-0.04196774034537234,-0.0025843744368202978,0.050532716680096554
IRAK4,-0.025946006198376923,-0.02353369470936721,-0.04890984877199743,-0.05701985069113206,0.0333609954229654,0.10580443494484372,-0.014239592381966022,0.0532710026049205,-0.06953884616843155,0.06913699493636817,-0.03202326625547506,0.013132700900652407,0.05590897465863156
GSTP1,-0.025032248456490627,-0.036001722833245764,0.021515556483148988,-0.023913234636224533,0.04962738854054724,0.09524300591520177,0.03483409074907325,-0.052033561928127206,-0.1344164281825078,0.05863057856293969,0.07273615494169176,0.0706815582737498,-0.004991131975115398
VCAM1,0.0451022669291235,-0.021830636093029536,0.006921071989733552,-0.05632040997580746,-0.025627779676728545,0.0983968289495158,0.043352184316132004,-0.0207059188276901,-0.0830361317681708,0.04510469020914291,-0.039366217973570206,-0.011726735644049495,0.011119808970657827
NXPH3,0.006570314446519693,0.032916594659339826,-0.003837578868501902,0.018619899799641855,0.038413764791020516,0.03032742211395248,0.04970462241853653,-0.03633558050072276,0.025533387385767943,0.04006881988882412,-0.07120492126079826,-0.02582995402958416,0.04073492810683659
MTMR4,-0.018689525417617425,-0.04313815026459265,-0.0008180825522931615,0.0327664528655894,0.00623244782512745,0.03746773863944102,0.004289961851335843,0.056400709123635755,-0.032903966557960525,0.0007236073021605328,0.01803241507250866,-0.03766021172918461,-0.013828563473690722
LAMC2,,0.03993771962110437,,-0.024080892542328078,,-0.012363590998629746,-0.014005705510605607,-0.00010593322093679863,-0.03753577252044091,-0.0208814738839217,-0.0034794032382937396,-0.017285457862155608,-0.025039206746480865
IL10,-0.02758766933553259,0.005661156592729298,-0.04197650046766907,0.067133314810617,-0.04066452776980726,,-0.029101656921367115,0.025130081350346906,-0.050127579125205136,0.021289608345955748,0.003419351633983072,0.013046502785573332,-0.049006276030683193
SEMA4D,-0.03552267437582269,0.034937424601085225,0.0651718542562371,-0.007414797481146033,-0.06284856884412644,0.04968328639049178,-0.0019963194421072777,-0.024581290286299778,-0.00529047268419281,-0.013583999773601196,-0.009433108687600384,-0.03824403639727359,-0.018790701033584295
TRH,-0.02438710302960933,-0.05779435481708197,,0.019020931713729473,0.01514142935791348,0.05929226540196078,-0.0030956900448548125,,,-0.02327771765093687,0.035053159399804315,0.06985330075644189,-0.014719725321317882
SEMA6D,0.0358509923309828,0.04722309931106933,-0.03447315674426804,-0.005193641361235293,0.0018280829563343272,0.115140897298957,-0.07911108158814552,0.003959976947585078,0.016150615825402715,-0.04296383786343124,-0.005353745936219287,0.05404800507258032,0.014363989560189657
CEL,,,,,-0.03248525459516721,,,,0.024182724574304884,-0.025721144139898778,0.017689087342726097,0.02417891393383222,-0.04212248356218234
PDCD1LG2,-0.016866641167405272,-0.022868712653487226,-0.03426284647577938,0.02461963967549837,0.05947165313813048,-0.01852472138588542,-0.02104726414419153,0.06711676434012742,0.09034253919846669,0.05456063585620888,-0.004381049579024262,0.009987380532206895,0.018557177468320578
SPINT1,-0.011190595419920282,-0.017833775178156205,0.08921738602614931,-0.03002210218141266,-0.05674241260239052,0.04007371418956318,-0.02433185275527599,0.08438554310809288,0.010310921480810276,-0.03686196485432907,0.029724994682859433,0.022179654740708214,0.030336453339584527
CTHRC1,0.032075789334078154,0.00628874555122191,-0.014124125065816518,-0.003058167349516461,-0.029259644070225844,0.1557963645318412,-0.021032771336399678,0.002887255055037237,0.020829946579605563,-0.010478371583495884,-0.048787851602308946,0.0027710545657112415,-0.011133995525670362
