,MGH258,UKF251,UKF260,UKF296
BMP1,0.009222865481076129,0.05816355018899077,0.03532235176694447,0.05104709870362749
NDP,0.009532065648976334,-0.05967761388049815,0.0310348788818994,0.05103841533991978
TNFSF18,0.024218570682036856,-0.02217496237360413,,
RTN4,-0.0774211221094688,-0.06583412567900976,-0.0856420498203717,-0.050898265771559516
HEBP1,-0.0076165921720356715,-0.05494568935020269,-0.01591387300843933,-0.017010687332127176
WNT7B,0.0913667085244195,0.05088890023235835,0.09426145739815944,-0.022826089379190232
PTMA,-0.0321554468194627,0.017964406320245565,0.032909631721949564,0.014819496790931714
FASLG,0.0025156537507916004,,,
CEACAM1,0.02778014835770161,-0.02756086733939259,0.0027655963150816547,
PDAP1,0.0749800747302261,0.0032237000753348446,0.004038239685942141,0.0272077697829104
QDPR,-0.1370492890198711,-0.05378348602241505,-0.01659866617401481,-0.05882610288292381
POMC,-0.04011967527682692,-0.00917012757325197,0.01882791802404295,-0.028496534579777705
CCL17,,,,0.08818430552857523
VEGFD,,0.06099056114714777,0.016604692143064006,0.0069125358293266525
WNT5A,0.04131429071759025,0.07288605911252223,0.19417808435281833,0.017469530057803384
CXCL8,,-0.03354607370864227,-0.11596186183919978,-0.019298534529552134
GRN,-0.09325445083312182,-0.05361824721848299,0.007622852195696515,-0.003090094088651602
MIA,-0.00027383656848835926,0.05301940063094539,0.030611095662189627,0.01473239292408164
COL4A4,0.0487099569936533,0.01806215493096228,0.14520310251969543,-0.03224124150410274
TAC1,0.029768580342600603,0.04149411819234579,-0.06291576557957841,0.00363614381728394
RARRES2,0.08348371459198271,0.03933406648487346,-0.01751987806257385,-0.02321972711887108
FGF7,0.0551623805085153,-0.05128811674262821,-0.04961541128719542,-0.012554722951163519
HBEGF,0.005337595730016795,0.02568605343108204,-0.048514650165064954,-0.0011156434897916332
CSF3,,,-0.026919088805929865,
PI3,,,-0.034002242584020764,
PCSK1N,0.12736414481798253,-0.0013388430256098237,0.06917113864961727,-0.03892450883628534
NTS,,,0.019250393882451946,0.009040248533409794
SFRP1,0.026601960063416624,0.0024410842990632373,-0.021104163283207616,0.04310451445134905
CXCL13,,0.045350404531673584,-0.007012357735727983,
MICA,0.038638796649747176,0.02232554760767438,-0.0029696035992405954,0.04478737804418199
TG,0.04508062233073816,-0.03871607023883945,0.04525698413213359,-0.020446066719946244
ADA,0.05378385842192701,0.021986938195878415,-0.007968333155873239,-0.03320605662697272
LAMC3,0.0561830945873682,-0.005544557727741139,-0.03978166957011865,-0.0008867885514686901
CCL7,,,-0.029725047497423537,
NGF,,,-0.013279589086064726,
TNFSF15,,,-0.044357834311573995,
HMGB1,0.012693142466822958,0.03564665255965937,0.046544090101651274,0.053280524655674386
ITGB3BP,0.006851483350827299,-0.034475725534013055,0.02254950651456154,0.009388847934629253
AANAT,,,-0.014949384164108615,0.025807161180073607
RELN,0.031472515361193894,0.09413020240480996,0.0023920994834895674,0.02767627995846009
IL15,0.09355740355475202,-0.01740773725567966,0.009217713991253818,-0.000495628118066086
BSG,0.14310847832039258,-0.01566447451211149,0.08081399686976275,-0.00255813042714438
ADAMTS3,0.03758953707793174,0.04631786126999259,0.06427378945747803,0.0032835219311573025
CD34,0.10225371004353181,-0.01185565883915901,0.03161485095609469,0.015727792865607767
PLAT,0.14781795142169896,0.036931981037911156,-0.04337625671576384,-0.022733660971509768
NTF3,,,,0.038185714851371115
LTA,,-0.0174772343150569,,
CKLF,-0.06794831146597827,0.012266781040406238,0.04584946818040309,-0.05484336062156606
CD24,-0.018433412034308636,0.055543573214494026,0.14329540982517,0.011474837715538243
HSP90AA1,-0.09864557112038733,-0.008233635467005939,-0.08884030889484958,-0.04018063734203708
BMP4,0.0398387747005836,-0.024533711243994987,0.004449718564297947,0.037695133092344124
SCGB3A1,,,-0.02481852188407374,0.009615967287991559
IGFBP4,0.06696936321302602,0.0004342054196912078,0.007940410616072159,0.011557597800249331
RSPO4,,-0.0032315546888238476,0.0015559385323488455,0.037771313065584976
LEFTY2,-0.04270916637598381,-0.05706754143179087,0.02786028945049381,0.005429580368392213
PF4,,0.02894726851604957,,
ANGPTL2,0.016295553103255637,0.06791747304135189,0.11102082406891278,0.04075978374858814
LRIG2,0.04444554468553076,0.04438589138293451,0.029688145960888285,0.011062759179931794
ICOSLG,-0.019825955315238557,-0.04518323612014106,0.021746585309761646,0.07896663301345452
WIF1,,,0.029564205565797023,0.026265423040420087
NPPC,0.07519935950942724,,-0.06430749015417933,-0.027628702705285484
LYZ,-0.07276955232719004,0.009092437197704976,-0.09105600323190909,0.08996556208499995
EREG,,,-0.07861724202439432,
SPTAN1,0.10174292080612353,0.02301930773287643,0.06933759332877727,-0.02848321752256103
LIPC,-0.028213652497026148,-0.044473407982712924,0.020251065757183898,
COL8A1,-0.04303928269031461,-0.007061674439057524,0.05424354168943922,-0.011421879993648285
GSTM2,0.047197923834183246,0.04070314976713406,0.06780771937027466,0.0062924177821911936
SPX,-0.015565344310467119,0.028013157618170307,-0.04652709058967484,-0.037135954240990386
MFGE8,0.016329698190933748,-0.06625103689663146,-0.060304549628428385,0.1045012274701136
TGFA,-0.006380215045062247,-0.002303969599485066,0.14447037870805146,0.030752490093420883
SLIT2,-0.022625001818526568,0.0490804672099443,-0.09758348616389993,-0.006031333371187723
PLTP,0.09103424857407881,-0.013014264150130708,-0.05588567199320264,-0.007551796616753008
APOD,-0.12681440077080727,0.042468830491710845,0.25132479876836167,0.027940654122845163
B2M,0.04524209671465153,-0.03755620039617913,-0.16947923437738152,0.02714612547137019
OMG,-0.04435880739642499,0.009752489993284725,0.1574507240740611,-0.0066476229623571295
CXCL3,-0.0347372843403525,-0.016819487740494764,0.002001576153041853,-0.006985292369799728
CXCL10,0.0028998107182414455,0.004392920044036185,-0.05453785193409776,0.0136151984948347
RSPO3,,,-0.04036712205730596,-0.03433849666565269
CORT,0.002976841642062234,0.0011484328183394474,-0.00368172930534908,0.03859077357766534
NCAN,-0.0173917861858515,0.12062809731511066,0.004603570156839119,-0.019492005687179372
PRG4,,,-0.026426970075044968,
ZG16B,,0.03801301553608916,,
TGM2,0.03170342650510383,-0.08365984324866418,-0.0941253973405591,0.029998170082516245
VEGFC,0.022803954913684338,-0.0073530558869353444,-0.022333779638366566,-0.019253719577500883
WNT6,,-0.01702779961925586,0.017235697351509646,
NRG4,,,-0.008030396541966925,-0.011111015520409316
COL9A1,0.0028654537245342542,0.047036198649911605,0.06619286031359357,0.0007572669855461011
GDF11,0.03951795555258586,-0.005286357647579521,0.10197661871623552,-0.02240668731102137
SORBS1,-0.030984318568733453,-0.04038281290977658,-0.032262655361578636,-0.009589005728065989
DLL1,0.028463021104219263,0.02275942074370966,0.07619050359588664,0.0067260339496598475
TLN1,0.012553079796073618,0.004755584860661528,0.057333026828513226,0.019782645843608195
COL2A1,0.05774197043955127,,-0.022060588017228683,
SHH,,,-0.032791768598599384,0.02886706875706731
PON2,0.0996154513223978,0.028075049691538616,0.19042116062017042,-0.006278485623958631
ICAM5,,-0.007898212362488064,-0.05472377707342055,-0.06273179015282966
