,UKF243,UKF248,UKF251,UKF255,UKF260,UKF266,UKF269,UKF275,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,0.009364124216697882,,,,,,,-0.01446079821326647,
BMP1,0.033210122068809925,0.04324721935465136,-0.012636233643343094,-0.039804266529945946,-0.03638280299018211,0.06865975202616156,0.10117576403020864,0.022589031259219575,0.10254646584600544,-0.004886743386874648,-0.001233133112907555,-0.006599953399863449,0.001883091283223693,0.0015188459946146753,0.05663382165943689
NDP,0.15184305248072966,0.028354574090422153,0.02309829808335552,0.01357443889390405,-0.0016280417601400763,-0.010919939381010452,-0.03221864001275253,0.006879069916489487,0.02433464346635594,-0.03838509207707173,-0.05174527639043775,0.017863731579663727,-0.005052865462986436,0.004933869998875778,0.0252386785853799
TNFSF18,-0.011250390458910074,0.07556730781953186,-0.043853766401232126,,,0.005765577703190785,-0.023222713955248914,-0.014907370628461945,,-0.045411589935950195,,,,-0.02439278126043768,0.10933543755973858
IL36G,,,,,,,,,0.027484294404406345,,,,,,
RTN4,-0.06211315205657796,0.00454059629637535,0.027883316417501292,-0.018385696251646953,0.0697227967983104,-0.07000011146229707,-0.11814091483961155,-0.010012180374023372,-0.03840932682472678,0.04733366929485638,0.005925400079204048,-0.013425096718493897,0.10787766417739769,-0.01111150649151647,-0.06769505943838519
HEBP1,0.058736591612975196,0.023149806954979982,0.007650119790062444,-0.03215113295265679,-0.03257072927321204,0.00791952667253275,0.005777220719802917,-0.023350727521047467,0.02923261337619747,-0.012754256937636968,0.0741115616576058,0.02842834640914148,0.03766520521252042,0.02074976814507383,0.040650782321280825
WNT7B,-0.020610951778294296,0.04111627574755401,-0.027240600276219367,-0.03985031388906225,-0.03838135222856791,0.00904485994660386,-0.021525428650488683,0.036922207472532,-0.028507911214580774,,0.07712283111477859,0.09976541394711592,-0.025385184502109453,-0.030865354825148426,0.03492607903368331
PTMA,-0.1635137897685716,0.0900498415692946,0.038246010336504176,-0.05155358391225662,-0.021923926602111586,0.1190829909725455,-0.058148234215202904,-0.06328852285740183,0.12107667457380125,-0.02880168022042455,0.07802265371372037,-0.054803845195197626,-0.019948739131869418,-0.022742946690638057,0.06695739342838194
FASLG,,,,,,,,,,,,,,0.08522545964852399,
CEACAM1,,-0.03562642821054714,-0.020905522300217035,,0.017912596147206486,,0.0016061166800262472,0.024270924457424826,,0.08737632192337898,-0.02058507286901666,0.11714329072825756,-0.016848516148569238,-0.01745013575246933,
