,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,-0.031413115893326696,
BMP1,0.06346638845129943,0.21946239896781242,0.05992771313894743,0.06000778233610217,0.035735356857287445,-0.006421246111232816,0.036956607738364865
NDP,0.0003468690729525662,0.03540507552613453,0.07070828624196293,0.04895555584794049,-0.02548883634262158,-0.05769287114378432,0.019862455509533774
TNFSF18,-0.05292237010117933,,,,,0.03194915884733612,-0.006136507035294075
RTN4,0.046971150227013446,-0.006792134117558012,0.014740612517728256,0.04900505463067449,-0.022851961530736577,0.049347047473126106,-0.026140337586918028
HEBP1,0.0368488828520716,0.035970091321502244,0.06271634062977673,0.06978793484102676,-0.011220045617397902,-0.01389163930651758,-0.002919960698094686
WNT7B,,0.039082873902620385,-0.0021058475809934488,0.042059157646519074,-0.0019212776568704076,0.04577121609085136,0.012213881497818449
PTMA,-0.06829220890721228,-0.09683212158395722,-0.087057278205475,-0.04595567984379811,0.01489273248212639,-0.004608735532208782,0.10126810303923217
FASLG,,,,,,0.06328803828514251,
CEACAM1,0.011745196058110662,0.030435081196683506,-0.027890621538220386,0.06259205357825846,0.04461654341578391,0.021345359357594407,
PDAP1,0.07540705547618157,-0.020144624804609452,-0.037128301672135114,0.02228604881708304,0.0191537791529025,0.06221923473215961,-0.017796045883452856
QDPR,0.0216849275147958,-0.17606538139694883,-0.025609528750447426,0.005434525696465878,0.03242196628486532,0.07046305630862325,-0.10909433577817174
POMC,0.07363512266307091,0.001668423585744062,0.094911279160172,-0.009041290986406466,0.004132988661724688,0.002622628150542481,-0.043304959861517646
CCL18,,-0.02373574845696947,0.09783039573964017,-0.05114294806315208,-0.07005594508035647,,
CCL17,,,-0.019787046037338944,-0.02236551623006574,,0.21637497430372346,
VEGFD,-0.010053699349039616,,,0.11940761170897157,,,
TNFSF13,,,0.14440173276202317,0.027661948556230196,0.0346941726799147,0.045282183379676835,-0.038548383273434794
WNT5A,-0.006373633547376673,0.1105915694736681,-0.003551104528516333,0.04040160725172171,0.039934998241574884,0.06754543532630097,0.03226741989930364
CXCL8,-0.07194023320838386,-0.02459102156165014,-0.0023937855030393496,-0.08001099725388815,-0.017662003777965857,-0.0017073484663123802,0.11182293639813741
GRN,0.09807368741526083,0.18205978700994763,0.08940576318970661,0.05605886506924588,0.08969642549033424,-0.03558703537469272,0.02015175074875572
MIA,-0.0014234573260120324,0.0017118799985344473,0.07463004893236973,-0.027089225903343006,0.1511926384638668,-0.02490949614427388,0.005845947173180124
COL4A4,-0.03961360254113584,0.10800671663258811,-0.016761138228750704,0.06162954785111285,-0.01627701064768542,0.02220053674761421,0.055394403623079805
TAC1,,,,,-0.045732091219169796,0.06392890523582792,-0.007135513839176439
RARRES2,-0.026759156399278068,-0.009612862157898467,-0.02558909792532072,0.002373040884268959,-0.004458417743666808,0.1464717271089512,0.10675022236143743
FGF7,0.1438362602999888,0.05573266435573898,0.018284511384139394,-0.03790131437320367,0.04261199434323481,0.07099948441918502,0.011816888372662664
EFNA2,,,,-0.022897220966042426,,,
HBEGF,-0.0041764430528935075,0.0524024236131371,0.011453830426409822,-0.019482046907010702,0.006918762720082861,0.15194741457882102,0.047269630623898905
CSF3,,,-0.022576142238235983,-0.012396616249279842,-0.038001376103530805,0.041720050320396516,0.07768065068687983
PI3,,,-0.009939289438899605,-0.04188475093793057,-0.01084522651183144,0.0271142505880518,0.10660119124456774
PCSK1N,0.04248901678814094,-0.014162836013000342,-0.036682327077884526,0.010324923792529977,0.0765683351942223,0.017098778444278064,-0.031895740644929324
NTS,,,-0.03704522996811326,0.03158045779658125,0.08358907215665684,-0.025196175491496612,
SFRP1,-0.04890116213905633,0.023902018414701777,0.06300820972452453,-0.008470057832024695,-0.002309267483476092,-0.05878793700264137,0.0259521798069782
CXCL13,,,0.013376873636296768,-0.0005815867008967105,0.10061419450895068,,0.030743222640749926
MICA,0.007114780027662733,0.09906868947146184,0.06258210936213753,0.07787238572779326,-0.008050032105522317,0.08828459071412913,-0.025692507967075482
TG,-0.06717925762685165,0.11377022945816519,-0.02629203713858995,-0.010057493087924979,-0.019091531837280403,-0.04378202594795816,0.01122222143811939
ADA,0.05161578894048215,0.033671052849597496,0.016948414208025075,0.10146055786943983,-0.0394674751930685,-0.01250406932169121,-0.025876137500724386
LAMC3,0.10463702808341836,0.16589188594866813,0.06024952526386585,0.07061498626599068,-0.013696672597878254,-0.039506310533534615,0.008443784493160378
CCL7,,,-0.02965622108355467,,,0.04478749131950258,0.18724699398052763
NGF,-0.12363419355084602,-0.03527282076731037,0.030059083042996888,0.11991365335477698,0.027586429142138547,-0.06314953779357936,0.06718637662616175
TNFSF15,-0.01958682972680192,0.1432223612872115,0.10590700932552011,,-0.02359820215716203,0.016644744701632165,0.014119988894093006
HMGB1,-0.08764633106918983,-0.026688672084025283,0.0006552295810512787,0.03385734290566349,0.029562917230923618,-0.03301757415505221,-0.0046386224940850405
ITGB3BP,0.054559998360195365,0.02649421072600345,0.07148843168118657,0.042365521400392854,0.01892107862059775,0.07232797360717416,0.046813390910752685
AANAT,,-0.024721776976368393,0.058573723984915595,-0.030813457807957727,,-0.015168746989603599,0.010293337728346376
RELN,0.10682950438904622,,,,-0.002622316467141246,,-0.016035913836325796
IL15,-0.05778795096125693,-0.007592488432806165,-0.02799870086996546,0.01549609028690492,0.04374712477589121,0.03282882000543011,-0.009933614168097467
UTS2,,,-0.022155272183385047,,,,
BSG,0.033678842743531064,0.08838574779955462,0.09188433721643023,0.028304492733265015,0.04510639289041669,0.10954380905897933,0.06425799847072126
ADAMTS3,,0.1426329768356786,-0.03796966182611914,0.00784261303838435,-0.04582688757909613,0.04560616920037753,0.00926065583368779
CD34,0.12597284070754974,0.1434803345514865,0.06599581610472202,0.08416318259584056,-0.0076733421069486935,0.0010169873711481587,-0.044067980950682865
PLAT,0.11749127815266475,0.1260512239671926,0.016341418111897973,0.019883359372030344,0.052701169242296154,0.005513345941870527,0.036108028125193065
NTF3,,,-0.010841268941256385,0.037209570533485614,0.06748100006326223,,
LTA,,,,,,0.09063633686976344,
CKLF,0.08235389040983665,0.10715711258947117,0.05510883500670347,0.08019937582602954,0.057356841588720946,-0.010990186707816468,-0.05148470474399315
CD24,-0.0780155504308336,0.059870307313736534,-0.017867417411653437,0.006637568163091922,-0.005311352686499125,0.04300787023370218,0.0468226160248463
HSP90AA1,-0.023634088689628203,-0.11393433270531157,-0.055522943009622634,-0.09485901538074498,-0.013701349042540424,-0.01095422578350037,0.005033952944789239
BMP4,0.011670725664745587,0.10232614026031568,-0.011186156147930237,0.07104252130225949,-0.02298898294779963,0.02484924275997413,-0.04696549107223286
SCGB3A1,-0.05428280003133488,,0.03570421591992973,-0.004485666189350014,-0.016530739832800047,0.00801642485913627,0.057319488303999376
IGFBP4,0.11295872849321183,0.15518808570027157,0.09768250601979583,0.07200380791671729,0.02504875900428124,0.02268714591126111,0.03221140485856822
RSPO4,0.02749948208553859,,,,-0.02147552781030178,0.0567693822730431,-0.034893008248962486
LEFTY2,,0.22202609398660525,-0.02517477339810472,-0.02632769023240977,-0.027722469197274734,0.05609649981758714,0.0006974542823333138
PF4,,,,-0.020986888263834918,,-0.02264959791838994,-0.02733366777143055
ANGPTL2,-0.03334528189804622,0.062258258437376576,0.05005048654343388,0.05265785308068293,-0.015282799675371689,0.07362682426498741,0.0456222284532595
LRIG2,-0.085230062731048,0.06403055676887617,0.0780242718396506,0.027317438453064804,-0.017488291151809075,0.052821521928906344,0.0236973652848677
ICOSLG,0.08544868493863937,0.0836943641687588,0.05131517421236935,0.018680070925877413,-0.018744259397671492,0.022359131710929406,0.00659442890110805
WIF1,,,,,-0.030679920865734473,,0.010375491370961795
NPPC,-0.0747597281823233,-0.02960175429592876,0.015316070685282943,0.0008874106180263442,0.060310015737541425,,-0.0502021209444043
LYZ,-0.05915514198380468,0.05665246899611003,0.08957703880262836,0.08344807018059405,0.03976625082082906,0.024655231294880887,0.001975396942684436
EREG,,,0.010475754587259628,-0.0173478291382905,0.012938411084966454,0.012937602259706001,-0.014575648567619429
SPTAN1,-0.004168755778914947,0.08989498656331536,-0.01868398709395548,0.01954734126417929,0.005480240306723313,-0.0779100684537472,-0.07620030227407935
PTH2,,,,,0.024160763676852055,,
LIPC,-0.04171952154012276,0.023607872859531524,,,,0.09965223134492836,0.003241859411895581
COL8A1,-0.039247040372310894,0.10112141315019602,0.05696864606707551,-0.02275086629769654,0.03424267694692354,0.0008507161257859689,0.043132722640214886
GSTM2,0.06280696115575582,0.1118619442621221,-0.022645286467467874,0.0035131252972925952,0.02278329198718365,0.010224010370449631,0.014114122603264284
SPX,,-0.05961664271618702,0.028011992534045873,-0.026057904293956373,-0.08121973905803999,-0.06922098680745076,-0.05228441430676749
MFGE8,0.09482481197424145,0.16726357464696995,-0.007836193551493523,0.07864779876066047,-0.02533177752651921,0.0017017252826344754,0.011704296814036619
TGFA,0.03490110967915776,0.027559077365845435,0.028757694677746377,0.0166172137262321,0.04337797436493951,0.06571089198450816,0.06415429585553305
SLIT2,0.05267604806827606,0.09264777632835297,0.10992805739463524,0.028761992243009807,-0.002050775843927276,0.043485972352965266,0.06939674656348883
PLTP,0.007981964007358018,0.14223540198415358,0.07581695203068592,0.09670331604394847,0.06910480411037978,-0.11071482178992073,-0.026781535572257768
APOD,-0.06808152555528332,-0.18668080753961877,0.04648728172319801,0.024322049589749577,-0.055266016609854425,-0.11550491265108465,-0.03268789302878022
B2M,0.13382444709148145,0.08561845194911961,0.14746311552979144,0.13116413976987173,0.039702981638609164,-0.062089527215520565,0.038253288511550146
OMG,-0.036234607971318694,-0.10869967977195666,-0.02438730638268953,0.07960352661223194,-0.014532822410022192,-0.02994550910717975,-0.0816773124273622
CXCL3,,,0.05199030452878166,0.010953269500110907,-0.01806218953494566,0.054216505952206034,0.07840248146946745
CXCL10,-0.0723811152071972,0.06862194128909065,-0.03062385279398978,0.047348471135976095,-0.010572060242328924,-0.031057544304817677,-0.027771882714910667
RSPO3,,,0.015296879962212628,0.029711978147645784,0.005419515069840101,0.0317702285653149,-0.02965895249013175
CORT,,,-0.033815940176203624,0.050462720637309826,-0.033018673346344105,,
NCAN,0.023462430472145378,0.02481503301975363,0.03383343270782356,0.020942251711663605,-0.055206164780518395,-0.04783054059251871,-0.12383275593114196
PRG4,,,0.10164822486753039,0.01728573248830632,0.002106489763743036,0.01409194880153913,-0.023802542102405195
ZG16B,,0.18165209878343552,,,,0.012639632082260672,-0.023318421944849628
TGM2,0.1807515015981803,0.148808643359562,0.03272616142364343,0.07431100706128609,0.003383759536404926,0.0372159715239865,0.050990429982199485
VEGFC,0.10077282905057629,0.004488973751023931,-0.03816585285746323,0.11350490041913586,0.016646973914993167,0.05170817144418231,0.08613356165889162
WNT6,,-0.026135707958759205,0.0642426392261121,0.001223999486247001,0.04743770475160998,0.02621011975431054,-0.024094925900437793
NRG4,-0.039613558843829035,,,,0.008025544601309846,0.048447623462087606,0.07773166402532729
PMCH,,,-0.000866192261111989,0.10619306151899938,-0.025092679708803432,0.02818279315705309,-0.024194218039195466
COL9A1,0.026401251733860796,0.1305706502587225,0.019083209891080536,0.057779519703704006,0.03343582143030503,-0.05050034922773049,-0.00213389050967412
GDF11,0.0302787087456591,0.04125282392101404,-0.0019488096471761635,0.033096498256120405,0.06814221971473038,0.043179664103902164,0.09061419800638756
RAET1E,,,,,,-0.010906085767702477,
IL24,,,-0.022474272699727984,0.12334798141306061,,,0.02623724626449308
SORBS1,-0.020111661421533897,0.11501867447253403,0.004304631067763165,0.033493563242785226,0.024079642496365596,-0.003302126368123711,0.02679681834635698
DLL1,-0.012457972455116435,0.06558456960027986,-0.006934314174168906,0.07924964130412317,0.010022251468939217,-0.029723335364544422,0.006648858906055335
TLN1,0.07080461411667155,0.06832066751502049,0.04587606933847876,0.04184213939727347,-0.05343170284577084,0.03781050983159217,0.0350472495609216
COL2A1,,,0.014021955346479978,0.13860315364991438,-0.03722093636038554,0.05194144185288916,0.015303033851783736
SHH,,,0.03878821859910063,-0.029417225901569144,0.005443377132877185,0.09749368200403477,0.03713429521856512
PON2,-0.016223233968728483,0.007733201991004715,0.09859606481495449,0.07789117128611156,-0.02668855407128407,-0.06981535504999138,-0.006080717527447157
ICAM5,,,-0.025643131265654123,0.00318839041761299,0.0705923477959562,0.025520696115025356,-0.011011803979518143
HPX,-0.03261174812390128,0.017198468358342538,0.036023762737651385,0.05384423571012828,0.03760715589180511,0.07651928309717626,-0.00973388102593676
SFRP2,,-0.03428722564953649,0.02352975015442485,0.03310124256897118,-0.008343881573647663,0.08614876257634323,0.03444514425063591
CFC1,,,,,,,-0.032062338198658495
CD70,0.04607630243051184,,0.08594404214330664,0.05868180596968459,-0.020612754851280557,0.01309643346550583,0.07914590007167496
HP,0.004143934461645907,0.10732803860880948,0.03769516552948225,0.08833591238696553,0.06086654784759716,0.04419351983087372,0.026467796225971774
CXCL2,-0.03902571783565695,,0.05084023102486972,0.007314668016785288,0.026818827041495446,0.05151328298629139,0.040204789879837215
