,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF304,UKF313,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,-0.018276109592737483,,,,,,,-0.04380473453818556,
BMP1,0.013413649983446196,0.0697357506564848,-0.02962387516933905,0.0899642620398666,0.0016601706323696884,0.041537068406031996,0.12062259878767105,0.04636758045254623,0.0640561054243058,-0.07846294414549729,0.04846148308572284,0.09282028175872242,0.044245741045128455,0.06314860075981221,-0.04589646043626371
NDP,0.10663930376041718,0.016771508708275564,-0.00036159297109844893,-0.007756126731618471,-0.012447262696551687,0.00345370151407351,-0.02435450091001918,-0.02021879490550928,-0.017141281981102804,-0.06609093807684788,0.10026239582321186,0.09905788716020955,-0.05711766616211887,0.05416399513205472,-0.016694211580784407
TNFSF18,-0.025285709924016995,-0.04210460927676371,0.010470402681713384,,,,0.0025785254120744036,,,,,,,0.028231276681146285,0.08627808101639738
RTN4,0.048407499518585,0.012737789824677825,-0.015857012526480196,0.052032088790231155,-0.011732420170517878,0.011044297127860406,-0.13900766841912462,-0.07651652831016865,-0.02665018794836381,-0.07282953079469297,-0.03548273210743286,-0.05757089965580571,0.01784454574052234,-0.02201514172575428,-0.005954641191828286
HEBP1,0.04364012683825512,0.04554708203656636,0.05148356810583897,0.04257955203815148,0.005628132218860536,0.04818892702655701,0.036606913504555,0.14812993019079057,0.03419337290407634,-0.005287857147273046,-0.009808969491810428,0.06831527484688282,-0.03469245254037199,0.08199660600959355,0.04193324096371416
WNT7B,0.059774992425402844,-0.005691842161803305,0.05840923615652593,0.0745403948898204,0.04075802469379532,-0.03325568865458841,-0.03316980877888043,,0.05427692337204692,0.09536017005346796,0.03205248525786524,0.028482241249562897,-0.003838472304671793,0.03204905447561645,0.029099850481585685
PTMA,-0.014629294324847917,-0.016591370186213317,0.002196788582612212,0.021658512197844808,0.04235230473973704,-0.0032814933606070424,-0.15684849360605205,0.14405845908044468,0.07469891603652887,0.0464704057881832,-0.0832414013987892,-0.07883711276659915,0.029481142837095832,-0.022460110191355413,0.03286186646129326
FASLG,,,,,,,,,,,,,,0.005378445433395503,
CEACAM1,,0.01421826565957092,-0.015576060187314304,,0.04410632553736415,-0.024966861574720032,-0.014020556002462027,,,-0.02435610630141184,-0.015449495835304592,-0.003479713282951748,-0.027687521733869243,0.048150761849714056,
PDAP1,0.022122801895955817,-0.006567865797041127,-0.06427372373835599,-0.03621763298319201,-0.06313715039695925,-0.02390539358685446,0.08062800661413197,0.05292467641284985,0.03419430030649551,0.04944695392731853,0.001838308366288512,-0.03613793560106652,0.025623059187172014,-0.017958519818753904,-0.03563690080152052
QDPR,0.025517583088555833,7.051398226287615e-05,-0.05570268948459761,0.04306500250213341,0.0464134019476569,-0.005852711313077132,-0.11655791255806366,0.13067429159283722,0.12685427986246492,-0.10122060279498313,0.011736040378001715,0.013289462348713633,0.002954869555909943,0.047549443951263246,-0.04807489995989542
POMC,-0.04774364018488777,0.033696455746376905,-0.016024082203947902,,0.00730461911161841,-0.025421829378985218,0.026233774721107574,0.030071371415875497,0.07356461553837425,-0.03145061459297614,0.02235374643404056,0.07153663998130995,-0.04893530001460852,-0.0007568396253497357,-0.05549305355139646
CCL18,-0.033910216106048496,-0.021246938251034044,,,,,,0.03492770141353447,0.16898057756116522,-0.04089330709288487,0.07729460391596227,0.0852211758503269,-0.013746901031462696,,
CCL17,,,,,0.046678262770773964,,,,,,-0.03616927183089384,0.0681931141862116,,0.06539445603543793,
VEGFD,0.0681050344138315,0.07676544235194004,-0.022309581203245776,,-0.027263223162260382,-0.03453490619416994,-0.005863085319683674,-0.040852247440784736,0.09342218802671243,0.1320402925746844,,0.07029301260116112,,,
TNFSF13,,0.11607562185323263,,,-0.016879440912418164,,,,,,0.005163554903060092,0.03206568451003673,0.05144167382663225,0.03451210227203169,-0.05109451921943392
