,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
PDAP1,-0.03779781125360002,-0.04556821358395694,0.025967483845027697,0.03877858305260592,3.036296880833763e-05,-0.01949657017908472,0.010933303291864208,0.02977943846410544,-0.009363390370631436,-0.018038794046253144,0.017031963560134762,0.08155506094168774,0.11699414380906459,0.00509265248652721,0.02701889261617802,-0.08246116396695023,-0.01668605960114759,0.033864575951990945,0.01615217350060081,0.021928647139953256
QDPR,0.07547535097772663,-0.036832564650905945,0.030488134811749258,-0.012536195816078415,0.009327823070861925,0.026144723214408864,-0.06017560929128002,0.05847949560806907,-0.039340134189170504,-5.080797596453005e-05,0.03534016488539563,0.06856420586660066,0.022666413482476562,0.08434136042551116,0.0784159134847224,0.035348539296399285,-0.06060934496283106,-0.07086925724256662,-0.026299059940937262,0.022172987862834653
POMC,-0.03913071161368436,0.08155285368378136,0.02045941984432655,0.0028082747580064535,-0.014209209271467774,-0.01844906950233602,0.03704362916397488,0.032292664739488934,-0.025306826230675126,-0.03883319399720301,-0.026341200852691978,0.08066446028054347,-0.01807810830659685,0.019365562346880614,0.12397332117894294,0.04416029848916011,0.058848709603889146,0.013083985053120578,0.020806266326568363,0.030497630916000516
CCL18,0.12752619451396904,8.493944292046456e-06,,,,,,,,-0.03589450700099214,0.018137454865082527,,-0.03201707487789941,,0.03116968520664816,0.05711167697010632,,-0.009674813614124774,,
CCL17,,,,-0.006676690682991646,,,,0.08804335019985685,-0.026418418641427396,,,,,,-0.03150672144304373,-0.014869175726249071,0.01241152113011443,,0.023931949236290887,
VEGFD,-0.03131439627185755,-0.010779524842768434,-0.02191462738596049,-0.023037413168903117,0.014465460441827876,,0.01091914828505615,-0.02424927590810319,-0.0193782295626658,-0.018886363923037854,-0.017797180098373395,,0.030689316558351436,0.006616589048001589,,0.1712266969006524,-0.00874095514582798,,,
TNFSF13,,-0.016907066448216025,,-0.014263121130070533,,-0.018237291314724634,,,,,,,,,0.015227049146685488,-0.03968338125831643,0.12002087303146962,0.0198780028858417,0.05112046911226962,-0.007614217276305976
WNT5A,0.05289315079005849,0.016828651623602222,0.03848049921605998,-0.016287026682056244,-0.021820117616762186,-0.05014089428605358,-0.0299296280388237,-0.02647089027173553,-0.0835271872465459,0.00233658273172979,0.03986593641267848,-0.043626092792402996,-0.05178347386375197,-0.024513469204011446,-0.07762509827973874,0.03454923189944094,-0.04360091859471138,0.02533556622988253,0.024833353080526838,0.020673964690479864
CXCL8,-0.07468293587566965,0.03514060808159396,-0.02051955816282327,0.04174275630199436,0.012716630905080406,-0.025941364039880805,0.006610015440997279,-0.021621262062695937,0.014356405610008888,-0.01528054883054785,0.04188945246151964,,-0.07712596525192655,-0.010417612502323006,-0.004786303598911157,-0.026622594004325942,-0.023060339608458925,0.012889311883490146,-0.013443114033212453,-0.014554667964089295
GRN,0.045546093256493614,-0.0007381148936203629,0.003323197916546437,-0.04788726805051455,0.020233834841113855,-0.03368829392767288,-0.0012178891513102033,0.08086604633116386,0.007812536280729776,-0.017433982803517517,0.006776522733745664,0.03606823475224278,-0.04814937298593752,0.035677307558894845,-0.007590129323894782,-0.07476584565368179,0.020887065302471204,0.04051239730880282,0.07385700491778935,-0.05367458496858649
MIA,-0.017170469476873035,0.0095538810486566,-0.019489337045304696,-0.004039341010661307,0.007849110725077543,-0.0329765399631399,0.020894058606045183,0.010680897352813894,-0.008993269491683272,,-0.024136173528753944,-0.04236126709483275,-0.0695709566158947,-0.060317757457656905,0.13346140332114254,0.10367917129638268,0.02054855463963422,-0.0027692298819045266,-0.01516330462140579,0.031033088354789455
COL4A4,0.13123377913786627,-0.01210007230407851,-0.013291466932711852,-0.020580787595649977,0.051338144696672326,-0.017351976954846117,-0.026297912793872044,0.00024815757920074687,0.08149749721208686,,,,,0.00894111735682497,0.0334824243960959,-0.03245804994074513,-0.025904923589203984,0.08862264258755388,0.023366016584351765,-0.013940462931834518
TAC1,-0.039480606999899144,-0.021209267027824063,0.028024101679182872,0.001538389285950244,-0.03619947071214362,0.03951478845980165,0.08494312361782284,0.05835161027468685,0.01591849786736912,0.04546329120167126,,,,,,,,-0.029612658731659795,-0.02536190748723109,-0.08589002799877174
RARRES2,-0.006396577704055157,0.00604199673547049,0.09610737750930667,0.024909054188455695,0.055685111871977465,-0.03294763088235676,0.009661411500922177,0.015352907909820033,-0.03243626350781878,0.024794150844371688,-0.12318195580476565,0.03521622247536771,0.061076981788918065,-0.027388946339821682,0.010608491317539522,-0.007080771829561947,0.014904122653875336,0.006071973826027264,-0.03468572918819704,0.004489797511874557
FGF7,-0.0517043136688197,,0.09281958104843381,0.011501354088226516,-0.025458390023446457,-0.017393262690403824,0.023187680055688747,-0.005114093795364208,0.0029283809475096467,-0.043846249568795605,-0.028668085642868327,0.021116499840359442,-0.08934120031267884,0.007359002921154887,-0.029395179567021257,0.019231708891557255,-0.029328912903829992,-0.014504049058175036,0.03501943425552003,0.07111780595265466
EFNA2,,,,,,,,,,,,,,,,-0.029096313569182457,,,,
HBEGF,0.0075721169303847235,-0.027992441574859753,-0.006889182872029894,0.00698931984634806,-0.0013862017326164908,0.006194433648078698,-0.002843967274978734,-0.02851808436377527,0.018745472919567057,-0.06246499822279935,-0.0213555739810659,0.10667872179832265,0.001454207287783861,0.08312320751896352,0.05415357056953071,-0.004734043346825955,0.01629044471864098,0.03162414560098341,-0.0020302059333483584,-0.0036871069286750916
CSF3,-0.0315233799090677,,,0.021676266849635122,-0.04429949371978616,,-0.02782268556395036,,,,0.03390136587875764,,,,-0.045770648661333575,0.03558071984773148,,-0.024606829731320085,-0.020311989834897556,0.009106703398798488
PI3,-0.03734414429970032,0.012021834887470181,,-0.042531899230989226,-0.040787438401064836,,0.006752449992951115,,,,,,-0.059779642470799435,,-0.08114121832019854,-0.05989225809982372,0.023487318264467365,-0.06713192086169822,-0.023995333060568662,-0.00440947404114914
PCSK1N,0.04774434319452542,0.007929644080915892,-0.023890354833390325,0.011044963139236683,0.045271966638998726,0.027972623743307015,-0.01035729710180037,-0.07756934039220907,-0.00785290844735104,0.027177250203061273,-0.012870035872382704,-0.03795454764840786,-0.011836808356364338,0.08728323916749808,-0.024456667039881568,-0.051239967810251,0.06066340128699331,0.0032358214492607873,-0.019508598272625268,-0.0932193792126405
NTS,,,,,-0.03494742703925475,-0.021182821350802683,-0.010207108811945476,-0.0165050662871586,0.050908942031698254,-0.017003794342590885,,,,,-0.017860638429139784,0.012276369380746086,,0.0437966769375665,0.012088846262856213,
SFRP1,0.06254858713531532,0.005262766583473492,-0.044329095995011364,-0.018042227172799952,-0.015168681822722373,0.07350105729563357,0.03735483049725747,-0.013518731040395433,0.0163927632655734,-0.04979203884221037,0.04519312187961289,-0.042801262120820874,0.07868417110903977,0.17267833091492493,0.03760995898924279,0.011465844082800929,0.008527801058630708,0.04162734690313404,-0.02938032074793309,0.0048974082040809394
CXCL13,,,0.05237614564749391,,-0.015032357399233684,,,,,,-0.016092508426212886,,,,0.09396344105602523,-0.06392488392153405,,-0.01155748957483517,,-0.03378591036032538
MICA,0.03786001135437052,-0.03155804861592395,0.024042408374305446,0.02895139451578982,0.03011133782040188,0.10330336647265473,-0.0553084230381952,-0.018307966044898195,-0.04899239793538752,-0.017229730126467148,-0.03767534255684743,0.006904260778313803,0.09082807138448261,-0.033597523227843804,0.06146826909978931,0.0005385531263160919,0.027712965208196678,0.0060034428926888685,0.09740227277157548,-0.02361864832597786
TG,-0.025129165290363884,0.0008973372479093952,0.05569949496504848,-0.019470421626065312,0.08254665629348283,0.038616919723362564,-0.010936307408212895,0.002458276771926423,-0.019118894845618028,,0.0017593794672613506,-0.03091719194806765,0.027603801805687975,-0.08325616684340069,0.0025975550095498636,0.11598938520365361,,0.055954320186713424,0.03556934931331913,-0.03723224805710476
ADA,0.05816013014741843,-0.025047205609394867,-0.004181453635724731,-0.020722044001721437,-0.027445394806831294,-0.01728348175944276,0.039160771642298024,-0.0070592856082966685,-0.0025081791758267366,0.03950521351500131,0.017200396828663422,0.0015035613607172712,0.06008806793489441,-0.04130389640140934,-0.003904971824471085,0.01391336253515594,0.037296131179305074,0.05005681875428763,0.05000168308372922,-0.003153959048132815
LAMC3,-0.02369351060150214,-0.04640917889727826,-0.02715446919370712,0.008225025414267685,-0.03983081350671855,0.00693849157803598,0.033975633031091725,-0.003522147585702,-0.02401359996651978,-0.03963732366707143,0.02397860766053242,0.06034573730955556,0.05065905123324872,-0.025203959627024413,-0.035519582857683946,0.01255128002715455,0.012456679407207566,0.03595653186546724,0.0452078524176153,0.031710771889642865
CCL7,,0.03619104014968177,,-0.014077083727181987,-0.01993013053072385,,,,,,,,,,-0.03644822560189216,,,,-0.021284996410529215,-0.010113227767504056
NGF,-0.018161515264924693,0.009700436279514823,,0.006604062124223063,0.04820026484938926,-0.023332392212202516,,,,-0.017003805538461276,0.04644512688036138,,,-0.00579064728536442,0.11502631832945796,0.10273531320193541,,0.08523370349530157,-0.002059722542795862,-0.011430763699201818
TNFSF15,0.030900609743297884,,,0.0031960758940104295,-0.014756201013592788,-0.028330639377299394,,,,,-0.017026755803961346,-0.028497824513886178,,0.004832072469551734,0.033030037245008415,,,0.009712131141978754,0.09959286194120767,-4.926647195249042e-07
HMGB1,0.012706225686694302,0.036024922536657046,0.05070715108316129,0.03591937569484954,0.01593119815407783,-0.04661461986951032,0.011298367560239511,-0.01673147863042292,0.055210578690865875,0.02345805071124757,0.013908056835882966,-0.035369174162571744,0.0892678624335627,-0.07242509415280558,-0.037534225036172174,-0.10388841321581264,-0.06100460046606584,-0.019621283649579113,0.007799673983604267,0.03622307778193887
ITGB3BP,0.010294478350549797,0.030108515627568732,0.04349215592446889,-0.008925526478061822,-0.025442432178289263,-0.05353663366701063,0.04430126388679102,0.009716336352960467,0.017202155249984644,0.04809643870490671,0.03928744912559741,0.04628883090063319,-0.05980531714976817,0.062227328588060626,-0.0031535131790457393,0.04040292741489403,-0.06778667700761011,-0.015448312462621598,0.02083069490778333,0.01608815103379135
AANAT,-0.03255164442020994,-0.025098985649666915,,0.02661747755958509,-0.013296219618995792,,0.036499020795696814,-0.020621295921664888,0.004314592792159333,-0.01598607789116094,,,0.011477451909653878,,0.024804150551592116,-0.018012931652157983,0.06232595117333517,,-0.02252041383305313,-0.025433021528235168
RELN,-0.031314380018389876,-0.023042440407558755,-0.0060566347086920755,-0.012671112937054977,-0.029872145075400754,0.017685703505290286,0.11496104869652037,0.01867668664719782,-0.003963092639497174,0.04568912391053173,,,,0.015412545861935648,,,0.01070419524585833,-0.018457089955177263,,0.05095799818606555
IL15,-0.03193796088337879,0.105314447567169,0.03474213300576141,0.0350139686109594,0.04705794058755549,-0.020158934153998012,0.07919097555596445,-0.0012094780553053982,0.023605834937163547,-0.03275904434094712,-0.029608527994324105,0.09036940614379438,-0.08495648707909505,0.0535702875312627,-0.043832175441453396,0.006799727156689325,0.046252674089148696,0.003534237911832127,0.0012838534034318298,0.05798412967944315
UTS2,,,,,,,-0.0056775932987544455,,,,,0.013892820651523499,0.12212037470397796,,-0.03527762496026434,,,,,
BSG,0.0095195965282338,0.026788996906481153,-0.01274490711756708,0.02326826257081446,0.05294795095902955,0.008680562337664698,-0.011260420913918556,-0.012055259444924398,0.019161120564328563,-0.009370847545523404,-0.016048314589590457,0.04265386657944424,-0.008994765453255461,0.020548938371472005,0.09555380809231778,0.02331787124240529,0.07116015012412345,0.06192725211842238,0.07781239080611355,0.05775808449519858
ADAMTS3,0.07579206050883962,-0.0201718450482252,-0.036556493749181886,-0.018896545402446552,-0.012008988248755582,-0.021338337014613552,0.005666439620713829,0.014128659305765694,-0.058230765530525454,0.01730081696747005,0.0831046085203158,0.060921009351488996,-0.08052741684220524,,0.05853810132139369,0.026894574983706284,0.00263432907523163,0.0007169297865504612,-0.04380472592650827,0.07409064929838896
CD34,0.07794453838718542,0.020731865323510193,-0.03999696976068931,0.03629521220473829,-0.009530392245895056,-0.0035907280175467415,-0.03403088499200159,0.009177186183955077,-0.04123372760945495,-0.027435463963848328,0.07055492613000482,-0.05806922725177105,-0.029696431623172127,-0.0838187955471846,0.03391209171827285,0.040033009258343334,0.050998784882538804,0.019850832376529945,0.05339077821073351,0.042361533872289366
CCL23,,,,,,,-0.028556191970103447,,,,,-0.026890818334732502,,,,,,,,
PLAT,0.03678290161543055,-0.044445229707755184,0.029961064072946575,-0.056680505876752926,-0.012411105831497246,-0.04208530808486939,0.014111087379508976,-0.021555385812199193,-0.03391712895675065,-0.026492351769111397,0.025109997600099087,-0.03850250774178729,-0.02181977878699617,-0.019431600134125995,0.03299383910102986,-0.0030055873242572713,0.09385254812809847,0.04130356917259454,0.0995828436580065,0.008167662186893097
NTF3,,,,,,,,,-0.018487839859444494,,-0.02439786941888152,,,,0.07674899143309176,0.034649802306686364,,0.029353278393289287,,
LTA,,,-0.015300313666335805,0.0456535056759073,,,,-0.005936583051220874,,,,,,,,,,,-0.030309083111470805,
CKLF,0.0372977268328489,-0.07257699995340165,0.06584106166519463,0.04631000967038229,0.02448152777976537,-0.0022742921397460444,0.012263613061747208,6.849763772289053e-05,-0.08865717978247895,0.04422144352298083,0.021633308258490185,-0.01915558550655213,-0.02849820247588085,-0.015219143583814147,-0.027205823987131367,0.03143825941920158,0.053097746344154075,0.05550194841199891,0.040898584732418385,0.03734825633330917
APELA,,,,,,,,,,,-0.03138791178760516,,,,,,,,,
CD24,-0.03283653123466136,0.015830446638909895,-0.032202712710255016,0.024870250030421242,-0.006305039085846805,0.05875350791287526,0.012439376303325882,0.03406766329226181,0.02866037491400076,-0.05097355706931563,0.03610421796795175,-0.0405556309506033,0.030983300694038884,0.06899323898932588,0.021548532287566452,0.01376078988146897,0.00851846162382697,-0.03829428070908947,-0.01147171055304939,-0.0006414498107746644
HSP90AA1,0.020624582061645583,0.00318624470838156,0.035894773551350255,0.03401539054777824,0.0011816143483357518,0.0554815581298967,0.019518978860699678,0.00275387367703422,0.003922500783329953,0.02947442638048344,-0.026395167477894867,0.0060372289243466335,0.01675475308014406,0.09928658109544934,-0.04763441283091124,-0.09057140773555634,-0.05176714051605876,-0.04081937596814048,-0.07501188095877169,-0.03323691007116669
BMP4,-0.03930596157418048,0.02064665267253801,0.003865683190970367,0.0451505462263355,0.13844272746357283,-0.027871664997109705,0.003462698348203793,0.05136315756895942,0.027155159858673807,-0.004737920712567458,-0.03766305563019617,0.026698825012020366,0.0033010626286620803,0.029041529795485313,0.019786234422977163,0.038302299147136044,-0.029657269257062923,-0.010860726869655578,0.014639988671960978,0.057851483486722324
SCGB3A1,,0.003878961251214013,,,-0.015834156153199136,0.06171119370482994,,,-0.018589822172865717,-0.028139970760363033,-0.02505132251734557,-0.009776533067329058,-0.0436585625425682,0.011760433318360287,0.06116314046148605,0.06507554148381985,,-0.008052848201697417,0.03852858533545577,-0.006939163358120813
IGFBP4,-0.03530480226913275,-0.024548987696247325,-0.01009122240968532,-0.05288317680456537,-0.028787745456682612,-0.06403319810475884,0.0510087877445876,0.0054709158858088445,0.06375927947234233,-0.04694814017877967,-0.02767135182321151,-0.008451568269967635,0.0028650672730838405,0.13041966508266034,-0.021991701630561345,-0.1268127189087808,0.08130133247268788,0.036116030396489585,0.06666340518576877,-0.0452276135990865
RSPO4,0.02893565468894278,,-0.024734704497606834,-0.027616788401471224,0.002113397596056466,,,-0.023098920620321046,-0.018589819453683692,,,,,0.029618582162530223,,,,0.047482130111124156,0.03593562031120067,0.0631391402882007
LEFTY2,-0.021138186122329417,-6.662627554761781e-05,-0.015488224797177924,-0.03199322887001903,-2.1388615592664892e-05,-0.005593668371653051,0.03119765803333924,0.04481689247038712,-0.02038396438945153,-0.017003805538461276,-0.019251980143976333,0.0736140509135598,0.17159367027688577,,-0.04008554745104857,-0.008390271620141665,0.04230705678303488,0.022980141179924307,0.01342997650681417,-0.01443802434985848
PF4,,-0.02506888806442474,-0.013917714809659093,-0.012281978216879997,,,,,,,,,,,,-0.02666878581778738,,,0.012299462985651006,0.016686059933272494
ANGPTL2,0.019117994877122242,-0.005402936382202825,-0.008509319631055142,-0.028055105100434654,-0.06565772828393858,-0.0517049009034898,0.012668054650229861,0.08000286991079879,0.020061022367228218,0.012367799060990517,-0.020134699211978975,0.1229599741570377,0.07504878493491561,-0.02670607283168203,0.0833519523812499,-0.004728550412017724,0.029550197234939637,0.02178935513164885,0.08494050088265166,-0.03667371141328495
LRIG2,0.022851758381817883,-0.015843386575037983,-0.04287305757099056,-0.008189444661617161,0.05844227974760669,-0.0016917726050730928,0.014964432615422194,0.013718711815982882,0.020524807516780118,0.03528311718618991,-0.027545982615373298,-0.02121380935356028,0.05732224829914182,0.07674549664111933,0.10137817949114038,0.03839128493089926,0.006739865004137945,-0.08051796474771715,0.013942864724254145,0.07749603260627444
ICOSLG,0.029971350596863514,0.014270520567398637,-0.024677717874135776,-0.04525959543062562,0.049100817920660074,-0.020758893046753213,0.04103547666213911,-0.013824764678502736,-0.0019411715428816947,-0.007543851401426502,-0.015133028630600868,0.03283583216343905,-0.11248983986279706,0.0426523032010899,-0.014691218810909332,0.1255157463213604,-0.01888564684681241,-0.009073102282782707,0.05750200200074253,0.00969248904973206
WIF1,0.02164161560441468,-0.01266109159821728,,,0.08770236148985619,0.056766599514022825,0.04169020194617774,0.045640307221902696,0.021754056929095312,0.0697557352885593,,,,,,,,-0.019866006611359517,,-0.013188559559654272
NPPC,-0.04527871250713805,-0.004792271274964962,,-0.019052377029126884,0.043015504032731536,0.0690773382568718,-0.03336414658252174,0.019439036823573893,0.020705730487033305,0.014710538070204155,,0.036964276230479744,-0.059778817803951306,-0.012544992231505608,0.05583842345593504,0.01613533150895982,0.03535752326113797,0.07115873802645606,,-0.04382655611753231
LYZ,0.0089243207602128,-0.051930458330718375,0.010711818735525375,-0.0017455472265740562,-0.024268076099059812,0.04009382300713636,-0.007351321606073559,-0.002831206018020256,0.027068037572991904,-0.06371806283938929,0.027109147291338263,0.0020055571681925483,-0.07622625969236692,0.013935707855857855,0.02846819374849715,0.04181073650893706,0.014876062315961718,0.04645070787388357,-0.0376408648601347,-0.03184315820344258
EREG,,,,,-0.011120317232924231,,,,,0.04466807554017013,0.013412200936289904,,,,0.00946130653569111,0.044140745257161405,,-0.02661739426054549,-0.026404610519052206,0.09979273332217972
SPTAN1,-0.012535152326360585,-0.023384803013555083,0.04943167665917922,-0.07711759847320589,0.018856833006251707,0.08883230562710139,-0.0003027130820828363,0.03295294963286357,-0.026172472879497245,0.03926538383944044,0.010075428991329183,0.0023935537760808095,-0.04202291135596257,0.08532125855082397,0.0050621429026551324,-0.006873216512128618,-0.001191630121227497,-0.01352183759436549,-0.03662362057559583,-0.010693327928257515
PTH2,,,,,,,,,,,,,,,,,,-0.022906593209961672,,
LIPC,-0.008171163395164006,-0.030690908217521063,-0.02094690461486804,0.03191011426446121,0.002935604182036939,0.017048523056987536,0.0002356500243410181,-0.03657707392813721,,-0.03132775779091163,-0.028148596611211024,0.09049697008360308,0.07297974882142771,-0.04433271112432003,,,-0.010591957489263334,,-0.015701211234736764,0.03714900988612096
COL8A1,0.040394092696597404,0.012695983783473676,-0.016691774799933227,-0.01891816890100299,-0.07781064801798528,0.02480196433948283,-0.06890067244193279,-0.014398676625315594,-0.013324494842699637,-0.001446249868645077,-0.062229176460793935,0.03144210393428454,0.020183754780041235,-0.03189800372608408,0.0073436533351155025,0.08636014730221026,0.030396848707621018,-0.023381428816530866,0.0479126909856788,0.045494519631445254
GSTM2,0.026992094702623502,-0.03841792853159769,0.027110457531900858,-0.0054456084180362595,0.011282009881401272,0.07096135810534827,-0.010717625526755549,-0.03837446160594733,0.04793597120585651,-0.02782115678399082,0.009607657850865987,0.08139962898004494,-0.01962491895380159,0.02012049470001938,0.07049744606816244,0.010230048001035911,0.005983562319974193,0.06601431452624897,0.03144564501798831,-0.023124740551911674
IL4,,,,,,,,,,,,,-0.009588700612784199,,,,,,,
SPX,0.0628860651589432,0.02408264657375678,0.026895790099771673,0.01573557963173654,0.04218657389583213,0.0015072299165456884,0.07268380921167804,0.016676430677501217,-0.0453393736008405,-0.02148298646641685,,-0.03149706029862041,,,-0.019614147718249635,0.02736046515440007,0.01638676845294598,0.026955732289988772,-0.04026321968110035,-0.020220927685348725
MFGE8,0.06128567983871149,-0.01656339710584931,-0.002059225435914879,-0.06420687593448518,-0.014048884642202266,-0.006750227888650977,-0.056161167478157914,0.04421489352502811,0.007402531911711799,0.003968312207906211,-0.042243453344732375,0.0021333580957038772,-0.0029570265308798164,0.048508202538218165,0.04606013296787842,0.03063524756624352,0.12013523630100813,0.025349417032091863,0.06821797298539016,0.010158196779668786
TGFA,-0.008588469648064635,-0.014226738203055768,0.0021351477463127403,-0.010416571292666805,0.004793717816429993,-0.005846725813679662,-0.029713559852859846,-0.03305635243529687,0.012264224071837882,0.027667212782602216,0.00802931679773503,0.0356083096589167,0.056277213502913245,0.11532317734392526,0.10452168931216266,0.045709486887281034,-0.08240468667143562,0.06223576239889882,0.01900201620672332,0.042914270299403943
SLIT2,-0.002574065923269631,0.062197842254604216,-0.00043561724742213846,-0.03495537653388442,-0.046593673670790425,0.021693627215491437,0.001280861504264612,-0.011460920007365592,0.013769185720623547,0.07866412471861509,-0.026758935557101737,-0.014675933791037526,-0.011684808944382175,0.04482795348048119,0.03703805066622818,0.02198819587382409,-0.01955519865012117,-0.011226013171802654,0.00021197139252812403,0.0309442410848091
PLTP,0.03197085218976766,0.04533963819855652,-0.009014445595491787,-0.019319440476637747,0.007993321193330972,0.004230690576947575,0.013541152591399725,0.029387076452460283,-0.0007219011429144447,-0.08876542221571111,-0.0028932059738794617,-4.578115671136359e-05,-0.024802933929799233,0.058569119775574684,-0.029041722034718453,-0.046370103912132594,0.04450750133716559,0.05790809678305364,-0.024137725257716906,0.03492170628829749
APOD,-0.009676592953636216,-0.04032961603420857,-0.03723175228660644,-0.021555820594639157,-7.682666726388253e-05,0.002671879075778252,-0.04556667268124331,0.046003277096038804,-0.00037143878366879807,-0.004687290080596107,-0.04375258184991573,-0.07365849594848964,0.08053441230402555,0.07909348326812249,0.0474168117306021,0.037729002928699296,-0.1052592707748004,0.06627626157324203,-0.11715212651528292,0.004098229333405337
B2M,0.11842930446382123,0.04826105295926391,-0.009235748443198123,0.0125171620720386,-0.025182603743660006,-0.1058995985184756,-0.01867176252468296,0.05065634697686034,0.00864262505227292,-0.0522831239588369,0.03925975473117739,0.04924327029146005,-0.047014153667916544,-0.046225857543944905,0.05159607459070425,-0.029109931187973143,0.03224009558426816,0.04068414666205467,0.03944068134915235,0.04247214326824062
OMG,0.07679163809085515,-0.01906516266419605,-0.025073286853755417,-0.04696396360543107,-0.07445605496784424,-0.044259366833891374,-0.02717196639202741,0.05093332118606292,-0.03525171429134015,-0.022647188441571486,-0.014257091043893647,-0.007494541810720016,0.02828927071601617,-0.027700247641624987,0.07223156734140115,0.07454921954122802,-0.05433650560731752,-0.009627534278161818,-0.028651023974308895,0.03364525522795627
CXCL3,-0.0610067255240677,0.005914283135120595,0.028642458425528684,0.0643532963059864,0.01078152523944542,,-0.03295091881468458,-0.018923128915412913,0.009627255543216539,-0.024624197012278134,-0.02366935255980288,-0.024485991825519363,0.0563916236886804,,-0.05920237264034586,0.0020960943297742246,-0.022401511941197282,0.00400426669819565,-0.05801579047114979,0.036724980693228104
CXCL10,-0.027068612850915767,0.004828316308464659,0.005625584136534088,0.010226607967820007,-0.024461609041536783,0.08098020547938835,0.023726057044167286,0.02747558092338499,-0.020804024711024695,-0.04886245087172668,-0.019426747063223865,0.02221131412090677,-0.017302207590440585,-0.01850169832018651,-0.03083558610641104,0.02278987683314738,-0.030179614942309446,-0.003589990427812293,0.10625133200148477,0.041542182399289584
RSPO3,,-0.022553705399339173,,-0.014263121598463024,-0.017693381056008567,0.04175078925824419,-0.021909619195962723,-0.0010410084967554813,0.0587471538802031,-0.03756747791403734,,,,,-0.017436356749274413,0.06289797189963302,,-0.06269600283884659,-0.021600109278726555,0.003586894084771798
CORT,0.042965337038664966,-0.025090735885693126,0.02833992859498872,-0.012170050244316276,-0.021473589350188574,-0.013318987640735145,-0.028490382056982663,0.030762903994298613,0.03509545158709444,-0.015250669038650735,,,,,0.07324496216092602,0.0296252596968899,,-0.013589038461452945,,
