,UKF243,UKF251,UKF259,UKF260,UKF275,UKF296,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk
TRH,-0.0393417541855177,,0.12234776234136308,-0.026734312169241353,-0.033659839856597915,,0.02288508486565111,,-0.0092307764523566,0.03741123571097564,-0.021939802448719348,0.007986622264750883,-0.03314018594231026,-0.048962810446461974
SEMA6D,-0.05698325022435544,-0.01803969966288387,-0.08187542426747932,-0.03655934895589234,0.027704504845735552,-0.05874456772904021,0.043772670930580765,-0.03712714590828781,0.0538064588778153,-0.011289919783834035,0.010714584416958195,-0.026672846793445632,0.06762344551635835,-0.015506974002545833
CEL,,,,-0.04558118161027313,,,,0.058885646953711644,-0.024190119033527996,-0.02214629131468577,0.010263113472472715,0.03425600917409956,,-0.031913006212715186
PDCD1LG2,0.012257910272256992,-0.025437490848705013,0.004736137079946971,0.05172462512548338,-0.031634834772025514,0.01589125242518068,-0.03056951323627007,0.02437233308837703,0.013301975358483034,0.0510810790019834,-0.008414930990136292,0.04921115119195017,,0.06362629920738375
SPINT1,-0.03121404033717875,-0.03230530831144379,-0.02776937336308736,0.03076712354593493,0.09295333778743961,-0.023563970334205805,0.027423448466769522,0.24883664268458197,0.060417928567091175,0.018149690995138062,-0.01122613385189336,-0.03990306654263423,,0.024955381358150504
CTHRC1,0.012254564029643289,0.029225116472255876,0.0010541821371213228,-0.03570478322771749,0.03389908074428514,0.05348083997770209,0.005495977081153611,0.012170107778315863,0.06761469043533413,0.03767512552667287,-0.022603825904721528,-0.021838455609788653,,-0.021800215482065163
PODXL,-0.0068701837460897934,-0.019015721501463464,-0.054169426745970646,0.027540137246379166,-0.0011793805322830387,-0.029492522672501697,-0.01918279051378474,0.0019263212028339585,0.0179135116901417,0.015863561020143347,-0.02496720612103675,0.023957866675686446,-0.04366510041490059,-0.03850394350073628
JAM3,0.01476935269072475,0.030917128181916893,-0.095684463724238,-0.0013918216147724063,-0.0434011001541695,0.006962312287269084,0.03959789142388165,-0.0010496301461369053,0.019806293982311794,0.014750459710607474,-0.01773214023689249,0.012175379028507387,0.08262715090814306,0.02638258649848023
TGFB2,-0.005742153919045522,0.005547642757485879,-0.04341623157597232,-0.03240788755508804,-0.02904929022994913,0.02964528080071303,0.029300789209150357,0.025886885116576382,-0.02776666035535277,0.03450358742633395,0.0140251739943505,0.07812606050393747,0.035444294681750296,0.07403131318226687
COL18A1,-0.0647375582310639,0.06745686795397528,-0.05336498812909214,-0.08244721036865092,-0.02341705009169992,0.03847813130168778,0.05242967468259886,-0.01908765287439321,0.04232745640249873,-0.0258263215696069,-0.026329228541626403,-0.0017836141182188258,-0.014854944899125151,-0.03712203887294616
NODAL,,-0.015581810884304373,0.019474375353405345,0.034906741630812234,,,0.022562017695586085,-0.030200045112003155,-0.023879474877941766,-0.02597753512757964,-0.044317145385809206,-0.013787441549263623,,-0.046314488106721154
INHBB,-0.009503025160719807,-0.06057492657741829,-0.01662294391969213,-0.011893281281106104,0.009171048439418867,0.058439304358691546,0.05526250154941722,0.024289377123055074,0.059141879141166774,-0.0633990851870294,0.028469062913420162,-0.02008982633270172,0.014431788416014365,0.03628786328354549
LCN1,,,,,,,,,0.04480194791692431,-0.024532496198112715,,,,-0.020951904129427018
ARF4,0.002139685758610885,-0.0175407543435825,0.04735564383701638,0.010595455640226249,0.007877161433380526,0.0024720715879977704,0.004766790930626074,0.012658545458359321,-0.024659718057611094,0.07548417358659439,0.02786736592026196,-0.032663650618349985,0.015303707902212997,-0.02684895661587493
CXCL14,-0.003005132611680641,-0.04340763672514915,-0.030455144875149602,-0.08114454068554242,-0.01879279025199494,0.06729474686962471,-0.02997841343406789,0.012961283410040743,0.06703922006199152,-0.02537568518707072,-0.10971133515172837,-0.02787523992258933,-0.0567388299221684,0.02559218776064776
LIF,0.0913850547630604,0.04679139464077585,0.09432688957580611,-0.02876109058434877,-0.03632405226133909,-0.01709416400252251,-0.03306245166723229,-0.07582731313146346,0.03161697870317254,0.0120166519352983,-0.06989862271316956,0.07196954361344896,-0.07903107260291616,0.06230910937611081
IL17B,-0.024096589478270425,,,,,,,0.0019204561432219333,-0.0221030963691945,0.0038256175494836985,,-0.017152858444258737,,0.14389106332163923
MMP1,,,,0.030283435280883026,,,,,-0.009556364752521694,0.0009469677974032402,,0.01732401429286601,,-0.03229279924406678
MATN1,0.16289415311088315,,,,-0.01027396591417201,,0.08737617802687221,0.09551412740820843,-0.01796395137586887,0.06373657432715413,0.004886338436544226,-0.01767786207283925,,-0.02158803090537859
ADAM28,-0.033133653837657484,0.031084142357350148,-0.011900106093103015,0.021049652014542963,-0.00972822129672809,0.02527018580570163,0.06422946468468353,-0.03279926970747428,0.02664055412283617,0.06174942388837541,0.024074205976978652,0.009383167656661386,0.03551827776368988,0.08589715373613373
TCN2,-0.07220963144467994,-0.019699624917665606,0.0022619765136034325,-0.06335679229465695,0.005611893422733926,-0.02776606353071172,0.01705020214438383,-0.08648416899992388,-0.01648231916957747,0.011294537214004651,-0.06431996492768728,0.011090202295149875,0.05090901267883547,0.02492490047750604
THPO,,,0.05956276107908883,,0.03335387791490576,-0.01778810095232609,-0.016254849030479024,-0.046100136191784956,,,,-0.015334726548111466,,0.0608939940120006
CUBN,0.011817949075936893,0.05129857515208554,0.007071343810757796,-0.036370155508486705,0.06431148801499494,0.011269978939387585,-0.024957596705578365,-0.09720115922021691,0.019440526791857517,0.040584708252380974,0.00028319229876458407,0.004317383642368058,-0.01687255363032446,0.007138175705285074
TIMP3,0.06439617530378325,-0.019755031838804796,0.05031377685187377,-0.07786405261510534,0.015459904547848747,0.0020958074094215603,0.036061596649054124,-0.010376577481780462,0.015114216939716547,0.006049041888481214,-0.04903299806801876,-0.028057796644190815,0.03910459943490678,0.016683479524858727
PIGF,0.022249450283212843,0.030815741704783035,-0.03377477106069019,0.0355713574378044,-0.02869322575799962,0.006849490817946064,0.0290940880830734,-0.1369129562471233,-0.020609695974141185,0.07554055490765822,-0.0015819472384157936,-0.012307023973420213,0.06485187561571781,-0.022444642053492468
CRH,,-0.019555131573132857,-0.0168893699504826,-0.027166928226842458,-0.016173620565533422,-0.032183863684106945,-0.022232446787301408,,0.10447937230157411,0.04231066774372429,-0.028900122223425244,-0.047855750993917166,0.09359225549976133,0.10325682674172768
BDNF,-0.0343923207887083,-0.01749321657701359,-0.025778053054965163,-0.05922819845313347,-0.03278137747885664,0.0022678618024310104,-0.018307134855142723,,0.06672115198876545,-0.03204920412049571,-0.05544156775736097,-0.03498836091692281,-0.035721661234868064,0.026064341171878704
CCL5,0.023619844170631947,0.03155690432930516,0.03049421427793682,-0.014153102508725758,0.015469142632399357,-0.017842814288729306,0.023472933719519178,-0.021944693231508907,0.04729482428596081,0.020340795696157956,-0.051945641321313386,0.05917876881569287,-0.04760291374711417,0.007015961648837853
GAD1,-0.030626366833482282,-0.01877071251773748,0.05619141200312653,-0.046457733285660954,0.027564570624678587,-0.0041741451857970875,-0.06875525891501576,-0.05066161406342566,-0.046345735616931685,0.05249397561518979,0.043615727627289796,-0.04531573431515997,0.06253934148631023,-0.047459050361460794
COL14A1,0.0182180806823863,-0.024402336498039936,0.04886898154544459,0.004537878402225501,-0.02231727729841211,-0.023299922908559048,-0.012747558409243161,-0.10241802976055123,0.06322034503888398,-0.012049753465482592,-0.032272431662477466,-0.026763266168853363,,0.0157470874043915
HLA-A,0.025192000640855028,-0.0704434852100323,0.0899776378558062,-0.02597069719648354,0.007580401135679234,-0.029199297538757964,0.10604300261110153,0.03337945266473929,0.04705801356084925,-0.058540623200064215,-0.014541927803433516,-0.02562742745428726,0.0021580470267480835,-0.06380081492744528
CD5L,,0.003248706264179071,,,,,,,,,,,,
FGF18,,,0.007726978954059045,-0.017193687229668166,-0.01100895923966196,,,,-0.009308865419568857,0.05168166811003176,,-0.021464228598860505,,-0.029636469359219455
ADM,0.0672789106401998,0.00042362414538924865,0.07779335832087723,0.008684359258695424,-0.0014200406619126508,0.01607218284038291,0.14038053610349027,0.07155655931468924,0.0038479978723329044,-0.025250089769971576,-0.06389336977903208,-0.004852900800534174,0.01149045670393046,0.07395439488227463
CCL15,,,,,,0.0026475726292283694,,,,,,,,
GNAI2,-0.037834719094180534,0.04015748479491688,-0.04199141081816992,-0.021790148823623408,-0.05805113319549529,0.01615530638985525,0.02243574846657915,-0.17192601708181612,-0.0037295660288255423,-0.04086547104804946,0.0013333249709824785,-0.03884547992243426,-0.004194958186417554,0.015481516782701809
HDC,,,,,,0.030931124762309064,,0.192243114926295,,,,,,0.0017584966784023562
COL11A1,,-0.027030927489566512,0.03641662451360243,0.021876467504049247,-0.00730224977297473,-0.03181382097614505,-0.01373602999141108,,0.0608435343491553,0.09747188469698462,0.004448038294329574,-0.027936091859451537,,0.06527335036084049
NUCB2,-0.025945042210819353,-0.024799943253252715,0.04441467028080359,0.09761811492097186,-0.011502101401432993,-0.05744224368196595,0.007803761525388092,-0.02999818707813231,-0.0032672822957888798,-0.03425266441271265,0.03302576157271481,-0.06836291083335985,0.002274974778027552,0.01589120651501185
FGF16,,,,,,,,,,,,,,-0.02127218839679652
CXCL1,-0.03711946627737348,-0.020977979600692028,-0.0029745995351474056,-0.0018810495467171653,-0.02324728570540762,-0.01618727806272253,-0.022051661184957168,-0.07479992459591317,0.07614702013896558,0.03763180517632432,0.002513308621295496,-0.035430941387978504,-0.0592258010495024,-0.019904111036823404
VCAN,-0.008835030965316903,0.011761458586769212,-0.058289843467532874,0.022315466932769378,-0.022449574995741167,-0.020927966833656608,0.015601091473259492,-0.08394682584277444,-0.09838993124583965,5.171195495355695e-05,-0.07058726901194677,-0.013660102367105478,0.012053818637803675,0.03628780998587591
MMP7,0.053809305378045846,,-0.005495556581969792,,-0.01014653335551743,0.033796515205351055,-0.011907488208961328,,0.1368661469131083,-0.00885573962518449,,-0.030065964510985487,,-0.021092141842840046
PTPN6,0.03392738609374785,0.0001560978197784953,-0.03184007099008618,-0.014850734054065784,-0.0021241429894800676,0.034648491699794684,-0.025675891415172927,-0.12847221076494503,0.00726270591830076,0.0331123398306342,-0.06463242784556171,-0.025140825445673923,0.03195586289082405,0.058265989182985825
PTGS2,0.05149149232161183,0.0160752691130209,0.07144602713998406,-0.032276026934406656,-0.010037729818948942,-0.0001286488313976217,-0.019999851877495353,0.04563865868932257,0.08730917185874132,-0.022659939916187862,0.004114219238704242,0.006471948453047867,-0.07429006071328452,0.007890605026453201
XCL1,,,-0.014599784422426177,-0.028427063192799824,-0.016665301388947333,,,,,,,,,-0.038419795299109105
CD58,-0.004363074683066982,0.011981356237200546,-0.004335904417479367,-0.016517283436465455,-0.04421765163199453,0.022481484063784724,0.04223673119168822,0.039271021889644986,0.09763731410108772,0.04945783930542844,-0.04836329923516521,0.03957309415117265,0.03840986576117667,0.09048492187048938
TNFSF14,-0.05089082590830241,0.03611193676448097,-0.045446120666922864,0.045287007237653845,-0.01562723408702132,-0.015810711187596613,,,-0.020903549028847862,0.029060567204914935,-0.018323676624379132,0.024352590172214045,0.1414377583360122,0.04486573165787076
CNTN4,-0.03140815142954649,-0.017127078437129913,-0.026238439257073424,-0.03695856904870641,0.08486057865995202,0.03224717382986898,0.018951963536002953,,-0.021226168717342297,-0.021620877883768708,0.13079732663306523,0.013089811948183495,-0.038363210790628224,-0.06476256869297213
NTF4,,,-0.01846808793565482,,,,,,,,,,,
INSL3,,,-0.013418475491109132,,-0.011700020127453891,,,,-0.023247353579265013,0.09577315938084222,,0.08729503332381214,,
BTLA,,,-0.02129919853891396,-0.029636159712593105,,-0.020190818953048972,,,,,,,,
MFNG,-0.04372831636107433,0.08823797734630057,-0.04468499436720888,0.02904324924772712,-0.054642757220458665,0.05651871342503972,0.036959306650608086,-0.07213429973305036,0.039234204839135076,0.020265746390384115,0.028059342012135564,-0.0029238362530301966,0.035172168592959276,-0.0167649056517636
ICAM1,0.05084350986522914,0.014065415711257596,0.0026203941887048745,-0.05662168164396205,-0.036050635991843744,-0.03256788287516202,0.017301601638496825,-0.06813031491518216,0.12325420263283164,0.050892108978922365,0.019511775308351315,-0.06622238662659453,0.07412817960978266,0.05920580886441043
PROS1,0.024748079822601222,0.015374911424061102,-0.004019374735247158,0.03882906775854159,0.019602615164802648,-0.020348251703568354,0.01862390794242382,0.01969123319150184,0.06956547915001714,-0.028162432111429568,-0.09901145919201218,-0.02569957280734282,-0.011241398814522087,0.01932534912041977
CLCF1,0.011650235698278572,-0.004491344334864046,0.05659121969013034,-0.022622237105911346,-0.02801226124930563,-0.0021046585623446918,0.013368272445642197,0.02075930059620943,0.0662227613421982,0.06669189529515289,0.03486066323271064,0.040312142257508184,-0.031377877289287655,0.03630827199652589
PSAP,0.01337730005946746,-0.022698947157328626,0.00979489999600435,-0.008292558811057886,0.052256645211166124,0.01710784197469363,-0.013113559770292016,0.07160571475963559,0.09879000634023499,0.0028852490172831,-0.018028805099031854,-0.05232064380634279,-0.0029156352569147154,-0.0483225723644979
EFEMP1,-0.0077574217494832,0.02893093732787535,-0.02090748896655188,0.05819854304920823,-0.05514823543498916,0.08292106426493132,0.08046046696383283,-0.007860496517461816,0.035956808144094056,0.028270736424080487,0.023744067593596284,0.013009582909861577,0.062434652968667,0.01711321266800545
C1QTNF1,-0.03141505028123568,-0.03003079149394842,-0.02223207172609692,0.014106913343546698,-0.036318613797968316,-0.0022327767734109973,0.05867147848909901,0.1790677244016941,0.09400109170908202,-0.0010269841942477838,-0.04007073007227425,-0.02014903322947076,0.04711181461232683,0.08864715577126848
ALB,0.12514878471729052,-0.028861991904085577,-0.011515461569734067,0.030116560341556433,-0.012773353247693884,0.0294841638980455,-0.03516733764546076,-0.061588132853371606,-0.021195390926570502,-0.04781940321282399,0.09443282420901253,-0.030022997322146302,-0.015144514817397044,-0.013811817477658719
CCL13,,,,,,,,,-0.015517352315846345,,,-0.020117998364093684,,
EFNA3,-0.055843898020160126,0.014717331775865771,0.05467794388489563,0.042040163959124466,0.06411175613155304,0.005510780694659143,-0.007480314432062783,0.06568784312693186,0.04633023728562815,0.02958204638858985,-0.007023502557646509,0.037672984814309564,-0.0030077601200945137,-0.0012439839482366701
DRAXIN,0.02911607220182527,-0.019793047359400465,-0.010344126520599963,0.006975053749520446,-0.007000091246230647,-0.01441909452883753,0.022380850641878544,0.04835614308743916,0.08950102266404883,-0.012025741407744666,0.02026204968056498,0.008231615491295268,-0.09470779055352856,-0.11810455343788787
RAET1L,,,,,,0.015165429272072605,,,,0.008849098125831864,,-0.021789535825467124,,
NPTX2,-0.0472769860298886,-0.043480399251893176,0.004794134027598156,-0.05016348415379028,0.0008364701543453641,0.018088450940443295,0.07537728308901126,,0.04807236714382415,0.049814864016711036,-0.012706218153898635,-0.0006333937720744503,-0.11678853508897966,0.009346728004252914
FGF11,0.0586172533430459,0.05556436940230963,-0.012356016589740037,0.025941501217191045,-0.003566077457200106,-0.023929273263594723,0.07946241539529503,0.09318199245271085,0.05700095174994554,0.016108451971842876,-0.004276566839288296,-0.04583308030772973,0.1210651619322372,-0.009662161658404032
CD59,-0.06092321572077361,0.026790156120583178,-0.0846420978052002,-0.07312882479625035,-0.007602365073659746,-0.06298386093916582,-0.011764929758494387,-0.06470679135552898,0.05472602298291729,0.006738549448760499,-0.009108513674044177,0.009718458845958738,-0.043772878151373304,-0.08901115863679426
COL9A2,3.241104321615397e-07,-0.012152973549705329,-0.048108578605916795,-0.015374934225975988,-0.004643606806053457,0.021622868653694397,-0.034583164345738916,0.027340452085368866,-0.0349569122733374,0.06932581558650107,0.00651099788392916,-0.022774540302892755,-0.006560196246150858,-0.003113478930103499
DLL3,-0.05225142858257422,0.031041806924840022,-0.08087316599773574,0.002608972175386485,0.002838869334663558,0.0025351337726947486,-0.05249057934002805,7.178780037134373e-05,-0.05747056494596845,0.08119116455966523,0.02060452282281702,0.07415251410880179,0.003966265019417827,-0.0856905617507127
FGF5,,,,,,,,,,,,,,0.03375961205856367
LIN7C,0.008973819554739328,-0.005494261225169469,0.015592262145785586,-0.031786348502510615,-0.03000992063465407,-0.011165793605640552,0.020336579073480767,-0.05330556840163706,-0.0017221646984952985,0.012567927024344063,-0.05918666723127777,0.09116927807904435,-0.0007117144604670865,-0.00800069228729744
GDF7,-0.018985879643018667,-0.01837857390584726,-0.011988389796237568,,0.0024257805919361544,-0.015810710573192353,,,,-0.021030436739140648,-0.04869266106533166,-0.014580230653455354,,-0.033000168145542255
PSPN,-0.03481174881852858,0.026998537663598113,0.010131660075135922,-0.0386848013219283,-0.03527658128668429,0.052370089446680444,-0.02755644705366275,-0.07328873468636762,-0.0286469924160274,0.03157354626205005,-0.03457336723052272,-0.01760875226219596,0.08838973908119804,-0.012330299776215688
ANGPT1,-0.010678423640679578,-0.04472144888527056,-0.0577497678971525,-0.048879565263087614,0.013081755103829256,-0.03203763829097413,-0.02576097481031218,-0.028684241441562775,0.011173726946721927,0.020790772360293072,0.06767780946107696,0.07469489067719777,-0.009676631127653362,0.03207525596828615
PNOC,-0.03615722282207537,-0.029733266539122314,-0.007054659910099862,-0.04983738549013416,0.08022218164027638,-0.03406307345005291,-0.032162901987237015,,,0.015063472799783916,,-0.01728545894310664,0.02147336658075792,-0.005900321401890187
L1CAM,-0.0072816402961712445,0.0256206844786233,-0.0016386819143079533,-0.006215038711825801,0.0023214029467700913,-0.010122489582847831,-0.07749051205824645,-0.029867722852353767,0.0815776267484423,-0.013386340195316393,0.08433989292010383,0.05819875914789043,-0.05437416767096572,0.010325681493866375
APOA1,0.01963716944530661,0.028574778266228507,-0.02089705854251464,0.00041499223549671467,-0.015235461516399809,-0.025588117072404444,-0.050288480447521294,-0.06779076340210363,0.05558083780515148,0.04511201931707599,-0.014282835661673168,-0.021634765995280168,,-0.058857552705891
PSEN1,-0.004906247861152597,-0.00011730979125226668,-0.02336353495311567,0.0011715662223818056,-0.014746414344479635,-0.02759295856091596,0.04211285733384681,-0.06338557777322922,0.026611074316014855,-0.0025896734045463645,0.04155110119102948,-0.05774021836123313,0.06718885912791193,0.007822611144250468
CALM2,-0.03248967407768527,-0.01167327574311489,-0.0679850316819884,-0.008201068296743465,0.04580083970993161,-0.047291664633441206,-0.07222179865977522,-0.049845022907978015,0.016832361544262864,0.10302212748116797,0.01422490794724507,-0.01994329460861661,0.011380386574382874,-0.012037019128597856
CLEC2B,-0.025588815521629015,0.03137430793809504,0.041363231513717444,-0.01480120078461753,-0.0026006685923977545,0.048045149462165176,0.00783903076194217,-0.09555831378005954,0.022567073863764914,-0.015237802707917714,0.010485386685325159,-0.06222955467963147,0.03237605397643196,-0.00596611153745528
NTNG1,-0.02341900639376021,-0.0332804547815976,0.008138991896545704,0.06988026162884858,-0.035775683799150235,0.010096737458279565,-0.04916575548891887,0.07449131503555326,0.08698148053682173,0.04728806255729535,-0.07161925148090671,-0.001567750011556736,-0.027165622623200505,0.008009922714659745
LRIG1,-0.011247688889377957,-0.003339190988094736,0.004645540300777131,0.05034474729420315,0.008595085343295138,0.058364268459901524,-0.013415499029651494,-0.1295779516387747,-0.06357112972306124,0.015270238057256339,-0.05377184858361369,-0.04849037018139073,0.027293221643281653,0.022733893374121857
CPAMD8,,,0.02063697983722249,0.027612049436768468,0.008146377161073469,-0.02926431793721809,0.015342079732766908,-0.054896125584103436,,0.06404239552963341,0.09410242223085426,,-0.03954798446509091,-0.023399592565845236
GHRL,,-0.02331123617277845,0.0613977214671888,0.05501213438960994,-0.022755079562600884,-0.01441909452883753,0.01246945021969382,-0.054006621027874326,,,-0.03418474633581667,-0.015771350222297552,,-0.020626984320583772
NPY,0.08306489033650055,-0.0028539136760856584,-0.038659979222674924,0.04716177297110302,0.013698175187545897,-0.004030143316373837,0.027310747758696408,,0.08119962670381412,0.029548165576080716,-0.04436155481035111,-0.025139223506063527,-0.0593487073902331,-0.05284075861420414
MMP2,-0.03133161524725007,0.013929849997211068,-0.08006717876057458,-0.030523707044027508,0.017745336270292053,0.02406673888665978,-0.0031617059416571016,-0.09225320610823848,0.027962653528154628,-0.003197564944189073,-0.02444094539292869,-0.01298099261766907,0.11428524404156451,-0.011126394884519988
LHB,,,-0.013823019115926148,,,,,,,,,,,
PPY,,,-0.024061844753273255,,-0.009484823939769838,,,,0.0725351384556931,0.005063417442994341,,0.05704354065522415,,-0.017788840096267505
ALKAL2,0.021638186487412937,-0.014751816709607618,-0.01362219220838032,,0.014898893246800944,-0.03833869471949905,0.09327341446678321,,0.06284833827226059,-0.03303972728760155,0.031041196956299696,-0.023969764526161758,,0.07139394073133598
CSF1,0.04430337095429632,-0.04502509593008625,-0.045158019905727084,-0.014866783233408374,-0.0088400425563566,-0.006251001598969218,0.0025280923376235953,-0.09712605845475553,0.10217747920910107,-0.0149001175285253,0.014757022198228244,-0.016782121997978544,0.036128380242189985,0.10618249715546145
SEMA4C,-0.018681750187534162,0.01778710119865259,-0.014058085585480037,-0.001167707170372974,-0.04020362596256991,0.0031921192993517346,0.009306972794799251,-0.03436500322324342,0.012769777537290002,-0.03449544875809124,0.0018080272115831306,-0.003416238656892518,-0.022992652941036845,0.01986535369669299
ICAM2,-0.02135197490962123,0.051904616420163315,-0.006720276113612811,-0.015437886461055355,-0.00375172088831131,0.06399646991699391,0.059875089942923565,-0.07428316042322113,-0.0288865521906283,0.0598407504848284,-0.018065883487583603,-0.003971866580761442,0.03763148332793853,0.015890147863595192
SYTL3,-0.0188644396360257,0.010989286864889113,0.009486818797443087,0.043706690056158966,-0.035385279982583714,-0.02342605975648674,0.03866121789496665,0.0023453759155338426,0.023373712979785605,-0.016403893888387516,-0.025816815146446563,0.041260762493393534,0.0298795171554214,0.037709351770630284
IL1A,0.028328094877905538,0.02499841920317734,0.03878309712267647,0.04658625904977431,-0.06770550134276138,0.0224225648354695,0.0017446092216297246,-0.09167590293711045,0.07019735365312177,0.08244447597151179,-0.038974997514405904,0.04216945407883896,-0.016638961305974396,-0.037077652506903154
HLA-G,-0.030027640664784402,,0.06572605366826335,,,,,0.05344898205364679,0.0853926524412802,-0.0002948688627405938,,-0.01140128068651198,,
PGF,0.05876250768962386,-0.018052499709874378,-0.044817149334160554,-0.003513231051679611,0.0038356951555858763,-0.01517269828612553,0.08281382644130728,0.10509906340968694,0.033428052811720205,0.01042377905626465,0.011881038342672722,-0.008862895642738634,-0.0003643800432023793,-0.05201062048009303
LGALS8,0.06152834622434247,-0.013366061410149137,0.03792667976495396,-0.0031863786458886456,0.03041891891909784,0.04819805027211537,0.017542215629960126,-0.002806507072437309,0.026473987643427673,0.053427944061104085,0.03510239328246269,0.007640159980519028,-0.007570155435968278,-0.017435742647129788
DKK3,-0.10671883006237441,0.0313585911931475,-0.058110428131991555,-0.02201138404788603,-0.023023185068434954,-0.0015492101796760302,-0.06974559442228605,-0.09760716954196011,0.0016283021069906502,0.08878988491072472,-0.028252836809915954,0.0062752276699763075,-0.0900643294447317,-0.07109316641814062
COL16A1,-0.04745499243048884,-0.003315415878546696,-0.06017817373121101,0.04577669661190958,0.01137605073018911,-0.004967874880611383,-0.016367073470566686,0.03613794300578595,-0.007685194073957897,-0.0031499725483700954,0.001893177653381859,0.026029207383660026,-0.015972368491263753,0.020065266764573455
TPH1,-0.025285717396960766,,-0.026567834885657525,0.01073814510723912,0.005171247150943022,,-0.019561999208508513,-0.046100046647230504,0.05374810053795916,-0.003142255578451626,-0.0011291697381039304,0.031135586321227426,,-0.048718334259478205
TNC,0.029186575775150835,0.025191979757251758,0.05140578474539449,0.02019564476098433,-0.042667843766047285,0.044696131067855145,0.06497916775195005,-0.13356535443206238,0.0944687147884533,-0.01887340903613664,-0.06170884449987162,-0.0095157866302899,-0.03368679229287121,0.022918494390228996
TNFSF9,-0.03563488495245591,0.002081557910843617,0.0003752608163424627,-0.0009317988278283699,-0.000541454210847206,0.0588093771741759,0.006996319431825097,-0.04677524879513131,0.046997606350544716,-0.020002103231638715,-0.02943978053314078,-0.022532962586346943,-0.041661125181819865,0.011533186077665031
C4A,,-0.01453725413957557,-0.016387991280143756,,-0.011243783034103408,,0.02196709265894489,,-0.01727571415638618,,-0.04059573181465418,-0.014734003187504844,-0.0487773856598226,
CNTN2,0.029584207472112926,-0.023387113117192763,-0.02387207036926201,0.012585595114740363,-0.0281497590030865,-0.028759091276526427,-0.07148387138258745,-0.11271535830177667,0.0006413249622380139,0.06318585262128487,0.026406577170917732,0.005022793203004056,0.14906615456416417,0.011279628260181557
F7,,,,,,,,,-0.0015561072025773728,,,-0.014580232063328032,,-0.028923218740207705
LUM,-0.01791497540221827,-0.021432972071181985,-0.0403844835959422,-0.0388363630973166,-0.02238024120740004,-0.017122715190302434,0.01075057824269336,-0.09106997191946395,0.02757057819058462,0.04191767930454203,0.033994296974087554,0.0045732447569404155,-0.03470928065598211,0.0077891180376337575
BTC,,-0.0227482207763766,0.0015970382271924257,-0.006031653984823135,,-0.037215718670813885,,-0.050594894303526185,0.17187702447470563,-0.035837969031742065,-0.034832669969856116,-0.014109571979401141,,-0.03155828694914411
APOC1,-0.046306567261003184,0.05067299503884562,0.021312957652393428,-0.049148439553526525,-0.026452581781135832,-0.08106045028534874,0.004516277615758205,0.021886692371836415,-0.05941296237404814,0.005504749535974946,-0.039028960022294015,-0.04498385895732723,0.12795729896854935,-0.024292782594610825
PKM,0.06488237864917187,-0.014608969240526501,0.03814504680001054,-0.04467663705220832,0.012344765463768961,-0.04836720764158437,0.08052920618973569,0.07669683401451889,0.07202831921261413,-0.04653567208979098,-0.059918688142661915,-0.0330719047777046,0.01005451796005179,0.03507718122883235
TNF,-0.03451886529123908,0.029123184334870628,0.07143198463453639,-0.05067715259649473,-0.014765917607250338,-0.021080397531484506,0.03844018877612167,-0.14136057138204194,0.01242502507099256,-0.024532486811781447,,,,-0.022510701313458656
GNAS,-0.06935468878172095,-0.038148440524216835,-0.07734323155009455,-0.028410977854940487,0.03984482160916079,-0.008642436829764524,0.10927704893412649,-0.06557838307547391,0.03011387276612606,0.01404993561008112,-0.0653352440416614,0.05570791668068685,-0.06139409689527425,-0.039878786518386944
BMP8B,-0.02712399194038841,0.04550776405947836,-0.007445179308134516,0.005749604624004368,-0.02920309909792816,-0.013997167281676957,0.01933033531109791,-0.13321576433333396,0.032651047321268285,0.017663671643767073,-0.020147104163400712,0.011702191140304383,0.06310910649307178,-0.05390467135376021
LIPH,0.06764152879754307,,-0.020761434302035794,,-0.009065562799080747,,,,-0.015517358022751051,0.01795627802377373,,0.041018220941722514,,0.019622302095467583
CCL28,-0.01898586297743793,,,,-0.013959475332400205,-0.016555693287395194,0.02769654003378453,,,,-0.028061330714128467,,,-0.01899449404185263
PTPN11,-0.018292386422078862,-0.03545957236281848,0.04054795526172176,-0.027045782130201656,-0.009896826586458803,0.012425578484031669,-0.010885786204105822,0.02334717118477312,-0.06638809484494529,-0.027160944842768767,-0.013813598678854101,0.012285432050942851,0.015102501239578297,-0.01363493786396728
ADAM12,0.007147612711037584,-0.017311060157781322,0.03410774832264855,-0.009139084173661516,0.011213814869206447,-0.016000048370322397,0.053092755217907996,0.11705637680217143,-0.023746424652497763,0.013767511145465967,-0.09182068071198451,-0.009661988787908644,0.06308303146938286,-0.0547314018812851
EPO,0.022126148880522965,,-0.007026960744452381,0.029622151778045495,-0.009484824353784277,,0.014388615551942341,0.10269829096046444,-0.01685224710630359,0.0013883310974376372,,-0.013949375632451985,,
EDN3,0.06197130410286885,0.020689728860059226,-0.015150030252118965,-0.010145944817098013,-0.01470100995837188,0.006825698605232408,-0.019763852830054503,,0.06384063562921087,0.023509497100675385,-0.026404045029794636,0.024029480502199982,,0.034399837997281725
CCL22,,0.01781294770783343,,,-0.019097899243024262,,,,0.003614223781116387,0.07291717859414176,-0.01949119155663659,-0.012239969863670135,-0.04265831234494,
